категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
серце	cardíaca	серце	cardíaco	N;INAN;NOM;NEUT;SG	N
спадщина	herdanza	спадщина	herdanza	N;INAN;NOM;FEM;SG	N
вбивство	asasinatos	вбивство	asasinato	N;INAN;NOM;NEUT;SG	N
вбивство	homicidio	вбивство	homicidio	N;INAN;NOM;NEUT;SG	N
вбивство	asasinato	вбивство	asasinato	N;INAN;NOM;NEUT;SG	N
вбивство	asasino	вбивство	asasino	N;INAN;NOM;NEUT;SG	N
музична	musical	музичний	musical	ADJ;NOM;FEM;SG	ADJ
музична	musicais	музичний	musical	ADJ;NOM;FEM;SG	ADJ
листи	cartas	лист	carta	N;INAN;NOM;MASC;PL	N
листи	letras	лист	letra	N;INAN;NOM;MASC;PL	N
душі	ducha	душа	ducha	N;INAN;NOM;FEM;PL	N
душі	almas	душа	alma	N;INAN;NOM;FEM;PL	N
ноги	metros	нога	metro	N;INAN;NOM;FEM;PL	N
ноги	pés	нога	pés	N;INAN;NOM;FEM;PL	N
ноги	pé	нога	pé	N;INAN;NOM;FEM;PL	N
ноги	patas	нога	pata	N;INAN;NOM;FEM;PL	N
ноги	pernas	нога	perna	N;INAN;NOM;FEM;PL	N
особисте	persoais	особистий	persoal	ADJ;NOM;NEUT;SG	ADJ
особисте	privadas	особистий	privado	ADJ;NOM;NEUT;SG	ADJ
особисте	privado	особистий	privado	ADJ;NOM;NEUT;SG	ADJ
особисте	privada	особистий	privado	ADJ;NOM;NEUT;SG	ADJ
особисте	privados	особистий	privado	ADJ;NOM;NEUT;SG	ADJ
побачив	vin	побачити	ver	V;PFV;MASC;IND;SG;PST;FIN	V
побачив	viu	побачити	ver	V;PFV;MASC;IND;SG;PST;FIN	V
побачив	vimos	побачити	ver	V;PFV;MASC;IND;SG;PST;FIN	V
пропоную	propoño	пропонувати	propoño	V;IPFV;IND;SG;1;PRS;FIN	V
відновити	restaurar	відновити	restaurar	V;PFV;NFIN	V
відновити	recuperar	відновити	recuperar	V;PFV;NFIN	V
кампанія	campaña	кампанія	campaña	N;INAN;NOM;FEM;SG	N
практика	práctica	практика	práctica	N;INAN;NOM;FEM;SG	N
запитання	pregunta	запитання	pregunta	N;INAN;NOM;NEUT;SG	N
запитання	cuestión	запитання	cuestión	N;INAN;NOM;NEUT;SG	N
запитання	preguntas	запитання	pregunta	N;INAN;NOM;NEUT;SG	N
запитання	pregunta	запитання	pregunta	N;INAN;NOM;NEUT;SG	N
запитання	cuestións	запитання	cuestión	N;INAN;NOM;NEUT;SG	N
розпочато	comecei	розпочати	comecer	V;PFV;IND;0;FIN	V
розпочато	comezamos	розпочати	comezar	V;PFV;IND;0;FIN	V
розпочато	empecei	розпочати	empecar	V;PFV;IND;0;FIN	V
розпочато	comezou	розпочати	comezar	V;PFV;IND;0;FIN	V
додаток	aplicación	додаток	aplicación	N;INAN;NOM;MASC;SG	N
додаток	aplicación	додаток	aplicación	N;INAN;NOM;MASC;SG	N
продаж	á	продаж	á	N;INAN;NOM;MASC;SG	N
продаж	venda	продаж	venda	N;INAN;NOM;MASC;SG	N
сонце	sol	сонце	sol	N;INAN;NOM;NEUT;SG	N
сонце	sol	сонце	sol	N;INAN;NOM;NEUT;SG	N
сонце	luz	сонце	luz	N;INAN;NOM;NEUT;SG	N
дядько	tío	дядько	tío	N;ANIM;NOM;MASC;SG	N
оточення	caixas	оточення	caixa	N;INAN;NOM;NEUT;SG	N
оточення	palcos	оточення	palco	N;INAN;NOM;NEUT;SG	N
оточення	barrio	оточення	barrio	N;INAN;NOM;NEUT;SG	N
реакція	reacción	реакція	reacción	N;INAN;NOM;FEM;SG	N
моделювання	simulación	моделювання	simulación	N;INAN;NOM;NEUT;SG	N
редакція	edición	редакція	edición	N;INAN;NOM;FEM;SG	N
самий	mesmo	самий	mesmo	DET;NOM;MASC;SG;REFL	DET
самий	mesmas	самий	mesmo	DET;NOM;MASC;SG;REFL	DET
самий	mesma	самий	mesmo	DET;NOM;MASC;SG;REFL	DET
зали	corredor	зала	corredor	N;INAN;NOM;FEM;PL	N
зали	concello	зала	concello	N;INAN;NOM;FEM;PL	N
зали	sede	зала	sede	N;INAN;NOM;FEM;PL	N
пристрої	mecanismos	пристрій	mecanismo	N;INAN;NOM;MASC;PL	N
пристрої	dispositivos	пристрій	dispositivo	N;INAN;NOM;MASC;PL	N
пристрої	aparellos	пристрій	aparello	N;INAN;NOM;MASC;PL	N
пристрої	utensilios	пристрій	utensilio	N;INAN;NOM;MASC;PL	N
документ	documento	документ	documento	N;INAN;NOM;MASC;SG	N
символи	idiogramas	символ	idiograma	N;INAN;NOM;MASC;PL	N
символи	personaxes	символ	personaxe	N;INAN;NOM;MASC;PL	N
весілля	voda	весілля	vodo	N;INAN;NOM;NEUT;SG	N
весілля	matrimonio	весілля	matrimonio	N;INAN;NOM;NEUT;SG	N
весілля	noiva	весілля	noiva	N;INAN;NOM;NEUT;SG	N
складова	ingrediente	складовий	ingrediente	N;INAN;NOM;FEM;SG	N
конференція	conferencia	конференція	conferencia	N;INAN;NOM;FEM;SG	N
конференція	conferencias	конференція	conferencia	N;INAN;NOM;FEM;SG	N
конференція	rolda	конференція	rolda	N;INAN;NOM;FEM;SG	N
зазнали	sufriron	зазнати	sufrir	V;PFV;IND;PL;PST;FIN	V
зазнали	sofre	зазнати	sofrer	V;PFV;IND;PL;PST;FIN	V
зазнали	sufrín	зазнати	sufrín	V;PFV;IND;PL;PST;FIN	V
регіонах	rexións	регіон	rexión	N;INAN;ESS;MASC;PL	N
королева	raíña	королевий	raíña	N;ANIM;NOM;FEM;SG	N
школах	escolas	школа	escola	N;INAN;ESS;FEM;PL	N
монета	moeda	монета	moeda	N;INAN;NOM;FEM;SG	N
математичних	matemática	математичний	matemático	ADJ;GEN;PL	ADJ
різновид	tipo	різновид	tipo	N;INAN;NOM;MASC;SG	N
різновид	clase	різновид	clase	N;INAN;NOM;MASC;SG	N
продукт	produto	продукт	produto	N;INAN;NOM;MASC;SG	N
британська	británico	британський	británico	ADJ;NOM;FEM;SG	ADJ
британська	británica	британський	británico	ADJ;NOM;FEM;SG	ADJ
британська	británicos	британський	británico	ADJ;NOM;FEM;SG	ADJ
британська	británicas	британський	británico	ADJ;NOM;FEM;SG	ADJ
британська	inglesa	британський	inglesa	ADJ;NOM;FEM;SG	ADJ
дух	espírito	дух	espírito	N;ANIM;NOM;MASC;SG	N
сучасне	modernos	сучасне	moderno	ADJ;NOM;NEUT;SG	ADJ
сучасне	moderna	сучасне	moderno	ADJ;NOM;NEUT;SG	ADJ
сучасне	modernas	сучасне	moderno	ADJ;NOM;NEUT;SG	ADJ
сучасне	moderno	сучасне	moderno	ADJ;NOM;NEUT;SG	ADJ
новини	noticias	новина	noticia	N;INAN;NOM;FEM;PL	N
новини	noticia	новина	noticia	N;INAN;NOM;FEM;PL	N
кулі	esferas	куля	esfera	N;INAN;NOM;FEM;PL	N
кулі	balas	куля	bala	N;INAN;NOM;FEM;PL	N
вчитель	profesor	вчитель	profesor	N;ANIM;NOM;MASC;SG	N
вчитель	mestra	вчитель	mestra	N;ANIM;NOM;MASC;SG	N
вчитель	mestre	вчитель	mestre	N;ANIM;NOM;MASC;SG	N
корисні	útil	корисний	útil	ADJ;NOM;PL	ADJ
корисні	útiles	корисний	útil	ADJ;NOM;PL	ADJ
корисні	útil	корисний	útil	ADJ;NOM;PL	ADJ
свобода	liberdade	свобода	liberdade	N;INAN;NOM;FEM;SG	N
свобода	liberdade	свобода	liberdade	N;INAN;NOM;FEM;SG	N
свобода	libertade	свобода	libertade	N;INAN;NOM;FEM;SG	N
внутрішні	interno	внутрішній	interno	ADJ;NOM;PL	ADJ
внутрішні	interna	внутрішній	interno	ADJ;NOM;PL	ADJ
коефіцієнт	factor	коефіцієнт	factor	N;INAN;NOM;MASC;SG	N
вийти	deixa	вийти	deixar	V;PFV;NFIN	V
вийти	deixar	вийти	deixar	V;PFV;NFIN	V
вийти	deixaches	вийти	deixaches	V;PFV;NFIN	V
вийти	deixe	вийти	deixar	V;PFV;NFIN	V
вийти	deixou	вийти	deixar	V;PFV;NFIN	V
верхні	superior	верхня	superior	ADJ;NOM;PL	ADJ
молода	nova	молодий	novo	ADJ;NOM;FEM;SG	ADJ
молода	novo	молодий	novo	ADJ;NOM;FEM;SG	ADJ
зберегти	salvar	зберегти	salvar	V;PFV;NFIN	V
зберегти	aforrar	зберегти	aforrar	V;PFV;NFIN	V
душу	alma	душа	alma	N;INAN;ACC;FEM;SG	N
молодь	xuventude	молодь	xuventude	N;INAN;NOM;FEM;SG	N
молодь	mozos	молодь	mozo	N;INAN;NOM;FEM;SG	N
молодь	mocidade	молодь	mocidade	N;INAN;NOM;FEM;SG	N
молодь	francia	молодь	francia	N;INAN;NOM;FEM;SG	N
рівне	equitativos	рівний	equitativo	ADJ;NOM;NEUT;SG	ADJ
рівне	iguais	рівний	igual	ADJ;NOM;NEUT;SG	ADJ
особливий	especial	особливий	especial	ADJ;NOM;MASC;SG	ADJ
особливий	especiais	особливий	especial	ADJ;NOM;MASC;SG	ADJ
вікна	fiestras	вікно	fiestra	N;INAN;NOM;NEUT;PL	N
алгоритм	algoritmo	алгоритм	algoritmo	N;INAN;NOM;MASC;SG	N
ріг	corno	ріг	corno	N;INAN;NOM;MASC;SG	N
позицій	posicións	позиція	posición	N;INAN;GEN;FEM;PL	N
воював	loitei	воювати	loitei	V;IPFV;MASC;IND;SG;PST;FIN	V
воював	loitou	воювати	loitar	V;IPFV;MASC;IND;SG;PST;FIN	V
воював	loitamos	воювати	loitar	V;IPFV;MASC;IND;SG;PST;FIN	V
атмосфера	atmosfera	атмосфера	atmosfera	N;INAN;NOM;FEM;SG	N
атмосфера	ambiente	атмосфера	ambiente	N;INAN;NOM;FEM;SG	N
діяти	actuando	діяти	actuar	V;IPFV;NFIN	V
діяти	actuar	діяти	actuar	V;IPFV;NFIN	V
діяти	actuar	діяти	actuar	V;IPFV;NFIN	V
щастя	felicidade	щастя	felicidade	N;INAN;NOM;NEUT;SG	N
щастя	benestar	щастя	benestar	N;INAN;NOM;NEUT;SG	N
щастя	ledicia	щастя	ledicia	N;INAN;NOM;NEUT;SG	N
землею	terra	земля	terra	N;INAN;INS;FEM;SG	N
землею	mundo	земля	mundo	N;INAN;INS;FEM;SG	N
землею	terreo	земля	terreo	N;INAN;INS;FEM;SG	N
землею	chan	земля	chan	N;INAN;INS;FEM;SG	N
землею	terra	земля	terra	N;INAN;INS;FEM;SG	N
десяти	10	десять	10	NUM;NOM	NUM
коротка	curto	короткий	curto	ADJ;NOM;FEM;SG	ADJ
коротка	curta	короткий	curto	ADJ;NOM;FEM;SG	ADJ
намагалися	intentei	намагатися	intenter	V;IPFV;IND;PL;PST;FIN	V
намагалися	intentou	намагатися	intentar	V;IPFV;IND;PL;PST;FIN	V
намагалися	tratamos	намагатися	tratar	V;IPFV;IND;PL;PST;FIN	V
намагалися	tentei	намагатися	tenter	V;IPFV;IND;PL;PST;FIN	V
намагалися	tentou	намагатися	tentar	V;IPFV;IND;PL;PST;FIN	V
стрільби	tiro	стрільба	tiro	N;INAN;NOM;FEM;PL	N
шукати	buscar	шукати	buscar	V;IPFV;NFIN	V
шукати	busca	шукати	buscar	V;IPFV;NFIN	V
шукати	buscar	шукати	buscar	V;IPFV;NFIN	V
секції	sección	секція	sección	N;INAN;NOM;FEM;PL	N
заповідник	reserva	заповідник	reserva	N;INAN;NOM;MASC;SG	N
показав	mostrou	показати	mostrar	V;PFV;MASC;IND;SG;PST;FIN	V
показав	demostramos	показати	demostrar	V;PFV;MASC;IND;SG;PST;FIN	V
переїхала	mudouse	переїхати	mudouse	V;PFV;FEM;IND;SG;PST;FIN	V
прийняти	aceptar	прийняти	aceptar	V;PFV;NFIN	V
розслідування	investigación	розслідування	investigación	N;INAN;NOM;NEUT;SG	N
ресурс	recurso	ресурс	recurso	N;INAN;NOM;MASC;SG	N
удар	éxito	удар	éxito	N;INAN;NOM;MASC;SG	N
удар	ponche	удар	ponche	N;INAN;NOM;MASC;SG	N
автобус	autobús	автобус	autobús	N;INAN;NOM;MASC;SG	N
автобус	parada	автобус	parado	N;INAN;NOM;MASC;SG	N
автобус	autocarro	автобус	autocarro	N;INAN;NOM;MASC;SG	N
літери	cartas	літера	carta	N;INAN;NOM;FEM;PL	N
літери	letras	літера	letra	N;INAN;NOM;FEM;PL	N
літери	idiogramas	літера	idiograma	N;INAN;NOM;FEM;PL	N
літери	personaxes	літера	personaxe	N;INAN;NOM;FEM;PL	N
сценарій	guión	сценарія	guión	N;INAN;NOM;MASC;SG	N
зразки	mostra	зразок	mostra	N;INAN;NOM;MASC;PL	N
зразки	mostras	зразок	mostra	N;INAN;NOM;MASC;PL	N
каже	di	казати	dicir	V;IPFV;IND;SG;3;PRS;FIN	V
каже	dixo	казати	dicir	V;IPFV;IND;SG;3;PRS;FIN	V
квартира	apartamento	квартира	apartamento	N;INAN;NOM;FEM;SG	N
квартира	piso	квартира	piso	N;INAN;NOM;FEM;SG	N
дошка	xunta	дошка	xunta	N;INAN;NOM;FEM;SG	N
дошка	reunión	дошка	reunión	N;INAN;NOM;FEM;SG	N
дошка	bordo	дошка	bordo	N;INAN;NOM;FEM;SG	N
дошка	comida	дошка	comida	N;INAN;NOM;FEM;SG	N
рівнів	niveis	рівень	nivel	N;INAN;GEN;MASC;PL	N
долі	destino	доля	destino	N;INAN;NOM;FEM;PL	N
проспект	avenida	проспект	avenida	N;INAN;NOM;MASC;SG	N
твердження	declaración	твердження	declaración	N;INAN;NOM;NEUT;SG	N
жодних	ningunha	жодний	ningún	DET;GEN;PL	DET
жодних	ningún	жодний	ningún	DET;GEN;PL	DET
торгівля	comercio	торгівля	comercio	N;INAN;NOM;FEM;SG	N
торгівля	oficio	торгівля	oficio	N;INAN;NOM;FEM;SG	N
вшанування	honor	вшанування	honor	N;INAN;NOM;NEUT;SG	N
вшанування	honra	вшанування	honra	N;INAN;NOM;NEUT;SG	N
вшанування	señoría	вшанування	señor	N;INAN;NOM;NEUT;SG	N
звернення	temas	звернення	tema	N;INAN;NOM;NEUT;SG	N
звернення	suxeitos	звернення	suxeito	N;INAN;NOM;NEUT;SG	N
хімічні	químico	хімічний	químico	ADJ;NOM;PL	ADJ
заводи	plantas	завод	planta	N;INAN;NOM;MASC;PL	N
долю	destino	доля	destino	N;INAN;ACC;FEM;SG	N
введено	entrou	ввести	entrar	V;PFV;IND;0;FIN	V
введено	entra	ввести	entrar	V;PFV;IND;0;FIN	V
річ	cousa	річ	cousa	N;INAN;NOM;FEM;SG	N
природа	natureza	природа	natureza	N;INAN;NOM;FEM;SG	N
найбільшу	grandes	найбільший	grande	ADJ;ACC;RL;FEM;SG	ADJ
найбільшу	maior	найбільший	maior	ADJ;ACC;RL;FEM;SG	ADJ
найбільшу	mellor	найбільший	mellor	ADJ;ACC;RL;FEM;SG	ADJ
найбільшу	meirandes	найбільший	meirande	ADJ;ACC;RL;FEM;SG	ADJ
найбільшу	grande	найбільший	grande	ADJ;ACC;RL;FEM;SG	ADJ
стояв	quedei	стояти	quedar	V;IPFV;MASC;IND;SG;PST;FIN	V
суму	suma	сума	suma	N;INAN;ACC;FEM;SG	N
суму	cantidade	сума	cantidade	N;INAN;ACC;FEM;SG	N
тіл	corpos	тіло	corpo	N;INAN;GEN;NEUT;PL	N
тіл	corpo	тіло	corpo	N;INAN;GEN;NEUT;PL	N
клан	clans	клан	clan	N;INAN;NOM;MASC;SG	N
поєднання	combinación	поєднання	combinación	N;INAN;NOM;NEUT;SG	N
знав	sabía	знати	saber	V;IPFV;MASC;IND;SG;PST;FIN	V
знав	sabían	знати	saber	V;IPFV;MASC;IND;SG;PST;FIN	V
споживання	consumo	споживання	consumo	N;INAN;NOM;NEUT;SG	N
конгресу	congreso	конгрес	congreso	N;INAN;GEN;MASC;SG	N
виявив	descubrimos	виявити	descubrir	V;PFV;MASC;IND;SG;PST;FIN	V
виявив	descuberto	виявити	descuberto	V;PFV;MASC;IND;SG;PST;FIN	V
виявив	descubriu	виявити	descubriu	V;PFV;MASC;IND;SG;PST;FIN	V
виявив	descubrín	виявити	descubrín	V;PFV;MASC;IND;SG;PST;FIN	V
працівники	traballadores	працівник	traballador	N;ANIM;NOM;MASC;PL	N
працівники	obreiros	працівник	obreiro	N;ANIM;NOM;MASC;PL	N
працівники	empregados	працівник	empregado	N;ANIM;NOM;MASC;PL	N
заняття	actividades	заняття	actividade	N;INAN;NOM;NEUT;PL	N
захворювань	enfermidades	захворювання	enfermidade	N;INAN;GEN;NEUT;PL	N
захворювань	enfermedades	захворювання	enfermedade	N;INAN;GEN;NEUT;PL	N
захворювань	doenzas	захворювання	doenza	N;INAN;GEN;NEUT;PL	N
вільна	libre	вільний	libre	ADJ;NOM;FEM;SG	ADJ
вільна	libres	вільний	libre	ADJ;NOM;FEM;SG	ADJ
георгія	xurxo	георгія	xurxo	N;ANIM;NOM;FEM;SG	N
продукція	produción	продукція	produción	N;INAN;NOM;FEM;SG	N
продукція	producción	продукція	producción	N;INAN;NOM;FEM;SG	N
продукція	produtos	продукція	produto	N;INAN;NOM;FEM;SG	N
продукція	orixe	продукція	orixe	N;INAN;NOM;FEM;SG	N
предмет	suxeito	предмет	suxeito	N;INAN;NOM;MASC;SG	N
предмет	tema	предмет	tema	N;INAN;NOM;MASC;SG	N
предмет	materia	предмет	materia	N;INAN;NOM;MASC;SG	N
відкрили	abrimos	відкрити	abrimo	V;PFV;IND;PL;PST;FIN	V
відкрили	abriu	відкрити	abriu	V;PFV;IND;PL;PST;FIN	V
потенціал	potencial	потенціал	potencial	N;INAN;NOM;MASC;SG	N
студія	estudio	студія	estudio	N;INAN;NOM;FEM;SG	N
сума	suma	сума	suma	N;INAN;NOM;FEM;SG	N
сума	cantidade	сума	cantidade	N;INAN;NOM;FEM;SG	N
правом	autoridade	право	autoridade	N;INAN;INS;MASC;SG	N
десятиліття	década	десятиліття	década	N;INAN;NOM;NEUT;SG	N
доба	anos	доба	ano	N;INAN;NOM;FEM;SG	N
доба	idade	доба	idade	N;INAN;NOM;FEM;SG	N
концепція	concepto	концепція	concepto	N;INAN;NOM;FEM;SG	N
біології	bioloxía	біологія	bioloxía	N;INAN;NOM;FEM;PL	N
звичайна	normal	звичайний	normal	ADJ;NOM;FEM;SG	ADJ
відбувалися	acontecendo	відбуватися	acontecer	V;IPFV;IND;PL;PST;FIN	V
відбувалися	acontecer	відбуватися	acontecer	V;IPFV;IND;PL;PST;FIN	V
відбувалися	ocorre	відбуватися	ocorrer	V;IPFV;IND;PL;PST;FIN	V
відбувалися	pasa	відбуватися	pasar	V;IPFV;IND;PL;PST;FIN	V
відбувалися	pasando	відбуватися	pasar	V;IPFV;IND;PL;PST;FIN	V
можливе	posible	можливий	posible	ADJ;NOM;NEUT;SG	ADJ
можливе	posíbel	можливий	posíbel	ADJ;NOM;NEUT;SG	ADJ
сильний	pesada	сильний	pesar	ADJ;NOM;MASC;SG	ADJ
сильний	pesado	сильний	pesar	ADJ;NOM;MASC;SG	ADJ
сильний	forte	сильний	forte	ADJ;NOM;MASC;SG	ADJ
сильний	intenso	сильний	intenso	ADJ;NOM;MASC;SG	ADJ
сильний	forte	сильний	forte	ADJ;NOM;MASC;SG	ADJ
сильний	fortes	сильний	forte	ADJ;NOM;MASC;SG	ADJ
виконується	correr	виконуватися	correr	V;IPFV;IND;SG;3;PRS;FIN	V
виконується	correndo	виконуватися	correr	V;IPFV;IND;SG;3;PRS;FIN	V
розробку	vías	розробка	vía	N;INAN;ACC;FEM;SG	N
розробку	desenvolvemento	розробка	desenvolvemento	N;INAN;ACC;FEM;SG	N
