der	tam	der	tam	ADV	ADV
ekspedition	odprava	ekspedition	odprava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mord	umori	mord	umor	N;INDF;NEUT;SG	N;NOM;MASC;SG
mord	umor	mord	umor	N;INDF;NEUT;SG	N;NOM;MASC;SG
mord	atentat	mord	atentat	N;INDF;NEUT;SG	N;NOM;MASC;SG
clausen	clausen	clause	clausen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
christoffer	christoffer	christof	christoffer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forhandlinger	pogajanja	forhandling	pogajanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
forhandlinger	razprave	forhandling	razprava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
forhandlinger	pogajanja	forhandling	pogajanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
kommunikation	obveščanje	kommunikation	obveščanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	komunikacija	kommunikation	komunikacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kommunikation	komuniciranje	kommunikation	komuniciranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	sporazumevanje	kommunikation	sporazumevanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	sporočanje	kommunikation	sporočanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	komuniciranje	kommunikation	komuniciranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	sporočanje	kommunikation	sporočanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kommunikation	komuniciranje	kommunikation	komuniciranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tilhængere	privrženci	tilhænger	privrženec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
tilhængere	podporniki	tilhænger	podpornik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
smukke	lepi	smukke	lep	ADJ;PL	ADJ;NOM;MASC;PL
smukke	lepe	smukke	lep	ADJ;PL	ADJ;NOM;FEM;PL
tema	temo	tema	tema	N;INDF;NEUT;SG	N;ACC;FEM;SG
tema	tema	tema	tema	N;INDF;NEUT;SG	N;NOM;FEM;SG
forkert	nepravilna	forkert	nepravilen	ADJ;INDF;SG	ADJ;NOM;FEM;SG
forkert	napačno	forkert	napačen	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
forkert	napačen	forkert	napačen	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
fase	faza	fase	faza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fase	fazo	fase	faza	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fase	faza	fase	faza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fase	oder	fase	oder	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rytter	jezdec	rytte	jezdec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rytter	jahač	rytte	jahač	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rytter	jezdec	rytte	jezdec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
normal	normalno	normal	normalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
normal	normalen	normal	normalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
normal	normalna	normal	normalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
normal	običajna	normal	običajen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
journal	journal	journal	journati	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
journal	dnevnik	journal	dnevnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
længst	najdaljši	længe	dolg	ADJ;RL	ADJ;NOM;DEF;RL;MASC;SG
længst	najdaljša	længe	dolg	ADJ;RL	ADJ;NOM;RL;FEM;SG
længst	najdaljše	længe	dolg	ADJ;RL	ADJ;NOM;RL;NEUT;SG
bevægelser	premiki	bevægelse	premik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bevægelser	gibanja	bevægelse	gibanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
bevægelser	premiki	bevægelse	premik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bevægelser	gibanja	bevægelse	gibanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
købmand	trgovec	købmand	trgovec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spilleren	igralec	spiller	igralec	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
spilleren	predvajalnik	spiller	predvajalnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
spilleren	igralca	spiller	igralec	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
vokset	zrasel	vokse	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vokset	zrastel	vokse	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vokset	zrasel	vokse	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vokset	rasel	vokse	rasti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
vokset	zrasla	vokse	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
besætning	posadka	besætning	posadka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
jødisk	judovski	jødisk	judovski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
jødisk	židovski	jødisk	židovski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
flåden	mornarica	flåd	mornarica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
flåden	ladjevje	flåd	ladjevje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
flåden	floto	flåd	flot	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
flåden	flota	flåd	flot	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
artilleri	topništvo	artilleri	topništvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
anderson	anderson	anderson	anderson	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
genstande	členi	genstand	člen	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	članki	genstand	članek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	izdelki	genstand	izdelek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	objekti	genstand	objekt	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	predmete	genstand	predmeti	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
genstande	predmeti	genstand	predmet	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	predmetov	genstand	predmet	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
genstande	postavk	genstand	postavka	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
genstande	predmeti	genstand	predmet	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
genstande	postavke	genstand	postavka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hest	konj	hest	konj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hest	konja	hest	konj	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
erstatning	nadomestilo	erstatning	nadomestiti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erstatning	odškodnina	erstatning	odškodnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	zamenjava	erstatning	zamenjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	nadomestitev	erstatning	nadomestitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	nadomeščanje	erstatning	nadomeščanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erstatning	odškodnina	erstatning	odškodnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	nadomestek	erstatning	nadomestek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
erstatning	zamenjava	erstatning	zamenjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	nadomestitev	erstatning	nadomestitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erstatning	nadomeščanje	erstatning	nadomeščanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
syntes	zdele	synes	zdeti	V;IND;PST;FIN;ACT	V;IPFV;FEM;PL;V.PTCP
sygdomme	bolezni	sygdom	bolezen	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sygdomme	bolezni	sygdom	bolezen	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
arkæologiske	arheološki	arkæologisk	arheološki	ADJ;PL	ADJ;NOM;MASC;PL
sjette	šesti	sjette	šesti	ADJ	ADJ;NOM;MASC;SG
sjette	šesta	sjette	šesti	ADJ	ADJ;NOM;FEM;SG
sjette	šesto	sjette	šesti	ADJ	ADJ;ACC;NEUT;SG
stående	stoji	stå	stati	V;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
modstander	nasprotnik	modstander	nasprotnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
munk	monk	munk	monk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
munk	menih	munk	menih	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
absolut	absolutno	absolut	absolutno	ADV	ADV
absolut	absolutno	absolut	absolutno	ADV	ADV
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forklaring	pojasnilo	forklaring	pojasniti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forklaring	obrazložitev	forklaring	obrazložitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forklaring	razlaga	forklaring	razlagati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forklaring	obrazložitev	forklaring	obrazložitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
overlevede	preživela	overleve	preživeti	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
overlevede	preživel	overleve	preživeti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
overlevede	preživeli	overleve	preživeti	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
håndboldspiller	rokometaš	håndboldspiller	rokometaš	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blod	kri	blod	kri	N;INDF;NEUT;SG	N;NOM;FEM;SG
bogstav	dopis	bogstav	dopis	N;INDF;NEUT;SG	N;NOM;MASC;SG
bogstav	črka	bogstav	črka	N;INDF;NEUT;SG	N;NOM;FEM;SG
bogstav	pismo	bogstav	pismo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
aktivt	aktivna	aktiv	aktiven	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
aktivt	aktiven	aktiv	aktiven	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
hms	hms	hms	hms	N;INDF;NEUT;SG	N;NOM;FEM;SG
akademi	akademija	akademi	akademij	N;INDF;NEUT;SG	N;NOM;FEM;SG
akademi	akademijo	akademi	akademija	N;INDF;NEUT;SG	N;ACC;FEM;SG
academy	akademija	academy	akademij	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
academy	akademijo	academy	akademija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
marine	mornarica	marine	mornarica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
marine	marinec	marine	marinec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bund	dno	bund	dno	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stillehavet	pacifik	stillehavet	pacifik	N;DEF;NEUT;SG	N;NOM;MASC;SG
detaljer	detajli	detalje	detajl	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
detaljer	podrobnosti	detalje	podrobnost	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
detaljer	podrobnosti	detalje	podrobnost	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
forgænger	predhodnik	forgænger	predhodnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tegner	nariše	tegne	nariš	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
tegner	riše	tegne	riša	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
rester	ostanki	rest	ostanek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
rester	ostanke	rest	ostanek	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
rester	ostanki	rest	ostanek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
rester	ostanki	rest	ostanek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
sjældne	redki	sjælden	redek	ADJ;PL	ADJ;NOM;MASC;PL
fanget	ujeti	fange	ujeti	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
fanget	ujel	fange	ujeti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
fanget	zajeti	fange	zajeti	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
dannelse	nastanek	dannelse	nastanek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
dannelse	formacijo	dannelse	formacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
nævner	omeni	nævne	omeniti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
nævner	omenja	nævne	omenjati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
nævner	omenil	nævne	omeniti	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP
nævner	omeni	nævne	omeniti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
undersøge	raziskati	undersøge	raziskati	V;NFIN;ACT	V;PFV;NFIN
analyse	analizo	analyse	analiza	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
analyse	analiza	analyse	analiza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
landskab	podeželje	landskab	podeželje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
landskab	pokrajina	landskab	pokrajina	N;INDF;NEUT;SG	N;NOM;FEM;SG
landskab	pokrajino	landskab	pokrajina	N;INDF;NEUT;SG	N;ACC;FEM;SG
kant	kant	kant	kant	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kant	robu	kant	rob	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
kant	rob	kant	rob	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kant	ostrino	kant	ostrina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kant	meja	kant	meja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kant	mejo	kant	meja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kant	meji	kant	meja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hvidt	bela	hvid	bel	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
trækker	vleče	trække	vleči	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
trækker	vleče	trække	vleči	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
trækker	potegne	trække	potegniti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
audi	audi	audi	audi	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udvikler	razviti	udvikel	razviti	V;IND;PRS;FIN;ACT	V;PFV;NFIN
tvang	prisilo	tvinge	prisilo	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tvang	prisilo	tvinge	prisilo	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tøj	obleka	tøj	obleka	N;INDF;NEUT;SG	N;NOM;FEM;SG
motorer	motorji	motor	motor	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
motorer	motorje	motor	motor	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
motorer	motorji	motor	motor	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
årsagen	vzrok	årsag	vzrok	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
offentligheden	javnosti	offentlighed	javnost	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
offentligheden	javnost	offentlighed	javnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
grå	siv	grå	siv	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
grå	siva	grå	siv	ADJ;INDF;SG	ADJ;NOM;FEM;SG
grå	sivo	grå	siv	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
grå	sivo	grå	siv	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
grå	siva	grå	siv	ADJ;INDF;SG	ADJ;NOM;FEM;SG
baby	otrok	baby	otrok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
baby	punčka	baby	punčka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
baby	dojenček	baby	dojenček	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leveret	dostavil	levere	dostaviti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
district	okrožje	district	okrožje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
nation	narod	nation	narod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
popularitet	priljubljenost	popularitet	priljubljenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
manuskriptforfatter	scenarist	manuskriptforfatter	scenarist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
plader	tablice	plade	tablica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
plader	krožniki	plade	krožnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
plader	plošče	plade	plošča	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
plader	zapisi	plade	zapis	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
plader	evidence	plade	evidenca	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
plader	listi	plade	list	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
nogenlunde	dokaj	nogenlunde	dokaj	ADV	ADV
nogenlunde	zmerno	nogenlunde	zmerno	ADV	ADV
marcus	marcus	marcus	marcus	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hilsen	pozdrav	hilse	pozdrav	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hilsen	pozdrav	hilse	pozdrav	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fodboldspillere	nogometaši	fodboldspiller	nogometaš	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gas	bencin	gas	bencin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gas	gas	gas	gas	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gas	plin	gas	plin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
modstandere	nasprotniki	modstander	nasprotnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
modstandere	nasprotnike	modstander	nasprotnik	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
modstandere	nasprotnikov	modstander	nasprotnik	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
temperatur	temperatura	temperatur	temperatura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
temperatur	temperaturo	temperatur	temperatura	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
offensiv	ofenzivo	offensiv	ofenziv	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
besættelse	obsedenost	besættelse	obsedenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
besættelse	obsedenosti	besættelse	obsedenost	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
besættelse	poklic	besættelse	poklic	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
serbien	srbija	serbi	srbija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
serbien	srbijo	serbi	srbeti	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
bære	nositi	bære	nositi	V;NFIN;ACT	V;IPFV;NFIN
bære	obleči	bære	obleči	V;NFIN;ACT	V;PFV;NFIN
bære	obleci	bære	obleca	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
bære	nositi	bære	nositi	V;NFIN;ACT	V;IPFV;NFIN
petersborg	petersburgu	petersborg	petersburg	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
rig	bogat	rig	bogat	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
rig	bogata	rig	bogat	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ide	ide	ide	ide	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ide	idejo	ide	ideja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
ide	ideja	ide	ideja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ide	zamisel	ide	zamisel	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
global	svetovna	global	svetoven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
global	globalni	global	globalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
global	svetovno	global	svetoven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
varianter	variante	variant	variant	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
varianter	različice	variant	različica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
varianter	različice	variant	različica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
varianter	variacije	variant	variacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
violin	violina	violin	violina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
violin	violino	violin	violina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
stigning	povečanje	stigning	povečanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stigning	zvišanje	stigning	zvišanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stigning	povišanje	stigning	povišanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opgør	obračun	opgør	obračun	N;INDF;NEUT;SG	N;NOM;MASC;SG
rækker	vrstice	række	vrstica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
rækker	vrstic	række	vrstica	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
arsenal	arsenal	arsenal	arsenati	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kejseren	car	kejser	car	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kejseren	imperator	kejser	imperator	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kejseren	cesar	kejser	cesar	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
andel	delež	andel	delež	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
horn	roga	horn	rog	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
horn	rog	horn	rog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
foregående	predhodna	foregående	predhoden	ADJ	ADJ;NOM;FEM;SG
foregående	prejšnja	foregående	prejšnji	ADJ	ADJ;NOM;FEM;SG
foregående	predhodni	foregående	predhoden	ADJ	ADJ;NOM;MASC;SG
foregående	prejšnji	foregående	prejšnji	ADJ	ADJ;NOM;MASC;SG
motoren	motorja	motor	motor	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
motoren	motor	motor	motor	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
bevare	ohrani	bevare	ohran	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
kommentarer	komentarjev	kommentar	komentar	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
kommentarer	komentarji	kommentar	komentar	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kommentarer	opombe	kommentar	opomba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kommentarer	pripombe	kommentar	pripomba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
cykelrytter	kolesar	cykelrytter	kolosar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vindere	zmagovalcev	vinder	zmagovalec	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
vindere	zmagovalci	vinder	zmagovalec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vindere	zmagovalce	vinder	zmagovalec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
vindere	prvaki	vinder	prvak	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
pres	potisni	pres	potisniti	N;INDF;NEUT;SG	N;NOM;FEM;SG
pres	pritisk	pres	pritisk	N;INDF;NEUT;SG	N;NOM;MASC;SG
pres	tlak	pres	tlak	N;INDF;NEUT;SG	N;NOM;MASC;SG
pennsylvania	pensilvaniji	pennsylvania	pensilvanija	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
tilgængelige	dostopni	tilgængelig	dostopen	ADJ;PL	ADJ;NOM;MASC;PL
skotsk	škotsko	skotsk	škotski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
skotsk	škotska	skotsk	škotski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
opdager	odkrije	opdage	odkriti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
ruten	pot	ruten	pot	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
akademiet	akademija	akademium	akademij	N;DEF;NEUT;SG	N;NOM;FEM;SG
akademiet	akademijo	akademium	akademija	N;DEF;NEUT;SG	N;ACC;FEM;SG
krydser	prečka	krydse	prečkati	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bjergene	hribi	bjerg	hrib	N;DEF;NEUT;PL	N;NOM;MASC;PL
bjergene	planine	bjerg	planina	N;DEF;NEUT;PL	N;NOM;FEM;PL
bjergene	gore	bjerg	gora	N;DEF;NEUT;PL	N;NOM;FEM;PL
erobre	osvojil	erobre	osvojiti	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP
alvorligt	resno	alvorligt	resno	ADV	ADV
alvorligt	resno	alvorligt	resno	ADV	ADV
alvorligt	hudo	alvorligt	hudo	ADV	ADV
boliger	ohišja	bolig	ohišje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
boliger	bivališča	bolig	bivališče	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
boliger	stanovanja	bolig	stanovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
tegning	risba	tegning	risba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tegning	risanje	tegning	risanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
aviser	časopisi	avis	časopis	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
lån	posojila	lån	posojilo	N;INDF;NEUT;PL	N;NOM;NEUT;PL
symfoni	simfonija	symfoni	simfonija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
reklame	oglaševanje	reklame	oglaševanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
reklame	oglas	reklame	oglas	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
centralt	centralizirano	centralt	centralizirano	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
centralt	osrednje	centralt	osrednji	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
centralt	centralno	centralt	centralno	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
centralt	centralno	centralt	centralno	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nationer	narode	nation	narode	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
nationer	narodi	nation	narod	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
nationer	narodov	nation	narod	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
