undervisningen	lesgeven	undervisning	lesgeven	N;DEF;MASC+FEM;SG	N;NEUT;SG
stage	fase	stage	fase	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
stage	toneel	stage	toneel	N;INDF;MASC+FEM;SG	N;NEUT;SG
stage	stadium	stage	stadium	N;INDF;MASC+FEM;SG	N;NEUT;SG
salling	salling	salling	salling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mistanke	verdenking	mistanke	verdenking	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mistanke	achterdocht	mistanke	achterdocht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mistanke	verdenking	mistanke	verdenking	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
digitalt	digitaal	digitalt	digitaal	ADJ;INDF;NEUT;SG	ADJ
digitalt	digitaal	digitalt	digitaal	ADJ;INDF;NEUT;SG	ADJ
paradis	paradijs	paradis	paradijs	N;INDF;NEUT;SG	N;NEUT;SG
paradis	paradise	paradis	paradise	N;INDF;NEUT;SG	N;MASC+FEM;SG
svømmer	zwemt	svømme	zwemmen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
svømmer	zwemmen	svømme	zwemmen	V;IND;PRS;FIN;ACT	V;NFIN
maine	maine	maine	maine	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
helikoptere	helikopters	helikopter	helikopter	N;INDF;MASC+FEM;PL	N;PL
helikoptere	helicopters	helikopter	helicopter	N;INDF;MASC+FEM;PL	N;PL
afgrænset	gedefinieerd	afgrænse	definiëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	omschreven	afgrænse	omschrijven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	gedefinieerde	afgrænse	definiëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	afgebakend	afgrænse	afbakenen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	afgebakende	afgrænse	afbakenen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	afgebakend	afgrænse	afbakenen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	afgebakend	afgrænse	afbakenen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afgrænset	begrensd	afgrænse	begrenzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
moderat	matige	moderat	matig	ADJ;INDF;MASC+FEM;SG	ADJ
moderat	matig	moderat	matig	ADJ;INDF;MASC+FEM;SG	ADJ
moderat	matig	moderat	matig	ADJ;INDF;MASC+FEM;SG	ADJ
brændende	verbranden	brænde	verbranden	V;PRS;V.PTCP	V;NFIN
brændende	brandend	brænde	branden	V;PRS;V.PTCP	V;V.PTCP
brændende	branden	brænde	branden	V;PRS;V.PTCP	V;NFIN
brændende	brandende	brænde	branden	V;PRS;V.PTCP	V;V.PTCP
købmænd	kooplieden	købmand	kooplied	N;INDF;MASC+FEM;PL	N;PL
købmænd	handelaren	købmand	handelaar	N;INDF;MASC+FEM;PL	N;PL
dedikeret	gewijd	dedikere	wijden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dedikeret	opgedragen	dedikere	dragen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontinent	continent	kontinent	continent	N;INDF;NEUT;SG	N;NEUT;SG
baser	honken	base	honken	N;INDF;MASC+FEM;PL	N;PL
baser	bases	base	base	N;INDF;MASC+FEM;PL	N;PL
baser	basen	base	bas	N;INDF;MASC+FEM;PL	N;PL
baser	grondslagen	base	grondslag	N;INDF;MASC+FEM;PL	N;PL
gemt	verstopt	gemme	verstoppen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gemt	verborgen	gemme	verbergen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gemt	gered	gemme	redden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gemt	bewaard	gemme	bewaren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gemt	opgeslagen	gemme	opslaan	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oplyste	verlicht	oplyse	verlichten	V;IND;PST;FIN;ACT	V;V.PTCP
oplyste	verlicht	oplyse	verlichten	V;IND;PST;FIN;ACT	V;V.PTCP
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tang	zeewier	tang	zeewier	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
opretter	creëert	oprette	creëren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
opretter	schept	oprette	scheppen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
opretter	creëren	oprette	creer	V;IND;PRS;FIN;ACT	V;NFIN
opretter	aanmaken	oprette	aanmaken	V;IND;PRS;FIN;ACT	V;NFIN
opretter	creëer	oprette	creëer	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
opretter	maken	oprette	maken	V;IND;PRS;FIN;ACT	V;NFIN
opretter	creëren	oprette	creer	V;IND;PRS;FIN;ACT	V;NFIN
midterste	middelste	midter	middel	ADJ;DEF;RL	ADJ;RL
forkerte	verkeerd	forkert	verkeerd	ADJ;PL	ADJ
forkerte	verkeerde	forkert	verkeerd	ADJ;PL	ADJ
affald	verspilling	affald	verspilling	N;INDF;NEUT;SG	N;MASC+FEM;SG
affald	afval	affald	afval	N;INDF;NEUT;SG	N;NEUT;SG
affald	afval	affald	afval	N;INDF;NEUT;SG	N;NEUT;SG
maximilian	maximiliaan	maximilian	maximiliaan	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
positioner	posities	position	positie	N;INDF;MASC+FEM;PL	N;PL
lægen	arts	læge	arts	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
lægen	doktor	læge	doktor	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
lægen	dokter	læge	dokter	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
lægen	doctor	læge	doctor	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
taktik	tactiek	taktik	tactiek	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
taktik	tactiek	taktik	tactiek	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
munden	mond	mund	mond	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
kæmpet	worstelde	kæmpe	worstelen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
kæmpet	gevochten	kæmpe	vechten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kæmpet	bevochten	kæmpe	bevechten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kæmpet	gestreden	kæmpe	strijden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
filmet	filmde	film	filmen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
filmet	gefilmd	film	filmen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
arkiveret	gearchiveerd	arkivere	archiveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
arkiveret	gearchiveerd	arkivere	archiveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
arkiveret	geklasseerd	arkivere	klasseren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
arkiveret	ingediend	arkivere	indienen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
arkiveret	gedeponeerd	arkivere	deponeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
demonstrationer	protesten	demonstration	protest	N;INDF;MASC+FEM;PL	N;PL
demonstrationer	manifestaties	demonstration	manifestatie	N;INDF;MASC+FEM;PL	N;PL
demonstrationer	demonstraties	demonstration	demonstratie	N;INDF;MASC+FEM;PL	N;PL
demonstrationer	betogingen	demonstration	betoging	N;INDF;MASC+FEM;PL	N;PL
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
footballdatabase	footballdatabase	footballdatabase	footballdatabaas	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
afviser	afgekeurde	afvise	afkeuren	V;IND;PRS;FIN;ACT	V;V.PTCP
afviser	verwerpt	afvise	verwerpen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
bemærkede	opgemerkt	bemærket	opmerken	V;IND;PST;FIN;ACT	V;V.PTCP
bemærkede	genoteerd	bemærket	noteren	V;IND;PST;FIN;ACT	V;V.PTCP
sorg	rouw	sorg	rouw	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sorg	verdriet	sorg	verdriet	N;INDF;MASC+FEM;SG	N;NEUT;SG
sorg	verdriet	sorg	verdriet	N;INDF;MASC+FEM;SG	N;NEUT;SG
sorg	droefheid	sorg	droefheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sorg	verdriet	sorg	verdriet	N;INDF;MASC+FEM;SG	N;NEUT;SG
sorg	smart	sorg	smart	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sorg	rouw	sorg	rouw	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
anseelse	reputatie	anseelse	reputatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
smed	gooide	smide	gooien	V;IND;PST;FIN;ACT	V;SG;PST;FIN
malere	schilders	male	schilder	N;INDF;MASC+FEM;PL	N;PL
absolutte	absolute	absolutte	absoluut	ADJ;PL	ADJ
aske	ash	aske	ash	N;INDF;NEUT;SG	N;MASC+FEM;SG
kardinal	kardinaal	kardinal	kardinaal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sår	wond	sår	wond	N;INDF;NEUT;SG	N;MASC+FEM;SG
sår	wonde	sår	wonde	N;INDF;NEUT;SG	N;MASC+FEM;SG
affære	affaire	affære	affaire	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kulturarv	erfenis	kulturarv	erfenis	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kulturarv	patrimonium	kulturarv	patrimonium	N;INDF;MASC+FEM;SG	N;NEUT;SG
kulturarv	erfgoed	kulturarv	erfgoed	N;INDF;MASC+FEM;SG	N;NEUT;SG
regime	regime	regime	regime	N;INDF;NEUT;SG	N;NEUT;SG
regime	regime	regime	regime	N;INDF;NEUT;SG	N;NEUT;SG
alliancen	alliance	alliance	alliance	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
alliancen	bondgenootschap	alliance	bondgenootschap	N;DEF;MASC+FEM;SG	N;NEUT;SG
alliancen	alliantie	alliance	alliantie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
identificeret	geïdentificeerde	identificere	dentificeren	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
identificeret	geïdentificeerd	identificere	dentificeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afskediget	geloosd	afskedige	loozen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afskediget	ontslagen	afskedige	ontslaan	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afskediget	verworpen	afskedige	verwerpen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afskediget	ontslagen	afskedige	ontslaan	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udfordringer	uitdagingen	udfordring	uitdaging	N;INDF;MASC+FEM;PL	N;PL
protein	eiwit	protein	eiwit	N;INDF;NEUT;SG	N;NEUT;SG
protein	proteïne	protein	proteïne	N;INDF;NEUT;SG	N;MASC+FEM;SG
netværket	netwerk	netværk	netwerk	N;DEF;NEUT;SG	N;NEUT;SG
klipper	kliffen	klippe	kliffen	N;INDF;MASC+FEM;PL	N;PL
klipper	klippen	klippe	klippen	N;INDF;MASC+FEM;PL	N;PL
klipper	rotsen	klippe	rotsen	N;INDF;MASC+FEM;PL	N;PL
klipper	rotsen	klippe	rotsen	N;INDF;MASC+FEM;PL	N;PL
klipper	stenen	klippe	steen	N;INDF;MASC+FEM;PL	N;PL
ekspansion	expansie	ekspansion	expansie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ekspansion	uitbreiding	ekspansion	uitbreiding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
genetisk	genetisch	genetisk	genetisch	ADJ;INDF;SG	ADJ
genetisk	genetische	genetisk	genetisch	ADJ;INDF;SG	ADJ
genetisk	genetisch	genetisk	genetisch	ADJ;INDF;SG	ADJ
intellektuelle	intellectuele	intellektuel	intellectueel	ADJ;PL	ADJ
intellektuelle	intellectueel	intellektuel	intellectueel	ADJ;PL	ADJ
hellig	heilig	hellig	heilig	ADJ;INDF;MASC+FEM;SG	ADJ
hellig	heilige	hellig	heilige	ADJ;INDF;MASC+FEM;SG	ADJ
tempo	pace	tempo	pace	N;INDF;NEUT;SG	N;MASC+FEM;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;NEUT;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;NEUT;SG
talsmand	woordvoerder	talsmand	woordvoerder	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
talsmand	woordvoerder	talsmand	woordvoerder	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
digtere	dichters	digter	dichter	N;INDF;MASC+FEM;PL	N;PL
udtrykt	uitgedrukt	udtrykke	uitdrukken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
terminal	terminal	terminal	terminal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
terminal	terminale	terminal	terminaal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indkomst	inkomen	indkomst	inkomen	N;INDF;MASC+FEM;SG	N;NEUT;SG
indkomst	inkomen	indkomst	inkomen	N;INDF;MASC+FEM;SG	N;NEUT;SG
björn	björn	björn	bjorn	N;INDF;NEUT;SG	N;MASC+FEM;SG
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tegneserie	komiek	tegneserie	komiek	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tegneserie	cartoon	tegneserie	cartoon	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tegneserie	tekenfilm	tegneserie	tekenfilm	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bedrifter	prestaties	bedrifter	prestatie	N;INDF;MASC+FEM;PL	N;PL
bedrifter	verwezenlijkingen	bedrifter	verwezenlijking	N;INDF;MASC+FEM;PL	N;PL
koalition	coalitie	koalition	coalitie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indstillede	geconfigureerd	indstille	configureren	V;IND;PST;FIN;ACT	V;V.PTCP
indstillede	ingesteld	indstille	instellen	V;IND;PST;FIN;ACT	V;V.PTCP
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
dynamo	dynamo	dynamo	dynamo	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
perron	perron	perron	perron	N;INDF;MASC+FEM;SG	N;NEUT;SG
perron	platform	perron	platform	N;INDF;MASC+FEM;SG	N;NEUT;SG
rikke	rikke	rikke	rik	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
blok	blokkering	blok	blokkering	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
blok	blok	blok	blok	N;INDF;MASC+FEM;SG	N;NEUT;SG
blok	block	blok	block	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indså	gerealiseerd	indså	realiseren	V;IND;PST;FIN;ACT	V;V.PTCP
indså	besefte	indså	beseffen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
indså	realiseerde	indså	realiseren	V;IND;PST;FIN;ACT	V;SG;PST;FIN
indså	besefte	indså	beseffen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
indså	gerealiseerde	indså	realiseren	V;IND;PST;FIN;ACT	V;V.PTCP
indså	gerealiseerd	indså	realiseren	V;IND;PST;FIN;ACT	V;V.PTCP
word	woord	word	woord	N;INDF;MASC+FEM;SG	N;NEUT;SG
runesten	runensteen	runesten	runensteen	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	N;MASC+FEM;SG
manuskripter	manuscripten	manuskript	manuscrip	N;INDF;NEUT;PL	N;PL
manuskripter	handschriften	manuskript	handschrift	N;INDF;NEUT;PL	N;PL
pligt	duty	pligt	duty	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
pligt	plicht	pligt	plicht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
pligt	verplichting	pligt	verplichting	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
biologi	biologie	biologi	biologie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gult	gele	gult	geel	ADJ;INDF;NEUT;SG	ADJ
gult	geel	gult	geel	ADJ;INDF;NEUT;SG	ADJ
palme	palme	palme	palm	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
palme	handpalm	palme	handpalm	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
frekvens	frequentie	frekve	frequentie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
præsidenter	presidenten	præsident	president	N;INDF;MASC+FEM;PL	N;PL
præsidenter	voorzitters	præsident	voorzitter	N;INDF;MASC+FEM;PL	N;PL
monumenter	monumenten	monument	monument	N;INDF;NEUT;PL	N;PL
patienten	patiënt	patient	patiënt	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
patienten	patient	patient	patienen	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
købes	kopen	købe	kopen	V;IND;PRS;NFIN;PASS	V;NFIN
købes	aangekocht	købe	aankopen	V;IND;PRS;NFIN;PASS	V;V.PTCP
købes	ingekocht	købe	inkopen	V;IND;PRS;NFIN;PASS	V;V.PTCP
købes	gekocht	købe	kopen	V;IND;PRS;NFIN;PASS	V;V.PTCP
købes	aangeschaft	købe	aanschaffen	V;IND;PRS;NFIN;PASS	V;V.PTCP
købes	gekochte	købe	kopen	V;IND;PRS;NFIN;PASS	V;V.PTCP
købes	gekocht	købe	kopen	V;IND;PRS;NFIN;PASS	V;V.PTCP
genoptog	hervat	genoptog	hervatten	V;IND;PST;FIN;ACT	V;V.PTCP
forbeholdt	voorbehouden	forbeholde	voorbehouden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forbeholdt	gereserveerde	forbeholde	reserveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forbeholdt	gereserveerd	forbeholde	reserveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indvandring	immigratie	indvandring	immigratie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indvandring	immigratiedienst	indvandring	immigratiedienst	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indvandring	migratie	indvandring	migratie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
derby	derby	derby	derby	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
helte	helden	helt	helden	N;INDF;MASC+FEM;PL	N;PL
spores	getraceerd	spore	traceren	V;NFIN;PASS	V;V.PTCP
mønt	munt	mønt	munt	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
step	step	step	step	N;INDF;NEUT;SG	N;MASC+FEM;SG
step	stap	step	stap	N;INDF;NEUT;SG	N;MASC+FEM;SG
step	stapje	step	stap	N;INDF;NEUT;SG	N;NEUT;SG
forhandle	onderhandelen	forhandle	onderhandelen	V;NFIN;ACT	V;NFIN
forhandle	onderhandelen	forhandle	onderhandelen	V;NFIN;ACT	V;NFIN
seværdigheder	attracties	seværdighed	attractie	N;INDF;MASC+FEM;PL	N;PL
seværdigheder	bezienswaardigheden	seværdighed	bezienswaardigheid	N;INDF;MASC+FEM;PL	N;PL
indeholdende	bevatten	indeholde	bevatten	V;PRS;V.PTCP	V;NFIN
indeholdende	bevattende	indeholde	bevatten	V;PRS;V.PTCP	V;V.PTCP
parterne	partijen	part	partij	N;DEF;MASC+FEM;PL	N;PL
parterne	feestjes	part	feest	N;DEF;MASC+FEM;PL	N;PL
underkategorier	subcategorieën	underkategorium	subcategorieën	N;INDF;MASC+FEM;PL	N;PL
tyk	dikke	tyk	dik	ADJ;INDF;MASC+FEM;SG	ADJ
tyk	dik	tyk	dik	ADJ;INDF;MASC+FEM;SG	ADJ
genoptaget	hervat	genoptage	hervatten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
påvirkede	beïnvloed	påvirke	beïnvloeden	V;PL;PST;V.PTCP	V;V.PTCP
påvirkede	getroffen	påvirke	treffen	V;PL;PST;V.PTCP	V;V.PTCP
påvirkede	beïnvloed	påvirke	beïnvloeden	V;PL;PST;V.PTCP	V;V.PTCP
fejde	vete	fejde	vete	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
marstrand	marstrand	marstrand	marstrand	N;INDF;NEUT;SG	N;MASC+FEM;SG
bachelor	bachelor	bachelor	bachelor	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bachelor	vrijgezel	bachelor	vrijgezel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
grafik	kunstwerk	grafik	kunstwerk	N;INDF;MASC+FEM;SG	N;NEUT;SG
forældet	verouderd	forælde	verouderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	achterhaald	forælde	achterhalen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	afgekeurd	forælde	afkeuren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	verouderd	forælde	verouderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	achterhaald	forælde	achterhalen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	verouderde	forælde	verouderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	verouderd	forælde	verouderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	achterhaald	forælde	achterhalen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forældet	verouderde	forælde	verouderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
fantasi	verbeelding	fantasi	verbeelding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fantasi	verbeeldingskracht	fantasi	verbeeldingskracht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fantasi	fantasie	fantasi	fantasie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fantasi	fantasy	fantasi	fantasy	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fantasi	fantasie	fantasi	fantasie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	N;NEUT;SG
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	N;NEUT;SG
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	N;NEUT;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
farvel	dag	farvel	dag	N;INDF;NEUT;SG	N;MASC+FEM;SG
farvel	afscheid	farvel	afscheid	N;INDF;NEUT;SG	N;NEUT;SG
specialiserede	gespecialiseerd	specialisere	gespecialiseerd	V;PL;PST;V.PTCP	V;V.PTCP
specialiserede	gespecialiseerd	specialisere	gespecialiseerd	V;PL;PST;V.PTCP	V;V.PTCP
isle	isle	isle	isle	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
homoseksuelle	homoseksuele	homoseksuel	homoseksueel	ADJ;PL	ADJ
gennemgået	beoordeeld	gennemgå	beoordelen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gennemgået	herzien	gennemgå	herzien	V;INDF;SG;PST;V.PTCP	V;V.PTCP
aluminium	aluminium	aluminium	aluminium	N;INDF;NEUT;SG	N;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;INDF;NEUT;SG	N;NEUT;SG
ukrainsk	oekraïens	ukrainsk	oekraïen	ADJ;INDF;SG	ADJ
ukrainsk	oekraïense	ukrainsk	oekraïens	ADJ;INDF;SG	ADJ
kollega	collega	kollega	collega	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kollega	collega	kollega	collega	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udbygning	expansie	udbygning	expansie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udbygning	uitbreiding	udbygning	uitbreiding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
lokaliteter	sites	lokalitet	sites	N;INDF;MASC+FEM;PL	N;PL
lokaliteter	locaties	lokalitet	locatie	N;INDF;MASC+FEM;PL	N;PL
usikker	onveilig	usikker	onveilig	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onveilige	usikker	onveilig	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onzekere	usikker	onzeker	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onzeker	usikker	onzeker	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onveilig	usikker	onveilig	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onzeker	usikker	onzeker	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onzekere	usikker	onzeker	ADJ;INDF;MASC+FEM;SG	ADJ
usikker	onzeker	usikker	onzeker	ADJ;INDF;MASC+FEM;SG	ADJ
videoer	filmpjes	video	filmp	N;INDF;NEUT;PL	N;PL
videoer	videos	video	videos	N;INDF;NEUT;PL	N;PL
tungere	zwaarder	tung	zwaarder	ADJ;CMPR	ADJ;CMPR
tungere	zwaardere	tung	zwaarder	ADJ;CMPR	ADJ;CMPR
reagerer	reageert	reagere	reageren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
reagerer	reageert	reagere	reageren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
reagerer	reageer	reagere	reageren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
reagerer	reageren	reagere	reageren	V;IND;PRS;FIN;ACT	V;NFIN
bordet	tafel	bord	tafel	N;DEF;NEUT;SG	N;MASC+FEM;SG
bordet	tafeltje	bord	tafel	N;DEF;NEUT;SG	N;NEUT;SG
bordet	tabel	bord	tabel	N;DEF;NEUT;SG	N;MASC+FEM;SG
uddrag	fragment	uddrag	fragment	N;INDF;NEUT;SG	N;NEUT;SG
uddrag	uittreksel	uddrag	uittreksel	N;INDF;NEUT;SG	N;NEUT;SG
uddrag	extract	uddrag	extract	N;INDF;NEUT;SG	N;NEUT;SG
uddrag	uittreksel	uddrag	uittreksel	N;INDF;NEUT;SG	N;NEUT;SG
rimelig	eerlijke	rimelig	eerlijk	ADJ;INDF;MASC+FEM;SG	ADJ
rimelig	redelijk	rimelig	redelijk	ADJ;INDF;MASC+FEM;SG	ADJ
rimelig	fair	rimelig	fair	ADJ;INDF;MASC+FEM;SG	ADJ
rimelig	eerlijk	rimelig	eerlijk	ADJ;INDF;MASC+FEM;SG	ADJ
rimelig	redelijke	rimelig	redelijk	ADJ;INDF;MASC+FEM;SG	ADJ
rimelig	redelijk	rimelig	redelijk	ADJ;INDF;MASC+FEM;SG	ADJ
tilstande	modi	tilstand	modi	N;INDF;MASC+FEM;PL	N;PL
ødelæggelse	verwoesting	ødelæggelse	verwoesting	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	vernietiging	ødelæggelse	vernietiging	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	ravage	ødelæggelse	ravage	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	verwoesting	ødelæggelse	verwoesting	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	vernietiging	ødelæggelse	vernietiging	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	destructie	ødelæggelse	destructie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ødelæggelse	vernieling	ødelæggelse	vernieling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
