van	frå	van	frå	ADP	ADP
bay	bay	bay	bay	N;MASC+FEM;SG	N;INDF;FEM;SG
diploma	vitnemål	diploma	vitnemål	N;NEUT;SG	N;INDF;NEUT;SG
diploma	diplom	diploma	diplom	N;NEUT;SG	N;INDF;NEUT;SG
eva	eva	eva	eva	N;MASC+FEM;SG	N;INDF;FEM;SG
eva	eva	eva	eva	N;MASC+FEM;SG	N;INDF;FEM;SG
eva	eve	eva	eve	N;MASC+FEM;SG	N;INDF;NEUT;SG
felix	felix	felix	felix	N;MASC+FEM;SG	N;INDF;MASC;SG
vocht	fuktighet	vocht	fuktighet	N;NEUT;SG	N;INDF;MASC;SG
organiseren	organisere	organiseren	organisere	V;NFIN	V;NFIN
organiseren	organisere	organiseren	organisere	V;NFIN	V;NFIN
organiseren	organiserer	organiseren	organisere	V;NFIN	V;IND;PRS;FIN
organiseren	organisere	organiseren	organisere	V;NFIN	V;NFIN
organiseren	organisere	organiseren	organisere	V;NFIN	V;NFIN
kevers	biller	kever	bille	N;PL	N;INDF;FEM;PL
mevrouw	madam	mevrouw	madam	N;MASC+FEM;SG	N;INDF;MASC;SG
mevrouw	frue	mevrouw	fru	N;MASC+FEM;SG	N;INDF;FEM;SG
mevrouw	madame	mevrouw	madam	N;MASC+FEM;SG	N;INDF;MASC;SG
mevrouw	fru	mevrouw	fru	N;MASC+FEM;SG	N;INDF;FEM;SG
mevrouw	mrs	mevrouw	mrs	N;MASC+FEM;SG	N;INDF;MASC;SG
behoefte	need	behoefte	need	N;MASC+FEM;SG	N
behoefte	behov	behoefte	behov	N;MASC+FEM;SG	N;INDF;NEUT;SG
inleiding	innføring	inleiding	innføring	N;MASC+FEM;SG	N;INDF;FEM;SG
inleiding	presentasjon	inleiding	presentasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
inleiding	innledning	inleiding	innledning	N;MASC+FEM;SG	N;INDF;FEM;SG
inleiding	introduksjon	inleiding	introduksjon	N;MASC+FEM;SG	N;INDF;MASC;SG
willy	willy	willy	willy	N;MASC+FEM;SG	N;INDF;MASC;SG
willy	willie	willy	willie	N;MASC+FEM;SG	N;INDF;MASC;SG
dertien	tretten	dertien	trett	NUM	NUM;PL
helder	klart	helder	klar	ADJ	ADJ;INDF;NEUT;SG
helder	lyse	helder	lyse	ADJ	ADJ;PL
hoofdzakelijk	hovedsaklig	hoofdzakelijk	hovedsaklig	ADJ	ADJ;INDF;NEUT;SG
hoofdzakelijk	primært	hoofdzakelijk	primær	ADJ	ADJ;INDF;NEUT;SG
hoofdzakelijk	overveiende	hoofdzakelijk	overveiende	ADJ	ADJ;INDF;SG
klimaat	klima	klimaat	klima	N;NEUT;SG	N;INDF;NEUT;SG
gekocht	kjøpte	kopen	kjøpe	V;V.PTCP	V;IND;PST;FIN
droge	tørt	droog	tørr	ADJ	ADJ;INDF;NEUT;SG
droge	tørr	droog	tørr	ADJ	ADJ;INDF;SG
knooppunt	node	knooppunt	node	N;NEUT;SG	N;INDF;MASC;SG
knooppunt	noden	knooppunt	node	N;NEUT;SG	N;INDF;MASC;SG
amateur	amatør	amateur	amatør	N;MASC+FEM;SG	N;INDF;MASC;SG
dokter	doktor	dokter	doktor	N;MASC+FEM;SG	N;INDF;FEM;SG
dokter	doktoren	dokter	doktor	N;MASC+FEM;SG	N;DEF;MASC;SG
dokter	lege	dokter	lege	N;MASC+FEM;SG	N;INDF;MASC;SG
dokter	doctor	dokter	doctor	N;MASC+FEM;SG	N
tante	tante	tante	tant	N;MASC+FEM;SG	N;INDF;FEM;SG
tante	tanta	tante	tante	N;MASC+FEM;SG	N;DEF;FEM;SG
tante	tante	tante	tant	N;MASC+FEM;SG	N;INDF;FEM;SG
waard	verdt	waard	verd	ADJ	ADJ;INDF;NEUT;SG
waard	verdige	waard	verdig	ADJ	ADJ;PL
waard	verdig	waard	verdig	ADJ	ADJ;INDF;NEUT;SG
formatie	formasjon	formatie	formasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
presentator	programleder	presentator	programlede	N;MASC+FEM;SG	N;INDF;MASC;SG
presentator	foredragsholder	presentator	foredragsholde	N;MASC+FEM;SG	N;INDF;NEUT;SG
vijand	fiende	vijand	fiende	N;MASC+FEM;SG	N;INDF;MASC;SG
vijand	fiende	vijand	fiende	N;MASC+FEM;SG	N;INDF;MASC;SG
erkenning	anerkjennelse	erkenning	anerkjennelse	N;MASC+FEM;SG	N;INDF;MASC;SG
erkenning	erkjennelse	erkenning	erkjennels	N;MASC+FEM;SG	N;INDF;FEM;SG
philips	philips	philips	philips	N;MASC+FEM;SG	N;INDF;MASC;SG
philips	phillips	philips	phillips	N;MASC+FEM;SG	N;INDF;MASC;SG
mythologie	mytologi	mythologie	mytologi	N;MASC+FEM;SG	N;INDF;MASC;SG
historicus	historiker	historicus	historike	N;MASC+FEM;SG	N;INDF;FEM;SG
feest	parti	feest	parti	N;NEUT;SG	N;INDF;NEUT;SG
feest	fest	feest	fest	N;NEUT;SG	N;INDF;MASC;SG
feest	feste	feest	feste	N;NEUT;SG	N;INDF;NEUT;SG
feest	party	feest	party	N;NEUT;SG	N;INDF;NEUT;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC+FEM;SG	N;INDF;MASC;SG
bruno	bruno	bruno	bruno	N;MASC+FEM;SG	N;INDF;MASC;SG
beschrijven	beskriver	beschrijven	beskrive	V;NFIN	V;IND;PRS;FIN
beschrijven	beskrive	beschrijven	beskrive	V;NFIN	V;NFIN
beschrijven	beskriv	beschrijven	beskriv	V;NFIN	V;IND;PRS;FIN
beschrijven	beskriver	beschrijven	beskrive	V;NFIN	V;IND;PRS;FIN
inzet	veddemål	inzet	veddemål	N;MASC+FEM;SG	N;INDF;NEUT;SG
inzet	sats	inzet	sats	N;MASC+FEM;SG	N;INDF;MASC;SG
inzet	satset	inzet	sats	N;MASC+FEM;SG	N;INDF;NEUT;SG
imagesize	imagesize	imagesize	imagesive	N;MASC+FEM;SG	N;INDF;MASC;SG
fabricius	fabricius	fabricius	fabricius	N;MASC+FEM;SG	N;INDF;MASC;SG
set	angitt	set	angitt	N;MASC+FEM;SG	N;INDF;MASC;SG
rapport	rapporter	rapport	rapport	N;NEUT;SG	N;INDF;NEUT;SG
rapport	rapport	rapport	rapport	N;NEUT;SG	N;INDF;MASC;SG
geleidelijk	gradvis	geleidelijk	gradvis	ADJ	ADJ;INDF;NEUT;SG
geleidelijk	gradvis	geleidelijk	gradvis	ADJ	ADJ;INDF;NEUT;SG
benjamin	benjamin	benjamin	benjamin	N;MASC+FEM;SG	N;INDF;MASC;SG
orthodoxe	ortodoks	orthodox	ortodoks	ADJ	ADJ;INDF;SG
muren	murer	muur	mure	N;PL	N;INDF;FEM;PL
muren	vegger	muur	vegg	N;PL	N;INDF;MASC;PL
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC+FEM;SG	N;INDF;MASC;SG
voorjaar	våren	voorjaar	vår	N;NEUT;SG	N;DEF;MASC;SG
dennis	dennis	dennis	dennis	N;MASC+FEM;SG	N;INDF;MASC;SG
reguliere	regulært	regulier	regulær	ADJ	ADJ;INDF;NEUT;SG
reguliere	regelmessige	regulier	regelmessig	ADJ	ADJ;PL
reguliere	vanlig	regulier	vanlig	ADJ	ADJ;INDF;NEUT;SG
billy	billy	billy	billy	N;MASC+FEM;SG	N;INDF;NEUT;SG
smaak	smak	smaak	smak	N;MASC+FEM;SG	N;INDF;MASC;SG
smaak	smakebit	smaak	smakebit	N;MASC+FEM;SG	N;INDF;MASC;SG
aanduiding	indikasjon	aanduiding	indikasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
aanduiding	betegnelse	aanduiding	betegnelse	N;MASC+FEM;SG	N;INDF;MASC;SG
regionaal	regionalt	regionaal	regional	ADJ	ADJ;INDF;NEUT;SG
regionaal	regionale	regionaal	regional	ADJ	ADJ;PL
object	objektet	object	objekt	N;NEUT;SG	N;DEF;NEUT;SG
object	objekt	object	objekt	N;NEUT;SG	N;INDF;NEUT;SG
object	gjenstand	object	gjenstand	N;NEUT;SG	N;INDF;MASC;SG
object	object	object	object	N;NEUT;SG	N
islam	islam	islam	islam	N;MASC+FEM;SG	N
queen	dronningen	queen	dronning	N;MASC+FEM;SG	N;DEF;MASC;SG
queen	queen	queen	que	N;MASC+FEM;SG	N;DEF;MASC;SG
queen	dronning	queen	dronning	N;MASC+FEM;SG	N;INDF;FEM;SG
butler	butler	butler	butle	N;MASC+FEM;SG	N;INDF;MASC;SG
butler	hovmester	butler	hovmester	N;MASC+FEM;SG	N;INDF;MASC;SG
bemanning	crew	bemanning	crew	N;MASC+FEM;SG	N
bemanning	besetning	bemanning	besetning	N;MASC+FEM;SG	N;INDF;FEM;SG
bemanning	mannskap	bemanning	mannskap	N;MASC+FEM;SG	N;INDF;NEUT;SG
dateformat	dateformat	dateformat	dateformat	N;MASC+FEM;SG	N;INDF;MASC;SG
anderlecht	anderlecht	anderlecht	anderlecht	N;NEUT;SG	N;INDF;MASC;SG
procedure	prosedyre	procedure	prosedyre	N;MASC+FEM;SG	N;INDF;MASC;SG
procedure	prosedyren	procedure	prosedyr	N;MASC+FEM;SG	N;DEF;MASC;SG
handelen	handle	handelen	handle	V;NFIN	V;NFIN
partner	partner	partner	partner	N;MASC+FEM;SG	N;INDF;MASC;SG
partner	partneren	partner	partner	N;MASC+FEM;SG	N;DEF;MASC;SG
partner	kompanjong	partner	kompanjong	N;MASC+FEM;SG	N;INDF;MASC;SG
fox	fox	fox	fox	N;MASC+FEM;SG	N
challenge	utfordring	challeng	utfordring	N;MASC+FEM;SG	N;INDF;FEM;SG
industriële	industrielle	industreel	industriell	ADJ	ADJ;PL
julius	julius	julius	julius	N;MASC+FEM;SG	N;INDF;MASC;SG
jeroen	jeroen	jeroen	jero	N;MASC+FEM;SG	N;DEF;MASC;SG
poten	beina	poten	bein	N;PL	N;DEF;NEUT;PL
poten	labber	poten	labbe	N;PL	N;INDF;FEM;PL
poten	labbene	poten	labbe	N;PL	N;DEF;FEM;PL
charlotte	charlotte	charlotte	charlotte	N;MASC+FEM;SG	N;INDF;MASC;SG
nova	nova	nova	nove	N;MASC+FEM;SG	N
alice	alice	alice	alice	N;MASC+FEM;SG	N
jonathan	jonatan	jonathan	jonatan	N;MASC+FEM;SG	N;INDF;MASC;SG
jonathan	jonathan	jonathan	jonathan	N;MASC+FEM;SG	N;INDF;MASC;SG
maat	make	maat	make	N;MASC+FEM;SG	N;INDF;MASC;SG
maat	kompis	maat	kompis	N;MASC+FEM;SG	N;INDF;MASC;SG
maat	størrelse	maat	størrelse	N;MASC+FEM;SG	N;INDF;MASC;SG
maat	størrelsen	maat	størrelse	N;MASC+FEM;SG	N;DEF;MASC;SG
sánchez	sánchez	sánchez	sánchez	N;MASC+FEM;SG	N
jury	jury	jury	jury	N;MASC+FEM;SG	N;INDF;MASC;SG
jury	juryen	jury	jury	N;MASC+FEM;SG	N;DEF;MASC;SG
echtgenoot	ektefelle	echtgenoot	ektefell	N;MASC+FEM;SG	N;INDF;MASC;SG
echtgenoot	ektemann	echtgenoot	ektemann	N;MASC+FEM;SG	N;INDF;MASC;SG
weduwe	enke	weduwe	enke	N;MASC+FEM;SG	N;INDF;FEM;SG
weduwe	enkemann	weduwe	enkemann	N;MASC+FEM;SG	N;INDF;MASC;SG
weduwe	enke	weduwe	enke	N;MASC+FEM;SG	N;INDF;FEM;SG
weduwe	enken	weduwe	enken	N;MASC+FEM;SG	N;INDF;MASC;SG
stroom	bekk	stroom	bekk	N;MASC+FEM;SG	N;INDF;MASC;SG
stroom	bekken	stroom	bekk	N;MASC+FEM;SG	N;DEF;MASC;SG
stroom	strøm	stroom	strøm	N;MASC+FEM;SG	N;INDF;MASC;SG
bewijzen	bevise	bewijzen	bevise	V;NFIN	V;NFIN
bewijzen	bevise	bewijzen	bevise	V;NFIN	V;NFIN
roy	roy	roy	roy	N;MASC+FEM;SG	N;INDF;MASC;SG
stefan	stefan	stefan	stefan	N;MASC+FEM;SG	N;INDF;MASC;SG
federatie	føderasjonen	federatie	føderasjon	N;MASC+FEM;SG	N;DEF;MASC;SG
federatie	federation	federatie	federation	N;MASC+FEM;SG	N;INDF;MASC;SG
federatie	føderasjon	federatie	føderasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
alternatief	alternativ	alternatief	alternativ	N;NEUT;SG	N;INDF;NEUT;SG
getrokken	trakk	trekken	trekkje	V;V.PTCP	V;IND;PST;FIN
donald	donald	donald	donald	N;MASC+FEM;SG	N;INDF;MASC;SG
verbindingen	tilknytninger	verbinding	tilknytning	N;PL	N;INDF;FEM;PL
verbindingen	tilkoblinger	verbinding	tilkoblinger	N;PL	N;INDF;FEM;PL
helpt	assisterer	helpen	assistere	V;SG;PRS;FIN	V;IND;PRS;FIN
helpt	hjelper	helpen	hjelpe	V;SG;PRS;FIN	V;IND;PRS;FIN
liberaal	liberale	liberaal	liberal	ADJ	ADJ;PL
liberaal	liberal	liberaal	liberal	ADJ	ADJ;INDF;SG
verdienste	merit	verdienste	merit	N;MASC+FEM;SG	N;INDF;SG
carter	carter	carter	cart	N;MASC+FEM;SG	N;INDF;MASC;SG
spellen	kamper	spellen	kamp	N;PL	N;INDF;FEM;PL
controleren	sjekke	controleren	sjekke	V;NFIN	V;NFIN
controleren	sjekk	controleren	sjekk	V;NFIN	V;IMP;FIN
veroveren	erobre	veroveren	erober	V;NFIN	V;NFIN
deutsche	deutsche	deutsch	deutsche	N;MASC+FEM;SG	N
light	lys	light	lys	N;MASC+FEM;SG	N;INDF;NEUT;SG
stade	stade	stade	stade	N;MASC+FEM;SG	N;INDF;MASC;SG
predikant	predikant	predikant	predikant	N;MASC+FEM;SG	N;INDF;MASC;SG
predikant	pastor	predikant	pastor	N;MASC+FEM;SG	N;INDF;MASC;SG
tekeningen	tegningene	tekening	tegning	N;PL	N;DEF;FEM;PL
tekeningen	tegninger	tekening	tegning	N;PL	N;INDF;FEM;PL
grant	grant	grant	grant	N;MASC+FEM;SG	N;INDF;MASC;SG
opkomst	oppmøte	opkomst	oppmøte	N;MASC+FEM;SG	N;INDF;NEUT;SG
opkomst	oppmøte	opkomst	oppmøte	N;MASC+FEM;SG	N;INDF;NEUT;SG
oppervlak	overflate	oppervlak	overflate	N;NEUT;SG	N;INDF;FEM;SG
oppervlak	overflaten	oppervlak	overflate	N;NEUT;SG	N;DEF;MASC;SG
traditioneel	tradisjonelt	traditioneel	tradisjonell	ADJ	ADJ;INDF;NEUT;SG
traditioneel	tradisjonelle	traditioneel	tradisjonell	ADJ	ADJ;PL
traditioneel	tradisjonell	traditioneel	tradisjonell	ADJ	ADJ;INDF;SG
traditioneel	tradisjonelt	traditioneel	tradisjonell	ADJ	ADJ;INDF;NEUT;SG
richtlijn	direktiv	richtlijn	direktiv	N;MASC+FEM;SG	N;INDF;MASC;SG
talrijke	mangfoldige	talrijk	mangfoldig	ADJ	ADJ;PL
herstellen	gjenopprette	herstellen	gjenopprette	V;NFIN	V;NFIN
herstellen	gjenopprette	herstellen	gjenopprette	V;NFIN	V;NFIN
herstellen	restaurerer	herstellen	restaurere	V;NFIN	V;IND;PRS;FIN
kolonie	koloni	kolonie	koloni	N;MASC+FEM;SG	N;INDF;MASC;SG
kolonie	kolonien	kolonie	koloni	N;MASC+FEM;SG	N;DEF;MASC;SG
lastig	vanskelige	lastig	vanskelig	ADJ	ADJ;PL
lastig	vanskelig	lastig	vanskelig	ADJ	ADJ;INDF;NEUT;SG
veilig	trygt	veilig	trygg	ADJ	ADJ;INDF;NEUT;SG
veilig	trygge	veilig	trygg	ADJ	ADJ;PL
veilig	trygg	veilig	trygg	ADJ	ADJ;INDF;SG
veilig	sikker	veilig	sikker	ADJ	ADJ;INDF;SG
omgezet	konverterte	omzetten	konvertere	V;V.PTCP	V;IND;PST;FIN
onderneming	firma	onderneming	firme	N;MASC+FEM;SG	N;INDF;NEUT;SG
onderneming	selskap	onderneming	selskap	N;MASC+FEM;SG	N;INDF;NEUT;SG
onderneming	kompani	onderneming	kompani	N;MASC+FEM;SG	N;INDF;NEUT;SG
onderneming	bedrift	onderneming	bedrift	N;MASC+FEM;SG	N;INDF;FEM;SG
onderneming	enterprise	onderneming	enterprise	N;MASC+FEM;SG	N;INDF;FEM;SG
toekomstige	fremtidig	toekomstig	fremtidig	ADJ	ADJ;INDF;NEUT;SG
bach	bach	bach	bach	N;MASC+FEM;SG	N;INDF;MASC;SG
patiënten	pasientene	patiënt	pasient	N;PL	N;DEF;MASC;PL
arbeid	arbeid	arbeid	arbeid	N;MASC+FEM;SG	N;INDF;NEUT;SG
arbeid	jobb	arbeid	jobb	N;MASC+FEM;SG	N;INDF;MASC;SG
arbeid	labour	arbeid	labour	N;MASC+FEM;SG	N;INDF;MASC;SG
arbeid	arbeidskraft	arbeid	arbeidskraft	N;MASC+FEM;SG	N;INDF;FEM;SG
demografische	demografiske	demografisch	demografisk	ADJ	ADJ;PL
demografische	demografisk	demografisch	demografisk	ADJ	ADJ;INDF;NEUT;SG
bridge	bro	brieg	bro	N;MASC+FEM;SG	N;INDF;MASC;SG
klok	klokke	klok	klokke	N;MASC+FEM;SG	N;INDF;FEM;SG
sky	himmel	sky	himmel	N;MASC+FEM;SG	N;INDF;MASC;SG
sky	sky	sky	sky	N;MASC+FEM;SG	N;INDF;FEM;SG
sky	himmelen	sky	himmel	N;MASC+FEM;SG	N;DEF;MASC;SG
major	majoren	major	major	N;MASC+FEM;SG	N;DEF;MASC;SG
major	major	major	major	N;MASC+FEM;SG	N;INDF;MASC;SG
major	dur	major	dur	N;MASC+FEM;SG	N;INDF;MASC;SG
duizend	tusen	duizend	tusen	NUM	NUM;PL
kranten	aviser	krant	avis	N;PL	N;INDF;FEM;PL
est	est	est	est	N;MASC+FEM;SG	N
bel	ringe	bellen	ringe	V;SG;PRS;FIN	V;IMP;NFIN
lyon	lyon	lyon	lyon	N;MASC+FEM;SG	N;INDF;NEUT;SG
lyon	lyons	lyon	lyons	N;MASC+FEM;SG	N;INDF;MASC;SG
vrouwtje	hunkjønn	vrouwtje	hunkjønn	N;NEUT;SG	N;INDF;NEUT;SG
vrouwtje	hunn	vrouwtje	hunn	N;NEUT;SG	N;INDF;MASC;SG
vrouwtje	kvinne	vrouwtje	kvinne	N;NEUT;SG	N;INDF;FEM;SG
vrouwtje	female	vrouwtje	female	N;NEUT;SG	N;INDF;MASC;SG
vrouwtje	kvinnelig	vrouwtje	kvinnelig	N;NEUT;SG	N;INDF;MASC;SG
populatie	befolkningen	populatie	befolkning	N;MASC+FEM;SG	N;DEF;MASC;SG
populatie	befolkning	populatie	befolkning	N;MASC+FEM;SG	N;INDF;FEM;SG
opmerkingen	bemerkninger	opmerking	bemerkning	N;PL	N;INDF;FEM;PL
opmerkingen	observasjoner	opmerking	observasjon	N;PL	N;INDF;MASC;PL
opmerkingen	kommentarar	opmerking	kommentar	N;PL	N;INDF;MASC;PL
opmerkingen	kommentarer	opmerking	kommentar	N;PL	N;INDF;FEM;PL
starten	begynne	starten	begynne	V;NFIN	V;NFIN
starten	starte	starten	starte	V;NFIN	V;NFIN
wolfgang	wolfgang	wolfgang	wolfgang	N;MASC+FEM;SG	N;INDF;MASC;SG
crisis	krise	crisis	krise	N;MASC+FEM;SG	N;INDF;FEM;SG
spits	spiret	spits	spir	N;MASC+FEM;SG	N;DEF;NEUT;SG
spits	striker	spits	strike	N;MASC+FEM;SG	N;INDF;FEM;SG
khan	khan	khan	khan	N;MASC+FEM;SG	N
khan	khanen	khan	khan	N;MASC+FEM;SG	N;DEF;MASC;SG
afrikaans	afrikanske	afrikaans	afrikansk	ADJ	ADJ;PL
afrikaans	afrikansk	afrikaans	afrikansk	ADJ	ADJ;INDF;SG
cbs	cbs	cbs	cbs	N;NEUT;SG	N
marokko	marokko	marokko	marokko	N;NEUT;SG	N;INDF;MASC;SG
constant	konstant	constant	konstant	ADJ	ADJ;INDF;NEUT;SG
fernando	fernando	fernando	fernando	N;MASC+FEM;SG	N;INDF;MASC;SG
spinnen	edderkopper	spin	edderkoppe	N;PL	N;INDF;FEM;PL
uitzending	sending	uitzending	sending	N;MASC+FEM;SG	N;INDF;FEM;SG
uitzending	sendingen	uitzending	sending	N;MASC+FEM;SG	N;DEF;MASC;SG
uitzending	kringkasting	uitzending	kringkasting	N;MASC+FEM;SG	N;INDF;FEM;SG
uitzending	kringkasting	uitzending	kringkasting	N;MASC+FEM;SG	N;INDF;FEM;SG
keizerrijk	empire	keizerrijk	empire	N;NEUT;SG	N;INDF;MASC;SG
keizerrijk	imperiet	keizerrijk	imperium	N;NEUT;SG	N;DEF;NEUT;SG
keizerrijk	keiserdømmet	keizerrijk	keiserdøm	N;NEUT;SG	N;DEF;NEUT;SG
keizerrijk	imperium	keizerrijk	imperium	N;NEUT;SG	N;INDF;NEUT;SG
catharina	katherine	catharina	katherine	N;MASC+FEM;SG	N;INDF;MASC;SG
catharina	catherine	catharina	catherin	N;MASC+FEM;SG	N;INDF;MASC;SG
catharina	katarina	catharina	katarin	N;MASC+FEM;SG	N;INDF;FEM;SG
mandaat	mandat	mandaat	mandat	N;NEUT;SG	N;INDF;NEUT;SG
jakob	jakob	jakob	jakob	N;MASC+FEM;SG	N;INDF;MASC;SG
jakob	jacob	jakob	jacob	N;MASC+FEM;SG	N;INDF;MASC;SG
jakob	jakob	jakob	jakob	N;MASC+FEM;SG	N;INDF;MASC;SG
poëzie	poesi	poëzie	poesi	N;MASC+FEM;SG	N;INDF;MASC;SG
leeg	tomme	leeg	tom	ADJ	ADJ;PL
leeg	tom	leeg	tom	ADJ	ADJ;INDF;SG
leeg	blankt	leeg	blank	ADJ	ADJ;INDF;NEUT;SG
leeg	blank	leeg	blank	ADJ	ADJ;INDF;SG
achternaam	etternavn	achternaam	etternavn	N;MASC+FEM;SG	N;INDF;NEUT;SG
chef	chef	chef	chef	N;MASC+FEM;SG	N;INDF;SG
chef	kjøkkensjef	chef	kjøkkensjef	N;MASC+FEM;SG	N;INDF;MASC;SG
chef	kokk	chef	kokk	N;MASC+FEM;SG	N;INDF;MASC;SG
chef	kokken	chef	kokk	N;MASC+FEM;SG	N;INDF;MASC;SG
chef	høvding	chef	høvding	N;MASC+FEM;SG	N;INDF;FEM;SG
html	html	html	html	N;MASC+FEM;SG	N;INDF;NEUT;SG
schedel	skallen	schedel	skalle	N;MASC+FEM;SG	N;DEF;MASC;SG
schedel	hodeskalle	schedel	hodeskall	N;MASC+FEM;SG	N;INDF;MASC;SG
schedel	skull	schedel	skull	N;MASC+FEM;SG	N;INDF;MASC;SG
schedel	skalle	schedel	skalle	N;MASC+FEM;SG	N;INDF;NEUT;SG
ensemble	ensemble	ensemble	ensemble	N;NEUT;SG	N;INDF;NEUT;SG
vrouwelijk	feminine	vrouwelijk	feminin	ADJ	ADJ;PL
vrouwelijk	kvinnelige	vrouwelijk	kvinnelig	ADJ	ADJ;PL
ingenieur	ingeniør	ingenieur	ingeniør	N;MASC+FEM;SG	N;INDF;MASC;SG
dagblad	avispapir	dagblad	avispapir	N;NEUT;SG	N;INDF;MASC;SG
dagblad	avis	dagblad	avis	N;NEUT;SG	N;INDF;FEM;SG
magazine	ukeblad	magazine	ukeblad	N;NEUT;SG	N;INDF;NEUT;SG
magazine	blad	magazine	blad	N;NEUT;SG	N;INDF;NEUT;SG
magazine	magasin	magazine	magasin	N;NEUT;SG	N;INDF;NEUT;SG
michiel	mikael	michiel	mikael	N;MASC+FEM;SG	N;INDF;MASC;SG
michiel	michael	michiel	michael	N;MASC+FEM;SG	N;INDF;MASC;SG
michiel	michiel	michiel	michiel	N;MASC+FEM;SG	N;INDF;MASC;SG
commercieel	kommersielt	commercieel	kommersiel	ADJ	ADJ;INDF;NEUT;SG
commercieel	kommersiell	commercieel	kommersiell	ADJ	ADJ;INDF;SG
gevechten	kamper	gevecht	kamp	N;PL	N;INDF;FEM;PL
gevechten	slagene	gevecht	slag	N;PL	N;DEF;FEM;PL
gevechten	kamper	gevecht	kamp	N;PL	N;INDF;FEM;PL
gezondheid	helse	gezondheid	helse	N;MASC+FEM;SG	N;INDF;FEM;SG
bussen	bussene	bus	busse	N;PL	N;DEF;FEM;PL
aandelen	delinger	aandeel	delinger	N;PL	N;INDF;FEM;PL
aandelen	andeler	aandeel	andel	N;PL	N;INDF;FEM;PL
aandelen	deler	aandeel	del	N;PL	N;INDF;MASC;PL
verdedigen	forsvare	verdedigen	forsvare	V;NFIN	V;NFIN
verdedigen	forsvare	verdedigen	forsvare	V;NFIN	V;NFIN
verdedigen	forsvarer	verdedigen	forsvare	V;NFIN	V;IND;PRS;FIN
microsoft	microsoft	microsoft	microsoft	N;MASC+FEM;SG	N;INDF;NEUT;SG
pad	padde	pad	pa	N;NEUT;SG	N;INDF;MASC;SG
pad	padda	pad	padde	N;NEUT;SG	N;DEF;FEM;SG
pad	sti	pad	sti	N;NEUT;SG	N;INDF;MASC;SG
conflicten	konflikter	conflict	konflikter	N;PL	N;INDF;FEM;PL
nederzetting	bosetning	nederzetting	bosetning	N;MASC+FEM;SG	N;INDF;FEM;SG
muzikant	musiker	muzikant	musiker	N;MASC+FEM;SG	N;INDF;MASC;SG
monte	monte	monte	monte	N;MASC+FEM;SG	N;INDF;MASC;SG
dal	dal	dal	dal	N;NEUT;SG	N;INDF;MASC;SG
flora	flora	flora	flor	N;MASC+FEM;SG	N;INDF;MASC;SG
verkiezing	valget	verkiezing	valg	N;MASC+FEM;SG	N;DEF;NEUT;SG
verkiezing	valg	verkiezing	valg	N;MASC+FEM;SG	N;INDF;NEUT;SG
mannetje	hann	mannetje	hinne	N;NEUT;SG	N;INDF;MASC;SG
oliver	oliver	oliver	oliver	N;MASC+FEM;SG	N;INDF;MASC;SG
deventer	deventer	deventer	deventer	N;NEUT;SG	N;INDF;MASC;SG
sarah	sarah	sarah	sarah	N;MASC+FEM;SG	N;INDF;FEM;SG
división	división	división	división	N;MASC+FEM;SG	N;INDF;MASC;SG
gezelschap	firma	gezelschap	firme	N;NEUT;SG	N;INDF;NEUT;SG
gezelschap	selskap	gezelschap	selskap	N;NEUT;SG	N;INDF;NEUT;SG
gezelschap	kompani	gezelschap	kompani	N;NEUT;SG	N;INDF;NEUT;SG
gezelschap	bedrift	gezelschap	bedrift	N;NEUT;SG	N;INDF;FEM;SG
klarinet	klarinett	klarinet	klarinett	N;MASC+FEM;SG	N;INDF;MASC;SG
pga	pga	pga	pge	N;MASC+FEM;SG	N;INDF;MASC;SG
geneeskunde	medisin	geneeskunde	medisin	N;MASC+FEM;SG	N;INDF;MASC;SG
martins	martins	martin	martins	N;MASC+FEM;SG	N;INDF;MASC;SG
mohammed	mohammad	mohammed	mohammad	N;MASC+FEM;SG	N;INDF;MASC;SG
mohammed	muhammad	mohammed	muhammad	N;MASC+FEM;SG	N;INDF;MASC;SG
mohammed	muhammed	mohammed	muhammed	N;MASC+FEM;SG	N;INDF;MASC;SG
mohammed	mohammed	mohammed	mohammed	N;MASC+FEM;SG	N;INDF;MASC;SG
activiteit	aktivitet	activiteit	aktivitet	N;MASC+FEM;SG	N;INDF;MASC;SG
account	kontoen	accounen	konto	N;NEUT;SG	N;DEF;MASC;SG
account	konto	accounen	konto	N;NEUT;SG	N;INDF;MASC;SG
account	brukerkonto	accounen	brukerkonto	N;NEUT;SG	N;INDF;NEUT;SG
sopraan	soprano	sopraan	soprano	N;MASC+FEM;SG	N;INDF;MASC;SG
caroline	caroline	caroline	carolin	N;MASC+FEM;SG	N;INDF;MASC;SG
ross	ross	ross	ross	N;MASC+FEM;SG	N;INDF;MASC;SG
bourgondië	burgund	bourgondië	burgund	N;MASC+FEM;SG	N;INDF;MASC;SG
