ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
cross	십자가	cross	십자가	N;MASC;SG	N
escolher	선택하기	escolher	선택+하+기	V;NFIN	V
datas	데이트	data	데이트	N;FEM;PL	N
youtube	유튜브	youtube	유튜브	N;MASC;SG	N
youtube	유투브	youtube	유투브	N;MASC;SG	N
value	가치	value	가치	N;MASC;SG	N
dor	통증	dor	통증	N;FEM;SG	N
dor	통증이	dor	통증+이	N;FEM;SG	N
dor	고통	dor	고통	N;FEM;SG	N
duplo	듀얼	duplo	듀+얼	N;MASC;SG	N
negócio	업체	negócio	업체	N;MASC;SG	N
negócio	사업	negócio	사업	N;MASC;SG	N
convite	초청	convite	초청	N;MASC;SG	N
corridas	인종	corrida	인종	N;FEM;PL	N
frio	감기	frio	감기	N;MASC;SG	N
frio	추위	frio	추위	N;MASC;SG	N
inauguração	취임식	inauguração	취임식	N;FEM;SG	N
inauguração	오프닝	inauguração	오프닝	N;FEM;SG	N
inauguração	개봉	inauguração	개봉	N;FEM;SG	N
aranha	거미	aranhar	거미	N;FEM;SG	N
anel	반지	anel	반지	N;MASC;SG	N
anel	소환	anel	소환	N;MASC;SG	N
hop	힙합	hop	힙합	N;MASC;SG	N
evolution	진화	evolution	진화	N;MASC;SG	N
evolution	진화론	evolution	진화론	N;MASC;SG	N
action	행동	action	행동	N;MASC;SG	N
action	활동	action	활동	N;MASC;SG	N
action	작업	action	작업	N;MASC;SG	N
action	동작	action	동작	N;MASC;SG	N
action	액션	action	액션	N;MASC;SG	N
girls	소녀	girl	소녀	N;MASC;SG	N
girls	소녀들	girl	소녀+들	N;MASC;SG	N
girls	걸스	girl	걸스	N;MASC;SG	N
cedo	일찍	cedo	일찍	ADV	ADV
convidados	참석자	convidado	참석자	N;MASC;PL	N
convidados	손님들	convidado	손님+들	N;MASC;PL	N
convidados	참석자	convidado	참석자	N;MASC;PL	N
iniciais	초기	inicial	초기	N;MASC;PL	N
terminar	끝내기	terminar	끝내+기	V;NFIN	V
terminar	끝내기	terminar	끝내+기	V;NFIN	V
criadas	만들었습니다	criar	만들+었+습니다	V;FEM;PL;V.PTCP	V
batalhas	전투	batalha	전투	N;FEM;PL	N
quadros	프레임	quadro	프레임	N;MASC;PL	N
equilíbrio	밸런스	equilíbrio	밸런스	N;MASC;SG	N
equilíbrio	잔액	equilíbrio	잔액	N;MASC;SG	N
equilíbrio	평형	equilíbrio	평형	N;MASC;SG	N
camada	계층	camada	계층	N;FEM;SG	N
defensor	수비수	defensor	수비수	N;MASC;SG	N
director	감독	director	감독	N;MASC;SG	N
católico	가톨릭주의	católico	가톨릭주의	N;MASC;SG	N
católico	가톨릭	católico	가톨릭	N;MASC;SG	N
católicos	가톨릭주의	católico	가톨릭주의	N;MASC;PL	N
católicos	가톨릭	católico	가톨릭	N;MASC;PL	N
morre	죽는다	morrer	죽+는다	V;IND;SG;3;PRS;FIN	V
limpeza	청소	limpeza	청소	N;FEM;SG	N
limpeza	클리닝	limpeza	클리닝	N;FEM;SG	N
partículas	입자	partícula	입자	N;FEM;PL	N
tribos	부족	tribo	부족	N;MASC;PL	N
basquete	농구	basquete	농구	N;MASC;SG	N
hipótese	가설	hipótese	가설	N;FEM;SG	N
democrata	민주당	democrata	민주당	N;MASC;SG	N
indústrias	업종	indústria	업종	N;FEM;PL	N
indústrias	산업	indústria	산업	N;FEM;PL	N
fator	인자	fator	인자	N;MASC;SG	N
fator	요인	fator	요인	N;MASC;SG	N
santuário	신사	santuário	신사	N;MASC;SG	N
planejamento	플래닝	planejamento	플래닝	N;MASC;SG	N
planejamento	계획	planejamento	계획	N;MASC;SG	N
planejamento	기획	planejamento	기획	N;MASC;SG	N
gray	회색	gray	회색	N;MASC;SG	N
impressão	인쇄	impressão	인쇄	N;FEM;SG	N
impressão	노출	impressão	노출	N;FEM;SG	N
impressão	인쇄	impressão	인쇄	N;FEM;SG	N
impressão	프린터	impressão	프린터	N;FEM;SG	N
bloqueios	차단	bloqueio	차단	N;MASC;PL	N
confusão	혼란	confusão	혼란	N;FEM;SG	N
confusão	혼돈	confusão	혼돈	N;FEM;SG	N
ligada	연결됨	ligar	연결+되+ㄴ	V;FEM;SG;V.PTCP	V
ligada	연결됨	ligar	연결+되+ㄴ	V;FEM;SG;V.PTCP	V
dimensão	차원	dimensão	차원	N;FEM;SG	N
tensão	긴장감	tensão	긴장감	N;FEM;SG	N
tensão	긴장	tensão	긴장	N;FEM;SG	N
tensão	전압	tensão	전압	N;FEM;SG	N
causas	원인	causa	원인	N;FEM;PL	N
cordas	로프	corda	로프	N;FEM;PL	N
cordas	밧줄	corda	밧줄	N;FEM;PL	N
cordas	문자열	corda	문자열	N;FEM;PL	N
implantação	배포	implantação	배포	N;FEM;SG	N
when	언제쯤	when	언제+쯤	N;MASC;SG	N
receberam	받았습니다	receber	받+았+습니다	V;IND;PL;3;FIN	V
receberam	받은	receber	받+ㄴ	V;IND;PL;3;FIN	V
desafio	도전	desafio	도전	N;MASC;SG	N
aço	강철	aço	강철	N;MASC;SG	N
aço	스틸	aço	스틸	N;MASC;SG	N
morais	도덕	moral	도덕	N;MASC;PL	N
vencedores	우승자	vencedor	우승자	N;MASC;PL	N
vencedores	수상자	vencedor	수상자	N;MASC;PL	N
vencedores	승자	vencedor	승자	N;MASC;PL	N
concertos	연주회	concerto	연주회	N;MASC;PL	N
concertos	콘서트	concerto	콘서트	N;MASC;PL	N
concertos	연주회	concerto	연주회	N;MASC;PL	N
concertos	콘서트	concerto	콘서트	N;MASC;PL	N
pontuação	득점	pontuação	득점	N;FEM;SG	N
pontuação	점수	pontuação	점수	N;FEM;SG	N
pontuação	득점	pontuação	득점	N;FEM;SG	N
pontuação	점수	pontuação	점수	N;FEM;SG	N
pontuação	득점	pontuação	득점	N;FEM;SG	N
pesca	낚시	pesca	낚시	N;FEM;SG	N
cópia	복사	cópia	복사	N;FEM;SG	N
cópia	복사본	cópia	복사본	N;FEM;SG	N
cópia	사본	cópia	사본	N;FEM;SG	N
cópia	복사	cópia	복사	N;FEM;SG	N
produtora	제작자	produtor	제작자	N;FEM;SG	N
wild	야생	wild	야생	N;MASC;SG	N
memórias	추억	memória	추억	N;FEM;PL	N
joana	조앤	joana	조앤	N;FEM;SG	N
adversário	상대	adversário	상대	N;MASC;SG	N
adversário	상대성	adversário	상대성	N;MASC;SG	N
margarida	데이지	margarida	데이지	N;FEM;SG	N
estátua	동상	estátua	동상	N;FEM;SG	N
estátua	조각상	estátua	조각상	N;FEM;SG	N
fire	화재	fire	화재	N;MASC;SG	N
fire	불화	fire	불화	N;MASC;SG	N
placa	접시	placa	접시	N;FEM;SG	N
jornalismo	저널리즘	jornalismo	저널리즘	N;MASC;SG	N
mau	나쁜	mau	나쁘+ㄴ	ADJ;MASC;SG	ADJ
mau	나쁘다	mau	나쁘+다	ADJ;MASC;SG	ADJ
basicamente	기본적으로	basicamente	기본+적+으로	ADV	ADV
recuperação	복구	recuperação	복구	N;FEM;SG	N
recuperação	회복	recuperação	회복	N;FEM;SG	N
variações	변수	variação	변수	N;FEM;PL	N
gabinete	사무소	gabinete	사무소	N;MASC;SG	N
gabinete	사무실	gabinete	사무실	N;MASC;SG	N
gabinete	내각	gabinete	내각	N;MASC;SG	N
votações	득표	votação	득표	N;FEM;PL	N
votações	투표	votação	투표	N;FEM;PL	N
votações	투표	votação	투표	N;FEM;PL	N
seca	건조	seca	건조	N;FEM;SG	N
seca	가뭄	seca	가물	N;FEM;SG	N
seca	건조	seca	건조	N;FEM;SG	N
pacientes	환자	paciente	환자	N;MASC;PL	N
pacientes	환자들	paciente	환자+들	N;MASC;PL	N
pacientes	환자	paciente	환자	N;MASC;PL	N
sintomas	증상	sintoma	증상	N;FEM;PL	N
sintomas	증세	sintoma	증세	N;FEM;PL	N
sintomas	증상	sintoma	증상	N;FEM;PL	N
sintomas	증세	sintoma	증세	N;FEM;PL	N
mangá	만화	mangar	만화	N;MASC;SG	N
mangá	만화가	mangar	만화+가	N;MASC;SG	N
perspectiva	관점	perspectiva	관점	N;FEM;SG	N
marcha	행진	marcha	행진	N;FEM;SG	N
composições	작곡	composição	작곡	N;FEM;PL	N
boys	소년	boy	소년	N;MASC;SG	N
boys	소년들	boy	소년+들	N;MASC;SG	N
boys	보이즈	boy	보이즈	N;MASC;SG	N
exercício	운동	exercício	운동	N;MASC;SG	N
navegação	탐색	navegação	탐색	N;FEM;SG	N
navegação	브라우징	navegação	브라우징	N;FEM;SG	N
culturas	농작물이	cultura	농작물+이	N;FEM;PL	N
culturas	농작물	cultura	농작물	N;FEM;PL	N
culturas	곡물	cultura	곡물	N;FEM;PL	N
culturas	문화	cultura	문화	N;FEM;PL	N
citar	따옴표	citar	따옴표	V;NFIN	V
manual	수동	manual	수동	N;MASC;SG	N
manual	설명서	manual	설명서	N;MASC;SG	N
manual	매뉴얼	manual	매뉴얼	N;MASC;SG	N
progresso	진행	progresso	진행	N;MASC;SG	N
combustível	연료	combustível	연료	N;MASC;SG	N
mecanismo	메커니즘	mecanismo	메커니즘	N;MASC;SG	N
evidências	증거	evidência	증거	N;FEM;PL	N
norma	규범	norma	규범	N;FEM;SG	N
norma	노름	norma	노름	N;FEM;SG	N
profundidade	농도	profundidade	농도	N;FEM;SG	N
substituição	교체	substituição	교체	N;FEM;SG	N
substituição	교체	substituição	교체	N;FEM;SG	N
substituição	교체	substituição	교체	N;FEM;SG	N
nobreza	귀족	nobreza	귀족	N;FEM;SG	N
cadeira	의자	cadeira	의자	N;FEM;SG	N
come	먹기	comer	먹+기	V;IND;SG;3;PRS;FIN	V
explica	설명해	explicar	설명+하+어	V;IND;SG;3;PRS;FIN	V
explica	설명하기	explicar	설명+하+기	V;IND;SG;3;PRS;FIN	V
lesão	부상	lesão	부상	N;FEM;SG	N
combinação	조합	combinação	조합	N;FEM;SG	N
vegetação	식물	vegetação	식물	N;FEM;SG	N
monarquia	군주제	monarquia	군주제	N;FEM;SG	N
monarquia	군주	monarquia	군주	N;FEM;SG	N
perseguição	추구	perseguição	추구	N;FEM;SG	N
perseguição	추적	perseguição	추적	N;FEM;SG	N
perseguição	박해	perseguição	박해	N;FEM;SG	N
channel	채널	channel	채널	N;MASC;SG	N
asas	날개	asa	날개	N;FEM;PL	N
comunicações	커뮤니케이션	comunicação	커뮤니케이션	N;FEM;PL	N
comunicações	통신	comunicação	통신	N;FEM;PL	N
almirante	제독	almirante	제독	N;MASC;SG	N
escritora	작가	escritor	작가	N;FEM;SG	N
limitada	제한된	limitar	제한+되+ㄴ	V;FEM;SG;V.PTCP	V
zagueiro	수비수	zagueiro	수비수	N;MASC;SG	N
equação	방정식	equação	방정식	N;FEM;SG	N
identificação	증명	identificação	증명	N;FEM;SG	N
identificação	식별	identificação	식별	N;FEM;SG	N
identificação	신분증	identificação	신분증	N;FEM;SG	N
ligados	연결됨	ligar	연결+되+ㄴ	V;MASC;PL;V.PTCP	V
ligados	연결됨	ligar	연결+되+ㄴ	V;MASC;PL;V.PTCP	V
memorial	기념비	memorial	기념비	N;MASC;SG	N
memorial	기념관	memorial	기념관	N;MASC;SG	N
varia	다양함	variar	다양+하+ㅁ	V;IND;SG;3;PRS;FIN	V
enviar	보내기	enviar	보내+기	V;NFIN	V
enviar	제출합니다	enviar	제출+하+ㅂ니다	V;NFIN	V
enviar	보내기	enviar	보내+기	V;NFIN	V
carbono	탄소	carbono	탄소	N;MASC;SG	N
virgem	처녀자리	virgem	처녀+자리	N;FEM;SG	N
ocidentais	서양	ocidental	서양	N;MASC;PL	N
olimpíadas	올림픽	olimpíar	올림픽	N;FEM;PL	N
indígena	토착	indígena	토착	N;FEM;SG	N
bomba	펌프	bomba	펌프	N;FEM;SG	N
bomba	폭탄	bomba	폭탄	N;FEM;SG	N
companhias	회사	companhia	회사	N;FEM;PL	N
publicadas	출판됨	publicar	출판+되+ㄴ	V;FEM;PL;V.PTCP	V
escritório	사무소	escritório	사무소	N;MASC;SG	N
escritório	사무실	escritório	사무실	N;MASC;SG	N
magia	마술	magia	마술	N;FEM;SG	N
magia	마법	magia	마법	N;FEM;SG	N
actividade	활동	actividade	활동	N;FEM;SG	N
alimentação	음식	alimentação	음식	N;FEM;SG	N
alimentação	식량	alimentação	식량	N;FEM;SG	N
alimentação	식품	alimentação	식품	N;FEM;SG	N
alimentação	영양	alimentação	영양	N;FEM;SG	N
postal	엽서	postal	엽서	N;MASC;SG	N
postal	우편	postal	우편	N;MASC;SG	N
quebra	휴식	quebra	휴식	N;FEM;SG	N
financeira	재무	financeiro	재무	N;FEM;SG	N
financeira	금융	financeiro	금융	N;FEM;SG	N
place	장소	place	장소	N;MASC;SG	N
segredo	비밀	segredo	비밀	N;MASC;SG	N
segredo	비밀	segredo	비밀	N;MASC;SG	N
decidir	결정하기	decidir	결정+하+기	V;NFIN	V
fuga	누출	fuga	누출	N;FEM;SG	N
fuga	탈출	fuga	탈출	N;FEM;SG	N
finalidade	목적	finalidade	목적	N;FEM;SG	N
garoto	소년	garoto	소년	N;MASC;SG	N
garoto	남자아이	garoto	남자아+이	N;MASC;SG	N
east	동부	east	동부	N;MASC;SG	N
temperaturas	온도	temperatura	온도	N;FEM;PL	N
temperaturas	온도	temperatura	온도	N;FEM;PL	N
doutorado	박사	doutorado	박사	N;MASC;SG	N
define	정의하기	definir	정의+하+기	V;IND;SG;3;PRS;FIN	V
exposições	박람회	exposição	박람회	N;FEM;PL	N
exposições	전시회	exposição	전시회	N;FEM;PL	N
exposições	전시회	exposição	전시회	N;FEM;PL	N
exposições	전시관	exposição	전시관	N;FEM;PL	N
exposições	박람회	exposição	박람회	N;FEM;PL	N
exposições	전시회	exposição	전시회	N;FEM;PL	N
deserto	사막	deserto	사막	N;MASC;SG	N
aéreo	공중	aéreo	공중	N;MASC;SG	N
aéreo	항공기	aéreo	항공기	N;MASC;SG	N
tênis	테니스	tênis	테니스	N;MASC;SG	N
soma	합계	soma	합계	N;FEM;SG	N
pastor	목사	pastor	목사	N;MASC;SG	N
aviação	항공	aviação	항공	N;FEM;SG	N
mestrado	마스터즈	mestrado	마스터즈	N;MASC;SG	N
mestrado	마스터스	mestrado	마스터스	N;MASC;SG	N
escreve	쓰기	escrever	쓰+기	V;IND;SG;3;PRS;FIN	V
escreve	글쓰기	escrever	글쓰기	V;IND;SG;3;PRS;FIN	V
escreve	쓰기	escrever	쓰+기	V;IND;SG;3;PRS;FIN	V
patente	특허	patente	특허	N;FEM;SG	N
patente	계급	patente	계급	N;FEM;SG	N
patente	순위	patente	순위	N;FEM;SG	N
reformas	개혁개방	reforma	개혁+개방	N;FEM;PL	N
reformas	개혁	reforma	개혁	N;FEM;PL	N
reformas	개혁개방	reforma	개혁+개방	N;FEM;PL	N
reformas	개혁	reforma	개혁	N;FEM;PL	N
parcialmente	부분적으로	parcialmente	부분+적+으로	ADV	ADV
parcialmente	부분적으로	parcialmente	부분+적+으로	ADV	ADV
batman	배트맨	batman	배트맨	N;MASC;SG	N
presos	죄수	preso	죄수	N;MASC;PL	N
presos	체포	preso	체포	N;MASC;PL	N
torneios	토너먼트	torneio	토너먼트	N;MASC;PL	N
torneios	토너먼트	torneio	토너먼트	N;MASC;PL	N
torneios	대회	torneio	대회	N;MASC;PL	N
libertação	출시	libertação	출시	N;FEM;SG	N
libertação	발매	libertação	발매	N;FEM;SG	N
libertação	릴리스	libertação	릴리스	N;FEM;SG	N
libertação	개봉	libertação	개봉	N;FEM;SG	N
libertação	해방	libertação	해방	N;FEM;SG	N
atribuído	할당된	atribuir	할당+되+ㄴ	V;MASC;SG;V.PTCP	V
inspiração	영감	inspiração	영감	N;FEM;SG	N
inspiração	영감을	inspiração	영감+을	N;FEM;SG	N
uniforme	유니폼	uniforme	유니히	N;MASC;SG	N
type	종류	type	종류	N;MASC;SG	N
type	유형	type	유형	N;MASC;SG	N
concílio	협의회	concílio	협의회	N;MASC;SG	N
concílio	평의회	concílio	평의회	N;MASC;SG	N
abuso	학대	abuso	학대	N;MASC;SG	N
abuso	남용	abuso	남용	N;MASC;SG	N
abuso	악용	abuso	악용	N;MASC;SG	N
marketing	마케팅	marketing	마케팅	N;MASC;SG	N
ouvir	듣기	ouvir	듣+기	V;NFIN	V
ouvir	듣기	ouvir	듣+기	V;NFIN	V
perigo	위험	perigo	위험	N;MASC;SG	N
constantemente	끊임없이	constantemente	끊임없이	ADV	ADV
constantemente	지속적으로	constantemente	지속+적+으로	ADV	ADV
prorrogação	확장	prorrogação	확장	N;FEM;SG	N
prorrogação	연장	prorrogação	연장	N;FEM;SG	N
prorrogação	확장자	prorrogação	확장자	N;FEM;SG	N
prorrogação	확대	prorrogação	확대	N;FEM;SG	N
cuidado	케어	cuidado	케+어	N;MASC;SG	N
lutador	전투기	lutador	전투기	N;MASC;SG	N
paralelo	평행	paralelo	평행	N;MASC;SG	N
paralelo	병렬	paralelo	병렬	N;MASC;SG	N
equipamento	장비	equipamento	장비	N;MASC;SG	N
visitantes	방문자	visitante	방문자	N;PL	N
visitantes	방문객	visitante	방문객	N;PL	N
visitantes	방문자	visitante	방문자	N;PL	N
visitantes	방문객	visitante	방문객	N;PL	N
certamente	확실히	certamente	확실+히	ADV	ADV
certamente	확실히	certamente	확실+히	ADV	ADV
prémios	수상	prémio	수상	N;MASC;PL	N
incluído	포함됨	incluir	포함+되+ㄴ	V;MASC;SG;V.PTCP	V
humanas	인간	humano	인간	N;FEM;PL	N
humanas	인체	humano	인체	N;FEM;PL	N
eletrônicos	일렉트로닉스	eletrônico	일렉트로닉스	N;MASC;PL	N
eletrônicos	전자제품	eletrônico	전자제품	N;MASC;PL	N
eletrônicos	전자공학	eletrônico	전자공학	N;MASC;PL	N
eletrônicos	전자	eletrônico	전자	N;MASC;PL	N
cientista	과학자	cientista	과학자	N;MASC;SG	N
leia	읽기	ler	읽+기	V;SBJV;SG;3;PRS;FIN	V
leia	읽는다	ler	읽+는다	V;SBJV;SG;3;PRS;FIN	V
leia	읽고	ler	읽+고	V;SBJV;SG;3;PRS;FIN	V
justamente	정확히	justamente	정확+히	ADV	ADV
soluções	해결책	solução	해결책	N;FEM;PL	N
soluções	솔루션	solução	솔루션	N;FEM;PL	N
vapor	증기	vapor	증기	N;MASC;SG	N
vapor	증기	vapor	증기	N;MASC;SG	N
vapor	증기	vapor	증기	N;MASC;SG	N
album	앨범	album	앨범	N;MASC;SG	N
album	음반	album	음반	N;MASC;SG	N
pagamento	송금	pagamento	송금	N;MASC;SG	N
pagamento	결제	pagamento	결제	N;MASC;SG	N
cabelo	머리카락	cabelo	머리카락	N;MASC;SG	N
cabelo	머리	cabelo	머리	N;MASC;SG	N
cabelo	머리카락이	cabelo	머리카락+이	N;MASC;SG	N
tecnologias	기술	tecnologia	기술	N;FEM;PL	N
encerramento	폐쇄	encerramento	폐쇄	N;MASC;SG	N
encerramento	종료	encerramento	종료	N;MASC;SG	N
encerramento	폐쇄	encerramento	폐쇄	N;MASC;SG	N
idiomas	언어	idiomo	언어	N;MASC;PL	N
ruínas	폐허	ruína	폐허	N;FEM;PL	N
vencedora	우승자	vencedor	우승자	N;FEM;SG	N
vencedora	승자	vencedor	승자	N;FEM;SG	N
aloe	알로에	aloe	알로에	N;MASC;SG	N
instalado	설치됨	instalar	설치+되+ㄴ	V;MASC;SG;V.PTCP	V
coro	합창	coro	합창	N;MASC;SG	N
grammy	그래미상	grammy	그래미상	N;MASC;SG	N
mortes	죽음	morte	죽음	N;FEM;PL	N
publicidade	광고	publicidade	광고	N;FEM;SG	N
publicidade	광고	publicidade	광고	N;FEM;SG	N
coletânea	컴필레이션	coletânea	컴필레이션	N;FEM;SG	N
platina	백금	platina	백금	N;FEM;SG	N
ducado	공국	ducado	공국	N;MASC;SG	N
retrato	초상화	retrato	초상화	N;MASC;SG	N
retrato	인물	retrato	인물	N;MASC;SG	N
dispositivo	기기	dispositivo	기기	N;MASC;SG	N
dispositivo	단말기	dispositivo	단말기	N;MASC;SG	N
dispositivo	장치	dispositivo	장치	N;MASC;SG	N
presidentes	회장	presidente	회장	N;MASC;PL	N
presidentes	대통령	presidente	대통령	N;MASC;PL	N
iniciar	시작하기	iniciar	시작+하+기	V;NFIN	V
player	재생기	player	재생기	N;MASC;SG	N
player	선수	player	선수	N;MASC;SG	N
incêndio	화재	incêndio	화재	N;MASC;SG	N
incêndio	불화	incêndio	불화	N;MASC;SG	N
essencialmente	본질적으로	essencialmente	본질+적+으로	ADV	ADV
cidadão	시민	cidadão	시민	N;MASC;SG	N
vendidos	팔렸다	vender	팔리+었+다	V;MASC;PL;V.PTCP	V
caro	비싼	caro	비싸+ㄴ	ADJ;MASC;SG	ADJ
raios	지옥	raio	지옥	N;MASC;PL	N
reality	현실	reality	현실	N;MASC;SG	N
percurso	노선	percurso	노선	N;MASC;SG	N
tradicionalmente	전통적으로	tradicionalmente	전통+적+으로	ADV	ADV
religiões	종교	religião	종교	N;FEM;PL	N
religiões	종교	religião	종교	N;FEM;PL	N
legislatura	입법부	legislatura	입법부	N;FEM;SG	N
bispos	주교	bispo	주교	N;MASC;PL	N
falha	실패	falha	실패	N;FEM;SG	N
falha	단층	falha	단층	N;FEM;SG	N
falha	결함	falha	결함	N;FEM;SG	N
falha	실패	falha	실패	N;FEM;SG	N
falha	실패	falha	실패	N;FEM;SG	N
gráfico	차트	gráfico	차트	N;MASC;SG	N
iniciado	시작되었습니다	iniciar	시작+되+었+습니다	V;MASC;SG;V.PTCP	V
iniciado	시작했습니다	iniciar	시작+하+었+습니다	V;MASC;SG;V.PTCP	V
iniciado	시작됨	iniciar	시작+되+ㄴ	V;MASC;SG;V.PTCP	V
master	마스터스	master	마스터스	N;MASC;SG	N
paraíso	하늘	paraíso	하늘	N;MASC;SG	N
responder	응답하라	responder	응답+하+라	V;NFIN	V
responder	대답해	responder	대답+하+어	V;NFIN	V
madonna	성모	madonna	성모	N;FEM;SG	N
colonização	식민지화	colonização	식민지화	N;FEM;SG	N
muçulmanos	무슬림	muçulmano	무슬림	N;MASC;PL	N
muçulmanos	이슬람교	muçulmano	이슬람교	N;MASC;PL	N
muçulmanos	무슬림	muçulmano	무슬림	N;MASC;PL	N
cirurgia	수술	cirurgia	수술	N;FEM;SG	N
cirurgia	외과	cirurgia	외+과	N;FEM;SG	N
proporção	비율	proporção	비율	N;FEM;SG	N
proporção	비율	proporção	비율	N;FEM;SG	N
exame	시험	exame	시험	N;MASC;SG	N
exame	검사	exame	검사	N;MASC;SG	N
exame	시험	exame	시험	N;MASC;SG	N
lost	분실	lost	분실	N;MASC;SG	N
personalidades	성격	personalidade	성격	N;FEM;PL	N
fantasia	의상	fantasia	의상	N;FEM;SG	N
ensaios	테스트	ensaio	테스트	N;MASC;PL	N
ensaios	재판	ensaio	재판	N;MASC;PL	N
ensaios	테스트	ensaio	테스트	N;MASC;PL	N
ensaios	검사	ensaio	검사	N;MASC;PL	N
ensaios	시험	ensaio	시험	N;MASC;PL	N
modos	모드	modo	모드	N;MASC;PL	N
modos	예의	modo	예의	N;MASC;PL	N
fabricante	제조업체	fabricante	제조업체	N;MASC;SG	N
fabricante	제조사	fabricante	제조사	N;MASC;SG	N
exemplares	복사	exemplar	복사	N;MASC;PL	N
exemplares	복사본	exemplar	복사본	N;MASC;PL	N
exemplares	사본	exemplar	사본	N;MASC;PL	N
requisitos	요구사항	requisito	요구사항	N;MASC;PL	N
turma	학급	turma	학급	N;FEM;SG	N
turma	계급	turma	계급	N;FEM;SG	N
turma	클래스	turma	클래스	N;FEM;SG	N
turma	수업	turma	수업	N;FEM;SG	N
post	게시	post	게시	N;MASC;SG	N
post	게시물	post	게시물	N;MASC;SG	N
juntar	참여하기	juntar	참여+하+기	V;NFIN	V
juntar	가입하기	juntar	가입+하+기	V;NFIN	V
seções	섹션	seção	섹션	N;FEM;PL	N
avanço	돌파	avanço	돌파	N;MASC;SG	N
soldado	군인	soldado	군인	N;MASC;SG	N
soldado	병사	soldado	병사	N;MASC;SG	N
abordagem	접근법	abordagem	접근법	N;FEM;SG	N
