contraste	contraste	contraste	contraste	N;MASC;SG	N;MASC;SG
designer	diseñador	designer	diseñador	N;MASC;SG	N;MASC;SG
devidamente	debidamente	devidamente	debidamente	ADV	ADV
investigar	investigar	investigar	investigar	V;NFIN	V;NFIN
investigar	investiga	investigar	investigar	V;NFIN	V;IND;SG;3;PRS;FIN
investigar	investigue	investigar	investigar	V;NFIN	V;IMP;SG;3;FIN
investigar	investiguen	investigar	investigar	V;NFIN	V;IMP;PL;3;FIN
senadores	senadores	senador	senador	N;MASC;PL	N;MASC;PL
canhões	cañones	canhão	cañón	N;MASC;PL	N;MASC;PL
canhões	cañones	canhão	cañón	N;MASC;PL	N;MASC;PL
praças	cuadrados	praça	cuadrado	N;FEM;PL	N;MASC
praças	plazas	praça	plaza	N;FEM;PL	N;FEM;PL
barreiras	obstáculos	barreira	obstáculo	N;FEM;PL	N;MASC;PL
barreiras	barreras	barreira	barrera	N;FEM;PL	N;FEM;PL
voar	vuela	voar	volar	V;NFIN	V;IND;SG;3;PRS;FIN
voar	vuele	voar	voler	V;NFIN	V;IMP;SG;3;FIN
voar	volar	voar	volar	V;NFIN	V;NFIN
voar	volando	voar	volar	V;NFIN	V;V.MSDR
voar	volar	voar	volar	V;NFIN	V;NFIN
empire	imperio	empire	imperio	N;MASC;SG	N;MASC;SG
empire	empire	empire	empire	N;MASC;SG	N
doação	donativo	doação	donativo	N;FEM;SG	N;MASC;SG
doação	donación	doação	donación	N;FEM;SG	N;FEM;SG
dieta	dieta	dieta	dieta	N;FEM;SG	N;FEM;SG
dieta	dietética	dieta	dietética	N;FEM;SG	N;FEM;SG
mercury	mercury	mercury	mercury	N;MASC;SG	N;SG
mercury	mercurio	mercury	mercurio	N;MASC;SG	N;MASC;SG
ninja	ninja	ninja	ninja	N;MASC;SG	N;SG
gabriela	gabriella	gabriela	gabriella	N;FEM;SG	N;FEM;SG
gabriela	gabriela	gabriela	gabriela	N;FEM;SG	N;FEM;SG
gabriela	gabriela	gabriela	gabriela	N;FEM;SG	N;FEM;SG
match	cerilla	match	cerilla	N;MASC;SG	N;FEM;SG
match	partido	match	partido	N;MASC;SG	N;MASC;SG
match	coincidencia	match	coincidencia	N;MASC;SG	N;FEM;SG
match	match	match	match	N;MASC;SG	N;MASC;SG
governou	gobernó	governar	gobernar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
logística	logística	logístico	logística	N;FEM;SG	N;FEM;SG
logística	logística	logístico	logística	N;FEM;SG	N;FEM;SG
bósnia	bosnio	bósnia	bosnio	N;FEM;SG	N;MASC;SG
atrair	atraer	atrair	atraer	V;NFIN	V;NFIN
atrair	atraen	atrair	atraer	V;NFIN	V;IND;PL;3;PRS;FIN
atrair	atrae	atrair	atraer	V;NFIN	V;IND;SG;3;PRS;FIN
atrair	atraiga	atrair	atraigar	V;NFIN	V;IMP;SG;3;FIN
atrair	atraer	atrair	atraer	V;NFIN	V;NFIN
atrair	atrayendo	atrair	atrair	V;NFIN	V;V.MSDR
atrair	atraer	atrair	atraer	V;NFIN	V;NFIN
diplomata	diplomático	diplomata	diplomático	N;MASC;SG	N;MASC;SG
depósitos	yacimientos	depósito	yacimiento	N;MASC;PL	N;MASC;PL
depósitos	depósitos	depósito	depósito	N;MASC;PL	N;MASC;PL
ataca	ataca	atacar	atacar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
subir	subir	subir	subir	V;NFIN	V;NFIN
subir	escalar	subir	escalar	V;NFIN	V;NFIN
juventus	juventus	juventus	juventus	N;MASC;SG	N
túnel	túnel	túnel	túnel	N;MASC;SG	N;MASC;SG
túnel	tunel	túnel	tunel	N;MASC;SG	N;MASC;SG
piedade	lastima	piedade	lastimar	N;FEM;SG	N;FEM;SG
piedade	piedad	piedade	piedad	N;FEM;SG	N;FEM;SG
piedade	lástima	piedade	lástima	N;FEM;SG	N;FEM;SG
piedade	pena	piedade	pena	N;FEM;SG	N;FEM;SG
piedade	clemencia	piedade	clemencia	N;FEM;SG	N;FEM;SG
piedade	misericordia	piedade	misericordia	N;FEM;SG	N;FEM;SG
piedade	piedad	piedade	piedad	N;FEM;SG	N;FEM;SG
piedade	piedad	piedade	piedad	N;FEM;SG	N;FEM;SG
mármore	mármol	mármore	mármol	N;MASC;SG	N;MASC;SG
mortais	mortales	mortal	mortal	N;MASC;PL	N;PL
mortais	mortales	mortal	mortal	N;MASC;PL	N;PL
lituânia	lituania	lituânia	lituania	N;FEM;SG	N;FEM;SG
lituânia	lituania	lituânia	lituania	N;FEM;SG	N;FEM;SG
romântica	romántico	romântico	romántico	ADJ;FEM;SG	ADJ;MASC;SG
romântica	romántica	romântico	romántico	ADJ;FEM;SG	ADJ;FEM;SG
fazendas	ranchos	fazenda	rancho	N;FEM;PL	N;MASC;PL
fazendas	explotaciones	fazenda	explotación	N;FEM;PL	N;FEM;PL
fazendas	granjas	fazenda	granja	N;FEM;PL	N;FEM;PL
fazendas	fincas	fazenda	finca	N;FEM;PL	N;FEM;PL
terço	tercera	terço	tercero	ADJ;MASC;SG	ADJ;FEM;SG
terço	tercer	terço	tercero	ADJ;MASC;SG	ADJ;MASC;SG
terço	tercero	terço	tercero	ADJ;MASC;SG	ADJ;MASC;SG
substituto	suplente	substituto	suplente	N;MASC;SG	N;SG
substituto	sustituto	substituto	sustituto	N;MASC;SG	N;MASC;SG
substituto	sustituta	substituto	sustituta	N;MASC;SG	N;FEM;SG
substituto	reemplazo	substituto	reemplazo	N;MASC;SG	N;MASC;SG
substituto	sustitución	substituto	sustitución	N;MASC;SG	N;FEM;SG
advogados	abogados	advogado	abogado	N;MASC;PL	N;MASC;PL
advogados	juristas	advogado	jurista	N;MASC;PL	N;PL
advogados	abogados	advogado	abogado	N;MASC;PL	N;MASC;PL
palatinado	palatinado	palatinar	palatinado	N;MASC;SG	N;MASC;SG
holland	holanda	holland	holanda	N;MASC;SG	N;FEM;SG
escura	oscuro	escuro	oscuro	ADJ;FEM;SG	ADJ;MASC;SG
escura	oscura	escuro	oscuro	ADJ;FEM;SG	ADJ;FEM;SG
elena	elena	elenar	eleno	N;FEM;SG	N;FEM;SG
competência	jurisdicción	competência	jurisdicción	N;FEM;SG	N;FEM;SG
competência	competencia	competência	competencia	N;FEM;SG	N;FEM;SG
competência	competencia	competência	competencia	N;FEM;SG	N;FEM;SG
talentos	talentos	talento	talento	N;MASC;PL	N;MASC;PL
talentos	talentos	talento	talento	N;MASC;PL	N;MASC;PL
júlia	julia	júlia	julia	N;FEM;SG	N;FEM;SG
traduzir	traducir	traduzir	traducir	V;NFIN	V;NFIN
traduzir	traduciendo	traduzir	traducir	V;NFIN	V;V.MSDR
traduzir	traducir	traduzir	traducir	V;NFIN	V;NFIN
traduzir	traduzca	traduzir	traducir	V;NFIN	V;SBJV;SG;3;PRS;FIN
traduzir	traduce	traduzir	traducir	V;NFIN	V;IND;SG;3;PRS;FIN
grey	grey	grey	grey	N;MASC;SG	N
agrostis	agrostis	agrosti	agrostis	N;MASC;SG	N
noel	noel	noel	noel	N;MASC;SG	N;MASC;SG
boêmia	bohemia	boêmia	bohemio	N;FEM;SG	N;FEM;SG
boêmia	bohemia	boêmia	bohemio	N;FEM;SG	N;FEM;SG
retornando	regresando	retornar	regresar	V;V.MSDR	V;V.MSDR
retornando	regresar	retornar	regresar	V;V.MSDR	V;NFIN
cúpula	dome	cúpula	dome	N;FEM;SG	N;MASC;SG
cúpula	cúpula	cúpula	cúpula	N;FEM;SG	N;FEM;SG
cúpula	domo	cúpula	domo	N;FEM;SG	N;MASC;SG
parceiros	partners	parceiro	partner	N;MASC;PL	N;MASC;PL
parceiros	colaboradores	parceiro	colaborador	N;MASC;PL	N;MASC;PL
parceiros	socios	parceiro	socio	N;MASC;PL	N;MASC;PL
parceiros	compañeros	parceiro	compañero	N;MASC;PL	N;MASC;PL
acordos	convenios	acordo	convenio	N;MASC;PL	N;MASC;PL
acordos	acuerdos	acordo	acuerdo	N;MASC;PL	N;MASC;PL
cruzamento	travesía	cruzamento	travesía	N;MASC;SG	N;FEM;SG
cruzamento	cruce	cruzamento	cruce	N;MASC;SG	N;MASC;SG
cruzamento	intersección	cruzamento	intersección	N;MASC;SG	N;FEM;SG
cruzamento	cruce	cruzamento	cruce	N;MASC;SG	N;MASC;SG
sorocaba	sorocaba	sorocaba	sorocar	N;MASC;SG	N;FEM;SG
futebolistas	futbolistas	futebolista	futbolista	N;MASC;PL	N;PL
sono	dormilón	sono	dormilón	N;MASC;SG	N;MASC;SG
sono	sueño	sono	sueño	N;MASC;SG	N;MASC;SG
sono	sueño	sono	sueño	N;MASC;SG	N;MASC;SG
projectos	proyectos	projecto	proyecto	N;MASC;PL	N;MASC;PL
projectos	projects	projecto	project	N;MASC;PL	N
revelar	revelar	revelar	revelar	V;NFIN	V;NFIN
revelar	revela	revelar	revelar	V;NFIN	V;IND;SG;3;PRS;FIN
revelar	revelan	revelar	revelar	V;NFIN	V;IND;PL;3;PRS;FIN
sts	sts	ste	st	N;MASC;SG	N
algodão	algodón	algodão	algodón	N;MASC;SG	N;MASC;SG
algodão	cotton	algodão	cotton	N;MASC;SG	N
narrador	narrador	narrador	narrador	N;MASC;SG	N;MASC;SG
sets	conjuntos	set	conjunto	N;MASC;PL	N;MASC;PL
sets	sets	set	set	N;MASC;PL	N;MASC;PL
duro	duro	duro	duro	ADJ;MASC;SG	ADJ;MASC;SG
duro	difícil	duro	difícil	ADJ;MASC;SG	ADJ;SG
duro	dura	duro	duro	ADJ;MASC;SG	ADJ;FEM;SG
duro	duro	duro	duro	ADJ;MASC;SG	ADJ;MASC;SG
duro	rudo	duro	rudo	ADJ;MASC;SG	ADJ;MASC;SG
duro	dura	duro	duro	ADJ;MASC;SG	ADJ;FEM;SG
subtropical	subtropical	subtropical	subtropical	ADJ;MASC;SG	ADJ;SG
alabama	alabama	alabama	alabama	N;MASC;SG	N;FEM;SG
parlamentares	parlamentarios	parlamentar	parlamentario	N;MASC;PL	N;MASC;PL
parlamentares	parlamentarios	parlamentar	parlamentario	N;MASC;PL	N;MASC;PL
lucro	ganancia	lucro	ganancia	N;MASC;SG	N;FEM;SG
lucro	beneficio	lucro	beneficio	N;MASC;SG	N;MASC;SG
lucro	provecho	lucro	provecho	N;MASC;SG	N;MASC;SG
cama	cama	cama	cama	N;FEM;SG	N;FEM;SG
cama	lecho	cama	lecho	N;FEM;SG	N;MASC;SG
nona	nona	nona	nona	N;FEM;SG	N;FEM;SG
beat	beat	beat	beat	N;MASC;SG	N
criatura	criatura	criatura	criatura	N;FEM;SG	N;FEM;SG
terapia	terapia	terapia	terapia	N;FEM;SG	N;FEM;SG
betty	betty	betty	betty	N;FEM;SG	N;FEM;SG
desafios	desafíos	desafio	desafío	N;MASC;PL	N;MASC;PL
desafios	retos	desafio	reto	N;MASC;PL	N;MASC;PL
neerlandês	neerlandés	neerlandês	neerlandés	N;MASC;SG	N;MASC;SG
neerlandês	holandés	neerlandês	holandés	N;MASC;SG	N;MASC;SG
estrangeira	extranjero	estrangeiro	extranjero	N;FEM;SG	N;MASC;SG
estrangeira	extranjero	estrangeiro	extranjero	N;FEM;SG	N;MASC;SG
estrangeira	foreign	estrangeiro	foreign	N;FEM;SG	N
sri	sri	sri	sri	N;MASC;SG	N;SG
provisório	interino	provisório	interino	N;MASC;SG	N;MASC;SG
benefício	provecho	benefício	provecho	N;MASC;SG	N;MASC;SG
benefício	beneficio	benefício	beneficio	N;MASC;SG	N;MASC;SG
diesel	diésel	diesel	diésel	N;MASC;SG	N;MASC;SG
diesel	diesel	diesel	diesel	N;MASC;SG	N;MASC;SG
diesel	gasóleo	diesel	gasóleo	N;MASC;SG	N;MASC;SG
condes	condes	conde	conde	N;MASC;PL	N;FEM;PL
condes	condes	conde	conde	N;MASC;PL	N;FEM;PL
cameron	cameron	cameron	camer	N;MASC;SG	N;MASC;SG
treinar	entrenar	treinar	entrenar	V;NFIN	V;NFIN
benedito	benedito	benedito	benedito	N;MASC;SG	N;MASC;SG
determina	determina	determinar	determinar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
determina	determinar	determinar	determinar	V;IND;SG;3;PRS;FIN	V;NFIN
determina	determina	determinar	determinar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cartoon	caricatura	cartoon	caricatura	N;MASC;SG	N;FEM;SG
aurélio	aurelio	aurélio	aurelio	N;MASC;SG	N;MASC;SG
aurélio	aurelio	aurélio	aurelio	N;MASC;SG	N;MASC;SG
inscrições	inscripciones	inscrição	inscripción	N;FEM;PL	N;FEM;PL
inscrições	entradas	inscrição	entrada	N;FEM;PL	N;FEM;PL
inscrições	registros	inscrição	registro	N;FEM;PL	N;MASC;PL
inscrições	inscripciones	inscrição	inscripción	N;FEM;PL	N;FEM;PL
inscrições	inscripciones	inscrição	inscripción	N;FEM;PL	N;FEM;PL
most	most	most	most	N;MASC;SG	N
filmografia	filmografía	filmografia	filmografía	N;FEM;SG	N;FEM;SG
cerveja	cerveza	cerveja	cerveza	N;FEM;SG	N;FEM;SG
cerveja	ale	cerveja	ale	N;FEM;SG	N;FEM;SG
bravo	bravo	bravo	bravo	N;MASC;SG	N;MASC;SG
pes	pes	pes	pes	N;MASC;SG	N
pes	pse	pes	pse	N;MASC;SG	N;MASC;SG
pes	pes	pes	pes	N;MASC;SG	N
efetivo	eficaz	efetivo	eficaz	ADJ;MASC;SG	ADJ;SG
efetivo	efectiva	efetivo	efectivo	ADJ;MASC;SG	ADJ;FEM;SG
aposentadoria	jubilación	aposentadoria	jubilación	N;FEM;SG	N;FEM;SG
aposentadoria	retiro	aposentadoria	retiro	N;FEM;SG	N;MASC;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC;SG	N;MASC;SG
padroeiro	patrón	padroeiro	patrón	N;MASC;SG	N;MASC;SG
padroeiro	patron	padroeiro	patron	N;MASC;SG	N;MASC;SG
padroeiro	patrona	padroeiro	patrona	N;MASC;SG	N;FEM;SG
padroeiro	mecenas	padroeiro	mecena	N;MASC;SG	N;SG
ref	árbitro	ref	árbitro	N;MASC;SG	N;MASC;SG
campina	campina	campina	campina	N;FEM;SG	N;FEM;SG
campina	prado	campina	prado	N;FEM;SG	N;MASC;SG
campina	pradera	campina	pradera	N;FEM;SG	N;FEM;SG
cleveland	cleveland	cleveland	cleveland	N;MASC;SG	N;MASC;SG
inventor	inventor	inventor	inventor	N;MASC;SG	N;MASC;SG
manifesto	manifiesto	manifesto	manifiesto	N;MASC;SG	N;MASC;SG
manifesto	manifiesto	manifesto	manifiesto	N;MASC;SG	N;MASC;SG
lapa	lapa	lapa	lapa	N;MASC;SG	N;FEM;SG
originou	originó	originar	originar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
manuscritos	manuscritos	manuscrever	manuscrito	N;MASC;PL	N;MASC;PL
aquecimento	calefacción	aquecimento	calefacción	N;MASC;SG	N;FEM;SG
aquecimento	calentamiento	aquecimento	calentamiento	N;MASC;SG	N;MASC;SG
operário	trabajador	operário	trabajador	N;MASC;SG	N;MASC;SG
operário	obrero	operário	obrero	N;MASC;SG	N;MASC;SG
derrotando	venciendo	derrotar	vencer	V;V.MSDR	V;V.MSDR
derrotando	derrotando	derrotar	derrotar	V;V.MSDR	V;V.MSDR
derrotando	derrotar	derrotar	derrotar	V;V.MSDR	V;NFIN
friends	friends	friend	friends	N;MASC;SG	N
demônio	diablo	demônio	diablo	N;MASC;SG	N;MASC;SG
demônio	demonio	demônio	demonio	N;MASC;SG	N;MASC;SG
demônio	demonio	demônio	demonio	N;MASC;SG	N;MASC;SG
traição	traición	traição	traición	N;FEM;SG	N;FEM;SG
traição	traición	traição	traición	N;FEM;SG	N;FEM;SG
traição	traición	traição	traición	N;FEM;SG	N;FEM;SG
automática	automática	automático	automático	ADJ;FEM;SG	ADJ;FEM;SG
automática	automático	automático	automático	ADJ;FEM;SG	ADJ;MASC;SG
vigário	vicario	vigário	vicario	N;MASC;SG	N;MASC;SG
vigário	párroco	vigário	párroco	N;MASC;SG	N;MASC;SG
treino	formación	treino	formación	N;MASC;SG	N;FEM;SG
treino	adiestramiento	treino	adiestramiento	N;MASC;SG	N;MASC;SG
treino	entrenamiento	treino	entrenamiento	N;MASC;SG	N;MASC;SG
treino	capacitación	treino	capacitación	N;MASC;SG	N;FEM;SG
treino	entrenamiento	treino	entrenamiento	N;MASC;SG	N;MASC;SG
adquirida	adquirió	adquirir	adquirir	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
poderosos	poderosas	poderoso	poderoso	ADJ;MASC;PL	ADJ;FEM;PL
poderosos	poderosos	poderoso	poderoso	ADJ;MASC;PL	ADJ;MASC;PL
contêm	contener	conter	contener	V;IND;PL;3;PRS;FIN	V;NFIN
contêm	contienen	conter	contener	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
holstein	holstein	holstein	holstein	N;MASC;SG	N;FEM;SG
secundários	secundarias	secundário	secundario	ADJ;MASC;PL	ADJ;FEM;PL
diploma	diploma	diploma	diploma	N;MASC;SG	N;MASC;SG
livraria	librería	livraria	librería	N;FEM;SG	N;FEM;SG
livraria	librería	livraria	librería	N;FEM;SG	N;FEM;SG
projeção	proyección	projeção	proyección	N;FEM;SG	N;FEM;SG
meridiano	meridiano	meridiano	meridiano	N;MASC;SG	N;MASC;SG
catherine	caterina	catherine	caterina	N;FEM;SG	N;FEM;SG
catherine	catalina	catherine	catalina	N;FEM;SG	N;FEM;SG
catherine	catherine	catherine	catherine	N;FEM;SG	N;FEM;SG
excelência	excelencia	excelência	excelencia	N;FEM;SG	N;FEM;SG
excelência	excelencia	excelência	excelencia	N;FEM;SG	N;FEM;SG
imperadores	emperadores	imperador	emperador	N;MASC;PL	N;MASC;PL
gazeta	gaceta	gazeta	gaceta	N;MASC;SG	N;FEM;SG
andares	pisos	andar	piso	N;MASC;PL	N;MASC;PL
andares	suelos	andar	suelo	N;MASC;PL	N;MASC;PL
ódio	odio	ódio	odio	N;MASC;SG	N;MASC;SG
ódio	odio	ódio	odio	N;MASC;SG	N;MASC;SG
foguetes	cohetes	foguete	cohete	N;MASC;PL	N;MASC;PL
paramount	paramount	paramount	paramount	N;MASC;SG	N;FEM;SG
ensinamentos	enseñanzas	ensinamento	enseñanza	N;MASC;PL	N;FEM;PL
ensinamentos	lecciones	ensinamento	lección	N;MASC;PL	N;FEM;PL
ensinamentos	clases	ensinamento	clase	N;MASC;PL	N;FEM;PL
ensinamentos	enseñanzas	ensinamento	enseñanza	N;MASC;PL	N;FEM;PL
deslocamento	desplazamiento	deslocamento	desplazamiento	N;MASC;SG	N;MASC;SG
deslocamento	compensación	deslocamento	compensación	N;MASC;SG	N;FEM;SG
imóvel	propiedad	imóvel	propiedad	N;MASC;SG	N;FEM;SG
imóvel	inmueble	imóvel	inmueble	N;MASC;SG	N;MASC;SG
léo	león	léo	león	N;MASC;SG	N;MASC;SG
turim	turín	turim	turín	N;MASC;SG	N;MASC;SG
turim	torino	turim	torino	N;MASC;SG	N;MASC;SG
turim	turín	turim	turín	N;MASC;SG	N;MASC;SG
turim	turin	turim	turin	N;MASC;SG	N;MASC;SG
