august	август	august	август	N;MASC;SG	N;INDF;MASC;SG
dividir	разделен	dividir	разделя-(се)	V;NFIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vilões	злодеи	vilão	злодей	N;MASC;PL	N;INDF;MASC;PL
vilões	злодеите	vilão	злодей	N;MASC;PL	N;DEF;MASC;PL
obrigada	мерси	obrigar	мерся	V;FEM;SG;V.PTCP	V;IPFV;IMP;SG;2;FIN
obrigada	благодаря	obrigar	благодаря	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
essência	същността	essência	същност	N;FEM;SG	N;DEF;FEM;SG
essência	същност	essência	същност	N;FEM;SG	N;INDF;FEM;SG
tropa	войска	tropa	войска	N;FEM;SG	N;INDF;FEM;SG
tropa	армията	tropa	армия	N;FEM;SG	N;DEF;FEM;SG
tropa	армеец	tropa	армеец	N;FEM;SG	N;INDF;MASC;SG
tropa	армия	tropa	армия	N;FEM;SG	N;INDF;FEM;SG
indicados	препоръчани	indicar	препоръчам-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
revolution	революция	revolution	революция	N;MASC;SG	N;INDF;FEM;SG
maryland	мериленд	maryland	мериленд	N;MASC;SG	N;INDF;MASC;SG
lealdade	вярност	lealdade	вярност	N;FEM;SG	N;INDF;FEM;SG
lealdade	лоялност	lealdade	лоялност	N;FEM;SG	N;INDF;FEM;SG
lealdade	преданост	lealdade	преданост	N;FEM;SG	N;INDF;FEM;SG
maciço	масив	maciço	масив	N;MASC;SG	N;INDF;MASC;SG
concorrência	конкуренция	concorrência	конкуренция	N;FEM;SG	N;INDF;FEM;SG
concorrência	конкурс	concorrência	конкурс	N;FEM;SG	N;INDF;MASC;SG
concorrência	състезание	concorrência	състезание	N;FEM;SG	N;INDF;NEUT;SG
ilustrado	илюстрира	ilustrar	илюстрирам	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
lava	миене	lavar	миене	N;FEM;SG	N;INDF;NEUT;SG
lava	измиване	lavar	измиване	N;FEM;SG	N;INDF;NEUT;SG
lava	лавата	lavar	лав	N;FEM;SG	N;DEF;FEM;SG
lava	лава	lavar	лав	N;FEM;SG	N;INDF;FEM;SG
exclusão	изключване	exclusão	изключване	N;FEM;SG	N;INDF;NEUT;SG
exclusão	заличаване	exclusão	заличаване	N;FEM;SG	N;INDF;NEUT;SG
observou	наблюдаван	observar	наблюдавам	V;IND;SG;3;PST;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
observou	наблюдавано	observar	наблюдавам	V;IND;SG;3;PST;FIN	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
observou	наблюдавана	observar	наблюдавам	V;IND;SG;3;PST;FIN	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
observou	отбелязана	observar	отбележа	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
observou	отбеляза	observar	отбележа	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
observou	отбелязано	observar	отбележа	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
observou	отбелязан	observar	отбележа	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
armado	въоръжен	armar	въоръжа	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
armado	въоръжена	armar	въоръжа	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
valle	вале	valler	вале	N;MASC;SG	N;INDF;NEUT;SG
alba	алба	alba	алба	N;FEM;SG	N;INDF;FEM;SG
chances	шансове	chance	шанс	N;FEM;PL	N;INDF;MASC;PL
chances	шансове	chance	шанс	N;FEM;PL	N;INDF;MASC;PL
chances	шансовете	chance	шанс	N;FEM;PL	N;DEF;MASC;PL
chances	коефициенти	chance	коефициент	N;FEM;PL	N;INDF;MASC;PL
feijão	фасул	feijão	фасул	N;MASC;SG	N;INDF;MASC;SG
vendendo	продава	vender	продавам	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
eletricidade	електроенергия	eletricidade	електроенергия	N;FEM;SG	N;INDF;FEM;SG
eletricidade	електричество	eletricidade	електричество	N;FEM;SG	N;INDF;NEUT;SG
eletricidade	ток	eletricidade	ток	N;FEM;SG	N;INDF;MASC;SG
pelotas	гранули	pelota	гранул	N;FEM;PL	N;INDF;MASC;PL
val	вал	val	вал	N;MASC;SG	N;INDF;MASC;SG
ira	гняв	ira	гняв	N;FEM;SG	N;INDF;MASC;SG
ira	ира	ira	ира	N;FEM;SG	N;INDF;FEM;SG
ira	гняв	ira	гняв	N;FEM;SG	N;INDF;MASC;SG
banho	бат	banho	бат	N;MASC;SG	N;INDF;MASC;SG
banho	вана	banho	вана	N;MASC;SG	N;INDF;FEM;SG
banho	баня	banho	баня	N;MASC;SG	N;INDF;FEM;SG
obrigação	задължение	obrigação	задължение	N;FEM;SG	N;INDF;NEUT;SG
reconheceu	призната	reconhecer	призная-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconheceu	признато	reconhecer	призная-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reconheceu	признат	reconhecer	призная-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
contratos	договори	contrato	договор	N;MASC;PL	N;INDF;MASC;PL
contratos	поръчки	contrato	поръчка	N;MASC;PL	N;INDF;FEM;PL
future	бъдеще	future	бъдеще	N;MASC;SG	N;INDF;NEUT;SG
future	бъдещето	future	бъдеще	N;MASC;SG	N;DEF;NEUT;SG
dedos	пръстите	dedo	пръст	N;MASC;PL	N;DEF;MASC;PL
dedos	пръстите	dedo	пръст	N;MASC;PL	N;DEF;MASC;PL
dedos	пръсти	dedo	пръст	N;MASC;PL	N;INDF;MASC;PL
provocar	дразни	provocar	дразня-(се)	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
provocar	провокира	provocar	провокирам	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
provocar	провокират	provocar	провокирам	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
destaques	кичури	destaque	кичура	N;MASC;PL	N;INDF;FEM;PL
abandono	изоставяне	abandono	изоставяне	N;MASC;SG	N;INDF;NEUT;SG
express	експрес	express	експрес	N;MASC;SG	N;INDF;MASC;SG
rosas	рози	rosa	роза	N;FEM;PL	N;INDF;FEM;PL
rosas	розите	rosa	роза	N;FEM;PL	N;DEF;FEM;PL
fenton	фентън	fenton	фентън	N;MASC;SG	N;INDF;MASC;SG
convencer	убеди	convencer	убедя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
budismo	будизма	budismo	будизъм	N;MASC;SG	N;DEF;MASC;SG
antropologia	антропология	antropologia	антропология	N;FEM;SG	N;INDF;FEM;SG
rodoviário	пътят	rodoviário	път	N;MASC;SG	N;DEF;MASC;SG
rodoviário	път	rodoviário	път	N;MASC;SG	N;INDF;MASC;SG
rodoviário	road	rodoviário	road	N;MASC;SG	N;INDF;MASC;SG
rodoviário	пътя	rodoviário	път	N;MASC;SG	N;DEF;MASC;SG
arnaldo	арналдо	arnaldo	арналдо	N;MASC;SG	N;INDF;MASC;SG
executada	екзекутиран	executar	екзекутирам	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
executada	изпълнено	executar	изпълня-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vancouver	ванкувър	vancouver	ванкувър	N;MASC;SG	N;INDF;MASC;SG
planet	планета	planet	планета	N;MASC;SG	N;INDF;FEM;SG
planet	планетата	planet	планета	N;MASC;SG	N;DEF;FEM;SG
teólogo	теолог	teólogo	теолог	N;MASC;SG	N;INDF;MASC;SG
painéis	панели	painel	панеля	N;MASC;PL	N;INDF;MASC;PL
engenho	изобретателност	engenho	изобретателност	N;MASC;SG	N;INDF;FEM;SG
israelense	израелски	israelense	израелски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
cresce	расте	crescer	раста	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cresce	расте	crescer	раста	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cláudia	клаудия	cláudia	клаудия	N;FEM;SG	N;INDF;FEM;SG
surgir	стани	surgir	стана	V;NFIN	V;PFV;IMP;SG;2;FIN
surgir	възникнат	surgir	възникна	V;NFIN	V;PFV;IND;PL;3;PRS;FIN;ACT
correspondência	кореспонденцията	correspondência	кореспонденция	N;FEM;SG	N;DEF;FEM;SG
correspondência	кореспонденция	correspondência	кореспонденция	N;FEM;SG	N;INDF;FEM;SG
correspondência	съвпадение	correspondência	съвпадение	N;FEM;SG	N;INDF;NEUT;SG
exames	прегледи	exame	преглед	N;MASC;PL	N;INDF;MASC;PL
exames	изпити	exame	изпит	N;MASC;PL	N;INDF;MASC;PL
exames	изпитвания	exame	изпитване	N;MASC;PL	N;INDF;NEUT;PL
exames	тестове	exame	тест	N;MASC;PL	N;INDF;MASC;PL
exames	изследвания	exame	изследване	N;MASC;PL	N;INDF;NEUT;PL
exames	изпити	exame	изпит	N;MASC;PL	N;INDF;MASC;PL
istambul	истанбул	istambul	истанбул	N;MASC;SG	N;INDF;MASC;SG
orientado	ориентирана	orientar	ориентирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
orientado	ориентиран	orientar	ориентирам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
need	необходимост	need	необходимост	N;MASC;SG	N;INDF;FEM;SG
need	нужда	need	нужда	N;MASC;SG	N;INDF;FEM;SG
need	потребност	need	потребност	N;MASC;SG	N;INDF;FEM;SG
filadélfia	фили	filadélfia	филя-се	N;FEM;SG	N;INDF;MASC;SG
filadélfia	филаделфия	filadélfia	филаделфия	N;FEM;SG	N;INDF;FEM;SG
filadélfia	филаделфия	filadélfia	филаделфия	N;FEM;SG	N;INDF;FEM;SG
sessenta	шестдесет	sessentar	шестдесет	NUM	NUM;INDF;PL
folclore	фолклор	folclore	фолклор	N;MASC;SG	N;INDF;MASC;SG
conus	conus	conu	conus	N;MASC;SG	N;INDF;MASC;SG
francisca	франсиска	francisca	франсиска	N;FEM;SG	N;INDF;FEM;SG
francisca	франсис	francisca	франсис	N;FEM;SG	N;INDF;MASC;SG
patricia	патриша	patricia	патриша	N;FEM;SG	N;INDF;FEM;SG
colombo	колумб	colombo	колумб	N;MASC;SG	N;INDF;MASC;SG
colombo	коломбо	colombo	коломбо	N;MASC;SG	N;INDF;MASC;SG
colombo	коломбо	colombo	коломбо	N;MASC;SG	N;INDF;MASC;SG
rituais	ритуалите	ritual	ритуал	N;MASC;PL	N;DEF;MASC;PL
rituais	обреди	ritual	обред	N;MASC;PL	N;INDF;MASC;PL
rituais	ритуали	ritual	ритуал	N;MASC;PL	N;INDF;MASC;PL
manhattan	манхатън	manhattan	манхатън	N;MASC;SG	N;INDF;MASC;SG
louise	луиз	louise	луиз	N;FEM;SG	N;INDF;FEM;SG
cachorro	кутре	cachorro	кутре	N;MASC;SG	N;INDF;NEUT;SG
cachorro	куче	cachorro	куче	N;MASC;SG	N;INDF;NEUT;SG
cachorro	кучето	cachorro	куче	N;MASC;SG	N;DEF;NEUT;SG
cachorro	дог	cachorro	дог	N;MASC;SG	N;INDF;MASC;SG
vôlei	волейбол	vôlei	волейбол	N;MASC;SG	N;INDF;MASC;SG
estátuas	статуи	estátua	статуя	N;FEM;PL	N;INDF;FEM;PL
estátuas	статуите	estátua	статуя	N;FEM;PL	N;DEF;FEM;PL
amanda	аманда	amanda	аманда	N;FEM;SG	N;INDF;FEM;SG
guardas	стражи	guarda	стража	N;MASC;PL	N;INDF;MASC;PL
guardas	пазачи	guarda	пазач	N;MASC;PL	N;INDF;MASC;PL
significativas	значителни	significativo	значителен	ADJ;FEM;PL	ADJ;INDF;PL
beijo	кис	beijo	кис	N;MASC;SG	N;INDF;MASC;SG
beijo	целувка	beijo	целувка	N;MASC;SG	N;INDF;FEM;SG
tubo	лула	tubo	лула	N;MASC;SG	N;INDF;FEM;SG
tubo	тръбата	tubo	тръба	N;MASC;SG	N;DEF;FEM;SG
tubo	тръба	tubo	тръба	N;MASC;SG	N;INDF;FEM;SG
tubo	тръбичка	tubo	тръбичка	N;MASC;SG	N;INDF;FEM;SG
tubo	туба	tubo	туб	N;MASC;SG	N;INDF;FEM;SG
tubo	тръба	tubo	тръба	N;MASC;SG	N;INDF;FEM;SG
vulcão	вулкан	vulcão	вулкан	N;MASC;SG	N;INDF;MASC;SG
vulcão	вулкана	vulcão	вулкан	N;MASC;SG	N;DEF;MASC;SG
aparecimento	появата	aparecimento	поява	N;MASC;SG	N;DEF;FEM;SG
aparecimento	появяване	aparecimento	появяване	N;MASC;SG	N;INDF;NEUT;SG
aparecimento	поява	aparecimento	поява	N;MASC;SG	N;INDF;FEM;SG
pólo	поло	pólo	поло	N;MASC;SG	N;INDF;NEUT;SG
pólo	прът	pólo	прът	N;MASC;SG	N;INDF;MASC;SG
pólo	стълб	pólo	стълб	N;MASC;SG	N;INDF;MASC;SG
pólo	полюс	pólo	полюс	N;MASC;SG	N;INDF;MASC;SG
pólo	поляк	pólo	поляк	N;MASC;SG	N;INDF;MASC;SG
pólo	пилон	pólo	пилон	N;MASC;SG	N;INDF;MASC;SG
dramaturgo	драматург	dramaturgo	драматург	N;MASC;SG	N;INDF;MASC;SG
gravidez	бременност	gravidez	бременност	N;FEM;SG	N;INDF;FEM;SG
contacto	контакт	contacto	контакт	N;MASC;SG	N;INDF;MASC;SG
usualmente	обикновенно	usualmente	обикновенно	ADV	ADV
usualmente	обикновено	usualmente	обикновено	ADV	ADV
boletim	бюлетин	boletim	бюлетин	N;MASC;SG	N;INDF;MASC;SG
boletim	бюлетина	boletim	бюлетина	N;MASC;SG	N;INDF;FEM;SG
boletim	бюлетин	boletim	бюлетин	N;MASC;SG	N;INDF;MASC;SG
philippe	филип	philippe	филип	N;MASC;SG	N;INDF;MASC;SG
beisebol	бейзбол	beisebol	бейзбол	N;MASC;SG	N;INDF;MASC;SG
beisebol	бейзбола	beisebol	бейзбол	N;MASC;SG	N;DEF;MASC;SG
beisebol	бейзболът	beisebol	бейзбол	N;MASC;SG	N;DEF;MASC;SG
naves	корабите	nave	кораб	N;FEM;PL	N;DEF;MASC;PL
naves	кораби	nave	кораб	N;FEM;PL	N;INDF;MASC;PL
neutro	неутрална	neutro	неутрален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
neutro	неутрален	neutro	неутрален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
promove	насърчава	promover	насърчавам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
maceió	масейо	maceió	масейо	N;MASC;SG	N;INDF;MASC;SG
acústica	акустика	acústico	акустика	N;FEM;SG	N;INDF;FEM;SG
nathan	нейтън	nathan	нейтън	N;MASC;SG	N;INDF;MASC;SG
sinfonia	симфония	sinfonia	симфония	N;FEM;SG	N;INDF;FEM;SG
desportos	спортове	desporto	спорт	N;MASC;PL	N;INDF;MASC;PL
sentidos	сетива	sentido	сетивам	N;MASC;PL	N;INDF;NEUT;PL
christina	кристина	christina	кристина	N;FEM;SG	N;INDF;FEM;SG
barroso	барозу	barroso	барозу	N;MASC;SG	N;INDF;MASC;SG
radicais	радикали	radical	радикал	N;MASC;PL	N;INDF;MASC;PL
avaliações	отзиви	avaliação	отзивя-(се)	N;FEM;PL	N;INDF;FEM;PL
avaliações	прегледи	avaliação	преглед	N;FEM;PL	N;INDF;MASC;PL
avaliações	оценки	avaliação	оценка	N;FEM;PL	N;INDF;FEM;PL
avaliações	оценки	avaliação	оценка	N;FEM;PL	N;INDF;FEM;PL
liberação	пускане	liberação	пускане	N;FEM;SG	N;INDF;NEUT;SG
liberação	освобождаване	liberação	освобождаване	N;FEM;SG	N;INDF;NEUT;SG
liberação	освобождението	liberação	освобождение	N;FEM;SG	N;DEF;NEUT;SG
liberação	освобождение	liberação	освобождение	N;FEM;SG	N;INDF;NEUT;SG
intenções	намерения	intenção	намерение	N;FEM;PL	N;INDF;NEUT;PL
intenções	намеренията	intenção	намерение	N;FEM;PL	N;DEF;NEUT;PL
intenções	намерения	intenção	намерение	N;FEM;PL	N;INDF;NEUT;PL
intenções	намерения	intenção	намерение	N;FEM;PL	N;INDF;NEUT;PL
faces	бузи	face	бузя	N;FEM;PL	N;INDF;FEM;PL
faces	бузите	face	буза	N;FEM;PL	N;DEF;FEM;PL
faces	лицата	face	лице	N;FEM;PL	N;DEF;NEUT;PL
faces	лица	face	лице	N;FEM;PL	N;INDF;NEUT;PL
speed	скорост	speed	скорост	N;MASC;SG	N;INDF;FEM;SG
speed	бързина	speed	бързина	N;MASC;SG	N;INDF;FEM;SG
speed	спийд	speed	спийд	N;MASC;SG	N;INDF;MASC;SG
bowl	купа	bowl	купа	N;MASC;SG	N;INDF;FEM;SG
príncipes	принцовете	príncipe	принц	N;MASC;PL	N;DEF;MASC;PL
príncipes	принцове	príncipe	принц	N;MASC;PL	N;INDF;MASC;PL
generais	генерали	general	генерал	N;MASC;PL	N;INDF;MASC;PL
dog	куче	dog	куче	N;MASC;SG	N;INDF;NEUT;SG
dog	кучето	dog	куче	N;MASC;SG	N;DEF;NEUT;SG
dog	дог	dog	дог	N;MASC;SG	N;INDF;MASC;SG
influentes	влиятелни	influente	влиятелен	ADJ;MASC;PL	ADJ;INDF;PL
declara	декларира	declarar	декларирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
declara	декларира	declarar	декларирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
palmas	дланите	palma	длан	N;FEM;PL	N;DEF;FEM;PL
palmas	длани	palma	длан	N;FEM;PL	N;INDF;FEM;PL
palmas	палми	palma	палма	N;FEM;PL	N;INDF;FEM;PL
acontecimento	събитието	acontecimento	събитие	N;MASC;SG	N;DEF;NEUT;SG
acontecimento	събитие	acontecimento	събитие	N;MASC;SG	N;INDF;NEUT;SG
estratégica	стратегическа	estratégico	стратегически	ADJ;FEM;SG	ADJ;INDF;FEM;SG
estratégica	стратегически	estratégico	стратегически	ADJ;FEM;SG	ADJ;INDF;MASC;SG
protótipo	прототип	protótipo	прототип	N;MASC;SG	N;INDF;MASC;SG
label	етикет	label	етикет	N;MASC;SG	N;INDF;MASC;SG
singapura	сингапур	singapura	сингапур	N;FEM;SG	N;INDF;MASC;SG
reconhecidos	признати	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
reconhecidos	признати	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
reconhecidos	признати	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
continentes	континенти	continente	континент	N;MASC;PL	N;INDF;MASC;PL
carregar	зареди	carregar	заредя	V;NFIN	V;PFV;IMP;SG;2;FIN
carregar	кача	carregar	кача-(се)	V;NFIN	V;PFV;IND;SG;1;PRS;FIN;ACT
carregar	качи	carregar	кача-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
anton	антон	anton	антон	N;MASC;SG	N;INDF;MASC;SG
rain	рейн	rain	рейн	N;MASC;SG	N;INDF;MASC;SG
rain	дъжд	rain	дъжд	N;MASC;SG	N;INDF;MASC;SG
acompanha	придружава	acompanhar	придружавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
qualidades	качества	qualidade	качество	N;FEM;PL	N;INDF;NEUT;PL
ghost	дух	ghost	дух	N;MASC;SG	N;INDF;MASC;SG
ghost	призрак	ghost	призрак	N;MASC;SG	N;INDF;MASC;SG
organizados	организирани	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
organizados	организирани	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
visitante	посетител	visitante	посетител	N;MASC;SG	N;INDF;MASC;SG
superar	преодолее	superar	преодолея	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
jin	дзин	jin	дзин	N;MASC;SG	N;INDF;MASC;SG
severo	сивиръс	severo	сивиръс	N;MASC;SG	N;INDF;MASC;SG
rondônia	рондония	rondônia	рондония	N;MASC;SG	N;INDF;FEM;SG
lento	бавна	lento	бавен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
lento	бавен	lento	бавен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dirige	насочва	dirigir	насочвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
missionários	мисионери	missionário	мисионер	N;MASC;PL	N;INDF;MASC;PL
salvação	избавление	salvação	избавление	N;FEM;SG	N;INDF;NEUT;SG
salvação	спасението	salvação	спасение	N;FEM;SG	N;DEF;NEUT;SG
salvação	спасение	salvação	спасение	N;FEM;SG	N;INDF;NEUT;SG
adriana	адриана	adrianar	адриана	N;FEM;SG	N;INDF;FEM;SG
adriana	адриана	adrianar	адриана	N;FEM;SG	N;INDF;FEM;SG
alumínio	алуминий	alumínio	алуминий	N;MASC;SG	N;INDF;MASC;SG
alumínio	алуминий	alumínio	алуминий	N;MASC;SG	N;INDF;MASC;SG
ligas	лиги	liga	лиги	N;FEM;PL	N;INDF;FEM;PL
ligas	сплави	liga	сплавя-се	N;FEM;PL	N;INDF;FEM;PL
karen	карен	karen	карен	N;FEM;SG	N;INDF;FEM;SG
rex	рекс	rex	рекс	N;MASC;SG	N;INDF;MASC;SG
respondida	отговорил	responder	отговоря	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
proposição	предложение	proposição	предложение	N;FEM;SG	N;INDF;NEUT;SG
pontas	съвети	ponta	съвет	N;FEM;PL	N;INDF;MASC;PL
preliminar	предварителна	preliminar	предварителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
preliminar	предварителен	preliminar	предварителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
inspirou	вдъхновена	inspirar	вдъхновя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
governantes	управници	governante	управник	N;MASC;PL	N;INDF;MASC;PL
governantes	владетели	governante	владетел	N;MASC;PL	N;INDF;MASC;PL
mundos	светове	mundo	свят	N;MASC;PL	N;INDF;MASC;PL
havaí	хаваи	haver	хавая	N;MASC;SG	N;INDF;MASC;SG
havaí	хавай	haver	хавам-(се)	N;MASC;SG	N;INDF;MASC;SG
visitada	посети	visitar	посетя	V;FEM;SG;V.PTCP	V;PFV;IMP;SG;2;FIN
visitada	посетих	visitar	посетя	V;FEM;SG;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
exigências	изисквания	exigência	изискване	N;FEM;PL	N;INDF;NEUT;PL
exigências	искания	exigência	искане	N;FEM;PL	N;INDF;NEUT;PL
hope	надеждата	hope	надежда	N;MASC;SG	N;DEF;FEM;SG
hope	хоуп	hope	хоуп	N;MASC;SG	N;INDF;MASC;SG
hope	надежда	hope	надежда	N;MASC;SG	N;INDF;FEM;SG
gota	подагра	gota	подаграм	N;FEM;SG	N;INDF;MASC;SG
gota	капка	gota	капка	N;FEM;SG	N;INDF;FEM;SG
gota	вливане	gota	вливане	N;FEM;SG	N;INDF;NEUT;SG
ilustrações	илюстрации	ilustração	илюстрация	N;FEM;PL	N;INDF;FEM;PL
consumidor	потребител	consumidor	потребител	N;MASC;SG	N;INDF;MASC;SG
fibras	влакна	fibra	влакно	N;FEM;PL	N;INDF;NEUT;PL
fibras	влакна	fibra	влакно	N;FEM;PL	N;INDF;NEUT;PL
fibras	влакна	fibra	влакно	N;FEM;PL	N;INDF;NEUT;PL
fibras	влакна	fibra	влакно	N;FEM;PL	N;INDF;NEUT;PL
retiro	отстъпление	retiro	отстъпление	N;MASC;SG	N;INDF;NEUT;SG
transmissões	предавания	transmissão	предаване	N;FEM;PL	N;INDF;NEUT;PL
transmissões	предавания	transmissão	предаване	N;FEM;PL	N;INDF;NEUT;PL
dissolução	разтваряне	dissolução	разтваряне	N;FEM;SG	N;INDF;NEUT;SG
dissolução	разпад	dissolução	разпад	N;FEM;SG	N;INDF;MASC;SG
dissolução	разпускане	dissolução	разпускане	N;FEM;SG	N;INDF;NEUT;SG
dissolução	разпадане	dissolução	разпадане	N;FEM;SG	N;INDF;NEUT;SG
dissolução	разтваряне	dissolução	разтваряне	N;FEM;SG	N;INDF;NEUT;SG
dissolução	разтворен	dissolução	разтворя-(се)	N;FEM;SG	N;INDF;MASC;SG
dissolução	разтваряне	dissolução	разтваряне	N;FEM;SG	N;INDF;NEUT;SG
duelo	дуел	duelo	дуел	N;MASC;SG	N;INDF;MASC;SG
informa	информира	informar	информирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
demissão	уволнение	demissão	уволнение	N;FEM;SG	N;INDF;NEUT;SG
demissão	оставката	demissão	оставка	N;FEM;SG	N;DEF;FEM;SG
demissão	оставка	demissão	оставка	N;FEM;SG	N;INDF;FEM;SG
sintra	синтра	sintrar	синтър	N;MASC;SG	N;INDF;FEM;SG
coleções	колекции	coleção	колекция	N;FEM;PL	N;INDF;FEM;PL
condecorado	награждаван	condecorar	награждавам	V;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
renomear	преименува	renomear	преименувам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
blanco	бланко	blanco	бланко	N;MASC;SG	N;INDF;NEUT;SG
descritas	описани	descrever	опиша	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
escravidão	робство	escravidão	робство	N;FEM;SG	N;INDF;NEUT;SG
escravidão	връзване	escravidão	връзване	N;FEM;SG	N;INDF;NEUT;SG
escravidão	робство	escravidão	робство	N;FEM;SG	N;INDF;NEUT;SG
movimentação	придвижване	movimentação	придвижване	N;FEM;SG	N;INDF;NEUT;SG
movimentação	движение	movimentação	движение	N;FEM;SG	N;INDF;NEUT;SG
madison	медисън	madison	медисън	N;MASC;SG	N;INDF;MASC;SG
mutantes	мутанти	mutante	мутант	N;MASC;PL	N;INDF;MASC;PL
mutantes	мутантите	mutante	мутант	N;MASC;PL	N;DEF;MASC;PL
clero	духовенството	clero	духовенство	N;MASC;SG	N;DEF;NEUT;SG
felix	феликс	felix	феликс	N;MASC;SG	N;INDF;MASC;SG
orgulho	гордост	orgulho	гордост	N;MASC;SG	N;INDF;FEM;SG
orgulho	прайд	orgulho	прайд	N;MASC;SG	N;INDF;MASC;SG
houten	хутен	houten	хутен	N;MASC;SG	N;INDF;MASC;SG
fantástico	фантастичен	fantástico	фантастичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
fantástico	фантастична	fantástico	фантастичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fantástico	страхотен	fantástico	страхотен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
fantástico	страхотна	fantástico	страхотен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fantástico	невероятна	fantástico	невероятен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fantástico	невероятен	fantástico	невероятен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
chagas	рани	chaga	рана	N;FEM;PL	N;INDF;FEM;PL
chagas	раните	chaga	рана	N;FEM;PL	N;DEF;FEM;PL
