kot	som	kot	som	CONJ	CONJ
učinkovitost	effekt	učinkovitost	effekt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
učinkovitost	effektivitet	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
učinkovitost	effektiviteten	učinkovitost	effektivitet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
postavi	lägger	postaviti	lägga	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
poslanec	medlem	poslanec	medlem	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
poslanec	medlemmen	poslanec	medlem	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
poslanec	ledamot	poslanec	ledamot	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
strokovni	professionellt	strokoven	professionell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
družbeno	socialt	družbeno	social	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
pisanje	skrift	pisanje	skrift	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
pisanje	skrivning	pisanje	skrivning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
orodje	verktyget	orodje	verktyg	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
orodje	verktyg	orodje	verktyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
orodje	verktyg	orodje	verktyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
baza	base	baza	base	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
baza	bas	baza	ba	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
baza	basen	baza	bas	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
bolečine	smärtor	bolečina	smärtor	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
geobox	geobox	geobox	geobox	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pravilo	regeln	pravilo	regel	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
pravilo	regel	pravilo	regel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
nekje	nånstans	nekje	nånstans	ADV	ADV
nekje	någonstans	nekje	någonstans	ADV	ADV
dejavniki	faktorer	dejavnik	faktor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ideja	idé	ideja	idé	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prijatelji	kompisar	prijatelj	kompis	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
prijatelji	vänner	prijatelj	vänna	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
združenja	föreningar	združenje	förening	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
združenja	intresseorganisationer	združenje	intresseorganisation	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
združenja	sammanslutningar	združenje	sammanslutning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
rose	ros	rosa	ros	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pade	faller	pasti	falla	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
širok	bred	širok	bred	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
širok	brett	širok	bred	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
ustvarjanje	generation	ustvarjanje	generation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ustvarjanje	generationen	ustvarjanje	generation	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
ustvarjanje	generering	ustvarjanje	generering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ustvarjanje	släkte	ustvarjanje	släkte	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ustvarjanje	skapelsen	ustvarjanje	skapelse	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
ustvarjanje	skapelse	ustvarjanje	skapelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ustvarjanje	skapandet	ustvarjanje	skapande	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
nacionalni	nationellt	nacionalen	nationell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
nacionalni	nationell	nacionalen	nationell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
izbral	valde	izbrati	välja	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
izbral	plockas	izbrati	plocka	V;PFV;MASC;SG;V.PTCP	V;NFIN;PASS
potencial	potential	potencial	potential	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
obramba	försvaret	obramba	försvar	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
obramba	försvar	obramba	försvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
obramba	försvaret	obramba	försvar	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
obramba	försvar	obramba	försvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
dvorani	plenisalen	dvorana	plenisal	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dvorani	kammaren	dvorana	kammare	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dvorani	kammare	dvorana	kammare	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustvari	skapar	ustvariti	skapa	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ustvari	skapar	ustvariti	skapa	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ustvari	genererar	ustvariti	generera	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ustvari	konstruera	ustvariti	konstruera	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
večer	afton	večer	afton	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
večer	kvällen	večer	kväll	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
večer	kväll	večer	kväll	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
večer	kvälls	večer	kvälla	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerkvene	kyrkliga	cerkven	kyrklig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
para	par	par	par	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
para	ånga	par	ånga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trajala	varade	trajati	vara	V;IPFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
valentin	valentin	valentina	valentin	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
valentin	valentin	valentina	valentin	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
valentin	valentine	valentina	valentine	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	prov	vzorec	prov	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	stickprov	vzorec	stickprov	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	urval	vzorec	urval	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	mönster	vzorec	mönster	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	mönstret	vzorec	mönster	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
vzorec	modellen	vzorec	modell	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vzorec	förebild	vzorec	förebild	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vzorec	model	vzorec	model	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vzorec	förlaga	vzorec	förlaga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vzorec	modell	vzorec	modell	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vzorec	förlaga	vzorec	förlaga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vzorec	exemplar	vzorec	exempel	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vzorec	exemplaret	vzorec	exemplar	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
nadaljevanje	fortsättning	nadaljevanje	fortsättning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
nadaljevanje	uppföljare	nadaljevanje	uppföljare	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
nadaljevanje	uppföljaren	nadaljevanje	uppföljare	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
nadaljevanje	fortsättning	nadaljevanje	fortsättning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
podpira	stöttar	podpirati	stötta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
podpira	stöder	podpirati	stödja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
podpira	stödjer	podpirati	stödja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gol	mål	gol	mål	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zelena	grön	zelen	grön	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
zelena	grönt	zelen	grön	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
pritisk	tryck	pritisk	tryck	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
tekma	spel	tekma	spel	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
tekma	spelet	tekma	spel	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
tekma	game	tekma	game	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
tekma	match	tekma	match	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tekma	vilt	tekma	vilja	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
afrika	sydafrika	afrik	sydafrika	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
povečanje	ökning	povečanje	ökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
povečanje	höjning	povečanje	höjning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
povečanje	ökning	povečanje	ökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zgodovinarji	historiker	zgodovinar	historik	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
jugozahodno	sydvästra	jugozahodno	sydvästra	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;SG
jugovzhodno	sydost	jugovzhoden	sydost	ADV	ADV
vzhodna	östra	vzhoden	östra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
vzhodna	östra	vzhoden	östra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
vzhodna	östlig	vzhoden	östlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
veter	vinden	veter	vind	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
veter	vindkraft	veter	vindkraft	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
veter	vind	veter	vinda	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
napis	inskription	napis	inskription	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
napis	bildtext	napis	bildtext	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sedanji	aktuell	sedanji	aktuell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
sedanji	nuvarande	sedanji	nuvarande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
sedanji	aktuellt	sedanji	aktuell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
delci	partiklar	delec	partikel	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
delci	fragment	delec	fragment	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
delci	partiklar	delec	partikel	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
razlaga	förklaring	razlagati	förklaring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razlaga	tolkningen	razlagati	tolkning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
razlaga	tolkning	razlagati	tolkning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obzorja	vyer	obzorje	vyr	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
gornja	gornja	gornji	gornja	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
krivulja	kurva	krivulje	kurva	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
objekti	installationer	objekt	installation	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
objekti	anläggningar	objekt	anläggning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
objekti	anläggningar	objekt	anläggning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
objekti	faciliteter	objekt	facilitet	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
kmetijstvo	odling	kmetijstvo	odling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kmetijstvo	jordbruk	kmetijstvo	jordbruk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kmetijstvo	lantbruk	kmetijstvo	lantbruk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kmetijstvo	jordbruket	kmetijstvo	jordbruk	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
kmetijstvo	jordbruk	kmetijstvo	jordbruk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kmetijstvo	lantbruk	kmetijstvo	lantbruk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
island	ön	island	ön	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
tivoli	tivoli	tivoliti	tivoli	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
katoliški	katolsk	katoliški	katolsk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
katoliški	katolik	katoliški	katolik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
umetniško	konstnärlig	umetniški	konstnärlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
umetniško	konstnärligt	umetniški	konstnärlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
umetniško	konstnärlig	umetniški	konstnärlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
rabi	behöver	raba	behöva	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
urban	urban	urban	urban	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
urban	tätort	urban	tätor	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
znanstveniki	forskare	znanstvenik	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
narod	nations	narod	nation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
narod	nationen	narod	nation	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
narod	nation	narod	nation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rešitve	lösningarna	rešitev	lösning	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
rešitve	lösningar	rešitev	lösning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zdravilo	medicin	zdravilo	medicin	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zdravilo	botemedel	zdravilo	botemedel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zdravilo	kur	zdravilo	kur	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
aktiven	aktiv	aktiven	aktiv	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
vodilni	ledande	vodilen	ledande	ADJ;NOM;MASC;PL	ADJ;NOM;PRS;V.PTCP
baze	grunder	baza	grund	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
baze	baser	baza	bas	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
domneva	antagande	domneva	antagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
domneva	förmodan	domneva	förmodan	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
domneva	antagande	domneva	antagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
sprejme	godtar	sprejeti	godta	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sprejme	accepterar	sprejeti	acceptera	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sprejme	accepteras	sprejeti	acceptera	V;PFV;IND;SG;3;PRS;FIN	V;IND;NFIN;PASS
odloči	bestämma	odločiti	bestämma	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
vrnitev	återkomst	vrnitev	återkomst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vrnitev	avkastning	vrnitev	avkastning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verske	religiösa	verski	religiös	ADJ;NOM;FEM;PL	ADJ;NOM;PL
transport	transport	transport	transport	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tehnika	teknik	tehnika	teknik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tehnika	tekniken	tehnika	teknik	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
gospodarski	ekonomiskt	gospodarski	ekonomisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
gospodarski	ekonomisk	gospodarski	ekonomisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
pozno	sen	pozno	sen	ADV	ADV
pozno	sent	pozno	sen	ADV	ADV
letalstvo	luftfart	letalstvo	luftfart	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kombinacija	kombinationen	kombinacija	kombination	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
kombinacija	kombination	kombinacija	kombination	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kombinacija	kombo	kombinacija	kombo	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obstoja	förekomst	obstoj	förekomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
obstoja	tillvaro	obstoj	tillvaro	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
obstoja	existens	obstoj	exist	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lep	stilig	lep	stilig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
lep	snygg	lep	snygg	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
lep	snyggt	lep	snygga	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
lep	trevligt	lep	trevlig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
lep	fint	lep	fin	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
lep	snygg	lep	snygg	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
dovoljenje	licens	dovoljenje	lic	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	körkort	dovoljenje	körkort	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
dovoljenje	license	dovoljenje	license	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	tillåtelse	dovoljenje	tillåtelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	behörighet	dovoljenje	behörighet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	tillstånd	dovoljenje	tillstånd	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
dovoljenje	licens	dovoljenje	lic	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	tillstånd	dovoljenje	tillstånd	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
dovoljenje	godkännande	dovoljenje	godkännande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
dovoljenje	auktorisation	dovoljenje	auktorisation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dovoljenje	tillstånd	dovoljenje	tillstånd	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pripoveduje	berättar	pripovedovati	berätta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
plemič	adelsman	plemič	adelsman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
posnetek	filmklipp	posnetek	filmklipp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
posnetek	videon	posnetek	vid	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
posnetek	video	posnetek	vide	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
posnetek	videoklipp	posnetek	videoklipp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ocean	oceanen	ocean	ocean	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ocean	havet	ocean	hav	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
ocean	hav	ocean	hav	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ocean	ocean	ocean	ocean	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
primerna	passande	primeren	passa	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
primerna	lämplig	primeren	lämplig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
primerna	lämpligt	primeren	lämplig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
primerna	lämpligt	primeren	lämplig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
primerna	lämplig	primeren	lämplig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
primerna	passande	primeren	passa	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
komisar	kommissionär	komisar	kommissionär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
komisar	polismästaren	komisar	polismästare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
loki	bågar	lok	båga	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
izgubi	förlorar	izgubiti	förlora	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
izgubi	förlorar	izgubiti	förlora	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
videz	utseende	videz	utseende	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
videz	utseendet	videz	utseende	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
sreča	tur	sreča	tur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sreča	lucky	sreča	lucky	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sreča	lycka	sreča	lycka	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sreča	lyckan	sreča	lycka	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sreča	tur	sreča	tur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sreča	luck	sreča	luck	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
fort	fort	fort	fort	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ministrstva	departement	ministrstvo	departement	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
ministrstva	ministerier	ministrstvo	ministeri	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ministrstva	ministerierna	ministrstvo	ministerium	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
football	fotboll	football	fotboll	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
naprava	anordning	naprava	anordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
naprava	enhet	naprava	enhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
naprava	enheten	naprava	enhet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
klasične	klassiska	klasičen	klassisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
angleščina	engelska	angleščina	engelsk	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vključena	inkluderat	vključen	inkludera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vključena	inkluderad	vključen	inkludera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aktivnost	verksamhet	aktivnost	verksamhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aktivnost	aktiviteten	aktivnost	aktivitet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aktivnost	aktivitet	aktivnost	aktivitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zemljevidi	kartor	zemljevid	karta	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
tuji	utländska	tuj	utländsk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
tuji	främmande	tuj	främmande	ADJ;NOM;MASC;PL	ADJ;NOM
ukaz	command	ukaz	command	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ukaz	kommando	ukaz	kommando	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ukaz	kommandot	ukaz	kommandod	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
ukaz	order	ukaz	ord	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razpon	avstånd	razpon	avstånd	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
razpon	range	razpon	range	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razpon	intervall	razpon	intervall	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
potek	kurs	potek	kurs	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
podpredsednik	vice	podpredsednik	vice	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sanje	drömmar	sanja	drömma	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
prevoz	rid	prevoz	rid	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prevoz	transport	prevoz	transport	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prevoz	vagn	prevoz	vagn	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prevoz	ekipage	prevoz	ekipag	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
prevoz	transport	prevoz	transport	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
storitev	gudstjänst	storitev	gudstjänst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
storitev	tjänsten	storitev	tjänst	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
storitev	service	storitev	service	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
storitev	tjänst	storitev	tjänst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
veje	branscher	veja	bransch	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veje	filialer	veja	filial	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
