על	относно	על	относно	ADP	ADP
מתואר	описана	תואר	опиша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מתואר	описан	תואר	опиша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
פעילה	активна	פעיל	активна	ADJ;FEM;SG	ADJ;INDF;FEM;SG
פעילה	активен	פעיל	активен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
עתיקה	древен	עתיק	древен	N;FEM;SG	N;INDF;MASC;SG
מרצה	преподавател	הרצה	преподавател	N;MASC;SG	N;INDF;MASC;SG
מרצה	лектор	הרצה	лектор	N;MASC;SG	N;INDF;MASC;SG
מרצה	сервиране	הרצה	сервиране	N;MASC;SG	N;INDF;NEUT;SG
שיט	плаване	שיט	плаване	N;MASC;SG	N;INDF;NEUT;SG
שיט	лайна	שיט	лайна	N;MASC;SG	N;INDF;FEM;SG
דואר	поща	דואר	поща	N;MASC;SG	N;INDF;FEM;SG
זר	непозната	זר	непознат	ADJ;MASC;SG	ADJ;INDF;FEM;SG
זר	чужд	זר	чужд	ADJ;MASC;SG	ADJ;INDF;MASC;SG
זר	чужда	זר	чужд	ADJ;MASC;SG	ADJ;INDF;FEM;SG
סמכות	авторитет	סמכות	авторитет	N;FEM;SG	N;INDF;MASC;SG
סמכות	орган	סמכות	орган	N;FEM;SG	N;INDF;MASC;SG
אדמות	земи	אדמה	земя	N;FEM;PL	N;INDF;FEM;PL
ניסויים	опити	ניסוי	опит	N;MASC;PL	N;INDF;MASC;PL
ניסויים	експерименти	ניסוי	експеримент	N;MASC;PL	N;INDF;MASC;PL
סיור	турне	סיור	турне	N;MASC;SG	N;INDF;NEUT;SG
סיור	обиколка	סיור	обиколка	N;MASC;SG	N;INDF;FEM;SG
סיור	тур	סיור	тур	N;MASC;SG	N;INDF;MASC;SG
סיור	патрул	סיור	патрул	N;MASC;SG	N;INDF;MASC;SG
תנאים	термини	תנאי	термин	N;MASC;PL	N;INDF;MASC;PL
תנאים	условия	תנאי	условие	N;MASC;PL	N;INDF;NEUT;PL
תנאים	състояния	תנאי	състояние	N;MASC;PL	N;INDF;NEUT;PL
תנאים	условията	תנאי	условие	N;MASC;PL	N;DEF;NEUT;PL
תנאים	условия	תנאי	условие	N;MASC;PL	N;INDF;NEUT;PL
אמא	мама	אמא	мама	N;FEM;SG	N;INDF;FEM;SG
אמא	мама	אמא	мама	N;FEM;SG	N;INDF;FEM;SG
אמא	майка	אמא	майка	N;FEM;SG	N;INDF;FEM;SG
הוגן	справедлив	הוגן	справедлив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
הוגן	справедлива	הוגן	справедлив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מצוין	отличен	מצוין	отличен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
התוכן	съдържание	התוכן	съдържание	N;MASC;SG	N;INDF;NEUT;SG
מוזיקאים	музиканти	הוזיק	музикант	N;MASC;PL	N;INDF;MASC;PL
קלאסית	класическо	קלאסי	класически	ADV	ADV
קלאסית	класически	קלאסי	класически	ADV	ADV
קלאסית	класическо	קלאסי	класически	ADV	ADV
קלאסית	класически	קלאסי	класически	ADV	ADV
קיר	стена	קיר	стена	N;MASC;SG	N;INDF;FEM;SG
קיר	стената	קיר	стена	N;MASC;SG	N;DEF;FEM;SG
קיר	уол	קיר	уол	N;MASC;SG	N;INDF;FEM;SG
שחורים	черни	שחור	черен	ADJ;MASC;PL	ADJ;INDF;PL
דומות	подобни	דומה	подобен	ADJ;FEM;PL	ADJ;INDF;PL
לחקור	изследва	חקר	изследвам	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
פלסטינים	палестинците	פלסטיני	палестинец	N;MASC;PL	N;DEF;MASC;PL
מזג	времето	מזג	време	N;MASC;SG	N;DEF;NEUT;SG
מזג	нрав	מזג	нрав	N;MASC;SG	N;INDF;MASC;SG
מזג	нрав	מזג	нрав	N;MASC;SG	N;INDF;MASC;SG
מזג	темперамент	מזג	темперамент	N;MASC;SG	N;INDF;MASC;SG
לתרום	дари	תרם	даря	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
לתרום	допринесе	תרם	допринеса	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
להסיר	премахнете	הסיר	премахна	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
להסיר	махнете	הסיר	махна	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לשכנע	убеди	שכנע	убедя-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
תותחים	оръдия	תותח	оръди	N;MASC;PL	N;INDF;NEUT;PL
חמור	магарето	חמור	магаре	N;MASC;SG	N;DEF;NEUT;SG
חמור	магаре	חמור	магаре	N;MASC;SG	N;INDF;NEUT;SG
שופט	съдията	שופט	съдия	N;MASC;SG	N;DEF;MASC;SG
שופט	съдия	שופט	съдия	N;MASC;SG	N;INDF;MASC;SG
שופט	рефер	שופט	рефер	N;MASC;SG	N;INDF;MASC;SG
שופט	съдия	שופט	съдия	N;MASC;SG	N;INDF;MASC;SG
שופט	арбитър	שופט	арбитър	N;MASC;SG	N;INDF;MASC;SG
שופט	рефер	שופט	рефер	N;MASC;SG	N;INDF;MASC;SG
מוגבלת	ограничено	הוגבל	огранича	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוגבלת	ограничена	הוגבל	огранича-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגבלת	ограничен	הוגבל	огранича-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוגבלת	ограничено	הוגבל	огранича	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוגבלת	ограничена	הוגבל	огранича-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגבלת	ограничен	הוגבל	огранича-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מעגל	кръгче	מעגל	кръг	N;MASC;SG	N;INDF;NEUT;SG
מעגל	кръгът	מעגל	кръг	N;MASC;SG	N;DEF;MASC;SG
מעגל	окръжност	מעגל	окръжност	N;MASC;SG	N;INDF;FEM;SG
מעגל	кръговрат	מעגל	кръговрат	N;MASC;SG	N;INDF;MASC;SG
מעגל	кръг	מעגל	кръг	N;MASC;SG	N;INDF;MASC;SG
שורות	редиците	שורה	редица	N;FEM;PL	N;DEF;FEM;PL
שורות	редици	שורה	редица	N;FEM;PL	N;INDF;FEM;PL
שורות	редове	שורה	ред	N;FEM;PL	N;INDF;MASC;PL
שורות	линии	שורה	линия	N;FEM;PL	N;INDF;FEM;PL
שורות	реплики	שורה	реплика	N;FEM;PL	N;INDF;FEM;PL
שורות	редове	שורה	ред	N;FEM;PL	N;INDF;MASC;PL
גיוס	наемане	גיוס	наемане	N;MASC;SG	N;INDF;NEUT;SG
גיוס	набиране	גיוס	набиране	N;MASC;SG	N;INDF;NEUT;SG
גיוס	назначаване	גיוס	назначаване	N;MASC;SG	N;INDF;NEUT;SG
גיוס	набиране	גיוס	набиране	N;MASC;SG	N;INDF;NEUT;SG
גיוס	чернова	גיוס	чернова	N;MASC;SG	N;INDF;FEM;SG
תלמיד	студентка	תלמיד	студентка	N;MASC;SG	N;INDF;FEM;SG
תלמיד	ученик	תלמיד	ученик	N;MASC;SG	N;INDF;MASC;SG
תלמיד	ученичка	תלמיד	ученичка	N;MASC;SG	N;INDF;FEM;SG
תלמיד	студент	תלמיד	студент	N;MASC;SG	N;INDF;MASC;SG
עמדות	пози	עמדה	позя-(се)	N;FEM;PL	N;INDF;FEM;PL
עמדות	позиции	עמדה	позиция	N;FEM;PL	N;INDF;FEM;PL
משימה	назначение	משימה	назначение	N;FEM;SG	N;INDF;NEUT;SG
משימה	задача	משימה	задача	N;FEM;SG	N;INDF;FEM;SG
משימה	задача	משימה	задача	N;FEM;SG	N;INDF;FEM;SG
משימה	задачата	משימה	задача	N;FEM;SG	N;DEF;FEM;SG
משימה	мисията	משימה	мисия	N;FEM;SG	N;DEF;FEM;SG
משימה	мисия	משימה	мисия	N;FEM;SG	N;INDF;FEM;SG
אלבומים	албуми	אלבום	албум	N;MASC;PL	N;INDF;MASC;PL
אלבומים	албумите	אלבום	албум	N;MASC;PL	N;DEF;MASC;PL
השבטים	племена	השבט	племя	N;MASC;PL	N;INDF;NEUT;PL
השבטים	племената	השבט	племя	N;MASC;PL	N;DEF;NEUT;PL
הוראות	нареждания	הוראה	нареждане	N;FEM;PL	N;INDF;NEUT;PL
הוראות	заповеди	הוראה	заповедя	N;FEM;PL	N;INDF;MASC;PL
הוראות	поръчки	הוראה	поръчка	N;FEM;PL	N;INDF;FEM;PL
הוראות	инструкции	הוראה	инструкция	N;FEM;PL	N;INDF;FEM;PL
הוראות	указания	הוראה	указание	N;FEM;PL	N;INDF;NEUT;PL
כתובות	надписи	כתובת	надпис	N;FEM;PL	N;INDF;MASC;PL
כתובות	адреси	כתובת	адрес	N;FEM;PL	N;INDF;MASC;PL
כתובות	адресите	כתובת	адрес	N;FEM;PL	N;DEF;MASC;PL
מוסר	морал	מוסר	морал	N;MASC;SG	N;INDF;MASC;SG
מוסר	морал	מוסר	морал	N;MASC;SG	N;INDF;MASC;SG
מוסר	моралът	מוסר	морал	N;MASC;SG	N;DEF;MASC;SG
מיוחדות	специални	מיוחד	специален	ADJ;FEM;PL	ADJ;INDF;PL
רופאים	лекари	רופא	лекар	N;MASC;PL	N;INDF;MASC;PL
רופאים	лекарите	רופא	лекар	N;MASC;PL	N;DEF;MASC;PL
רופאים	доктори	רופא	доктор	N;MASC;PL	N;INDF;MASC;PL
רופאים	лекари	רופא	лекар	N;MASC;PL	N;INDF;MASC;PL
איבר	крайник	איבר	крайник	N;MASC;SG	N;INDF;MASC;SG
איבר	орган	איבר	орган	N;MASC;SG	N;INDF;MASC;SG
טכנולוגיה	технология	טכנולוגיה	технология	N;FEM;SG	N;INDF;FEM;SG
השפעות	последици	השפעה	последица	N;FEM;PL	N;INDF;FEM;PL
השפעות	ефекти	השפעה	ефект	N;FEM;PL	N;INDF;MASC;PL
השפעות	влияния	השפעה	влияние	N;FEM;PL	N;INDF;NEUT;PL
מדענים	учени	מדען	учен	N;MASC;PL	N;INDF;MASC;PL
דמוקרטית	демократично	דמוקרטי	демократичен	ADV	ADV
הצבעות	гласове	הצבעה	глас	N;FEM;PL	N;INDF;MASC;PL
חוג	кръгче	חוג	кръг	N;MASC;SG	N;INDF;NEUT;SG
חוג	кръгът	חוג	кръг	N;MASC;SG	N;DEF;MASC;SG
חוג	окръжност	חוג	окръжност	N;MASC;SG	N;INDF;FEM;SG
חוג	кръговрат	חוג	кръговрат	N;MASC;SG	N;INDF;MASC;SG
חוג	кръг	חוג	кръг	N;MASC;SG	N;INDF;MASC;SG
הזכויות	права	הזכות	право	N;FEM;PL	N;INDF;NEUT;PL
מתקדם	напреднал	התקדם	напредна	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
מתקדם	напреднала	התקדם	напредна	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
מתקדם	разширено	התקדם	разширя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
שכבות	пластове	שכבה	пласт	N;FEM;PL	N;INDF;MASC;PL
שכבות	слоеве	שכבה	слоева	N;FEM;PL	N;INDF;MASC;PL
מבקרים	критици	מבקר	критик	N;MASC;PL	N;INDF;MASC;PL
מבקרים	критиците	מבקר	критик	N;MASC;PL	N;DEF;MASC;PL
מבקרים	посетителите	מבקר	посетител	N;MASC;PL	N;DEF;MASC;PL
מבקרים	посетители	מבקר	посетител	N;MASC;PL	N;INDF;MASC;PL
מיעוט	малцинство	מיעוט	малцинство	N;MASC;SG	N;INDF;NEUT;SG
מיעוט	малцинството	מיעוט	малцинство	N;MASC;SG	N;DEF;NEUT;SG
תאוריה	теорията	תאוריה	теория	N;FEM;SG	N;DEF;FEM;SG
תאוריה	теория	תאוריה	теория	N;FEM;SG	N;INDF;FEM;SG
הפרעות	смущения	הפרעה	смущение	N;FEM;PL	N;INDF;NEUT;PL
מגדר	пол	מגדר	пол	N;MASC;SG	N;INDF;MASC;SG
מגדר	пола	מגדר	пола	N;MASC;SG	N;INDF;FEM;SG
צומת	възел	צומת	възел	N;FEM;SG	N;INDF;MASC;SG
צומת	кръстовището	צומת	кръстовище	N;FEM;SG	N;DEF;NEUT;SG
צומת	пресичане	צומת	пресичане	N;FEM;SG	N;INDF;NEUT;SG
צומת	кръстовище	צומת	кръстовище	N;FEM;SG	N;INDF;NEUT;SG
צומת	пресечка	צומת	пресечка	N;FEM;SG	N;INDF;FEM;SG
צומת	възел	צומת	възел	N;FEM;SG	N;INDF;MASC;SG
צומת	кръстовище	צומת	кръстовище	N;FEM;SG	N;INDF;NEUT;SG
כללים	правила	כלל	правило	N;MASC;PL	N;INDF;NEUT;PL
כללים	правилата	כלל	правило	N;MASC;PL	N;DEF;NEUT;PL
סוכנות	агенция	סוכנות	агенция	N;FEM;SG	N;INDF;FEM;SG
סוכנות	агенцията	סוכנות	агенция	N;FEM;SG	N;DEF;FEM;SG
סרטן	рак	סרטן	рак	N;MASC;SG	N;INDF;MASC;SG
סרטן	ракът	סרטן	рак	N;MASC;SG	N;DEF;MASC;SG
שיניים	зъби	שן	зъб	N;FEM;PL	N;INDF;MASC;PL
שיניים	зъбите	שן	зъб	N;FEM;PL	N;DEF;MASC;PL
הפסקה	прекъсване	הפסקה	прекъсване	N;FEM;SG	N;INDF;NEUT;SG
הפסקה	почивка	הפסקה	почивка	N;FEM;SG	N;INDF;FEM;SG
הפסקה	антракта	הפסקה	антракт	N;FEM;SG	N;DEF;MASC;SG
הפסקה	пауза	הפסקה	пауза	N;FEM;SG	N;INDF;FEM;SG
מוחלטת	абсолютна	מוחלט	абсолютен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מוחלטת	абсолютен	מוחלט	абсолютен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מרחק	дистанция	מרחק	дистанция	N;MASC;SG	N;INDF;FEM;SG
מרחק	разстояние	מרחק	разстояние	N;MASC;SG	N;INDF;NEUT;SG
מוכרת	позната	מוכר	познат	ADJ;FEM;SG	ADJ;INDF;FEM;SG
אמצע	средата	אמצע	среда	N;MASC;SG	N;DEF;FEM;SG
לתרגם	преведа	רתגם	преведа	V;NFIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
לתרגם	преведете	רתגם	преведа	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
מעורבות	ангажимент	מעורבות	ангажимент	N;FEM;SG	N;INDF;MASC;SG
מעורבות	годежът	מעורבות	годеж	N;FEM;SG	N;DEF;MASC;SG
מעורבות	годежа	מעורבות	годеж	N;FEM;SG	N;INDF;FEM;SG
מעורבות	годеж	מעורבות	годеж	N;FEM;SG	N;INDF;MASC;SG
מעורבות	ангажиране	מעורבות	ангажиране	N;FEM;SG	N;INDF;NEUT;SG
מעורבות	участие	מעורבות	участие	N;FEM;SG	N;INDF;NEUT;SG
קומות	етажите	קומה	етаж	N;FEM;PL	N;DEF;MASC;PL
קומות	подове	קומה	под	N;FEM;PL	N;INDF;MASC;PL
קומות	етажи	קומה	етаж	N;FEM;PL	N;INDF;MASC;PL
ציורים	рисунки	ציור	рисунка	N;MASC;PL	N;INDF;FEM;PL
ציורים	скици	ציור	скица	N;MASC;PL	N;INDF;FEM;PL
ציורים	чертежи	ציור	чертеж	N;MASC;PL	N;INDF;MASC;PL
ציורים	картини	ציור	картина	N;MASC;PL	N;INDF;FEM;PL
ציורים	картините	ציור	картина	N;MASC;PL	N;DEF;FEM;PL
הזדמנות	шанс	הזדמנות	шанс	N;FEM;SG	N;INDF;MASC;SG
הזדמנות	ченс	הזדמנות	ченс	N;FEM;SG	N;INDF;MASC;SG
הזדמנות	възможност	הזדמנות	възможност	N;FEM;SG	N;INDF;FEM;SG
התקדמות	прогрес	התקדמות	прогрес	N;FEM;SG	N;INDF;MASC;SG
התקדמות	напредък	התקדמות	напредък	N;FEM;SG	N;INDF;MASC;SG
החזיק	проведе	החזיק	проведа	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
פילוסופיה	философия	פילוסופיה	философия	N	N;INDF;FEM;SG
פילוסופיה	философията	פילוסופיה	философия	N	N;DEF;FEM;SG
פרחים	цветята	פרח	цветя	N;MASC;PL	N;DEF;NEUT;PL
פרחים	цветя	פרח	цвете	N;MASC;PL	N;INDF;NEUT;PL
למלא	напълни	מילא	напълня-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
מקצועית	професионално	מקצועי	професионално	ADV	ADV
מקצועית	професионално	מקצועי	професионално	ADV	ADV
פליטים	бежанци	פליט	бежанец	N;MASC;PL	N;INDF;MASC;PL
פליטים	бежанците	פליט	бежанец	N;MASC;PL	N;DEF;MASC;PL
פליטים	бегълци	פליט	бегълец	N;MASC;PL	N;INDF;MASC;PL
מסה	маса	מסה	маса	N;FEM;SG	N;INDF;FEM;SG
מסה	литургия	מסה	литургия	N;FEM;SG	N;INDF;FEM;SG
לסיים	завърши	סיים	завърша	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
לסיים	довърши	סיים	довърша-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
לסיים	довърша	סיים	довърша-(се)	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
שולחן	масата	שולחן	маса	N;MASC;SG	N;DEF;FEM;SG
שולחן	маса	שולחן	маса	N;MASC;SG	N;INDF;FEM;SG
שולחן	масичка	שולחן	масичка	N;MASC;SG	N;INDF;FEM;SG
שולחן	таблица	שולחן	таблица	N;MASC;SG	N;INDF;FEM;SG
ארכיון	архив	ארכיון	архив	N;MASC;SG	N;INDF;MASC;SG
ארכיון	архив	ארכיון	архив	N;MASC;SG	N;INDF;MASC;SG
חלקה	гладка	חלקה	гладка	N;FEM;SG	N;INDF;FEM;SG
תוכנן	проектирано	תוכנן	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
תוכנן	проектирана	תוכנן	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
תוכנן	проектиран	תוכנן	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גלריה	галерия	גלריה	галерия	N;FEM;SG	N;INDF;FEM;SG
גלריה	galleria	גלריה	galleria	N;FEM;SG	N;INDF;MASC;SG
צבעים	цветове	צבע	цвят	N;MASC;PL	N;INDF;MASC;PL
צבעים	цветове	צבע	цвят	N;MASC;PL	N;INDF;MASC;PL
שיקול	обмисляне	שיקול	обмисляне	N;MASC;SG	N;INDF;NEUT;SG
חיובי	позитивна	חיובי	позитивен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חיובי	положителен	חיובי	положителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חיובי	положителна	חיובי	положителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מערכה	акт	מערכה	акт	N;FEM;SG	N;INDF;MASC;SG
ועדה	комитет	ועדה	комитет	N;FEM;SG	N;INDF;MASC;SG
ועדה	комисия	ועדה	комисия	N;FEM;SG	N;INDF;FEM;SG
שכונות	квартали	שכונה	квартал	N;FEM;PL	N;INDF;MASC;PL
שכונות	квартали	שכונה	квартал	N;FEM;PL	N;INDF;MASC;PL
מפורסמים	известни	מפורסם	известен	ADJ;MASC;PL	ADJ;INDF;PL
תפילה	молитва	תפילה	молитва	N;FEM;SG	N;INDF;FEM;SG
תפילה	молитва	תפילה	молитва	N;FEM;SG	N;INDF;FEM;SG
הנוסעים	пътниците	הנוסע	пътник	N	N;DEF;MASC;PL
הנוסעים	пътници	הנוסע	пътник	N	N;INDF;MASC;PL
הנוסעים	пасажери	הנוסע	пасажер	N	N;INDF;MASC;PL
מונחים	термини	מונח	термин	N;MASC;PL	N;INDF;MASC;PL
מונחים	условия	מונח	условие	N;MASC;PL	N;INDF;NEUT;PL
חקירה	разпит	חקירה	разпит	N;FEM;SG	N;INDF;MASC;SG
חקירה	разследването	חקירה	разследване	N;FEM;SG	N;DEF;NEUT;SG
חקירה	разследване	חקירה	разследване	N;FEM;SG	N;INDF;NEUT;SG
חקירה	запитване	חקירה	запитване	N;FEM;SG	N;INDF;NEUT;SG
פוליטיקה	политиката	פוליטיקה	политика	N;FEM;SG	N;DEF;FEM;SG
פוליטיקה	политика	פוליטיקה	политика	N;FEM;SG	N;INDF;FEM;SG
הפרשים	конници	הפרש	конница	N;MASC;PL	N;INDF;MASC;PL
