els	the	el	the	DET;DEF;MASC;PL	DET;DEF
edificacions	buildings	edificació	building	N;FEM;PL	N;PL
cremar	burn	cremar	burn	V;NFIN	V;IMP;FIN
sodi	sodium	sodi	sodium	N;MASC;SG	N;SG
defenses	defenses	defensa	defense	N;FEM;PL	N;PL
barret	hat	barret	hat	N;MASC;SG	N;SG
processament	processing	processament	processing	N;MASC;SG	N;SG
financer	financial	financer	financial	ADJ;MASC;SG	ADJ
soci	partner	soci	partner	N;MASC;SG	N;SG
romanès	romanian	romanès	romanian	ADJ;MASC;SG	ADJ
fongs	fungi	fong	fungi	N;MASC;PL	N;PL
renovar	renew	renovar	renew	V;NFIN	V;IMP;FIN
economista	economist	economista	economist	N;SG	N;SG
diferenciar	differentiate	diferenciar	differentiate	V;NFIN	V;IMP;FIN
cantants	singers	cantant	singer	N;PL	N;PL
traïció	treason	traïció	treason	N;FEM;SG	N;SG
estrictament	strictly	estrictament	strictly	ADV	ADV
censura	censorship	censura	censorship	N;FEM;SG	N;SG
combustió	combustion	combustió	combustion	N;FEM;SG	N;SG
comprensió	understanding	comprensió	understanding	N;FEM;SG	N;SG
seqüències	sequences	seqüència	sequence	N;FEM;PL	N;PL
investigar	investigate	investigar	investigate	V;NFIN	V;IMP;FIN
pantà	swamp	pantà	swamp	N;MASC;SG	N;SG
revelar	reveal	revelar	reveal	V;NFIN	V;IMP;FIN
fitxers	files	fitxer	file	N;MASC;PL	N;PL
fortaleses	fortresses	fortalesa	fortress	N;FEM;PL	N;PL
taxes	fees	taxa	fee	N;FEM;PL	N;PL
modernisme	modernism	modernisme	modernism	N;MASC;SG	N;SG
necessàriament	necessarily	necessàriament	necessarily	ADV	ADV
rehabilitació	rehabilitation	rehabilitació	rehabilitation	N;FEM;SG	N;SG
immigració	immigration	immigració	immigration	N;FEM;SG	N;SG
tracte	deal	tracte	deal	N;MASC;SG	N;SG
protestant	protestant	protestant	protestant	ADJ;SG	ADJ
festivals	festivals	festival	festival	N;MASC;PL	N;PL
obtenció	obtaining	obtenció	obtain	N;FEM;SG	N;SG
jutges	judges	jutge	judge	N;MASC;PL	N;PL
mercaderies	goods	mercaderia	goods	N;FEM;PL	N;PL
caritat	charity	caritat	charity	N;FEM;SG	N;SG
ions	ions	ions	ion	N;MASC;PL	N;PL
filologia	philology	filologia	philology	N;FEM;SG	N;SG
melodia	melody	melodia	melody	N;FEM;SG	N;SG
elèctrics	electrical	elèctric	electrical	ADJ;MASC;PL	ADJ
costos	costs	cost	cost	N;MASC;PL	N;PL
infraestructures	infrastructures	infraestructura	infrastructure	N;FEM;PL	N;PL
normals	normal	normal	normal	ADJ;PL	ADJ
lligues	leagues	lliga	league	N;FEM;PL	N;PL
teòric	theoretical	teòric	theoretical	ADJ;MASC;SG	ADJ
rec	rec	rec	rec	N;MASC;SG	N;SG
centenari	centenary	centenari	centenary	N;MASC;SG	N;SG
