aliado	حليف	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
marketing	تسويق	marketing	تَسوِيق	N;MASC;SG	N;NOM;INDF;SG
marketing	التسويق	marketing	تَسوِيق	N;MASC;SG	N;NOM;DEF;SG
acabado	منتهي	acabar	منتهي	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
harina	الطحين	harina	الطحين	N;FEM;SG	N;NOM;DEF;SG
harina	الدقيق	harina	دَقِيق	N;FEM;SG	N;NOM;DEF;SG
diaria	اليومية	diario	يَومِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
diaria	اليومي	diario	يَومِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
diaria	يومية	diario	يَومِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
diaria	يوميا	diario	يَومِيّ	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
delegados	الوفود	delegado	وَفد	N;MASC;PL	N;NOM;DEF;PL
delegados	مندوبين	delegado	مَندُوب	N;MASC;PL	N;NOM;INDF;PL
delegados	المندوبون	delegado	مَندُوب	N;MASC;PL	N;NOM;DEF;PL
delegados	المندوبين	delegado	مَندُوب	N;MASC;PL	N;NOM;DEF;PL
supera	يتجاوز	superar	تَجَاوَز	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
trabajador	موظف	trabajador	مُوَظَّف	N;MASC;SG	N;NOM;INDF;SG
trabajador	الموظف	trabajador	مُوَظَّف	N;MASC;SG	N;NOM;DEF;SG
trabajador	موظفة	trabajador	مُوَظَّف	N;MASC;SG	N;NOM;INDF;SG
trabajador	العامل	trabajador	عَامِل	N;MASC;SG	N;NOM;DEF;SG
trabajador	عامل	trabajador	عَامِل	N;MASC;SG	N;NOM;INDF;SG
listo	مستعد	listo	مُستَعِدّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
listo	جاهزة	listo	جَاهِز	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
listo	جاهز	listo	جَاهِز	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
listo	ذكية	listo	ذَكِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
mejorado	محسنة	mejorar	مُحَسَّنَة	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
votaciones	اصوات	votación	صَوت	N;FEM;PL	N;NOM;INDF;PL
votaciones	الاصوات	votación	صَوت	N;FEM;PL	N;NOM;DEF;PL
avenidas	السبل	avenida	سَبِيل	N;FEM;PL	N;NOM;DEF;PL
avenidas	سبل	avenida	سَبِيل	N;FEM;PL	N;NOM;INDF;PL
gobernó	حكمت	gobernar	حَكَم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
adquirida	المكتسبة	adquirido	مُكتَسَبَة	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
cuencas	الاحواض	cuenca	حَوض	N;FEM;PL	N;NOM;DEF;PL
cuencas	احواض	cuenca	حَوض	N;FEM;PL	N;NOM;INDF;PL
comerciante	تاجر	comerciante	تَاجِر	N;SG	N;NOM;INDF;SG
comerciante	التاجر	comerciante	تَاجِر	N;SG	N;NOM;DEF;SG
comerciante	تاجر	comerciante	تَاجِر	N;SG	N;NOM;INDF;SG
comerciante	التاجر	comerciante	تَاجِر	N;SG	N;NOM;DEF;SG
comerciante	تاجر	comerciante	تَاجِر	N;SG	N;NOM;INDF;SG
comerciante	موزع	comerciante	مَوزِع	N;SG	N;NOM;INDF;SG
comerciante	الموزع	comerciante	مُوَزَّع	N;SG	N;NOM;DEF;SG
comerciante	التاجر	comerciante	تَاجِر	N;SG	N;NOM;DEF;SG
cuántica	كمي	cuántico	كمي	N;FEM;SG	N;NOM;INDF;SG
anfitrión	مضيف	anfitrión	مُضِيف	N;MASC;SG	N;NOM;INDF;SG
chase	المطاردة	chase	مُطَارَدَة	N;SG	N;NOM;DEF;SG
chase	مطاردة	chase	مُطَارَدَة	N;SG	N;NOM;INDF;SG
hell	جحيم	hell	جحيم	N	N;NOM;INDF;SG
hell	الجحيم	hell	جَحِيم	N	N;NOM;DEF;SG
adaptaciones	تعديلات	adaptación	تَعدِيل	N;FEM;PL	N;NOM;INDF;PL
adaptaciones	التسويات	adaptación	تَسوِيَة	N;FEM;PL	N;NOM;DEF;PL
adaptaciones	التعديلات	adaptación	تَعدِيل	N;FEM;PL	N;NOM;DEF;PL
sepulcro	مقبرة	sepulcro	مُقبِر	N;MASC;SG	N;NOM;INDF;SG
sepulcro	قبر	sepulcro	قَبر	N;MASC;SG	N;NOM;INDF;SG
sepulcro	القبر	sepulcro	قَبر	N;MASC;SG	N;NOM;DEF;SG
sepulcro	المقبرة	sepulcro	مُقبِر	N;MASC;SG	N;NOM;DEF;SG
eliminatorias	التصفيات	eliminatoria	تَصفِيَة	N;FEM;PL	N;NOM;DEF;PL
detección	الكشف	detección	كَشف	N;FEM;SG	N;NOM;DEF;SG
proximidad	القرب	proximidad	قُرب	N;FEM;SG	N;NOM;DEF;SG
proximidad	التقارب	proximidad	تَقَارُب	N;FEM;SG	N;NOM;DEF;SG
proximidad	القرب	proximidad	قُرب	N;FEM;SG	N;NOM;DEF;SG
funeral	الجنازة	funeral	جِنَازَة	N;MASC;SG	N;NOM;DEF;SG
funeral	جنازة	funeral	جِنَازَة	N;MASC;SG	N;NOM;INDF;SG
aportes	مدخلات	aporte	مدخلات	N;MASC;PL	N;NOM;INDF;PL
aportes	المدخلات	aporte	مُدخِلَة	N;MASC;PL	N;NOM;DEF;PL
aportes	مساهمات	aporte	مُسَاهَمَة	N;MASC;PL	N;NOM;INDF;PL
aportes	الاشتراكات	aporte	اِشتِرَاك	N;MASC;PL	N;NOM;DEF;PL
aportes	المساهمات	aporte	مُسَاهَمَة	N;MASC;PL	N;NOM;DEF;PL
aportes	مساهمات	aporte	مُسَاهَمَة	N;MASC;PL	N;NOM;INDF;PL
aportes	التبرعات	aporte	تَبَرُّع	N;MASC;PL	N;NOM;DEF;PL
semilla	بذرة	semilla	بِذرَة	N;FEM;SG	N;NOM;INDF;SG
sobrevivientes	الناجين	sobreviviente	الناجين	N;PL	N;NOM;DEF;PL
sobrevivientes	الناجون	sobreviviente	نَاجُون	N;PL	N;NOM;DEF;PL
sobrevivientes	الناجين	sobreviviente	الناجين	N;PL	N;NOM;DEF;PL
sobrevivientes	الناجون	sobreviviente	نَاجُون	N;PL	N;NOM;DEF;PL
estratégico	الاستراتيجي	estratégico	إِسترَاتِيجِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
estratégico	استراتيجي	estratégico	إِسترَاتِيجِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
lucky	المحظوظ	lucky	مَحظُوظ	N;MASC;SG	N;NOM;DEF;SG
morning	الصباح	morning	صَبَاح	N	N;NOM;DEF;SG
morning	صباح	morning	صَبَاح	N	N;NOM;INDF;SG
cumbres	القمم	cumbre	قِمَّة	N;FEM;PL	N;NOM;DEF;PL
cumbres	قمم	cumbre	قِمَّة	N;FEM;PL	N;NOM;INDF;PL
index	فهرس	index	فهرس	N	N;NOM;INDF;SG
index	مؤشر	index	مُؤَشِّر	N	N;NOM;INDF;SG
tablero	اللوح	tablero	لَوح	N;MASC;SG	N;NOM;DEF;SG
confirma	اكد	confirmar	أَكَّد	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
playoffs	التصفيات	playoffs	تَصفِيَة	N;MASC;PL	N;NOM;DEF;PL
parlamentaria	برلمانية	parlamentario	بَرلَمَانِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
parlamentaria	برلماني	parlamentario	بَرلَمَانِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
parlamentaria	البرلماني	parlamentario	بَرلَمَانِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
demonios	شياطين	demonio	شِيَاطِين	N;MASC;PL	N;ACC;INDF;PL
