und	та	und	та	CONJ	CONJ
umgesetzt	реалізовано	umsetzen	реалізувати	V;V.PTCP	V;PFV;IND;0;FIN
verteilt	поширюється	verteilen	поширюватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
geschehen	станеться	geschehen	статися	V;V.PTCP	V;PFV;IND;SG;3;FUT;FIN
geschehen	трапляються	geschehen	траплятися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
geschehen	статися	geschehen	статися	V;V.PTCP	V;PFV;NFIN
geschehen	відбувається	geschehen	відбуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
geschehen	відбувалися	geschehen	відбуватися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
geschehen	сталося	geschehen	статися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
geschehen	відбулося	geschehen	відбутися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
geschehen	трапилося	geschehen	трапитися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
geschehen	трапилось	geschehen	трапитися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
effekt	ефект	effekt	ефект	N	N;INAN;NOM;MASC;SG
effekt	ефекти	effekt	ефект	N	N;INAN;NOM;MASC;PL
gefallen	подобалось	fallen|gefallen	подобатися	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
gefallen	терпів	fallen|gefallen	терп	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gefallen	сподобався	fallen|gefallen	сподобатися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefallen	сподобалося	fallen|gefallen	сподобатися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
gefallen	упав	fallen|gefallen	упава	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefallen	впала	fallen|gefallen	впасти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gefallen	впав	fallen|gefallen	впасти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefallen	впала	fallen|gefallen	впасти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gefallen	провалився	fallen|gefallen	провалитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefallen	падали	fallen|gefallen	падати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
griechisch	грецький	griechisch	грецький	ADJ	ADJ;NOM;MASC;SG
griechisch	грецьке	griechisch	грецький	ADJ	ADJ;NOM;NEUT;SG
griechisch	грецькі	griechisch	грецький	ADJ	ADJ;NOM;PL
ausstattung	обладнання	ausstattung	обладнання	N	N;INAN;NOM;NEUT;SG
ausstattung	інвентар	ausstattung	інвентар	N	N;INAN;NOM;MASC;SG
ausstattung	єднання	ausstattung	єднання	N	N;INAN;NOM;NEUT;SG
ausstattung	обстановка	ausstattung	обстановка	N	N;INAN;NOM;FEM;SG
ausstattung	споруди	ausstattung	споруда	N	N;INAN;NOM;FEM;PL
gelegen	розташовані	liegen	розташований	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gelegen	розташований	liegen	розташований	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
jüngeren	молодша	jung	молодший	ADJ	ADJ;NOM;RL;FEM;SG
jüngeren	молодший	jung	молодший	ADJ	ADJ;NOM;CMPR;MASC;SG
jüngeren	молодшою	jung	молодший	ADJ	ADJ;INS;RL;FEM;SG
produkt	добуток	produkt	добуток	N	N;INAN;NOM;MASC;SG
produkt	продукт	produkt	продукт	N	N;INAN;NOM;MASC;SG
produkt	товар	produkt	товар	N	N;INAN;NOM;MASC;SG
produkt	продукція	produkt	продукція	N	N;INAN;NOM;FEM;SG
produkt	виріб	produkt	виріб	N	N;INAN;NOM;MASC;SG
produkt	вироби	produkt	виріб	N	N;INAN;NOM;MASC;PL
produkt	продукти	produkt	продукт	N	N;INAN;NOM;MASC;PL
porträt	портрет	porträt	портрет	N;SG	N;INAN;NOM;MASC;SG
umgewandelt	перетворено	umwandeln	перетворити	V;V.PTCP	V;PFV;IND;0;FIN
umgewandelt	перетворились	umwandeln	перетворитися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gutes	добрий	gut	добрий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ansatz	підхід	ansatz	підхід	N;SG	N;INAN;NOM;MASC;SG
italienisch	італійською	italienisch	італійський	ADJ	ADJ;INS;FEM;SG
italienisch	італійський	italienisch	італійський	ADJ	ADJ;NOM;MASC;SG
italienisch	італійська	italienisch	італійський	ADJ	ADJ;NOM;FEM;SG
italienisch	італійської	italienisch	італійський	ADJ	ADJ;GEN;FEM;SG
verteidigung	оборона	verteidigung	оборона	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
verteidigung	захист	verteidigung	захист	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
verteidigung	захист	verteidigung	захист	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
etappe	стадія	etapp	стадія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
psychologie	психологія	psychologie	психологія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
redaktion	редагування	redaktion	редагування	N;SG	N;INAN;NOM;NEUT;SG
redaktion	монтаж	redaktion	монтаж	N;SG	N;INAN;NOM;MASC;SG
redaktion	редактор	redaktion	редактор	N;SG	N;ANIM;NOM;MASC;SG
erfahren	дізнатися	erfahren	дізнатися	V;V.PTCP	V;PFV;NFIN
erfahren	вчити	erfahren	вчити	V;V.PTCP	V;IPFV;NFIN
erfahren	вчитись	erfahren	вчитися	V;V.PTCP	V;IPFV;NFIN
erfahren	навчитися	erfahren	навчитися	V;V.PTCP	V;PFV;NFIN
führenden	вели	führend	вести	V;PL;FIN	V;IPFV;IND;PL;PST;FIN
überall	всюди	überall	всюди	ADV	ADV
überall	нікуди	überall	нікуди	ADV	ADV
überall	всюди	überall	всюди	ADV	ADV
überall	скрізь	überall	скрізь	ADV	ADV
betroffenen	задіяні	betroffen	задіяний	ADJ;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
gelb	жовте	gelb	жовий	ADJ	ADJ;NOM;NEUT;SG
gelb	жовтого	gelb	жовтий	ADJ	ADJ;GEN;MASC;SG
gelb	жовті	gelb	жовтий	ADJ	ADJ;NOM;PL
gelb	жовтий	gelb	жовтий	ADJ	ADJ;NOM;MASC;SG
üblicherweise	зазвичай	üblicherweise	зазвичай	ADV	ADV
üblicherweise	зазвичай	üblicherweise	зазвичай	ADV	ADV
überarbeitung	версія	überarbeitung	версія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
überarbeitung	модифікація	überarbeitung	модифікація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
größtenteils	здебільшого	größtenteils	здебільшого	ADV	ADV
größtenteils	переважно	größtenteils	переважно	ADV	ADV
größtenteils	здебільшого	größtenteils	здебільшого	ADV	ADV
bekannter	відома	bekannter	відомий	ADJ	ADJ;NOM;FEM;SG
bekannter	відоме	bekannter	відомий	ADJ	ADJ;NOM;NEUT;SG
bekannter	відомі	bekannter	відомий	ADJ	ADJ;NOM;PL
bekannter	знайомі	bekannter	знайомий	ADJ	ADJ;NOM;PL
bekannter	знайомі	bekannter	знайомий	ADJ	ADJ;NOM;PL
bekannter	знайомих	bekannter	знайомий	ADJ	ADJ;ANIM;ACC;PL
strom	електрика	strom	електрик	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
genaue	точні	genau	точний	ADJ;NOM	ADJ;NOM;PL
genaue	точний	genau	точний	ADJ;NOM	ADJ;NOM;MASC;SG
genaue	точні	genau	точний	ADJ;NOM	ADJ;NOM;PL
genaue	точна	genau	точний	ADJ;NOM	ADJ;NOM;FEM;SG
genaue	точне	genau	точний	ADJ;NOM	ADJ;NOM;NEUT;SG
genaue	точні	genau	точний	ADJ;NOM	ADJ;NOM;PL
genaue	точна	genau	точний	ADJ;NOM	ADJ;NOM;FEM;SG
genaue	точний	genau	точний	ADJ;NOM	ADJ;NOM;MASC;SG
spuren	слідкує	spur	слідкувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
schwierig	хитрі	schwierig	хитря	ADJ	ADJ;NOM;PL
schwierig	важкий	schwierig	важкий	ADJ	ADJ;NOM;MASC;SG
schwierig	складна	schwierig	складний	ADJ	ADJ;NOM;FEM;SG
schwierig	важка	schwierig	важка	ADJ	ADJ;NOM;FEM;SG
schwierig	жорсткий	schwierig	жорсткий	ADJ	ADJ;NOM;MASC;SG
schwierig	витривалі	schwierig	витривалий	ADJ	ADJ;NOM;PL
schwierig	складне	schwierig	складний	ADJ	ADJ;NOM;NEUT;SG
kaufte	купила	kaufen	купити	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
kaufte	купив	kaufen	купити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
betrifft	впливає	betreffen	впливати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
brach	зламав	brechen	зламати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
milliarden	мільярди	milliarden	мільярд	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
milliarden	мільярди	milliarden	мільярд	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
erhältlich	доступні	erhältlich	доступний	ADJ	ADJ;NOM;PL
erhältlich	доступний	erhältlich	доступний	ADJ	ADJ;NOM;MASC;SG
erhältlich	наявні	erhältlich	наявний	ADJ	ADJ;NOM;PL
erhältlich	наявний	erhältlich	наявний	ADJ	ADJ;NOM;MASC;SG
beobachtet	спостерігала	beobachten	спостерігати	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
beobachtet	дивились	beobachten	дивитися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
beobachtet	дивилися	beobachten	дивитися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
beobachtet	дивився	beobachten	дивитися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
schneller	швидкі	schnell	швидкий	ADJ	ADJ;NOM;PL
schneller	швидке	schnell	швидке	ADJ	ADJ;NOM;NEUT;SG
schneller	швидка	schnell	швидкий	ADJ	ADJ;NOM;FEM;SG
schneller	швидкий	schnell	швидкий	ADJ	ADJ;NOM;MASC;SG
schneller	швидкі	schnell	швидкий	ADJ	ADJ;NOM;PL
schneller	швидке	schnell	швидке	ADJ	ADJ;NOM;NEUT;SG
schneller	швидка	schnell	швидкий	ADJ	ADJ;NOM;FEM;SG
schneller	швидкий	schnell	швидкий	ADJ	ADJ;NOM;MASC;SG
lehrte	навчила	lehren	навчити	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
lehrte	викладав	lehren	викладати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
lehrte	навчив	lehren	навчити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
account	рахунок	account	рахунок	N;SG	N;INAN;NOM;MASC;SG
tages	день	tagen	день	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
beinhaltet	містить	beinhalten	містити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
beinhaltet	входить	beinhalten	входити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
beinhaltet	включає	beinhalten	включати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
schaden	ламати	schaden	ламати	V;NFIN	V;IPFV;NFIN
königlich	королівська	königlich	королівський	ADJ	ADJ;NOM;FEM;SG
königlich	королівський	königlich	королівський	ADJ	ADJ;NOM;MASC;SG
königlich	королівське	königlich	королівський	ADJ	ADJ;NOM;NEUT;SG
aspekte	аспекти	aspeken	аспект	N;NOM;PL	N;INAN;NOM;MASC;PL
normalerweise	зазвичай	normalerweise	зазвичай	ADV	ADV
normalerweise	зазвичай	normalerweise	зазвичай	ADV	ADV
normalerweise	зазвичай	normalerweise	зазвичай	ADV	ADV
warten	чекаю	warten	чекати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
warten	чекаю	warten	чекати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
warten	очікується	warten	очікуватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
warten	чекайте	warten	чекати	V;NFIN	V;IPFV;IMP;PL;2;FIN
warten	почекайте	warten	почекати	V;NFIN	V;PFV;IMP;PL;2;FIN
warten	чекати	warten	чекати	V;NFIN	V;IPFV;NFIN
warten	почекати	warten	почекати	V;NFIN	V;PFV;NFIN
festgestellt	виявлено	feststellen	виявити	V;V.PTCP	V;PFV;IND;0;FIN
festgestellt	зауважимо	feststellen	зауважити	V;V.PTCP	V;PFV;IND;PL;1;FUT;FIN
festgestellt	зауважити	feststellen	зауважити	V;V.PTCP	V;PFV;NFIN
beginnen	запустити	beginnen	запустити	V;NFIN	V;PFV;NFIN
beginnen	розпочати	beginnen	розпочати	V;NFIN	V;PFV;NFIN
beginnen	запускати	beginnen	запускати	V;NFIN	V;IPFV;NFIN
beginnen	почати	beginnen	почати	V;NFIN	V;PFV;NFIN
beginnen	починаємо	beginnen	починати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
beginnen	починаємо	beginnen	починати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
flugzeug	авіаційна	flugzeug	авіаційний	ADJ	ADJ;NOM;FEM;SG
kritisiert	критикували	kritisieren	критикувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
vermutet	підозрюють	vermuten	підозрювати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
vermutet	припустив	vermuten	припустити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
unbeschränkt	безмежна	unbeschränkt	безмежний	ADJ	ADJ;NOM;FEM;SG
unbeschränkt	безмежного	unbeschränkt	безмежний	ADJ	ADJ;GEN;MASC;SG
konstruktion	будівництво	konstruktion	будівництво	N;SG	N;INAN;NOM;NEUT;SG
konstruktion	будівництва	konstruktion	будівництво	N;SG	N;INAN;NOM;NEUT;SG
konstruktion	проектування	konstruktion	проектування	N;SG	N;INAN;NOM;NEUT;SG
konstruktion	дизайн	konstruktion	дизайн	N;SG	N;INAN;NOM;MASC;SG
konstruktion	розробка	konstruktion	розробка	N;SG	N;INAN;NOM;FEM;SG
schlicht	простий	schlicht	простий	ADJ	ADJ;NOM;MASC;SG
schlicht	скромні	schlicht	скромний	ADJ	ADJ;NOM;PL
schlicht	звичайний	schlicht	звичайний	ADJ	ADJ;NOM;MASC;SG
erinnern	згадувати	erinnern	згадувати	V;NFIN	V;IPFV;NFIN
erinnern	згадуючи	erinnern	згадувати	V;NFIN	V;IPFV;PRS;V.CVB
bearbeiten	редагувати	bearbeiten	редагувати	V;NFIN	V;IPFV;NFIN
bearbeiten	змінити	bearbeiten	змінити	V;NFIN	V;PFV;NFIN
ausdrücklich	відверті	ausdrücklich	відверті	ADJ	ADJ;NOM;PL
ausdrücklich	явні	ausdrücklich	явний	ADJ	ADJ;NOM;PL
längere	довший	lang	довший	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
promotion	докторський	promotion	докторський	ADJ	ADJ;NOM;MASC;SG
technisch	технічні	technisch	технічний	ADJ	ADJ;NOM;PL
technisch	технічна	technisch	технічний	ADJ	ADJ;NOM;FEM;SG
technisch	технічний	technisch	технічний	ADJ	ADJ;NOM;MASC;SG
typische	типові	typisch	тип	ADJ;NOM;FEM;PL	ADJ;NOM;PL
legt	несе	legen	несе	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
geklärt	вирішено	klären	вирішити	V;V.PTCP	V;PFV;IND;0;FIN
geklärt	розчистили	klären	розчистити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
geklärt	відрізали	klären	відрізати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
direkten	пряма	direkt	пряма	ADJ	ADJ;NOM;FEM;SG
direkten	прямий	direkt	прямий	ADJ	ADJ;NOM;MASC;SG
direkten	прямі	direkt	прямий	ADJ	ADJ;NOM;PL
indischen	індійська	indisch	індійський	ADJ;MASC	ADJ;NOM;FEM;SG
indischen	індійський	indisch	індійський	ADJ;MASC	ADJ;NOM;MASC;SG
übergeben	пройшов	übergeben	пройти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
übergeben	пройдено	übergeben	пройти	V;V.PTCP	V;PFV;IND;0;FIN
übergeben	передано	übergeben	передати	V;V.PTCP	V;PFV;IND;0;FIN
übergeben	перейшов	übergeben	перейти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
übergeben	минули	übergeben	минути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
übergeben	передав	übergeben	передати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
übergeben	здалися	übergeben	здатися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
übergeben	передати	übergeben	передати	V;V.PTCP	V;PFV;NFIN
übergeben	проїхати	übergeben	проїхати	V;V.PTCP	V;PFV;NFIN
neuseeland	земельні	neuseeland	земельний	ADJ	ADJ;NOM;PL
verfügbar	доступні	verfügbar	доступний	ADJ	ADJ;NOM;PL
verfügbar	доступний	verfügbar	доступний	ADJ	ADJ;NOM;MASC;SG
verfügbar	наявні	verfügbar	наявний	ADJ	ADJ;NOM;PL
verfügbar	наявний	verfügbar	наявний	ADJ	ADJ;NOM;MASC;SG
ermordet	вбито	ermorden	вбито	V;V.PTCP	V;PFV;IND;0;FIN
ermordet	вбив	ermorden	вбити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
ermordet	вбили	ermorden	вбити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
getroffen	взято	treffen|triefen	взяти	V;V.PTCP	V;PFV;IND;0;FIN
getroffen	забрала	treffen|triefen	забрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
getroffen	зроблено	treffen|triefen	зробити	V;V.PTCP	V;PFV;IND;0;FIN
getroffen	зустрілись	treffen|triefen	зустрітися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
getroffen	зустрілися	treffen|triefen	зустрітися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
getroffen	зустріли	treffen|triefen	зустріти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
getroffen	бив	treffen|triefen	бити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
getroffen	влучити	treffen|triefen	влучити	V;V.PTCP	V;PFV;NFIN
getroffen	зачепив	treffen|triefen	зачепити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
getroffen	вдарив	treffen|triefen	вдарити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
reduziert	зменшено	reduzieren	зменшити	V;V.PTCP	V;PFV;IND;0;FIN
reduziert	зменшує	reduzieren	зменшувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
reduziert	меншає	reduzieren	меншати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
unterschiede	різниця	unterscheiden	різниця	N;NOM	N;INAN;NOM;FEM;SG
unterschiede	різниці	unterscheiden	різник	N;NOM	N;INAN;NOM;FEM;SG
unterschiede	відмінності	unterscheiden	відмінність	N;NOM	N;INAN;NOM;FEM;PL
angepasst	адаптовано	anpassen	адаптовано	V;V.PTCP	V;PFV;IND;0;FIN
berücksichtigt	вважається	berücksichtigen	вважатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
berücksichtigt	вважаються	berücksichtigen	вважатися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
berücksichtigt	вважають	berücksichtigen	вважати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
berücksichtigt	вважалося	berücksichtigen	вважатися	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
stationen	станції	station	станція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
regionalen	регіональні	regional	регіональний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
arabischen	арабські	arabisch	арабський	ADJ;NOM;PL	ADJ;NOM;PL
fertig	готовий	fertig	готовий	ADJ	ADJ;NOM;MASC;SG
fertig	готові	fertig	готовий	ADJ	ADJ;NOM;PL
fertig	готове	fertig	готовий	ADJ	ADJ;NOM;NEUT;SG
fertig	готова	fertig	готовий	ADJ	ADJ;NOM;FEM;SG
fertig	завершені	fertig	завершений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
haltung	ставлення	haltung	ставлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
haltung	стійка	haltung	стійка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
erfüllen	виконую	erfüllen	виконувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
erfüllen	зустрічаються	erfüllen	зустрічатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
normalen	звичайну	normal	звичайний	ADJ	ADJ;ACC;FEM;SG
normalen	звичайні	normal	звичайний	ADJ	ADJ;NOM;PL
normalen	звичайна	normal	звичайний	ADJ	ADJ;NOM;FEM;SG
normalen	нормальний	normal	нормальний	ADJ	ADJ;NOM;MASC;SG
normalen	нормальні	normal	нормальний	ADJ	ADJ;NOM;PL
normalen	звичайний	normal	звичайний	ADJ	ADJ;NOM;MASC;SG
normalen	звичайне	normal	звичайний	ADJ	ADJ;NOM;NEUT;SG
nachkommen	походити	nachkommen	походити	V;NFIN	V;PFV;NFIN
erhebung	опитування	Erhebung	опитування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
erhebung	колекція	Erhebung	колекція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
erhebung	збірка	Erhebung	збірка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
erhebung	козачка	Erhebung	козачка	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
