से	from	से	from		
साफ	oczyszczone	साफ	oczyszczony	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
साफ	czysty	साफ	czysty	ADJ	ADJ;NOM;MASC;SG
साफ	czyste	साफ	czysty	ADJ	ADJ;NOM;NEUT;SG
गरम	ciepła	गरम	ciepło		
गरम	ciepło	गरम	ciepło		
प्रतिरोध	opór	प्रतिरोध	opór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
डिस्क	dysk	डिस्क	dysk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
डिस्क	płyta	डिस्क	płyta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
डिस्क	dysk	डिस्क	dysk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
खड़ा	stojący	खडा	stać	ADJ;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
खड़ा	pionowa	खडा	pionowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
खड़ा	pionowe	खडा	pionowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
पोस्ट	post	पोस्ट	post	N;NOM;FEM;SG;3	N;NOM;MASC;SG
पोस्ट	poczta	पोस्ट	poczta	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मेला	jarmark	मेला	jarmark	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लिंग	płci	लिंग	płzcieć		
वायरस	wirus	वायरस	wirus	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मगर	ale	मगर	ale	CONJ	CONJ
मुख	mouth	मुख	mouth		
पाठक	reader	पाठक	reader		
आनन्द	radość	आनन्द	radość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सर्वर	obserwator	सर्वर	obserwator	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सर्वर	serwer	सर्वर	serwer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उम्मीद	nadzieja	उम्मीद	nadzieja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मास्टर्स	mistrzowie	मास्टर	mistrz	N;NOM;MASC;PL;3	N;NOM;MASC;PL
वरिष्ठ	senior	वरिष्ठ	senior	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रोफेसर	profesor	प्रोफेसर	profesor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विकिरण	promieniowanie	विकिरण	promieniować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
संरक्षित	chroniony	संरक्षित	chronić	ADJ;NOM	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
संरक्षित	chroniona	संरक्षित	chronić	ADJ;NOM	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
संरक्षित	chronione	संरक्षित	chronić	ADJ;NOM	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
संरक्षित	zabezpieczone	संरक्षित	zabezpieczyć	ADJ;NOM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
बदला	zmieniono	बदल	zmienić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
बदला	zmienił	बदल	zmienić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
काला	czarna	काला	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
काला	czarne	काला	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
काला	czarny	काला	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पंक्ति	wiersz	पंक्ति	wiersz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
पंक्ति	linia	पंक्ति	linia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पंक्ति	rząd	पंक्ति	rząd	N;NOM;FEM;SG;3	N;NOM;MASC;SG
पंक्ति	wiersz	पंक्ति	wiersz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
लोकप्रियता	popularność	लोकप्रियता	popularność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गतिविधि	aktywność	गतिविधि	aktywność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गतिविधि	czynność	गतिविधि	czynność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गतिविधि	działalność	गतिविधि	działalność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बर्फ	śnieg	बर्फ	śnieg	N;NOM;FEM;SG;3	N;NOM;MASC;SG
बर्फ	śnieżka	बर्फ	śnieżkać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कार्रवाई	działania	कार्रवाई	działanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
कार्रवाई	czynność	कार्रवाई	czynność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कार्रवाई	działanie	कार्रवाई	działać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
कार्रवाई	akcja	कार्रवाई	akcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ट्रैक	ścieżka	ट्रैक	ścieżkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ट्रैक	tor	ट्रैक	tor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मनोवैज्ञानिक	psycholog	मनोवैज्ञानिक	psycholog	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मैन	man	मैन	mana		
जिम्मेदार	odpowiedzialny	जिम्मेदार	odpowiedzialny	ADJ	ADJ;NOM;MASC;SG
जिम्मेदार	odpowiedzialna	जिम्मेदार	odpowiedzialny	ADJ	ADJ;NOM;FEM;SG
जिम्मेदार	odpowiedzialne	जिम्मेदार	odpowiedzialny	ADJ	ADJ;NOM;NEUT;SG
गीतों	piosenki	गीत	piosenka	N;ACC;MASC;PL;3	N;ACC;FEM;PL
आवृत्ति	nawrót	आवृत्ति	nawrót	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आवृत्ति	powtarzanie	आवृत्ति	powtarzać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
आवृत्ति	częstotliwość	आवृत्ति	częstotliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आवृत्ति	częstość	आवृत्ति	częstość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्रोतों	sprężyny	स्रोत	sprężyna	N;ACC;MASC;PL;3	N;ACC;FEM;PL
कोण	kąt	कोण	kąt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अफ्रीकी	afrykańskie	अफ्रीकी	afrykański	ADJ	ADJ;NOM;NEUT;SG
अफ्रीकी	afrykański	अफ्रीकी	afrykański	ADJ	ADJ;NOM;MASC;SG
अफ्रीकी	afrykańska	अफ्रीकी	afrykański	ADJ	ADJ;NOM;FEM;SG
खतरा	zagrożenie	खतरा	zagrożenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
खतरा	niebezpieczeństwo	खतरा	niebezpieczeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
टूर्नामेंट	turniej	टूर्नामेंट	turnia	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चिंता	niepokój	चिंता	niepokój	N;NOM;FEM;SG;3	N;NOM;MASC;SG
चिंता	lęk	चिंता	lęk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
चिंता	troska	चिंता	troski	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सहमत	uzgodnione	सहमत	uzgodnić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
हिसाब	rachunkowość	हिसाब	rachunkowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
हिसाब	księgowość	हिसाब	księgowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पहुंचा	osiągnął	पहुंच	osiągnąć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
पहुंचा	osiągnięto	पहुंच	osiągnąć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
प्रयोगशाला	laboratorium	प्रयोगशाला	laboratorium	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
बिग	big	बिग	big		
प्रार्थना	modlitwa	प्रार्थना	modlitwa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
प्रार्थना	modlitwa	प्रार्थना	modlitwa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
प्रार्थना	modlitwa	प्रार्थना	modlitwa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गद्य	proza	गद्य	proza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
समानता	podobieństwo	समानता	podobieństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
समानता	równość	समानता	równość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
समानता	podobieństwo	समानता	podobieństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
लम्बाई	długość	लम्बाई	długość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दुर्घटना	wypadek	दुर्घटना	wypadek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
दुर्घटना	awaria	दुर्घटना	awariać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उपनाम	nick	उपनाम	nick	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उपनाम	nazwisko	उपनाम	nazwisko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
उपनाम	przezwisko	उपनाम	przezwisko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
उपनाम	pseudonim	उपनाम	pseudonić	N;NOM;MASC;SG;3	N;NOM;MASC;SG
घायल	ranni	घायल	ranny	ADJ	ADJ;NOM;MASC;PL
घायल	ranny	घायल	ranny	ADJ	ADJ;NOM;MASC;SG
घायल	ranna	घायल	ranna	ADJ	ADJ;NOM;FEM;SG
चेतना	świadomość	चेत	świadomość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तंत्रिका	nerw	तंत्रिका	nerw	N;NOM;FEM;SG;3	N;NOM;MASC;SG
पट्टी	bar	पट्टी	bar	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सोच	myśleć	सोच	myśleć	V;SG;FIN;ACT	V;IPFV;NFIN;ACT
सोच	myśli	सोच	myśleć	V;SG;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
पृष्ठभूमि	kontekst	पृष्ठभूमि	kontekst	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ऋतु	sezon	ऋतु	sezon	N;NOM;FEM;SG;3	N;NOM;MASC;SG
शाम	wieczór	शाम	wieczór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
नामकरण	chrzest	नामकरण	chrzest	N;NOM;MASC;SG;3	N;NOM;MASC;SG
हस्तक्षेप	interwencja	हस्तक्षेप	interwencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पतन	nawrót	पतन	nawrót	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पतन	zwyrodnienie	पतन	zwyrodnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
पतन	upadek	पतन	upadek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्वाभाविक	naturalne	स्वाभाविक	naturalny	ADJ	ADJ;NOM;NEUT;SG
स्वाभाविक	naturalny	स्वाभाविक	naturalny	ADJ	ADJ;NOM;MASC;SG
स्वाभाविक	naturalnych	स्वाभाविक	naturalny	ADJ	ADJ;GEN;MASC;PL
स्वाभाविक	naturalna	स्वाभाविक	naturalny	ADJ	ADJ;NOM;FEM;SG
स्वाभाविक	wrodzone	स्वाभाविक	wrodzić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
स्नान	wanna	स्नान	wanna	N;NOM;MASC;SG;3	N;NOM;FEM;SG
स्नान	łazienka	स्नान	łazienka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पक्षियों	ptaków	पक्षी	ptak	N;ACC;MASC;PL;3	N;ACC;MASC;PL
विरासत	dziedzictwo	विरासत	dziedzictwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
विरासत	dziedzictwo	विरासत	dziedzictwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
गोली	ujęcie	गोली	ująć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
गोली	strzał	गोली	strzał	N;NOM;FEM;SG;3	N;NOM;MASC;SG
गोली	nabój	गोली	nabój	N;NOM;FEM;SG;3	N;NOM;MASC;SG
गोली	pocisk	गोली	pocisk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
विलोपन	eliminacja	विलोपन	eliminacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विलोपन	wydalanie	विलोपन	wydalać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
एकता	jedność	एकता	jedność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
एकता	zjednoczenie	एकता	zjednoczenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
मतदान	głosowanie	मतदान	głosować	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
चावल	ryż	चावल	ryż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गहरा	ciemne	गहरा	ciemny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
गहरा	ciemna	गहरा	ciemny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
गहरा	ciemny	गहरा	ciemny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
गहरा	głęboka	गहरा	głęboki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
गहरा	głęboki	गहरा	głęboki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
गहरा	głębokie	गहरा	głęboki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
गहरा	ciemniejsze	गहरा	ciemny	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
पूर्ति	spełnienie	पूर्ति	spełnić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
पूर्ति	wypełnienie	पूर्ति	wypełnić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
खड़ी	stojący	खड़ा	stać	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
लड़की	laska	लड़की	laska	N;NOM;FEM;SG;3	N;NOM;FEM;SG
लड़की	dziewczyna	लड़की	dziewczyna	N;NOM;FEM;SG;3	N;NOM;FEM;SG
लड़की	dziewczynka	लड़की	dziewczynka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अपनाया	przyjęto	अपना	przyjąć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
वर्गीकृत	sklasyfikowane	वर्गीकृत	sklasyfikować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
वर्गीकृत	tajny	वर्गीकृत	tajny	ADJ	ADJ;NOM;MASC;SG
वर्गीकृत	różne	वर्गीकृत	różny	ADJ	ADJ;NOM;NEUT;SG
आकर्षक	atrakcyjnych	आकर्षक	atrakcyjny	ADJ	ADJ;GEN;MASC;PL
आकर्षक	atrakcyjne	आकर्षक	atrakcyjny	ADJ	ADJ;NOM;NEUT;SG
आकर्षक	atrakcyjna	आकर्षक	atrakcyjny	ADJ	ADJ;NOM;FEM;SG
आकर्षक	atrakcyjny	आकर्षक	atrakcyjny	ADJ	ADJ;NOM;MASC;SG
सवाल	pytania	सवाल	pytanie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
सवाल	pytania	सवाल	pytanie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
संतुलन	bilans	संतुलन	bilans	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संतुलन	saldo	संतुलन	saldo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
संतुलन	równowaga	संतुलन	równowaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संतुलन	równowaga	संतुलन	równowaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
स्क्रीन	ekran	स्क्रीन	ekran	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पथ	ścieżka	पथ	ścieżkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
शिक्षक	instruktor	शिक्षक	instruktor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
शिक्षक	nauczyciel	शिक्षक	nauczyciel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
शिक्षक	nauczycielka	शिक्षक	nauczycielka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नोट	notatka	नोट	notatka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पेज	strona	पेज	strona	N;NOM;MASC;SG;3	N;NOM;FEM;SG
परम	ultimate	परम	ultimaty		
अर्जित	podniesione	अर्जित	podnieść	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अर्जित	podniesiony	अर्जित	podnieść	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
अर्जित	wychowana	अर्जित	wychować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
अर्जित	wychowany	अर्जित	wychować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
खुला	otwórz	खुल	otwórzyć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN;ACT
वास्तुकला	architekt	वास्तुकला	architekt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
वास्तुकला	architektura	वास्तुकला	architektura	N;NOM;FEM;SG;3	N;NOM;FEM;SG
नकारात्मक	negatywne	नकारात्मक	negatywny	ADJ	ADJ;NOM;NEUT;SG
नकारात्मक	negatywny	नकारात्मक	negatywny	ADJ	ADJ;NOM;MASC;SG
अंकित	zarejestrowany	अंकित	zarejestrować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
अंकित	rejestrowane	अंकित	rejestrować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अंकित	zapisane	अंकित	zapisać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अंकित	zarejestrowane	अंकित	zarejestrować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अंकित	nagrane	अंकित	nagrać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
वक्त	czas	वक्त	czas	N;NOM;MASC;SG;3	N;NOM;MASC;SG
निगरानी	monitoring	निगरानी	monitoring	N;NOM;FEM;SG;3	N;NOM;MASC;SG
निगरानी	monitorowanie	निगरानी	monitorowanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
निगरानी	obserwacja	निगरानी	obserwacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निगरानी	nadzór	निगरानी	nadzór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
राजस्व	dochód	राजस्व	dochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
राजस्व	przychód	राजस्व	przychód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
व्यवस्थित	zorganizowany	व्यवस्थित	zorganizować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
व्यवस्थित	zorganizowanej	व्यवस्थित	zorganizować	ADJ	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
व्यवस्थित	zorganizowane	व्यवस्थित	zorganizować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
व्यवस्थित	zorganizowana	व्यवस्थित	zorganizować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
व्यवस्थित	systematyczny	व्यवस्थित	systematyczny	ADJ	ADJ;NOM;MASC;SG
व्यवस्थित	systematyczne	व्यवस्थित	systematyczny	ADJ	ADJ;NOM;NEUT;SG
नेताओं	przywódców	नेता	przywódca	N;ACC;MASC;PL;3	N;ACC;MASC;PL
डॉक्टर	lekarz	डॉक्टर	lekarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
टैग	znacznik	टैग	znacznik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गणितीय	matematyk	गणितीय	matematyk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गणितीय	matematyka	गणितीय	matematyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रदूषण	zanieczyszczenie	प्रदूषण	zanieczyszczenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सटीक	dokładne	सटीक	dokładny	ADJ	ADJ;NOM;NEUT;SG
सटीक	dokładna	सटीक	dokładny	ADJ	ADJ;NOM;FEM;SG
सटीक	dokładny	सटीक	dokładny	ADJ	ADJ;NOM;MASC;SG
सटीक	dokładne	सटीक	dokładny	ADJ	ADJ;NOM;NEUT;SG
सटीक	dokładny	सटीक	dokładny	ADJ	ADJ;NOM;MASC;SG
सटीक	dokładna	सटीक	dokładny	ADJ	ADJ;NOM;FEM;SG
समाप्ति	wypełnianie	समाप्ति	wypełniać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
समाप्ति	zakończenie	समाप्ति	zakończyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
समाप्ति	wypełnienie	समाप्ति	wypełnić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
समाप्ति	ukończenie	समाप्ति	ukończyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
समाप्ति	koniec	समाप्ति	koniec	N;NOM;FEM;SG;3	N;NOM;MASC;SG
समाप्ति	wygaśnięcie	समाप्ति	wygaśnięcie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
समाप्ति	zakończenie	समाप्ति	zakończyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
उल्लंघन	naruszenie	उल्लंघन	naruszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
उल्लंघन	naruszenie	उल्लंघन	naruszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पूंजी	stolica	पूंजी	stolica	N;NOM;FEM;SG;3	N;NOM;FEM;SG
एजेंसी	agencja	एजेंसी	agencja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
इतिहासकार	historyk	इतिहासकार	historyk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चार्ट	wykres	चार्ट	wykres	N;NOM;MASC;SG;3	N;NOM;MASC;SG
औषधि	lekarstwo	औषधि	lekarstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
औषधि	herb	औषधि	herb	N;NOM;FEM;SG;3	N;NOM;MASC;SG
औषधि	zioło	औषधि	zioło	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
मांस	mięso	माँस	mięso	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रतिस्पर्धा	rywalizacja	प्रतिस्पर्धा	rywalizacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
प्रतिस्पर्धा	konkurencja	प्रतिस्पर्धा	konkurencja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
प्रतिस्पर्धा	konkurs	प्रतिस्पर्धा	konkurs	N;NOM;FEM;SG;3	N;NOM;MASC;SG
बिन्दु	kropka	बिंदु	kropka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बिन्दु	punkt	बिंदु	punkt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पराजित	pokonany	पराजित	pokonać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
पराजित	pokonani	पराजित	pokonać	ADJ	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
बहु	poli	बहु	pola		
कप्तान	kapitan	कप्तान	kapitan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कायम	utrzymane	कायम	utrzymać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
कायम	utrzymywane	कायम	utrzymywać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
कायम	utrzymana	कायम	utrzymać	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
कायम	zachowane	कायम	zachować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
खूबसूरत	piękne	खूबसूरत	piękny	ADJ	ADJ;NOM;NEUT;SG
खूबसूरत	piękna	खूबसूरत	piękny	ADJ	ADJ;NOM;FEM;SG
खूबसूरत	śliczna	खूबसूरत	śliczny	ADJ	ADJ;NOM;FEM;SG
संयंत्र	roślina	संयंत्र	roślina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
किशोर	nieletni	किशोर	nieletni	N;NOM;MASC;SG;3	N;NOM;MASC;SG
किशोर	nastolatki	किशोर	nastolatka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अणु	cząsteczka	अणु	cząsteczko	N;NOM;MASC;SG;3	N;NOM;FEM;SG
भीड़	tłum	भीड़	tłum	N;NOM;FEM;SG;3	N;NOM;MASC;SG
भीड़	tłok	भीड़	tłok	N;NOM;FEM;SG;3	N;NOM;MASC;SG
रिकॉर्डिंग	nagrywanie	रिकॉर्डिंग	nagrywać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
रिकॉर्डिंग	nagranie	रिकॉर्डिंग	nagranie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
रिकॉर्डिंग	zapisywanie	रिकॉर्डिंग	zapisywać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
रिकॉर्डिंग	rejestrowanie	रिकॉर्डिंग	rejestrować	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
क्रेडिट	kredyt	क्रेडिट	kredyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्कोर	wynik	स्कोर	wynik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चेतावनी	ostrzeżenia	चेतावनी	ostrzeżenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
चेतावनी	ostrzeżenia	चेतावनी	ostrzeżenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
चेतावनी	ostrzeżenie	चेतावनी	ostrzeżenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
चेतावनी	alarm	चेतावनी	alarm	N;NOM;FEM;SG;3	N;NOM;MASC;SG
चेतावनी	wpis	चेतावनी	wpis	N;NOM;FEM;SG;3	N;NOM;MASC;SG
