conquistando	conquérir	conquistare	conquérir	V;V.MSDR	V;NFIN
cliente	client	cliente	client	N;SG	N;MASC;SG
biografico	biographique	biografico	biographique	ADJ;MASC;SG	ADJ;MASC;SG
incisa	gravée	incisa	gravée	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
incisa	gravé	incisa	gravé	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rovina	ruine	rovina	ruine	N;FEM;SG	N;FEM;SG
brevemente	brièvement	brevemente	brièvement	ADV	ADV
break	break	break	break	N;MASC	N;MASC;SG
break	pause	break	pause	N;MASC	N;FEM;SG
break	rupture	break	rupture	N;MASC	N;FEM;SG
scade	expirer	scadere	expirer	V;IND;SG;3;PRS;FIN	V;NFIN
incoronazione	sacre	incoronazione	sacre	N;FEM;SG	N;MASC;SG
incoronazione	couronnement	incoronazione	couronnement	N;FEM;SG	N;MASC;SG
affermare	affirmer	affermare	affirmer	V;NFIN	V;NFIN
affermare	affirment	affermare	affirmer	V;NFIN	V;IND;PL;3;PRS;FIN
mantello	cape	mantello	cape	N;MASC;SG	N;FEM;SG
mantello	cap	mantello	cap	N;MASC;SG	N;MASC;SG
