задняя	zadní	задний	zadní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
профессионально	profesionálně	профессионально	profesionálně	ADV	ADV;POS
французское	francouzské	французский	francouzský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
французское	francouzská	французский	francouzský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
секрет	tajemství	секрет	tajemství	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
камеру	kameru	камера	kamera	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
зимы	zimy	зима	zima	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
гомель	homel	гомель	homel	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
чужой	cizí	чужой	cizí	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
излучение	radiace	излучение	radiace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
излучение	ozařování	излучение	ozařování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
излучение	záření	излучение	záření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
принести	přinést	принести	přinést	V;PFV;NFIN;ACT	V;POS;NFIN
принести	přivést	принести	přivést	V;PFV;NFIN;ACT	V;POS;NFIN
методика	metodika	методика	metodika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
электрический	elektrická	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
электрический	elektrický	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
электрический	elektrické	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
электрический	elektrická	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
электрический	elektrický	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
электрический	elektrické	электрический	elektrický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
комплект	sada	комплект	sada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
комплект	kite	комплект	kite	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
комплект	souprava	комплект	souprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
комплект	kit	комплект	kit	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
лоуренс	laurence	лоуренс	laurence	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
лоуренс	lawrence	лоуренс	lawrence	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
полицейские	policajti	полицейский	policajt	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
полицейские	poldové	полицейский	poldový	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
полицейские	policisté	полицейский	policista	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
собственная	vlastní	собственный	vlastní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
богиня	bohyně	богиня	bohyně	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
проход	ulička	проход	ulička	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
проход	pasáž	проход	pasáž	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
проход	průchod	проход	průchod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
аппараты	stroje	аппарат	stroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
созыв	svolání	созыв	svolání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
отпуск	dovolené	отпуск	dovolená	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
медицинское	lékařská	медицинский	lékařský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
медицинское	lékařský	медицинский	lékařský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
медицинское	lékařské	медицинский	lékařský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
замки	hrady	замок	hrad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
замки	zámky	замок	zámek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
эрнест	arnošt	эрнест	arnošt	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
треугольник	trojúhelník	треугольник	trojúhelník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дональд	donald	дональд	donald	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
лагерей	táborů	лагерь	tábor	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
реабилитации	rehabilitace	реабилитация	rehabilitace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
реабилитации	rehabilitace	реабилитация	rehabilitace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
симона	simona	симон	simon	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
оригинальная	originální	оригинальный	originální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
оригинальная	původní	оригинальный	původní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
богатый	bohaté	богатый	bohatý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
богатый	bohatá	богатый	bohatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
богатый	bohatý	богатый	bohatý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
богатый	bohaté	богатый	bohatý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
богатый	bohatý	богатый	bohatý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
необходимое	nutná	необходимый	nutný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
необходимое	nezbytná	необходимый	zbytný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;NEG
необходимое	nezbytné	необходимый	zbytný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
необходимое	nutné	необходимый	nutný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
необходимое	nezbytný	необходимый	zbytný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;NEG
призыв	odvolání	призыв	odvolání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
чехов	čechov	чех	čechov	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
канадская	kanadský	канадский	kanadský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
канадская	kanadská	канадский	kanadský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
канадская	kanadské	канадский	kanadský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
моисей	mojžíš	мойся	mojžet	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
предки	předky	предок	předek	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
предки	předci	предок	předec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
предки	předkové	предок	předek	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
дайте	dej	дать	dej	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
дайте	dejte	дать	dát	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
теоретические	teoretické	теоретический	teoretický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
корень	root	корень	root	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
корень	kořen	корень	kořen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
черный	černá	черный	černý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
черный	černé	черный	černý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
черный	černý	черный	černý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
иностранный	zahraniční	иностранный	zahraniční	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
иностранный	cizí	иностранный	cizí	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
раса	závod	раса	závod	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
раса	rasa	раса	rasa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
решительно	silně	решительно	silně	ADV	ADV;POS
решительно	důrazně	решительно	důrazně	ADV	ADV;POS
непрерывно	nepřetržitě	непрерывно	nepřetržitě	ADV	ADV;NEG
непрерывно	průběžně	непрерывно	průběžně	ADV	ADV;POS
определять	určit	определять	určit	V;IPFV;NFIN;ACT	V;POS;NFIN
недопустимо	nepřijatelný	недопустимый	přijatelný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;NEG
недопустимо	nepřijatelná	недопустимый	přijatelný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;NEG
недопустимо	nepřijatelné	недопустимый	přijatelný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
недопустимо	nepřípustné	недопустимый	přípustný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
недопустимо	nepřípustné	недопустимый	přípustný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
пятое	pátá	пятый	pátý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
пятое	páté	пятый	pátý	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
пятое	pátý	пятый	pátý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
шеф	šéfkuchař	шеф	šéfkuchař	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
шеф	kuchař	шеф	kuchař	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
шеф	náčelník	шеф	náčelník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
исчезает	mizí	исчезать	mizet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
исчезает	zmizí	исчезать	zmizet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
исчезает	mizí	исчезать	mizet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
физически	fyzicky	физически	fyzicky	ADV	ADV;POS
физически	tělesně	физически	tělesně	ADV	ADV;POS
физически	fyzikálně	физически	fyzikálně	ADV	ADV;POS
инди	indy	инди	ind	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
пособия	příručky	пособие	příručka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
пособия	povolenky	пособие	povolenka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
пособия	přínosy	пособие	přínos	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
пособия	výhody	пособие	výhoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
пособия	dávky	пособие	dávka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
активисты	aktivisté	активист	aktivista	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ничто	nic	ничто	nic	PRO;NOM	PRO;NOM
новость	story	новость	story	N;INAN;NOM;FEM;SG	N;FEM;SG;POS
новость	příběh	новость	příběh	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
вводит	zavádí	вводить	zavádět	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
чешской	česko	чешский	český	ADJ;INS;FEM;SG	ADJ;POS
идеология	ideologie	идеология	ideologie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
идеология	ideologie	идеология	ideologie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
двина	dvina	двина	dvina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
вилла	vila	вилла	vila	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
вилла	villa	вилла	villo	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
тень	shadow	тень	shadow	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
тень	stín	тень	stín	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
тень	odstín	тень	odstín	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
тень	stín	тень	stín	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
предоставление	poskytnutí	предоставление	poskytnutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
предоставление	udělení	предоставление	udělení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
терминал	terminál	терминал	terminál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
упор	důraz	упор	důraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
племен	kmenů	племя	kmen	N;INAN;GEN;NEUT;PL	N;INAN;GEN;MASC;PL;POS
массово	masivně	массово	masivně	ADV	ADV;POS
активистов	aktivistů	активист	aktivista	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
консоли	konzole	консоль	konzol	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
традиционная	tradiční	традиционный	tradiční	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
купол	kupole	купол	kupole	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
смита	smithe	смита	smitha	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
маска	maska	маска	maska	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
обширные	rozsáhlé	обширный	rozsáhlý	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
увеличивает	zvyšuje	увеличивать	zvyšovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
референдум	referenda	референдум	referendum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
референдум	referendum	референдум	referendum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
пейзаж	krajiny	пейзаж	krajina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
пейзаж	krajina	пейзаж	krajina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
платить	platit	платить	platit	V;IPFV;NFIN;ACT	V;POS;NFIN
враги	nepřátelé	враг	nepřítel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
мексиканский	mexická	мексиканский	mexický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
мексиканский	mexický	мексиканский	mexický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
мексиканский	mexické	мексиканский	mexický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
кошки	kočky	кошка	kočka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
исход	exodus	исход	exodus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
протесты	protesty	протест	protest	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
протесты	protesty	протест	protest	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
строка	čára	строка	čára	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
строка	řádek	строка	řádek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
строка	linka	строка	linka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
строка	linie	строка	linie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
строка	řetězec	строка	řetězec	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
строка	řada	строка	řada	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
строка	řádek	строка	řádek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
требовал	požadoval	требовать	požadovat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
требовал	vyžadoval	требовать	vyžadovat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
соломон	solomon	соломон	solomon	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
мягко	jemně	мягко	jemně	ADV	ADV;POS
мягко	zlehka	мягко	zlehka	ADV	ADV
мягко	jemně	мягко	jemně	ADV	ADV;POS
мягко	něžně	мягко	něžně	ADV	ADV;POS
публикует	zveřejňuje	публиковать	zveřejňovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
публикует	vydává	публиковать	vydávat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
миров	světů	мир	svět	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
колебания	výkyvy	колебание	výkyv	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
помогло	pomohl	помочь	pomoci	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
трофей	trofej	трофей	trofej	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
бригад	brigád	бригада	brigáda	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
оксана	oksana	оксан	oksana	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
сохраняет	šetří	сохранять	šetřit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
сохраняет	zachraňuje	сохранять	zachraňovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
призрак	duch	призрак	duch	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
призрак	strašidlo	призрак	strašidlo	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
акцент	důraz	акцент	důraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
акцент	přízvuk	акцент	přízvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
акцент	akcent	акцент	akcent	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
текущее	současné	текущий	současný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
текущее	aktuální	текущий	aktuální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
текущее	současná	текущий	současný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
текущее	současný	текущий	současný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
пациента	pacienta	пациент	pacient	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
восприятие	vnímání	восприятие	vnímání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
восприятие	vnímání	восприятие	vnímání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
