tagasiside	odozva	tagasi_side	odozva	N;NOM;SG	N;NOM;FEM;SG
lahutatud	rozvedený	lahutama	rozvedený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
lahutatud	rozvedená	lahutama	rozvedený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vanuatu	vanuatu	vanuatu	vanuat	N;NOM;SG	N;INAN;NOM;MASC;SG
hollywood	hollywoode	hollywood	hollywoode	N;NOM;SG	N;INAN;NOM;MASC;SG
sobilik	primerané	sobilik	primeraný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sobilik	vhodná	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
sobilik	primeraná	sobilik	primeraný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
sobilik	vhodné	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sobilik	primeraný	sobilik	primeraný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
sobilik	vhodný	sobilik	vhodný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
sobilik	vhodný	sobilik	vhodný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
sobilik	vhodné	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sobilik	vhodná	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
lilian	lilian	lilian	lilian	N;NOM;SG	N;ANIM;NOM;MASC;SG
mendelssohn	mendelssohn	mendelssohn	mendelssohný	N;NOM;SG	N;ANIM;NOM;MASC;SG
falcon	sokol	falcon	sokol	N;NOM;SG	N;ANIM;NOM;MASC;SG
alkohol	lieh	alkohol	leho	N;NOM;SG	N;INAN;NOM;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;NOM;SG	N;INAN;NOM;MASC;SG
hinged	závesy	hing	záves	N;NOM;PL	N;INAN;NOM;MASC;PL
hinged	duše	hing	duša	N;NOM;PL	N;NOM;FEM;PL
hinged	liehoviny	hing	liehovina	N;NOM;PL	N;NOM;FEM;PL
hinged	duchovia	hing	duch	N;NOM;PL	N;ANIM;NOM;MASC;PL
hinged	destiláty	hing	destilát	N;NOM;PL	N;INAN;NOM;MASC;PL
hinged	duše	hing	duša	N;NOM;PL	N;NOM;FEM;PL
paigutus	umiestnenie	paigutus	umiestnenie	N;NOM;SG	N;NOM;NEUT;SG
paigutus	umiestňovanie	paigutus	umiestňovanie	N;NOM;SG	N;NOM;NEUT;SG
paigutus	rozloženie	paigutus	rozloženie	N;NOM;SG	N;NOM;NEUT;SG
paigutus	usporiadanie	paigutus	usporiadanie	N;NOM;SG	N;NOM;NEUT;SG
paigutus	usporiadanie	paigutus	usporiadanie	N;NOM;SG	N;NOM;NEUT;SG
kinnitamine	potvrdenie	kinnitamine	potvrdenie	N;NOM;SG	N;NOM;NEUT;SG
veinid	vína	vein	víno	N;NOM;PL	N;NOM;NEUT;PL
veinid	vína	vein	víno	N;NOM;PL	N;NOM;NEUT;PL
temperatuurid	teploty	temperatuur	teplota	N;NOM;PL	N;INAN;NOM;MASC;PL
jumalik	božská	jumalik	božský	ADJ;NOM;SG	ADJ;NOM;FEM;SG
jumalik	božské	jumalik	božský	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
jumalik	rozkošný	jumalik	rozkošný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
jumalik	roztomilé	jumalik	roztomilý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
relvastuse	výzbroje	relvastus	výzbroj	N;GEN;SG	N;GEN;FEM;SG
aneemia	anémia	aneemia	anémia	N;NOM;SG	N;NOM;FEM;SG
aneemia	anémie	aneemia	anýmia	N;NOM;SG	N;NOM;NEUT;SG
aneemia	anémia	aneemia	anémia	N;NOM;SG	N;NOM;FEM;SG
aneemia	anémiu	aneemia	anýmiť	N;NOM;SG	N;NOM;FEM;SG
arch	oblúk	arch	oblúk	N;NOM;SG	N;INAN;NOM;MASC;SG
suurendamine	nárast	suurendamine	nárast	N;NOM;SG	N;INAN;NOM;MASC;SG
suurendamine	zvýšenie	suurendamine	zvýšenie	N;NOM;SG	N;NOM;NEUT;SG
suurendamine	zvyšovanie	suurendamine	zvyšovanie	N;NOM;SG	N;NOM;NEUT;SG
freeman	freeman	freeman	freeman	N;NOM;SG	N;ANIM;NOM;MASC;SG
uni	spánok	uni	spánok	N;NOM;SG	N;INAN;NOM;MASC;SG
vältimatu	nevyhnutný	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
vältimatu	nevyhnutné	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
vältimatu	nevyhnutná	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vältimatu	nevyhnutný	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
vältimatu	nevyhnutná	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vältimatu	nevyhnutné	vältimatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
