もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
スパイ	szpiegów	スパイ	szpieg	N	N;GEN;MASC;PL
素材	surowiec	素材	surowiec	N	N;NOM;MASC;SG
素材	tworzywo	素材	tworzywo	N	N;NOM;NEUT;SG
素材	materiał	素材	materiał	N	N;NOM;MASC;SG
素材	materiały	素材	materiał	N	N;NOM;MASC;PL
素材	materiały	素材	materiał	N	N;NOM;MASC;PL
登山	wspinaczka	登山	wspinaczka	N	N;NOM;FEM;SG
登山	alpinizm	登山	alpinizm	N	N;NOM;MASC;SG
登山	wspinaczka	登山	wspinaczka	N	N;NOM;FEM;SG
ログ	rejestrowanie	ログ	rejestrować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ログ	wyrębu	ログ	wyręb	N	N;GEN;MASC;SG
ログ	logowanie	ログ	logowanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ログ	dziennik	ログ	dziennik	N	N;NOM;MASC;SG
ログ	dzienniki	ログ	dziennik	N	N;NOM;MASC;PL
捕虜	więzień	捕虜	więzienie	N	N;GEN;NEUT;PL
怒り	wściekły	怒り	wściekły	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
女	dziewczyna	女	dziewczyna	N	N;NOM;FEM;SG
女	dziewczyny	女	dziewczyna	N	N;NOM;FEM;PL
女	dziewczynka	女	dziewczynka	N	N;NOM;FEM;SG
回路	obwody	回路	obwód	N	N;NOM;MASC;PL
回路	obwód	回路	obwód	N	N;NOM;MASC;SG
商人	kupiec	商人	kupiec	N	N;NOM;MASC;SG
商人	handlarz	商人	handlarz	N	N;NOM;MASC;SG
商人	kupcy	商人	kupiec	N	N;NOM;MASC;PL
商人	kupców	商人	kupiec	N	N;ACC;MASC;PL
外観	wygląd	外観	wygląd	N	N;NOM;MASC;SG
外観	wystąpienie	外観	wystąpienie	N	N;NOM;NEUT;SG
マネージャー	menadżer	マネージャー	menadżer	N	N;NOM;MASC;SG
マネージャー	kierownik	マネージャー	kierownik	N	N;NOM;MASC;SG
マネージャー	menedżer	マネージャー	menedżer	N	N;NOM;MASC;SG
マネージャー	zarządca	マネージャー	zarządca	N	N;NOM;MASC;SG
マネージャー	zarządców	マネージャー	zarządca	N	N;ACC;MASC;PL
向き	orientację	向き	orientacja	N	N;ACC;FEM;SG
向き	orientacji	向き	orientacja	N	N;GEN;FEM;SG
向き	ukierunkowanie	向き	ukierunkowanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
通勤	dojazdy	通勤	dojazd	N	N;NOM;MASC;PL
パンチ	cios	パンチ	cios	N	N;NOM;MASC;SG
コメディ	komedia	コメディ	komediać	N	N;NOM;FEM;SG
コメディ	komedii	コメディ	komedia	N	N;GEN;FEM;SG
シルバー	srebrne	シルバー	srebrny	N	N;NOM;MASC;SG
救助	uratować	救助	uratować	V	V;PFV;NFIN;ACT
水曜日	środę	水曜日	środa	N	N;ACC;FEM;SG
チェンジ	zmiana	チェンジ	zmiana	N	N;NOM;FEM;SG
チェンジ	zmiany	チェンジ	zmiana	N	N;ACC;FEM;PL
働く	pracujemy	働く	pracować	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
アドベンチャー	przygodę	アドベンチャー	przygoda	N	N;ACC;FEM;SG
アドベンチャー	przygoda	アドベンチャー	przygoda	N	N;NOM;FEM;SG
火曜日	wtorek	火曜日	wtorek	N	N;NOM;MASC;SG
アドレス	adresów	アドレス	adres	N	N;GEN;MASC;PL
アドレス	adresy	アドレス	adres	N	N;NOM;MASC;PL
アドレス	adres	アドレス	adres	N	N;ACC;MASC;SG
ゲイ	gejem	ゲイ	gej	N	N;INS;MASC;SG
森林	lasy	森林	las	N	N;NOM;MASC;PL
森林	lasu	森林	las	N	N;GEN;MASC;SG
森林	las	森林	las	N	N;NOM;MASC;SG
森林	lasy	森林	las	N	N;NOM;MASC;PL
森林	lasów	森林	las	N	N;GEN;MASC;PL
症状	symptomy	症状	symptom	N	N;NOM;MASC;PL
症状	objawami	症状	objaw	N	N;INS;MASC;PL
症状	objawy	症状	objaw	N	N;NOM;MASC;PL
マンション	rezydencja	マンション	rezydencja	N	N;NOM;FEM;SG
マンション	rezydencji	マンション	rezydencja	N	N;GEN;FEM;SG
マンション	kondominium	マンション	kondominium	N	N;DAT;NEUT;SG
本土	ląd	本土	ląd	N	N;NOM;MASC;SG
本土	kontynent	本土	kontynent	N	N;NOM;MASC;SG
ノット	węzłów	ノット	wązława	N	N;GEN;MASC;PL
ブーム	boom	ブーム	boom	N	N;NOM;MASC;SG
パーティー	przyjęcie	パーティー	przyjąć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
パーティー	partia	パーティー	partia	N	N;NOM;FEM;SG
パーティー	partii	パーティー	partia	N	N;GEN;FEM;SG
パーティー	impreza	パーティー	impreza	N	N;NOM;FEM;SG
パーティー	partie	パーティー	partia	N	N;NOM;FEM;PL
パーティー	przyjęcia	パーティー	przyjęcie	N	N;NOM;NEUT;SG
マップ	mapy	マップ	mapa	N	N;ACC;FEM;SG
マップ	mapy	マップ	mapa	N	N;ACC;FEM;SG
マップ	mapę	マップ	mapa	N	N;ACC;FEM;SG
マップ	mapie	マップ	mapa	N	N;ACC;FEM;SG
ギャラリー	galerie	ギャラリー	galeria	N	N;NOM;MASC;SG
ギャラリー	galerii	ギャラリー	galeria	N	N;GEN;FEM;SG
ガード	straż	ガード	straż	N	N;NOM;FEM;SG
ガード	strażnik	ガード	strażnik	N	N;NOM;MASC;SG
結論	konkluzje	結論	konkluzja	N	N;NOM;FEM;PL
結論	wnioski	結論	wniosek	N	N;NOM;MASC;PL
結論	wniosek	結論	wniosek	N	N;NOM;MASC;SG
結論	zawarcie	結論	zawarcie	N	N;NOM;NEUT;SG;V.MSDR
結論	wnioski	結論	wniosek	N	N;NOM;MASC;PL
秘書	sekretarzy	秘書	sekretarz	N	N;ACC;MASC;PL
秘書	sekretarki	秘書	sekretarka	N	N;NOM;FEM;PL
秘書	sekretarza	秘書	sekretarz	N	N;ACC;MASC;SG
秘書	sekretarki	秘書	sekretarka	N	N;NOM;FEM;PL
秘書	sekretarz	秘書	sekretarz	N	N;NOM;MASC;SG
秘書	sekretarka	秘書	sekretarka	N	N;NOM;FEM;SG
ウォーター	woda	ウォーター	woda	N	N;NOM;FEM;SG
ウォーター	wody	ウォーター	woda	N	N;GEN;FEM;SG
属性	atrybut	属性	atrybut	N	N;ACC;MASC;SG
属性	właściwości	属性	właściwość	N	N;ACC;FEM;PL
属性	atrybuty	属性	atrybut	N	N;NOM;MASC;PL
属性	atrybutów	属性	atrybut	N	N;GEN;MASC;PL
アーカイブ	archiwizacji	アーカイブ	archiwizacja	N	N;GEN;FEM;SG
アーカイブ	archiwum	アーカイブ	archiwum	N	N;NOM;NEUT;SG
アーカイブ	archiwum	アーカイブ	archiwum	N	N;NOM;NEUT;SG
騎兵	kawaleria	騎兵	kawalerium	N	N;NOM;FEM;SG
騎兵	kawalerii	騎兵	kawaleria	N	N;GEN;FEM;SG
衝撃	wpływ	衝撃	wpływ	N	N;NOM;MASC;SG
衝撃	zderzenie	衝撃	zderzenie	N	N;NOM;NEUT;SG
衝撃	uderzenie	衝撃	uderzenie	N	N;NOM;NEUT;SG
衝撃	uderzenia	衝撃	uderzenie	N	N;NOM;NEUT;PL
衝撃	oddziaływanie	衝撃	oddziaływać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
衝撃	szoku	衝撃	szok	N	N;NOM;MASC;SG
衝撃	wstrząs	衝撃	wstrząs	N	N;NOM;MASC;SG
ユニオン	związek	ユニオン	związek	N	N;NOM;MASC;SG
前面	front	前面	front	N	N;NOM;MASC;SG
前面	przodu	前面	przód	N	N;GEN;MASC;SG
瞬間	moment	瞬間	moment	N	N;NOM;MASC;SG
瞬間	chwili	瞬間	chwila	N	N;GEN;FEM;SG
瞬間	chwila	瞬間	chwila	N	N;NOM;FEM;SG
瞬間	chwili	瞬間	chwila	N	N;GEN;FEM;SG
中断	zawiesił	中断	zawiesić	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
歯科	stomatologii	歯科	stomatologia	N	N;GEN;FEM;SG
招待	zapraszać	招待	zapraszać	V	V;IPFV;NFIN;ACT
招待	zaprosić	招待	zaprosić	V	V;PFV;NFIN;ACT
招待	zaprasza	招待	zapraszać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
スタンド	stoisko	スタンド	stoisko	N	N;NOM;NEUT;SG
怪我	urazy	怪我	uraz	V	V;IPFV;IND;SG;PRS;FIN;ACT
怪我	urazy	怪我	uraz	V	V;IPFV;IND;SG;PRS;FIN;ACT
プレゼント	prezentów	プレゼント	prezent	N	N;GEN;MASC;PL
プレゼント	prezenty	プレゼント	prezent	N	N;NOM;MASC;PL
プレゼント	teraźniejszość	プレゼント	teraźniejszość	N	N;NOM;FEM;SG
プレゼント	obecni	プレゼント	obecny	N	N;NOM;MASC;PL
プレゼント	prezent	プレゼント	prezent	N	N;NOM;MASC;SG
オーナー	właścicielka	オーナー	właścicielka	N	N;NOM;FEM;SG
オーナー	właściciela	オーナー	właściciel	N	N;ACC;MASC;SG
オーナー	właściciel	オーナー	właściciel	N	N;NOM;MASC;SG
オーナー	właściciele	オーナー	właściciel	N	N;NOM;MASC;PL
オーナー	właścicielami	オーナー	właściciel	N	N;INS;MASC;PL
オーナー	właścicieli	オーナー	właściciel	N	N;ACC;MASC;PL
グラフ	wykres	グラフ	wykres	N	N;NOM;MASC;SG
グラフ	wykresy	グラフ	wykres	N	N;NOM;MASC;PL
アリーナ	arenę	アリーナ	arena	N	N;ACC;FEM;SG
アリーナ	arenie	アリーナ	aren	N	N;GEN;FEM;SG
認証	autoryzacja	認証	autoryzacja	N	N;NOM;FEM;SG
認証	sprawdzenie	認証	sprawdzenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
認証	weryfikacja	認証	weryfikacja	N	N;NOM;FEM;SG
認証	weryfikacji	認証	weryfikacja	N	N;GEN;FEM;SG
絶滅	wymarły	絶滅	wymrzeć	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
チャンス	szansę	チャンス	szansa	N	N;ACC;FEM;SG
チャンス	szanse	チャンス	szansa	N	N;NOM;FEM;PL
チャンス	szansa	チャンス	szansa	N	N;NOM;FEM;SG
制服	mundur	制服	mundur	N	N;NOM;MASC;SG
リアル	prawdziwy	リアル	prawdziwy	ADJ	ADJ;NOM;MASC;SG
リアル	prawdziwe	リアル	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
ギタリスト	gitarzysta	ギタリスト	gitarzysta	N	N;NOM;MASC;SG
ギタリスト	gitarzystów	ギタリスト	gitarzysta	N	N;ACC;MASC;PL
ラッシュ	pośpiech	ラッシュ	pośpiech	N	N;NOM;MASC;SG
メイド	gosposia	メイド	gosposia	N	N;NOM;FEM;SG
メイド	pokojówka	メイド	pokojówka	N	N;NOM;FEM;SG
メイド	pokojówki	メイド	pokojówka	N	N;GEN;FEM;SG
階段	schodami	階段	schody	N	N;INS;NEUT;PL
階段	schody	階段	schody	N	N;NOM;NEUT;PL
階段	schody	階段	schody	N	N;NOM;NEUT;PL
階段	schody	階段	schody	N	N;NOM;NEUT;PL
条例	rozporządzenie	条例	rozporządzenie	N	N;NOM;NEUT;SG
条例	zarządzenia	条例	zarządzenie	N	N;NOM;NEUT;PL
条例	zarządzenie	条例	zarządzenie	N	N;NOM;NEUT;SG
リゾート	resorts	リゾート	resorts	N	N;NOM;MASC;SG
リゾート	ośrodki	リゾート	ośrodek	N	N;NOM;MASC;PL
ヘリコプター	helikoptera	ヘリコプター	helikopter	N	N;GEN;MASC;SG
ヘリコプター	helikopter	ヘリコプター	helikopter	N	N;NOM;MASC;SG
ヘリコプター	śmigłowce	ヘリコプター	śmigłowiec	N	N;NOM;MASC;PL
ヘリコプター	śmigłowiec	ヘリコプター	śmigłowiec	N	N;NOM;MASC;SG
フォーク	widelec	フォーク	widelec	N	N;NOM;MASC;SG
ブリッジ	most	ブリッジ	most	N	N;NOM;MASC;SG
ブリッジ	mostek	ブリッジ	mostek	N	N;NOM;MASC;SG
ルーム	pomieszczenie	ルーム	pomieszczenie	N	N;NOM;NEUT;SG
ルーム	pokój	ルーム	pokój	N	N;NOM;MASC;SG
ルーム	pokoje	ルーム	pokój	N	N;NOM;MASC;PL
反映	odzwierciedlają	反映	odzwierciedlać	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
ピアニスト	pianista	ピアニスト	pianista	N	N;NOM;MASC;SG
原理	zasada	原理	zasada	N	N;NOM;FEM;SG
原理	zasady	原理	zasada	N	N;ACC;FEM;PL
原理	zasadami	原理	zasada	N	N;INS;FEM;PL
送る	wyślij	送る	wysłać	V	V;PFV;IMP;SG;2;FIN;ACT
送る	wysłać	送る	wysłać	V	V;PFV;NFIN;ACT
バーン	stodoły	バーン	stodoła	N	N;ACC;FEM;PL
バーン	stodoła	バーン	stodoła	N	N;NOM;FEM;SG
戦術	taktykę	戦術	taktyka	N	N;ACC;FEM;SG
戦術	taktyki	戦術	taktyk	N	N;GEN;FEM;PL
戦術	taktyka	戦術	taktyka	N	N;NOM;FEM;SG
戦術	taktyka	戦術	taktyka	N	N;NOM;FEM;SG
ホイール	koło	ホイール	koło	N	N;NOM;NEUT;SG
ホイール	koła	ホイール	koło	N	N;ACC;NEUT;SG
ホイール	felgi	ホイール	felgi	N	N;NOM;FEM;SG
ホイール	kółka	ホイール	kółka	N	N;NOM;NEUT;PL
ホイール	koła	ホイール	koło	N	N;ACC;NEUT;SG
間違い	błędy	間違い	błąd	N	N;NOM;MASC;PL
間違い	błędów	間違い	błąd	N	N;GEN;MASC;PL
間違い	błąd	間違い	błąd	N	N;NOM;MASC;SG
サスペンス	niepewności	サスペンス	niepewność	N	N;GEN;FEM;SG
サスペンス	niepewność	サスペンス	niepewność	N	N;NOM;FEM;SG
ユーザ	użytkownika	ユーザ	użytkownik	N	N;ACC;MASC;SG
ユーザ	użytkownik	ユーザ	użytkownik	N	N;NOM;MASC;SG
ユーザ	użytkownicy	ユーザ	użytkownik	N	N;NOM;MASC;PL
ユーザ	użytkowników	ユーザ	użytkownik	N	N;ACC;MASC;PL
ユーザ	użytkownikom	ユーザ	użytkownik	N	N;DAT;MASC;PL
海峡	cieśnina	海峡	cieśniny	N	N;NOM;FEM;SG
海峡	kanału	海峡	kanał	N	N;GEN;MASC;SG
海峡	kanały	海峡	kanał	N	N;NOM;MASC;PL
海峡	kanał	海峡	kanał	N	N;ACC;MASC;SG
氏名	nazwisko	氏名	nazwisko	N	N;NOM;NEUT;SG
氏名	imię	氏名	imię	N	N;NOM;NEUT;SG
氏名	nazwa	氏名	nazwa	N	N;NOM;FEM;SG
ムーン	księżyca	ムーン	księżyc	N	N;GEN;MASC;SG
ムーン	księżycu	ムーン	księżyc	N	N;GEN;MASC;SG
ムーン	księżyc	ムーン	księżyc	N	N;NOM;MASC;SG
スポット	miejsce	スポット	miejsce	N	N;NOM;NEUT;SG
スポット	miejsce	スポット	miejsce	N	N;NOM;NEUT;SG
スポット	lokale	スポット	lokał	N	N;NOM;MASC;PL
スポット	miejsca	スポット	miejsce	N	N;NOM;NEUT;PL
スポット	miejsc	スポット	miejsce	N	N;GEN;NEUT;PL
酸素	tlenu	酸素	tlen	N	N;GEN;MASC;SG
要件	wymóg	要件	wymóg	N	N;NOM;MASC;SG
要件	wymaganie	要件	wymagać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
要件	wymagania	要件	wymagać	N	N;NOM;NEUT;SG
チャンピオンシップ	mistrzostwa	チャンピオンシップ	mistrzostwa	N	N;NOM;NEUT;PL
チャンピオンシップ	mistrzostw	チャンピオンシップ	mistrzostwa	N	N;GEN;NEUT;PL
チャンピオンシップ	mistrzostwo	チャンピオンシップ	mistrzostwo	N	N;NOM;NEUT;SG
プロセス	proces	プロセス	proces	N	N;NOM;MASC;SG
プロセス	procesy	プロセス	proces	N	N;NOM;MASC;PL
プロセス	procesy	プロセス	proces	N	N;NOM;MASC;PL
プロセス	procesów	プロセス	proces	N	N;GEN;MASC;PL
友達	przyjaciele	友達	przyjaciel	N	N;NOM;MASC;PL
友達	przyjaciółki	友達	przyjaciółka	N	N;NOM;FEM;PL
友達	znajomi	友達	znajomy	N	N;NOM;MASC;PL
友達	znajomych	友達	znajomy	N	N;ACC;MASC;PL
友達	przyjaciół	友達	przyjaciel	N	N;ACC;MASC;PL
友達	przyjaciółka	友達	przyjaciółka	N	N;NOM;FEM;SG
友達	koleżanka	友達	koleżanka	N	N;NOM;FEM;SG
友達	znajomy	友達	znajomy	N	N;NOM;MASC;SG
友達	przyjaciel	友達	przyjaciel	N	N;NOM;MASC;SG
リポーター	dziennikarze	リポーター	dziennikarz	N	N;NOM;MASC;PL
リポーター	reporterzy	リポーター	reporter	N	N;NOM;MASC;PL
リポーター	reporterów	リポーター	reporter	N	N;ACC;MASC;PL
リポーター	reporterka	リポーター	reporterka	N	N;NOM;FEM;SG
リポーター	dziennikarz	リポーター	dziennikarz	N	N;NOM;MASC;SG
リポーター	dziennikarka	リポーター	dziennikarka	N	N;NOM;FEM;SG
リポーター	reporter	リポーター	reporter	N	N;NOM;MASC;SG
飛行場	lotnisko	飛行場	lotnisko	N	N;NOM;NEUT;SG
登記	rejestracja	登記	rejestracja	N	N;NOM;FEM;SG
登記	rejestracji	登記	rejestracja	N	N;GEN;FEM;SG
レディ	pani	レディ	pani	N	N;NOM;FEM;SG
損害	zniszczenia	損害	zniszczyć	N	N;NOM;NEUT;SG
損害	uszkodzenie	損害	uszkodzić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
損害	uszkodzenia	損害	uszkodzenie	N	N;NOM;NEUT;SG
ボート	łódki	ボート	łódka	N	N;ACC;FEM;SG
ボート	łodzie	ボート	łódź	N	N;NOM;FEM;PL
ボート	wioślarstwo	ボート	wioślarstwo	N	N;NOM;NEUT;SG
ボート	łódka	ボート	łódko	N	N;NOM;FEM;SG
説得	przekonać	説得	przekonać	V	V;PFV;NFIN;ACT
サーキット	obwody	サーキット	obwód	N	N;NOM;MASC;PL
サーキット	obwód	サーキット	obwód	N	N;NOM;MASC;SG
行列	macierz	行列	macierz	N	N;NOM;FEM;SG
行列	matrycy	行列	matryk	N	N;GEN;FEM;SG
道具	wyposażenie	道具	wyposażenie	N	N;NOM;NEUT;SG
道具	sprzęt	道具	sprzęt	N	N;ACC;MASC;SG
道具	narzędzia	道具	narzędzie	N	N;NOM;NEUT;PL
道具	narzędzie	道具	narzęd	N	N;NOM;NEUT;SG
道具	narzędzia	道具	narzędzie	N	N;NOM;NEUT;PL
道具	instrument	道具	instrument	N	N;ACC;MASC;SG
道具	przyrząd	道具	przyrząd	N	N;NOM;MASC;SG
道具	instrumenty	道具	instrument	N	N;NOM;MASC;PL
天気	pogoda	天気	pogoda	N	N;NOM;FEM;SG
天気	pogody	天気	pogoda	N	N;GEN;FEM;SG
粒子	cząsteczki	粒子	cząsteczka	N	N;NOM;FEM;PL
粒子	cząstek	粒子	cząstka	N	N;GEN;FEM;PL
粒子	cząstki	粒子	cząstka	N	N;NOM;FEM;PL
粒子	cząsteczki	粒子	cząsteczka	N	N;NOM;FEM;PL
粒子	cząstki	粒子	cząstka	N	N;NOM;FEM;PL
粒子	cząstek	粒子	cząstka	N	N;GEN;FEM;PL
粒子	cząstka	粒子	cząstka	N	N;NOM;FEM;SG
避ける	uniknąć	避ける	uniknąć	V	V;PFV;NFIN;ACT
避ける	unikać	避ける	unikać	V	V;IPFV;NFIN;ACT
避ける	unikaj	避ける	unikać	V	V;IPFV;IMP;SG;2;FIN;ACT
比率	stosunek	比率	stosunek	N	N;NOM;MASC;SG
比率	proporcje	比率	proporcja	N	N;NOM;FEM;PL
比率	współczynnik	比率	współczynnik	N	N;NOM;MASC;SG
比率	proporcji	比率	proporcja	N	N;GEN;FEM;SG
比率	odsetek	比率	odsetka	N	N;ACC;MASC;SG
比率	proporcje	比率	proporcja	N	N;NOM;FEM;PL
牧場	rancho	牧場	rancho	N	N;NOM;NEUT;SG
ビール	piwa	ビール	piwo	N	N;ACC;NEUT;SG
ビール	piwko	ビール	piwko	N	N;NOM;NEUT;SG
ビール	piwo	ビール	piwo	N	N;NOM;NEUT;SG
ビール	piwa	ビール	piwo	N	N;ACC;NEUT;SG
ビール	piwo	ビール	piwo	N	N;NOM;NEUT;SG
美人	piękności	美人	piękność	N	N;GEN;FEM;SG
クリスタル	kryształ	クリスタル	krysztać	N	N;NOM;MASC;SG
クリスタル	kryształu	クリスタル	kryształ	N	N;GEN;MASC;SG
クリスタル	kryształy	クリスタル	kryształ	N	N;NOM;MASC;PL
リレー	przekaźniki	リレー	przekaźnik	N	N;NOM;MASC;PL
リレー	przekaźnik	リレー	przekaźnik	N	N;NOM;MASC;SG
バイク	rowery	バイク	rower	N	N;NOM;MASC;PL
バイク	rowerem	バイク	rower	N	N;INS;MASC;SG
バイク	rower	バイク	rower	N	N;ACC;MASC;SG
バイク	motocykl	バイク	motocykl	N	N;ACC;MASC;SG
バイク	motocyklista	バイク	motocyklista	N	N;NOM;MASC;SG
バイク	motocykle	バイク	motocykl	N	N;NOM;MASC;PL
バイク	motocykl	バイク	motocykl	N	N;ACC;MASC;SG
バイク	motocykla	バイク	motocykla	N	N;GEN;MASC;SG
ボクサー	bokser	ボクサー	bokser	N	N;NOM;MASC;SG
ドクター	lekarz	ドクター	lekarz	N	N;NOM;MASC;SG
マジ	serio	マジ	serio		
告知	zapowiedź	告知	zapowiedź	V	V;IPFV;IND;SG;FIN;ACT
符号	kodu	符号	koda	N	N;GEN;MASC;SG
符号	kod	符号	kod	N	N;ACC;MASC;SG
当局	władzom	当局	władza	N	N;DAT;FEM;PL
当局	władze	当局	władza	N	N;NOM;FEM;PL
当局	organy	当局	organa	N	N;NOM;MASC;PL
バイオ	życiorys	バイオ	życiorys	N	N;NOM;MASC;SG
コーポレーション	korporacji	コーポレーション	korporacja	N	N;GEN;FEM;SG
コーポレーション	korporacja	コーポレーション	korporacja	N	N;NOM;FEM;SG
付与	przyznano	付与	przyznać	V	V;PFV;IND;0;PST;FIN;ACT
研究員	naukowiec	研究員	naukowiec	N	N;NOM;MASC;SG
研究員	badacz	研究員	badaczyć	N	N;NOM;MASC;SG
定理	twierdzenie	定理	twierdzić	N	N;NOM;NEUT;SG
幸せ	zadowolona	幸せ	zadowolony	ADJ	ADJ;NOM;FEM;SG
幸せ	szczęśliwi	幸せ	szczęśliwy	ADJ	ADJ;NOM;MASC;PL
幸せ	szczęśliwa	幸せ	szczęśliwy	ADJ	ADJ;NOM;FEM;SG
幸せ	szczęśliwy	幸せ	szczęśliwy	ADJ	ADJ;NOM;MASC;SG
幸せ	zadowolony	幸せ	zadowolony	ADJ	ADJ;NOM;MASC;SG
人種	wyścig	人種	wyścig	N	N;NOM;MASC;SG
人種	rasy	人種	rasa	N	N;ACC;FEM;PL
人種	rasa	人種	rasa	N	N;NOM;FEM;SG
運河	kanał	運河	kanał	N	N;ACC;MASC;SG
運河	kanałów	運河	kanał	N	N;GEN;MASC;PL
運河	kanały	運河	kanał	N	N;NOM;MASC;PL
グローバル	globalny	グローバル	globalny	ADJ	ADJ;NOM;MASC;SG
グローバル	globalna	グローバル	globalny	ADJ	ADJ;NOM;FEM;SG
グローバル	globalnego	グローバル	globalny	ADJ	ADJ;ACC;MASC;SG
グローバル	globalne	グローバル	globalny	ADJ	ADJ;NOM;NEUT;SG
パラダイス	raju	パラダイス	raj	N	N;GEN;MASC;SG
パラダイス	raj	パラダイス	raj	N	N;NOM;MASC;SG
農民	chłop	農民	chłop	N	N;NOM;MASC;SG
農民	wieśniak	農民	wieśniak	N	N;NOM;MASC;SG
農民	chłopów	農民	chłop	N	N;ACC;MASC;PL
台詞	dialogu	台詞	dialog	N	N;GEN;MASC;SG
台詞	dialog	台詞	dialog	N	N;NOM;MASC;SG
候補	kandydaci	候補	kandydat	N	N;NOM;MASC;PL
候補	kandydatów	候補	kandydat	N	N;ACC;MASC;PL
候補	kandydata	候補	kandydat	N	N;ACC;MASC;SG
候補	kandydaci	候補	kandydat	N	N;NOM;MASC;PL
候補	kandydat	候補	kandydat	N	N;NOM;MASC;SG
彗星	kometa	彗星	kometa	N	N;NOM;FEM;SG
スプリング	wiosny	スプリング	wiosna	N	N;ACC;FEM;SG
アナウンス	zapowiedź	アナウンス	zapowiedź	V	V;IPFV;IND;SG;FIN;ACT
アナウンス	ogłosić	アナウンス	ogłosić	V	V;PFV;NFIN;ACT
アナウンス	ogłoszenia	アナウンス	ogłoszenie	V	V;PFV;IND;SG;1;FIN;ACT
心臓	serce	心臓	serce	N	N;NOM;NEUT;SG
心臓	serca	心臓	serce	N	N;NOM;NEUT;SG
日光	słońce	日光	słońce	N	N;NOM;NEUT;SG
ウエスト	zachodni	ウエスト	zachodni	N	N;NOM;MASC;SG
ウエスト	zachód	ウエスト	zachód	N	N;NOM;MASC;SG
ウエスト	talii	ウエスト	talia	N	N;GEN;FEM;SG
ウエスト	talia	ウエスト	talia	N	N;NOM;FEM;SG
ウエスト	talię	ウエスト	talia	N	N;ACC;FEM;SG
大使館	ambasady	大使館	ambasada	N	N;GEN;FEM;SG
大使館	ambasady	大使館	ambasada	N	N;GEN;FEM;SG
大使館	ambasadzie	大使館	ambasada	N	N;DAT;FEM;SG
食事	posiłek	食事	posiłek	N	N;ACC;MASC;SG
食事	mączka	食事	mączka	N	N;NOM;FEM;SG
食事	mączki	食事	mączka	N	N;ACC;FEM;SG
食事	posiłki	食事	posiłek	N	N;NOM;MASC;PL
食事	posiłków	食事	posiłek	N	N;GEN;MASC;PL
バイト	bajt	バイト	bajt	N	N;NOM;MASC;SG
バイト	bajtów	バイト	bajt	N	N;GEN;MASC;PL
避難	ewakuować	避難	ewakuować	V	V;PFV;NFIN;ACT
君主	monarcha	君主	monarchy	N	N;NOM;MASC;SG
境内	komisariat	境内	komisariat	N	N;NOM;MASC;SG
特撮	tokusatsu	特撮	tokusats	N	N;NOM;MASC;SG
テーブル	stół	テーブル	stół	N	N;NOM;MASC;SG
テーブル	stolik	テーブル	stolik	N	N;NOM;MASC;SG
テーブル	tablica	テーブル	tablica	N	N;NOM;FEM;SG
テーブル	stoły	テーブル	stoły	N	N;NOM;MASC;PL
リボン	wstążki	リボン	wstążka	N	N;ACC;FEM;PL
リボン	wstążkę	リボン	wstążka	N	N;ACC;FEM;SG
シード	nasiona	シード	nasiono	N	N;NOM;NEUT;PL
シード	nasienie	シード	nasienie	N	N;NOM;NEUT;SG
シード	nasiona	シード	nasiono	N	N;NOM;NEUT;PL
併合	konsolidacja	併合	konsolidacja	N	N;NOM;FEM;SG
併合	konsolidacji	併合	konsolidacja	N	N;GEN;FEM;SG
併合	aneksji	併合	aneksja	N	N;GEN;FEM;SG
武士	samuraj	武士	samuraj	N	N;NOM;MASC;SG
武士	samuraja	武士	samuraja	N	N;ACC;MASC;SG
感覚	zmysłów	感覚	zmysł	N	N;GEN;MASC;PL
感覚	zmysły	感覚	zmysł	N	N;NOM;MASC;PL
感覚	sensacja	感覚	sensacja	N	N;NOM;FEM;SG
感覚	uczucie	感覚	uczucie	N	N;NOM;NEUT;SG
感覚	wyczucie	感覚	wyczucie	N	N;NOM;NEUT;SG
感覚	zmysł	感覚	zmysł	N	N;NOM;MASC;SG
感覚	sensie	感覚	sens	N	N;ESS;MASC;SG
感覚	poczucie	感覚	poczucie	N	N;NOM;NEUT;SG
プログラミング	programowania	プログラミング	programowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
プログラミング	programowanie	プログラミング	programować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
公爵	książę	公爵	książę	N	N;NOM;MASC;SG
