van	no	van	no		
besluite	lēmumi	besluit	lēmums	N;PL	N;NOM;MASC;PL
besluite	lēmumus	besluit	lēmums	N;PL	N;ACC;MASC;PL
kuslyn	krasts	kuslyn	krasts	N;SG	N;NOM;MASC;SG
kuslyn	piekraste	kuslyn	piekraste	N;SG	N;NOM;FEM;SG
regerings	valdības	regering	valdība	N;PL	N;NOM;FEM;PL
moeite	piepūle	moeite	piepūle	N;SG	N;NOM;FEM;SG
gewysig	atjaunināts	wysig	atjaunināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewysig	atjaunināta	wysig	atjaunināt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gewysig	atjaunināti	wysig	atjaunināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gewysig	atjaunots	wysig	atjaunot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewysig	mainījies	wysig	mainīties	V;PST;V.PTCP	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
gewysig	mainītas	wysig	mainīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gewysig	mainīta	wysig	mainīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gewysig	mainīts	wysig	mainīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewysig	modificēts	wysig	modificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewysig	pārveidoti	wysig	pārveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gewysig	pārveidota	wysig	pārveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gewysig	mainīts	wysig	mainīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewysig	pārveidots	wysig	pārveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nasionaliteit	pilsonība	nasionaliteit	pilsonība	N;SG	N;NOM;FEM;SG
materiale	materiāli	materiaal	materiāls	N;PL	N;NOM;MASC;PL
statistiek	statistika	statistiek	statistika	N;SG	N;NOM;FEM;SG
statistiek	statistika	statistiek	statistika	N;SG	N;NOM;FEM;SG
eer	dziedāt	eer	dziedāt	V;PRS	V;POS;NFIN
eer	dziedam	eer	dzieds	V;PRS	V;FH;IND;PL;1;POS;PRS;FIN;ACT
eer	dziedi	eer	dziede	V;PRS	V;IMP;SG;2;POS;FIN;ACT
geproduseer	ražoti	produseer	ražot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geproduseer	ražota	produseer	ražot	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geproduseer	ražotas	produseer	ražot	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
geproduseer	saražots	produseer	saražot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geproduseer	ražots	produseer	ražot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
magnetiese	magnētiskie	magneties	magnētisks	ADJ;NOM	ADJ;NOM;MASC;PL
vestiging	izveide	vestiging	izveide	N;SG	N;NOM;FEM;SG
vestiging	uzņēmums	vestiging	uzņēmums	N;SG	N;NOM;MASC;SG
vestiging	izveidi	vestiging	izveide	N;SG	N;ACC;FEM;SG
vestiging	izveidošana	vestiging	izveidošana	N;SG	N;NOM;FEM;SG
antarktika	antarktīda	antarktika	antarktīda	N;SG	N;NOM;FEM;SG
handelaars	izplatītāji	handelaar	izplatītājs	N;PL	N;NOM;MASC;PL
handelaars	tirgotājiem	handelaar	tirgotājs	N;PL	N;DAT;MASC;PL
handelaars	tirgotāji	handelaar	tirgotājs	N;PL	N;NOM;MASC;PL
generasie	paaudze	generasie	paaudze	N;SG	N;NOM;FEM;SG
prosesse	procesus	proses	process	N;PL	N;ACC;MASC;PL
prosesse	procesi	proses	process	N;PL	N;NOM;MASC;PL
eienskap	atribūtu	eienskap	atribūt	N;SG	N;ACC;MASC;SG
eienskap	raksturlielums	eienskap	raksturlielums	N;SG	N;NOM;MASC;SG
eienskap	motīvs	eienskap	motīvs	N;SG	N;NOM;MASC;SG
eienskap	īpašība	eienskap	īpašība	N;SG	N;NOM;FEM;SG
hoofstuk	nodaļā	hoofstuk	nodaļa	N;SG	N;ESS;FEM;SG
hoofstuk	nodaļa	hoofstuk	nodaļa	N;SG	N;NOM;FEM;SG
verhoudings	attiecības	verhouding	attiecība	N;PL	N;NOM;FEM;PL
standaarde	standartos	standaard	standarts	N;PL	N;ESS;MASC;PL
standaarde	standartus	standaard	standarts	N;PL	N;ACC;MASC;PL
standaarde	standarti	standaard	standarts	N;PL	N;NOM;MASC;PL
sone	zona	sone	zons	N;SG	N;NOM;FEM;SG
tydstip	laiks	tydstip	laiks	N;SG	N;NOM;MASC;SG
tydstip	laika	tydstip	laiks	N;SG	N;GEN;MASC;SG
vlerke	spārni	vlerk	spārns	N;PL	N;NOM;MASC;PL
vlerke	spārnus	vlerk	spārns	N;PL	N;ACC;MASC;PL
tande	zobiem	tande	zobs	N;PL	N;DAT;MASC;PL
tande	zobus	tande	zobs	N;PL	N;ACC;MASC;PL
tande	zobi	tande	zobs	N;PL	N;NOM;MASC;PL
liedjie	dziesma	liedjie	dziesma	N;SG	N;NOM;FEM;SG
ekspedisie	ekspedīcija	ekspedisie	ekspedīcija	N;SG	N;NOM;FEM;SG
ekspedisie	sks	ekspedisie	sks	N;SG	N
hektaar	hektāru	hektaar	hektārs	N;SG	N;ACC;MASC;SG
hektaar	hektāra	hektaar	hektārs	N;SG	N;GEN;MASC;SG
blom	zieds	blom	zieds	N;SG	N;NOM;MASC;SG
blom	ziedu	blom	zieds	N;SG	N;ACC;MASC;SG
aktiwiteit	aktivitāte	aktiwiteit	aktivitāte	N;SG	N;NOM;FEM;SG
aktiwiteit	darbība	aktiwiteit	darbība	N;SG	N;NOM;FEM;SG
ongeluk	negadījums	ongeluk	negadījums	N;SG	N;NOM;MASC;SG
ongeluk	avārija	ongeluk	avārija	N;SG	N;NOM;FEM;SG
resultaat	rezultāts	resultaat	rezultāts	N;SG	N;NOM;MASC;SG
infrastruktuur	infrastruktūra	infrastruktuur	infrastruktūra	N;SG	N;NOM;FEM;SG
bulle	buļļiem	bulle	bulļi	N;PL	N;DAT;MASC;PL
hamlet	hamlets	hamlet	hamlets	N;SG	N;NOM;MASC;SG
toerusting	inventārs	toerusting	inventārs	N;SG	N;NOM;MASC;SG
toerusting	aprīkojums	toerusting	aprīkojums	N;SG	N;NOM;MASC;SG
toerusting	iekārta	toerusting	iekārta	N;SG	N;NOM;FEM;SG
toerusting	pārnesums	toerusting	pārnesums	N;SG	N;NOM;MASC;SG
toerusting	rīku	toerusting	rīks	N;SG	N;ACC;MASC;SG
konstruksie	celtniecība	konstruksie	celtniecība	N;SG	N;NOM;FEM;SG
konstruksie	būve	konstruksie	būve	N;SG	N;NOM;FEM;SG
konstruksie	uzbūve	konstruksie	uzbūve	N;SG	N;NOM;FEM;SG
konstruksie	būvniecība	konstruksie	būvniecība	N;SG	N;NOM;FEM;SG
konstruksie	konstrukcija	konstruksie	konstrukcija	N;SG	N;NOM;FEM;SG
apollo	apollo	apollo	apolot		
geleenthede	notikumi	geleentheid	notikums	N;PL	N;NOM;MASC;PL
geleenthede	notikumiem	geleentheid	notikums	N;PL	N;DAT;MASC;PL
geleenthede	pasākumi	geleentheid	pasākums	N;PL	N;NOM;MASC;PL
digters	dzejniekiem	digters	dzejnieks	N;PL	N;DAT;MASC;PL
voortdurend	pastāvīgi	voortduur	pastāvīgi	ADV	ADV
voortdurend	nepārtraukti	voortduur	nepārtraukti	ADV	ADV
hemel	paradīze	hemel	paradīze	N;SG	N;NOM;FEM;SG
titels	virsraksti	titels	virsraksts	N;PL	N;NOM;MASC;PL
kategorieë	kategorijās	kategorie	kategorija	N;PL	N;ESS;FEM;PL
kategorieë	kategorijām	kategorie	kategorija	N;PL	N;DAT;FEM;PL
kategorieë	kategorijas	kategorie	kategorija	N;PL	N;NOM;FEM;PL
uitstekende	lielisks	uitstek	lielisks	ADJ;NOM	ADJ;NOM;MASC;SG
uitstekende	izcila	uitstek	izcils	ADJ;NOM	ADJ;NOM;FEM;SG
uitstekende	izcils	uitstek	izcils	ADJ;NOM	ADJ;NOM;MASC;SG
swem	peldēšanas	swem	peldēšana	N;PL	N;NOM;FEM;PL
onmoontlik	neiespējami	onmoontlik	neiespējami	ADV	ADV
geïdentifiseer	identificēti	identifiseer	identificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geïdentifiseer	identificēts	identifiseer	identificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geïdentifiseer	identificēta	identifiseer	identificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
onthul	atklāt	onthul	atklāt	V;PRS	V;POS;NFIN
onthul	atklāj	onthul	atklāt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
moslems	musulmaņi	moslem	musulmanis	N;PL	N;NOM;MASC;PL
moslems	musulmaņu	moslem	musulmana	N;PL	N;GEN;MASC;PL
arms	rokām	arms	roka	N;PL	N;DAT;FEM;PL
arms	ieročus	arms	ierocis	N;PL	N;ACC;MASC;PL
arms	rokas	arms	roka	N;PL	N;NOM;FEM;PL
arms	ieroči	arms	ieroce	N;PL	N;NOM;MASC;PL
duim	collas	duim	colla	N;PL	N;NOM;FEM;PL
selle	šūnām	selle	šūna	N;PL	N;DAT;FEM;PL
selle	elementi	selle	elements	N;PL	N;NOM;MASC;PL
selle	šūnas	selle	šūna	N;PL	N;NOM;FEM;PL
demokrasie	demokrātija	demokrasie	demokrātija	N;SG	N;NOM;FEM;SG
praktiese	praktiska	prakties	praktiska	ADJ;NOM	ADJ;NOM;FEM;SG
praktiese	praktisks	prakties	praktisks	ADJ;NOM	ADJ;NOM;MASC;SG
klip	akmens	klip	akmens	N;SG	N;NOM;MASC;SG
rond	ap	rond	ap		
gehaal	ielādēti	gehaal	ielādēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
boeddhisme	budisms	boeddhisme	budisms	N;SG	N;NOM;MASC;SG
heuwel	kalnā	heuwel	kalns	N;SG	N;ESS;MASC;SG
lesers	lasītājiem	leser	lasītājs	N;PL	N;DAT;MASC;PL
lesers	lasītāji	leser	lasītājs	N;PL	N;NOM;MASC;PL
oral	visur	oral	visur	ADV	ADV
komeet	komēta	komeet	komēts	N;SG	N;NOM;FEM;SG
stelling	paziņojums	stelling	paziņojums	N;SG	N;NOM;MASC;SG
tipes	tipi	tipes	tips	N;PL	N;NOM;MASC;PL
tipes	veidi	tipes	veids	N;PL	N;NOM;MASC;PL
sagte	mīksti	sagte	mīksts	ADJ;NOM	ADJ;NOM;MASC;PL
sagte	maiga	sagte	maiga	ADJ;NOM	ADJ;NOM;FEM;SG
sagte	mīkstie	sagte	mīksts	ADJ;NOM	ADJ;NOM;MASC;PL
sagte	mīksta	sagte	mīksta	ADJ;NOM	ADJ;NOM;FEM;SG
sagte	mīksts	sagte	mīksts	ADJ;NOM	ADJ;NOM;MASC;SG
biologiese	bioloģiskā	biologies	bioloģiska	ADJ;NOM	ADJ;NOM;FEM;SG
biologiese	bioloģiskais	biologies	bioloģisks	ADJ;NOM	ADJ;NOM;MASC;SG
lisensie	licence	lisensie	licence	N;SG	N;NOM;FEM;SG
lisensie	apliecība	lisensie	apliecība	N;SG	N;NOM;FEM;SG
lisensie	licence	lisensie	licence	N;SG	N;NOM;FEM;SG
teenoorgestelde	pretējā	teenoorgesteld	pretēja	ADJ;NOM	ADJ;NOM;FEM;SG
teenoorgestelde	pretēja	teenoorgesteld	pretēja	ADJ;NOM	ADJ;NOM;FEM;SG
woensdag	trešdiena	woensdag	trešdiena	N;SG	N;NOM;FEM;SG
velde	lauki	vel	lauki	N;PL	N;NOM;MASC;PL
velde	laukiem	vel	lauks	N;PL	N;DAT;MASC;PL
velde	laukus	vel	lauks	N;PL	N;ACC;MASC;PL
aansig	skatītājs	aansig	skatītājs	N;SG	N;NOM;MASC;SG
aansig	displejs	aansig	displejs	N;SG	N;NOM;MASC;SG
aansig	displeja	aansig	displeja	N;SG	N;NOM;FEM;SG
aansig	skats	aansig	skats	N;SG	N;NOM;MASC;SG
klanke	skaņas	klank	skaņa	N;PL	N;NOM;FEM;PL
rewolusionêre	revolucionārā	rewolusionêre	revolucionārs	ADJ;NOM	ADJ;NOM;FEM;SG
godin	dieviete	godin	dieviete	N;SG	N;NOM;FEM;SG
mis	migla	mis	migla	N;SG	N;NOM;FEM;SG
mis	migla	mis	migla	N;SG	N;NOM;FEM;SG
mis	miglā	mis	migla	N;SG	N;ESS;FEM;SG
albums	albumus	albums	albums	N;PL	N;ACC;MASC;PL
waterval	ūdenskritums	waterval	ūdenskritums	N;SG	N;NOM;MASC;SG
toespraak	runu	toespraak	runa	N;SG	N;ACC;FEM;SG
toespraak	runa	toespraak	runa	N;SG	N;NOM;FEM;SG
meen	ticēt	meen	ticēt	V;PRS	V;POS;NFIN
voertuie	transportlīdzekļi	voertuig	transportlīdzeklis	N;PL	N;NOM;MASC;PL
onderdruk	apspiest	onderdruk	apspiest	V;PRS	V;POS;NFIN
trein	vilciena	trein	vilciens	N;SG	N;GEN;MASC;SG
trein	vilciens	trein	vilciens	N;SG	N;NOM;MASC;SG
trein	vilcienu	trein	vilciens	N;SG	N;ACC;MASC;SG
georganiseer	organizēti	organiseer	organizēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
georganiseer	organizēta	organiseer	organizēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
georganiseer	organizēts	organiseer	organizēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
patroon	raksts	patroon	raksts	N;SG	N;NOM;MASC;SG
kwaliteit	kvalitāte	kwaliteit	kvalitāte	N;SG	N;NOM;FEM;SG
takke	filiāles	tak	filiāle	N;PL	N;NOM;FEM;PL
takke	zarus	tak	zars	N;PL	N;ACC;MASC;PL
houding	attieksme	houding	attieksme	N;SG	N;NOM;FEM;SG
deelnemers	dalībnieki	deelnemer	dalībnieks	N;PL	N;NOM;MASC;PL
ervaring	pieredze	ervaring	pieredze	N;SG	N;NOM;FEM;SG
beveel	iesaka	beveel	iesacīt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
merk	atzīmēt	merk	atzīmēt	V;PRS	V;POS;NFIN
slang	čūsku	slang	čūska	N;SG	N;ACC;FEM;SG
slang	čūska	slang	čūska	N;SG	N;NOM;FEM;SG
voorspel	prognozē	voorspel	prognozēt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
geassosieer	saistīts	assosieer	saistīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
simptome	simptomi	simptome	simptoms	N;PL	N;NOM;MASC;PL
hervorming	reformation	hervorming	reformation	N;SG	N;NOM;MASC;SG
genre	žanrs	genr	žanrs	N;SG	N;NOM;MASC;SG
parke	parkos	park	parks	N;PL	N;ESS;MASC;PL
parke	parki	park	parks	N;PL	N;NOM;MASC;PL
gesinne	ģimeņu	gesin	ģimene	N;PL	N;GEN;FEM;PL
gesinne	ģimenes	gesin	ģimene	N;PL	N;NOM;FEM;PL
gesinne	ģimenēm	gesin	ģimene	N;PL	N;DAT;FEM;PL
rasse	šķirnes	rasse	šķirne	N;PL	N;NOM;FEM;PL
tref	uzlikt	tref	uzlikt	V;PRS	V;POS;NFIN
tref	uzspiest	tref	uzspiest	V;PRS	V;POS;NFIN
bedreiging	drauds	bedreiging	drauds	N;SG	N;NOM;MASC;SG
uitleg	izvietojums	uitleg	izvietojums	N;SG	N;NOM;MASC;SG
uitleg	izkārtojums	uitleg	izkārtojums	N;SG	N;NOM;MASC;SG
spore	takas	spor	taka	N;PL	N;NOM;FEM;PL
doeleindes	nolūki	doeleinde	nolūks	N;PL	N;NOM;MASC;PL
aardbewing	zemestrīces	aardbewing	zemestrīce	N;SG	N;NOM;FEM;SG
aardbewing	zemestrīce	aardbewing	zemestrīce	N;SG	N;NOM;FEM;SG
woestyn	deserts	woestyn	deserts	N;SG	N;NOM;MASC;SG
woestyn	tuksnesis	woestyn	tuksnesis	N;SG	N;NOM;MASC;SG
kolle	punkti	kol	punkts	N;PL	N;NOM;MASC;PL
kolle	punktus	kol	punkts	N;PL	N;ACC;MASC;PL
kolle	plankumi	kol	plankums	N;PL	N;NOM;MASC;PL
kookkuns	virtuve	kookkuns	virtuve	N;SG	N;NOM;FEM;SG
kookkuns	gatavošana	kookkuns	gatavošana	N;SG	N;NOM;FEM;SG
kookkuns	gatavošanas	kookkuns	gatavošana	N;SG	N;NOM;FEM;SG
meisie	meitiņa	meisie	meitiņa	N;SG	N;NOM;FEM;SG
meisie	meitene	meisie	meitene	N;SG	N;NOM;FEM;SG
meisie	meitenei	meisie	meitene	N;SG	N;DAT;FEM;SG
radius	rādiuss	radius	rādiuss	N;SG	N;NOM;MASC;SG
vrae	jautājumi	vraag	jautājums	N;PL	N;NOM;MASC;PL
werknemers	darbinieki	werknemer	darbinieks	N;PL	N;NOM;MASC;PL
reageer	reaģēt	reageer	reaģēt	V;PRS	V;POS;NFIN
reageer	reaģē	reageer	reaģēt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
tronk	cietumā	tronk	cietums	N;SG	N;ESS;MASC;SG
tronk	cietuma	tronk	cietums	N;SG	N;GEN;MASC;SG
tronk	cietums	tronk	cietums	N;SG	N;NOM;MASC;SG
enjins	motoriem	enjins	motors	N;PL	N;DAT;MASC;PL
enjins	dzinējiem	enjins	dzinējs	N;PL	N;DAT;MASC;PL
enjins	motori	enjins	motors	N;PL	N;NOM;MASC;PL
enjins	dzinēji	enjins	dzinējs	N;PL	N;NOM;MASC;PL
evolusie	attīstība	evolusie	attīstība	N;SG	N;NOM;FEM;SG
evolusie	attīstību	evolusie	attīstība	N;SG	N;ACC;FEM;SG
sektor	nozare	sektor	nozare	N;SG	N;NOM;FEM;SG
sektor	sektors	sektor	sektors	N;SG	N;NOM;MASC;SG
leierskap	vadība	leierskap	vadība	N;SG	N;NOM;FEM;SG
keulen	ķelni	keulen	ķelns	N;SG	N;ACC;FEM;SG
afrigter	treneris	afrigter	treneris	N;SG	N;NOM;MASC;SG
afrigter	treneri	afrigter	treneris	N;SG	N;ACC;MASC;SG
herinner	atgādinu	herinner	atgādināt	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
herinner	atgādināt	herinner	atgādināt	V;PRS	V;POS;NFIN
mites	mītus	mite	mīts	N;PL	N;ACC;MASC;PL
items	priekšmeti	item	priekšmets	N;PL	N;NOM;MASC;PL
items	posteņi	item	postenis	N;PL	N;NOM;MASC;PL
winkels	veikalos	winkels	veikals	N;PL	N;ESS;MASC;PL
winkels	veikali	winkels	veikals	N;PL	N;NOM;MASC;PL
winkels	glabātavas	winkels	glabātava	N;PL	N;NOM;FEM;PL
winkels	veikalos	winkels	veikals	N;PL	N;ESS;MASC;PL
winkels	veikali	winkels	veikals	N;PL	N;NOM;MASC;PL
azerbeidjan	azerbaidžāna	azerbeidjan	azerbaidžāna	N;SG	N;NOM;FEM;SG
erg	nopietni	erg	nopietni	ADV	ADV
genetiese	ģenētiskā	geneties	ģenētiska	ADJ;NOM	ADJ;NOM;FEM;SG
films	filmas	films	filma	N;PL	N;NOM;FEM;PL
geëis	apgalvoja	eis	apgalvot	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
geëis	apgalvots	eis	apgalvot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afstammelinge	pēcnācēji	afstammeling	pēcnācējs	N;PL	N;NOM;MASC;PL
afstammelinge	pēcteči	afstammeling	pēctecis	N;PL	N;NOM;MASC;PL
feite	fakti	feit	fakts	N;PL	N;NOM;MASC;PL
feite	faktus	feit	fakts	N;PL	N;ACC;MASC;PL
sirkel	loks	sirkel	loks	N;SG	N;NOM;MASC;SG
sirkel	apļa	sirkel	aplis	N;SG	N;GEN;MASC;SG
sirkel	aplis	sirkel	aplis	N;SG	N;NOM;MASC;SG
kings	karaļi	king	karalis	N;PL	N;NOM;MASC;PL
helderheid	spilgtuma	helderheid	spilgtums	N;SG	N;GEN;MASC;SG
toepassings	lietojumprogrammas	toepassing	lietojumprogramma	N;PL	N;NOM;FEM;PL
toepassings	pieteikumus	toepassing	pieteikums	N;PL	N;ACC;MASC;PL
toepassings	pieteikumi	toepassing	pieteikums	N;PL	N;NOM;MASC;PL
toepassings	lietojumi	toepassing	lietojums	N;PL	N;NOM;MASC;PL
toepassings	lietotnes	toepassing	lietotne	N;PL	N;NOM;FEM;PL
toepassings	aplikācijas	toepassing	aplikācija	N;PL	N;NOM;FEM;PL
weduwee	atraitne	weduwee	atraitne	N;SG	N;NOM;FEM;SG
metale	metāli	metaal	metāle	N;PL	N;NOM;MASC;PL
klubs	klubi	klubs	klubi	N;PL	N;NOM;MASC;PL
klubs	klubiem	klubs	klubs	N;PL	N;DAT;MASC;PL
klubs	klubos	klubs	klubs	N;PL	N;ESS;MASC;PL
domein	sfēra	domein	sfēra	N;SG	N;NOM;FEM;SG
domein	domēna	domein	domēns	N;SG	N;NOM;MASC;SG
domein	joma	domein	joma	N;SG	N;NOM;FEM;SG
newton	ņūtons	newton	ņūtons	N;SG	N;NOM;MASC;SG
dns	dns	dns	dns	N;PL	N
oorsig	apskats	oorsig	apskats	N;SG	N;NOM;MASC;SG
oorsig	pārskats	oorsig	pārskats	N;SG	N;NOM;MASC;SG
oorsig	pārskatīšana	oorsig	pārskatīšana	N;SG	N;NOM;FEM;SG
oorsig	pārskats	oorsig	pārskats	N;SG	N;NOM;MASC;SG
misdaad	noziedzību	misdaad	noziedzība	N;SG	N;ACC;FEM;SG
misdaad	noziegums	misdaad	noziegums	N;SG	N;NOM;MASC;SG
misdaad	noziedzība	misdaad	noziedzība	N;SG	N;NOM;FEM;SG
villa	villa	villa	villa	N;SG	N;NOM;FEM;SG
sneeu	savannu	sneeu	savanna	N;SG	N;ACC;FEM;SG
sneeu	sniega	sneeu	sniegs	N;SG	N;GEN;MASC;SG
sneeu	sniegs	sneeu	sniegs	N;SG	N;NOM;MASC;SG
sneeu	sniegu	sneeu	sniegs	N;SG	N;ACC;MASC;SG
stabiele	stabila	stabiel	stabila	ADJ;NOM	ADJ;NOM;FEM;SG
stabiele	stabils	stabiel	stabils	ADJ;NOM	ADJ;NOM;MASC;SG
stabiele	stabilas	stabiel	stabila	ADJ;NOM	ADJ;NOM;FEM;PL
vertalings	tulkojumi	vertaling	tulkojums	N;PL	N;NOM;MASC;PL
optiese	optiskā	optiese	optiska	ADJ;NOM	ADJ;NOM;FEM;SG
optiese	optiskie	optiese	optisks	ADJ;NOM	ADJ;NOM;MASC;PL
optiese	optiskais	optiese	optisks	ADJ;NOM	ADJ;NOM;MASC;SG
uitdrukking	izteiksme	uitdrukking	izteiksme	N;SG	N;NOM;FEM;SG
uitdrukking	izpausme	uitdrukking	izpausme	N;SG	N;NOM;FEM;SG
uitwissing	izzušana	uitwissing	izzušana	N;SG	N;NOM;FEM;SG
uitwissing	izmiršanas	uitwissing	izmiršana	N;SG	N;NOM;FEM;SG
sout	sāls	sout	sāls	N;SG	N;NOM;MASC;SG
hernoem	pārdēvēt	hernoem	pārdēvēt	V;PRS	V;POS;NFIN
gewildheid	popularitāti	gewildheid	popularitāte	N;SG	N;ACC;FEM;SG
gewildheid	popularitāte	gewildheid	popularitāte	N;SG	N;NOM;FEM;SG
lot	liktenim	lot	liktenis	N;SG	N;DAT;MASC;SG
lot	likteņa	lot	liktenis	N;SG	N;GEN;MASC;SG
lot	liktenis	lot	liktenis	N;SG	N;NOM;MASC;SG
lot	likteni	lot	liktene	N;SG	N;ACC;MASC;SG
plantegroei	veģetācijas	plantegroei	veģetācija	N;PL	N;NOM;FEM;PL
vyand	pretinieks	vyand	pretinieks	N;SG	N;NOM;MASC;SG
vyand	ienaidnieks	vyand	ienaidnieks	N;SG	N;NOM;MASC;SG
opname	apskate	opname	apskate	N;SG	N;NOM;FEM;SG
opname	aptauja	opname	aptauja	N;SG	N;NOM;FEM;SG
vlaktes	līdzenumi	vlakte	līdzenumi	N;PL	N;NOM;MASC;PL
skenk	ziedot	skenk	ziedot	V;PRS	V;POS;NFIN
skenk	ziedo	skenk	ziedot	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
skiet	šaut	skiet	šaut	V;PRS	V;POS;NFIN
skiet	nošaut	skiet	nošaut	V;PRS	V;POS;NFIN
skiet	šauj	skiet	šis	V;PRS	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
koor	koris	koor	koris	N;SG	N;NOM;MASC;SG
magtige	varens	magtig	varens	ADJ;NOM	ADJ;NOM;MASC;SG
manne	vīriešiem	man	vīrietis	N;PL	N;DAT;MASC;PL
manne	vīri	man	vīrs	N;PL	N;NOM;MASC;PL
manne	vīrieši	man	vīrietis	N;PL	N;NOM;MASC;PL
bewegings	priekšlikumi	beweging	priekšlikums	N;PL	N;NOM;MASC;PL
hard	smagi	hard	smags	ADV	ADV
hard	grūti	hard	grūti	ADV	ADV
amptenare	ierēdņi	amptenaar	ierēdnis	N;PL	N;NOM;MASC;PL
amptenare	amatpersonas	amptenaar	amatpersona	N;PL	N;NOM;FEM;PL
musiekgroep	josla	musiekgroep	josla	N;SG	N;NOM;FEM;SG
persoonlikheid	personība	persoonlikheid	personība	N;SG	N;NOM;FEM;SG
slaap	miegs	slaap	miegs	N;SG	N;NOM;MASC;SG
slaap	miega	slaap	miegs	N;SG	N;GEN;MASC;SG
monumente	pieminekļu	monument	piemineklis	N;PL	N;GEN;MASC;PL
nek	kakls	nek	kakls	N;SG	N;NOM;MASC;SG
nek	kakla	nek	kakls	N;SG	N;GEN;MASC;SG
plate	plāksnes	plaat	plāksne	N;PL	N;NOM;FEM;PL
bemark	veicināt	bemark	veicināt	V;PRS	V;POS;NFIN
bemark	veicinātu	bemark	veicināt	V;PRS	V;COND;POS;FIN;ACT
bemark	popularizēt	bemark	popularizēt	V;PRS	V;POS;NFIN
staal	tērauds	staal	tērauds	N;SG	N;NOM;MASC;SG
staal	tērauda	staal	tērauds	N;SG	N;NOM;MASC;SG
verblyf	iesniegšana	verblyf	iesniegšana	N;SG	N;NOM;FEM;SG
stoor	glabāt	stoor	glabāt	V;PRS	V;POS;NFIN
stoor	uzglabāt	stoor	uzglabāt	V;PRS	V;POS;NFIN
geheim	noslēpums	heim	noslēpums	N;SG	N;NOM;MASC;SG
mensdom	cilvēce	mensdom	cilvēce	N;SG	N;NOM;FEM;SG
mensdom	cilvēce	mensdom	cilvēce	N;SG	N;NOM;FEM;SG
atome	atomi	atom	atome	N;PL	N;NOM;MASC;PL
omvang	diapazons	omvang	diapazons	N;SG	N;NOM;MASC;SG
diepte	dziļums	diepte	dziļums	N;SG	N;NOM;MASC;SG
tegniek	tehnika	tegniek	tehnika	N;SG	N;NOM;FEM;SG
tegniek	paņēmiens	tegniek	paņēmiens	N;SG	N;NOM;MASC;SG
markte	tirgi	mark	tirgus	N;PL	N;NOM;MASC;PL
geïnspireer	iedvesmoja	inspireer	iedvesmot	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
