con	sa	con	sa	ADP	ADP;INS
coalición	koalicija	coalición	koalicija	N;FEM;SG	N;NOM;FEM;SG
coalición	koaliciji	coalición	koalicija	N;FEM;SG	N;DAT;FEM;SG
naves	brodove	nave	brod	N;FEM;PL	N;ACC;MASC;PL
naves	brodovi	nave	brod	N;FEM;PL	N;NOM;MASC;PL
naves	plovila	nave	plovilo	N;FEM;PL	N;NOM;NEUT;PL
naves	žile	nave	žila	N;FEM;PL	N;NOM;FEM;PL
realización	realizaciji	realización	realizacija	N;FEM;SG	N;DAT;FEM;SG
realización	ostvarenje	realización	ostvarenje	N;FEM;SG	N;NOM;NEUT;SG
realización	shvaćanje	realización	shvaćanje	N;FEM;SG	N;NOM;NEUT;SG
interna	interna	interno	interan	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
interna	unutrašnja	interno	unutrašnji	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
interna	unutarnja	interno	unutarnji	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
interna	unutarnji	interno	unutarnji	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
personalidad	osobnost	personalidad	osobnost	N;FEM;SG	N;NOM;FEM;SG
personalidad	ličnost	personalidad	ličnost	N;FEM;SG	N;NOM;FEM;SG
flor	flor	flor	flor	N;FEM;SG	N;NOM;MASC;SG
flor	cvet	flor	cvet	N;FEM;SG	N;NOM;MASC;SG
flor	cvijeta	flor	cvijet	N;FEM;SG	N;GEN;MASC;SG
flor	cvijet	flor	cvijet	N;FEM;SG	N;NOM;MASC;SG
jugando	igramo	jugar	igrati	V;V.MSDR	V;IND;PL;1;PRS;FIN
celebró	proslavio	celebrar	proslaviti	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
alas	krila	ala	krila	N;FEM;PL	N;NOM;FEM;PL
alas	krilima	ala	kril	N;FEM;PL	N;INS;MASC;PL
alas	krilca	ala	krilac	N;FEM;PL	N;NOM;MASC;PL
jardines	vrtovi	jardín	vrt	N;MASC;PL	N;NOM;MASC;PL
jardines	vrtove	jardín	vrt	N;MASC;PL	N;ACC;MASC;PL
muro	zid	muro	zid	N;MASC;SG	N;NOM;MASC;SG
muro	zida	muro	zid	N;MASC;SG	N;GEN;MASC;SG
grados	ocjene	grado	ocjena	N;MASC;PL	N;NOM;FEM;PL
grados	stupnjeva	grado	stupanj	N;MASC;PL	N;GEN;MASC;PL
grados	diplome	grado	diploma	N;MASC;PL	N;NOM;FEM;PL
santuario	utočište	santuario	utočište	N;MASC;SG	N;NOM;NEUT;SG
santuario	svetište	santuario	svetište	N;MASC;SG	N;NOM;NEUT;SG
santuario	svetište	santuario	svetište	N;MASC;SG	N;NOM;NEUT;SG
destrucción	uništavanje	destrucción	uništavanje	N;FEM;SG	N;NOM;NEUT;SG
destrucción	uništenje	destrucción	uništenje	N;FEM;SG	N;NOM;NEUT;SG
destrucción	razaranje	destrucción	razaranje	N;FEM;SG	N;NOM;NEUT;SG
empresario	poduzetnik	empresario	poduzetnik	N;MASC;SG	N;NOM;MASC;SG
empresario	poduzetnika	empresario	poduzetnik	N;MASC;SG	N;ANIM;ACC;MASC;SG
empresario	poslodavac	empresario	poslodavac	N;MASC;SG	N;NOM;MASC;SG
empresario	poslodavca	empresario	poslodavac	N;MASC;SG	N;ANIM;ACC;MASC;SG
empresario	biznismen	empresario	biznistiti	N;MASC;SG	N;NOM;MASC;SG
entrenamiento	trening	entrenamiento	trening	N;MASC;SG	N;NOM;MASC;SG
entrenamiento	obuka	entrenamiento	obuka	N;MASC;SG	N;NOM;FEM;SG
entrenamiento	treniranje	entrenamiento	treniranje	N;MASC;SG	N;NOM;NEUT;SG
entrenamiento	vježbanje	entrenamiento	vježbanje	N;MASC;SG	N;NOM;NEUT;SG
entrenamiento	trening	entrenamiento	trening	N;MASC;SG	N;NOM;MASC;SG
propietario	vlasnica	propietario	vlasnica	N;MASC;SG	N;NOM;FEM;SG
propietario	vlasnika	propietario	vlasnik	N;MASC;SG	N;ANIM;ACC;MASC;SG
propietario	vlasnik	propietario	vlasnik	N;MASC;SG	N;NOM;MASC;SG
propietario	gazda	propietario	gazda	N;MASC;SG	N;NOM;MASC;SG
cañones	kanjonima	cañón	kanjon	N;MASC;PL	N;DAT;MASC;PL
cañones	topovi	cañón	top	N;MASC;PL	N;NOM;MASC;PL
cañones	topove	cañón	top	N;MASC;PL	N;ACC;MASC;PL
cañones	topova	cañón	top	N;MASC;PL	N;GEN;MASC;PL
cañones	pištolji	cañón	pištolja	N;MASC;PL	N;NOM;MASC;PL
cañones	puške	cañón	puška	N;MASC;PL	N;NOM;FEM;PL
marie	marie	marie	maria	N;FEM;SG	N;NOM;FEM;SG
poseen	posjeduju	poseer	posjedovati	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
pasos	korake	paso	korak	N;MASC;PL	N;ACC;MASC;PL
pasos	koracima	paso	korak	N;MASC;PL	N;DAT;MASC;PL
pasos	koraci	paso	korak	N;MASC;PL	N;NOM;MASC;PL
pasos	stope	paso	stopa	N;MASC;PL	N;NOM;FEM;PL
pasos	korake	paso	korak	N;MASC;PL	N;ACC;MASC;PL
pasos	stopama	paso	stopa	N;MASC;PL	N;INS;FEM;PL
pasos	koraci	paso	korak	N;MASC;PL	N;NOM;MASC;PL
descubrimiento	otkriće	descubrimiento	otkriće	N;MASC;SG	N;NOM;NEUT;SG
descubrimiento	discovery	descubrimiento	discovery	N;MASC;SG	N;NOM;MASC;SG
retirada	povlačenje	retirada	povlačenje	N;FEM;SG	N;NOM;NEUT;SG
ciclista	biciklist	ciclista	biciklist	N;SG	N;NOM;MASC;SG
catálogo	katalog	catálogo	katalog	N;MASC;SG	N;NOM;MASC;SG
catálogo	kataloga	catálogo	katalog	N;MASC;SG	N;GEN;MASC;SG
catálogo	katalog	catálogo	katalog	N;MASC;SG	N;NOM;MASC;SG
revisión	osvrt	revisión	osvrt	N;FEM;SG	N;NOM;MASC;SG
revisión	pregled	revisión	pregled	N;FEM;SG	N;NOM;MASC;SG
revisión	revizija	revisión	revizija	N;FEM;SG	N;NOM;FEM;SG
tarea	zadatak	tarea	zadatak	N;FEM;SG	N;NOM;MASC;SG
extranjero	stranac	extranjero	stranac	N;MASC;SG	N;NOM;MASC;SG
extranjero	strani	extranjero	strana	N;MASC;SG	N;NOM;MASC;SG
extranjero	stranac	extranjero	stranac	N;MASC;SG	N;NOM;MASC;SG
extranjero	izvanzemaljac	extranjero	izvanzemaljac	N;MASC;SG	N;NOM;MASC;SG
extranjero	vanzemaljac	extranjero	vanzemaljac	N;MASC;SG	N;NOM;MASC;SG
extranjero	vanzemaljaca	extranjero	vanzemaljac	N;MASC;SG	N;GEN;MASC;SG
extranjero	inozemstvu	extranjero	inozemstvo	N;MASC;SG	N;DAT;NEUT;SG
extranjero	inozemstvo	extranjero	inozemstvo	N;MASC;SG	N;NOM;NEUT;SG
divisiones	podjele	división	podjela	N;FEM;PL	N;NOM;FEM;PL
divisiones	divizije	división	divizija	N;FEM;PL	N;NOM;FEM;PL
vieja	stara	viejo	star	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
vieja	staro	viejo	star	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
vieja	stari	viejo	star	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
abandonar	napusti	abandonar	napustiti	V;NFIN	V;IND;SG;3;PRS;FIN
espectáculo	spektakl	espectáculo	spektakl	N;MASC;SG	N;NOM;MASC;SG
espectáculo	show	espectáculo	show	N;MASC;SG	N;NOM;MASC;SG
organismos	agencije	organismo	agencija	N;MASC;PL	N;NOM;FEM;PL
organismos	agencijama	organismo	agencija	N;MASC;PL	N;INS;FEM;PL
organismos	organizmi	organismo	organizam	N;MASC;PL	N;NOM;MASC;PL
indios	indijanci	indio	indijanac	N;MASC;PL	N;NOM;MASC;PL
indios	indijanci	indio	indijanac	N;MASC;PL	N;NOM;MASC;PL
journal	dnevnik	journal	dnevnik	N;SG	N;NOM;MASC;SG
grave	ozbiljna	grave	ozbiljan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
grave	ozbiljan	grave	ozbiljan	ADJ;SG	ADJ;NOM;INDF;MASC;SG
héctor	hector	héctor	hector	N;MASC;SG	N;NOM;MASC;SG
héctor	héctor	héctor	héctor	N;MASC;SG	N;NOM;MASC;SG
habana	havani	habanar	havan	N;FEM;SG	N;DAT;FEM;SG
punk	punk	punk	punk	N;SG	N;NOM;MASC;SG
organismo	organizam	organismo	organizam	N;MASC;SG	N;NOM;MASC;SG
organismo	organizma	organismo	organizam	N;MASC;SG	N;GEN;MASC;SG
encuentros	sastanke	encuentro	sastanak	N;MASC;PL	N;ACC;MASC;PL
encuentros	susreti	encuentro	susret	N;MASC;PL	N;NOM;MASC;PL
encuentros	sastanci	encuentro	sastanak	N;MASC;PL	N;NOM;MASC;PL
encuentros	susreti	encuentro	susret	N;MASC;PL	N;NOM;MASC;PL
encuentros	susrete	encuentro	susret	N;MASC;PL	N;ACC;MASC;PL
auto	auto	auto	auto	N;MASC;SG	N;NOM;MASC;SG
auto	automobil	auto	automobil	N;MASC;SG	N;NOM;MASC;SG
columnas	kolone	columna	kolona	N;FEM;PL	N;NOM;FEM;PL
columnas	stupovi	columna	stup	N;FEM;PL	N;NOM;MASC;PL
clásicos	klasike	clásico	klasika	N;MASC;PL	N;NOM;FEM;PL
incluida	uključeno	incluido	uključiti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
incluida	uključen	incluido	uključiti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
comunicaciones	komunikacije	comunicación	komunikacija	N;FEM;PL	N;NOM;FEM;PL
elena	helena	eleno	helen	N;FEM;SG	N;NOM;FEM;SG
elena	elena	eleno	elena	N;FEM;SG	N;NOM;FEM;SG
elena	elenu	eleno	elena	N;FEM;SG	N;ACC;FEM;SG
elena	ellen	eleno	ellen	N;FEM;SG	N;NOM;FEM;SG
elena	elen	eleno	elen	N;FEM;SG	N;NOM;FEM;SG
elena	helen	eleno	helen	N;FEM;SG	N;NOM;MASC;SG
productores	producenti	productor	producent	N;MASC;PL	N;NOM;MASC;PL
racing	utrka	racing	utrka	N;MASC;SG	N;NOM;FEM;SG
secciones	sekcije	sección	sekcija	N;FEM;PL	N;NOM;FEM;PL
guzmán	guzman	guzmán	guzman	N;MASC;SG	N;NOM;MASC;SG
tesis	disertaciju	tesis	disertacija	N;FEM	N;ACC;FEM;SG
tesis	teze	tesis	teza	N;FEM	N;NOM;FEM;PL
tesis	tezi	tesis	teza	N;FEM	N;DAT;FEM;SG
tesis	tezu	tesis	teza	N;FEM	N;ACC;FEM;SG
tesis	teza	tesis	teza	N;FEM	N;NOM;FEM;SG
conexión	veza	conexión	veza	N;FEM;SG	N;NOM;FEM;SG
conexión	povezanost	conexión	povezanost	N;FEM;SG	N;NOM;FEM;SG
conexión	povezivanje	conexión	povezivanje	N;FEM;SG	N;NOM;NEUT;SG
conexión	poveznica	conexión	poveznica	N;FEM;SG	N;NOM;FEM;SG
conexión	povezivanje	conexión	povezivanje	N;FEM;SG	N;NOM;NEUT;SG
secretaría	tajnica	secretaría	tajnica	N;FEM;SG	N;NOM;FEM;SG
secretaría	tajnik	secretaría	tajnik	N;FEM;SG	N;NOM;MASC;SG
secretaría	sekretarica	secretaría	sekretarica	N;FEM;SG	N;NOM;FEM;SG
secretaría	registar	secretaría	registar	N;FEM;SG	N;NOM;MASC;SG
embajada	veleposlanstvo	embajada	veleposlanstvo	N;FEM;SG	N;NOM;NEUT;SG
invitado	pozvan	invitado	pozvati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
invitado	pozvana	invitado	pozvati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
colón	columbus	colón	columbus	N;MASC;SG	N;NOM;MASC;SG
colón	kolumbo	colón	kolumbo	N;MASC;SG	N;NOM;MASC;SG
tenis	tenis	tenis	tenis	N;MASC	N;NOM;MASC;SG
individuos	pojedinci	individuo	pojedinac	N;MASC;PL	N;NOM;MASC;PL
finalizar	završi	finalizar	završiti	V;NFIN	V;IND;SG;3;PRS;FIN
exposiciones	izložbe	exposición	izložba	N;FEM;PL	N;NOM;FEM;PL
exposiciones	izlošci	exposición	izložak	N;FEM;PL	N;NOM;MASC;PL
museos	muzeje	museo	muzej	N;MASC;PL	N;ACC;MASC;PL
museos	muzeji	museo	muzej	N;MASC;PL	N;NOM;MASC;PL
explica	objasni	explicar	objasan	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
explica	objašnjava	explicar	objašnjavati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cambridge	cambridge	cambridge	cambridge	N;MASC;SG	N;NOM;MASC;SG
lectura	čitaj	lectura	čitaj	N;FEM;SG	N;NOM;MASC;SG
lectura	čitanje	lectura	čitanje	N;FEM;SG	N;NOM;NEUT;SG
álvaro	alvaro	álvaro	alvaro	N;MASC;SG	N;NOM;MASC;SG
quiero	želim	querer	željeti	V;IND;SG;1;PRS;FIN	V;IND;SG;1;PRS;FIN
transición	prijelaz	transición	prijelaz	N;FEM;SG	N;NOM;MASC;SG
muere	umire	morir	umirati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
muere	umre	morir	umra	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
recientes	nedavne	reciente	nedavan	ADJ;PL	ADJ;NOM;DEF;FEM;PL
recientes	nedavni	reciente	nedavan	ADJ;PL	ADJ;NOM;DEF;MASC;PL
cristina	christina	cristinar	christina	N;FEM;SG	N;NOM;FEM;SG
cristina	kristina	cristinar	kristina	N;FEM;SG	N;NOM;FEM;SG
cristina	cristina	cristinar	cristina	N;FEM;SG	N;NOM;FEM;SG
cristina	kristina	cristinar	kristina	N;FEM;SG	N;NOM;FEM;SG
rutas	rute	ruta	ruta	N;FEM;PL	N;NOM;FEM;PL
presentar	podnijeti	presentar	podnijeti	V;NFIN	V;NFIN
rival	suparnik	rival	suparnik	N;SG	N;NOM;MASC;SG
norma	norma	norma	norma	N;FEM;SG	N;NOM;FEM;SG
norma	normu	norma	norma	N;FEM;SG	N;ACC;FEM;SG
norma	norma	norma	norma	N;FEM;SG	N;NOM;FEM;SG
norma	norm	norma	norm	N;FEM;SG	N;NOM;MASC;SG
norma	standard	norma	standard	N;FEM;SG	N;NOM;MASC;SG
posesión	posjedovanje	posesión	posjedovanje	N;FEM;SG	N;NOM;NEUT;SG
posesión	posjed	posesión	posjed	N;FEM;SG	N;NOM;MASC;SG
estudiante	učenik	estudiante	učenik	N;SG	N;NOM;MASC;SG
estudiante	studentica	estudiante	studentica	N;SG	N;NOM;FEM;SG
estudiante	student	estudiante	student	N;SG	N;NOM;MASC;SG
taller	radionica	taller	radionica	N;MASC;SG	N;NOM;FEM;SG
taller	radionicu	taller	radionica	N;MASC;SG	N;ACC;FEM;SG
caminos	putevima	camino	put	N;MASC;PL	N;INS;MASC;PL
caminos	putevi	camino	put	N;MASC;PL	N;NOM;MASC;PL
caminos	cestama	camino	cesta	N;MASC;PL	N;INS;FEM;PL
caminos	ceste	camino	cesta	N;MASC;PL	N;NOM;FEM;PL
caminos	staze	camino	staza	N;MASC;PL	N;NOM;FEM;PL
caminos	putevi	camino	put	N;MASC;PL	N;NOM;MASC;PL
caminos	putanje	camino	putanja	N;MASC;PL	N;NOM;FEM;PL
caminos	načine	camino	način	N;MASC;PL	N;ACC;MASC;PL
caminos	načini	camino	način	N;MASC;PL	N;NOM;MASC;PL
alcance	opseg	alcance	opseg	N;MASC;SG	N;NOM;MASC;SG
alcance	doseg	alcance	doseg	N;MASC;SG	N;NOM;MASC;SG
alcance	raspon	alcance	raspon	N;MASC;SG	N;NOM;MASC;SG
alcance	daljina	alcance	daljina	N;MASC;SG	N;NOM;FEM;SG
alcance	dometu	alcance	domet	N;MASC;SG	N;DAT;MASC;SG
alcance	doseg	alcance	doseg	N;MASC;SG	N;NOM;MASC;SG
laura	laura	laura	laura	N;FEM;SG	N;NOM;FEM;SG
laura	lauri	laura	laura	N;FEM;SG	N;NOM;MASC;SG
laura	lora	laura	lor	N;FEM;SG	N;NOM;FEM;SG
privado	privatni	privado	privatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
esfuerzo	napor	esfuerzo	napor	N;MASC;SG	N;NOM;MASC;SG
esfuerzo	trud	esfuerzo	trud	N;MASC;SG	N;NOM;MASC;SG
piedras	stijene	piedra	stijeniti	N;FEM;PL	N;NOM;FEM;PL
capa	rt	capa	rt	N;FEM;SG	N;NOM;MASC;SG
capa	plašt	capa	plašt	N;FEM;SG	N;NOM;MASC;SG
capa	ogrtač	capa	ogrtač	N;FEM;SG	N;NOM;MASC;SG
capa	sloj	capa	sloj	N;FEM;SG	N;NOM;MASC;SG
capa	plašt	capa	plašt	N;FEM;SG	N;NOM;MASC;SG
lateral	strana	lateral	strana	N;SG	N;NOM;FEM;SG
editores	urednici	editor	urednik	N;MASC;PL	N;NOM;MASC;PL
daños	oštećenja	daño	oštećenje	N;MASC;PL	N;NOM;NEUT;PL
ernesto	ernest	ernesto	ernest	N;MASC;SG	N;NOM;MASC;SG
exclusivamente	isključivo	exclusivamente	isključivo	ADV	ADV
cueva	pećina	cueva	pećina	N;FEM;SG	N;NOM;FEM;SG
cueva	pećini	cueva	pećina	N;FEM;SG	N;DAT;FEM;SG
cueva	spilja	cueva	spilje	N;FEM;SG	N;NOM;FEM;SG
cueva	špilja	cueva	špilje	N;FEM;SG	N;NOM;FEM;SG
alternativa	alternativa	alternativa	alternativa	N;FEM;SG	N;NOM;FEM;SG
discurso	diskurs	discurso	diskurs	N;MASC;SG	N;NOM;MASC;SG
discurso	govor	discurso	govor	N;MASC;SG	N;NOM;MASC;SG
activa	aktivna	activo	aktivan	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
activa	aktivni	activo	aktivan	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
activa	aktivan	activo	aktivan	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
tareas	zadatke	tarea	zadatak	N;FEM;PL	N;ACC;MASC;PL
tareas	zadaci	tarea	zadac	N;FEM;PL	N;NOM;MASC;PL
tareas	zadaće	tarea	zadaća	N;FEM;PL	N;NOM;FEM;PL
tareas	zadatke	tarea	zadatak	N;FEM;PL	N;ACC;MASC;PL
moneda	valuta	moneda	valuta	N;FEM;SG	N;NOM;FEM;SG
moneda	novčić	moneda	novčić	N;FEM;SG	N;NOM;MASC;SG
moneda	kovanica	moneda	kovanica	N;FEM;SG	N;NOM;FEM;SG
relacionado	povezano	relacionado	povezan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP
armadas	naoružani	armado	naoružati	ADJ;FEM;PL;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
aldea	hamleta	aldea	hamlet	N;FEM;SG	N;ANIM;ACC;MASC;SG
aldea	hamlet	aldea	hamlet	N;FEM;SG	N;NOM;MASC;SG
aldea	selu	aldea	selo	N;FEM;SG	N;DAT;NEUT;SG
aldea	selo	aldea	selo	N;FEM;SG	N;NOM;NEUT;SG
soporte	podrška	soporte	podrška	N;MASC;SG	N;NOM;FEM;SG
soporte	podršku	soporte	podrška	N;MASC;SG	N;ACC;FEM;SG
soporte	potpora	soporte	potpora	N;MASC;SG	N;NOM;FEM;SG
occidente	zapad	occidente	zapad	N;MASC;SG	N;NOM;MASC;SG
vivienda	stanovanje	vivienda	stanovanje	N;FEM;SG	N;NOM;NEUT;SG
gloria	slava	gloria	slava	N;FEM;SG	N;NOM;FEM;SG
gloria	slavu	gloria	slava	N;FEM;SG	N;ACC;FEM;SG
gloria	gloria	gloria	glor	N;FEM;SG	N;NOM;FEM;SG
gloria	glorija	gloria	glorija	N;FEM;SG	N;NOM;FEM;SG
chico	dečko	chico	dečko	N;MASC;SG	N;NOM;MASC;SG
chico	momak	chico	momak	N;MASC;SG	N;NOM;MASC;SG
chico	dječak	chico	dječak	N;MASC;SG	N;NOM;MASC;SG
chico	chico	chico	chico	N;MASC;SG	N;NOM;MASC;SG
chico	klinac	chico	klinac	N;MASC;SG	N;NOM;MASC;SG
incluir	uključuju	incluir	uključivati	V;NFIN	V;IND;PL;3;PRS;FIN
prado	prado	prado	prado	N;MASC;SG	N;NOM;MASC;SG
prado	livada	prado	livada	N;MASC;SG	N;NOM;FEM;SG
prado	meadow	prado	meadow	N;MASC;SG	N;NOM;FEM;SG
católico	katolička	católico	katolički	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
católico	katolički	católico	katolički	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
times	vremena	time	vrijeme	N	N;NOM;NEUT;PL
caballería	konjica	caballería	konjica	N;FEM;SG	N;NOM;FEM;SG
caballería	konjicu	caballería	konjica	N;FEM;SG	N;ACC;FEM;SG
representan	predstavljaju	representar	predstavljati	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
rebelión	ustanak	rebelión	ustanak	N;FEM;SG	N;NOM;MASC;SG
rebelión	pobuna	rebelión	pobuna	N;FEM;SG	N;NOM;FEM;SG
rebelión	ustanak	rebelión	ustanak	N;FEM;SG	N;NOM;MASC;SG
religiosas	vjerske	religioso	vjerski	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
definitivamente	definitivno	definitivamente	definitivno	ADV	ADV
asistente	pomoćnik	asistente	pomoćnik	N;SG	N;NOM;MASC;SG
asistente	pomoćnica	asistente	pomoćnica	N;SG	N;NOM;FEM;SG
asistente	asistent	asistente	asistent	N;SG	N;NOM;MASC;SG
fallecido	pokojni	fallecido	pokojni	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
ritmo	tempo	ritmo	tempo	N;MASC;SG	N;NOM;MASC;SG
ritmo	ritam	ritmo	ritam	N;MASC;SG	N;NOM;MASC;SG
andes	ande	ande	ande	N;MASC;PL	N;NOM;FEM;PL
guionista	scenarist	guionista	scenarist	N;SG	N;NOM;MASC;SG
mallorca	mallorce	mallorco	mallorac	N;MASC;SG	N;GEN;FEM;SG
mallorca	mallorci	mallorco	mallorac	N;MASC;SG	N;DAT;FEM;SG
vocal	vokalni	vocal	vokalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
tío	tetak	tío	tetak	N;MASC;SG	N;NOM;MASC;SG
tío	ujak	tío	ujak	N;MASC;SG	N;NOM;MASC;SG
senador	senator	senador	senator	N;MASC;SG	N;NOM;MASC;SG
costas	obale	costa	obala	N;FEM;PL	N;NOM;FEM;PL
organizado	organiziran	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
organizado	organizirano	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
organizado	organizirana	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
organizado	organiziran	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
organizado	organizirano	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
organizado	organizirana	organizado	organizirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
piso	stan	piso	stan	N;MASC;SG	N;NOM;MASC;SG
piso	stan	piso	stan	N;MASC;SG	N;NOM;MASC;SG
piso	apartman	piso	apartman	N;MASC;SG	N;NOM;MASC;SG
piso	sprat	piso	sprat	N;MASC;SG	N;NOM;MASC;SG
piso	kat	piso	kat	N;MASC;SG	N;NOM;MASC;SG
partida	polazak	partida	polazak	N;FEM;SG	N;NOM;MASC;SG
partida	odlazak	partida	odlazak	N;FEM;SG	N;NOM;MASC;SG
partida	smjer	partida	smjer	N;FEM;SG	N;NOM;MASC;SG
carreteras	putevima	carretera	put	N;FEM;PL	N;INS;MASC;PL
carreteras	putevi	carretera	put	N;FEM;PL	N;NOM;MASC;PL
carreteras	cestama	carretera	cesta	N;FEM;PL	N;INS;FEM;PL
carreteras	ceste	carretera	cesta	N;FEM;PL	N;NOM;FEM;PL
carreteras	autoceste	carretera	autocesta	N;FEM;PL	N;NOM;FEM;PL
declarado	proglašen	declarado	proglasiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
declarado	navedeno	declarado	navesti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
gobiernos	vladama	gobierno	vlada	N;MASC;PL	N;INS;FEM;PL
gobiernos	vlade	gobierno	vlada	N;MASC;PL	N;NOM;FEM;PL
cardenal	kardinal	cardenal	kardinal	N;MASC;SG	N;NOM;MASC;SG
hermandad	bratstvo	hermandad	bratstvo	N;FEM;SG	N;NOM;NEUT;SG
perro	psa	perro	pas	N;MASC;SG	N;ANIM;ACC;MASC;SG
perro	pas	perro	pas	N;MASC;SG	N;NOM;MASC;SG
perro	dog	perro	dog	N;MASC;SG	N;NOM;MASC;SG
perro	psu	perro	pas	N;MASC;SG	N;DAT;MASC;SG
establecimiento	uspostavljanje	establecimiento	uspostavljanje	N;MASC;SG	N;NOM;NEUT;SG
establecimiento	osnivanje	establecimiento	osnivanje	N;MASC;SG	N;NOM;NEUT;SG
establecimiento	uspostavu	establecimiento	uspostava	N;MASC;SG	N;ACC;FEM;SG
establecimiento	uspostava	establecimiento	uspostava	N;MASC;SG	N;NOM;FEM;SG
rápida	brzi	rápido	brz	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
dura	tvrdo	duro	tvrdo	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG
dura	tesko	duro	tesko	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG
dura	tesko	duro	tesko	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG
dura	tvrd	duro	tvrd	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
capítulos	poglavlja	capítulo	poglavlje	N;MASC;PL	N;NOM;NEUT;PL
archipiélago	arhipelag	archipiélago	arhipelag	N;MASC;SG	N;NOM;MASC;SG
portuguesa	portugalski	portugués	portugalski	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
gregorio	gregory	gregorio	gregory	N;MASC;SG	N;NOM;MASC;SG
gregorio	gregor	gregorio	gregor	N;MASC;SG	N;NOM;MASC;SG
listado	naveden	listado	navesti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
listado	navedena	listado	navesti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
tocar	dira	tocar	dirati	V;NFIN	V;IND;SG;3;PRS;FIN
negros	crnci	negro	crnca	N;MASC;PL	N;NOM;MASC;PL
asunto	predmet	asunto	predmet	N;MASC;SG	N;NOM;MASC;SG
asunto	subjekt	asunto	subjekt	N;MASC;SG	N;NOM;MASC;SG
ramas	grančice	rama	grančica	N;FEM;PL	N;NOM;FEM;PL
ramas	grane	rama	grana	N;FEM;PL	N;NOM;FEM;PL
publica	objavljuje	publicar	objavljivati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
morir	umire	morir	umirati	V;NFIN	V;IND;SG;3;PRS;FIN
insecto	kukac	insecto	kukac	N;MASC;SG	N;NOM;MASC;SG
insecto	insekata	insecto	insekt	N;MASC;SG	N;GEN;MASC;SG
insecto	kukac	insecto	kukac	N;MASC;SG	N;NOM;MASC;SG
