ale	ama	ale	ama	CONJ	CONJ
cestující	gezginler	cestující	gezginler	ADJ;ANIM;IPFV;NOM;MASC;PL;POS;PRS;V.PTCP;ACT	ADJ;NOM;PL;3
billboard	billboard	billboard	billboard	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vila	villa	vila	villa	N;NOM;FEM;SG;POS	N;NOM;SG;3
osobnost	kişiliği	osobnost	kişilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
osobnost	kişilik	osobnost	kişilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
přátelství	arkadaşlık	přátelství	arkadaşlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přátelství	dostluk	přátelství	dostluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zelený	yeşil	zelený	yeşil	ADJ;INAN;NOM;MASC;SG;POS	ADJ
vhodný	uygun	vhodný	uygun	ADJ;INAN;NOM;MASC;SG;POS	ADJ
vhodný	uygun	vhodný	uygun	ADJ;INAN;NOM;MASC;SG;POS	ADJ
zdravotnictví	sağlık	zdravotnictví	sağlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
strategie	strateji	strategie	strateji	N;NOM;FEM;SG;POS	N;NOM;SG;3
strategie	stratejisi	strategie	strateji	N;NOM;FEM;SG;POS	N;NOM;SG;3
frekvence	sıklık	frekvence	sıklık	N;NOM;FEM;SG;POS	N;NOM;SG;3
frekvence	frekans	frekvence	frekans	N;NOM;FEM;SG;POS	N;NOM;SG;3
management	yönetimi	management	yönetim	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
management	menajerlik	management	menajerlik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vítězové	kazananlar	vítěz	kazanan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
tvář	yüzün	tvář	yüz	N;NOM;FEM;SG;POS	N;NOM;SG;3
rozhodování	karar	rozhodování	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozhodování	kararı	rozhodování	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozhodování	karar	rozhodování	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
aktualizace	güncelle	aktualizace	güncel	N;NOM;FEM;SG;POS	N;NOM;SG;3
podnikání	girişimcilik	podnikání	girişimcilik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
podnikání	iş	podnikání	iş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
čestné	şerefli	čestný	şerefli	ADJ;NOM;NEUT;SG;POS	ADJ
výcvik	eğitim	výcvik	eğitim	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zřejmé	belli	zřejmý	belli	ADJ;NOM;NEUT;SG;POS	ADJ
objev	discovery	objev	discovery	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
majitelé	sahipler	majitel	sahip	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
analýza	analiz	analýza	analiz	N;NOM;FEM;SG;POS	N;NOM;SG;3
představitelé	memurlar	představitel	memur	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
představitelé	temsilcileri	představitel	temsilci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
představitelé	temsilciler	představitel	temsilci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
pořád	hala	pořád	hala	ADV	ADV
seznamy	listeler	seznam	liste	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
amerika	america	amerika	america	N;NOM;FEM;SG;POS	N;NOM;SG;3
komplexní	karmaşık	komplexní	karmaşık	ADJ;NOM;MASC;SG;POS	ADJ
raketa	roketi	raketa	roket	N;NOM;FEM;SG;POS	N;NOM;SG;3
kráter	krater	kráter	krater	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
úkoly	görevler	úkol	görev	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
agentury	ajansları	agentura	ajans	N;NOM;FEM;PL;POS	N;NOM;PL;3
šťastný	mutlu	šťastný	mutlu	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
analýzy	analizler	analýza	analiz	N;NOM;FEM;PL;POS	N;NOM;PL;3
analýzy	analizler	analýza	analiz	N;NOM;FEM;PL;POS	N;NOM;PL;3
trvání	süresi	trvání	süre	N;NOM;NEUT;SG;POS	N;NOM;SG;3
trvání	süre	trvání	süre	N;NOM;NEUT;SG;POS	N;NOM;SG;3
továrny	fabrikalar	továrna	fabrika	N;NOM;FEM;PL;POS	N;NOM;PL;3
part	parçası	part	parça	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zřídka	nadiren	zřídka	nadiren	ADV	ADV
zřídka	nadiren	zřídka	nadiren	ADV	ADV
zkoumání	sınav	zkoumání	sınav	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zkoumání	muayene	zkoumání	muayene	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nároky	iddialar	nárok	iddia	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
jedinci	şahıslar	jedinec	şahıs	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
jedinci	bireyler	jedinec	birey	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
oko	göz	oko	göz	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oko	gözü	oko	göz	N;NOM;NEUT;SG;POS	N;NOM;SG;3
chuť	lezzet	chuť	lezzet	N;NOM;FEM;SG;POS	N;NOM;SG;3
chuť	tadı	chuť	tat	N;NOM;FEM;SG;POS	N;NOM;SG;3
chuť	lezzet	chuť	lezzet	N;NOM;FEM;SG;POS	N;NOM;SG;3
chuť	lezzet	chuť	lezzet	N;NOM;FEM;SG;POS	N;NOM;SG;3
najednou	birden	najednou	birden	ADV	ADV
najednou	aniden	najednou	aniden	ADV	ADV
najednou	birdenbire	najednou	birdenbire	ADV	ADV
týdny	haftalar	týden	hafta	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
čestný	şerefli	čestný	şerefli	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
továrna	fabrikası	továrna	fabrikası	N;NOM;FEM;SG;POS	N;NOM;SG;3
hokej	hokeyi	hokej	hoke	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
účel	amacı	účel	amaç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nahrávky	kasetler	nahrávka	kaset	N;NOM;FEM;PL;POS	N;NOM;PL;3
asistence	yardım	asistence	yardım	N;NOM;FEM;SG;POS	N;NOM;SG;3
asistence	asist	asistence	asist	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlajky	bayraklar	vlajka	bayrak	N;NOM;FEM;PL;POS	N;NOM;PL;3
padl	düştü	padnout	düş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
padl	düşmüş	padnout	düş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
padl	düştüm	padnout	düş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
padl	düştü	padnout	düş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
padl	düşmüş	padnout	düş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
důležitý	onemli	důležitý	onemli	ADJ;INAN;NOM;MASC;SG;POS	ADJ
vzácně	nadiren	vzácně	nadiren	ADV;POS	ADV
vhodná	uygun	vhodný	uygun	ADJ;NOM;FEM;SG;POS	ADJ
vhodná	uygun	vhodný	uygun	ADJ;NOM;FEM;SG;POS	ADJ
poruchy	rahatsızlıklar	porucha	rahatsızlık	N;NOM;FEM;PL;POS	N;NOM;PL;3
nádvoří	avlu	nádvoří	avlu	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nádvoří	quad	nádvoří	quad	N;NOM;NEUT;SG;POS	N;NOM;SG;3
tvary	şekiller	tvar	şekil	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kosti	kemikleri	kost	kemik	N;NOM;FEM;PL;POS	N;NOM;PL;3
kosti	kemikler	kost	kemik	N;NOM;FEM;PL;POS	N;NOM;PL;3
krátká	kısa	krátký	kısa	ADJ;NOM;FEM;SG;POS	ADJ
přinesl	getirdi	přinést	getir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
planeta	planet	planeta	planet	N;NOM;FEM;SG;POS	N;NOM;SG;3
zaměření	oryantasyon	zaměření	oryantasyon	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ukázal	gösterdi	ukázat	göster	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
charakteristické	karakteristik	charakteristický	karakteristik	ADJ;NOM;NEUT;SG;POS	ADJ
výhody	avantajları	výhoda	avantaj	N;NOM;FEM;PL;POS	N;NOM;PL;3
výhody	ayrıcalıkları	výhoda	ayrıcalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
výhody	faydaları	výhoda	fayda	N;NOM;FEM;PL;POS	N;NOM;PL;3
výhody	avantajları	výhoda	avantaj	N;NOM;FEM;PL;POS	N;NOM;PL;3
úhel	açısı	úhel	açı	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
daně	vergiler	daň	vergi	N;NOM;FEM;PL;POS	N;NOM;PL;3
daně	vergiler	daň	vergi	N;NOM;FEM;PL;POS	N;NOM;PL;3
nebe	cennet	nebe	cennet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
parametr	parametre	parametr	parametre	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
stabilní	istikrarlı	stabilní	istikrarlı	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	durağan	stabilní	durağan	ADJ;NOM;MASC;SG;POS	ADJ
oběť	fedakârlık	oběť	fedakârlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
orientace	oryantasyon	orientace	oryantasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
zemětřesení	depremi	zemětřesení	deprem	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zemětřesení	deprem	zemětřesení	deprem	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zemětřesení	deprem	zemětřesení	deprem	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sledování	gözetim	sledování	gözet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
podniky	şirketler	podnik	şirket	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
přístroje	aletler	přístroj	alet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
přístroje	aygıtlar	přístroj	aygıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
přístroje	cihazlar	přístroj	cihaz	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
přístroje	aygıtlar	přístroj	aygıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
plavidla	gemiler	plavidlo	gemi	N;NOM;NEUT;PL;POS	N;NOM;PL;3
výkony	gösteriler	výkon	göster	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
mapě	harita	mapa	harit	N;NOM;FEM;SG;POS	N;NOM;SG;3
mapě	haritası	mapa	harita	N;NOM;FEM;SG;POS	N;NOM;SG;3
oblečení	kıyafet	oblečení	kıyafet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oblečení	kıyafet	oblečení	kıyafet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oblečení	kıyafet	oblečení	kıyafet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oblečení	elbise	oblečení	elbise	N;NOM;NEUT;SG;POS	N;NOM;SG;3
principy	ilkeleri	princip	ilke	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ovládání	kumanda	ovládání	kumanda	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jistý	belli	jistý	belli	ADJ;INAN;NOM;MASC;SG;POS	ADJ
bohatství	zenginlik	bohatství	zenginlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
bohatství	zenginlik	bohatství	zenginlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vzniknout	kalk	vzniknout	kalk	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
cit	şefkat	cit	şefkat	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rallye	miting	rallye	miting	N;FEM;POS	N;NOM;SG;3
vzor	modeli	vzor	model	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
náhle	birden	náhle	birden	ADV;POS	ADV
náhle	aniden	náhle	aniden	ADV;POS	ADV
náhle	birdenbire	náhle	birdenbire	ADV;POS	ADV
domov	ev	domov	ev	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
domov	evim	domov	ev	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kurz	kurs	kurs	kurs	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
tvůrce	yaratıcısı	tvůrce	yaratıcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
dance	dans	dance	dans	N;NOM;FEM;SG;POS	N;NOM;SG;3
rekordy	rekorlar	rekord	rekor	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rekordy	kayıtlar	rekord	kayıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
technik	teknisyeni	technik	teknisye	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
banka	banka	banka	banka	N;NOM;FEM;SG;POS	N;NOM;SG;3
lehké	hafif	lehký	hafif	ADJ;NOM;NEUT;SG;POS	ADJ
lehké	hafif	lehký	hafif	ADJ;NOM;NEUT;SG;POS	ADJ
široká	geniş	široký	geniş	ADJ;NOM;FEM;SG;POS	ADJ
široká	geniş	široký	geniş	ADJ;NOM;FEM;SG;POS	ADJ
zvony	çanlar	zvon	çan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zvony	canlar	zvon	can	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
krásné	güzel	krásný	güzel	ADJ;NOM;NEUT;SG;POS	ADJ
krásné	güzel	krásný	güzel	ADJ;NOM;NEUT;SG;POS	ADJ
víno	şarap	víno	şarap	N;NOM;NEUT;SG;POS	N;NOM;SG;3
stavy	hisseler	stav	hisse	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
stavy	hisseleri	stav	hisse	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
stavy	durumlar	stav	durum	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
pošta	gönderi	pošta	gönder	N;NOM;FEM;SG;POS	N;NOM;SG;3
aliance	ittifak	aliance	ittifak	N;NOM;FEM;SG;POS	N;NOM;SG;3
pojištění	sigortası	pojištění	sigorta	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zuby	dişleri	zub	diş	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zuby	dişler	zub	diş	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
borovice	pines	borovice	pines	N;NOM;FEM;SG;POS	N;NOM;SG;3
souřadnice	koordinat	souřadnice	koordinat	N;NOM;FEM;SG;POS	N;NOM;SG;3
příznaky	semptomlar	příznak	semptom	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příznaky	belirtileri	příznak	belir	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příznaky	belirtiler	příznak	belir	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
name	adınız	můj	adınız	N;NOM;MASC;SG;POS	N;NOM;SG;3
name	isim	můj	isim	N;NOM;MASC;SG;POS	N;NOM;SG;3
name	ad	můj	ad	N;NOM;MASC;SG;POS	N;NOM;SG;3
name	adı	můj	ad	N;NOM;MASC;SG;POS	N;NOM;SG;3
vysvětlit	açıklayın	vysvětlit	açıkla	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
british	ingilizler	british	ingiliz	ADJ;POS	ADJ;NOM;PL;3
bydliště	konut	bydliště	konut	N;NOM;NEUT;SG;POS	N;NOM;SG;3
modul	modülü	modul	modül	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
modul	eklenti	modul	ekle	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
modul	eklentisi	modul	eklenti	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
ekonomika	ekonomisi	ekonomika	ekonomi	N;NOM;FEM;SG;POS	N;NOM;SG;3
tresty	cezaları	trest	ceza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tresty	cezalar	trest	ceza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tresty	cezaları	trest	ceza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tresty	cezalar	trest	ceza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kroky	adımlar	krok	adım	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
anděl	meleğim	anděl	meleğim	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
potvrzení	sertifika	potvrzení	sertifika	N;NOM;NEUT;SG;POS	N;NOM;SG;3
potvrzení	sertifikası	potvrzení	sertifikası	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přidat	ekleyin	přidat	ekle	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
písmen	mektuplar	písmeno	mektup	N;NOM;NEUT;PL;POS	N;NOM;PL;3
písmen	harfler	písmeno	harf	N;NOM;NEUT;PL;POS	N;NOM;PL;3
trofej	ganimet	trofej	ganimet	N;NOM;FEM;SG;POS	N;NOM;SG;3
písmena	mektuplar	písmeno	mektup	N;NOM;NEUT;PL;POS	N;NOM;PL;3
písmena	harfler	písmeno	harf	N;NOM;NEUT;PL;POS	N;NOM;PL;3
kopie	kopyalar	kopie	kopya	N;NOM;FEM;PL;POS	N;NOM;PL;3
všeobecné	genel	všeobecný	genel	ADJ;NOM;MASC;SG;POS	ADJ
civilizace	medeniyet	civilizace	medeniyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
civilizace	uygarlık	civilizace	uygarlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
civilizace	medeniyet	civilizace	medeniyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
civilizace	uygarlık	civilizace	uygarlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
kampaň	kampanya	kampaň	kampanya	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpovědi	tepkiler	odpověď	tepki	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	yanıtlar	odpověď	yanıt	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	cevaplar	odpověď	cevap	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	cevaplar	odpověď	cevap	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	yanıtlar	odpověď	yanıt	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	cevaplar	odpověď	cevap	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpovědi	yanıtlar	odpověď	yanıt	N;NOM;FEM;PL;POS	N;NOM;PL;3
telefon	telefon	telefon	telefon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
telefon	telefon	telefon	telefon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kanón	canon	kanón	canon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
jmenování	randevu	jmenování	randev	N;NOM;NEUT;SG;POS	N;NOM;SG;3
potíže	sıkıntılar	potíž	sıkıntı	N;NOM;FEM;PL;POS	N;NOM;PL;3
potíže	dertler	potíž	de	N;NOM;FEM;PL;POS	N;NOM;PL;3
potíže	sorunlar	potíž	sorun	N;NOM;FEM;PL;POS	N;NOM;PL;3
potíže	zorluklar	potíž	zorluk	N;NOM;FEM;PL;POS	N;NOM;PL;3
potíže	zorluklar	potíž	zorluk	N;NOM;FEM;PL;POS	N;NOM;PL;3
postupy	prosedürleri	postup	prosedür	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
římané	romalılar	římaný	romalı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
sál	salon	sál	salon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
doplnit	doldur	doplnit	dol	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
zabezpečení	güvenlik	zabezpečení	güvenlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
box	kutusu	box	kutu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
umělecká	sanatsal	umělecký	sanatsal	ADJ;NOM;FEM;SG;POS	ADJ
obrana	defans	obrana	defans	N;NOM;FEM;SG;POS	N;NOM;SG;3
obrana	defans	obrana	defans	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlasy	saçlar	vlas	saç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kódy	şifreler	kód	şifre	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kódy	kodlar	kód	kod	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
těžba	madencilik	těžba	madencilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
vyřešit	çözmek	vyřešit	çöz	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
myšlenka	fikri	myšlenka	fikir	N;NOM;FEM;SG;POS	N;NOM;SG;3
otevřená	açık	otevřený	açık	ADJ;NOM;FEM;SG;POS	ADJ
vzpomínky	hatıralar	vzpomínka	hatıra	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzpomínky	anılar	vzpomínka	anı	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzpomínky	anılar	vzpomínka	anı	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzpomínky	hatıralar	vzpomínka	hatıra	N;NOM;FEM;PL;POS	N;NOM;PL;3
soukromý	özel	soukromý	özel	ADJ;INAN;NOM;MASC;SG;POS	ADJ
manažer	yöneticisi	manažer	yönetici	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
vraždy	cinayetler	vražda	cinayet	N;NOM;FEM;PL;POS	N;NOM;PL;3
vraždy	cinayetler	vražda	cinayet	N;NOM;FEM;PL;POS	N;NOM;PL;3
novinky	haberler	novinka	haber	N;NOM;FEM;PL;POS	N;NOM;PL;3
novinky	haberleri	novinka	haber	N;NOM;FEM;PL;POS	N;NOM;PL;3
rozšířené	uzun	rozšířený	uzun	ADJ;NOM;NEUT;SG;POS	ADJ
chov	çiftçilik	chov	çiftçilik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
směs	karışımı	směs	karışım	N;NOM;FEM;SG;POS	N;NOM;SG;3
spojenci	müttefikler	spojenec	müttefik	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rozšířit	uzatmak	rozšířit	uza	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
rozšířit	uzat	rozšířit	uzat	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
rozšířit	genişlet	rozšířit	genişlet	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
rozšířit	genişletmek	rozšířit	genişle	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
stezky	yolları	stezka	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
stezky	yollar	stezka	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
tank	tankı	tank	tankı	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
impéria	imparatorluklar	impérium	imparatorluk	N;NOM;NEUT;PL;POS	N;NOM;PL;3
nahrál	yükledi	nahrát	yükle	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
story	hikaye	story	hika	N;FEM;SG;POS	N;NOM;SG;3
testy	testler	test	test	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
jednoduchý	basit	jednoduchý	basit	ADJ;INAN;NOM;MASC;SG;POS	ADJ
skla	camlar	sklo	cam	N;NOM;NEUT;PL;POS	N;NOM;PL;3
staletí	yüzyıllar	století	yüzyıl	N;NOM;NEUT;PL;POS	N;NOM;PL;3
staletí	asırlar	století	asır	N;NOM;NEUT;PL;POS	N;NOM;PL;3
velitelství	komuta	velitelství	komut	N;NOM;NEUT;SG;POS	N;NOM;SG;3
začlenění	entegrasyon	začlenění	entegrasyon	N;NOM;NEUT;SG;POS	N;NOM;SG;3
byt	daire	byt	daire	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
byt	daire	byt	daire	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
byt	apartman	byt	apartman	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
svatba	evlilik	svatba	evlilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
svatba	evlilik	svatba	evlilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
útočníci	saldırganlar	útočník	sal	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
útočníci	saldırganlar	útočník	sal	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
komora	oda	komora	oda	N;NOM;FEM;SG;POS	N;NOM;SG;3
komora	odası	komora	oda	N;NOM;FEM;SG;POS	N;NOM;SG;3
širokou	geniş	široký	geniş	ADJ;ACC;FEM;SG;POS	ADJ
slavné	ünlü	slavný	ünlü	ADJ;NOM;NEUT;SG;POS	ADJ
poslanci	milletvekilleri	poslanec	milletvekili	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
poslanci	üyeler	poslanec	üye	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
poslanci	üyeleri	poslanec	üye	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
bránit	savunmak	bránit	savun	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
bránit	savunmak	bránit	savun	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
zásah	müdahele	zásah	müdahele	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zakázáno	yasaktır	zakázaný	yasak	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zakázáno	yasaktır	zakázaný	yasak	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
blog	blog	blog	blog	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohádky	hikayeler	pohádka	hikaye	N;NOM;FEM;PL;POS	N;NOM;PL;3
pohádky	öyküler	pohádka	öykü	N;NOM;FEM;PL;POS	N;NOM;PL;3
pohádky	masallar	pohádka	masal	N;NOM;FEM;PL;POS	N;NOM;PL;3
žák	öğrenci	žák	öğrenci	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
tanec	dans	tanec	dans	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
tanec	dans	tanec	dans	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pavouk	örümcek	pavouk	örü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
brankáři	kaleciler	brankář	kaleci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
občané	vatandaşlar	občan	vatandaş	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
přednášky	dersler	přednáška	ders	N;NOM;FEM;PL;POS	N;NOM;PL;3
romány	romanlar	román	roman	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vejce	yumurtalar	vejce	yumurta	N;NOM;NEUT;PL;POS	N;NOM;PL;3
vážné	ciddi	vážný	ciddi	ADJ;NOM;NEUT;SG;POS	ADJ
přestal	durmuş	přestat	dur	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
přestal	durdu	přestat	dur	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
dílny	atölyeler	dílna	atölye	N;NOM;FEM;PL;POS	N;NOM;PL;3
