with	مع	with	مَعَ	ADP	ADP;ACC
automatic	تلقائيا	automatic	تِلقَائِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
gang	العصابة	gang	عَصَابَة	N;SG	N;NOM;DEF;SG
gang	عصابة	gang	عِصَابَة	N;SG	N;NOM;INDF;SG
quote	اقتباس	quote	اِقتِبَاس	N;SG	N;NOM;INDF;SG
quote	الاقتباس	quote	اِقتِبَاس	N;SG	N;NOM;DEF;SG
wait	انتظروا	wait	اِنتَظَر	V;IMP;FIN	V;PFV;MASC;PL;3;ACT
input	ادخال	input	إِدخَال	N;SG	N;NOM;INDF;SG
input	مساهمة	input	مُسَاهَمَة	N;SG	N;NOM;INDF;SG
battery	البطارية	battery	بِطَارِيّ	N;SG	N;NOM;DEF;SG
battery	بطارية	battery	بَطَّارِيَّة	N;SG	N;NOM;INDF;SG
shopping	للتسوق	shopping	للتسوق	N;SG	N;NOM;DEF;SG
shopping	التسوق	shopping	تَسَوُّق	N;SG	N;NOM;DEF;SG
patrol	دورية	patrol	دَورِيَّة	N;SG	N;NOM;INDF;SG
restoration	الاستعادة	restoration	اِستِعَادَة	N;SG	N;NOM;DEF;SG
restoration	الترميم	restoration	تَرمِيم	N;SG	N;NOM;DEF;SG
restoration	ترميم	restoration	تَرمِيم	N;SG	N;NOM;INDF;SG
centers	مراكز	center	مَركَز	N;PL	N;NOM;INDF;PL
centers	المراكز	center	مَركَز	N;PL	N;NOM;DEF;PL
helpful	مفيدة	helpful	مُفِيد	ADJ	ADJ;NOM;INDF;FEM;SG
helpful	مفيد	helpful	مفيد	ADJ	ADJ;NOM;INDF;MASC;SG
delivered	سلمت	deliver	سَلِم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
components	عناصر	component	عُنصُر	N;PL	N;NOM;INDF;PL
components	المكونات	component	مُكَوِّن	N;PL	N;NOM;DEF;PL
components	العناصر	component	عُنصُر	N;PL	N;NOM;DEF;PL
components	مكونات	component	مُكَوِّن	N;PL	N;NOM;INDF;PL
tourism	للسياحة	tourism	للسياحة	N;SG	N;GEN;DEF;SG
tourism	السياحة	tourism	سِيَاحَة	N;SG	N;NOM;DEF;SG
kids	الاولاد	kid	وَلَد	N;PL	N;NOM;DEF;PL
kids	الاطفال	kid	طِفل	N;PL	N;NOM;DEF;PL
essay	مقال	essay	مَقَال	N;SG	N;NOM;INDF;SG
essay	مقالة	essay	مَقَالَة	N;SG	N;NOM;INDF;SG
circumstances	ظروف	circumstance	ظَرف	N;PL	N;NOM;INDF;PL
circumstances	الظروف	circumstance	ظَرف	N;PL	N;NOM;DEF;PL
superior	متفوق	superior	مُتَفَوِّق	ADJ	ADJ;NOM;INDF;MASC;SG
superior	متفوقة	superior	مُتَفَوِّق	ADJ	ADJ;NOM;INDF;FEM;SG
strategic	الاستراتيجي	strategic	إِسترَاتِيجِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
strategic	استراتيجي	strategic	إِسترَاتِيجِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
duties	الواجبات	duty	وَاجِب	N;PL	N;NOM;DEF;PL
duties	واجبات	duty	وَاجِب	N;PL	N;NOM;INDF;PL
grammar	النحو	grammar	نَحو	N;SG	N;NOM;DEF;SG
amendment	التعديل	amendment	تَعدِيل	N;SG	N;NOM;DEF;SG
shell	صدفة	shell	صَدَفَة	N;SG	N;NOM;INDF;SG
shell	الصدفة	shell	صُدفَة	N;SG	N;NOM;DEF;SG
mounted	شنت	mount	شَنّ	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
entries	مداخل	entry	مَدخَل	N;PL	N;NOM;INDF;PL
entries	مدخلات	entry	مدخلات	N;PL	N;NOM;INDF;PL
entries	المدخلات	entry	مُدخِلَة	N;PL	N;NOM;DEF;PL
conflicts	النزاعات	conflict	نِزَاع	N;PL	N;NOM;DEF;PL
conflicts	المنازعات	conflict	مُنَازَعَة	N;PL	N;NOM;DEF;PL
conflicts	الصراعات	conflict	صِرَاع	N;PL	N;NOM;DEF;PL
conflicts	صراعات	conflict	صِرَاعَة	N;PL	N;NOM;INDF;PL
philippine	الفلبينية	philippine	فِلِبِّينِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
signs	العلامات	sign	عَلَامَة	N;PL	N;NOM;DEF;PL
signs	علامات	sign	عَلَامَة	N;PL	N;NOM;INDF;PL
industries	صناعات	industry	صِنَاعَة	N;PL	N;NOM;INDF;PL
industries	الصناعات	industry	صِنَاعَة	N;PL	N;NOM;DEF;PL
comparison	مقارنة	comparison	مُقَارَنَة	N;SG	N;ACC;INDF;SG
comparison	المقارنة	comparison	مُقَارَنَة	N;SG	N;NOM;DEF;SG
basin	حوض	basin	حَوض	N;SG	N;NOM;INDF;SG
charity	الصدقة	charity	صِدقَة	N;SG	N;NOM;DEF;SG
charity	صدقة	charity	صِدقَة	N;SG	N;NOM;INDF;SG
charity	الاحسان	charity	إِحسَان	N;SG	N;NOM;DEF;SG
output	ناتج	output	نَاتِج	N;SG	N;NOM;INDF;SG
output	الناتج	output	نَاتِج	N;SG	N;NOM;DEF;SG
output	الاخراج	output	خَرَج	N;SG	N;NOM;DEF;SG
boats	المراكب	boat	مَركَب	N;PL	N;NOM;DEF;PL
boats	القوارب	boat	قَارِبَة	N;PL	N;NOM;DEF;PL
boats	قوارب	boat	قَارِب	N;PL	N;NOM;INDF;PL
architectural	معماري	architectural	مُعَمَّار	ADJ	ADJ;NOM;INDF;MASC;SG
representation	التمثيل	representation	تَمثِيل	N;SG	N;NOM;DEF;SG
representation	تمثيل	representation	تَمثِيل	N;SG	N;NOM;INDF;SG
commentary	التعليق	commentary	تَعلِيق	N;SG	N;NOM;DEF;SG
commentary	الشرح	commentary	شَرح	N;SG	N;NOM;DEF;SG
rising	ارتفاع	rise	اِرتِفَاع	N;SG	N;NOM;INDF;SG
visitors	زوار	visitor	زَارّ	N;PL	N;NOM;INDF;PL
visitors	الزوار	visitor	زَوَار	N;PL	N;NOM;DEF;PL
markets	اسواق	market	سُوق	N;PL	N;NOM;INDF;PL
markets	الاسواق	market	سُوق	N;PL	N;NOM;DEF;PL
plate	صفيحة	plate	صَفِيح	N;SG	N;NOM;INDF;SG
plate	الصحن	plate	صَحن	N;SG	N;NOM;DEF;SG
plate	صحن	plate	صَحن	N;SG	N;NOM;INDF;SG
plate	طبق	plate	طَبَّق	N;SG	N;NOM;INDF;SG
processing	معالجة	processing	مُعَالَجَة	N;SG	N;NOM;INDF;SG
processing	التجهيز	processing	تَجهِيز	N;SG	N;NOM;DEF;SG
processing	المعالجة	processing	مُعَالَجَة	N;SG	N;NOM;DEF;SG
processing	تجهيز	processing	تَجهِيز	N;SG	N;NOM;INDF;SG
summit	قمة	summit	قِمَّة	N;SG	N;NOM;INDF;SG
summit	القمة	summit	قِمَّة	N;SG	N;NOM;DEF;SG
guardian	الوصي	guardian	وَصي	N;SG	N;NOM;DEF;SG
losses	خسائر	loss	خَسَارَة	N;PL	N;NOM;INDF;PL
losses	الخسائر	loss	خَسَارَة	N;PL	N;NOM;DEF;PL
balance	الرصيد	balance	رَصِيد	N;SG	N;NOM;DEF;SG
balance	التوازن	balance	تَوَازُن	N;SG	N;NOM;DEF;SG
balance	الميزان	balance	مِيزَان	N;SG	N;NOM;DEF;SG
balance	رصيد	balance	رَصِيد	N;SG	N;NOM;INDF;SG
balance	توازن	balance	تَوَازُن	N;SG	N;NOM;INDF;SG
democracy	الديمقراطية	democracy	دِيمُقرَاطِيَّة	N;SG	N;NOM;DEF;SG
submarine	غواصة	submarine	غَوَّاصَة	N;SG	N;NOM;INDF;SG
submarine	الغواصة	submarine	غَوَّاصَة	N;SG	N;NOM;DEF;SG
usual	المعتاد	usual	مُعتَاد	ADJ	ADJ;NOM;DEF;MASC;SG
defender	مدافع	defender	مُدَافِع	N;SG	N;NOM;INDF;SG
defender	المدافع	defender	مَدفَع	N;SG	N;NOM;DEF;SG
riding	الركوب	riding	رَكب	N;SG	N;NOM;DEF;SG
riding	ركوب	riding	ركوب	N;SG	N;NOM;INDF;SG
arrival	وصول	arrival	وُصُول	N;SG	N;NOM;INDF;SG
arrival	الوصول	arrival	وُصُول	N;SG	N;NOM;DEF;SG
prose	النثر	prose	نَثر	N;SG	N;NOM;DEF;SG
cargo	حمولة	cargo	حُمُولَة	N;SG	N;NOM;INDF;SG
cargo	الشحن	cargo	شَحن	N;SG	N;NOM;DEF;SG
cargo	شحنة	cargo	شَحنَة	N;SG	N;NOM;INDF;SG
cargo	شحن	cargo	شَحن	N;SG	N;NOM;INDF;SG
cargo	الحمولة	cargo	حُمُولَة	N;SG	N;NOM;DEF;SG
hidden	مخفي	hidden	مُخَفَّى	ADJ	ADJ;NOM;INDF;MASC;SG
hidden	مخفية	hidden	مُخَفِّيَة	ADJ	ADJ;NOM;INDF;FEM;SG
volunteer	التطوع	volunteer	تَطَوُّع	N;SG	N;NOM;DEF;SG
volunteer	متطوع	volunteer	مُتَطَوِّع	N;SG	N;NOM;INDF;SG
holder	حائز	holder	حَائِز	N;SG	N;NOM;INDF;SG
holder	الحائز	holder	حَائِز	N;SG	N;NOM;DEF;SG
sugar	سكر	sugar	سُكر	N;SG	N;NOM;INDF;SG
sugar	السكر	sugar	سُكَّر	N;SG	N;NOM;DEF;SG
fun	المرح	fun	مَرح	N;SG	N;NOM;DEF;SG
fun	متعة	fun	مُتعَة	N;SG	N;NOM;INDF;SG
partners	الشركاء	partner	شَرِيك	N;PL	N;NOM;DEF;PL
partners	شركاء	partner	شَرِيك	N;PL	N;NOM;INDF;PL
rates	المعدلات	rate	مُعَدَّل	N;PL	N;NOM;DEF;PL
rates	معدلات	rate	مُعَدَّل	N;PL	N;NOM;INDF;PL
feed	تغذية	feed	تَغذِيَة	N;SG	N;NOM;INDF;SG
childhood	طفولة	childhood	طُفُولَة	N;SG	N;NOM;INDF;SG
childhood	الطفولة	childhood	طُفُولَة	N;SG	N;NOM;DEF;SG
accompanied	صاحبت	accompany	صَاحَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
soil	تربة	soil	تَربَة	N;SG	N;NOM;INDF;SG
soil	التربة	soil	تَرَبَّة	N;SG	N;NOM;DEF;SG
server	الخادم	server	خَادِم	N;SG	N;NOM;DEF;SG
manual	دليل	manual	دَلِيل	N;SG	N;NOM;INDF;SG
manual	الدليل	manual	دَلِيل	N;SG	N;NOM;DEF;SG
concrete	الاسمنت	concrete	أَسمَنت	N;SG	N;NOM;DEF;SG
concrete	الخرسانة	concrete	خَرَسَانَة	N;SG	N;NOM;DEF;SG
possibility	احتمال	possibility	اِحتِمَال	N;SG	N;NOM;INDF;SG
possibility	الاحتمال	possibility	اِحتِمَال	N;SG	N;NOM;DEF;SG
possibility	امكانية	possibility	إِمكَانِيَّة	N;SG	N;NOM;INDF;SG
confused	مشوش	confused	مَشوَش	ADJ	ADJ;NOM;INDF;MASC;SG
confused	مرتبك	confused	مرتبك	ADJ	ADJ;NOM;INDF;MASC;SG
tunnel	نفق	tunnel	نَفَق	N;SG	N;NOM;INDF;SG
tunnel	النفق	tunnel	نَفَق	N;SG	N;NOM;DEF;SG
styles	الانماط	style	إِنمَاط	N;PL	N;NOM;DEF;PL
styles	انماط	style	نَمَط	N;PL	N;NOM;INDF;PL
styles	الاساليب	style	أُسلُوب	N;PL	N;NOM;DEF;PL
styles	اساليب	style	أُسلُوب	N;PL	N;NOM;INDF;PL
elevation	الارتفاع	elevation	اِرتِفَاع	N;SG	N;NOM;DEF;SG
sweet	حلوة	sweet	حَلوَة	ADJ	ADJ;NOM;INDF;FEM;SG
tall	طويلة	tall	طَوِيل	ADJ	ADJ;NOM;INDF;FEM;SG
tall	طويل	tall	طَوِيل	ADJ	ADJ;NOM;INDF;MASC;SG
constitutional	الدستورية	constitutional	دُستُورِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
constitutional	دستورية	constitutional	دُستُورِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
constitutional	دستوري	constitutional	دُستُورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
peoples	شعوب	people	شَعب	N;PL	N;NOM;INDF;PL
peoples	الشعوب	people	شَعب	N;PL	N;NOM;DEF;PL
fruit	فاكهة	fruit	فاكهة	N;SG	N;NOM;INDF;SG
fruit	الفاكهة	fruit	فَاكِهَة	N;SG	N;NOM;DEF;SG
decisions	القرارات	decision	قَرَار	N;PL	N;NOM;DEF;PL
decisions	قرارات	decision	قَرَار	N;PL	N;NOM;INDF;PL
decisions	مقررات	decision	مُقَرَّرَات	N;PL	N;NOM;INDF;PL
decisions	المقررات	decision	مُقَرِّر	N;PL	N;NOM;DEF;PL
depression	اكتئاب	depression	اِكتِئَاب	N;SG	N;NOM;INDF;SG
depression	الاكتئاب	depression	اِكتِئَاب	N;SG	N;NOM;DEF;SG
depression	الكساد	depression	كَسَاد	N;SG	N;NOM;DEF;SG
perspective	المنظور	perspective	مَنظُور	N;SG	N;NOM;DEF;SG
perspective	منظور	perspective	منظور	N;SG	N;NOM;INDF;SG
crystal	بلورة	crystal	بَلوَرَة	N;SG	N;NOM;INDF;SG
crystal	الكريستال	crystal	كُرَيستَال	N;SG	N;NOM;DEF;SG
monastery	الدير	monastery	دَير	N;SG	N;NOM;DEF;SG
resident	المقيم	resident	مُقِيم	N;SG	N;NOM;DEF;SG
resident	مقيم	resident	مُقَيَّم	N;SG	N;NOM;INDF;SG
surgery	الجراحة	surgery	جِرَاحَة	N;SG	N;NOM;DEF;SG
surgery	جراحة	surgery	جِرَاحَة	N;SG	N;NOM;INDF;SG
steps	الخطوات	step	خَطوَة	N;PL	N;NOM;DEF;PL
steps	خطوات	step	خَطوَة	N;PL	N;NOM;INDF;PL
carrier	الناقل	carrier	نَاقِل	N;SG	N;NOM;DEF;SG
carrier	ناقل	carrier	نَاقِل	N;SG	N;NOM;INDF;SG
stream	تيار	stream	تَيَّار	N;SG	N;NOM;INDF;SG
kick	ركلة	kick	رَكلَة	N;SG	N;NOM;INDF;SG
predecessor	السلف	predecessor	سِلَف	N;SG	N;NOM;DEF;SG
pain	الالم	pain	أَلم	N;SG	N;NOM;DEF;SG
pain	الم	pain	إِلم	N;SG	N;NOM;DEF;SG
influential	مؤثر	influential	مُؤَثِّر	ADJ	ADJ;NOM;INDF;MASC;SG
suggestion	الاقتراح	suggestion	اِقتِرَاح	N;SG	N;NOM;DEF;SG
suggestion	اقتراح	suggestion	اِقتِرَاح	N;SG	N;NOM;INDF;SG
suggestion	مقترح	suggestion	مُقتَرَح	N;SG	N;NOM;INDF;SG
interaction	تفاعل	interaction	تَفَاعُل	N;SG	N;NOM;INDF;SG
interaction	التفاعل	interaction	تَفَاعُل	N;SG	N;NOM;DEF;SG
achievement	الانجاز	achievement	إِنجَاز	N;SG	N;NOM;DEF;SG
achievement	انجاز	achievement	إِنجَاز	N;SG	N;NOM;INDF;SG
mechanical	ميكانيكي	mechanical	مِيكَانِيكِي	ADJ	ADJ;NOM;INDF;MASC;SG
mechanical	ميكانيكية	mechanical	مِيكَانِيكِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
drugs	العقاقير	drug	عَقَّار	N;PL	N;NOM;DEF;PL
drugs	عقاقير	drug	عَقَّاقِير	N;PL	N;NOM;INDF;PL
drugs	مخدرات	drug	مُخَدِّر	N;PL	N;NOM;INDF;PL
drugs	المخدرات	drug	مُخَدِّر	N;PL	N;NOM;DEF;PL
missed	غاب	miss	غَاب	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
missed	اشتقت	miss	اِشتَقَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
trinity	الثالوث	trinity	ثَالُوث	N;SG	N;NOM;DEF;SG
minority	الاقلية	minority	الاقلية	N;SG	N;NOM;DEF;SG
minority	اقلية	minority	اقلية	N;SG	N;NOM;INDF;SG
grown	كبرت	grow	كَبَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
coat	معطف	coat	معطف	N;SG	N;NOM;INDF;SG
coat	المعطف	coat	مَعطِف	N;SG	N;NOM;DEF;SG
alive	احياء	alive	حَيّ	ADJ	ADJ;NOM;INDF;MASC;PL
alive	حية	alive	حَيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
behaviour	السلوك	behaviour	سُلُوك	N;SG	N;NOM;DEF;SG
behaviour	سلوك	behaviour	سُلُوك	N;SG	N;NOM;INDF;SG
virtual	الافتراضي	virtual	اِفتِرَاضِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
virtual	افتراضية	virtual	اِفتِرَاضِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
periods	فترات	period	فَترَة	N;PL	N;NOM;INDF;PL
periods	الفترات	period	فَترَة	N;PL	N;NOM;DEF;PL
spiritual	روحاني	spiritual	روحاني	ADJ	ADJ;NOM;INDF;MASC;SG
spiritual	روحانية	spiritual	رُوحَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
spiritual	الروحية	spiritual	رُوحِيَّة	ADJ	ADJ;NOM;DEF;FEM;SG
spiritual	روحية	spiritual	رُوحِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
merchant	تاجر	merchant	تَاجِر	N;SG	N;NOM;INDF;SG
merchant	التاجر	merchant	تَاجِر	N;SG	N;NOM;DEF;SG
editorial	افتتاحية	editorial	اِفتِتَاحِيَّة	N;SG	N;NOM;INDF;SG
editorial	التحرير	editorial	تَحرِير	N;SG	N;NOM;DEF;SG
initiative	مبادرة	initiative	مُبَادَرَة	N;SG	N;NOM;INDF;SG
initiative	المبادرة	initiative	مُبَادَرَة	N;SG	N;NOM;DEF;SG
pure	نقية	pure	نَقِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
borders	حدود	border	حَدّ	N;PL	N;NOM;INDF;PL
borders	الحدود	border	حَدّ	N;PL	N;NOM;DEF;PL
marks	علامات	mark	عَلَامَة	N;PL	N;NOM;INDF;PL
romantic	رومانسية	romantic	رُومَانسِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
romantic	رومنسي	romantic	رُومنسِي	ADJ	ADJ;NOM;INDF;MASC;SG
talent	الموهبة	talent	مَوهِبَة	N;SG	N;NOM;DEF;SG
talent	موهبة	talent	مُوَهِّبَة	N;SG	N;NOM;INDF;SG
animation	المتحركة	animation	مُتَحَرِّك	N;SG	N;NOM;DEF;SG
agents	عملاء	agent	عَمِيل	N;PL	N;NOM;INDF;PL
agents	وكلاء	agent	وَكِيل	N;PL	N;NOM;INDF;PL
agents	الوكلاء	agent	وَكِيل	N;PL	N;NOM;DEF;PL
agents	العملاء	agent	عَمِيل	N;PL	N;NOM;DEF;PL
employment	العمالة	employment	عَمَالَة	N;SG	N;NOM;DEF;SG
employment	التوظيف	employment	تَوظِيف	N;SG	N;NOM;DEF;SG
employment	عمالة	employment	عَمَالَة	N;SG	N;NOM;INDF;SG
trading	التداول	trading	تَدَاوُل	N;SG	N;NOM;DEF;SG
trading	تجارة	trading	تِجَارَة	N;SG	N;NOM;INDF;SG
trading	المتاجرة	trading	مُتَاجَرَة	N;SG	N;NOM;DEF;SG
statue	تمثال	statue	تِمثَال	N;SG	N;NOM;INDF;SG
statue	التمثال	statue	تَمَثَّال	N;SG	N;NOM;DEF;SG
provinces	محافظات	province	مُحَافِظَة	N;PL	N;NOM;INDF;PL
provinces	المحافظات	province	مُحَافِظَة	N;PL	N;NOM;DEF;PL
provinces	المقاطعات	province	مُقَاطَعَة	N;PL	N;NOM;DEF;PL
jobs	الوظائف	job	وَظِيفَة	N;PL	N;NOM;DEF;PL
jobs	وظائف	job	وَظِيفَة	N;PL	N;NOM;INDF;PL
scientist	عالم	scientist	عَالَم	N;SG	N;NOM;INDF;SG
scientist	العالم	scientist	عَالَم	N;SG	N;NOM;DEF;SG
schedule	جدولة	schedule	جَدوَلَة	N;SG	N;NOM;INDF;SG
schedule	جدول	schedule	جَدوَل	N;SG	N;NOM;INDF;SG
waiting	تنتظر	wait	اِنتَظَر	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
suggestions	اقتراحات	suggestion	اِقتِرَاح	N;PL	N;NOM;INDF;PL
suggestions	الاقتراحات	suggestion	اِقتِرَاح	N;PL	N;NOM;DEF;PL
suggestions	المقترحات	suggestion	مُقتَرَح	N;PL	N;NOM;DEF;PL
suggestions	مقترحات	suggestion	مُقتَرَح	N;PL	N;NOM;INDF;PL
locomotives	القاطرات	locomotive	قَاطِرَة	N;PL	N;NOM;DEF;PL
consistent	متسق	consistent	مُتَسَقِّق	ADJ	ADJ;NOM;INDF;MASC;SG
consistent	متسقة	consistent	مُتَسَقِّق	ADJ	ADJ;NOM;INDF;FEM;SG
desire	الرغبة	desire	رَغبَة	N;SG	N;NOM;DEF;SG
desire	رغبة	desire	رَغبَة	N;SG	N;NOM;INDF;SG
patient	المريض	patient	مَرِيض	N;SG	N;NOM;DEF;SG
patient	مريض	patient	مَرِيض	N;SG	N;NOM;INDF;SG
patient	المريضة	patient	مَرِيض	N;SG	N;NOM;DEF;SG
texts	النصوص	text	نَصّ	N;PL	N;NOM;DEF;PL
texts	نصوص	text	نَصّ	N;PL	N;NOM;INDF;PL
belief	المعتقد	belief	مُعتَقَد	N;SG	N;NOM;DEF;SG
belief	اعتقاد	belief	اِعتِقَاد	N;SG	N;NOM;INDF;SG
belief	الاعتقاد	belief	اِعتِقَاد	N;SG	N;NOM;DEF;SG
hole	ثقب	hole	ثَقب	N;SG	N;NOM;INDF;SG
hole	الحفرة	hole	حَفرَة	N;SG	N;NOM;DEF;SG
hole	حفرة	hole	حَفرَة	N;SG	N;NOM;INDF;SG
hole	فتحة	hole	فَتحَة	N;SG	N;NOM;INDF;SG
passage	مرور	passage	مُرُور	N;SG	N;NOM;INDF;SG
wedding	العرس	wedding	عَرس	N;SG	N;NOM;DEF;SG
wedding	زفاف	wedding	زِفَاف	N;SG	N;NOM;INDF;SG
wedding	عرس	wedding	عَرس	N;SG	N;NOM;INDF;SG
wedding	زواج	wedding	زَوَاج	N;SG	N;NOM;INDF;SG
archaeological	الاثرية	archaeological	أَثَرِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
layer	طبقة	layer	طَبَقَة	N;SG	N;NOM;INDF;SG
layer	الطبقة	layer	طَبَقَة	N;SG	N;NOM;DEF;SG
clan	عشيرة	clan	عشيرة	N;SG	N;NOM;INDF;SG
clan	العشيرة	clan	عَشِيرَة	N;SG	N;NOM;DEF;SG
revenue	ايراد	revenue	إِيرَاد	N;SG	N;NOM;INDF;SG
seeking	تسعى	seek	سَعَى	V;V.MSDR	V;IPFV;FEM;IND;SG;3;FIN;ACT
couples	الازواج	couple	زَوج	N;PL	N;NOM;DEF;PL
couples	ازواج	couple	زَوج	N;PL	N;NOM;INDF;PL
entering	الدخول	entering	دُخُول	N;SG	N;NOM;DEF;SG
entering	دخول	entering	دُخُول	N;SG	N;NOM;INDF;SG
suit	بذلة	suit	بَذلَة	N;SG	N;NOM;INDF;SG
suit	حلة	suit	حَلَّة	N;SG	N;NOM;INDF;SG
suit	البدلة	suit	بَدَلَة	N;SG	N;NOM;DEF;SG
suit	بدلة	suit	بَدَلَة	N;SG	N;NOM;INDF;SG
soft	ناعمة	soft	نَاعِمَة	ADJ	ADJ;NOM;INDF;FEM;SG
soft	لينة	soft	لَينَة	ADJ	ADJ;NOM;INDF;FEM;SG
approval	الموافقة	approval	مُوَافَقَة	N;SG	N;NOM;DEF;SG
crimes	جرائم	crime	جَرِيمَة	N;PL	N;NOM;INDF;PL
crimes	الجرائم	crime	جَرِيمَة	N;PL	N;NOM;DEF;PL
expatriates	المغتربين	expatriate	مُغتَرِب	N;PL	N;NOM;DEF;PL
horses	خيول	horse	خَيل	N;PL	N;NOM;INDF;PL
horses	الخيول	horse	خَيل	N;PL	N;NOM;DEF;PL
wear	ارتدي	wear	اِرتَدَى	V;IMP;FIN	V;PFV;MASC;SG;2;ACT
cash	نقد	cash	نَقد	N;SG	N;NOM;INDF;SG
cash	نقدا	cash	نَقد	N;SG	N;ACC;INDF;SG
resource	المورد	resource	مُوَرِّد	N;SG	N;NOM;DEF;SG
resource	مورد	resource	مُوَرَّد	N;SG	N;NOM;INDF;SG
sculpture	النحت	sculpture	نَحت	N;SG	N;NOM;DEF;SG
sculpture	تمثال	sculpture	تِمثَال	N;SG	N;NOM;INDF;SG
pink	الوردي	pink	وَردِيّ	N;SG	N;NOM;DEF;SG
limits	حدود	limit	حَدّ	N;PL	N;NOM;INDF;PL
statistical	احصائي	statistical	إِحصَائِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
statistical	احصائية	statistical	إِحصَائِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
wolf	الذئب	wolf	ذِئب	N;SG	N;NOM;DEF;SG
warriors	المحاربين	warrior	مُحَارِب	N;PL	N;NOM;DEF;PL
warriors	محاربين	warrior	مُحَارِب	N;PL	N;NOM;INDF;PL
warriors	المحاربون	warrior	مُحَارِب	N;PL	N;NOM;DEF;PL
incidents	الحوادث	incident	حَادِث	N;PL	N;NOM;DEF;PL
incidents	حوادث	incident	حَادِث	N;PL	N;NOM;INDF;PL
fresh	طازجة	fresh	طَازِج	ADJ	ADJ;NOM;INDF;FEM;SG
editions	اصدارات	edition	إِصدَار	N;PL	N;NOM;INDF;PL
editions	الطبعات	edition	طَبعَة	N;PL	N;NOM;DEF;PL
editions	الاصدارات	edition	إِصدَار	N;PL	N;NOM;DEF;PL
roots	جذور	root	جذور	N;PL	N;NOM;INDF;PL
signature	توقيع	signature	تَوقِيع	N;SG	N;NOM;INDF;SG
signature	التوقيع	signature	تَوقِيع	N;SG	N;NOM;DEF;SG
adults	بالغين	adult	بَالِغ	N;PL	N;NOM;INDF;PL
immediate	الفوري	immediate	فَورِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
immediate	فوري	immediate	فَورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
feeling	شعور	feeling	شُعُور	N;SG	N;NOM;INDF;SG
feeling	الاحساس	feeling	إِحسَاس	N;SG	N;NOM;DEF;SG
feeling	الشعور	feeling	شُعُور	N;SG	N;NOM;DEF;SG
feeling	احساس	feeling	إِحسَاس	N;SG	N;NOM;INDF;SG
essential	اساسي	essential	أَسَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
completion	الاكتمال	completion	اِكتِمَال	N;SG	N;NOM;DEF;SG
completion	الانجاز	completion	إِنجَاز	N;SG	N;NOM;DEF;SG
completion	اكمال	completion	إِكمَال	N;SG	N;NOM;INDF;SG
conclusion	الخلاصة	conclusion	خَلَاصَة	N;SG	N;NOM;DEF;SG
conclusion	خاتمة	conclusion	خاتمة	N;SG	N;NOM;INDF;SG
conclusion	الخاتمة	conclusion	خَاتِم	N;SG	N;NOM;DEF;SG
conclusion	الختام	conclusion	خِتَام	N;SG	N;NOM;DEF;SG
conclusion	استنتاج	conclusion	اِستِنتَاج	N;SG	N;NOM;INDF;SG
conclusion	الاستنتاج	conclusion	اِستِنتَاج	N;SG	N;NOM;DEF;SG
technologies	التكنولوجيات	technology	تِكنُولُوجِيّ	N;PL	N;NOM;DEF;PL
technologies	تكنولوجيات	technology	تكنولوجيات	N;PL	N;NOM;INDF;PL
strip	تجريد	strip	تَجرِيد	N;SG	N;NOM;INDF;SG
