den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
aktivitet	aktivitet	aktivitet	aktivitet	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nødvendigvis	nødvendigvis	nødvendigvis	nødvendigvis	ADV	ADV
skat	skatt	skat	skatt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skat	kjære	skat	kjære	N;INDF;MASC+FEM;SG	N
skat	honning	skat	honning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
skat	baby	skat	baby	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skat	babe	skat	babe	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kode	kode	kode	kode	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stop	stopp	stop	stopp	N;INDF;NEUT;SG	N;INDF;NEUT;SG
blu	blu	blu	blu	N;INDF;MASC+FEM;SG	N
instrumenter	instrumenter	instrument	instrumenter	N;INDF;NEUT;PL	N;INDF;FEM;PL
instrumenter	virkemidler	instrument	virkemidder	N;INDF;NEUT;PL	N;INDF;FEM;PL
belgiske	belgiske	belgisk	belgisk	ADJ;PL	ADJ;PL
klima	klima	klima	klima	N;INDF;NEUT;SG	N;INDF;NEUT;SG
php	php	php	php	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sejren	seieren	sejr	seier	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
sejren	victory	sejr	victory	N;DEF;MASC+FEM;SG	N
advokat	jurist	advokat	jurist	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
advokat	advokat	advokat	advokat	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
institute	institutt	institut	institutt	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
institute	institute	institut	institut	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
mars	mars	mars	mars	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
baden	baden	bade	bade	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
rummet	space	rum	space	N;DEF;NEUT;SG	N
rummet	verdensrommet	rum	verdensrom	N;DEF;NEUT;SG	N;DEF;NEUT;SG
rang	rang	rang	rang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rang	grad	rang	grad	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rang	rank	rang	rank	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konflikt	konflikt	konflikt	konflikt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fine	fine	fin	fin	ADJ;PL	ADJ;PL
ansvarlig	ansvarlig	ansvarlig	ansvarlig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
ansvarlig	ansvarsfull	ansvarlig	ansvarsfull	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
sts	sts	sts	sti	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dom	bedømmelse	dom	bedømmelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dom	dømmekraft	dom	dømmekraft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hvornår	når	hvornår	når	ADV	ADV
julie	julie	julie	julie	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hår	hår	hår	hår	N;INDF;NEUT;SG	N;INDF;NEUT;SG
krop	body	krop	body	N;INDF;MASC+FEM;SG	N
krop	legeme	krop	legeme	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
krop	kropp	krop	kropp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
melodi	melodi	melodi	melodi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
melodi	melody	melodi	melody	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
melodi	melodi	melodi	melodi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
melodi	tune	melodi	tune	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
element	gjenstand	element	gjenstand	N;INDF;NEUT;SG	N;INDF;MASC;SG
element	element	element	element	N;INDF;NEUT;SG	N;INDF;NEUT;SG
element	grunnstoff	element	grunnstoff	N;INDF;NEUT;SG	N;INDF;NEUT;SG
element	element	element	element	N;INDF;NEUT;SG	N;INDF;NEUT;SG
assistent	assisterende	assistent	assisterende	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
assistent	assistent	assistent	assistent	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
irske	irske	irsk	irsk	ADJ;PL	ADJ;PL
sender	sender	sende	sende	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
sender	sender	sende	sende	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
strid	strides	strid	strides	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strid	tvist	strid	tvist	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
strid	strid	strid	strid	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
strid	kontroverser	strid	kontrovers	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
filosof	filosof	filosof	filosof	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fart	fart	fart	fart	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fart	hastighet	fart	hastighet	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fart	hurtighet	fart	hurtighet	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fart	speed	fart	speed	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bemærk	merk	bemærke	merk	V;IMP	V;IMP;FIN
power	kraft	powe	kraft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
power	makt	powe	makt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
power	strøm	powe	strøm	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
power	power	powe	power	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
renault	renault	renault	renaul	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
daglige	daglige	daglig	daglig	ADJ;PL	ADJ;PL
bestyrelse	brettspill	bestyrelse	brettspill	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bestyrelse	board	bestyrelse	board	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
næstformand	vice	næstformand	vice	N;INDF;MASC+FEM;SG	N
passende	hensiktsmessig	passende	hensiktsmessig	ADJ	ADJ;INDF;NEUT;SG
passende	tilstrekkelig	passende	tilstrekkelig	ADJ	ADJ;INDF;NEUT;SG
distriktet	distriktet	distrikte	distrikt	N;DEF;NEUT;SG	N;DEF;NEUT;SG
etablere	etablere	etablere	etablere	V;NFIN;ACT	V;NFIN
etablere	konstatere	etablere	konstatere	V;NFIN;ACT	V;NFIN
indførte	presenterte	indføre	presentere	V;IND;PST;FIN;ACT	V;IND;PST;FIN
gyldne	gylne	gylden	gyle	ADJ;PL	ADJ;PL
fiskeri	fiskeri	fiskeri	fiskeri	N;INDF;NEUT;SG	N;INDF;MASC;SG
fiskeri	fiskeri	fiskeri	fiskeri	N;INDF;NEUT;SG	N;INDF;MASC;SG
fiskeri	fiskebruk	fiskeri	fiskebruk	N;INDF;NEUT;SG	N;INDF;MASC;SG
fiskeri	fisking	fiskeri	fisking	N;INDF;NEUT;SG	N;INDF;MASC;SG
fiskeri	fiske	fiskeri	fiske	N;INDF;NEUT;SG	N;INDF;MASC;SG
ild	brann	ild	brann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ild	fyre	ild	fyre	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
ild	ild	ild	ild	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
christine	christine	christine	christin	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hænder	hender	hånd	hand	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
hænder	hands	hånd	hand	N;INDF;MASC+FEM;PL	N
beslutning	avgjørelse	beslutning	avgjørels	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beslutning	beslutning	beslutning	beslutning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
beslutning	vedtak	beslutning	vedtak	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
beslutning	oppløsning	beslutning	oppløsning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
beslutning	resolusjon	beslutning	resolusjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forsøgt	forsøkte	forsøge	forsøkje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
forsøgt	prøvde	forsøge	prøve	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
forsøgt	forsøkte	forsøge	forsøkje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
ramme	ramme	ramme	ramme	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
syn	syn	syn	syn	N;INDF;NEUT;SG	N;INDF;NEUT;SG
syn	visjon	syn	visjon	N;INDF;NEUT;SG	N;INDF;MASC;SG
syn	syn	syn	syn	N;INDF;NEUT;SG	N;INDF;NEUT;SG
flydende	svevende	flydende	svevende	ADJ	ADJ;INDF;SG
lærte	lærte	lære	lære	V;IND;PST;FIN;ACT	V;IND;PST;FIN
lærte	lært	lære	lære	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	lærte	lære	lære	V;IND;PST;FIN;ACT	V;IND;PST;FIN
lærte	underviste	lære	undervise	V;IND;PST;FIN;ACT	V;IND;PST;FIN
lærte	lært	lære	lære	V;IND;PST;FIN;ACT	V;V.PTCP
afghanistan	afghanistan	afghanistan	afghanistan	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vind	vind	vind	vind	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vind	vinder	vind	vind	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vind	vinner	vind	vinne	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vind	win	vind	win	N;INDF;MASC+FEM;SG	N
vind	vind	vind	vind	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vind	wind	vind	wind	N;INDF;MASC+FEM;SG	N
slår	slår	slå	slå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
medaljer	medaljer	medalje	medaljer	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
fremad	fremover	fremad	fremover	ADV	ADV
fremad	fremover	fremad	fremover	ADV	ADV
original	originalt	original	original	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
original	opprinnelig	original	opprinnelig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
original	original	original	original	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
slut	bortom	slut	bortom	N	N;INDF;MASC;SG
slut	avslutt	slut	avslutt	N	N;INDF;MASC;SG
slut	ende	slut	ende	N	N;INDF;MASC;SG
slut	slutt	slut	slutt	N	N;INDF;MASC;SG
arm	arm	arm	arm	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
business	business	business	business	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
business	virksomhet	business	virksomhet	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
business	bedrift	business	bedrift	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ministeriet	departementet	ministerium	departement	N;DEF;NEUT;SG	N;DEF;NEUT;SG
vold	vold	vold	vold	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guide	trollmann	guide	trollmann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guide	veiledning	guide	veiledning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
guide	guide	guide	guide	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guide	veiviser	guide	veivis	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bjerget	fjellet	bjerge	fjell	N;DEF;NEUT;SG	N;DEF;NEUT;SG
eksisterede	eksisterte	eksistere	eksistere	V;IND;PST;FIN;ACT	V;IND;PST;FIN
grundlægger	grunnlegger	grundlægge	grunnlegg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ideer	ideer	ide	idé	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
erhverv	industri	erhverv	industri	N;INDF;NEUT;SG	N;INDF;MASC;SG
erhverv	bransje	erhverv	bransje	N;INDF;NEUT;SG	N;INDF;MASC;SG
erhverv	yrke	erhverv	yrke	N;INDF;NEUT;SG	N;INDF;NEUT;SG
erhverv	profesjon	erhverv	profesjon	N;INDF;NEUT;SG	N;INDF;MASC;SG
jagt	jakt	jagt	jakt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jagt	hunt	jagt	hunt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jagt	jakte	jagt	jakte	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jagt	jakt	jagt	jakt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lykke	lykken	lykke	lykk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lykke	lykke	lykke	lykke	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lykke	happiness	lykke	happiness	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tunge	tunge	tung	tung	ADJ;PL	ADJ;PL
håb	håp	håb	håp	N;INDF;NEUT;SG	N;INDF;NEUT;SG
håb	håpe	håb	håpe	N;INDF;NEUT;SG	N;INDF;MASC;SG
håb	håp	håb	håp	N;INDF;NEUT;SG	N;INDF;NEUT;SG
håb	hope	håb	hope	N;INDF;NEUT;SG	N;INDF;MASC;SG
lexikon	lexikon	lexikon	lexikon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
broder	broder	brod	broder	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
broder	brother	brod	brother	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
broder	bror	brod	bror	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
teknologi	technology	teknologi	technology	N;INDF;MASC+FEM;SG	N
teknologi	teknologi	teknologi	teknologi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
alice	alice	alice	alice	N;INDF;MASC+FEM;SG	N
oplevede	opplevde	opleve	oppleve	V;IND;PST;FIN;ACT	V;IND;PST;FIN
hamburg	hamburg	hamburg	hamburg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
speciel	spesielt	speciel	spesiell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
speciel	spesiell	speciel	spesiell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
hænger	henger	hænge	henger	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hænger	henger	hænge	henger	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
forfatning	grunnlov	forfatning	grunnlov	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forfatning	forfatning	forfatning	forfatning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forfatning	konstitusjon	forfatning	konstitusjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
boston	boston	boston	boston	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
als	als	als	al	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lady	lady	lady	lady	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lady	dame	lady	dame	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
indlæg	post	indlæg	post	N;INDF;NEUT;SG	N;INDF;MASC;SG
indlæg	tale	indlæg	tale	N;INDF;NEUT;SG	N;INDF;FEM;SG
traditionel	tradisjonelt	traditionel	tradisjonell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
traditionel	tradisjonell	traditionel	tradisjonell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
hårde	tøffe	hård	tøff	ADJ;PL	ADJ;PL
hårde	harde	hård	hard	ADJ;PL	ADJ;PL
samuel	samuel	samuel	samuel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
uafhængig	uavhengig	uafhængig	uavhengig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
uafhængig	selvstendig	uafhængig	selvstendig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
selvmord	selvmord	selvmord	selvmord	N;INDF;NEUT;SG	N;INDF;NEUT;SG
afdelinger	greiner	afdeling	grein	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
afdelinger	departementer	afdeling	departement	N;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
afdelinger	avdelinger	afdeling	avdeling	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
idé	idè	idé	idè	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
idé	ide	idé	ide	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
idé	idea	idé	idea	N;INDF;MASC+FEM;SG	N
idé	peiling	idé	peiling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
idé	idé	idé	idé	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fischer	fischer	fische	fischer	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
race	breed	race	breed	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
race	rase	race	rase	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
race	kappløp	race	kappløp	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
race	rase	race	rase	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
race	race	race	race	N;INDF;MASC+FEM;SG	N
plante	plante	plante	plant	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
overalt	overalt	overalt	overalt	ADV	ADV
heavy	heavy	heavy	heavy	N;INDF;NEUT;SG	N;INDF;MASC;SG
selskaber	selskaper	selskab	selskap	N;INDF;NEUT;PL	N;INDF;MASC;PL
selskaber	bedrifter	selskab	bedrift	N;INDF;NEUT;PL	N;INDF;FEM;PL
selskaber	selskaper	selskab	selskap	N;INDF;NEUT;PL	N;INDF;MASC;PL
patrick	patrick	patrick	patrick	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
længste	lengste	længe	lang	ADJ;DEF;RL	ADJ;DEF;RL
talent	talent	talent	talent	N;INDF;NEUT;SG	N;INDF;NEUT;SG
tronen	tronen	trone	tron	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
bot	bot	bot	bot	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forsvare	forsvare	forsvare	forsvare	V;NFIN;ACT	V;NFIN
forsvare	forsvare	forsvare	forsvare	V;NFIN;ACT	V;NFIN
forsvare	forsvarer	forsvare	forsvare	V;NFIN;ACT	V;IND;PRS;FIN
princippet	prinsippet	princip	prinsipp	N;DEF;NEUT;SG	N;DEF;NEUT;SG
ekspedition	ekspedisjon	ekspedition	ekspedisjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mord	drap	mord	drap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
mord	mord	mord	mord	N;INDF;NEUT;SG	N;INDF;NEUT;SG
mord	drap	mord	drap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
mord	mord	mord	mord	N;INDF;NEUT;SG	N;INDF;NEUT;SG
mord	attentat	mord	attentat	N;INDF;NEUT;SG	N;INDF;NEUT;SG
placerede	plasserte	placere	plassere	V;IND;PST;FIN;ACT	V;IND;PST;FIN
clausen	clausen	clause	clausen	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
christoffer	christoffer	christof	christoffer	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
christoffer	christopher	christof	christopher	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forhandlinger	forhandlinger	forhandling	forhandlinger	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
forhandlinger	forhandlinger	forhandling	forhandlinger	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
grant	grant	gran	grant	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kommunikation	kommunikasjon	kommunikation	kommunikasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kommunikation	kommunikasjon	kommunikation	kommunikasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kommunikation	kommunikasjon	kommunikation	kommunikasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
smukke	nydelige	smukke	nydelig	ADJ;PL	ADJ;PL
smukke	pene	smukke	pen	ADJ;PL	ADJ;PL
smukke	nydelige	smukke	nydelig	ADJ;PL	ADJ;PL
smukke	lekre	smukke	lakker	ADJ;PL	ADJ;PL
tema	tema	tema	tema	N;INDF;NEUT;SG	N;INDF;NEUT;SG
forkert	feil	forkert	feil	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
forkert	feil	forkert	feil	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
fase	fase	fase	fase	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fase	stage	fase	stage	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rytter	rytter	rytte	rytte	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rytter	rytter	rytte	rytte	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rytter	rider	rytte	ride	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rytter	hestesport	rytte	hestesport	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
normal	normalt	normal	normal	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
normal	normal	normal	normal	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
journal	journal	journal	journal	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
journal	tidsskrift	journal	tidsskrift	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
journal	dagbok	journal	dagbok	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
længst	lengste	længe	lang	ADJ;RL	ADJ;DEF;RL
købmand	merchant	købmand	merchant	N;INDF;MASC+FEM;SG	N
købmand	kjøpmann	købmand	kjøpmann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
købmand	handelsmann	købmand	handelsmann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vokset	vokste	vokse	vokst	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
besætning	crew	besætning	crew	N;INDF;MASC+FEM;SG	N
besætning	besetning	besætning	besetning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
besætning	mannskap	besætning	mannskap	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
jødisk	jødisk	jødisk	jødisk	ADJ;INDF;SG	ADJ;INDF;SG
indgået	konkluderte	indgå	konkludere	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
flåden	marinen	flåd	marin	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
flåden	fleet	flåd	fle	N;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
flåden	flåten	flåd	flåte	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
artilleri	artilleri	artilleri	artilleri	N;INDF;NEUT;SG	N;INDF;NEUT;SG
anderson	anderson	anderson	anderson	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
genstande	artikler	genstand	artikke	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
genstande	gjenstander	genstand	gjenstand	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
genstande	objekter	genstand	objekter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
genstande	elementer	genstand	elementer	N;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
genstande	varer	genstand	vare	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
genstande	elementer	genstand	elementer	N;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
genstande	gjenstander	genstand	gjenstand	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
hest	horse	hest	horse	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hest	hest	hest	hest	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
erstatning	kompensasjon	erstatning	kompensasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
erstatning	erstatning	erstatning	erstatning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
erstatning	erstatning	erstatning	erstatning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
erstatning	erstatning	erstatning	erstatning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sygdomme	sykdommer	sygdom	sykdom	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
nordsjælland	nordsjælland	nordsjælland	nordsjælland	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sjette	sjette	sjette	sjette	ADJ	ADJ;DEF;SG
stående	står	stå	stå	V;PRS;V.PTCP	V;IND;PRS;FIN
modstander	motstander	modstander	motstand	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolph	rudolf	rudolph	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
munk	monk	munk	monk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
munk	munk	munk	munk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forklaring	forklaring	forklaring	forklaring	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hot	hot	hot	hot	N;INDF;NEUT;SG	N;INDF;NEUT;SG
overlevede	overlevde	overleve	overleve	V;IND;PST;FIN;ACT	V;IND;PST;FIN
blod	blod	blod	blod	N;INDF;NEUT;SG	N;INDF;NEUT;SG
blod	blood	blod	blood	N;INDF;NEUT;SG	N;INDF;SG
bogstav	brev	bogstav	brev	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bogstav	bokstav	bogstav	bokstav	N;INDF;NEUT;SG	N;INDF;MASC;SG
aktivt	aktivt	aktiv	aktiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
aktivt	aktiv	aktiv	aktiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
aktivt	aktivt	aktiv	aktiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
hms	hms	hms	hms	N;INDF;NEUT;SG	N;INDF;MASC;SG
akademi	akademi	akademi	akademi	N;INDF;NEUT;SG	N;INDF;NEUT;SG
akademi	academy	akademi	academy	N;INDF;NEUT;SG	N;INDF;MASC;SG
academy	akademi	academy	akademi	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
academy	academy	academy	academy	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
marine	navy	marine	navy	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
marine	marine	marine	marin	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
marine	marinesoldat	marine	marinesoldat	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
marine	marine	marine	marin	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bund	nederst	bund	nederst	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bund	bottom	bund	bottom	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bund	bunn	bund	bunne	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hævder	påstår	hævde	påstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hævder	hevder	hævde	hevde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
skiftet	forandret	skift	forandr	N;DEF;NEUT;SG	N;DEF;NEUT;SG
skiftet	skiftet	skift	skift	N;DEF;NEUT;SG	N;DEF;NEUT;SG
skiftet	byttet	skift	bytte	N;DEF;NEUT;SG	N;DEF;NEUT;SG
stillehavet	stillehavet	stillehavet	stillehav	N;DEF;NEUT;SG	N;DEF;NEUT;SG
