per	für	per	für	ADP	ADP
sicuro	klar	sicuro	klar	ADJ;MASC;SG	ADJ
sicuro	sicher	sicuro	sicher	ADJ;MASC;SG	ADJ
tenuta	abgehalten	tenere	abhalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
tenuta	gehalten	tenere	halten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
tenuta	hielt	tenere	halten	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tenuta	festgehalten	tenere	festhalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
veloce	schneller	veloce	schnell	ADJ;SG	ADJ
veloce	rasch	veloce	rasch	ADJ;SG	ADJ
veloce	schnell	veloce	schnell	ADJ;SG	ADJ
veloce	rasch	veloce	rasch	ADJ;SG	ADJ
veloce	schneller	veloce	schnell	ADJ;SG	ADJ
veloce	schnell	veloce	schnell	ADJ;SG	ADJ
veloce	schnellen	veloce	schnell	ADJ;SG	ADJ
veloce	rasch	veloce	rasch	ADJ;SG	ADJ
veloce	schnell	veloce	schnell	ADJ;SG	ADJ
end	ende	end	ende	N;MASC	N;ACC;NEUT;SG
lunghe	lang	lungo	lang	ADJ;FEM;PL	ADJ
lunghe	langen	lungo	lang	ADJ;FEM;PL	ADJ
lunghe	langer	lungo	lang	ADJ;FEM;PL	ADJ
criminale	kriminell	criminale	kriminell	ADJ;SG	ADJ
criminale	kriminalität	criminale	kriminalität	ADJ;SG	ADJ
criminale	verbrecher	criminale	verbrecher	ADJ;SG	ADJ
criminale	kriminellen	criminale	kriminellen	ADJ;SG	ADJ
trasmesso	übermittelt	trasmettere	übermitteln	V;MASC;SG;PST;V.PTCP	V;V.PTCP
trasmesso	übertragen	trasmettere	übertragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
trasmesso	gesendet	trasmettere	senden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ritorna	gibt	ritornare	geben	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ritorna	liefert	ritornare	liefern	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ciascuno	jedes	ciascuno	jed	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
ciascuno	jeder	ciascuno	jed	PRO;MASC;SG	PRO;NOM;INDF;MASC;SG
ciascuno	jedem	ciascuno	jed	PRO;MASC;SG	PRO;DAT;INDF;MASC;SG
ciascuno	jeden	ciascuno	jed	PRO;MASC;SG	PRO;ACC;INDF;MASC;SG
ciascuno	jede	ciascuno	jed	PRO;MASC;SG	PRO;NOM;INDF;FEM;SG
torri	türme	torre	türm	N;FEM;PL	N;NOM;PL
semplici	einfacher	semplice	einfach	ADJ;PL	ADJ
semplici	einfache	semplice	einfach	ADJ;PL	ADJ;NOM;FEM;PL
aziende	unternehmen	azienda	unternehmen	N;FEM;PL	N;NOM;NEUT;PL
atleti	sportlern	atleta	sportlern	N;MASC;PL	N;PL
tornei	wettkämpfe	torneo	wettkampf	N;MASC;PL	N;NOM
tornei	wettkampf	torneo	wettkampf	N;MASC;PL	N
alti	groß	alto	groß	ADJ;MASC;PL	ADJ
erede	erbe	erede	erben	N;SG	N;NOM;NEUT;SG
sacra	heilig	sacro	heilig	ADJ;FEM;SG	ADJ
sacra	heiligen	sacro	heilig	ADJ;FEM;SG	ADJ
sacra	heiliges	sacro	heilig	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
sacra	heiliger	sacro	heilig	ADJ;FEM;SG	ADJ
lancia	startet	lanciare	starten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inserimento	einbindung	inserimento	einbindung	N;MASC;SG	N;FEM;SG
inserimento	einfügung	inserimento	einfügung	N;MASC;SG	N;SG
popolari	populäre	popolare	populär	ADJ;PL	ADJ;NOM;FEM;PL
popolari	beliebte	popolare	beliebt	ADJ;PL	ADJ;NOM;FEM;PL
popolari	beliebt	popolare	belieben	ADJ;PL	ADJ
popolari	beliebter	popolare	beliebter	ADJ;PL	ADJ
popolari	angesagt	popolare	ansagen	ADJ;PL	ADJ
trasferito	transferiert	trasferire	transferieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
trasferito	übertragen	trasferire	übertragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
trasferito	versetzt	trasferire	versetzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
richieste	anfragen	richiedere	anfragen	V;FEM;PL;PST;V.PTCP	V;NFIN
richieste	ersuchen	richiedere	ersuchen	V;FEM;PL;PST;V.PTCP	V;NFIN
minaccia	bedrohung	minaccia	bedrohung	N;FEM;SG	N;FEM;SG
minaccia	bedrohung	minaccia	bedrohung	N;FEM;SG	N;FEM;SG
pensa	denken	pensare	denken	V;IND;SG;2;PRS;FIN	V;NFIN
recentemente	kürzlich	recentemente	kürzlich	ADV	ADV
recentemente	neulich	recentemente	neulich	ADV	ADV
sequenza	folge	sequenza	folge	N;FEM;SG	N;NOM;FEM;SG
amante	meisterin	amante	meisterin	N;SG	N;NOM;FEM;SG
rilevante	relevant	rilevante	relevant	ADJ;SG	ADJ
rilevante	relevanter	rilevante	relevant	ADJ;SG	ADJ
rilevante	einschlägigen	rilevante	einschlägig	ADJ;SG	ADJ
pesi	gewichtungen	peso	gewichtung	N;MASC;PL	N;NOM;FEM;PL
ritirato	ausgemustert	ritirare	ausmustern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ritirato	zurückgezogen	ritirare	zurückziehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ritirato	zurückgenommen	ritirare	zurücknehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ritirato	entzogen	ritirare	entziehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ritirato	zurückgezogen	ritirare	zurückziehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
missioni	vertretungen	missione	vertretungen	N;FEM;PL	N;NOM;FEM;PL
missioni	missionen	missione	missionen	N;FEM;PL	N;NOM;FEM;PL
missioni	missionen	missione	missionen	N;FEM;PL	N;NOM;FEM;PL
aprire	geöffnet	aprire	öffnen	V;NFIN	V;V.PTCP
aprire	öffnen	aprire	öffnen	V;NFIN	V;NFIN
necessaria	notwendig	necessario	notwendig	ADJ;FEM;SG	ADJ
necessaria	erforderlich	necessario	erforderlich	ADJ;FEM;SG	ADJ
necessaria	erforderlich	necessario	erforderlich	ADJ;FEM;SG	ADJ
necessaria	notwendig	necessario	notwendig	ADJ;FEM;SG	ADJ
necessaria	nötig	necessario	nötig	ADJ;FEM;SG	ADJ
descritto	beschrieb	descrivere	beschreiben	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
descritto	beschrieben	descrivere	beschreiben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
archi	bögen	arco	bögen	N;MASC;PL	N;PL
archi	bögen	arco	bögen	N;MASC;PL	N;PL
archi	bögen	arco	bögen	N;MASC;PL	N;PL
definita	definiert	definire	definieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
definita	definierte	definire	definieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
legame	bindung	legame	bindung	N;MASC;SG	N;NOM;FEM;SG
trasferita	transferiert	trasferire	transferieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
trasferita	übertragen	trasferire	übertragen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
trasferita	versetzt	trasferire	versetzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
finlandese	finnischen	finlandese	finnisch	ADJ;SG	ADJ
finlandese	finnisch	finlandese	finnisch	ADJ;SG	ADJ
finlandese	finnischer	finlandese	finnisch	ADJ;SG	ADJ
finisce	endet	finire	enden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
finisce	enden	finire	enden	V;IND;SG;3;PRS;FIN	V;NFIN
heart	herzens	heart	herzens	N	N;NOM;NEUT;PL
femminili	weibliche	femminile	weiblich	ADJ;PL	ADJ;NOM;FEM;PL
femminili	weiblich	femminile	weiblich	ADJ;PL	ADJ
femminili	weiblicher	femminile	weiblich	ADJ;PL	ADJ
civiltà	zivilisationen	civiltà	zivilisation	N;FEM	N;NOM;FEM;PL
civiltà	zivilisationen	civiltà	zivilisation	N;FEM	N;NOM;FEM;PL
civiltà	kulturen	civiltà	kultur	N;FEM	N;NOM;PL
civiltà	zivilisationen	civiltà	zivilisation	N;FEM	N;NOM;FEM;PL
vecchi	alten	vecchio	alt	ADJ;MASC;PL	ADJ;NOM;MASC;PL
vecchi	alte	vecchio	alt	ADJ;MASC;PL	ADJ;NOM;FEM;PL
vecchi	altstadt	vecchio	altstadt	ADJ;MASC;PL	ADJ
vecchi	alter	vecchio	alt	ADJ;MASC;PL	ADJ
vecchi	alt	vecchio	alt	ADJ;MASC;PL	ADJ
veramente	wirklich	veramente	wirklich	ADV	ADV
veramente	wirklich	veramente	wirklich	ADV	ADV
favorevole	günstig	favorevole	günstig	ADJ;SG	ADJ
favorevole	günstigen	favorevole	günstig	ADJ;SG	ADJ
favorevole	günstig	favorevole	günstig	ADJ;SG	ADJ
favorevole	günstigen	favorevole	günstig	ADJ;SG	ADJ
trasformazione	bearbeitung	trasformazione	bearbeitung	N;FEM;SG	N;NOM;FEM;SG
trasformazione	verarbeitung	trasformazione	verarbeitung	N;FEM;SG	N;NOM;FEM;SG
trasformazione	aufbereitung	trasformazione	aufbereitung	N;FEM;SG	N;NOM;FEM;SG
trasformazione	verwandlung	trasformazione	verwandlung	N;FEM;SG	N;FEM;SG
trasformazione	umgestaltung	trasformazione	Umgestaltung	N;FEM;SG	N;NOM;FEM;SG
trasformazione	umwandlung	trasformazione	umwandlung	N;FEM;SG	N;SG
trasformazione	umwandlung	trasformazione	umwandlung	N;FEM;SG	N;SG
trasformazione	verwandlung	trasformazione	verwandlung	N;FEM;SG	N;FEM;SG
attuali	aktuell	attuale	aktuell	ADJ;PL	ADJ
attuali	aktuellen	attuale	aktuell	ADJ;PL	ADJ
attuali	aktuelle	attuale	aktuell	ADJ;PL	ADJ;NOM;FEM;PL
attuali	aktueller	attuale	aktuell	ADJ;PL	ADJ
aumentare	vergrößern	aumentare	vergrößern	V;NFIN	V;NFIN
aumentare	erhöhen	aumentare	erhöhen	V;NFIN	V;NFIN
azzurro	blau	azzurro	blau	ADJ;MASC;SG	ADJ
azzurro	blauen	azzurro	blau	ADJ;MASC;SG	ADJ
carri	waggons	carro	waggons	N;MASC;PL	N
carri	güterwagen	carro	güterwagen	N;MASC;PL	N;NOM;PL
carri	güterwagen	carro	güterwagen	N;MASC;PL	N;NOM;PL
responsabilità	haftung	responsabilità	haftung	N;FEM	N;SG
responsabilità	verantwortlichkeiten	responsabilità	verantwortlichkeiten	N;FEM	N;NOM;FEM;PL
morire	sterbe	morire	sterben	V;NFIN	V;IND;SG;3;FIN
morire	sterben	morire	sterben	V;NFIN	V;NFIN
morire	stirbt	morire	sterben	V;NFIN	V;IND;SG;3;PRS;FIN
morire	sterbenden	morire	sterbend	V;NFIN	V;FIN
morire	sterben	morire	sterben	V;NFIN	V;NFIN
treno	bahnhof	treno	bahnhof	N;MASC;SG	N;NOM;MASC;SG
treno	zug	treno	zug	N;MASC;SG	N;SG
fan	ventilatoren	fan	ventilator	N	N;NOM;PL
fan	ventilatoren	fan	ventilator	N	N;NOM;PL
privato	privater	privato	privat	ADJ;MASC;SG	ADJ
privato	privat	privato	privat	ADJ;MASC;SG	ADJ
elevato	hoch	elevato	hoch	ADJ;MASC;SG	ADJ
elevato	erhöhter	elevato	erhöht	ADJ;MASC;SG	ADJ
elevato	erhöhte	elevato	erhöhen	ADJ;MASC;SG	ADJ;NOM;SG
morale	moralischer	morale	moralisch	ADJ;SG	ADJ
morale	moralisch	morale	moralisch	ADJ;SG	ADJ
morale	moralischen	morale	moralisch	ADJ;SG	ADJ;ACC;SG
tipologia	typologie	tipologia	typologie	N;FEM;SG	N;NOM;FEM;SG
incluso	enthalten	includere	enthalten	V;MASC;SG;PST;V.PTCP	V;NFIN
incluso	eingeschlossen	includere	einschließen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
incluso	aufgenommen	includere	aufnehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
acquistato	gekauft	acquistare	kaufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
acquistato	erworben	acquistare	erwerben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
proposto	vorgeschlagen	proporre	vorschlagen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
corse	rassen	corso	rassen	N;FEM;PL	N;NOM;PL
espresso	geäußert	esprimere	äußern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
espresso	ausdrücken	esprimere	ausdrücken	V;MASC;SG;PST;V.PTCP	V;NFIN
espresso	drückte	esprimere	drücken	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
espresso	ausgedrückt	esprimere	ausdrücken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
introdotto	vorgestellt	introdurre	vorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
introdotto	eingeführt	introdurre	einführen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fiumi	flüsse	fiume	flüssen	N;MASC;PL	N;NOM;MASC;PL
fiumi	flüssen	fiume	flüssen	N;MASC;PL	N;NOM;FEM;PL
status	status	status	status	N;MASC	N
organizzata	organisierte	organizzare	organisieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organizzata	veranstaltet	organizzare	veranstalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
organizzata	organisierte	organizzare	organisieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organizzata	veranstaltet	organizzare	veranstalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
variabile	variabler	variabile	variabel	ADJ;SG	ADJ
variabile	unterschiedlich	variabile	unterschiedlich	ADJ;SG	ADJ
variabile	variabel	variabile	variabel	ADJ;SG	ADJ
cibo	nahrung	cibo	nahrung	N;MASC;SG	N;NOM;FEM;SG
annuale	jährlich	annuale	jährlich	ADJ;SG	ADJ
annuale	jährlichen	annuale	jährlich	ADJ;SG	ADJ
annuale	jährlich	annuale	jährlich	ADJ;SG	ADJ
annuale	jährlichen	annuale	jährlich	ADJ;SG	ADJ
migliaia	tausende	migliaio	tausende	N;FEM;PL	N;NOM;FEM;PL
ognuno	jedes	ognuno	jed	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
ognuno	jeder	ognuno	jed	PRO;MASC;SG	PRO;NOM;INDF;MASC;SG
ognuno	jedem	ognuno	jed	PRO;MASC;SG	PRO;DAT;INDF;MASC;SG
ognuno	jeden	ognuno	jed	PRO;MASC;SG	PRO;ACC;INDF;MASC;SG
ognuno	jede	ognuno	jed	PRO;MASC;SG	PRO;NOM;INDF;FEM;SG
divinità	göttern	divinità	göttern	N;FEM	N;PL
divinità	gottheiten	divinità	gottheiten	N;FEM	N;NOM;FEM;PL
divinità	gottheiten	divinità	gottheiten	N;FEM	N;NOM;FEM;PL
campagne	werbekampagnen	campagna	werbekampagnen	N;FEM;PL	N;NOM;FEM;PL
corrispondenza	spiel	corrispondenza	spielen	N;FEM;SG	N;NOM;NEUT;SG
corrispondenza	übereinstimmung	corrispondenza	übereinstimmung	N;FEM;SG	N;NOM;FEM;SG
bonus	prämien	bonus	prämien	N;MASC	N;NOM
ferrovie	eisenbahnen	ferrovia	eisenbahnen	N;FEM;PL	N;NOM;FEM;PL
ferrovie	eisenbahnen	ferrovia	eisenbahnen	N;FEM;PL	N;NOM;FEM;PL
ferrovie	schiene	ferrovia	schienen	N;FEM;PL	N
ferrovie	eisenbahnen	ferrovia	eisenbahnen	N;FEM;PL	N;NOM;FEM;PL
ferrovie	schiene	ferrovia	schienen	N;FEM;PL	N
settimo	siebte	settimo	siebt	ADJ;MASC;SG	ADJ;NOM;SG
settimo	siebenten	settimo	siebent	ADJ;MASC;SG	ADJ
settimo	siebten	settimo	siebt	ADJ;MASC;SG	ADJ;NOM;MASC;SG
settimo	siebter	settimo	siebter	ADJ;MASC;SG	ADJ
tradizionali	traditionellen	tradizionale	traditionell	ADJ;PL	ADJ;NOM;MASC;PL
tradizionali	traditionelle	tradizionale	traditionell	ADJ;PL	ADJ;NOM;FEM;PL
tradizionali	traditionell	tradizionale	traditionell	ADJ;PL	ADJ
tradizionali	traditioneller	tradizionale	traditionell	ADJ;PL	ADJ
differenze	unterschiede	differenza	unterscheiden	N;FEM;PL	N;NOM
differenze	unterschiede	differenza	unterscheiden	N;FEM;PL	N;NOM
razza	züchtung	razza	züchtung	N;FEM;SG	N;NOM;FEM;SG
destino	untergang	destino	untergehen	N;MASC;SG	N
destino	bestimmung	destino	bestimmung	N;MASC;SG	N;NOM;FEM;SG
abbandonato	aufgegeben	abbandonare	aufgeben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
abbandonato	verlassen	abbandonare	verlassen	V;MASC;SG;PST;V.PTCP	V;NFIN
abbandonato	stillgelegt	abbandonare	stilllegen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
abbandonato	zurückgelassen	abbandonare	zurücklassen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
abbandonato	aufgegeben	abbandonare	aufgeben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
sostituzione	ersetzung	sostituzione	Ersetzung	N;FEM;SG	N;NOM;FEM;SG
sostituzione	ersetzung	sostituzione	Ersetzung	N;FEM;SG	N;NOM;FEM;SG
limitata	beschränken	limitare	beschränken	V;FEM;SG;PST;V.PTCP	V;NFIN
occasioni	anlässe	occasione	anlassen	N;FEM;PL	N;NOM;FEM;PL
probabile	voraussichtlich	probabile	voraussichtlich	ADJ;SG	ADJ
probabile	wahrscheinlich	probabile	wahrscheinlich	ADJ;SG	ADJ
probabile	vermutlich	probabile	vermutlich	ADJ;SG	ADJ
probabile	wahrscheinlicher	probabile	wahrscheinlicher	ADJ;SG	ADJ
probabile	wahrscheinlich	probabile	wahrscheinlich	ADJ;SG	ADJ
probabile	wahrscheinlichen	probabile	wahrscheinlich	ADJ;SG	ADJ
interessi	interessen	interesse	interesse	N;MASC;PL	N;NOM;PL
interessi	interessen	interesse	interesse	N;MASC;PL	N;NOM;PL
fornire	liefern	fornire	liefern	V;NFIN	V;NFIN
fornire	bereitstellen	fornire	bereitstellen	V;NFIN	V;NFIN
opposizione	widerspruch	opposizione	widerspruchen	N;FEM;SG	N
opposizione	einspruch	opposizione	einspruch	N;FEM;SG	N
opposizione	opposition	opposizione	opposition	N;FEM;SG	N;NOM;SG
opposizione	ablehnung	opposizione	ablehnung	N;FEM;SG	N;NOM;FEM;SG
istituzioni	institutionen	istituzione	institution	N;FEM;PL	N;NOM;PL
istituzioni	hochschulen	istituzione	hochschulen	N;FEM;PL	N;NOM;FEM;PL
poesie	gedichte	poesia	gedicht	N;FEM;PL	N;NOM;NEUT;PL
poesie	gedichte	poesia	gedicht	N;FEM;PL	N;NOM;NEUT;PL
dura	hält	durare	halten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dura	währt	durare	währen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dura	dauert	durare	dauern	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
elettronica	elektrotechnik	elettronico	elektrotechnik	ADJ;FEM;SG	ADJ
elettronica	unterhaltungselektronik	elettronico	unterhaltungselektronik	ADJ;FEM;SG	ADJ
elettronica	elektronikindustrie	elettronico	elektronikindustrie	ADJ;FEM;SG	ADJ
elettronica	elektronik	elettronico	elektronik	ADJ;FEM;SG	ADJ
elettronica	elektrogeräte	elettronico	elektrogerät	ADJ;FEM;SG	ADJ;NOM;FEM;SG
elettronica	elektronischen	elettronico	elektronisch	ADJ;FEM;SG	ADJ
elettronica	elektronisch	elettronico	elektronisch	ADJ;FEM;SG	ADJ
elettronica	elektronik	elettronico	elektronik	ADJ;FEM;SG	ADJ
elettronica	elektronischer	elettronico	elektronisch	ADJ;FEM;SG	ADJ
eliminazione	ausscheidung	eliminazione	ausscheidung	N;FEM;SG	N;NOM;FEM;SG
eliminazione	eliminierung	eliminazione	eliminierung	N;FEM;SG	N;NOM;FEM;SG
eliminazione	ausschaltung	eliminazione	ausschaltung	N;FEM;SG	N;FEM;SG
eliminazione	beseitigung	eliminazione	Beseitigung	N;FEM;SG	N;NOM;FEM;SG
monete	währungen	moneta	währung	N;FEM;PL	N;NOM;PL
pareti	wände	parete	wanden	N;FEM;PL	N;NOM;PL
stone	steine	stone	stein	N	N
decisamente	unbedingt	decisamente	unbedingt	ADV	ADV
convinto	überzeugt	convinto	überzeugt	ADJ;MASC;SG	ADJ
spaziale	räumlich	spaziale	räumlich	ADJ;SG	ADJ
spaziale	räumlichen	spaziale	räumlich	ADJ;SG	ADJ
spaziale	räumlicher	spaziale	räumlich	ADJ;SG	ADJ
arabo	arabisch	arabo	arabisch	ADJ;MASC;SG	ADJ
arabo	arabisch	arabo	arabisch	ADJ;MASC;SG	ADJ
arabo	arabisch	arabo	arabisch	ADJ;MASC;SG	ADJ
menzionato	erwähnte	menzionare	erwähnen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
menzionato	erwähnt	menzionare	erwähnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cambia	ändern	cambiare	ändern	V;IND;SG;3;PRS;FIN	V;NFIN
cambia	wechseln	cambiare	wechseln	V;IND;SG;3;PRS;FIN	V;NFIN
scontri	zusammenstöße	scontro	zusammenstöße	N;MASC;PL	N
scontri	zusammenstöße	scontro	zusammenstöße	N;MASC;PL	N
periodi	perioden	periodo	perioden	N;MASC;PL	N;PL
intende	beabsichtigt	intendere	beabsichtigen	V;IND;SG;3;PRS;FIN	V;V.PTCP
certamente	gewiss	certamente	gewiß	ADV	ADV
certamente	sicherlich	certamente	sicherlich	ADV	ADV
ottimo	toll	ottimo	toll	ADJ;MASC;SG	ADJ
ottimo	großartig	ottimo	großartig	ADJ;MASC;SG	ADJ
ottimo	groß	ottimo	groß	ADJ;MASC;SG	ADJ
ottimo	exzellent	ottimo	exzellent	ADJ;MASC;SG	ADJ
ottimo	ausgezeichnete	ottimo	ausgezeichnet	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ottimo	hervorragend	ottimo	hervorragend	ADJ;MASC;SG	ADJ
andato	gegangen	andare	gehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
andato	verschwunden	andare	verschwinden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
relativo	relativ	relativo	relativ	ADJ;MASC;SG	ADJ
relativo	relativer	relativo	relativ	ADJ;MASC;SG	ADJ
continuo	kontinuierlich	continuo	kontinuierlich	ADJ;MASC;SG	ADJ
continuo	kontinuierlicher	continuo	kontinuierlich	ADJ;MASC;SG	ADJ
continuo	ständig	continuo	ständig	ADJ;MASC;SG	ADJ
continuo	fortlaufend	continuo	fortlaufend	ADJ;MASC;SG	ADJ
vincitrice	preisträger	vincitore	preisträg	ADJ;FEM;SG	ADJ
vincitrice	gewinnerin	vincitore	gewinnerin	ADJ;FEM;SG	ADJ
classi	klassen	classe	klassen	N;FEM;PL	N;NOM;PL
esattamente	genau	esattamente	genau	ADV	ADV
montagne	gebirge	montagna	gebirge	N;FEM;PL	N
power	leistung	power	leistung	N	N;NOM;FEM;SG
power	stromversorgung	power	stromversorgung	N	N;NOM;FEM;SG
riduzione	verringerung	riduzione	verringerung	N;FEM;SG	N;NOM;FEM;SG
riduzione	ermäßigung	riduzione	Ermäßigung	N;FEM;SG	N;NOM;SG
riduzione	reduktion	riduzione	Reduktion	N;FEM;SG	N;SG
riduzione	reduzierung	riduzione	Reduzierung	N;FEM;SG	N;NOM;FEM;SG
riduzione	kürzung	riduzione	kürzung	N;FEM;SG	N;NOM;FEM;SG
distretti	ortsteile	distretto	ortsteilen	N;MASC;PL	N;NOM;PL
distretti	distrikte	distretto	distrikt	N;MASC;PL	N;NOM;FEM;PL
manuale	manuell	manuale	manuell	ADJ;SG	ADJ
venduto	verkauft	vendere	verkaufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
venduto	verkaufte	vendere	verkaufen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dick	schwanz	dick	schwanzen	N	N
assume	vermietet	assumere	vermieten	V;IND;SG;3;PRS;FIN	V;V.PTCP
assume	nimmt	assumere	nehmen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assume	übernimmt	assumere	übernehmen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
macchine	maschinen	macchina	maschen	N;FEM;PL	N;NOM;FEM;PL
macchine	maschinen	macchina	maschen	N;FEM;PL	N;NOM;FEM;PL
gerusalemme	jerusalem	gerusalemma	jerusal	ADJ;SG	ADJ;DAT;MASC;SG
alberi	bäume	albero	bäumen	N;MASC;PL	N;NOM;MASC;PL
conclude	schließt	concludere	schließen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
riviste	fachzeitschriften	rivista	fachzeitschrift	N;FEM;PL	N;NOM;FEM;PL
ridotto	reduziert	ridurre	reduzieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ridotto	verringert	ridurre	verringern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ridotto	reduzierte	ridurre	reduzieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
valutazione	würdigung	valutazione	würdigung	N;FEM;SG	N;FEM;SG
valutazione	evaluierung	valutazione	Evaluierung	N;FEM;SG	N;NOM;FEM;SG
valutazione	auswertung	valutazione	auswertung	N;FEM;SG	N;FEM;SG
regio	königliches	regio	königlich	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
regio	königlich	regio	königlich	ADJ;MASC;SG	ADJ
universale	universell	universale	universell	ADJ;SG	ADJ
universale	universellen	universale	universellen	ADJ;SG	ADJ
universale	universal	universale	universal	ADJ;SG	ADJ
universale	allgemein	universale	allgemein	ADJ;SG	ADJ
universale	universalität	universale	universalität	ADJ;SG	ADJ
considerati	berücksichtigt	considerare	berücksichtigen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
considerati	betrachtet	considerare	betrachten	V;MASC;PL;PST;V.PTCP	V;V.PTCP
considerati	erwogen	considerare	erwägen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
inutile	wertlos	inutile	wertlos	ADJ;SG	ADJ
inutile	sinnlos	inutile	sinnlos	ADJ;SG	ADJ
inutile	nutzlos	inutile	nutzlos	ADJ;SG	ADJ
inutile	zwecklos	inutile	zwecklos	ADJ;SG	ADJ
inutile	sinnlos	inutile	sinnlos	ADJ;SG	ADJ
inutile	nutzlos	inutile	nutzlos	ADJ;SG	ADJ
inutile	unbrauchbar	inutile	unbrauchbar	ADJ;SG	ADJ
inutile	zwecklos	inutile	zwecklos	ADJ;SG	ADJ
inutile	unnötigen	inutile	unnötig	ADJ;SG	ADJ
inutile	unnötig	inutile	unnötig	ADJ;SG	ADJ
inutile	überflüssig	inutile	überflüssig	ADJ;SG	ADJ
fascista	faschisten	fascista	faschisten	N;SG	N
conservazione	erhaltung	conservazione	erhaltung	N;FEM;SG	N;SG
conservazione	konservierung	conservazione	konservierung	N;FEM;SG	N;NOM;FEM;SG
conservazione	erhaltung	conservazione	erhaltung	N;FEM;SG	N;SG
conservazione	konservierung	conservazione	konservierung	N;FEM;SG	N;NOM;FEM;SG
offerta	angebot	offerta	anpieten	N;FEM;SG	N;NOM;NEUT;SG
arrestato	inhaftiert	arrestare	inhaftieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
arrestato	verhaftet	arrestare	verhaften	V;MASC;SG;PST;V.PTCP	V;V.PTCP
