van	مخرج	van	مخرج		
herlewing	اعادہ	herlewing	اعادہ	N;SG	N;NOM;MASC;SG;3
major	(	major	(		
major	وقیع	major	وقیع		
major	بالغ.	major	بالغ.		
melding	ذکر	melding	ذکر	N;SG	N;NOM;MASC;SG;3
klok	موڑنا.	klok	موڑنا.	V;PRS	V;NFIN;ACT
verleng	بڑھانا	verleng	بڑھا	V;PRS	V;MASC;SG;NFIN;ACT
uitbrei	بچھانا	uitbrei	بچھا	V;PRS	V;MASC;SG;NFIN;ACT
uitbrei	بڑھانا	uitbrei	بڑھا	V;PRS	V;MASC;SG;NFIN;ACT
soewereiniteit	برتری	soewereiniteit	برتری	N;SG	N;NOM;MASC;SG;3
soewereiniteit	اقتدار	soewereiniteit	اقتدار	N;SG	N;NOM;MASC;SG;3
intelligensie	فہم	intelligensie	فہم	N;SG	N;NOM;MASC;SG;3
pop	up	pop	up		
pop	out	pop	out		
voortdurende	جاری	voortdurend	جاری	ADJ;NOM	ADJ
voortdurende	رواں	voortdurend	رواں	ADJ;NOM	ADJ
hipotese	قیاس	hipotees	قیاس	N;SG	N;NOM;MASC;SG;3
hipotese	قیاس.	hipotees	قیاس.	N;SG	N;NOM;MASC;SG;3
neiging	رجحان	neiging	رجحان	N;SG	N;NOM;MASC;SG;3
fundamentele	ابتدائی	fundamenteel	ابتدائی	ADJ;NOM	ADJ
fundamentele	بنیادی	fundamenteel	بنیادی	ADJ;NOM	ADJ
fundamentele	ابتدائی	fundamenteel	ابتدائی	ADJ;NOM	ADJ
fundamentele	اصلی	fundamenteel	اصلی	ADJ;NOM	ADJ
fundamentele	بنیادی	fundamenteel	بنیادی	ADJ;NOM	ADJ
regterkant	استحقاق	regterkant	استحقاق	N;SG	N;NOM;MASC;SG;3
regterkant	استحقاق	regterkant	استحقاق	N;SG	N;NOM;MASC;SG;3
elementêre	سادہ	elementêre	سادہ	ADJ;NOM	ADJ
elementêre	بنیادی	elementêre	بنیادی	ADJ;NOM	ADJ
elementêre	صاف	elementêre	صاف	ADJ;NOM	ADJ
vreedsame	پُرسکون.	vreedsaam	پُرسکون.	ADJ;NOM	ADJ
besigheid	جھگڑا	besigheid	جھگڑا	N;SG	N;NOM;MASC;SG;3
besigheid	قصہ	besigheid	قصہ	N;SG	N;NOM;MASC;SG;3
besigheid	سبب	besigheid	سبب	N;SG	N;ACC;MASC;SG;3
besigheid	جھگڑا	besigheid	جھگڑا	N;SG	N;NOM;MASC;SG;3
besigheid	قصہ	besigheid	قصہ	N;SG	N;NOM;MASC;SG;3
besigheid	سبب	besigheid	سبب	N;SG	N;ACC;MASC;SG;3
besigheid	کاروبار	besigheid	کاروبار	N;SG	N;NOM;MASC;SG;3
besigheid	کام	besigheid	کام	N;SG	N;NOM;MASC;SG;3
ontploffing	دھماکا	ontploffing	دھماکا	N;SG	N;NOM;MASC;SG;3
seremonie	تقریب	seremonie	تقریب	N;SG	N;NOM;FEM;SG;3
neus	چونچ.	neus	چونچ.		
neus	ناک	neus	ناک		
trust	آس.	trust	آس.		
trust	آس.	trust	آس.		
huishoudelike	گھریلو	huishoudelik	گھریلو	ADJ;NOM	ADJ
noodsaaklike	بنیادی	noodsaaklik	بنیادی	ADJ;NOM	ADJ
noodsaaklike	لازمی	noodsaaklik	لازمی	ADJ;NOM	ADJ
nuttige	مفید	nuttig	مفید	ADJ;NOM	ADJ
salig	شاداں	salig	شاداں		
salig	فرحاں	salig	فرحاں		
saad	ورثا	saad	ورثا	N;SG	N;NOM;MASC;SG;3
saad	اولاد	saad	اولاد	N;SG	N;NOM;MASC;SG;3
verwerking	تفتیش	verwerking	تفتیش	N;SG	N;NOM;FEM;SG;3
masjien	انجن	masjien	انجن	N;SG	N;NOM;MASC;SG;3
masjien	مشین	masjien	مشین	N;SG	N;NOM;MASC;SG;3
masjien	کل	masjien	کل	N;SG	N;NOM;MASC;SG;3
masjien	مشین	masjien	مشین	N;SG	N;NOM;MASC;SG;3
binomial	ثنائیہ.	binomial	ثنائیہ.		
verskuiwing	مہاجرت	verskuiwing	مہاجرت	N;SG	N;NOM;MASC;SG;3
wydte	چوڑائی	wydte	چوڑائی	N;SG	N;NOM;FEM;SG;3
wydte	وسعت	wydte	وسعت	N;SG	N;NOM;MASC;SG;3
talent	فطانت	talent	فطانت	N;SG	N;NOM;MASC;SG;3
vlieënde	مختصر	vlie	مختصر	ADJ;NOM	ADJ
trots	مفتخر.	trots	مفتخر.	ADJ;NOM	ADJ
trots	شاندار	trots	شاندار	ADJ;NOM	ADJ
blootstelling	انکشاف	blootstelling	انکشاف	N;SG	N;NOM;MASC;SG;3
tong	زبان	tong	زبان	N;SG	N;NOM;MASC;SG;3
erfgenaam	وارث	erfgenaam	وارث	N;SG	N;NOM;MASC;SG;3
vordering	ترقی	vordering	ترقی	N;SG	N;NOM;FEM;SG;3
verwantskap	مراسم	verwantskap	رسم		
verwantskap	مراسم	verwantskap	رسم		
lens	تال	lens	تال	N;SG	N;NOM;MASC;SG;3
lens	روشنی	lens	روشنی	N;SG	N;NOM;MASC;SG;3
lens	تال	lens	تال	N;SG	N;NOM;MASC;SG;3
lens	روشنی	lens	روشنی	N;SG	N;NOM;MASC;SG;3
verwagting	آس.	verwagting	آس.		
ooreenstemming	بیاہ	ooreenstemming	بیاہ	N;SG	N;NOM;MASC;SG;3
ooreenstemming	شادی	ooreenstemming	شادی	N;SG	N;NOM;FEM;SG;3
ooreenstemming	بیاہ	ooreenstemming	بیاہ	N;SG	N;NOM;MASC;SG;3
ooreenstemming	شادی	ooreenstemming	شادی	N;SG	N;NOM;FEM;SG;3
troue	بیاہ	trou	بیاہ	N;SG	N;NOM;MASC;SG;3
profeet	محرک.	profeet	محرک.		
hongersnood	بھوک	hongersnood	بھوک	N;SG	N;NOM;MASC;SG;3
hongersnood	کال	hongersnood	کال	N;SG	N;NOM;MASC;SG;3
hongersnood	بھوک	hongersnood	بھوک	N;SG	N;NOM;MASC;SG;3
tender	معذرت	tender	معذرت	N;SG	N;NOM;MASC;SG;3
tender	گداز	tender	گداز	N;SG	N;NOM;MASC;SG;3
tender	خیال	tender	خیال	N;SG	N;NOM;MASC;SG;3
tender	ٹینڈر	tender	ٹینڈر	N;SG	N;NOM;MASC;SG;3
tender	پیشکش	tender	پیشکش	N;SG	N;NOM;MASC;SG;3
tender	معذرت	tender	معذرت	N;SG	N;NOM;MASC;SG;3
tender	گداز	tender	گداز	N;SG	N;NOM;MASC;SG;3
tender	خیال	tender	خیال	N;SG	N;NOM;MASC;SG;3
tender	ٹینڈر	tender	ٹینڈر	N;SG	N;NOM;MASC;SG;3
tender	پیشکش	tender	پیشکش	N;SG	N;NOM;MASC;SG;3
respek	تعلق	respek	تعلق	N;SG	N;NOM;MASC;SG;3
respek	تعلق	respek	تعلق	N;SG	N;NOM;MASC;SG;3
respek	تکریم	respek	تکریم	N;SG	N;NOM;MASC;SG;3
lood	مثال	lood	مثال	N;SG	N;NOM;MASC;SG;3
lood	مثال	lood	مثال	N;SG	N;NOM;MASC;SG;3
fotografie	عکاسی.	fotografie	عکاس	N;SG	N;NOM;MASC;SG;3
slot	کھوج.	slot	کھوج.		
slot	in	slot	in		
slot	قفل	slot	قفل		
slot	in	slot	in		
slot	قفل	slot	قفل		
maag	تکرار	maag	تکرار	N;SG	N;NOM;MASC;SG;3
maag	خطرے	maag	خطرہ	N;SG	N;NOM;MASC;SG;3
konsert	موافقت	konsert	موافقت	N;SG	N;NOM;MASC;SG;3
nice	بھدّا.	nice	بھدّا.		
monster	عفریت	monster	عفریت	N;SG	N;NOM;MASC;SG;3
bose	برائی	bose	برائی	N;SG	N;NOM;FEM;SG;3
bose	منحوس	bose	منحوس	N;SG	N;SG
bose	برائی	bose	برائی	N;SG	N;NOM;FEM;SG;3
bose	منحوس	bose	منحوس	N;SG	N;SG
gesofistikeerde	پیچیدہ	sofistikeer	پیچیدہ	ADJ;NOM	ADJ
natuurskoon	منظر	natuurskoon	منظر	N;SG	N;NOM;MASC;SG;3
mislukking	تباہی	mislukking	تباہی	N;SG	N;NOM;MASC;SG;3
mislukking	ناکامی	mislukking	ناکامی	N;SG	N;NOM;MASC;SG;3
mislukking	تباہی	mislukking	تباہی	N;SG	N;NOM;MASC;SG;3
uitstaande	فائق.	uitstaan	فائق.		
ondervinding	اثر	ondervinding	اثر	N;SG	N;NOM;MASC;SG;3
ondervinding	حاصل	ondervinding	حاصل	N;SG	N;NOM;MASC;SG;3
veelvuldige	مخلوط	veelvuldig	مخلوط	ADJ;NOM	ADJ
veelvuldige	متنوع.	veelvuldig	متنوع.	ADJ;NOM	ADJ
geregtigheid	انصاف	geregtigheid	انصاف	N;SG	N;NOM;MASC;SG;3
stabiliteit	توازن	stabiliteit	توازن	N;SG	N;NOM;MASC;SG;3
stabiliteit	استحکام	stabiliteit	استحکام	N;SG	N;NOM;MASC;SG;3
stabiliteit	استقلال	stabiliteit	استقلال	N;SG	N;NOM;MASC;SG;3
visie	نظر	visie	نظر	N;SG	N;NOM;MASC;SG;3
bystand	توثیق	bystand	توثیق	N;SG	N;NOM;MASC;SG;3
bystand	نظریے	bystand	نظریہ	N;SG	N;NOM;MASC;SG;3
vriendskap	دوستی	vriendskap	دوستی	N;SG	N;NOM;FEM;SG;3
herroep	تجدیدکرنا.	herroep	تجدیدکرنا.	V;PRS	V;NFIN;ACT
inskrywing	فہرست	inskrywing	فہرست	N;SG	N;NOM;FEM;SG;3
strook	زیور	strook	زیور		
veldslag	مقابلہ	veldslag	مقابلہ	N;SG	N;NOM;MASC;SG;3
voorkant	گستاخی	voorkant	گستاخی	N;SG	N;NOM;MASC;SG;3
voorkant	منہ	voorkant	منہ	N;SG	N;NOM;MASC;SG;3
voorkant	مقابلہ	voorkant	مقابلہ	N;SG	N;NOM;MASC;SG;3
voorkant	گستاخی	voorkant	گستاخی	N;SG	N;NOM;MASC;SG;3
voorkant	منہ	voorkant	منہ	N;SG	N;NOM;MASC;SG;3
voorkant	مقابلہ	voorkant	مقابلہ	N;SG	N;NOM;MASC;SG;3
voorkant	پیشانی	voorkant	پیشانی	N;SG	N;NOM;MASC;SG;3
waardeer	ماننا	waardeer	مان	V;PRS	V;MASC;SG;NFIN
waardeer	جاننا	waardeer	جان	V;PRS	V;MASC;SG;NFIN;ACT
waardeer	پہچاننا	waardeer	پہچان	V;PRS	V;SG;NFIN;ACT
vals	باطل	vals	باطل		
vals	باطل	vals	باطل		
rust	ماؤف	rust	ماؤف		
berekening	حساب	berekening	حساب	N;SG	N;NOM;MASC;SG;3
spraak	تقریر	spraak	تقریر	N;SG	N;NOM;FEM;SG;3
aanslag	عذاب	aanslag	عذاب	N;SG	N;NOM;MASC;SG;3
aanslag	قہر	aanslag	قہر	N;SG	N;NOM;MASC;SG;3
stukkie	مد	stukkie	مد		
skoonheid	روپ	skoonheid	روپ	N;SG	N;NOM;MASC;SG;3
skoonheid	روپ	skoonheid	روپ	N;SG	N;NOM;MASC;SG;3
insluiting	شمولیت	insluiting	شمولیت	N;SG	N;NOM;FEM;SG;3
warmte	جوش	warmte	جوش	N;SG	N;NOM;MASC;SG;3
warmte	جوش	warmte	جوش	N;SG	N;NOM;MASC;SG;3
warmte	حرارت	warmte	حرارت	N;SG	N;NOM;MASC;SG;3
leeg	تہی	leeg	تہی		
heuning	شہد	heuning	شہد	N;SG	N;NOM;MASC;SG;3
bediener	ملائکہ	bediener	ملائکہ	N;SG	N;NOM;MASC;SG;3
langdurige	مستقل	langdurig	مستقل	ADJ;NOM	ADJ
langdurige	رواں	langdurig	رواں	ADJ;NOM	ADJ
luis	جوئیں.	luis	جو		
kommunisme	اشتراکیت	kommunisme	اشتراکیت	N;SG	N;NOM;MASC;SG;3
onderbreek	ٹھہرنا	onderbreek	ٹھہر	V;PRS	V;MASC;SG;NFIN;ACT
onderbreek	ٹھہرنا	onderbreek	ٹھہر	V;PRS	V;MASC;SG;NFIN;ACT
slagoffer	شکار	slagoffer	شکار	N;SG	N;NOM;MASC;SG;3
slagoffer	نشانہ	slagoffer	نشانہ	N;SG	N;NOM;MASC;SG;3
skerm	آڑ	skerm	آڑ	N;SG	N;NOM;MASC;SG;3
sfeer	کرہ	sfeer	کرہ	N;SG	N;NOM;MASC;SG;3
sfeer	حلقہ	sfeer	حلقہ	N;SG	N;NOM;MASC;SG;3
sfeer	گولہ	sfeer	گولہ	N;SG	N;NOM;MASC;SG;3
kombineer	جوڑنا	kombineer	جوڑ	V;PRS	V;MASC;SG;NFIN;ACT
kombineer	جڑنا	kombineer	جڑ	V;PRS	V;MASC;SG;NFIN;ACT
oproep	جگانا	oproep	جگا	V;PRS	V;MASC;SG;NFIN;ACT
oproep	رکھنا	oproep	رکھ	V;PRS	V;MASC;SG;NFIN;ACT
oproep	چیخ	oproep	چیخ	V;PRS	V;ACT
oproep	سمجھنا	oproep	سمجھ	V;PRS	V;MASC;SG;NFIN;ACT
oproep	پکار	oproep	پکار	V;PRS	V;SG;ACT
heers	چالو	heers	چالو	V;PRS	V;ACT
manlik	سوائے	manlik	سوائے		
manlik	بدون	manlik	بدون		
manlik	(	manlik	(		
manlik	بجز	manlik	بجز		
manlik	سوائے	manlik	سوائے		
manlik	بدون	manlik	بدون		
manlik	(	manlik	(		
manlik	قوی.	manlik	قوی.		
herstelwerk	شہرت	herstelwerk	شہرت	N;SG	N;NOM;FEM;SG;3
herstelwerk	رجوع	herstelwerk	رجوع	N;SG	N;NOM;MASC;SG;3
herstelwerk	رسائی	herstelwerk	رسائی	N;SG	N;NOM;MASC;SG;3
herstelwerk	مرجع	herstelwerk	مرجع	N;SG	N;NOM;MASC;SG;3
herstelwerk	مقبولیت	herstelwerk	مقبولیت	N;SG	N;NOM;MASC;SG;3
ineenstorting	موقوف	ineenstorting	موقوف	N;SG	N;NOM;MASC;SG;3
ineenstorting	تعطل	ineenstorting	تعطل	N;SG	N;NOM;MASC;SG;3
ineenstorting	شکستگی	ineenstorting	شکستگی	N;SG	N;NOM;MASC;SG;3
voorneme	نیت	voorneme	نیت	N;SG	N;NOM;FEM;SG;3
voorneme	غایت	voorneme	غایت	N;SG	N;NOM;MASC;SG;3
voorneme	ارادہ	voorneme	ارادہ	N;SG	N;NOM;MASC;SG;3
voorneme	نیت	voorneme	نیت	N;SG	N;NOM;FEM;SG;3
voorneme	غرض	voorneme	غرض	N;SG	N;NOM;MASC;SG;3
voorneme	غایت	voorneme	غایت	N;SG	N;NOM;MASC;SG;3
voorneme	ارادہ	voorneme	ارادہ	N;SG	N;NOM;MASC;SG;3
kontras	موازنہ	kontras	موازنہ	N;SG	N;NOM;MASC;SG;3
diverse	متنوع	divers	متنوع	ADJ;NOM	ADJ
diverse	مختلف	divers	مختلف	ADJ;NOM	ADJ
diverse	متعدد.	divers	متعدد.	ADJ;NOM	ADJ
diverse	متنوع	divers	متنوع	ADJ;NOM	ADJ
diverse	مختلف	divers	مختلف	ADJ;NOM	ADJ
diverse	متنوع	divers	متنوع	ADJ;NOM	ADJ
diverse	متفرق	divers	متفرق	ADJ;NOM	ADJ
justisie	انصاف	justisie	انصاف	N;SG	N;NOM;MASC;SG;3
opvoering	قصہ	opvoering	قصہ	N;SG	N;NOM;MASC;SG;3
opvoering	قضیہ	opvoering	قضیہ	N;SG	N;NOM;MASC;SG;3
kliek	کھٹکا	kliek	کھٹکا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
fondament	سطح	fondament	سطح	N;SG	N;NOM;MASC;SG;3
verduideliking	توضیح	verduideliking	توضیح	N;SG	N;NOM;MASC;SG;3
verduideliking	وضاحت	verduideliking	وضاحت	N;SG	N;NOM;MASC;SG;3
verduideliking	توضیح	verduideliking	توضیح	N;SG	N;NOM;MASC;SG;3
rom	بنجارہ.	rom	بنجارہ.		
koshuis	مواخات	koshuis	مواخ	N;SG	N;NOM;MASC;SG;3
koshuis	اخوت	koshuis	اخوت	N;SG	N;NOM;MASC;SG;3
minuut	پل	minuut	پل	N;SG	N;NOM;MASC;SG;3
minuut	حقیر	minuut	حقیر	N;SG	N;NOM;MASC;SG;3
regop	(	regop	(		
regop	اونچا.	regop	اونچا.		
môre	فردا	môre	فردا		
voorraad	سامان	voorraad	سامان	N;SG	N;NOM;MASC;SG;3
skatting	حجم	skatting	حجم	N;SG	N;NOM;MASC;SG;3
skatting	حجم	skatting	حجم	N;SG	N;NOM;MASC;SG;3
skatting	اندازہ	skatting	اندازہ	N;SG	N;NOM;MASC;SG;3
skatting	تخمینہ	skatting	تخمینہ	N;SG	N;NOM;MASC;SG;3
skatting	جانچ	skatting	جانچ	N;SG	N;NOM;MASC;SG;3
horing	شاخ	horing	شاخ	N;SG	N;NOM;MASC;SG;3
vurige	متمنی	vurige	متمنی	ADJ;NOM	ADJ
aanvraag	مانگنا	aanvraag	مانگ	V;PRS	V;MASC;SG;NFIN;ACT
informele	معمولی	informeel	معمولی	ADJ;NOM	ADJ
informele	عارضی	informeel	عارضی	ADJ;NOM	ADJ
informele	معمولی	informeel	معمولی	ADJ;NOM	ADJ
informele	اتفاقی	informeel	اتفاقی	ADJ;NOM	ADJ
skyn	چمکنا	skyn	چمک	V;PRS	V;MASC;SG;NFIN;ACT
eden	عیش	eden	عیش		
variasie	معیار	variasie	معیار	N;SG	N;NOM;MASC;SG;3
variasie	قیمت	variasie	قیمت	N;SG	N;NOM;FEM;SG;3
dankbaarheid	امتنان	dankbaarheid	امتنان	N;SG	N;NOM;MASC;SG;3
markplein	نرخ	markplein	نرخ	N;SG	N;NOM;MASC;SG;3
markplein	ہاٹ	markplein	ہاٹ	N;SG	N;NOM;MASC;SG;3
markplein	نرخ	markplein	نرخ	N;SG	N;NOM;MASC;SG;3
gedeeltelike	متعصب	gedeeltelik	متعصب	ADJ;NOM	ADJ
gedeeltelike	نامکمل	gedeeltelik	نامکمل	ADJ;NOM	ADJ
gedeeltelike	جانبدار	gedeeltelik	جانبدار	ADJ;NOM	ADJ
vitamien	وٹامن	vitamien	وٹامن	N;SG	N;NOM;MASC;SG;3
vitamien	وٹامن	vitamien	وٹامن	N;SG	N;NOM;MASC;SG;3
skelet	خاکہ	skelet	خاکہ	N;SG	N;NOM;MASC;SG;3
baard	ریش	baard	ریش		
baard	بانجر	baard	بانجر		
baard	ریش	baard	ریش		
baard	بانجر	baard	بانجر		
vreugde	شادمانی	vreugde	شادمانی	ADJ;NOM	ADJ
stort	قذیفے	stort	قذیفہ	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
rapporteer	بتانا	rapporteer	بتا	V;PRS	V;MASC;SG;NFIN;ACT
skadu	ڈھانپنا	skadu	ڈھانپنا	V;PRS	V;MASC;SG;NFIN;ACT
skadu	ڈھانپنا	skadu	ڈھانپنا	V;PRS	V;MASC;SG;NFIN;ACT
konstitusionele	آئینی	konstitusioneel	آئینی	ADJ;NOM	ADJ
tou	سوت	tou	سوت	N;SG	N;NOM;FEM;SG;3
tou	سوت	tou	سوت	N;SG	N;NOM;FEM;SG;3
ontken	ماننے	ontken	مان	V;PRS	V;ACC;NFIN
besproeiing	آبیاری	besproeiing	آبیاری	N;SG	N;NOM;MASC;SG;3
selfde	that	selfde	that		
abstrakte	خلاصہ	abstrak	خلاصہ	N;SG	N;NOM;MASC;SG;3
abstrakte	دھیان	abstrak	دھیان	N;SG	N;NOM;MASC;SG;3
abstrakte	خلاصہ	abstrak	خلاصہ	N;SG	N;NOM;MASC;SG;3
abstrakte	دھیان	abstrak	دھیان	N;SG	N;NOM;MASC;SG;3
oord	مدد	oord	مدد	N;SG	N;NOM;MASC;SG;3
ram	ٹھونکنے	ram	ٹھونک	V;PRS	V;ACC;NFIN
ram	ٹھونکنے	ram	ٹھونک	V;PRS	V;ACC;NFIN
reuk	بدبو	reuk	بدبو	N;SG	N;NOM;MASC;SG;3
reuk	خوشبو	reuk	خوشبو	N;SG	N;NOM;FEM;SG;3
reuk	بدبو	reuk	بدبو	N;SG	N;NOM;MASC;SG;3
reuk	خوشبو	reuk	خوشبو	N;SG	N;NOM;FEM;SG;3
wiel	سائیکل	wiel	سائیکل	N;SG	N;NOM;MASC;SG;3
wiel	سائیکل	wiel	سائیکل	N;SG	N;NOM;MASC;SG;3
sag	تیز.	sag	تیز.		
sag	(	sag	(		
sag	(	sag	(		
sag	(	sag	(		
sag	(	sag	(		
sag	تیز.	sag	تیز.		
sag	(	sag	(		
sag	(	sag	(		
sag	(	sag	(		
sag	(	sag	(		
wysheid	دانش	wysheid	دانش	N;SG	N;NOM;MASC;SG;3
dubbel	توام	dubbel	توام		
vaal	(	vaal	(		
vaal	وگرنہ	vaal	وگرنہ		
opbrengs	حاصل	opbreng	حاصل	N;SG	N;NOM;MASC;SG;3
opbrengs	پیداوار	opbreng	پیداوار	N;SG	N;NOM;MASC;SG;3
slagting	مقاتلہ	slagting	مقاتلہ	N;SG	N;NOM;MASC;SG;3
slagting	قتل	slagting	قتل	N;SG	N;NOM;MASC;SG;3
slagting	مقاتلہ	slagting	مقاتلہ	N;SG	N;NOM;MASC;SG;3
mid	اوسط	mid	اوسط	N;SG	N;NOM;MASC;SG;3
vennootskap	شراکت	vennootskap	شراکت	N;SG	N;NOM;MASC;SG;3
vennootskap	شراکت	vennootskap	شراکت	N;SG	N;NOM;MASC;SG;3
instandhouding	استقرار.	instandhouding	استقرار.	N;SG	N;NOM;MASC;SG;3
instandhouding	پرورش	instandhouding	پرورش	N;SG	N;NOM;FEM;SG;3
woonplek	مکان	woonplek	مکان	N;SG	N;NOM;MASC;SG;3
woonplek	قیام	woonplek	قیام	N;SG	N;NOM;MASC;SG;3
markus	داغ	markus	داغ	N;SG	N;NOM;MASC;SG;3
markus	جذبہ	markus	جذبہ	N;SG	N;NOM;MASC;SG;3
markus	ماڈل	markus	ماڈل	N;SG	N;NOM;MASC;SG;3
markus	نشان	markus	نشان	N;SG	N;NOM;MASC;SG;3
markus	مقصد	markus	مقصد	N;SG	N;NOM;MASC;SG;3
markus	کردار	markus	کردار	N;SG	N;NOM;MASC;SG;3
snit	آدمی	snit	آدمی	N;SG	N;NOM;MASC;SG;3
snit	ٹینک	snit	ٹینک	N;SG	N;NOM;MASC;SG;3
elektron	برقیہ	elektron	برقیہ	N;SG	N;NOM;MASC;SG;3
bedeling	مقدر	bedeling	مقدر	N;SG	N;NOM;MASC;SG;3
swangerskap	حیثیت	swangerskap	حیثیت	N;SG	N;NOM;MASC;SG;3
swangerskap	رشتہ	swangerskap	رشتہ	N;SG	N;NOM;MASC;SG;3
breuk	نقص	breuk	نقص	N;SG	N;NOM;MASC;SG;3
breuk	نقص	breuk	نقص	N;SG	N;NOM;MASC;SG;3
trop	in	trop	in		
trop	out	trop	out		
huur	کھونچا.	huur	کھونچا.	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
breedtegraad	رواداری	breedtegraad	رواداری	N;SG	N;NOM;MASC;SG;3
guy	کسنا.	guy	کسنا.		
enkel	سچّا	enkel	سچّا		
enkel	تنہا	enkel	تنہا		
enkel	سچّا	enkel	سچّا		
onderliggende	ذلیل	onderliggend	ذلیل	ADJ;NOM	ADJ
onderaan	تحت.	onderaan	تحت.		
maagd	کورا/کوری	maagd	کورا/کوری	N;SG	N;NOM;MASC;SG;3
maagd	راہبہ	maagd	راہبہ	N;SG	N;NOM;MASC;SG;3
maagd	کورا/کوری	maagd	کورا/کوری	N;SG	N;NOM;MASC;SG;3
maagd	راہبہ	maagd	راہبہ	N;SG	N;NOM;MASC;SG;3
metgesel	ساتھی	metgesel	ساتھی	N;SG	N;NOM;MASC;SG;3
metgesel	ساتھی	metgesel	ساتھی	N;SG	N;NOM;MASC;SG;3
verbranding	احتراق	verbranding	احتراق	N;SG	N;NOM;MASC;SG;3
maklike	آسودہ	maklik	آسودہ	ADJ;NOM	ADJ
maklike	سہل	maklik	سہل	ADJ;NOM	ADJ
maklike	آسان	maklik	آسان	ADJ;NOM	ADJ
maklike	آسودہ	maklik	آسودہ	ADJ;NOM	ADJ
fonetiese	صوتی	foneties	صوتی	ADJ;NOM	ADJ
aanbeveling	سفارش	aanbeveling	سفارش	N;SG	N;NOM;MASC;SG;3
lane	پتلا	lane	پتلا	N;SG	N;NOM;MASC;SG;3
lane	پتلا	lane	پتلا	N;SG	N;NOM;MASC;SG;3
skok	شورش	skok	شورش	N;SG	N;NOM;MASC;SG;3
skok	تصادم	skok	تصادم	N;SG	N;NOM;MASC;SG;3
skok	دھماکا	skok	دھماکا	N;SG	N;NOM;MASC;SG;3
prosedure	کام	prosedure	کام	N;SG	N;NOM;MASC;SG;3
prosedure	عمل	prosedure	عمل	N;SG	N;NOM;MASC;SG;3
prosedure	فعل	prosedure	فعل	N;SG	N;NOM;MASC;SG;3
pyp	دھات	pyp	دھات	N;SG	N;NOM;MASC;SG;3
sukkel	زحمت.	sukkel	زحمت.	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
sukkel	زحمت.	sukkel	زحمت.	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
koppie	پیالی	koppie	پیالی	N;SG	N;NOM;FEM;SG;3
katoen	روئی	katoen	روئی	N;SG	N;NOM;FEM;SG;3
katoen	روئی	katoen	روئی	N;SG	N;NOM;FEM;SG;3
byl	تبر	byl	تبر		
voed	کھانا	voed	کھا	V;PRS	V;MASC;SG;NFIN;ACT
voed	کھلانا.	voed	کھلاناؤ	V;PRS	V;MASC;SG;V.PTCP;ACT
voed	چراگاہ	voed	چراگاہ	V;PRS	V;MASC;SG;3;ACT
bedoeling	نیت	bedoeling	نیت	N;SG	N;NOM;FEM;SG;3
bedoeling	غایت	bedoeling	غایت	N;SG	N;NOM;MASC;SG;3
bedoeling	ارادہ	bedoeling	ارادہ	N;SG	N;NOM;MASC;SG;3
bedoeling	نیت	bedoeling	نیت	N;SG	N;NOM;FEM;SG;3
bedoeling	غرض	bedoeling	غرض	N;SG	N;NOM;MASC;SG;3
bedoeling	غایت	bedoeling	غایت	N;SG	N;NOM;MASC;SG;3
bedoeling	ارادہ	bedoeling	ارادہ	N;SG	N;NOM;MASC;SG;3
assosiasie	تنظیم.	assosiasie	تنظیم.	N;SG	N;NOM;MASC;SG;3
assosiasie	جمعیت	assosiasie	جمعیت	N;SG	N;NOM;MASC;SG;3
assosiasie	تنظیم.	assosiasie	تنظیم.	N;SG	N;NOM;MASC;SG;3
assosiasie	جمعیت	assosiasie	جمعیت	N;SG	N;NOM;MASC;SG;3
assosiasie	رفاقت	assosiasie	رفاقت	N;SG	N;NOM;FEM;SG;3
basies	مبادیات	basie	مبادی	N;PL	N;NOM;MASC;PL;3
basies	مبادیات	basie	مبادی	N;PL	N;NOM;MASC;PL;3
restourasie	بحالی	restourasie	بحالی	N;SG	N;NOM;MASC;SG;3
voorreg	مفاد	voorreg	مفاد	N;SG	N;NOM;MASC;SG;3
voorreg	استثنا	voorreg	استثنا	N;SG	N;NOM;MASC;SG;3
bewussyn	ہوش	bewussyn	ہوش	N;SG	N;NOM;MASC;SG;3
bewussyn	آگاہی	bewussyn	آگاہی	N;SG	N;NOM;MASC;SG;3
israeliese	اسرائیلی.	israelies	اسرائیلی.	ADJ;NOM	ADJ;NOM
duiwel	شخص	duiwel	شخص	N;SG	N;NOM;MASC;SG;3
duiwel	شر	duiwel	شر	N;SG	N;NOM;MASC;SG;3
vloed	(	vloed	(		
vloed	مد	vloed	مد		
maandelikse	سالانہ	maandeliks	سالانہ	ADJ;NOM	ADJ
vloeiende	دائرہ	vloei	دائرہ	N;SG	N;NOM;MASC;SG;3
vloeiende	دائرہ	vloei	دائرہ	N;SG	N;NOM;MASC;SG;3
handelaar	تاجر	handelaar	تاجر	N;SG	N;NOM;MASC;SG;3
wrywing	تصادم	wrywing	تصادم	N;SG	N;NOM;MASC;SG;3
