par	대략	par	대략		
ienākumi	수입	ienākums	수입	N;NOM;MASC;PL	N
visur	어디서나	visur	어디서나	ADV	ADV
ostā	항구	osta	항구	N;ESS;FEM;SG	N
policija	경찰	policija	경찰	N;NOM;FEM;SG	N
policija	경찰관	policija	경찰관	N;NOM;FEM;SG	N
bērnus	어린이들	bērns	어린이+들	N;ACC;MASC;PL	N
bērnus	자녀	bērns	자녀	N;ACC;MASC;PL	N
bērnus	어린이	bērns	어린이	N;ACC;MASC;PL	N
bērnus	아이들	bērns	아이+들	N;ACC;MASC;PL	N
palaist	시작하기	palaist	시작+하+기	V;POS;NFIN	V
zibens	라이트닝	zibens	라이트닝	N;NOM;MASC;SG	N
zibens	번개	zibens	번개	N;NOM;MASC;SG	N
ārkārtīgi	극도로	ārkārtīgi	극도+로	ADV	ADV
uzņemšanas	입학	uzņemšana	입학	N;NOM;FEM;SG	N
izvēle	선택	izvēle	선택	N;NOM;FEM;SG	N
izvēle	선택	izvēle	선택	N;NOM;FEM;SG	N
spalvu	깃털	spalva	깃털	N;ACC;FEM;SG	N
būve	공사	būve	공사	N;NOM;FEM;SG	N
būve	건설	būve	건설	N;NOM;FEM;SG	N
būve	건축	būve	건축	N;NOM;FEM;SG	N
gadījums	케이스	gadījums	케이스	N;NOM;MASC;SG	N
gadījums	사례	gadījums	사례	N;NOM;MASC;SG	N
bloka	차단	bloks	차단	N;NOM;MASC;SG	N
skaņa	소리	skaņa	소리	N;NOM;FEM;SG	N
mirst	죽는다	mirst	죽+는다	V;FH;IND;3;POS;PRS;FIN;ACT	V
domā	생각하기	domāt	생각+하+기	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V
pēkšņi	갑자기	pēkšņi	갑자기	ADV	ADV
dzēst	지우기	dzēst	지우+기	V;POS;NFIN	V
dzēst	삭제하기	dzēst	삭제+하+기	V;POS;NFIN	V
mehānisms	메커니즘	mehānisms	메커니즘	N;NOM;MASC;SG	N
flote	함대	flote	함대	N;NOM;FEM;SG	N
slimībām	질병	slimība	질병	N;DAT;FEM;PL	N
pludmales	해변	pludmale	해변	N;NOM;FEM;PL	N
pludmales	해변	pludmale	해변	N;NOM;FEM;PL	N
sapulce	모임	sapulce	모임	N;NOM;FEM;SG	N
sapulce	만남	sapulce	만남	N;NOM;FEM;SG	N
sapulce	미팅	sapulce	미팅	N;NOM;FEM;SG	N
parādības	현상	parādība	현상	N;NOM;FEM;PL	N
palaišanas	시작	palaišana	시작	N;NOM;FEM;SG	N
draudzības	우정	draudzība	우정	N;NOM;FEM;PL	N
skaitļi	수치	skaitļi	수치	N;NOM;MASC;PL	N
skaitļi	숫자	skaitļi	숫자	N;NOM;MASC;PL	N
ieleju	협곡	ieleja	협곡	N;ACC;FEM;SG	N
filozofija	철학	filozofija	철학	N;NOM;FEM;SG	N
leģenda	전설	leģenda	전설	N;NOM;FEM;SG	N
starojuma	방사능	starojums	방사능	N;GEN;MASC;SG	N
starojuma	방사선	starojums	방사선	N;GEN;MASC;SG	N
starojuma	방사성	starojums	방사성	N;GEN;MASC;SG	N
ieviest	소개합니다	ieviest	소개+하+ㅂ니다	V;POS;NFIN	V
fizioloģija	생리학	fizioloģija	생리학	N;NOM;FEM;SG	N
teica	말했다	teikt	말하+었+다	V;FH;IND;3;POS;PST;FIN;ACT	V
laboratorijas	연구소	laboratorija	연구소	N;NOM;FEM;PL	N
laboratorijas	실험실	laboratorija	실험실	N;NOM;FEM;PL	N
sacelšanos	반란	sacelšanās	반란	N;ACC;FEM;SG	N
orķestra	교향악단	orķestris	교향+생단	N;GEN;MASC;SG	N
jauda	용량	jauda	용량	N;NOM;FEM;SG	N
jauda	전력	jauda	전력	N;NOM;FEM;SG	N
jauda	권력	jauda	권력	N;NOM;FEM;SG	N
kodola	커널	kodols	커널	N;GEN;MASC;SG	N
kategorijās	카테고리	kategorija	카테고리	N;ESS;FEM;PL	N
kategorijās	카테고리가	kategorija	카테고리+가	N;ESS;FEM;PL	N
kategorijās	범주	kategorija	범주	N;ESS;FEM;PL	N
kategorijās	분류	kategorija	분류	N;ESS;FEM;PL	N
uzdevumi	작업	uzdevums	작업	N;NOM;MASC;PL	N
uzdevumi	태스크	uzdevums	태스크	N;NOM;MASC;PL	N
dalība	멤버십	dalība	멤버십	N;NOM;FEM;SG	N
dalība	출석	dalība	출석	N;NOM;FEM;SG	N
dalība	참석	dalība	참석	N;NOM;FEM;SG	N
dalība	참가	dalība	참가	N;NOM;FEM;SG	N
dalība	참여	dalība	참여	N;NOM;FEM;SG	N
pašnāvību	자살	pašnāvība	자살	N;ACC;FEM;SG	N
izpēte	공부	izpēte	공부	N;NOM;FEM;SG	N
izpēte	연구	izpēte	연구	N;NOM;FEM;SG	N
izpēte	조사	izpēte	조사	N;NOM;FEM;SG	N
izpēte	연구	izpēte	연구	N;NOM;FEM;SG	N
izpēte	탐험	izpēte	탐험	N;NOM;FEM;SG	N
izpēte	탐사	izpēte	탐사	N;NOM;FEM;SG	N
izcelsmi	출처	izcelsme	출처	N;ACC;FEM;SG	N
automobiļu	자동차	automobilis	자동차	N;GEN;MASC;PL	N
zema	낮은	zema	낮+ㄴ	ADJ;NOM;FEM;SG	ADJ
zema	낮음	zema	낮+ㅁ	ADJ;NOM;FEM;SG	ADJ
demokrātu	민주당	demokrāts	민주당	N;ACC;MASC;SG	N
hronika	연대기	hronika	연대기	N;NOM;FEM;SG	N
bailes	공포	bailes	공포	N;NOM;FEM	N
bailes	공포증	bailes	공포증	N;NOM;FEM	N
kalendārā	달력	kalendārs	달력	N;ESS;MASC;SG	N
kuņģa	위장	kuņģis	위장	N;GEN;MASC;SG	N
palikt	머무르지	palikt	머무르+지	V;POS;NFIN	V
palikt	머물러	palikt	머무르+어	V;POS;NFIN	V
palikt	머무르고	palikt	머무르+고	V;POS;NFIN	V
agri	일찍	agri	일찍	ADV	ADV
sarakstiem	목록	saraksts	목록	N;DAT;MASC;PL	N
aukstā	춥다	auksts	춥+다	ADJ;NOM;FEM;SG	ADJ
aukstā	차가운	auksts	차갑+ㄴ	ADJ;NOM;FEM;SG	ADJ
tehnoloģija	기술	tehnoloģija	기술	N;NOM;FEM;SG	N
grūtības	곤란	grūtības	곤란	N;NOM;FEM	N
cena	가격	cena	가격	N;NOM;FEM;SG	N
briti	영국인	brist	영국인	N;NOM;MASC;PL	N
vieglatlētikas	육상	vieglatlētika	육상	N;NOM;FEM;PL	N
teoloģijas	신학	teoloģija	신학	N;NOM;FEM;PL	N
labdarības	자선	labdarība	자선	N;NOM;FEM;PL	N
labdarības	자선단체	labdarība	자선+단체	N;NOM;FEM;PL	N
labdarības	자선	labdarība	자선	N;NOM;FEM;PL	N
uzstādīta	설치됨	uzstādīt	설치+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pāru	커플	pāris	커플	N;ACC;MASC;SG	N
pāru	부부	pāris	부부	N;ACC;MASC;SG	N
cīnīties	싸우기	cīnīties	싸우+기	V;POS;REFL;NFIN	V
risinājums	해결책	risinājums	해결책	N;NOM;MASC;SG	N
risinājums	솔루션	risinājums	솔루션	N;NOM;MASC;SG	N
rumāņu	루마니아인	rumānis	루마니아인	N;GEN;MASC;PL	N
rumāņu	루마니아인	rumānis	루마니아인	N;GEN;MASC;PL	N
aizmugurē	후방	aizmugure	후방	N;ESS;FEM;SG	N
telefons	전화	telefons	전화	N;NOM;MASC;SG	N
telefons	전화기	telefons	전화기	N;NOM;MASC;SG	N
telefons	전화번호	telefons	전화번호	N;NOM;MASC;SG	N
telefons	휴대폰	telefons	휴대폰	N;NOM;MASC;SG	N
telefons	전화	telefons	전화	N;NOM;MASC;SG	N
telefons	전화기	telefons	전화기	N;NOM;MASC;SG	N
lielgabalu	대포	lielgabals	대포	N;ACC;MASC;SG	N
krīze	위기	krīze	위기	N;NOM;FEM;SG	N
aizliegta	차단됨	aizliegt	차단+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
mašīna	머신	mašīna	머신	N;NOM;FEM;SG	N
mašīna	기계	mašīna	기계	N;NOM;FEM;SG	N
mašīna	자동차	mašīna	자동차	N;NOM;FEM;SG	N
mašīna	차량	mašīna	차량	N;NOM;FEM;SG	N
mašīna	트럭	mašīna	트럭	N;NOM;FEM;SG	N
faktoru	인자	faktors	인자	N;ACC;MASC;PL	N
faktoru	요인	faktors	요인	N;ACC;MASC;PL	N
sasniegumiem	성취	sasniegums	성취	N;DAT;MASC;PL	N
sasniegumiem	달성	sasniegums	달성	N;DAT;MASC;PL	N
sasniegumiem	업적	sasniegums	업적	N;DAT;MASC;PL	N
sasniegumiem	기록	sasniegums	기록	N;DAT;MASC;PL	N
sekretāru	비서	sekretārs	비서	N;ACC;MASC;SG	N
pele	생쥐	pele	생쥐	N;NOM;FEM;SG	N
baleta	발레단	balets	발레단	N;GEN;MASC;SG	N
cenas	가격	cena	가격	N;NOM;FEM;PL	N
cenas	가격	cena	가격	N;NOM;FEM;PL	N
apmaiņas	교환	apmaiņa	교환	N;NOM;FEM;PL	N
fotogrāfs	사진관	fotogrāfs	사진관	N;NOM;MASC;SG	N
fotogrāfs	포토그래퍼	fotogrāfs	포토그래퍼	N;NOM;MASC;SG	N
fotogrāfs	사진작가	fotogrāfs	사진작가	N;NOM;MASC;SG	N
variantu	변종	variants	변종	N;ACC;MASC;SG	N
plānošanas	플래닝	plānošana	플래닝	N;NOM;FEM;PL	N
plānošanas	계획	plānošana	계획	N;NOM;FEM;PL	N
plānošanas	기획	plānošana	기획	N;NOM;FEM;PL	N
korporācija	주식회사	korporācija	주식회사	N;NOM;FEM;SG	N
raidījumu	방송	raidījums	방송	N;ACC;MASC;SG	N
explorer	탐색기	explorer	탐색기	N;NOM;FEM;SG	N
explorer	탐험	explorer	탐험	N;NOM;FEM;SG	N
explorer	탐험	explorer	탐험	N;NOM;FEM;SG	N
explorer	탐험가	explorer	탐험가	N;NOM;FEM;SG	N
pilnvaras	권력	pilnvara	권력	N;NOM;FEM;PL	N
pilnvaras	위임통치령	pilnvara	위임통치령	N;NOM;FEM;PL	N
pieeja	접속	pieeja	접속	N;NOM;FEM;SG	N
pieeja	접근	pieeja	접근	N;NOM;FEM;SG	N
pieeja	액세스	pieeja	액세스	N;NOM;FEM;SG	N
pieeja	접근법	pieeja	접근법	N;NOM;FEM;SG	N
pieeja	접근	pieeja	접근	N;NOM;FEM;SG	N
vaļu	고래	vaļu	고래	N;ACC;FEM;SG	N
pētnieki	연구자	pētnieks	연구자	N;NOM;MASC;PL	N
pētnieki	연구원	pētnieks	연구원	N;NOM;MASC;PL	N
pētnieki	수사관	pētnieks	수사관	N;NOM;MASC;PL	N
asistents	조교	asistents	조교	N;NOM;MASC;SG	N
asistents	보조	asistents	보조	N;NOM;MASC;SG	N
uzskati	신념	uzskats	신념	N;NOM;MASC;PL	N
uzskati	종교	uzskats	종교	N;NOM;MASC;PL	N
sakāvi	패배	sakāve	패배	N;ACC;FEM;SG	N
principi	원칙	princips	원칙	N;NOM;MASC;PL	N
principi	원리	princips	원리	N;NOM;MASC;PL	N
pretošanās	저항운동	pretošanās	저항+운동	N;NOM;FEM;SG	N
pretošanās	저항성	pretošanās	저항성	N;NOM;FEM;SG	N
pretošanās	저항	pretošanās	저항	N;NOM;FEM;SG	N
tulkotājs	번역기	tulkotājs	번역기	N;NOM;MASC;SG	N
sēnes	곰팡이	sēne	곰팡이	N;NOM;FEM;PL	N
lapsa	여우	lapsa	여우	N;NOM;FEM;SG	N
draugi	친구	draugs	친구	N;NOM;MASC;PL	N
draugi	친구들이	draugs	친구+들+이	N;NOM;MASC;PL	N
draugi	친구들	draugs	친구+들	N;NOM;MASC;PL	N
smagais	무거운	smags	무겁+ㄴ	ADJ;NOM;MASC;SG	ADJ
straume	스트림	straume	스트림	N;NOM;FEM;SG	N
zils	푸른	zils	푸르+ㄴ	ADJ;NOM;MASC;SG	ADJ
portrets	초상화	portrets	초상화	N;NOM;MASC;SG	N
portrets	인물	portrets	인물	N;NOM;MASC;SG	N
xbox	엑스박스	xbox	엑스박스	N	N
resursi	자원	resursi	자원	N;NOM;MASC	N
resursi	리소스	resursi	리소스	N;NOM;MASC	N
resursi	자원	resursi	자원	N;NOM;MASC	N
resursi	리소스	resursi	리소스	N;NOM;MASC	N
modele	모델	modele	모델	N;NOM;FEM;SG	N
modele	모형	modele	모형	N;NOM;FEM;SG	N
kosmonautu	우주비행사	kosmonauts	우주+비행사	N;ACC;MASC;SG	N
datoriem	컴퓨터	dators	컴퓨터	N;DAT;MASC;PL	N
ugunsgrēks	화재	ugunsgrēks	화재	N;NOM;MASC;SG	N
ugunsgrēks	불화	ugunsgrēks	불화	N;NOM;MASC;SG	N
himna	시편	himna	시편	N;NOM;FEM;SG	N
apskatīt	보기	apskatīt	보+기	V;POS;NFIN	V
attiecība	비율	attiecība	비율	N;NOM;FEM;SG	N
parādība	현상	parādība	현상	N;NOM;FEM;SG	N
zemestrīces	지진	zemestrīce	지진	N;NOM;FEM;SG	N
zemestrīces	지진	zemestrīce	지진	N;NOM;FEM;SG	N
vardes	개구리	varde	개구리	N;NOM;FEM;PL	N
vardes	개구리	varde	개구리	N;NOM;FEM;PL	N
rokām	무기	roka	무기	N;DAT;FEM;PL	N
lēnām	천천히	lēnām	천천히	ADV	ADV
izklaides	오락	izklaide	오락	N;NOM;FEM;PL	N
izveidošanas	생성	izveidošana	생성	N;NOM;FEM;SG	N
izveidošanas	창조	izveidošana	창조	N;NOM;FEM;SG	N
īpašums	자산	īpašums	자산	N;NOM;MASC;SG	N
īpašums	재산권	īpašums	재산권	N;NOM;MASC;SG	N
īpašums	속성	īpašums	속성	N;NOM;MASC;SG	N
īpašums	재산	īpašums	재산	N;NOM;MASC;SG	N
māksliniekiem	음악가	mākslinieks	음악가	N;DAT;MASC;PL	N
māksliniekiem	예술가	mākslinieks	예술가	N;DAT;MASC;PL	N
māksliniekiem	아티스트	mākslinieks	아티스트	N;DAT;MASC;PL	N
māksliniekiem	아티스트가	mākslinieks	아티스트+가	N;DAT;MASC;PL	N
publicēta	출판됨	publicēt	출판+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
kapteini	대위	kapteini	대위	N;ACC;MASC;SG	N
kapteini	선장	kapteini	선장	N;ACC;MASC;SG	N
futbols	축구	futbols	축구	N;NOM;MASC;SG	N
futbols	미식축구	futbols	미식+축구	N;NOM;MASC;SG	N
futbols	풋볼	futbols	풋볼	N;NOM;MASC;SG	N
apmeklē	참석합니다	apmeklēt	참석+하+ㅂ니다	V;FH;IND;3;POS;PRS;FIN;ACT	V
auglis	태아	auglis	태+아	N;NOM;MASC;SG	N
pamiera	휴전	pamieris	휴전	N;NOM;MASC;SG	N
uzstādīti	설치됨	uzstādīt	설치+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
uzlabotu	개선하기	uzlabot	개선+하+기	V;COND;POS;FIN;ACT	V
pietura	중지	pieturt	중지	N;NOM;FEM;SG	N
pietura	중단	pieturt	중단	N;NOM;FEM;SG	N
pietura	정지	pieturt	정지	N;NOM;FEM;SG	N
kārtība	순서	kārtība	순서	N;NOM;FEM;SG	N
kārtība	주문	kārtība	주문	N;NOM;FEM;SG	N
sarkans	붉은	sarkans	붉+ㄴ	ADJ;NOM;MASC;SG	ADJ
mākoņi	구름	mākonis	구름	N;NOM;MASC;PL	N
mākoņi	구름	mākonis	구름	N;NOM;MASC;PL	N
izrādes	공연	izrāde	공연	N;NOM;FEM;PL	N
autortiesības	저작권자	autortiesība	저작권자	N;NOM;FEM;PL	N
autortiesības	저작권	autortiesība	저작권	N;NOM;FEM;PL	N
stipra	강한	stiprs	강하+ㄴ	ADJ;NOM;FEM;SG	ADJ
īpašība	자산	īpašība	자산	N;NOM;FEM;SG	N
īpašība	재산권	īpašība	재산권	N;NOM;FEM;SG	N
īpašība	속성	īpašība	속성	N;NOM;FEM;SG	N
īpašība	재산	īpašība	재산	N;NOM;FEM;SG	N
īpašība	기능	īpašība	기능	N;NOM;FEM;SG	N
krievs	러시아인	krievs	러시아인	N;NOM;MASC;SG	N
ebrejiem	유대인	ebrejs	유대+이+ㄴ	N;DAT;MASC;PL	N
terora	테러리즘	terors	테러리즘	N;NOM;MASC;SG	N
terora	공포	terors	공포	N;NOM;MASC;SG	N
terora	테러	terors	테러	N;NOM;MASC;SG	N
molekulu	분자	molekula	분자	N;ACC;MASC;SG	N
lekcijas	강연	lekcija	강연	N;NOM;FEM;PL	N
lekcijas	강연	lekcija	강연	N;NOM;FEM;PL	N
cerības	희망	cerība	희망	N;NOM;FEM;PL	N
cerības	희망	cerība	희망	N;NOM;FEM;PL	N
saprast	이해하기	saprast	이해+하+기	V;POS;NFIN	V
saprast	알아듣기	saprast	알+아+있+기	V;POS;NFIN	V
platīna	백금	platīns	백금	N;NOM;FEM;SG	N
jautājumi	쟁점	jautājums	쟁점	N;NOM;MASC;PL	N
jautājumi	문제	jautājums	문제	N;NOM;MASC;PL	N
jautājumi	질문	jautājums	질문	N;NOM;MASC;PL	N
gāze	가스	gāze	가스	N;NOM;FEM;SG	N
izejas	출구	izeja	출구	N;NOM;FEM;PL	N
astronomijas	천문	astronomija	천문	N;NOM;FEM;PL	N
astronomijas	천문학	astronomija	천문학	N;NOM;FEM;PL	N
gadsimtiem	세기	gadsimts	세기	N;DAT;MASC;PL	N
radīts	만들었습니다	radīt	만들+었+습니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
distance	거리	distance	거리	N;NOM;FEM;SG	N
speciālisti	기술자	speciālists	기술자	N;NOM;MASC;PL	N
arhibīskapu	주교	arhibīskaps	주교	N;ACC;MASC;SG	N
arhibīskapu	대주교	arhibīskaps	대주교	N;ACC;MASC;SG	N
krūtīm	가슴	krūts	가슴	N;DAT;FEM;PL	N
nauda	돈이	nauda	돈+이	N;NOM;FEM;SG	N
nauda	캐시	nauda	캐시	N;NOM;FEM;SG	N
nauda	현금	nauda	현금	N;NOM;FEM;SG	N
musulmaņi	무슬림	musulmanis	무슬림	N;NOM;MASC;PL	N
musulmaņi	이슬람교	musulmanis	이슬람교	N;NOM;MASC;PL	N
musulmaņi	무슬림	musulmanis	무슬림	N;NOM;MASC;PL	N
vēders	위장	vēders	위장	N;NOM;MASC;SG	N
vēders	복부	vēders	복부	N;NOM;MASC;SG	N
administrācija	행정학	administrācija	행정학	N;NOM;FEM;SG	N
vilciena	열차	vilciens	열차	N;GEN;MASC;SG	N
partneri	파트너는	partneris	파트너+는	N;NOM;MASC;PL	N
medības	사냥	medības	사냥	N;NOM;FEM	N
medības	사냥	medības	사냥	N;NOM;FEM	N
mīlestība	사랑	mīlestība	사랑	N;NOM;FEM;SG	N
izvietojums	배치	izvietojums	배치	N;NOM;MASC;SG	N
izvietojums	편곡	izvietojums	편곡	N;NOM;MASC;SG	N
izvietojums	배치	izvietojums	배치	N;NOM;MASC;SG	N
zila	푸른	zils	푸르+ㄴ	ADJ;NOM;FEM;SG	ADJ
mācība	레슨	mācība	레슨	N;NOM;FEM;SG	N
mācība	교훈	mācība	교훈	N;NOM;FEM;SG	N
mācība	수업	mācība	수업	N;NOM;FEM;SG	N
kokā	나무	koks	나무	N;ESS;MASC;SG	N
traumas	부상	trauma	부상	N;NOM;FEM;PL	N
traumas	외상	trauma	외상	N;NOM;FEM;PL	N
traumas	부상	trauma	부상	N;NOM;FEM;PL	N
meitene	소녀	meitene	소녀	N;NOM;FEM;SG	N
suņi	개들	suns	개+들	N;NOM;MASC;PL	N
alā	동굴	als	동굴	N;ESS;MASC;SG	N
procesi	프로세스	process	프로세스	N;NOM;MASC;PL	N
pārdoti	팔렸다	pārdot	팔리+었+다	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
tatāru	타타르족	tatārs	타타르족	N;GEN;MASC;SG	N
apakšā	아래쪽	apakšā	아래+쪽	N;ESS;FEM;SG	N
apakšā	아래	apakšā	아래	N;ESS;FEM;SG	N
subjekts	주제	subjekts	주제	N;NOM;MASC;SG	N
subjekts	제목	subjekts	제목	N;NOM;MASC;SG	N
konservatorijas	음악원	konservatorija	음악원	N;NOM;FEM;PL	N
kolekcija	모음집	kolekcija	모음집	N;NOM;FEM;SG	N
tēma	주제	tēma	주제	N;NOM;FEM;SG	N
tēma	주제	tēma	주제	N;NOM;FEM;SG	N
tēma	제목	tēma	제목	N;NOM;FEM;SG	N
virzienos	방향	virziens	방향	N;ESS;MASC;PL	N
post	게시글	post	게시글		
post	포스트	post	포스트		
reģioni	지역	reģions	지역	N;NOM;MASC;PL	N
efekts	영향	efekts	영향	N;NOM;MASC;SG	N
efekts	효과	efekts	효과	N;NOM;MASC;SG	N
efekts	영향	efekts	영향	N;NOM;MASC;SG	N
efekts	효과	efekts	효과	N;NOM;MASC;SG	N
iespaidu	노출	iespaidīt	노출	N;ACC;MASC;SG	N
pabeigšanas	완성	pabeigšana	완성	N;NOM;FEM;SG	N
meitenes	소녀	meitene	소녀	N;NOM;FEM;PL	N
meitenes	소녀들	meitene	소녀+들	N;NOM;FEM;PL	N
meitenes	걸스	meitene	걸스	N;NOM;FEM;PL	N
gredzens	반지	gredzens	반지	N;NOM;MASC;SG	N
gredzens	소환	gredzens	소환	N;NOM;MASC;SG	N
sakari	커뮤니케이션	sakars	커뮤니케이션	N;NOM;MASC;PL	N
sakari	통신	sakars	통신	N;NOM;MASC;PL	N
klosteri	수도원	klosteris	수도원	N;NOM;MASC;PL	N
elpošanas	호흡기	elpošana	호흡기	N;NOM;FEM;SG	N
elpošanas	호흡	elpošana	호흡	N;NOM;FEM;SG	N
atkāpšanās	사직	atkāpšanās	사직	N;NOM;FEM;SG	N
grāds	학위	grāds	학위	N;NOM;MASC;SG	N
programmatūra	소프트웨어	programmatūra	소프트웨어	N;NOM;FEM;SG	N
orķestris	교향악단	orķestris	교향+생단	N;NOM;MASC;SG	N
briedis	사슴	briedis	사슴	N;NOM;MASC;SG	N
vergu	노예	vergs	노예	N;ACC;MASC;SG	N
vergu	노예제	vergs	노예제	N;ACC;MASC;SG	N
kursus	강좌	kurss	강좌	N;ACC;MASC;PL	N
kursus	코스	kurss	코스	N;ACC;MASC;PL	N
kursus	과정	kurss	과정	N;ACC;MASC;PL	N
majors	전공	majors	전공	N;NOM;MASC;SG	N
atlases	선택	atlase	선택	N;NOM;FEM;PL	N
bērnības	어릴적	bērnība	어릴+적	N;NOM;FEM;PL	N
kritiķis	평론	kritiķis	평론	N;NOM;MASC;SG	N
kritiķis	비평가	kritiķis	비평가	N;NOM;MASC;SG	N
virsraksts	제목	virsraksts	제목	N;NOM;MASC;SG	N
virsraksts	자막	virsraksts	자막	N;NOM;MASC;SG	N
virsraksts	문구	virsraksts	문구	N;NOM;MASC;SG	N
virsraksts	설명	virsraksts	설명	N;NOM;MASC;SG	N
virsraksts	제목	virsraksts	제목	N;NOM;MASC;SG	N
keramikas	도자기	keramika	도자기	N;NOM;FEM;PL	N
keramikas	도자기	keramika	도자기	N;NOM;FEM;PL	N
keramikas	도자기	keramika	도자기	N;NOM;FEM;PL	N
ansamblis	앙상블	ansamblis	앙상블	N;NOM;MASC;SG	N
krēsla	의자	krēsls	의자	N;GEN;MASC;SG	N
kritiķi	비평가	kritiķis	비평가	N;NOM;MASC;PL	N
ierobežota	제한된	ierobežot	제한+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
nagi	손톱	nags	손톱	N;NOM;MASC;PL	N
nagi	손톱	nags	손톱	N;NOM;MASC;PL	N
laivu	보트	laiva	보트	N;ACC;FEM;SG	N
koledžas	대학교	koledža	대학교	N;NOM;FEM;PL	N
koledžas	대학	koledža	대학	N;NOM;FEM;PL	N
koledžas	대학교	koledža	대학교	N;NOM;FEM;PL	N
koledžas	대학	koledža	대학	N;NOM;FEM;PL	N
vilku	늑대	vilkt	늑대	N;ACC;MASC;SG	N
kalendārs	달력	kalendārs	달력	N;NOM;MASC;SG	N
pieredze	경험	pieredze	경험	N;NOM;FEM;SG	N
pieredze	체험	pieredze	체험	N;NOM;FEM;SG	N
graudu	곡식	grauds	곡식	N;ACC;MASC;SG	N
kameru	사진기	kamera	사진기	N;ACC;MASC;SG	N
norādīt	지정하기	norādīt	지정+하+기	V;POS;NFIN	V
norādīt	지정합니다	norādīt	지정+하+ㅂ니다	V;POS;NFIN	V
izstādēs	박람회	izstāde	박람회	N;ESS;FEM;PL	N
izstādēs	전시회	izstāde	전시회	N;ESS;FEM;PL	N
ciemata	마을	ciemats	마을	N;GEN;MASC;SG	N
disks	디스크	disks	디스크	N;NOM;MASC;SG	N
disks	디스크	disks	디스크	N;NOM;MASC;SG	N
vecums	연령	vecums	연령	N;NOM;MASC;SG	N
vecums	나이	vecums	나이	N;NOM;MASC;SG	N
bloks	차단	bloks	차단	N;NOM;MASC;SG	N
straumes	스트림	straume	스트림	N;NOM;FEM;PL	N
pēcpusdienā	오후	pēcpusdiena	오후	N;ESS;FEM;SG	N
bildes	사진	bilde	사진	N;NOM;FEM;PL	N
bildes	사진들	bilde	사진+들	N;NOM;FEM;PL	N
bildes	사진	bilde	사진	N;NOM;FEM;PL	N
bildes	사진들	bilde	사진+들	N;NOM;FEM;PL	N
bildes	픽처스	bilde	픽처스	N;NOM;FEM;PL	N
vilcieni	열차	vilciens	열차	N;NOM;MASC;PL	N
dokumenti	문서	dokuments	문서	N;NOM;MASC;PL	N
dokumenti	설명서	dokuments	설명서	N;NOM;MASC;PL	N
dokumenti	문서	dokuments	문서	N;NOM;MASC;PL	N
dalībniece	참가자	dalībniece	참가자	N;NOM;FEM;SG	N
rādiuss	반지름	rādiuss	반지름	N;NOM;MASC;SG	N
muitas	관세	muita	관세	N;NOM;FEM;PL	N
muitas	관습	muita	관습	N;NOM;FEM;PL	N
ieroči	무기	ieroce	무기	N;NOM;MASC;PL	N
ieroči	무기	ieroce	무기	N;NOM;MASC;PL	N
pilsonību	시민	pilsonība	시민	N;ACC;FEM;SG	N
pilsonību	시민권	pilsonība	시민권	N;ACC;FEM;SG	N
publikācijas	출판물	publikācija	출판물	N;NOM;FEM;PL	N
kodols	커널	kodols	커널	N;NOM;MASC;SG	N
zvaigznājs	별자리	zvaigznājs	별자리	N;NOM;MASC;SG	N
kontrole	통제	kontrole	통제	N;NOM;FEM;SG	N
kontrole	제어	kontrole	제어	N;NOM;FEM;SG	N
kontrole	통제	kontrole	통제	N;NOM;FEM;SG	N
kontrole	제어	kontrole	제어	N;NOM;FEM;SG	N
brigāde	여단	brigāde	여단	N;NOM;FEM;SG	N
koncentrācija	농도	koncentrācija	농도	N;NOM;FEM;SG	N
koncentrācija	농도	koncentrācija	농도	N;NOM;FEM;SG	N
interese	관심사	interese	관심사	N;NOM;FEM;SG	N
interese	관심	interese	관심	N;NOM;FEM;SG	N
viesnīcas	호텔	viesnīca	호텔	N;NOM;FEM;PL	N
virknes	문자열	virkne	문자열	N;NOM;FEM;PL	N
kāpu	사구	kāpa	사구	N;ACC;FEM;SG	N
avāriju	추락	avārija	추락	N;ACC;FEM;SG	N
avāriju	충돌	avārija	충돌	N;ACC;FEM;SG	N
avāriju	충돌	avārija	충돌	N;ACC;FEM;SG	N
apgabali	영역	apgabali	영역	N;NOM;MASC;PL	N
televīzija	텔레비전	televīzija	텔레비전	N;NOM;FEM;SG	N
pilsoņi	시민	pilsonis	시민	N;NOM;MASC;PL	N
pilsoņi	시민들	pilsonis	시민+들	N;NOM;MASC;PL	N
nokrišņi	강수	nokrišņi	강수	N;NOM;MASC	N
pieraksta	표기법	pierakstīt	표기법	N;GEN;MASC;SG	N
unix	유닉스	unikt	유닉스	N	N
studentiem	학생	students	학생	N;DAT;MASC;PL	N
