von	de	von	de	ADP	ADP
bestanden	insistiram	bestehen	insistir	V;V.PTCP	V;IND;PL;3;FIN
bestanden	insistia	bestehen	insistir	V;V.PTCP	V;IND;SG;3;IPFV;FIN
bestanden	insistido	bestehen	insistir	V;V.PTCP	V;MASC;SG;V.PTCP
bestanden	insisti	bestehen	insistir	V;V.PTCP	V;IND;SG;1;PST;FIN
bestanden	insistiu	bestehen	insistir	V;V.PTCP	V;IND;SG;3;PST;FIN
bestanden	passou	bestehen	passar	V;V.PTCP	V;IND;SG;3;PST;FIN
bestanden	passe	bestehen	passar	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
bestanden	passar	bestehen	passar	V;V.PTCP	V;NFIN
bestanden	passa	bestehen	passar	V;V.PTCP	V;IND;SG;3;PRS;FIN
gedreht	filmou	drehen	filmar	V;V.PTCP	V;IND;SG;3;PST;FIN
gedreht	filmado	drehen	filmar	V;V.PTCP	V;MASC;SG;V.PTCP
gedreht	filmada	drehen	filmar	V;V.PTCP	V;FEM;SG;V.PTCP
gedreht	filmados	drehen	filmar	V;V.PTCP	V;MASC;PL;V.PTCP
behauptet	alegado	behaupten	alegar	V;V.PTCP	V;MASC;SG;V.PTCP
behauptet	reivindicado	behaupten	reivindicar	V;V.PTCP	V;MASC;SG;V.PTCP
behauptet	alegou	behaupten	alegar	V;V.PTCP	V;IND;SG;3;PST;FIN
behauptet	reclamou	behaupten	reclamar	V;V.PTCP	V;IND;SG;3;PST;FIN
behauptet	alegando	behaupten	alegar	V;V.PTCP	V;V.MSDR
behauptet	reivindicar	behaupten	reivindicar	V;V.PTCP	V;NFIN
behauptet	afirmou	behaupten	afirmar	V;V.PTCP	V;IND;SG;3;PST;FIN
behauptet	afirmado	behaupten	afirmar	V;V.PTCP	V;MASC;SG;V.PTCP
löste	dissolvido	lösen	dissolver	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
löste	dissolvida	lösen	dissolver	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
löste	dissolveu	lösen	dissolver	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kunden	cliente	kund	cliente	N	N;MASC;SG
kunden	clientes	kund	cliente	N	N;MASC;PL
kunden	clientes	kund	cliente	N	N;MASC;PL
kunden	clientes	kund	cliente	N	N;MASC;PL
kunden	cliente	kund	cliente	N	N;MASC;SG
erlangen	ganhando	erlangen	ganhar	V;NFIN	V;V.MSDR
hundert	cem	hundert	cem	NUM	NUM
adresse	url	adresse	url	N;NOM;FEM;SG	N;MASC;SG
adresse	morada	adresse	morada	N;NOM;FEM;SG	N;FEM;SG
adresse	endereço	adresse	endereço	N;NOM;FEM;SG	N;MASC;SG
eingang	entrada	eingehen	entrada	N;SG	N;FEM;SG
eingang	entrada	eingehen	entrada	N;SG	N;FEM;SG
eingang	input	eingehen	input	N;SG	N;MASC;SG
eingang	entrada	eingehen	entrada	N;SG	N;FEM;SG
bessere	melhores	gut	bom	ADJ;NOM;FEM;PL	ADJ;MASC;PL
bearbeitet	editado	bearbeiten	editar	V;V.PTCP	V;MASC;SG;V.PTCP
bearbeitet	editada	bearbeiten	editar	V;V.PTCP	V;FEM;SG;V.PTCP
bearbeitet	transformada	bearbeiten	transformar	V;V.PTCP	V;FEM;SG;V.PTCP
bearbeitet	processado	bearbeiten	processar	V;V.PTCP	V;MASC;SG;V.PTCP
bearbeitet	processada	bearbeiten	processar	V;V.PTCP	V;FEM;SG;V.PTCP
bearbeitet	transformados	bearbeiten	transformar	V;V.PTCP	V;MASC;PL;V.PTCP
bearbeitet	processados	bearbeiten	processar	V;V.PTCP	V;MASC;PL;V.PTCP
bearbeitet	processadas	bearbeiten	processar	V;V.PTCP	V;FEM;PL;V.PTCP
erheblich	substancial	erheblich	substancial	ADJ	ADJ;MASC;SG
erheblich	substanciais	erheblich	substancial	ADJ	ADJ;MASC;PL
erheblich	significativos	erheblich	significativo	ADJ	ADJ;MASC;PL
erheblich	significativo	erheblich	significativo	ADJ	ADJ;MASC;SG
erheblich	significativa	erheblich	significativo	ADJ	ADJ;FEM;SG
erheblich	significante	erheblich	significante	ADJ	ADJ;MASC;SG
erheblich	significativas	erheblich	significativo	ADJ	ADJ;FEM;PL
sichtbar	visíveis	sichtbar	visível	ADJ	ADJ;MASC;PL
sichtbar	visível	sichtbar	visível	ADJ	ADJ;MASC;SG
beschlossen	decidida	beschließen	decidir	V;V.PTCP	V;FEM;SG;V.PTCP
beschlossen	decididas	beschließen	decidir	V;V.PTCP	V;FEM;PL;V.PTCP
beschlossen	decidi	beschließen	decidir	V;V.PTCP	V;IND;SG;1;PST;FIN
beschlossen	decidiu	beschließen	decidir	V;V.PTCP	V;IND;SG;3;PST;FIN
beschlossen	decidido	beschließen	decidir	V;V.PTCP	V;MASC;SG;V.PTCP
details	pormenores	details	pormenor	N;NOM;NEUT;PL	N;MASC;PL
details	detalhes	details	detalhe	N;NOM;NEUT;PL	N;MASC;PL
details	detalhes	details	detalhe	N;NOM;NEUT;PL	N;MASC;PL
leiden	sofrendo	leiden	sofrer	V;NFIN	V;V.MSDR
anscheinend	aparentemente	anscheinend	aparentemente	ADV	ADV
anscheinend	aparentemente	anscheinend	aparentemente	ADV	ADV
hängt	pendura	hängen	pendura	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hängt	depende	hängen	depender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zustimmung	consentimento	zustimmung	consentimento	N;NOM;FEM;SG	N;MASC;SG
chance	chance	chance	chance	N;NOM;FEM;SG	N;FEM;SG
chance	oportunidade	chance	oportunidade	N;NOM;FEM;SG	N;FEM;SG
rücken	voltar	rücken	voltar	V;NFIN	V;NFIN
widmete	devotado	widmen	devotar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
widmete	dedicado	widmen	dedicar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
nationen	nações	nation	nação	N;NOM;FEM;PL	N;FEM;PL
übersicht	síntese	übersichen	síntese	N;FEM;SG	N;FEM;SG
übersicht	resumo	übersichen	resumo	N;FEM;SG	N;MASC;SG
test	teste	test	teste	N	N;MASC;SG
test	ensaio	test	ensaio	N	N;MASC;SG
test	ensaios	test	ensaio	N	N;MASC;PL
test	teste	test	teste	N	N;MASC;SG
test	testes	test	teste	N	N;MASC;PL
test	ensaio	test	ensaio	N	N;MASC;SG
unterstützen	suportando	unterstützen	suportar	V;NFIN	V;V.MSDR
unterstützen	apoiar	unterstützen	apoiar	V;NFIN	V;NFIN
unterstützen	apoiando	unterstützen	apoiar	V;NFIN	V;V.MSDR
schützen	proteger	schützen	proteger	V;NFIN	V;NFIN
schützen	protegendo	schützen	proteger	V;NFIN	V;V.MSDR
schützen	proteja	schützen	protejar	V;NFIN	V;SBJV;SG;3;PRS;FIN
schützen	protejam	schützen	protejar	V;NFIN	V;SBJV;PL;3;PRS;FIN
schützen	proteger	schützen	proteger	V;NFIN	V;NFIN
schützen	protege	schützen	proteger	V;NFIN	V;IND;SG;3;PRS;FIN
verhaftet	detido	verhaften	deter	V;V.PTCP	V;MASC;SG;V.PTCP
verhaftet	presa	verhaften	presa	V;V.PTCP	V;FEM;SG;V.PTCP
verhaftet	preso	verhaften	prender	V;V.PTCP	V;MASC;SG;V.PTCP
übernahme	aquisição	übernehmen	aquisição	N;NOM;FEM;SG	N;FEM;SG
versetzt	transferida	versetzen	transferir	V;V.PTCP	V;FEM;SG;V.PTCP
versetzt	transferido	versetzen	transferir	V;V.PTCP	V;MASC;SG;V.PTCP
versetzt	transferidos	versetzen	transferir	V;V.PTCP	V;MASC;PL;V.PTCP
versetzt	transferidas	versetzen	transferir	V;V.PTCP	V;FEM;PL;V.PTCP
kader	cadre	kader	cadre	N;NOM;MASC;SG	N;MASC;SG
kader	squad	kader	squad	N;NOM;MASC;SG	N;MASC;SG
kader	pelotão	kader	pelotão	N;NOM;MASC;SG	N;MASC;SG
kader	esquadrão	kader	esquadrão	N;NOM;MASC;SG	N;MASC;SG
ausgaben	gastar	ausgeben	gastar	V;FIN	V;NFIN
guter	boa	gut	bom	ADJ;NOM;MASC	ADJ;FEM;SG
guter	bom	gut	bom	ADJ;NOM;MASC	ADJ;MASC;SG
männchen	machos	männchen	macho	N;NOM;PL	N;MASC;PL
bewusst	consciente	bewußt	consciente	ADJ	ADJ;MASC;SG
bewusst	cientes	bewußt	ciente	ADJ	ADJ;MASC;PL
bewusst	conscientes	bewußt	consciente	ADJ	ADJ;MASC;PL
bewusst	consciente	bewußt	consciente	ADJ	ADJ;MASC;SG
bewusst	conscientes	bewußt	consciente	ADJ	ADJ;MASC;PL
begrenzt	restrita	begrenzen	restritar	ADJ	ADJ;FEM;SG
episoden	episódios	episod	episódio	N;NOM;FEM;PL	N;MASC;PL
episoden	episódios	episod	episódio	N;NOM;FEM;PL	N;MASC;PL
fortan	doravante	fortan	doravante	ADV	ADV
entwickeln	evoluir	entwickeln	evoluir	V;NFIN	V;NFIN
entwickeln	evoluindo	entwickeln	evoluir	V;NFIN	V;V.MSDR
entwickeln	evoluir	entwickeln	evoluir	V;NFIN	V;NFIN
entwickeln	desenvolver	entwickeln	desenvolver	V;NFIN	V;NFIN
entwickeln	desenvolva	entwickeln	desenvolvar	V;NFIN	V;SBJV;SG;3;PRS;FIN
entwickeln	desenvolver	entwickeln	desenvolver	V;NFIN	V;NFIN
entwickeln	desenvolvendo	entwickeln	desenvolver	V;NFIN	V;V.MSDR
fünften	quinto	fünft	quinto	ADJ	ADJ;MASC;SG
gezogen	desenhado	ziehen	desenhar	V;V.PTCP	V;MASC;SG;V.PTCP
gezogen	puxado	ziehen	puxado	V;V.PTCP	V;MASC;SG;V.PTCP
gezogen	puxados	ziehen	puxar	V;V.PTCP	V;MASC;PL;V.PTCP
gezogen	puxou	ziehen	puxar	V;V.PTCP	V;IND;SG;3;PST;FIN
gezogen	puxada	ziehen	puxado	V;V.PTCP	V;FEM;SG;V.PTCP
gezogen	arrastados	ziehen	arrastar	V;V.PTCP	V;MASC;PL;V.PTCP
gezogen	arrastado	ziehen	arrastar	V;V.PTCP	V;MASC;SG;V.PTCP
gezogen	arrastada	ziehen	arrastar	V;V.PTCP	V;FEM;SG;V.PTCP
gezogen	arrastou	ziehen	arrastar	V;V.PTCP	V;IND;SG;3;PST;FIN
gezogen	rebocado	ziehen	rebocar	V;V.PTCP	V;MASC;SG;V.PTCP
gezogen	rebocadas	ziehen	rebocar	V;V.PTCP	V;FEM;PL;V.PTCP
verkauf	venda	verkaufen	venda	N	N;FEM;SG
verkauf	sales	verkaufen	sale	N	N;MASC;SG
verkauf	vendas	verkaufen	venda	N	N;FEM;PL
verkauf	venda	verkaufen	venda	N	N;FEM;SG
positiv	positivas	positiv	positivo	ADJ	ADJ;FEM;PL
positiv	positivo	positiv	positivo	ADJ	ADJ;MASC;SG
positiv	positiva	positiv	positivo	ADJ	ADJ;FEM;SG
positiv	positivas	positiv	positivo	ADJ	ADJ;FEM;PL
schreib	escrever	schreib	escrever	V;IND;SG;2;FIN	V;NFIN
interessen	interesses	interesse	interesse	N;NOM;PL	N;MASC;PL
interessen	juros	interesse	juro	N;NOM;PL	N;MASC;PL
anmerkungen	comentar	anmerkingen	comentar	V;NFIN	V;NFIN
anmerkungen	comenta	anmerkingen	comentar	V;NFIN	V;IND;SG;3;PRS;FIN
posten	postar	posten	postar	V;FIN	V;NFIN
posten	publicar	posten	publicar	V;FIN	V;NFIN
posten	publicar	posten	publicar	V;FIN	V;NFIN
posten	postando	posten	postar	V;FIN	V;V.MSDR
posten	postar	posten	postar	V;FIN	V;NFIN
posten	publicando	posten	publicar	V;FIN	V;V.MSDR
gedanken	pensei	panken	pensar	V;NFIN	V;IND;SG;1;PST;FIN
gedanken	pensado	panken	pensar	V;NFIN	V;MASC;SG;V.PTCP
gedanken	pensou	panken	pensar	V;NFIN	V;IND;SG;3;PST;FIN
einfachen	simples	einfach	simples	ADJ;ACC;SG	ADJ;MASC;SG
verletzt	feridos	verletzen	ferir	V;V.PTCP	V;MASC;PL;V.PTCP
verletzt	ferida	verletzen	ferir	V;V.PTCP	V;FEM;SG;V.PTCP
verletzt	lesionado	verletzen	lesionar	V;V.PTCP	V;MASC;SG;V.PTCP
verletzt	ferido	verletzen	ferir	V;V.PTCP	V;MASC;SG;V.PTCP
verletzt	ferido	verletzen	ferir	V;V.PTCP	V;MASC;SG;V.PTCP
verletzt	ferida	verletzen	ferir	V;V.PTCP	V;FEM;SG;V.PTCP
verletzt	feridos	verletzen	ferir	V;V.PTCP	V;MASC;PL;V.PTCP
verletzt	violada	verletzen	violar	V;V.PTCP	V;FEM;SG;V.PTCP
verletzt	violou	verletzen	violar	V;V.PTCP	V;IND;SG;3;PST;FIN
verletzt	violados	verletzen	violar	V;V.PTCP	V;MASC;PL;V.PTCP
verletzt	violado	verletzen	violar	V;V.PTCP	V;MASC;SG;V.PTCP
verletzt	ferido	verletzen	ferir	V;V.PTCP	V;MASC;SG;V.PTCP
verletzt	magoar	verletzen	magoar	V;V.PTCP	V;NFIN
verletzt	doeu	verletzen	doer	V;V.PTCP	V;IND;SG;3;PST;FIN
verletzt	machucar	verletzen	machucar	V;V.PTCP	V;NFIN
erweiterte	reforçada	erweitern	reforçar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	melhorada	erweitern	melhorar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	melhorado	erweitern	melhorar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	alargada	erweitern	alargar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	ampliado	erweitern	ampliar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	ampliada	erweitern	ampliar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	alargado	erweitern	alargar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	estendida	erweitern	estender	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	prolongado	erweitern	prolongar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	estendido	erweitern	estender	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	alargado	erweitern	alargar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	expandido	erweitern	expander	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	ampliado	erweitern	ampliar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	expandida	erweitern	expander	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erweiterte	expandiu	erweitern	expandir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
erweiterte	avançado	erweitern	avançar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erweiterte	avançada	erweitern	avançar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
strecken	alongar	strecken	alongar	V;NFIN	V;NFIN
strecken	esticar	strecken	esticar	V;NFIN	V;NFIN
strecken	estica	strecken	esticar	V;NFIN	V;IND;SG;3;PRS;FIN
jung	jovem	jung	jovem	ADJ	ADJ;MASC;SG
sehenswürdigkeiten	museus	sehenswürdigkeiten	museu	N;NOM;FEM;PL	N;MASC;PL
sehenswürdigkeiten	atrações	sehenswürdigkeiten	atração	N;NOM;FEM;PL	N;FEM;PL
sehenswürdigkeiten	atrativos	sehenswürdigkeiten	atrativo	N;NOM;FEM;PL	N;MASC;PL
sehenswürdigkeiten	atracções	sehenswürdigkeiten	atracção	N;NOM;FEM;PL	N;FEM;PL
umbau	reconstrução	umbau	reconstrução	N	N;FEM;SG
umbau	conversão	umbau	conversão	N	N;FEM;SG
umbau	reconversão	umbau	reconversão	N	N;FEM;SG
umbau	remodelação	umbau	remodelação	N	N;FEM;SG
umbau	reconstrução	umbau	reconstrução	N	N;FEM;SG
bezeichnen	denotar	bezeichnen	denotar	V;NFIN	V;NFIN
getragen	vestiu	tragen	vestir	V;V.PTCP	V;IND;SG;3;PST;FIN
getragen	usava	tragen	usar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
transport	transportes	transporen	transporte	N	N;MASC;PL
transport	transporte	transporen	transporte	N	N;MASC;SG
umsetzung	implementação	umsetzung	implementação	N;NOM;FEM;SG	N;FEM;SG
umsetzung	execução	umsetzung	execução	N;NOM;FEM;SG	N;FEM;SG
umsetzung	transposição	umsetzung	transposição	N;NOM;FEM;SG	N;FEM;SG
umsetzung	realização	umsetzung	realização	N;NOM;FEM;SG	N;FEM;SG
kämpfen	lutar	kämpfen	lutar	V;NFIN	V;NFIN
kämpfen	lutando	kämpfen	lutar	V;NFIN	V;V.MSDR
kämpfen	lute	kämpfen	lute	V;NFIN	V;SBJV;SG;3;PRS;FIN
abhängig	dependente	abhängig	dependente	ADJ	ADJ;MASC;SG
abhängig	condicional	abhängig	condicional	ADJ	ADJ;MASC;SG
abhängig	condicionais	abhängig	condicional	ADJ	ADJ;MASC;PL
sprecher	falantes	sprecher	falante	N	N;MASC;PL
sprecher	oradores	sprecher	orador	N	N;MASC;PL
sprecher	orador	sprecher	orador	N	N;MASC;SG
sprecher	falante	sprecher	falante	N	N;MASC;SG
sprecher	oradora	sprecher	oradora	N	N;FEM;SG
sprecher	palestrante	sprecher	palestrante	N	N;MASC;SG
sprecher	locutor	sprecher	locutor	N	N;MASC;SG
äußerst	muito	äußerst	muito	ADV	ADV
äußerst	extremamente	äußerst	extremamente	ADV	ADV
beeinflusst	influenciou	beeinflussen	influenciar	V;V.PTCP	V;IND;SG;3;PST;FIN
beeinflusst	influenciada	beeinflussen	influenciar	V;V.PTCP	V;FEM;SG;V.PTCP
beeinflusst	influenciado	beeinflussen	influenciar	V;V.PTCP	V;MASC;SG;V.PTCP
beeinflusst	influenciados	beeinflussen	influenciar	V;V.PTCP	V;MASC;PL;V.PTCP
beeinflusst	afeta	beeinflussen	afetar	V;V.PTCP	V;IND;SG;3;PRS;FIN
beeinflusst	afecta	beeinflussen	afectar	V;V.PTCP	V;IND;SG;3;PRS;FIN
vermeiden	evitando	vermeiden	evitar	V;NFIN	V;V.MSDR
vermeiden	evitar	vermeiden	evitar	V;NFIN	V;NFIN
vermeiden	evitar	vermeiden	evitar	V;NFIN	V;NFIN
vermeiden	evita	vermeiden	evitar	V;NFIN	V;IND;SG;3;PRS;FIN
vermeiden	evitem	vermeiden	evitar	V;NFIN	V;SBJV;PL;3;PRS;FIN
vermeiden	evite	vermeiden	evite	V;NFIN	V;SBJV;SG;3;PRS;FIN
vermeiden	evitar	vermeiden	evitar	V;NFIN	V;NFIN
vermeiden	evitada	vermeiden	evitar	V;NFIN	V;FEM;SG;V.PTCP
vermeiden	evitado	vermeiden	evitar	V;NFIN	V;MASC;SG;V.PTCP
vermeiden	evitou	vermeiden	evitar	V;NFIN	V;IND;SG;3;PST;FIN
vermeiden	evitadas	vermeiden	evitar	V;NFIN	V;FEM;PL;V.PTCP
vermeiden	evitados	vermeiden	evitar	V;NFIN	V;MASC;PL;V.PTCP
vermeiden	evitar	vermeiden	evitar	V;NFIN	V;NFIN
vermeiden	prevenir	vermeiden	prevenir	V;NFIN	V;NFIN
vermeiden	impedir	vermeiden	impedir	V;NFIN	V;NFIN
verständnis	simpatia	verständnis	simpatia	N;NOM;NEUT;SG	N;FEM;SG
verständnis	compreensão	verständnis	compreensão	N;NOM;NEUT;SG	N;FEM;SG
verständnis	entendimento	verständnis	entendimento	N;NOM;NEUT;SG	N;MASC;SG
verständnis	compreensão	verständnis	compreensão	N;NOM;NEUT;SG	N;FEM;SG
abgerissen	rasgado	abreißen	rasgar	V;V.PTCP	V;MASC;SG;V.PTCP
abgerissen	rasgada	abreißen	rasgar	V;V.PTCP	V;FEM;SG;V.PTCP
abgerissen	rasgadas	abreißen	rasgar	V;V.PTCP	V;FEM;PL;V.PTCP
abgerissen	demolido	abreißen	demoler	V;V.PTCP	V;MASC;SG;V.PTCP
abgerissen	demolida	abreißen	demoler	V;V.PTCP	V;FEM;SG;V.PTCP
extrem	extrema	extrem	extremo	ADJ	ADJ;FEM;SG
begleitet	acompanhadas	begleiten	acompanhar	V;V.PTCP	V;FEM;PL;V.PTCP
begleitet	acompanhada	begleiten	acompanhar	V;V.PTCP	V;FEM;SG;V.PTCP
begleitet	acompanhado	begleiten	acompanhar	V;V.PTCP	V;MASC;SG;V.PTCP
begleitet	acompanhados	begleiten	acompanhar	V;V.PTCP	V;MASC;PL;V.PTCP
begleitet	acompanhou	begleiten	acompanhar	V;V.PTCP	V;IND;SG;3;PST;FIN
begleitet	escoltado	begleiten	escoltar	V;V.PTCP	V;MASC;SG;V.PTCP
begleitet	acompanhe	begleiten	acompanhar	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
begleitet	acompanham	begleiten	acompanhar	V;V.PTCP	V;IND;PL;3;PRS;FIN
begleitet	acompanhar	begleiten	acompanhar	V;V.PTCP	V;NFIN
begleitet	acompanha	begleiten	acompanhar	V;V.PTCP	V;IND;SG;3;PRS;FIN
begleitet	acompanhando	begleiten	acompanhar	V;V.PTCP	V;V.MSDR
pläne	planos	pläne	plano	N;NOM;MASC;PL	N;MASC;PL
unklar	ambígua	unklar	ambíguo	ADJ	ADJ;FEM;SG
unklar	ambíguo	unklar	ambíguo	ADJ	ADJ;MASC;SG
unklar	incerta	unklar	incerto	ADJ	ADJ;FEM;SG
unklar	incerto	unklar	incerto	ADJ	ADJ;MASC;SG
unklar	incertas	unklar	incerto	ADJ	ADJ;FEM;PL
erworben	adquirida	erwerben	adquirir	V;V.PTCP	V;FEM;SG;V.PTCP
erworben	adquiridos	erwerben	adquirir	V;V.PTCP	V;MASC;PL;V.PTCP
erworben	adquiridas	erwerben	adquirir	V;V.PTCP	V;FEM;PL;V.PTCP
erworben	adquirido	erwerben	adquirir	V;V.PTCP	V;MASC;SG;V.PTCP
erworben	comprou	erwerben	comprar	V;V.PTCP	V;IND;SG;3;PST;FIN
erworben	comprados	erwerben	comprar	V;V.PTCP	V;MASC;PL;V.PTCP
erworben	comprada	erwerben	comprar	V;V.PTCP	V;FEM;SG;V.PTCP
erworben	adquirido	erwerben	adquirir	V;V.PTCP	V;MASC;SG;V.PTCP
erworben	comprado	erwerben	comprar	V;V.PTCP	V;MASC;SG;V.PTCP
erworben	ganhou	erwerben	ganhar	V;V.PTCP	V;IND;SG;3;PST;FIN
erworben	merecido	erwerben	merecer	V;V.PTCP	V;MASC;SG;V.PTCP
erworben	ganhado	erwerben	ganhar	V;V.PTCP	V;MASC;SG;V.PTCP
unterstützte	ajudado	unterstützen	ajudar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
unterstützte	ajudada	unterstützen	ajudar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
unterstützte	auxiliado	unterstützen	auxiliar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
unterstützte	apoiado	unterstützen	apoiar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
unterstützte	suportada	unterstützen	suportar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
unterstützte	suportado	unterstützen	suportar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
unterstützte	assistida	unterstützen	assistir	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
unterstützte	assistido	unterstützen	assistir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
aufmerksam	observadora	aufmerksam	observador	ADJ	ADJ;FEM;SG
aufmerksam	atenciosa	aufmerksam	atencioso	ADJ	ADJ;FEM;SG
aufmerksam	atencioso	aufmerksam	atencioso	ADJ	ADJ;MASC;SG
aufmerksam	atenciosa	aufmerksam	atencioso	ADJ	ADJ;FEM;SG
aufmerksam	atento	aufmerksam	atento	ADJ	ADJ;MASC;SG
aufmerksam	atenciosos	aufmerksam	atencioso	ADJ	ADJ;MASC;PL
aufmerksam	atencioso	aufmerksam	atencioso	ADJ	ADJ;MASC;SG
kommando	comando	kommando	comando	N;NOM;NEUT;SG	N;MASC;SG
kommando	comando	kommando	comando	N;NOM;NEUT;SG	N;MASC;SG
geblieben	fiquei	bleiben	ficar	V;V.PTCP	V;IND;SG;1;PST;FIN
geblieben	ficou	bleiben	ficar	V;V.PTCP	V;IND;SG;3;PST;FIN
geblieben	ficaram	bleiben	ficar	V;V.PTCP	V;IND;PL;3;FIN
geblieben	permaneceu	bleiben	permanecer	V;V.PTCP	V;IND;SG;3;PST;FIN
geblieben	permaneceram	bleiben	permanecer	V;V.PTCP	V;IND;PL;3;FIN
geblieben	permaneceu	bleiben	permanecer	V;V.PTCP	V;IND;SG;3;PST;FIN
einstellung	recrutamento	einstellung	recrutamento	N;NOM;FEM;SG	N;MASC;SG
einstellung	atitude	einstellung	atitude	N;NOM;FEM;SG	N;FEM;SG
einstellung	configuração	einstellung	configuração	N;NOM;FEM;SG	N;FEM;SG
verbessert	melhorada	verbessern	melhorar	V;V.PTCP	V;FEM;SG;V.PTCP
verbessert	melhorado	verbessern	melhorar	V;V.PTCP	V;MASC;SG;V.PTCP
verbessert	melhorou	verbessern	melhorar	V;V.PTCP	V;IND;SG;3;PST;FIN
verbessert	reforçada	verbessern	reforçar	V;V.PTCP	V;FEM;SG;V.PTCP
verbessert	melhorados	verbessern	melhorar	V;V.PTCP	V;MASC;PL;V.PTCP
verbessert	melhorada	verbessern	melhorar	V;V.PTCP	V;FEM;SG;V.PTCP
verbessert	melhorado	verbessern	melhorar	V;V.PTCP	V;MASC;SG;V.PTCP
tief	profunda	tief	profundo	ADJ	ADJ;FEM;SG
tief	profundo	tief	profundo	ADJ	ADJ;MASC;SG
tief	profundo	tief	profundo	ADJ	ADJ;MASC;SG
tief	profunda	tief	profundo	ADJ	ADJ;FEM;SG
ortsteile	bairros	ortsteilen	bairro	N;NOM;PL	N;MASC;PL
ortsteile	vizinhanças	ortsteilen	vizinhança	N;NOM;PL	N;FEM;PL
ortsteile	bairros	ortsteilen	bairro	N;NOM;PL	N;MASC;PL
ortsteile	distritos	ortsteilen	distrito	N;NOM;PL	N;MASC;PL
identisch	idênticas	identisch	idêntico	ADJ	ADJ;FEM;PL
identisch	idêntica	identisch	idêntico	ADJ	ADJ;FEM;SG
identisch	idêntico	identisch	idêntico	ADJ	ADJ;MASC;SG
identisch	idênticos	identisch	idêntico	ADJ	ADJ;MASC;PL
aussehen	parece	aussehen	parecer	V;NFIN	V;IND;SG;3;PRS;FIN
vorgestellt	imaginei	vorstellen	imaginar	V;V.PTCP	V;IND;SG;1;PST;FIN
vorgestellt	imaginou	vorstellen	imaginar	V;V.PTCP	V;IND;SG;3;PST;FIN
vorgestellt	imaginava	vorstellen	imaginar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
vorgestellt	imaginado	vorstellen	imaginar	V;V.PTCP	V;MASC;SG;V.PTCP
vorgestellt	indicados	vorstellen	indicar	V;V.PTCP	V;MASC;PL;V.PTCP
vorgestellt	caracterizado	vorstellen	caracterizado	V;V.PTCP	V;MASC;SG;V.PTCP
vorgestellt	introduzida	vorstellen	introduzir	V;V.PTCP	V;FEM;SG;V.PTCP
vorgestellt	introduziu	vorstellen	introduzir	V;V.PTCP	V;IND;SG;3;PST;FIN
vorgestellt	introduzidas	vorstellen	introduzir	V;V.PTCP	V;FEM;PL;V.PTCP
vorgestellt	introduzidos	vorstellen	introduzir	V;V.PTCP	V;MASC;PL;V.PTCP
vorgestellt	introduzido	vorstellen	introduzir	V;V.PTCP	V;MASC;SG;V.PTCP
vorgestellt	apresentado	vorstellen	apresentar	V;V.PTCP	V;MASC;SG;V.PTCP
