ve	in	ve	in	CONJ	CONJ
avukatlık	odvetnica	avukatlık	odvetnica	N;NOM;SG;3	N;NOM;FEM;SG
sorumlusu	odgovorno	sorumlu	odgovoren	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
sorumlusu	odgovoren	sorumlu	odgovoren	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
sorumlusu	odgovorna	sorumlu	odgovoren	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
cennet	nebes	cennet	nebes	N;NOM;SG;3	N;NOM;NEUT;SG
cennet	nebesa	cennet	nebo	N;NOM;SG;3	N;NOM;FEM;SG
cennet	paradiž	cennet	paradiža	N;NOM;SG;3	N;NOM;MASC;SG
cennet	raj	cennet	raje	N;NOM;SG;3	N;NOM;MASC;SG
cennet	paradise	cennet	paradis	N;NOM;SG;3	N;NOM;MASC;SG
memnun	zadovoljna	memnun	zadovoljen	ADJ	ADJ;NOM;FEM;SG
memnun	zadovoljen	memnun	zadovoljen	ADJ	ADJ;NOM;INDF;MASC;SG
memnun	zadovoljna	memnun	zadovoljen	ADJ	ADJ;NOM;FEM;SG
memnun	zadovoljni	memnun	zadovoljen	ADJ	ADJ;NOM;MASC;PL
memnun	zadovoljen	memnun	zadovoljen	ADJ	ADJ;NOM;INDF;MASC;SG
teknikleri	tehnike	teknik	tehnika	N;NOM;PL;3	N;NOM;FEM;PL
kavga	pretep	kavga	pretep	N;NOM;SG;3	N;NOM;MASC;SG
kavga	pretepanje	kavga	pretepanje	N;NOM;SG;3	N;NOM;NEUT;SG
kavga	bojevanje	kavga	bojevanje	N;NOM;SG;3	N;NOM;NEUT;SG
kavga	pretep	kavga	pretep	N;NOM;SG;3	N;NOM;MASC;SG
kavga	boj	kavga	boj	N;NOM;SG;3	N;NOM;MASC;SG
kavga	borba	kavga	borba	N;NOM;SG;3	N;NOM;FEM;SG
komedyen	komik	komedyen	komik	N;NOM;SG;3	N;NOM;MASC;SG
platformu	ploščad	platform	ploščad	N;NOM;SG;3	N;NOM;FEM;SG
platformu	platforma	platform	platform	N;NOM;SG;3	N;NOM;FEM;SG
cerrahi	kirurgija	cerrahi	kirurgija	N;NOM;SG;3	N;NOM;FEM;SG
cerrahi	operacija	cerrahi	operacija	N;NOM;SG;3	N;NOM;FEM;SG
gözü	eye	göz	eye	N;NOM;SG;3	N;NOM;MASC;SG
gözü	oko	göz	oko	N;NOM;SG;3	N;NOM;NEUT;SG
sorumluluk	obveznost	sorumluluk	obveznost	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odgovornost	sorumluluk	odgovornost	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odgovornost	sorumluluk	odgovornost	N;NOM;SG;3	N;NOM;FEM;SG
efe	efe	ef	efe		
elli	elli	elli	ella		
aralığı	interval	aralık	interval	N;NOM;SG;3	N;NOM;MASC;SG
konut	prebivanje	konut	prebivanje	N;NOM;SG;3	N;NOM;NEUT;SG
konut	bivališče	konut	bivališče	N;NOM;SG;3	N;NOM;NEUT;SG
konut	bivanje	konut	bivanje	N;NOM;SG;3	N;NOM;NEUT;SG
konut	rezidenca	konut	rezidenca	N;NOM;SG;3	N;NOM;FEM;SG
konut	prebivališče	konut	prebivališče	N;NOM;SG;3	N;NOM;NEUT;SG
konut	ohišje	konut	ohišje	N;NOM;SG;3	N;NOM;NEUT;SG
konut	nastanitev	konut	nastanitev	N;NOM;SG;3	N;NOM;FEM;SG
kazanılan	zaslužil	kazan	zaslužiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
kazanılan	zmagali	kazan	zmagati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
kazanılan	zmagala	kazan	zmagati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
kazanılan	zmagal	kazan	zmagati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
ekstra	ekstra	ekstra	ekstra		
ekstra	extra	ekstra	extra		
kelimeler	besede	kelime	beseda	N;NOM;PL;3	N;NOM;FEM;PL
solunum	dihalni	sol	dihalen	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
ecevit	ecevit	ecevit	ecevit		
hazine	zaklad	hazin	zaklad	N;NOM;SG;3	N;NOM;MASC;SG
hazine	zakladnica	hazin	zakladnica	N;NOM;SG;3	N;NOM;FEM;SG
güreşçi	rokoborec	güreşçi	rokoborec	N;NOM;SG;3	N;NOM;MASC;SG
ice	ice	ice	ice		
planet	planet	planet	planet	N;NOM;SG;3	N;NOM;MASC;SG
planet	planeta	planet	planet	N;NOM;SG;3	N;NOM;MASC;SG
halkları	narode	halk	narode	N;ACC;PL;3	N;ACC;MASC;PL
öğretmenlik	poučevanje	öğretmenlik	poučevanje	N;NOM;SG;3	N;NOM;NEUT;SG
denizaltı	podmornica	denizaltı	podmornica	N;NOM;SG;3	N;NOM;FEM;SG
denizaltı	sub	denizaltı	sub	N;NOM;SG;3	N;NOM;MASC;SG
operasyonu	operacijo	operasyon	operacija	N;ACC;SG;3	N;ACC;FEM;SG
çoğunluk	večina	çoğunluk	večina	N;NOM;SG;3	N;NOM;FEM;SG
yoğunluk	intenzivnost	yoğunluk	intenzivnost	N;NOM;SG;3	N;NOM;FEM;SG
yoğunluk	svetilnost	yoğunluk	svetilnost	N;NOM;SG;3	N;NOM;FEM;SG
yoğunluk	gostota	yoğunluk	gostot	N;NOM;SG;3	N;NOM;FEM;SG
kişileri	stike	kişi	stik	N;ACC;PL;3	N;ACC;MASC;PL
gelirler	prihodki	gel	prihodek	N;NOM;PL;3	N;NOM;MASC;PL
gelirler	dohodki	gel	dohodek	N;NOM;PL;3	N;NOM;MASC;PL
deportivo	deportivo	deportivo	deportiva	N;NOM;SG;3	N;NOM;MASC;SG
yarattı	ustvaril	yarat	ustvariti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
etkinlikler	dejavnosti	etkinlik	dejavnost	N;NOM;PL;3	N;NOM;FEM;PL
etkinlikler	aktivnosti	etkinlik	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
etkinlikler	dogodki	etkinlik	dogodek	N;NOM;PL;3	N;NOM;MASC;PL
etkinlikler	prireditve	etkinlik	prireditev	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	reakcije	ifade	reakcija	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	odzivi	ifade	odziv	N;NOM;PL;3	N;NOM;MASC;PL
ifadeler	izjave	ifade	izjava	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	stavki	ifade	stavka	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	fraze	ifade	fraza	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	pričevanja	ifade	pričevanje	N;NOM;PL;3	N;NOM;NEUT;PL
ifadeler	izrazi	ifade	izraz	N;NOM;PL;3	N;NOM;MASC;PL
eksikliği	pomanjkljivost	eksiklik	pomanjkljivost	N;NOM;SG;3	N;NOM;FEM;SG
eksikliği	pomanjkanje	eksiklik	pomanjkanje	N;NOM;SG;3	N;NOM;NEUT;SG
eksikliği	pomanjkanje	eksiklik	pomanjkanje	N;NOM;SG;3	N;NOM;NEUT;SG
puanlar	točke	puan	točka	N;NOM;PL;3	N;NOM;FEM;PL
mekanizması	mehanizem	mekaniz	mehanizem	N;NOM;SG;3	N;NOM;MASC;SG
getirilmiş	prinesel	getir	prinesti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP
güzellik	lepotica	güzellik	lepotica	N;NOM;SG;3	N;NOM;FEM;SG
güzellik	lepota	güzellik	lepota	N;NOM;SG;3	N;NOM;FEM;SG
neyse	itak	neyse	itak		
müşteri	stranka	müşteri	stranka	N;NOM;SG;3	N;NOM;FEM;SG
müşteri	odjemalec	müşteri	odjemalec	N;NOM;SG;3	N;NOM;MASC;SG
müşteri	stranka	müşteri	stranka	N;NOM;SG;3	N;NOM;FEM;SG
müşteri	odjemalec	müşteri	odjemalec	N;NOM;SG;3	N;NOM;MASC;SG
ilkesi	princip	ilke	princip	N;NOM;SG;3	N;NOM;MASC;SG
ilkesi	načelo	ilke	načelo	N;NOM;SG;3	N;NOM;NEUT;SG
dostu	prijateljski	dost	prijateljski	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
dostu	prijazen	dost	prijazen	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
dostu	prijateljska	dost	prijateljski	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
dostu	prijazno	dost	prijazen	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
kentsel	urban	kentsel	urban	N;NOM;SG;3	N;NOM;MASC;SG
saldırılar	napadi	sal	napad	N;NOM;PL;3	N;NOM;MASC;PL
okulları	šole	okul	šola	N;NOM;PL;3	N;NOM;FEM;PL
kolları	rokave	kol	rokav	N;ACC;PL;3	N;ACC;MASC;PL
fotoğraflar	fotografije	fotoğraf	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	fotografije	fotoğraf	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
kazanmak	zmagala	kazan	zmagati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;FEM;SG;V.PTCP
kazanmak	zmagal	kazan	zmagati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;V.PTCP
ucuz	poceni	ucuz	poceni		
oluşturma	ustvariti	oluş	ustvariti	V;PFV;IND;SG;2;POS;PRS;CAUS	V;PFV;NFIN
nilüfer	lotus	nilüfer	lotus	N;NOM;SG;3	N;NOM;MASC;SG
eşitlik	enakopravnost	eşitlik	enakopravnost	N;NOM;SG;3	N;NOM;FEM;SG
eşitlik	enačba	eşitlik	enačba	N;NOM;SG;3	N;NOM;FEM;SG
eşitlik	enakopravnost	eşitlik	enakopravnost	N;NOM;SG;3	N;NOM;FEM;SG
taburu	bataljon	tabur	bataljon	N;NOM;SG;3	N;NOM;MASC;SG
öğrendi	naučil	öğren	naučiti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
penaltı	kazen	penaltı	kazen	N;NOM;SG;3	N;NOM;FEM;SG
dîn	dīn	dîn	dīn		
kalitesi	kakovost	kalite	kakovost	N;NOM;SG;3	N;NOM;FEM;SG
kalitesi	kvaliteta	kalite	kvaliteta	N;NOM;SG;3	N;NOM;FEM;SG
jüpiter	jupiter	jüpiter	jupiter	N;NOM;SG;3	N;NOM;MASC;SG
projeler	projekti	proje	projekt	N;NOM;PL;3	N;NOM;MASC;PL
patates	krompir	patates	krompir	N;NOM;SG;3	N;NOM;MASC;SG
patates	krompir	patates	krompir	N;NOM;SG;3	N;NOM;MASC;SG
büyükelçiliği	veleposlaništvo	büyükelçilik	veleposlaništvo	N;NOM;SG;3	N;NOM;NEUT;SG
etiketi	nalepka	etiket	nalepka	N;NOM;SG;3	N;NOM;FEM;SG
etiketi	oznaka	etiket	oznakati	N;NOM;SG;3	N;NOM;FEM;SG
görüntüleri	posnetki	görüntü	posnetek	N;NOM;PL;3	N;NOM;MASC;PL
hastalıklar	bolezni	hastalık	bolezen	N;NOM;PL;3	N;NOM;FEM;PL
hastalıklar	bolezni	hastalık	bolezen	N;NOM;PL;3	N;NOM;FEM;PL
çiftlik	farma	çiftlik	farma	N;NOM;SG;3	N;NOM;FEM;SG
çiftlik	kmetija	çiftlik	kmetija	N;NOM;SG;3	N;NOM;FEM;SG
çiftlik	ranč	çiftlik	ranč	N;NOM;SG;3	N;NOM;MASC;SG
görelilik	relativnost	görelilik	relativnost	N;NOM;SG;3	N;NOM;FEM;SG
gemiler	čolni	gemi	čoln	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	ladje	gemi	ladja	N;NOM;PL;3	N;NOM;FEM;PL
gemiler	posode	gemi	posoda	N;NOM;PL;3	N;NOM;FEM;PL
gemiler	plovila	gemi	plovilo	N;NOM;PL;3	N;NOM;NEUT;PL
listeleri	sezname	liste	seznam	N;ACC;PL;3	N;ACC;MASC;PL
silahları	topovi	silah	top	N;NOM;PL;3	N;NOM;MASC;PL
silahları	puške	silah	puška	N;NOM;PL;3	N;NOM;FEM;PL
silahları	pištole	silah	pištola	N;NOM;PL;3	N;NOM;FEM;PL
takvimi	koledar	takvim	koledar	N;NOM;SG;3	N;NOM;MASC;SG
indirme	naloži	in	nalož	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;IND;SG;3;PRS;FIN
kararlar	resolucije	karar	resolucija	N;NOM;PL;3	N;NOM;FEM;PL
kararlar	odločitve	karar	odločitev	N;NOM;PL;3	N;NOM;FEM;PL
kararlar	odločbe	karar	odločba	N;NOM;PL;3	N;NOM;FEM;PL
kararlar	sklepi	karar	sklep	N;NOM;PL;3	N;NOM;MASC;PL
giderler	izdatki	git	izdatek	N;NOM;PL;3	N;NOM;MASC;PL
giderler	stroški	git	strošek	N;NOM;PL;3	N;NOM;MASC;PL
dayanıklı	odporna	dayanıklı	odporen	ADJ	ADJ;NOM;FEM;SG
dayanıklı	odpornih	dayanıklı	odporen	ADJ	ADJ;GEN;MASC;PL
dayanıklı	odporni	dayanıklı	odporen	ADJ	ADJ;NOM;MASC;PL
dayanıklı	odporen	dayanıklı	odporen	ADJ	ADJ;NOM;INDF;MASC;SG
dayanıklı	trajen	dayanıklı	trajen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
dayanıklı	trajna	dayanıklı	trajen	ADJ	ADJ;NOM;FEM;SG
nemli	dank	nemli	danka		
olimpik	olympic	ol	olympica	N;NOM;SG;3	N;NOM;MASC;SG
işlemci	procesor	işlemci	procesor	N;NOM;SG;3	N;NOM;MASC;SG
işlemci	cpe	işlemci	cpeti	N;NOM;SG;3	N;NOM;MASC;SG
işlemci	procesor	işlemci	procesor	N;NOM;SG;3	N;NOM;MASC;SG
azınlık	manjšina	azınlık	manjšina	N;NOM;SG;3	N;NOM;FEM;SG
fakülte	fakulteta	fakül	fakulteta	N;NOM;SG;3	N;NOM;FEM;SG
konfederasyonu	konfederacijo	konfederasyon	konfederacija	N;ACC;SG;3	N;ACC;FEM;SG
makaleler	členi	makale	člen	N;NOM;PL;3	N;NOM;MASC;PL
makaleler	članki	makale	članek	N;NOM;PL;3	N;NOM;MASC;PL
makaleler	izdelki	makale	izdelek	N;NOM;PL;3	N;NOM;MASC;PL
futbolcular	nogometaši	futbolcu	nogometaš	N;NOM;PL;3	N;NOM;MASC;PL
danışma	svetovanje	danış	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışma	svetovanje	danış	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışma	posvet	danış	posvet	N;NOM;SG;3	N;NOM;MASC;SG
danışma	posvetovanje	danış	posvetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışma	svetovanje	danış	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
bağışıklık	imunost	bağışıklık	imunost	N;NOM;SG;3	N;NOM;FEM;SG
bağışıklık	odpornost	bağışıklık	odpornost	N;NOM;SG;3	N;NOM;FEM;SG
akışı	tok	akış	tok	N;NOM;SG;3	N;NOM;MASC;SG
akışı	pretok	akış	pretok	N;NOM;SG;3	N;NOM;MASC;SG
sorular	poizvedbe	soru	poizvedba	N;NOM;PL;3	N;NOM;FEM;PL
sorular	preiskave	soru	preiskava	N;NOM;PL;3	N;NOM;FEM;PL
sorular	vprašanja	soru	vprašanje	N;NOM;PL;3	N;NOM;NEUT;PL
erivan	erevan	erivan	erevan		
koleksiyonu	zbirko	koleksiyonu	zbirka	N;ACC;SG;3	N;ACC;FEM;SG
araplar	arabci	arap	arabec	N;NOM;PL;3	N;NOM;MASC;PL
çiçeği	cvet	çiçek	cvet	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	cvetka	çiçek	cvetka	N;NOM;SG;3	N;NOM;FEM;SG
çiçeği	cvet	çiçek	cvet	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	cveta	çiçek	cvet	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	roža	çiçek	roža	N;NOM;SG;3	N;NOM;FEM;SG
çiçeği	rožica	çiçek	rožica	N;NOM;SG;3	N;NOM;FEM;SG
karşıt	nasproti	karşıt	nasproti		
gözler	oči	göz	oči	N;NOM;PL;3	N;NOM;FEM;PL
yöntemler	metodologije	yöntem	metodologija	N;NOM;PL;3	N;NOM;FEM;PL
yöntemler	metode	yöntem	metoda	N;NOM;PL;3	N;NOM;FEM;PL
denizcilik	marinec	denizcilik	marinec	N;NOM;SG;3	N;NOM;MASC;SG
balıkçılık	ribištvo	balıkçılık	ribištvo	N;NOM;SG;3	N;NOM;NEUT;SG
balıkçılık	ribolov	balıkçılık	ribolov	N;NOM;SG;3	N;NOM;MASC;SG
balıkçılık	ribarjenje	balıkçılık	ribarjenje	N;NOM;SG;3	N;NOM;NEUT;SG
taraftar	ventilator	taraf	ventilator	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	oboževalec	taraf	oboževalec	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	navijač	taraf	navijač	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	oboževalka	taraf	oboževalka	N;NOM;SG;3	N;NOM;FEM;SG
yıldızları	zvezde	yıldız	zvezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızları	zvezdice	yıldız	zvezdica	N;NOM;PL;3	N;NOM;FEM;PL
blog	blog	blog	blog	N;NOM;SG;3	N;NOM;MASC;SG
üniversiteler	univerze	üniversite	univerza	N;NOM;PL;3	N;NOM;FEM;PL
üniversiteler	fakultete	üniversite	fakulteta	N;NOM;PL;3	N;NOM;FEM;PL
kelebek	metulja	kelebek	metulja	N;NOM;SG;3	N;NOM;MASC;SG
kelebek	metulj	kelebek	metulja	N;NOM;SG;3	N;NOM;MASC;SG
dikkatli	pozoren	dikkatli	pozoren	ADJ	ADJ;NOM;INDF;MASC;SG
araştırmacılar	raziskovalci	araştır	raziskovalec	N;NOM;PL;3	N;NOM;MASC;PL
araştırmacılar	preiskovalci	araştır	preiskovalec	N;NOM;PL;3	N;NOM;MASC;PL
yetenek	spretnost	yetenek	spretnost	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	veščina	yetenek	veščina	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	nadarjenost	yetenek	nadarjenost	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	talent	yetenek	talent	N;NOM;SG;3	N;NOM;MASC;SG
yetenek	zmožnost	yetenek	zmožnost	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	sposobnost	yetenek	sposobnost	N;NOM;SG;3	N;NOM;FEM;SG
malzemeler	sestavine	malzeme	sestavina	N;NOM;PL;3	N;NOM;FEM;PL
malzemeler	materiali	malzeme	material	N;NOM;PL;3	N;NOM;MASC;PL
malzemeler	zaloge	malzeme	zaloga	N;NOM;PL;3	N;NOM;FEM;PL
malzemeler	potrebščine	malzeme	potrebščina	N;NOM;PL;3	N;NOM;FEM;PL
listeler	seznami	liste	seznam	N;NOM;PL;3	N;NOM;MASC;PL
sesleri	zvoki	ses	zvok	N;NOM;PL;3	N;NOM;MASC;PL
sesleri	glasovi	ses	glas	N;NOM;PL;3	N;NOM;MASC;PL
ölçüm	merjenje	ölçüm	merjenje	N;NOM;SG;3	N;NOM;NEUT;SG
ölçüm	ukrep	ölçüm	ukrep	N;NOM;SG;3	N;NOM;MASC;SG
ölçüm	merilo	ölçüm	merilo	N;NOM;SG;3	N;NOM;NEUT;SG
ölçüm	merjenje	ölçüm	merjenje	N;NOM;SG;3	N;NOM;NEUT;SG
ölçüm	meritev	ölçüm	meritev	N;NOM;SG;3	N;NOM;FEM;SG
strateji	strategija	strateji	strategija	N;NOM;SG;3	N;NOM;FEM;SG
kuruluşlar	organizacije	kuruluş	organizacija	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	organizacije	kuruluş	organizacija	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	institucije	kuruluş	institucija	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	nosilci	kuruluş	nosilec	N;NOM;PL;3	N;NOM;MASC;PL
kuruluşlar	ustanove	kuruluş	ustanova	N;NOM;PL;3	N;NOM;FEM;PL
yükleme	naloži	yükle	nalož	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;SG;3;PRS;FIN
yükleme	namesti	yükle	namestiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;SG;3;PRS;FIN
yükleme	naloži	yükle	nalož	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;SG;3;PRS;FIN
bak	poglej	bak	poglej	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;FIN
başlatılan	začet	başla	začet	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
görüntüler	podobe	görüntü	podoba	N;NOM;PL;3	N;NOM;FEM;PL
görüntüler	slike	görüntü	slika	N;NOM;PL;3	N;NOM;FEM;PL
görüntüler	posnetki	görüntü	posnetek	N;NOM;PL;3	N;NOM;MASC;PL
ağzı	gobec	ağzı	gobec	N;NOM;SG;3	N;NOM;MASC;SG
işlemler	operacije	işlem	operacija	N;NOM;PL;3	N;NOM;FEM;PL
işlemler	transakcije	işlem	transakcija	N;NOM;PL;3	N;NOM;FEM;PL
taze	sveže	taze	sveže		
kurumlar	institucije	kurum	institucija	N;NOM;PL;3	N;NOM;FEM;PL
kurumlar	nosilci	kurum	nosilec	N;NOM;PL;3	N;NOM;MASC;PL
kurumlar	ustanove	kurum	ustanova	N;NOM;PL;3	N;NOM;FEM;PL
öneri	predlog	öneri	predlog	N;NOM;SG;3	N;NOM;MASC;SG
öneri	priporočilo	öneri	priporočiti	N;NOM;SG;3	N;NOM;NEUT;SG
öneri	predlog	öneri	predlog	N;NOM;SG;3	N;NOM;MASC;SG
öneri	predloga	öneri	predlog	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	mapa	rehber	mapa	N;NOM;SG;3	N;NOM;FEM;SG
rehberi	imenik	rehber	imenik	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	vodič	rehber	vodič	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	vodnik	rehber	vodnik	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	vodilo	rehber	vodilo	N;NOM;SG;3	N;NOM;NEUT;SG
hizmetler	storitve	hizmet	storitev	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	teme	başlık	tema	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	naslovi	başlık	naslov	N;NOM;PL;3	N;NOM;MASC;PL
başlıklar	naslovnice	başlık	naslovnica	N;NOM;PL;3	N;NOM;FEM;PL
palace	palača	palace	palača	N;NOM;SG;3	N;NOM;FEM;SG
kırdı	zlomil	kır	zlomiti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
düşmüş	padel	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
düşmüş	padla	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
düşmüş	padlo	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NEUT;SG;V.PTCP
düşmüş	padel	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
düşmüş	padla	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
düşmüş	padlo	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NEUT;SG;V.PTCP
denklemi	enačba	denklem	enačba	N;NOM;SG;3	N;NOM;FEM;SG
benfica	benfica	benfica	benfica	N;NOM;SG;3	N;NOM;FEM;SG
ilkeleri	načela	ilke	načelo	N;NOM;PL;3	N;NOM;NEUT;PL
ilkeleri	načeli	ilke	načelo	N;NOM;PL;3	N;NOM;NEUT;PL
ilkeleri	police	ilke	polica	N;NOM;PL;3	N;NOM;FEM;PL
ilkeleri	politike	ilke	politika	N;NOM;PL;3	N;NOM;FEM;PL
denetimi	revizija	denetim	revizija	N;NOM;SG;3	N;NOM;FEM;SG
denetimi	presoja	denetim	presoja	N;NOM;SG;3	N;NOM;FEM;SG
anlaşmazlık	nestrinjanje	anlaşmazlık	nestrinjanje	N;NOM;SG;3	N;NOM;NEUT;SG
anlaşmazlık	navzkrižje	anlaşmazlık	navzkrižje	N;NOM;SG;3	N;NOM;NEUT;SG
anlaşmazlık	spor	anlaşmazlık	spor	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	konflikt	anlaşmazlık	konflikt	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	spopad	anlaşmazlık	spopad	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	spor	anlaşmazlık	spor	N;NOM;SG;3	N;NOM;MASC;SG
sığır	goveje	sığır	goveji		
domates	paradižnik	domates	paradižnik	N;NOM;SG;3	N;NOM;MASC;SG
domates	paradižnik	domates	paradižnik	N;NOM;SG;3	N;NOM;MASC;SG
okullar	šole	okul	šola	N;NOM;PL;3	N;NOM;FEM;PL
çabaları	napori	çaba	napor	N;NOM;PL;3	N;NOM;MASC;PL
çabaları	prizadevanja	çaba	prizadevanje	N;NOM;PL;3	N;NOM;NEUT;PL
hikaye	zgodba	hika	zgodba	N;NOM;SG;3	N;NOM;FEM;SG
karışımı	mešanica	karışım	mešanica	N;NOM;SG;3	N;NOM;FEM;SG
cenazesi	pogreba	cenaze	pogreb	N;NOM;SG;3	N;NOM;MASC;SG
cenazesi	pogreb	cenaze	pogreb	N;NOM;SG;3	N;NOM;MASC;SG
fiat	fiat	fiat	fiat	N;NOM;SG;3	N;NOM;MASC;SG
hücreler	celice	hücre	celica	N;NOM;PL;3	N;NOM;FEM;PL
ormanları	gozdovi	orman	gozd	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	novinarji	gazeteci	novinar	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	novinarji	gazeteci	novinar	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	pogoji	şart	pogoj	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	zahteve	şart	zahteva	N;NOM;PL;3	N;NOM;FEM;PL
şartlar	izrazi	şart	izraz	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	pogoji	şart	pogoj	N;NOM;PL;3	N;NOM;MASC;PL
yakaladı	ujel	yakala	ujeti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
depremi	potres	deprem	potres	N;NOM;SG;3	N;NOM;MASC;SG
seçti	izbrala	seç	izbrati	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
seçti	izbral	seç	izbrati	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
ayakkabı	čevelj	ayakkabı	čevelj	N;NOM;SG;3	N;NOM;MASC;SG
ayakkabı	obutev	ayakkabı	obutev	N;NOM;SG;3	N;NOM;FEM;SG
öğrenmek	naučil	öğren	naučiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;V.PTCP
ibadet	čaščenje	ibadet	čaščenje	N;NOM;SG;3	N;NOM;NEUT;SG
garden	vrt	garden	vrt	N;NOM;SG;3	N;NOM;MASC;SG
