kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
zvyšky	ostanki	zvyšok	ostanek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
asp	asp	asp	asp	N;NOM;MASC;SG	N;NOM;MASC;SG
ročne	letno	ročnúť	letno	ADV	ADV
ročne	letno	ročnúť	letno	ADV	ADV
ročne	letno	ročnúť	letno	ADV	ADV
vzhľad	videz	vzhľad	videz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vzduch	zrak	vzduch	zrak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vzduch	air	vzduch	air	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pomaly	počasi	pomaly	počasi	ADV	ADV
pravidlo	pravilo	pravidlo	pravilo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vrstva	plast	vrstvo	plast	N;NOM;FEM;SG	N;NOM;FEM;SG
vrstva	sloj	vrstvo	sloj	N;NOM;FEM;SG	N;NOM;MASC;SG
objav	odkritje	objav	odkritje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
traja	tri	tri	trije	NUM;ANIM;NOM;MASC;PL	NUM;NOM;FEM;PL
traja	trije	tri	trije	NUM;ANIM;NOM;MASC;PL	NUM;NOM;MASC;PL
traja	tremi	tri	trije	NUM;ANIM;NOM;MASC;PL	NUM;NOM;FEM;PL
silne	odločno	silne	odločno	ADV	ADV
scény	prizori	scéna	prizor	N;NOM;FEM;PL	N;NOM;MASC;PL
scény	scene	scéna	scena	N;NOM;FEM;PL	N;NOM;FEM;PL
občas	včasih	občas	včasih	ADV	ADV
občas	občasno	občas	občasno	ADV	ADV
kosti	kosti	kosť	kost	N;NOM;FEM;PL	N;NOM;FEM;PL
kosti	kosti	kosť	kost	N;NOM;FEM;PL	N;NOM;FEM;PL
bulharsko	bolgarija	bulharsko	bolgarija	N;NOM;NEUT;SG	N;NOM;FEM;SG
dáva	daje	dávať	dajati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
prepis	prepis	prepis	prepis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prepis	transliteracija	prepis	transliteracija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vážne	resno	vážne	resno	ADV	ADV
vážne	resno	vážne	resno	ADV	ADV
vážne	res	vážne	res	ADV	ADV
vážne	resnično	vážne	resnično	ADV	ADV
vážne	zares	vážne	zares	ADV	ADV
zlúčeniny	spojine	zlúčeniny	spojin	N;NOM;FEM;PL	N;NOM;FEM;PL
komunikácie	komunikacije	komunikácia	komunikacija	N;NOM;FEM;PL	N;NOM;FEM;PL
určite	vsekakor	určite	vsekakor	PART	PART
určite	vsekakor	určite	vsekakor	PART	PART
massachusetts	massachusetts	massachusetts	massachusetts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vtáky	ptički	vták	ptiček	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vtáky	ptiči	vták	ptič	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vtáky	ptice	vták	ptica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
microsoft	microsoft	microsoft	microsoft	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozdelené	deljena	rozdelený	deljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
rozdelené	deljeno	rozdelený	deljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
rozdelené	razdeljeno	rozdelený	razdeljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
rozdelené	razdeljen	rozdelený	razdeljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
knižnice	knjižnice	knižnica	knjižnica	N;NOM;FEM;PL	N;NOM;FEM;PL
týždňov	tednov	týždeň	teden	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
vodných	vodnih	vodný	voden	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;PL
umelec	umetnik	umelec	umetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
umelec	izvajalec	umelec	izvajalec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
umelec	umetnica	umelec	umetnica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
básnici	pesniki	básnik	pesnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
reakcia	reakcija	reakcia	reakcija	N;NOM;FEM;SG	N;NOM;FEM;SG
reakcia	odziv	reakcia	odziv	N;NOM;FEM;SG	N;NOM;MASC;SG
reakcia	odzivanje	reakcia	odzivanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
reakcia	odziv	reakcia	odziv	N;NOM;FEM;SG	N;NOM;MASC;SG
rozsah	obseg	rozsah	obseg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozsah	razpon	rozsah	razpon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozsah	oddaljenost	rozsah	oddaljenost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
najstarší	najstarejša	barý	star	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;RL;FEM;SG
najstarší	najstarejši	barý	star	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
najstarší	najstarejša	barý	star	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;RL;FEM;SG
najstarší	najstarejši	barý	star	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
poznámka	opomba	poznámka	opomba	N;NOM;FEM;SG	N;NOM;FEM;SG
poznámka	pripomba	poznámka	pripomba	N;NOM;FEM;SG	N;NOM;FEM;SG
pobrežie	obala	pobrežie	obala	N;NOM;NEUT;SG	N;NOM;FEM;SG
pobrežie	morje	pobrežie	morje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pobrežie	obala	pobrežie	obala	N;NOM;NEUT;SG	N;NOM;FEM;SG
pobrežie	obala	pobrežie	obala	N;NOM;NEUT;SG	N;NOM;FEM;SG
modrá	modri	modrý	moder	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
modrá	modra	modrý	moder	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sapiens	sapiens	sapiens	sapiens	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príslušnosť	pripadnost	príslušnosť	pripadnost	N;NOM;FEM;SG	N;NOM;FEM;SG
príslušnosť	pristojnost	príslušnosť	pristojnost	N;NOM;FEM;SG	N;NOM;FEM;SG
bratia	bratje	brat	bratje	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
geobox	geobox	geobox	geobox	N;NOM;MASC;SG	N;NOM;MASC;SG
situácie	situacije	situácia	situacija	N;NOM;FEM;PL	N;NOM;FEM;PL
látka	snov	látka	snov	N;NOM;FEM;SG	N;NOM;FEM;SG
hlavu	glavo	hlava	glava	N;ACC;FEM;SG	N;ACC;FEM;SG
mesiaci	mesec	mesiac	mesec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
mesiaci	luna	mesiac	luna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
mesiaci	luni	mesiac	luniti	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
patrilo	pripadal	patriť	pripadati	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
patrilo	pripadala	patriť	pripadati	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
portrét	portret	portrét	portret	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
portrét	skica	portrét	skica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
slováci	slovaki	slováci	slovak	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
verejné	javna	verejný	javen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
začne	prične	začať	pričeti	V;PFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
ženské	ženski	ženský	ženski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
zákony	zakoni	zákon	zakon	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
jav	fenomen	jav	fenomen	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
jav	pojav	jav	pojav	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zvýšenie	povečanje	zvýšenie	povečanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zvýšenie	zvišanje	zvýšenie	zvišanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zvýšenie	povišanje	zvýšenie	povišanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
orgány	oblasti	orgán	oblast	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
orgány	organi	orgán	organ	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
orgány	telesa	orgán	telo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
riadenie	upravljanje	riadenie	upravljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
riadenie	obvladovanje	riadenie	obvladovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
riadenie	krmiljenje	riadenie	krmiljenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
riadenie	upravljanje	riadenie	upravljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
riadenie	vodenje	riadenie	vodenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sèvres	sèvres	sèvres	sèvres	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
astronaut	astronavt	astronaut	astronavt	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
formát	oblika	formát	oblika	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
formát	format	formát	format	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pripomína	opozarja	pripomínať	opozarjati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
pripomína	spominja	pripomínať	spominjati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
vytvorená	ustvarjen	vytvorený	ustvarjen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
vytvorená	ustvarjeno	vytvorený	ustvarjen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vytvorená	ustvarjena	vytvorený	ustvarjen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
moderné	moderna	moderný	moderen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
moderné	sodobno	moderný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
moderné	sodobna	moderný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
moderné	sodobni	moderný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
kritériá	kriteriji	kritérium	kriterij	N;NOM;NEUT;PL	N;NOM;MASC;PL
kritériá	merila	kritérium	meriti	N;NOM;NEUT;PL	N;NOM;NEUT;PL
symboly	simboli	symbol	simbol	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
diaľnice	avtoceste	diaľnica	avtocesta	N;NOM;FEM;PL	N;NOM;FEM;PL
diaľnice	avtoceste	diaľnica	avtocesta	N;NOM;FEM;PL	N;NOM;FEM;PL
diaľnice	avtoceste	diaľnica	avtocesta	N;NOM;FEM;PL	N;NOM;FEM;PL
národnosť	državljanstvo	národnosť	državljanstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
vedci	znanstveniki	vedci	znanstvenik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
kráľovské	kraljevi	kráľovský	kraljev	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
kráľovské	kraljevsko	kráľovský	kraljevski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
kráľovské	kraljevo	kráľovský	kraljev	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
južný	južna	južný	južen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
južný	južni	južný	južen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
južný	južna	južný	južen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
hlava	glava	hlava	glava	N;NOM;FEM;SG	N;NOM;FEM;SG
hlava	glavobol	hlava	glavobol	N;NOM;FEM;SG	N;NOM;MASC;SG
hlava	naziv	hlava	naziv	N;NOM;FEM;SG	N;NOM;MASC;SG
gabriel	gabriel	gabrieť	gabriel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
súčasné	trenutni	súčasný	trenuten	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
súčasné	trenutna	súčasný	trenuten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
súčasné	sedanji	súčasný	sedanji	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
súčasné	sočasni	súčasný	sočasen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
súčasné	sočasna	súčasný	sočasen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
súčasné	hkratno	súčasný	hkraten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
súčasné	sodobno	súčasný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
súčasné	sodobna	súčasný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
súčasné	sodobni	súčasný	sodoben	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
rusi	rusi	rus	rus	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
prístav	harbor	prístava	harbor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prístav	pristanišče	prístava	pristanišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
prístav	port	prístava	port	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prístav	harbour	prístava	harbour	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
letné	poletna	letný	poleten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
letné	poletni	letný	poleten	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
letné	poletno	letný	poleten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dvor	dvorišče	dvor	dvorišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dvor	ladjedelnica	dvor	ladjedelnica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dvor	dvorišče	dvor	dvorišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dvor	sodišče	dvor	sodišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dvor	dvor	dvor	dvor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dvor	dvorišče	dvor	dvorišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ponožky	nogavice	ponožky	nogavica	N;NOM;FEM;PL	N;NOM;FEM;PL
mladší	mlajši	mladý	mlad	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
mladší	mlajša	mladý	mlad	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
mladší	mlajše	mladý	mlad	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
komisia	komisija	komisia	komisija	N;NOM;FEM;SG	N;NOM;FEM;SG
komisia	provizija	komisia	provizija	N;NOM;FEM;SG	N;NOM;FEM;SG
medaila	medalja	medail	medalja	N;NOM;FEM;SG	N;NOM;FEM;SG
india	indija	india	indija	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
mužský	moško	mužský	moški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mužský	moška	mužský	moški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
diskusie	razprave	diskusie	razprava	N;NOM;FEM;PL	N;NOM;FEM;PL
diskusie	razprave	diskusie	razprava	N;NOM;FEM;PL	N;NOM;FEM;PL
diskusie	razprave	diskusie	razprava	N;NOM;FEM;PL	N;NOM;FEM;PL
prichádza	prihaja	prichádzať	prihajati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
tabuľa	tableta	tabuľa	tableta	N;NOM;FEM;SG	N;NOM;FEM;SG
tabuľa	tablica	tabuľa	tablica	N;NOM;FEM;SG	N;NOM;FEM;SG
tabuľa	tabla	tabuľa	tabel	N;NOM;FEM;SG	N;NOM;FEM;SG
historická	zgodovinski	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
historická	zgodovinska	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
historická	zgodovinsko	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
historická	zgodovinski	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
historická	zgodovinsko	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
historická	zgodovinska	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
fázy	faze	fáza	faza	N;NOM;FEM;PL	N;NOM;FEM;PL
fázy	faze	fáza	faza	N;NOM;FEM;PL	N;NOM;FEM;PL
fázy	stopnje	fáza	stopnja	N;NOM;FEM;PL	N;NOM;FEM;PL
ochranné	zaščitna	ochranný	zaščiten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ochranné	zaščitno	ochranný	zaščiten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rozmery	mere	rozmer	mera	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
rozmery	dimenzije	rozmer	dimenzija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
oscara	oscarja	oscar	oscarjati	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
oscara	oskar	oscar	oskar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dokument	dokumenta	dokument	dokument	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dokument	dokument	dokument	dokument	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dokument	dokumentarec	dokument	dokumentarec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
okresov	okrožij	okres	okrožje	N;INAN;GEN;MASC;PL	N;GEN;NEUT;PL
saturn	saturn	saturn	saturn	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zostava	skupščina	zostava	skupščina	N;NOM;FEM;SG	N;NOM;FEM;SG
zostava	sklop	zostava	sklop	N;NOM;FEM;SG	N;NOM;MASC;SG
zostava	sestavljanje	zostava	sestavljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
zostava	sestav	zostava	sestav	N;NOM;FEM;SG	N;NOM;MASC;SG
zostava	postava	zostava	postava	N;NOM;FEM;SG	N;NOM;FEM;SG
tepla	vročina	tepnúť	vročina	N;NOM;NEUT;SG	N;NOM;FEM;SG
tepla	toplota	tepnúť	toplota	N;NOM;NEUT;SG	N;NOM;FEM;SG
služba	storitev	služba	storitev	N;NOM;FEM;SG	N;NOM;FEM;SG
služba	servis	služba	servis	N;NOM;FEM;SG	N;NOM;MASC;SG
štvrť	soseska	štvrť	sosesk	N;NOM;FEM;SG	N;NOM;FEM;SG
štvrť	soseska	štvrť	sosesk	N;NOM;FEM;SG	N;NOM;FEM;SG
prípravy	priprave	príprava	priprava	N;NOM;FEM;PL	N;NOM;FEM;PL
prípravy	pripravki	príprava	pripravek	N;NOM;FEM;PL	N;NOM;MASC;PL
prípravy	preparati	príprava	preparati	N;NOM;FEM;PL	N;NOM;MASC;PL
uvedená	pretočno	uvedený	pretočno	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
vincent	vincent	vincent	vincent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tituly	naslovi	titula	naslov	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
helena	helena	helena	helen	N;NOM;FEM;SG	N;NOM;FEM;SG
helena	helena	helena	helen	N;NOM;FEM;SG	N;NOM;FEM;SG
správca	administrator	správca	administrator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	upravitelj	správca	upravitelj	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	vzdrževalec	správca	vzdrževalec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	upravnik	správca	upravnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	upravitelj	správca	upravitelj	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	upravljalnik	správca	upravljalnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správca	menedžer	správca	menedžer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rastie	raste	rásť	rasti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
rastie	dviga	rásť	dvigati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
rastie	narašča	rásť	naraščati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
rastie	raste	rásť	rasti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
urobiť	naredi	urobiť	narediti	V;PFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
rozhodli	odločili	rozhodnúť	odločiti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
asociácie	združenji	asociácia	združenje	N;NOM;FEM;PL	N;NOM;NEUT;PL
asociácie	združenja	asociácia	združenje	N;NOM;FEM;PL	N;NOM;NEUT;PL
prototyp	prototip	prototyp	prototip	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
verejnosť	javnost	verejnosť	javnost	N;NOM;FEM;SG	N;NOM;FEM;SG
parametre	parametri	parametre	parameter	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
obrázky	podobe	obrázok	podoba	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obrázky	slike	obrázok	slika	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obrázky	slike	obrázok	slika	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
hip	boka	hip	bok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
napätie	napetost	napätie	napetost	N;NOM;NEUT;SG	N;NOM;FEM;SG
napätie	napetost	napätie	napetost	N;NOM;NEUT;SG	N;NOM;FEM;SG
režim	način	režiť	način	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
režim	ureditev	režiť	ureditev	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
režim	režim	režiť	režim	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
naposledy	nazadnje	naposledy	nazadnje	ADV	ADV
navštívil	obiskal	navštíviť	obiskati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
navštívil	obiskala	navštíviť	obiskati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
manažér	upravnik	manažér	upravnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
manažér	upravitelj	manažér	upravitelj	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
manažér	upravljalnik	manažér	upravljalnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
manažér	menedžer	manažér	menedžer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
erb	grb	erb	grb	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
analýza	analiza	analýza	analiza	N;NOM;FEM;SG	N;NOM;FEM;SG
plyn	bencin	plyn	bencin	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plyn	gas	plyn	gas	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plyn	plin	plyn	plin	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zelená	zeleni	zelený	zelen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
zelená	zelena	zelený	zelen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vedec	znanstvenik	vedec	znanstvenik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedec	znanstvenica	vedec	znanstvenica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
archív	arhiv	archív	arhiv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
archív	arhiv	archív	arhiv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vládcovia	vladarji	vládca	vladar	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
polohy	položaji	poloha	položaj	N;NOM;FEM;PL	N;NOM;MASC;PL
polohy	stališča	poloha	stališče	N;NOM;FEM;PL	N;NOM;NEUT;PL
polohy	pozicije	poloha	pozicija	N;NOM;FEM;PL	N;NOM;FEM;PL
rast	rast	rast	rast	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
združenia	združenji	združenie	združenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
združenia	združenja	združenie	združenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
združenia	bazeni	združenie	bazen	N;NOM;NEUT;PL	N;NOM;MASC;PL
otázka	vprašanje	otázka	vprašanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
otázka	vprasanje	otázka	vprasanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
mince	kovanci	minca	kovanec	N;NOM;FEM;PL	N;NOM;MASC;PL
mince	kovanci	minca	kovanec	N;NOM;FEM;PL	N;NOM;MASC;PL
povolanie	poklic	povolanie	poklic	N;NOM;NEUT;SG	N;NOM;MASC;SG
povolanie	poklic	povolanie	poklic	N;NOM;NEUT;SG	N;NOM;MASC;SG
štúdie	študije	štúdia	študija	N;NOM;NEUT;PL	N;NOM;FEM;PL
heslo	geslo	heslo	geslo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
švajčiarsky	švicarski	švajčiarsky	švicarski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
švajčiarsky	švicarska	švajčiarsky	švicarski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
čierne	črno	čierny	črn	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
čierne	črn	čierny	črn	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
čierne	črni	čierny	črn	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
čierne	črna	čierny	črn	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
rozhodne	vsekakor	rozhodne	vsekakor	PART	PART
williams	williams	williams	williams	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
finančné	finančno	finančný	finančen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
finančné	finančna	finančný	finančen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
silný	močan	silný	močen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
silný	močna	silný	močen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
