年	tahun	年	tahun	N	N;SG
片段	fragmen	片段	fragmen	N	N;SG
片段	klip	片段	klip	N	N;SG
劇團	rombongan	劇團	rombongan	N	N;SG
泡	gelembung	泡	gelembung	N	N;SG
政治	politbiro	政治	politbiro	N	N
諮詢	konsultasi	諮詢	konsultasi	N	N;SG
諮詢	konsultasi	諮詢	konsultasi	N	N;SG
諮詢	konsultan	諮詢	konsultan	N	N;SG
分離	berpisah	分離	berpisah	V	V;SG;ACT
分離	pisahkan	分離	pisahkan	V	V;SG;ACT
分離	memisahkan	分離	menpisahkan	V	V;SG;ACT
分離	dipisah	分離	dipisah	V	V;SG;PASS
品質	kualitas	品質	kualitas	N	N;SG
品質	kualitas	品質	kualitas	N	N;SG
液	cairan	液	cairan	N	N;SG
液	fluida	液	fluida	N	N
液	cairan	液	cairan	N	N;SG
液	cair	液	cair	N	N;SG
詩人	penyair	詩人	penyair	N	N
詩人	pujangga	詩人	pujangga	N	N
辦法	metoda	辦法	metoda	N	N;SG
辦法	metode	辦法	metode	N	N;SG
資產	aset	資產	aset	N	N;SG
資產	aset	資產	aset	N	N;SG
紀錄	dokumenter	紀錄	dokumenter	N	N;SG
夢想	impian	夢想	impian	N	N;SG
夢想	mimpi	夢想	mimpi	N	N;SG
夢想	mimpi	夢想	mimpi	N	N;SG
夢想	impian	夢想	impian	N	N;SG
覆蓋	menimpa	覆蓋	mentimpa	V	V;SG;ACT
覆蓋	tutupi	覆蓋	tutupi	V	V;SG;ACT
覆蓋	menimpa	覆蓋	mentimpa	V	V;SG;ACT
寫作	tulis	寫作	tulis	N	N;SG;ACT
寫作	penulisan	寫作	pentulisan	N	N;SG
寫作	tulisan	寫作	tulisan	N	N;SG
弦	chord	弦	chord	N	N
弦	akord	弦	akord	N	N;SG
弦	untaian	弦	untaian	N	N;SG
弦	string	弦	string	N	N
溝通	berkomunikasi	溝通	berkomunikasi	V	V;SG;ACT
溝通	berkomunikasi	溝通	berkomunikasi	V	V;SG;ACT
日記	jurnal	日記	jurnal	N	N;SG
大地	bumi	大地	bumi	N	N;SG
醇	alkohol	醇	alkohol	N	N;SG
苯	benzena	苯	benzena	N	N;SG
世代	generasi	世代	generasi	N	N;SG
世代	generasi	世代	generasi	N	N;SG
王室	royalti	王室	royalti	N	N;SG
航空	operator	航空	operator	N	N;SG
航空	pembawa	航空	penbawa	N	N;SG
決議	resolusi	決議	resolusi	N	N;SG
姐妹	saudara	姐妹	saudara	N	N;SG
姐妹	suster	姐妹	suster	N	N
姐妹	adik	姐妹	adik	N	N;SG
姐妹	suster	姐妹	suster	N	N
姐妹	kakak	姐妹	kakak	N	N;SG
草原	sabana	草原	sabana	N	N
發音	diucapkan	發音	diucapkan	V	V;SG;PASS
高地	pegunungan	高地	pegunungan	N	N;SG
高地	highland	高地	highland	N	N
高地	ketinggian	高地	ketinggian	N	N;SG
王位	tahta	王位	tahta	N	N;SG
王位	singgasana	王位	singgasana	N	N
王位	takhta	王位	takhta	N	N;SG
省份	propinsi	省份	propinsi	N	N;SG
省份	propinsi	省份	propinsi	N	N;SG
試驗	percobaan	試驗	percobaan	N	N;SG
試驗	eksperimen	試驗	eksperimen	N	N;SG
試驗	pengujian	試驗	penujian	N	N;SG
試驗	percobaan	試驗	percobaan	N	N;SG
試驗	eksperimen	試驗	eksperimen	N	N;SG
試驗	ujian	試驗	ujian	N	N;SG
試驗	pengujian	試驗	penujian	N	N;SG
試驗	tes	試驗	tes	N	N;SG
習慣	kebiasaan	習慣	kebiasaan	N	N;SG
酮	keton	酮	keton	N	N
資金	dana	資金	dana	N	N;SG
忍者	ninja	忍者	ninja	N	N
忍者	ninja	忍者	ninja	N	N
機制	mekanisme	機制	mekanisme	N	N;SG
機制	mekanisme	機制	mekanisme	N	N;SG
尤其	khususnya	尤其	khususnya	ADV	ADV
尤其	terutama	尤其	terutama	ADV	ADV;RL;SG
紙	koran	紙	koran	N	N;SG
紙	makalah	紙	makalah	N	N;SG
紙	kertas	紙	kertas	N	N;SG
降落	mendarat	降落	mendarat	V	V;SG;ACT
五	lima	五	lima	NUM	NUM
巢	sarang	巢	sarang	N	N;SG
輸出	output	輸出	output	N	N
輸出	keluaran	輸出	keluaran	N	N;SG
水利	hidrolik	水利	hidrolik	N	N
藥	kedokteran	藥	kedokteran	N	N;SG
藥	obat	藥	obat	N	N;SG
思考	pemikiran	思考	penpikiran	N	N;SG
思考	refleksi	思考	refleksi	N	N;SG
思考	renungan	思考	renungan	N	N;SG
思考	refleksi	思考	refleksi	N	N;SG
思考	cerminan	思考	cerminan	N	N;SG
思考	pantulan	思考	pantulan	N	N;SG
慶祝	merayakannya	慶祝	menrayakan	V	V;SG;ACT
慶祝	merayakan	慶祝	menrayakan	V	V;SG;ACT
慶祝	merayakannya	慶祝	menrayakan	V	V;SG;ACT
慶祝	merayakan	慶祝	menrayakan	V	V;SG;ACT
慶祝	muliakanlah	慶祝	muliakan	V	V;SG;ACT
慶祝	rayakan	慶祝	rayakan	V	V;SG;ACT
認證	sertifikasi	認證	sertifikasi	N	N;SG
認證	otentikasi	認證	otentikasi	N	N;SG
認證	autentikasi	認證	autentikasi	N	N;SG
認證	sertifikasi	認證	sertifikasi	N	N;SG
生長	berkembang	生長	berkembang	V	V;SG;ACT
生長	tumbuh	生長	tumbuh	V	V;SG;ACT
生長	bertumbuh	生長	bertumbuh	V	V;SG;ACT
生長	menumbuhkan	生長	mentumbuhkan	V	V;SG;ACT
生長	tumbuhkan	生長	tumbuhkan	V	V;SG;ACT
生長	kembangkan	生長	kembangkan	V	V;SG;ACT
生長	tumbuh	生長	tumbuh	V	V;SG;ACT
生長	bertumbuh	生長	bertumbuh	V	V;SG;ACT
老人	manula	老人	manula	N	N;SG
情人	pecinta	情人	pecinta	N	N;SG
情人	pencinta	情人	pencinta	N	N;SG
情人	pecinta	情人	pecinta	N	N;SG
情人	kekasih	情人	kekasih	N	N;SG
放置	menempatkan	放置	mentempatkan	V	V;SG;ACT
性別	seks	性別	seks	N	N;SG
腔	rongga	腔	rongga	N	N;SG
邊界	perbatasan	邊界	perbatasan	N	N;SG
邊界	batas	邊界	batas	N	N;SG
邊界	perbatasan	邊界	perbatasan	N	N;SG
邊界	tepi	邊界	tepi	N	N;SG
邊界	tepian	邊界	tepian	N	N;SG
邊界	batas	邊界	batas	N	N;SG
差距	disparitas	差距	disparitas	N	N
差距	celah	差距	celah	N	N;SG
差距	kesenjangan	差距	kesenjangan	N	N;SG
差距	kesenjangan	差距	kesenjangan	N	N;SG
差距	celah	差距	celah	N	N;SG
盒	boks	盒	boks	N	N;SG
盒	kotak	盒	kotak	N	N;SG
牆	tembok	牆	tembok	N	N;SG
牆	dinding	牆	dinding	N	N;SG
牆	tembok	牆	tembok	N	N;SG
牆	dinding	牆	dinding	N	N;SG
貨幣	moneter	貨幣	moneter	N	N;SG
微	microsoft	微	microsoft	N	N
企圖	dicoba	企圖	dicoba	V	V;SG;PASS
蝴蝶	sampek	蝴蝶	sampek	N	N
社團	asosiasi	社團	asosiasi	N	N;SG
優勢	keunggulan	優勢	keunggulan	N	N;SG
優勢	keuntungan	優勢	keuntungan	N	N;SG
優勢	keunggulan	優勢	keunggulan	N	N;SG
優勢	kelebihan	優勢	kelebihan	N	N;SG
優勢	keuntungan	優勢	keuntungan	N	N;SG
優勢	keunggulan	優勢	keunggulan	N	N;SG
舌	lidah	舌	lidah	N	N;SG
現實	kenyataan	現實	kenyataan	N	N;SG
現實	realitas	現實	realitas	N	N;SG
現實	realita	現實	realita	N	N;SG
形態	morfologi	形態	morfologi	N	N
真相	kebenaran	真相	kebenaran	N	N;SG
車廂	kompartemen	車廂	kompartemen	N	N;SG
礁	karang	礁	karang	N	N;SG
礁	terumbu	礁	terumbu	N	N;SG
假設	hipotesis	假設	hipotesis	N	N
假設	asumsi	假設	asumsi	N	N;SG
假設	asumsi	假設	asumsi	N	N;SG
假設	hipotesis	假設	hipotesis	N	N
轉移	mentransfer	轉移	mentransfer	V	V;SG;ACT
周邊	perimeter	周邊	perimeter	N	N;SG
周邊	sekitarnya	周邊	sekitar	N	N
周邊	periferal	周邊	periferal	N	N;SG
排除	dikecualikan	排除	dikecualikan	V	V;SG;PASS
婦女	wanita	婦女	wanita	N	N;SG
婦女	perempuan	婦女	perempuan	N	N;SG
改進	ditingkatkan	改進	ditingkatkan	V	V;SG;PASS
改進	disempurnakan	改進	disempurnakan	V	V;SG;PASS
改進	meningkatkan	改進	mentingkatkan	V	V;SG;ACT
改進	tingkatkan	改進	tingkatkan	V	V;SG;ACT
改進	meningkatkan	改進	mentingkatkan	V	V;SG;ACT
正義	keadilan	正義	keadilan	N	N;SG
艇	perahu	艇	perahu	N	N;SG
艇	kapal	艇	kapal	N	N;SG
艇	perahu	艇	perahu	N	N;SG
模擬	simulasi	模擬	simulasi	N	N;SG
模擬	simulasi	模擬	simulasi	N	N;SG
貨物	kargo	貨物	kargo	N	N
貨物	muatan	貨物	muatan	N	N;SG
貨物	barangnya	貨物	barang	N	N;SG
貨物	barang	貨物	barang	N	N;SG
局部	sebagian	局部	sebagian	N	N;SG
局部	sebagian	局部	sebagian	N	N;SG
天才	bakat	天才	bakat	N	N;SG
天才	talenta	天才	talenta	N	N;SG
天才	bakatnya	天才	bakat	N	N;SG
影響	berdampak	影響	berdampak	V	V;SG;ACT
影響	pengaruhi	影響	pengaruhi	V	V;SG;ACT
影響	memengaruhi	影響	memengaruhi	V	V
附屬	afiliasi	附屬	afiliasi	N	N;SG
海峽	selat	海峽	selat	N	N
海峽	kanal	海峽	kanal	N	N
海峽	channel	海峽	channel	N	N
海峽	saluran	海峽	saluran	N	N;SG
她們	mereka	她	mereka	PRO;PL;3	PRO;PL;3
保育	konservasi	保育	konservasi	N	N;SG
爪	cakar	爪	cakar	N	N;SG
爪	cakar	爪	cakar	N	N;SG
爪	cakar	爪	cakar	N	N;SG
筆	pensil	筆	pensil	N	N
筆	pulpen	筆	pulpen	N	N
垃圾	sampah	垃圾	sampah	N	N;SG
垃圾	sampah	垃圾	sampah	N	N;SG
垃圾	sampah	垃圾	sampah	N	N;SG
音樂	konser	音樂	konser	N	N;SG
音樂	konser	音樂	konser	N	N;SG
國籍	kewarganegaraan	國籍	kewarganegaraan	N	N;SG
國籍	kebangsaan	國籍	kebangsaan	N	N;SG
跨	menyeberang	跨	menseberang	V	V;SG;ACT
跨	melintas	跨	menlintas	V	V;SG;ACT
暖	hangat	暖	hangat	N	N;SG
刺激	merangsang	刺激	menrangsang	V	V;SG;ACT
刺激	merangsang	刺激	menrangsang	V	V;SG;ACT
借用	meminjam	借用	menpinjam	V	V;SG;ACT
借用	meminjam	借用	menpinjam	V	V;SG;ACT
勇士	pejuang	勇士	pejuang	N	N;SG
勇士	prajurit	勇士	prajurit	N	N;SG
勇士	prajurit	勇士	prajurit	N	N;SG
勇士	pejuang	勇士	pejuang	N	N;SG
因子	faktor	因子	faktor	N	N;SG
儲存	menimbun	儲存	mentimbun	V	V;SG;ACT
卡通	kartun	卡通	kartun	N	N;SG
卡通	kartun	卡通	kartun	N	N;SG
成年	kedewasaan	成年	kedewasaan	N	N;SG
職位	posisi	職位	posisi	N	N;SG
職位	posisi	職位	posisi	N	N;SG
職位	jabatan	職位	jabatan	N	N;SG
事後	sesudahnya	事後	sesudah	N	N;SG
水晶	kristal	水晶	kristal	N	N;SG
水晶	kristal	水晶	kristal	N	N;SG
那	itu	那	itu	DET	DET
訊號	sinyal	訊號	sinyal	N	N;SG
訊號	signal	訊號	signal	N	N;SG
訊號	sinyal	訊號	sinyal	N	N;SG
訊號	signal	訊號	signal	N	N;SG
血液	darah	血液	darah	N	N;SG
後方	belakang	後方	belakang	N	N;SG
主人	guru	主人	guru	N	N;SG
審查	ulasan	審查	ulasan	N	N;SG
審查	resensi	審查	resensi	N	N;SG
審查	tinjauan	審查	tinjauan	N	N;SG
審查	tinjauan	審查	tinjauan	N	N;SG
審查	ulasan	審查	ulasan	N	N;SG
審查	sensor	審查	sensor	N	N;SG
審查	penyensoran	審查	pensensoran	N	N;SG
福音	injil	福音	injil	N	N;SG
最快	tercepat	最快	tercepat	ADJ	ADJ;RL;SG
可能	kemungkinannya	可能	kemungkinan	N	N;SG
可能	kemungkinan	可能	kemungkinan	N	N;SG
可能	probabilitas	可能	probabilitas	N	N
可能	kemungkinannya	可能	kemungkinan	N	N;SG
可能	kemungkinan	可能	kemungkinan	N	N;SG
可能	kemungkinan	可能	kemungkinan	N	N;SG
較高	tinggi	較高	tinggi	ADJ	ADJ;SG
標示	menandai	標示	mentandai	V	V;SG;ACT
標示	tandai	標示	tandai	V	V;SG;ACT
經濟	ekonomi	經濟	ekonomi	N	N;SG
草地	rumput	草地	rumput	N	N;SG
草地	rumput	草地	rumput	N	N;SG
草地	rerumputan	草地	rerumputan	N	N;SG
中午	siang	中午	siang	N	N;SG
談判	bernegosiasi	談判	bernegosiasi	V	V;SG;ACT
談判	bernegosiasi	談判	bernegosiasi	V	V;SG;ACT
流通	mengalir	流通	menalir	V	V;SG;ACT
流通	mengalirlah	流通	menalir	V	V;SG;ACT
流通	beredar	流通	beredar	V	V;SG;ACT
費用	biaya	費用	biaya	N	N;SG
費用	biayanya	費用	biaya	N	N;SG
費用	biaya	費用	biaya	N	N;SG
費用	biaya	費用	biaya	N	N;SG
費用	biayanya	費用	biaya	N	N;SG
費用	biaya	費用	biaya	N	N;SG
購物	ruko	購物	ruko	N	N
購物	toko	購物	toko	N	N;SG
購物	belanja	購物	belanja	N	N;SG
購物	belanja	購物	belanja	N	N;SG
天氣	cuaca	天氣	cuaca	N	N;SG
最少	minimum	最少	minimum	ADJ	ADJ;SG
最少	minimal	最少	minimal	ADJ	ADJ;SG
撤銷	cabut	撤銷	cabut	V	V;SG;ACT
撤銷	batalkan	撤銷	batalkan	V	V;SG;ACT
外觀	fasad	外觀	fasad	N	N;SG
外觀	penampilan	外觀	pentampilan	N	N;SG
外觀	tampilan	外觀	tampilan	N	N;SG
氣體	gas	氣體	gas	N	N;SG
氣體	gas	氣體	gas	N	N;SG
盟軍	sekutu	盟軍	sekutu	N	N;SG
盟軍	sekutu	盟軍	sekutu	N	N;SG
灰色	kelabu	灰色	kelabu	N	N
灰色	kelabu	灰色	kelabu	N	N
秩序	pesanan	秩序	pesanan	N	N;SG
秩序	pemesanan	秩序	penpesanan	N	N;SG
秩序	urutan	秩序	urutan	N	N;SG
侵略	invasi	侵略	invasi	N	N;SG
侵略	agresi	侵略	agresi	N	N;SG
鋼琴	piano	鋼琴	piano	N	N
監獄	penjara	監獄	penjara	N	N;SG
監獄	penjara	監獄	penjara	N	N;SG
監獄	penjara	監獄	penjara	N	N;SG
促進	berpromosi	促進	berpromosi	V	V;SG;ACT
促進	mempromosikan	促進	menpromosikan	V	V;SG;ACT
區間	interval	區間	interval	N	N
邊境	perbatasan	邊境	perbatasan	N	N;SG
邊境	batas	邊境	batas	N	N;SG
邊境	perbatasan	邊境	perbatasan	N	N;SG
邊境	tepi	邊境	tepi	N	N;SG
邊境	tepian	邊境	tepian	N	N;SG
邊境	perbatasan	邊境	perbatasan	N	N;SG
獵	perburuan	獵	perburuan	N	N;SG
遺產	warisan	遺產	warisan	N	N;SG
遺產	pewaris	遺產	penwaris	N	N;SG
遺產	warisan	遺產	warisan	N	N;SG
遺產	warisan	遺產	warisan	N	N;SG
獨特	unik	獨特	unik	ADJ	ADJ;SG
電氣	kelistrikan	電氣	kelistrikan	N	N;SG
電氣	listrik	電氣	listrik	N	N;SG
電氣	elektro	電氣	elektro	N	N;SG
電氣	listrik	電氣	listrik	N	N;SG
電氣	elektrik	電氣	elektrik	N	N;SG
眉	alis	眉	alis	N	N;SG
眉	alis	眉	alis	N	N;SG
股權	ekuitas	股權	ekuitas	N	N
記憶	kenangan	記憶	kenangan	N	N;SG
記憶	ingatan	記憶	ingatan	N	N;SG
記憶	memori	記憶	memori	N	N;SG
擴展	diperluas	擴展	diperluas	V	V;SG;PASS
擴展	diperpanjang	擴展	diperpanjang	V	V;SG;PASS
擴展	memperpanjang	擴展	menperpanjang	V	V;SG;ACT
擴展	kembangkan	擴展	kembangkan	V	V;SG;ACT
擴展	luaskan	擴展	luaskan	V	V;SG;ACT
擴展	memperluas	擴展	menperluas	V	V;SG;ACT
飯店	hotel	飯店	hotel	N	N;SG
飯店	restoran	飯店	restoran	N	N;SG
飯店	restoran	飯店	restoran	N	N;SG
下游	hilir	下游	hilir	N	N;SG
更換	ganti	更換	ganti	V	V;SG;ACT
更換	mengganti	更換	menganti	V	V;SG;ACT
更換	menggantikan	更換	mengantikan	V	V;SG;ACT
更換	gantikan	更換	gantikan	V	V;SG;ACT
快樂	sukacita	快樂	sukacita	N	N;SG
快樂	ibrahimovic	快樂	ibrahimovic	N	N;SG
守護	penjaga	守護	penjaga	N	N;SG
守護	pengawal	守護	penawal	N	N;SG
守護	penjaga	守護	penjaga	N	N;SG
守護	guard	守護	guard	N	N;SG
頭部	kepala	頭部	kepala	N	N;SG
玩具	mainan	玩具	mainan	N	N;SG
玩具	mainan	玩具	mainan	N	N;SG
盆地	cekungan	盆地	cekungan	N	N;SG
盆地	cekungan	盆地	cekungan	N	N;SG
粉絲	penggemar	粉絲	pengemar	N	N;SG
粉絲	penggemar	粉絲	pengemar	N	N;SG
粉絲	kipas	粉絲	kipas	N	N;SG
消除	menghilangkan	消除	menhilangkan	V	V;SG;ACT
消除	hilangkan	消除	hilangkan	V	V;SG;ACT
消除	mengeliminasi	消除	menkeliminasi	V	V;SG;ACT
拖	menyeret	拖	menseret	V	V;SG;ACT
畫家	pelukis	畫家	penlukis	N	N;SG
畫家	pelukis	畫家	penlukis	N	N;SG
消滅	menghancurkan	消滅	menhancurkan	V	V;SG;ACT
消滅	hancurkan	消滅	hancurkan	V	V;SG;ACT
消滅	musnahkan	消滅	musnahkan	V	V;SG;ACT
形狀	bentuk	形狀	bentuk	N	N;SG
形狀	bentuk	形狀	bentuk	N	N;SG
兵器	senjata	兵器	senjata	N	N;SG
兵器	senjata	兵器	senjata	N	N;SG
迫害	penganiayaan	迫害	penaniayaan	N	N;SG
迫害	fitnah	迫害	fitnah	N	N;SG
報紙	koran	報紙	koran	N	N;SG
天文	astronom	天文	astronom	N	N;SG
天文	astronom	天文	astronom	N	N;SG
硫	sulfur	硫	sulfur	N	N
硫	belerang	硫	belerang	N	N;SG
硫	sulfur	硫	sulfur	N	N
硫	belerang	硫	belerang	N	N;SG
腰	pinggang	腰	pinggang	N	N;SG
強化	disempurnakan	強化	disempurnakan	V	V;SG;PASS
強化	ditingkatkan	強化	ditingkatkan	V	V;SG;PASS
地產	properti	地產	properti	N	N;SG
天堂	sorga	天堂	sorga	N	N
天堂	kayangan	天堂	kayangan	N	N
關鍵	kunci	關鍵	kunci	N	N;SG
人力	ketenagakerjaan	人力	ketenagakerjaan	N	N;SG
框架	bingkai	框架	bingkai	N	N;SG
框架	frame	框架	frame	N	N
框架	kerangka	框架	kerangka	N	N;SG
框架	bingkai	框架	bingkai	N	N;SG
框架	frame	框架	frame	N	N
槍管	barel	槍管	barel	N	N
槍管	laras	槍管	laras	N	N
互動	berinteraksi	互動	berinteraksi	V	V;SG;ACT
互動	berinteraksi	互動	berinteraksi	V	V;SG;ACT
中	medium	中	medium	N	N
中	menengah	中	menengah	N	N;SG
中	moderasi	中	moderasi	N	N;SG
武士	samurai	武士	samurai	N	N
棚	gudang	棚	gudang	N	N;SG
等	sederajat	等	sederajat	N	N;SG
國旗	bendera	國旗	bendera	N	N;SG
酯	ester	酯	ester	N	N
判決	penghakiman	判決	penhakiman	N	N;SG
判決	penghakiman	判決	penhakiman	N	N;SG
判決	vonis	判決	vonis	N	N;SG
判決	putusan	判決	putusan	N	N;SG
案例	kasus	案例	kasus	N	N;SG
案例	kasusnya	案例	kasus	N	N;SG
案例	kasus	案例	kasus	N	N;SG
原料	bahan	原料	bahan	N	N;SG
服裝	pakaian	服裝	pakaian	N	N;SG
服裝	busana	服裝	busana	N	N;SG
服裝	baju	服裝	baju	N	N;SG
服裝	pakaian	服裝	pakaian	N	N;SG
服裝	bajunya	服裝	baju	N	N;SG
服裝	pakaian	服裝	pakaian	N	N;SG
服裝	kostum	服裝	kostum	N	N;SG
服裝	kostum	服裝	kostum	N	N;SG
雷達	radar	雷達	radar	N	N
排球	voli	排球	voli	N	N;SG
狙擊	mengecam	狙擊	mengecam	V	V;SG;ACT
確保	memastikan	確保	menpastikan	V	V;SG;ACT
航行	layar	航行	layar	N	N;SG
航行	navigasi	航行	navigasi	N	N;SG
航行	pelayaran	航行	penlayaran	N	N;SG
流亡	diasingkan	流亡	diasingkan	V	V;SG;PASS
傾向	kecenderungan	傾向	kecenderungan	N	N;SG
傾向	kecenderungan	傾向	kecenderungan	N	N;SG
修復	perbaiki	修復	perbaiki	V	V;SG;ACT
修復	memperbaiki	修復	menperbaiki	V	V;SG;ACT
修復	perbaiki	修復	perbaiki	V	V;SG;ACT
癌	karsinoma	癌	karsinoma	N	N
癌	kanker	癌	kanker	N	N;SG
瓶	botolnya	瓶	botol	N	N;SG
瓶	botol	瓶	botol	N	N;SG
領地	wilayah	領地	wilayah	N	N;SG
領地	teritori	領地	teritori	N	N;SG
社會	sosialis	社會	sosialis	N	N;SG
社會	sosialisme	社會	sosialisme	N	N;SG
輻射	radioaktif	輻射	radioaktif	N	N
輻射	radioaktif	輻射	radioaktif	N	N
輻射	radioaktivitas	輻射	radioaktivitas	N	N
輻射	radiasi	輻射	radiasi	N	N;SG
輻射	kejatuhan	輻射	kejatuhan	N	N;SG
女友	pacar	女友	pacar	N	N;SG
奶	susu	奶	susu	N	N;SG
奶	susunya	奶	susu	N	N;SG
季節	musiman	季節	musiman	N	N;SG
季節	musim	季節	musim	N	N;SG
季節	musimnya	季節	musim	N	N;SG
季節	musim	季節	musim	N	N;SG
生態	ekologi	生態	ekologi	N	N;SG
生態	ekologi	生態	ekologi	N	N;SG
雞	ayam	雞	ayam	N	N;SG
夥伴	mitra	夥伴	mitra	N	N;SG
夥伴	pasangan	夥伴	pasangan	N	N;SG
夥伴	rekan	夥伴	rekan	N	N;SG
夥伴	rekanan	夥伴	rekanan	N	N;SG
夥伴	mitra	夥伴	mitra	N	N;SG
床	tidur	床	tidur	N	N;SG;ACT
信任	kepercayaan	信任	kepercayaan	N	N;SG
信任	terpercaya	信任	terpercaya	N	N;SG;PASS
袋	tas	袋	tas	N	N;SG
袋	kantong	袋	kantong	N	N;SG
袋	kantung	袋	kantung	N	N;SG
袋	kantong	袋	kantong	N	N;SG
袋	tas	袋	tas	N	N;SG
各省	kegubernuran	各省	kegubernuran	N	N;SG
各省	propinsi	各省	propinsi	N	N;SG
重力	gravitasi	重力	gravitasi	N	N
判斷	menghakimi	判斷	menhakimi	V	V;SG;ACT
散文	prosa	散文	prosa	N	N
秘書	sekretaris	秘書	sekretaris	N	N;SG
秘書	menteri	秘書	menteri	N	N;SG
秘書	sekertaris	秘書	sekertaris	N	N
棕	coklat	棕	coklat	N	N;SG
藥物	obat	藥物	obat	N	N;SG
藥物	narkoba	藥物	narkoba	N	N;SG
藥物	kedokteran	藥物	kedokteran	N	N;SG
藥物	obat	藥物	obat	N	N;SG
藥物	pengobatan	藥物	penobatan	N	N;SG
藥物	obat	藥物	obat	N	N;SG
藥物	narkoba	藥物	narkoba	N	N;SG
複製	gandakan	複製	gandakan	V	V;SG;ACT
複製	menyalin	複製	mensalin	V	V;SG;ACT
複製	menyalin	複製	mensalin	V	V;SG;ACT
捐	menyumbang	捐	mensumbang	V	V;SG;ACT
捐	sumbangkan	捐	sumbangkan	V	V;SG;ACT
傷害	sakit	傷害	sakit	N	N;SG
死者	korban	死者	korban	N	N;SG
古蹟	monumen	古蹟	monumen	N	N;SG
類別	kelas	類別	kelas	N	N;SG
類別	angkatan	類別	angkatan	N	N;SG
類別	kelas	類別	kelas	N	N;SG
邊緣	tepi	邊緣	tepi	N	N;SG
邊緣	tepian	邊緣	tepian	N	N;SG
邊緣	pinggir	邊緣	pinggir	N	N;SG
邊緣	tepi	邊緣	tepi	N	N;SG
邊緣	pinggiran	邊緣	pinggiran	N	N;SG
邊緣	pinggiran	邊緣	pinggiran	N	N;SG
酷	keren	酷	keren	N	N
辭職	mengundurkan	辭職	menundurkan	V	V;SG;ACT
視覺	visual	視覺	visual	N	N
視覺	penglihatan	視覺	penlihatan	N	N;SG
精英	elit	精英	elit	N	N;SG
精英	elite	精英	elite	N	N;SG
虛構	fiksi	虛構	fiksi	N	N
虛構	fiksi	虛構	fiksi	N	N
支線	pengumpan	支線	penumpan	N	N;SG
假期	libur	假期	libur	N	N;SG
假期	liburan	假期	liburan	N	N;SG
假期	liburan	假期	liburan	N	N;SG
假期	libur	假期	libur	N	N;SG
假期	liburan	假期	liburan	N	N;SG
軍人	tentara	軍人	tentara	N	N;SG
軍人	prajurit	軍人	prajurit	N	N;SG
軍人	serdadu	軍人	serdadu	N	N;SG
言論	retorika	言論	retorika	N	N
採訪	wawancarai	採訪	wawancarai	V	V;SG;ACT
旋轉	berputar	旋轉	berputar	V	V;SG;ACT
旋轉	memutar	旋轉	menputar	V	V;SG;ACT
旋轉	memutar	旋轉	menputar	V	V;SG;ACT
旋轉	berputar	旋轉	berputar	V	V;SG;ACT
額外	kelebihan	額外	kelebihan	N	N;SG
額外	ekstra	額外	ekstra	N	N;SG
額外	tambahan	額外	tambahan	N	N;SG
美食	masakan	美食	masakan	N	N;SG
軍官	opsir	軍官	opsir	N	N
軍官	petugas	軍官	petugas	N	N;SG
軍官	perwira	軍官	perwira	N	N;SG
近期	terkini	近期	terkini	N	N;SG
物理	fisika	物理	fisika	N	N;SG
比率	rasio	比率	rasio	N	N;SG
武力	angkatan	武力	angkatan	N	N;SG
武力	paksa	武力	paksa	N	N;SG;ACT
醫師	doktor	醫師	doktor	N	N;SG
醫師	dokter	醫師	dokter	N	N;SG
器官	organ	器官	organ	N	N;SG
器官	organ	器官	organ	N	N;SG
山谷	lembah	山谷	lembah	N	N;SG
山谷	lembah	山谷	lembah	N	N;SG
創意	kreativitas	創意	kreativitas	N	N;SG
創意	kreatifitas	創意	kreatifitas	N	N;SG
當代	kontemporer	當代	kontemporer	N	N
協定	kesepakatan	協定	kesepakatan	N	N;SG
協定	perjanjian	協定	perjanjian	N	N;SG
協定	persetujuan	協定	persetujuan	N	N;SG
協定	perjanjian	協定	perjanjian	N	N;SG
行人	pedestrian	行人	pedestrian	N	N
行人	pedestrian	行人	pedestrian	N	N
規格	spesifikasi	規格	spesifikasi	N	N
規格	spesifikasinya	規格	spesifikasinya	N	N
規格	spesifikasi	規格	spesifikasi	N	N
規格	spesifikasi	規格	spesifikasi	N	N
規格	spesifikasi	規格	spesifikasi	N	N
規格	spec	規格	spec	N	N
規格	spek	規格	spek	N	N;SG
終止	mengakhiri	終止	menakhiri	V	V;SG;ACT
終止	akhiri	終止	akhiri	V	V;SG;ACT
雕	elang	雕	elang	N	N
雕	elang	雕	elang	N	N
混淆	kebingungan	混淆	kebingungan	N	N;SG
混淆	kebingungan	混淆	kebingungan	N	N;SG
參數	parameter	參數	parameter	N	N;SG
參數	argumen	參數	argumen	N	N;SG
共用	berbagi	共用	berbagi	V	V;SG;ACT
共用	dibagikan	共用	dibagikan	V	V;SG;PASS
共用	membagikan	共用	menbagikan	V	V;SG;ACT
共用	bagikan	共用	bagikan	V	V;SG;ACT
共用	berbagi	共用	berbagi	V	V;SG;ACT
共用	bagikan	共用	bagikan	V	V;SG;ACT
共用	berbagi	共用	berbagi	V	V;SG;ACT
插曲	episode	插曲	episode	N	N
樂器	instrumen	樂器	instrumen	N	N;SG
樂器	instrumen	樂器	instrumen	N	N;SG
