med	koos	med	koos	ADV	ADV
ild	tuld	ild	tuli	N;INDF;MASC+FEM;SG	N;PRT;SG
myrdet	mõrvati	myrde	mõrvati	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
myrdet	tapetud	myrde	tapmetu	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
myrdet	mõrvatud	myrde	mõrva=tud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
myrdet	tapetud	myrde	tapmetu	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
myrdet	tapeti	myrde	tapma	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
myrdet	tappis	myrde	tapma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
christine	christine	christine	christine	N;INDF;MASC+FEM;SG	N;NOM;SG
hænder	käed	hånd	käsi	N;INDF;MASC+FEM;PL	N;NOM;PL
beslutning	otsus	beslutning	otsus	N;INDF;MASC+FEM;SG	N;NOM;SG
beslutning	resolutsioon	beslutning	resolutsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
beslutning	eraldusvõime	beslutning	eraldus_võime	N;INDF;MASC+FEM;SG	N;NOM;SG
beslutning	resolutsiooni	beslutning	resolutsioon	N;INDF;MASC+FEM;SG	N;PRT;SG
beslutning	lahendamine	beslutning	lahendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
beslutning	lahutus	beslutning	lahutus	N;INDF;MASC+FEM;SG	N;NOM;SG
forsøgt	üritasin	forsøge	üritama	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
forsøgt	proovis	forsøge	proovima	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
forsøgt	proovisin	forsøge	proovima	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
forsøgt	proovitud	forsøge	proovima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
divisioner	osakonnad	division	osakond	N;INDF;MASC+FEM;PL	N;NOM;PL
divisioner	rajoonid	division	rajoon	N;INDF;MASC+FEM;PL	N;NOM;PL
divisioner	vaheseinad	division	vahe_sein	N;INDF;MASC+FEM;PL	N;NOM;PL
ramme	raamistik	ramme	raamistik	N;INDF;MASC+FEM;SG	N;NOM;SG
ramme	kaader	ramme	kaader	N;INDF;MASC+FEM;SG	N;NOM;SG
ramme	raam	ramme	raam	N;INDF;MASC+FEM;SG	N;NOM;SG
ramme	raami	ramme	raam	N;INDF;MASC+FEM;SG	N;PRT;SG
rødt	punane	rød	punane	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
situationen	olukord	situation	olu_kord	N;DEF;MASC+FEM;SG	N;NOM;SG
situationen	situatsioon	situation	situatsioon	N;DEF;MASC+FEM;SG	N;NOM;SG
syn	syn	syn	syn	N;INDF;NEUT;SG	N;NOM;SG
syn	nägemine	syn	nägemine	N;INDF;NEUT;SG	N;NOM;SG
syn	nägemus	syn	nägemus	N;INDF;NEUT;SG	N;NOM;SG
syn	visioon	syn	visioon	N;INDF;NEUT;SG	N;NOM;SG
syn	nägemine	syn	nägemine	N;INDF;NEUT;SG	N;NOM;SG
foreslog	soovitas	foreslå	soovitama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
væsentligt	oluliselt	væsentligt	oluliselt	ADV	ADV
flydende	veeldatud	flydende	veeldama	ADJ	ADJ;PST;V.PTCP;PASS
lærte	õppis	lære	õppima	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
lærte	õppinud	lære	õppima	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
lærte	õppisin	lære	õppima	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
lærte	õpetas	lære	õpetama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
afghanistan	afganistan	afghanistan	afganistama	N;INDF;MASC+FEM;SG	N;NOM;SG
afghanistan	afganistani	afghanistan	afganistan	N;INDF;MASC+FEM;SG	N;SG
vind	win	vind	win	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	tuul	vind	tuul	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	tuule	vind	tuul	N;INDF;MASC+FEM;SG	N;GEN;SG
slår	lööb	slå	lööma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
medaljer	medalid	medalje	medal	N;INDF;MASC+FEM;PL	N;NOM;PL
fremad	ettepoole	fremad	ette_poole	ADV	ADV
fremad	edasi	fremad	edasi	ADV	ADV
fremad	edasi	fremad	edasi	ADV	ADV
original	originaalne	original	originaalne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
original	algne	original	algne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
slut	lõpp	slut	lõpp	N	N;NOM;SG
finale	finaal	finale	finaal	N;INDF;MASC+FEM;SG	N;NOM;SG
finale	finaal	finale	finaal	N;INDF;MASC+FEM;SG	N;NOM;SG
finale	finaali	finale	finaal	N;INDF;MASC+FEM;SG	N;IN+ALL;LGSPEC1;SG
arm	käe	arm	käsi	N;INDF;MASC+FEM;SG	N;GEN;SG
business	äri	business	äri	N;INDF;MASC+FEM;SG	N;NOM;SG
business	äritegevus	business	äri_tegevus	N;INDF;MASC+FEM;SG	N;NOM;SG
hurtigere	kiiremini	hurtigere	kiiremini	ADV;CMPR	ADV
hurtigere	kiiremini	hurtigere	kiiremini	ADV;CMPR	ADV
ministeriet	ministeerium	ministerium	ministeerium	N;DEF;NEUT;SG	N;NOM;SG
vold	vägivald	vold	vägi_vald	N;INDF;MASC+FEM;SG	N;NOM;SG
vold	vägivalla	vold	vägi_vald	N;INDF;MASC+FEM;SG	N;PRT;SG
ansvaret	vastutus	ansvar	vastutus	N;DEF;NEUT;SG	N;NOM;SG
guide	nõustaja	guide	nõustaja	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	võlur	guide	võlur	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	juhend	guide	juhend	N;INDF;MASC+FEM;SG	N;NOM;SG
guide	giid	guide	giid	N;INDF;MASC+FEM;SG	N;NOM;SG
bjerget	mäe	bjerge	mägi	N;DEF;NEUT;SG	N;NOM;SG
bjerget	mägi	bjerge	mägi	N;DEF;NEUT;SG	N;NOM;SG
talt	räägitud	tale	rääkima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
talt	rääkinud	tale	rääkima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
grundlægger	asutaja	grundlægge	asutaja	N;INDF;MASC+FEM;SG	N;NOM;SG
ideer	ideid	ide	idee	N;INDF;MASC+FEM;PL	N;PRT;PL
ideer	ideed	ide	idee	N;INDF;MASC+FEM;PL	N;NOM;PL
generelle	üldised	generel	üldine	ADJ;PL	ADJ;NOM;PL
erhverv	tööstus	erhverv	tööstus	N;INDF;NEUT;SG	N;NOM;SG
erhverv	tööstuse	erhverv	tööstus	N;INDF;NEUT;SG	N;GEN;SG
erhverv	tootmisharu	erhverv	tootmis_haru	N;INDF;NEUT;SG	N;NOM;SG
erhverv	elukutse	erhverv	elu_kutse	N;INDF;NEUT;SG	N;NOM;SG
erhverv	kutseala	erhverv	kutse_ala	N;INDF;NEUT;SG	N;NOM;SG
erhverv	okupatsiooni	erhverv	okupatsioon	N;INDF;NEUT;SG	N;PRT;SG
erhverv	amet	erhverv	amet	N;INDF;NEUT;SG	N;NOM;SG
jagt	hunt	jagt	hunt	N;INDF;MASC+FEM;SG	N;NOM;SG
jagt	jaht	jagt	jaht	N;INDF;MASC+FEM;SG	N;NOM;SG
jagt	jahile	jagt	jaht	N;INDF;MASC+FEM;SG	N;AT+ALL;SG
jagt	jahi	jagt	jaht	N;INDF;MASC+FEM;SG	N;NOM;SG
jagt	jaht	jagt	jaht	N;INDF;MASC+FEM;SG	N;NOM;SG
lykke	õnn	lykke	õnn	N;INDF;MASC+FEM;SG	N;NOM;SG
lykke	õnne	lykke	õnn	N;INDF;MASC+FEM;SG	N;PRT;SG
tunge	rasked	tung	raske	ADJ;PL	ADJ;NOM;PL
håb	lootus	håb	lootus	N;INDF;NEUT;SG	N;NOM;SG
broder	vend	brod	vend	N;INDF;MASC+FEM;SG	N;NOM;SG
broder	venna	brod	vend	N;INDF;MASC+FEM;SG	N;GEN;SG
teknologi	tehnoloogia	teknologi	tehnoloogia	N;INDF;MASC+FEM;SG	N;NOM;SG
alice	alice	alice	alice	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunerne	omavalitsused	kommune	oma_valitsus	N;DEF;MASC+FEM;PL	N;NOM;PL
hamburg	hamburgi	hamburg	hamb_urg	N;INDF;MASC+FEM;SG	N;NOM;SG
speciel	eriline	speciel	eriline	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hænger	ripuvad	hænge	rippuma	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
hænger	ripub	hænge	rippuma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forfatning	põhiseadus	forfatning	põhi_seadus	N;INDF;MASC+FEM;SG	N;NOM;SG
boston	boston	boston	boston	N;INDF;MASC+FEM;SG	N;NOM;SG
boston	bostonis	boston	boston	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
als	als	als	als	N;INDF;MASC+FEM;SG	N;NOM;SG
lady	daam	lady	daam	N;INDF;MASC+FEM;SG	N;NOM;SG
lady	neiu	lady	neiu	N;INDF;MASC+FEM;SG	N;NOM;SG
lady	leedi	lady	leedima	N;INDF;MASC+FEM;SG	N;NOM;SG
indlæg	postitust	indlæg	postitus	N;INDF;NEUT;SG	N;PRT;SG
indlæg	post	indlæg	post	N;INDF;NEUT;SG	N;NOM;SG
indlæg	postitus	indlæg	postituma	N;INDF;NEUT;SG	N;NOM;SG
indlæg	sõnavõtt	indlæg	sõna_võtt	N;INDF;NEUT;SG	N;NOM;SG
indlæg	kõne	indlæg	kõne	N;INDF;NEUT;SG	N;NOM;SG
traditionel	traditsiooniline	traditionel	traditsiooniline	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
samuel	samuel	samuel	samuel	N;INDF;MASC+FEM;SG	N;NOM;SG
uafhængig	iseseisev	uafhængig	ise_seisev	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
uafhængig	sõltumatu	uafhængig	sõltumatu	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
selvmord	enesetapp	selvmord	enese_tapp	N;INDF;NEUT;SG	N;NOM;SG
afdelinger	filiaalid	afdeling	filiaal	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	oksad	afdeling	oks	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	osakonnad	afdeling	osakond	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	osakonnad	afdeling	osakond	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	rajoonid	afdeling	rajoon	N;INDF;MASC+FEM;PL	N;NOM;PL
afdelinger	vaheseinad	afdeling	vahe_sein	N;INDF;MASC+FEM;PL	N;NOM;PL
idé	idee	idé	idee	N;INDF;MASC+FEM;SG	N;NOM;SG
idé	mõte	idé	mõte	N;INDF;MASC+FEM;SG	N;NOM;SG
fischer	fischer	fische	fischer	N;INDF;MASC+FEM;SG	N;NOM;SG
parker	pargid	park	park	N;INDF;MASC+FEM;PL	N;NOM;PL
race	tõug	race	tõug	N;INDF;MASC+FEM;SG	N;NOM;SG
race	tõu	race	tõug	N;INDF;MASC+FEM;SG	N;NOM;SG
race	ralli	race	ralli	N;INDF;MASC+FEM;SG	N;NOM;SG
race	võidusõit	race	võidu_sõit	N;INDF;MASC+FEM;SG	N;NOM;SG
race	rass	race	rass	N;INDF;MASC+FEM;SG	N;NOM;SG
plante	taim	plante	taim	N;INDF;MASC+FEM;SG	N;NOM;SG
plante	taime	plante	taim	N;INDF;MASC+FEM;SG	N;PRT;SG
plante	tehas	plante	tehas	N;INDF;MASC+FEM;SG	N;NOM;SG
overalt	kõikjal	overalt	kõikjal	ADV	ADV
geografiske	geograafilised	geografisk	geo_graafiline	ADJ;PL	ADJ;NOM;PL
selskaber	korporatsioonid	selskab	korporatsioon	N;INDF;NEUT;PL	N;NOM;PL
selskaber	firmad	selskab	firma	N;INDF;NEUT;PL	N;NOM;PL
selskaber	ettevõtted	selskab	ette_võte	N;INDF;NEUT;PL	N;NOM;PL
selskaber	äriühingud	selskab	äri_ühing	N;INDF;NEUT;PL	N;NOM;PL
selskaber	firmad	selskab	firma	N;INDF;NEUT;PL	N;NOM;PL
selskaber	ettevõtted	selskab	ette_võte	N;INDF;NEUT;PL	N;NOM;PL
patrick	patrick	patrick	patrick	N;INDF;MASC+FEM;SG	N;NOM;SG
henrettet	hukatud	henrette	hukkama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
henrettet	hukati	henrette	hukkama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
længste	pikim	længe	pikim	ADJ;DEF;RL	ADJ;NOM;RL;SG
opmærksom	tähelepanelik	opmærksom	tähele_panelik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
talent	talent	talent	talent	N;INDF;NEUT;SG	N;NOM;SG
talent	annet	talent	anne	N;INDF;NEUT;SG	N;PRT;SG
tronen	troon	trone	troon	N;DEF;MASC+FEM;SG	N;NOM;SG
tronen	trooni	trone	troon	N;DEF;MASC+FEM;SG	N;NOM;SG
bot	bot	bot	bot	N;INDF;MASC+FEM;SG	N;NOM;SG
princippet	põhimõte	princip	põhi_mõte	N;DEF;NEUT;SG	N;NOM;SG
hof	hof	hof	hof	N;INDF;MASC+FEM;SG	N;NOM;SG
ekspedition	ekspeditsioon	ekspedition	ekspeditsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
mord	mõrv	mord	mõrv	N;INDF;NEUT;SG	N;NOM;SG
mord	mõrvamine	mord	mõrvamine	N;INDF;NEUT;SG	N;NOM;SG
administrativt	halduslikult	administrativt	halduslikult	ADV	ADV
christoffer	christoffer	christof	christoffer	N;INDF;MASC+FEM;SG	N;NOM;SG
christoffer	christopher	christof	christopher	N;INDF;MASC+FEM;SG	N;NOM;SG
forhandlinger	läbirääkimised	forhandling	läbi_rääkimine	N;INDF;MASC+FEM;PL	N;NOM;PL
forhandlinger	läbirääkimiste	forhandling	läbi_rääkimine	N;INDF;MASC+FEM;PL	N;GEN;PL
forhandlinger	arutelud	forhandling	arutema	N;INDF;MASC+FEM;PL	N;NOM;PL
forhandlinger	läbirääkimised	forhandling	läbi_rääkimine	N;INDF;MASC+FEM;PL	N;NOM;PL
grant	grant	gran	grant	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	teatis	kommunikation	teatma	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	suhtlemine	kommunikation	suhtlemine	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	kommunikatsioon	kommunikation	kommunikatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	side	kommunikation	side	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	suhtlemine	kommunikation	suhtlemine	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	kommunikatsioon	kommunikation	kommunikatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
kommunikation	side	kommunikation	side	N;INDF;MASC+FEM;SG	N;NOM;SG
tilhængere	järgijad	tilhænger	järgija	N;INDF;MASC+FEM;PL	N;NOM;PL
tilhængere	toetajad	tilhænger	toetaja	N;INDF;MASC+FEM;PL	N;NOM;PL
smukke	kaunid	smukke	kaunis	ADJ;PL	ADJ;NOM;PL
smukke	ilusad	smukke	ilus	ADJ;PL	ADJ;NOM;PL
tema	teema	tema	teema	N;INDF;NEUT;SG	N;NOM;SG
forkert	vale	forkert	vale	ADJ;INDF;SG	ADJ;NOM;SG
fase	etapp	fase	etapp	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	faasi	fase	faas	N;INDF;MASC+FEM;SG	N;PRT;SG
fase	faas	fase	faas	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	lava	fase	lava	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	staadium	fase	staadium	N;INDF;MASC+FEM;SG	N;NOM;SG
fase	etapp	fase	etapp	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsanik	rytte	ratsanik	N;INDF;MASC+FEM;SG	N;NOM;SG
rytter	ratsanik	rytte	ratsanik	N;INDF;MASC+FEM;SG	N;NOM;SG
normal	normaalne	normal	normaalne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
længst	pikim	længe	pikim	ADJ;RL	ADJ;NOM;RL;SG
bevægelser	liikumised	bevægelse	liikumine	N;INDF;MASC+FEM;PL	N;NOM;PL
købmand	kaupmees	købmand	kaupmees	N;INDF;MASC+FEM;SG	N;NOM;SG
spilleren	mängija	spiller	mängija	N;DEF;MASC+FEM;SG	N;NOM;SG
vokset	kasvanud	vokse	kasvama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
vokset	kasvatatud	vokse	kasvatatud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
vokset	kasvas	vokse	kasvama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
besætning	meeskond	besætning	meeskond	N;INDF;MASC+FEM;SG	N;NOM;SG
indgået	sõlmitud	indgå	sõlmima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
flåden	mereväe	flåd	mere_vägi	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	merevägi	flåd	mere_vägi	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	laevastiku	flåd	laevastik	N;DEF;MASC+FEM;SG	N;NOM;SG
flåden	laevastik	flåd	laevastik	N;DEF;MASC+FEM;SG	N;NOM;SG
artilleri	suurtükivägi	artilleri	suur_tüki_vägi	N;INDF;NEUT;SG	N;NOM;SG
anderson	anderson	anderson	anderson	N;INDF;MASC+FEM;SG	N;NOM;SG
anderson	andersoni	anderson	anderson	N;INDF;MASC+FEM;SG	N;NOM;SG
genstande	artiklid	genstand	artikkel	N;INDF;MASC+FEM;PL	N;NOM;PL
genstande	objektid	genstand	objekt	N;INDF;MASC+FEM;PL	N;NOM;PL
genstande	kirjed	genstand	kirje	N;INDF;MASC+FEM;PL	N;NOM;PL
genstande	elemendid	genstand	element	N;INDF;MASC+FEM;PL	N;NOM;PL
genstande	esemed	genstand	ese	N;INDF;MASC+FEM;PL	N;NOM;PL
hest	hobune	hest	hobune	N;INDF;MASC+FEM;SG	N;NOM;SG
hest	hobuse	hest	hobune	N;INDF;MASC+FEM;SG	N;GEN;SG
hest	hobu	hest	hobu	N;INDF;MASC+FEM;SG	N;NOM;SG
erstatning	hüvitis	erstatning	hüvitis	N;INDF;MASC+FEM;SG	N;NOM;SG
erstatning	hüvitamine	erstatning	hüvitamine	N;INDF;MASC+FEM;SG	N;NOM;SG
erstatning	asendamine	erstatning	asendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
erstatning	kahjutasu	erstatning	kahju_tasu	N;INDF;MASC+FEM;SG	N;PRT;SG
erstatning	asendaja	erstatning	asendaja	N;INDF;MASC+FEM;SG	N;NOM;SG
erstatning	asendamine	erstatning	asendamine	N;INDF;MASC+FEM;SG	N;NOM;SG
syntes	tundus	synes	tunduma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
sygdomme	haigused	sygdom	haigus	N;INDF;MASC+FEM;PL	N;NOM;PL
sygdomme	häired	sygdom	häire	N;INDF;MASC+FEM;PL	N;NOM;PL
sygdomme	haigused	sygdom	haigus	N;INDF;MASC+FEM;PL	N;NOM;PL
sjette	kuuendaks	sjette	kuuendama	ADJ	ADJ;TRANS;SG
sjette	kuues	sjette	kuues	ADJ	ADJ;NOM;SG
registreret	registreeritud	registrere	registreerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
registreret	registreerinud	registrere	registreerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
registreret	salvestatud	registrere	salvestama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
registreret	tuvastati	registrere	tuvastama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
registreret	tuvastatud	registrere	tuvastama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
registreret	avastatud	registrere	avastama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
registreret	avastati	registrere	avastama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
modstander	vastane	modstander	vastane	N;INDF;MASC+FEM;SG	N;NOM;SG
rudolf	rudolph	rudolf	rudol_ph	N;INDF;MASC+FEM;SG	N;NOM;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC+FEM;SG	N;NOM;SG
munk	monk	munk	monk	N;INDF;MASC+FEM;SG	N;NOM;SG
munk	munk	munk	munk	N;INDF;MASC+FEM;SG	N;NOM;SG
absolut	absoluutselt	absolut	absoluutselt	ADV	ADV
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;INDF;MASC+FEM;SG	N;NOM;SG
forklaring	seletus	forklaring	seletus	N;INDF;MASC+FEM;SG	N;NOM;SG
forklaring	selgitus	forklaring	selgitus	N;INDF;MASC+FEM;SG	N;NOM;SG
hot	hot	hot	hotm	N;INDF;NEUT;SG	N;NOM;SG
blod	veri	blod	veri	N;INDF;NEUT;SG	N;NOM;SG
blod	vere	blod	veri	N;INDF;NEUT;SG	N;NOM;SG
bogstav	kirja	bogstav	kiri	N;INDF;NEUT;SG	N;IN+ALL;LGSPEC1;SG
bogstav	kiri	bogstav	kiri	N;INDF;NEUT;SG	N;NOM;SG
aktivt	aktiivne	aktiv	aktiivne	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hms	hms	hms	hms	N;INDF;NEUT;SG	N;NOM;SG
akademi	akadeemia	akademi	akadeemia	N;INDF;NEUT;SG	N;NOM;SG
academy	akadeemia	academy	akadeemia	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	mereväe	marine	mere_vägi	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	merevägi	marine	mere_vägi	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	mereväelane	marine	mere_väelane	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	merejalaväelane	marine	mere_jala_väelane	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	marine	marine	marine	N;INDF;MASC+FEM;SG	N;NOM;SG
marine	mere	marine	meri	N;INDF;MASC+FEM;SG	N;NOM;SG
hævder	väites	hævde	väitma	V;IND;PRS;FIN;ACT	V;V.CVB
detaljer	detailid	detalje	detail	N;INDF;MASC+FEM;PL	N;NOM;PL
detaljer	üksikasjad	detalje	üksik_asi	N;INDF;MASC+FEM;PL	N;NOM;PL
detaljer	üksikasjad	detalje	üksik_asi	N;INDF;MASC+FEM;PL	N;NOM;PL
forgænger	eelkäija	forgænger	eel_käija	N;INDF;MASC+FEM;SG	N;NOM;SG
tegner	tõmbab	tegne	tõmbama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
rester	jäägid	rest	jääma	N;INDF;MASC+FEM;PL	N;NOM;PL
rester	ülejäägid	rest	üle_jääk	N;INDF;MASC+FEM;PL	N;NOM;PL
rester	jäägid	rest	jääma	N;INDF;MASC+FEM;PL	N;NOM;PL
sjældne	haruldased	sjælden	haruldane	ADJ;PL	ADJ;NOM;PL
fanget	püütud	fange	püüdma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
fanget	püütud	fange	püüdma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
dannelse	moodustamine	dannelse	moodustamine	N;INDF;MASC+FEM;SG	N;NOM;SG
dannelse	moodustumist	dannelse	moodustu=mine	N;INDF;MASC+FEM;SG	N;PRT;SG
redde	päästa	redde	päästma	V;NFIN;ACT	V;NFIN
nævner	mainib	nævne	mainima	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
analyse	analüüsi	analyse	analüüs	N;INDF;MASC+FEM;SG	N;PRT;SG
analyse	analüüs	analyse	analüüs	N;INDF;MASC+FEM;SG	N;NOM;SG
landskab	maastik	landskab	maastik	N;INDF;NEUT;SG	N;NOM;SG
landskab	maastiku	landskab	maastik	N;INDF;NEUT;SG	N;NOM;SG
flygte	põgene	flygte	põgene	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
kant	kant	kant	kant	N;INDF;MASC+FEM;SG	N;NOM;SG
kant	serv	kant	serv	N;INDF;MASC+FEM;SG	N;NOM;SG
kant	edge	kant	edge	N;INDF;MASC+FEM;SG	N;NOM;SG
kant	piir	kant	piir	N;INDF;MASC+FEM;SG	N;NOM;SG
kant	piiri	kant	piir	N;INDF;MASC+FEM;SG	N;PRT;SG
hvidt	valge	hvid	valge	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
trækker	tõmbab	trække	tõmbama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
audi	audi	audi	aud	N;INDF;MASC+FEM;SG	N;NOM;SG
udvikler	arendada	udvikel	arendama	V;IND;PRS;FIN;ACT	V;NFIN
tvang	lummus	tvinge	lummuma	N;INDF;MASC+FEM;SG	N;NOM;SG
tvang	sundimine	tvinge	sundimine	N;INDF;MASC+FEM;SG	N;NOM;SG
tøj	riietus	tøj	riietuma	N;INDF;NEUT;SG	N;NOM;SG
tøj	riietus	tøj	riietuma	N;INDF;NEUT;SG	N;NOM;SG
motorer	mootorid	motor	mootor	N;INDF;MASC+FEM;PL	N;NOM;PL
motorer	mootorid	motor	mootor	N;INDF;MASC+FEM;PL	N;NOM;PL
årsagen	põhjus	årsag	põhjus	N;DEF;MASC+FEM;SG	N;NOM;SG
offentligheden	avalikkus	offentlighed	avalikkus	N;DEF;MASC+FEM;SG	N;NOM;SG
grå	hall	grå	hall	ADJ;INDF;SG	ADJ;NOM;SG
grå	hall	grå	hall	ADJ;INDF;SG	ADJ;NOM;SG
baby	beebi	baby	beebi	N;INDF;MASC+FEM;SG	N;NOM;SG
leveret	tarnitud	levere	tarnitud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
leveret	tarnitud	levere	tarnitud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
district	ringkond	district	ringkond	N;INDF;NEUT;SG	N;NOM;SG
district	rajoon	district	rajoon	N;INDF;NEUT;SG	N;NOM;SG
nation	rahvus	nation	rahvus	N;INDF;MASC+FEM;SG	N;NOM;SG
popularitet	populaarsus	popularitet	populaarsus	N;INDF;MASC+FEM;SG	N;NOM;SG
plader	plaadid	plade	plaat	N;INDF;MASC+FEM;PL	N;NOM;PL
plader	taldrikud	plade	taldrik	N;INDF;MASC+FEM;PL	N;NOM;PL
plader	lehed	plade	leht	N;INDF;MASC+FEM;PL	N;NOM;PL
plader	linad	plade	lina	N;INDF;MASC+FEM;PL	N;NOM;PL
nogenlunde	õiglaselt	nogenlunde	õiglaselt	ADV	ADV
nogenlunde	mõõdukalt	nogenlunde	mõõdukalt	ADV	ADV
marcus	marcus	marcus	marcus	N;INDF;MASC+FEM;SG	N;NOM;SG
hilsen	tervitus	hilse	tervitus	N;INDF;MASC+FEM;SG	N;NOM;SG
hilsen	tervitus	hilse	tervitus	N;INDF;MASC+FEM;SG	N;NOM;SG
gas	gaas	gas	gaas	N;INDF;MASC+FEM;SG	N;NOM;SG
gas	gaasi	gas	gaas	N;INDF;MASC+FEM;SG	N;PRT;SG
gas	bensiin	gas	bensiin	N;INDF;MASC+FEM;SG	N;NOM;SG
