من	dari	مِن	dari	ADP	ADP
الوظيفة	tugas	وَظِيفَة	tugas	N;NOM;DEF;SG	N;SG
الوظيفة	pekerjaan	وَظِيفَة	pekerjaan	N;NOM;DEF;SG	N;SG
برمجة	pemrograman	برمجة	penprograman	N;NOM;INDF;SG	N;SG
يحدد	menspesifikasikan	حَدَّد	menspesifikasikan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يحدد	menentukan	حَدَّد	mententukan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
قارة	benua	قَارَّة	benua	N;NOM;INDF;SG	N;SG
المعاصر	kontemporer	مُعَاصِر	kontemporer	N;NOM;DEF;SG	N
نواة	kernel	نَوَاة	kernel	N;NOM;INDF;SG	N
قصائد	puisi	قَصِيدَة	puisi	N;NOM;INDF;PL	N
ولادة	persalinan	وِلَادَة	persalinan	N;NOM;INDF;SG	N;SG
ولادة	kelahiran	وِلَادَة	kelahiran	N;NOM;INDF;SG	N;SG
دعا	mengundang	دَعَا	menundang	V;PFV;MASC;SG;3;ACT	V;SG;ACT
نوعية	kualitatif	نَوعِيَّة	kualitatif	N;NOM;INDF;SG	N
الذرة	jagung	ذُرَة	jagung	N;NOM;DEF;SG	N;SG
الذرة	atom	ذُرَة	atom	N;NOM;DEF;SG	N;SG
صاروخ	roket	صَارُوخ	roket	N;NOM;INDF;SG	N;SG
صاروخ	rudal	صَارُوخ	rudal	N;NOM;INDF;SG	N;SG
صاروخ	misil	صَارُوخ	misil	N;NOM;INDF;SG	N;SG
التسجيل	rekaman	تَسجِيل	rekaman	N;NOM;DEF;SG	N;SG
التسجيل	perekaman	تَسجِيل	perekaman	N;NOM;DEF;SG	N;SG
التسجيل	register	تَسجِيل	register	N;NOM;DEF;SG	N
التسجيل	pendaftaran	تَسجِيل	pendaftaran	N;NOM;DEF;SG	N;SG
التسجيل	registrasi	تَسجِيل	registrasi	N;NOM;DEF;SG	N
قيم	nilai	قِيمَة	nilai	N;NOM;INDF;SG	N;SG
التحول	pergeseran	تَحَوُّل	pergeseran	N;NOM;DEF;SG	N;SG
التحول	metamorfosis	تَحَوُّل	metamorfosis	N;NOM;DEF;SG	N;SG
التحول	transformasi	تَحَوُّل	transformasi	N;NOM;DEF;SG	N;SG
التحول	transformasi	تَحَوُّل	transformasi	N;NOM;DEF;SG	N;SG
يدرس	belajar	دَرَس	belajar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG
ترجع	mengembalikan	رَجَع	menkembalikan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
حادث	insiden	حَادِث	insiden	N;NOM;INDF;SG	N;SG
حادث	kejadian	حَادِث	kejadian	N;NOM;INDF;SG	N;SG
حادث	kecelakaan	حَادِث	kecelakaan	N;NOM;INDF;SG	N;SG
التنفس	pernapasan	تَنَفُّس	pernapasan	N;NOM;DEF;SG	N;SG
الذكر	jantan	ذِكر	jantan	N;NOM;DEF;SG	N;SG
الانتهاء	finishing	اِنتِهَاء	finishing	N;NOM;DEF;SG	N
سعر	harga	سِعر	harga	N;NOM;INDF;SG	N;SG
سعر	harganya	سِعر	harga	N;NOM;INDF;SG	N;SG
جراحة	operasi	جِرَاحَة	operasi	N;NOM;INDF;SG	N;SG
جراحة	pembedahan	جِرَاحَة	penbedahan	N;NOM;INDF;SG	N;SG
عشيرة	klan	عشيرة	klan	N;NOM;INDF;SG	N
الليبي	libya	لِيبِيّ	libya	N;NOM;DEF;SG	N;SG
شاطئ	pantai	شَاطِئ	pantai	N;NOM;INDF;SG	N;SG
قبر	makam	قَبر	makam	N;NOM;INDF;SG	N;SG
قبر	kubur	قَبر	kubur	N;NOM;INDF;SG	N;SG
قبر	kuburan	قَبر	kuburan	N;NOM;INDF;SG	N;SG
قبر	makam	قَبر	makam	N;NOM;INDF;SG	N;SG
كوكبة	konstelasi	كُوكبَة	konstelasi	N;NOM;INDF;SG	N
غلاف	sampul	غِلَاف	sampul	N;NOM;INDF;SG	N;SG
غلاف	penutup	غِلَاف	pentutup	N;NOM;INDF;SG	N;SG
لحم	daging	لَحم	daging	N;NOM;INDF;SG	N;SG
البيان	manifesto	بَيَان	manifesto	N;NOM;DEF;SG	N
البيان	pernyataan	بَيَان	pernyataan	N;NOM;DEF;SG	N;SG
تطورت	berevolusi	تَطَوَّر	berevolusi	V;PFV;FEM;SG;3;ACT	V;SG;ACT
الان	kini	آن	kini	N;ACC;DEF;SG	N
شدة	intensitas	شِدَّة	intensitas	N;NOM;INDF;SG	N;SG
فعالية	keefektifan	فَعَّالِيَّة	keefektifan	N;NOM;INDF;SG	N;SG
فعالية	efektivitas	فَعَّالِيَّة	efektivitas	N;NOM;INDF;SG	N
فعالية	kemanjuran	فَعَّالِيَّة	kemanjuran	N;NOM;INDF;SG	N;SG
قتال	lawan	قِتَال	lawan	N;NOM;INDF;SG	N;SG;ACT
جواز	paspor	جَوَاز	paspor	N;NOM;INDF;SG	N;SG
الحادث	insiden	حَادِث	insiden	N;NOM;DEF;SG	N;SG
الحادث	kejadian	حَادِث	kejadian	N;NOM;DEF;SG	N;SG
الحادث	kecelakaan	حَادِث	kecelakaan	N;NOM;DEF;SG	N;SG
حاسوب	komputer	حاسوب	komputer	N;NOM;INDF;SG	N;SG
الاتفاقية	konvensi	اِتِّفَاقِيَّة	konvensi	N;NOM;DEF;SG	N;SG
هجرة	migrasi	هِجرَة	migrasi	N;NOM;INDF;SG	N;SG
هجرة	imigrasi	هِجرَة	imigrasi	N;NOM;INDF;SG	N;SG
جمعة	jumat	جمعة	jumat	N;NOM;INDF;SG	N;SG
المعبد	kuil	مَعبَد	kuil	N;NOM;DEF;SG	N;SG
احتمال	kemungkinan	اِحتِمَال	kemungkinan	N;NOM;INDF;SG	N;SG
الصلة	relevansi	صِلَة	relevansi	N;NOM;DEF;SG	N;SG
يتمتع	menikmati	تَمَتَّع	mennikmati	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
فلسطيني	palestina	فِلَسطِينِيّ	palestina	N;NOM;INDF;SG	N;SG
طبعة	edition	طبعة	edition	N;NOM;INDF;SG	N
طبعة	edisi	طبعة	edisi	N;NOM;INDF;SG	N;SG
حققت	raih	حَقَّق	raih	V;PFV;FEM;SG;3;ACT	V;SG;ACT
الغرفة	ruang	غُرفَة	ruang	N;NOM;DEF;SG	N;SG
الغرفة	ruangan	غُرفَة	ruangan	N;NOM;DEF;SG	N;SG
الغرفة	kamar	غُرفَة	kamar	N;NOM;DEF;SG	N;SG
المعادلة	formula	مُعَادَلَة	formula	N;NOM;DEF;SG	N
المعادلة	rumus	مُعَادَلَة	rumus	N;NOM;DEF;SG	N;SG
المعادلة	persamaan	مُعَادَلَة	persamaan	N;NOM;DEF;SG	N;SG
الفرع	daerah	فَرع	daerah	N;NOM;DEF;SG	N;SG
الفرع	bagian	فَرع	bagian	N;NOM;DEF;SG	N;SG
الفرع	seksi	فَرع	seksi	N;NOM;DEF;SG	N;SG
الفرع	cabang	فَرع	cabang	N;NOM;DEF;SG	N;SG
الفرع	ranting	فَرع	ranting	N;NOM;DEF;SG	N;SG
الفرع	dahan	فَرع	dahan	N;NOM;DEF;SG	N;SG
قرون	tanduk	قَرن	tanduk	N;NOM;INDF;PL	N
ساعد	membantu	سَاعَد	menbantu	V;MASC;IMP;SG	V;SG;ACT
عمق	kedalaman	عُمق	kedalaman	N;NOM;INDF;SG	N;SG
العذراء	virgo	عَذرَاء	virgo	N;NOM;DEF;SG	N
تعادل	dasi	تَعَادُل	dasi	N;NOM;INDF;SG	N;SG
تعادل	ikat	تَعَادُل	ikat	N;NOM;INDF;SG	N;SG;ACT
تعادل	imbang	تَعَادُل	imbang	N;NOM;INDF;SG	N;SG
جدار	tembok	جِدَار	tembok	N;NOM;INDF;SG	N;SG
جدار	dinding	جِدَار	dinding	N;NOM;INDF;SG	N;SG
منخفض	rendah	مُنخَفِض	rendah	ADJ;NOM;INDF;MASC;SG	ADJ;SG
جناح	suite	جَنَاح	suite	N;NOM;INDF;SG	N
جناح	sayap	جَنَاح	sayap	N;NOM;INDF;SG	N;SG
مشهد	adegan	مَشهَد	adegan	N;NOM;INDF;SG	N;SG
مشهد	scene	مَشهَد	scene	N;NOM;INDF;SG	N
الاعتبار	pertimbangan	اِعتِبَار	pertimbangan	N;NOM;DEF;SG	N;SG
انفجار	ledakan	اِنفِجَار	ledakan	N;NOM;INDF;SG	N;SG
الوكالة	agensi	وِكَالَة	agensi	N;NOM;DEF;SG	N;SG
الوكالة	badan	وِكَالَة	badan	N;NOM;DEF;SG	N;SG
بعثة	misi	بَعثَة	misi	N;NOM;INDF;SG	N;SG
بعثة	ekspedisi	بَعثَة	ekspedisi	N;NOM;INDF;SG	N
الهوية	identifikasi	هُوِيَّة	identifikasi	N;NOM;DEF;SG	N;SG
الهوية	identitas	هُوِيَّة	identitas	N;NOM;DEF;SG	N;SG
صياغة	formulasi	صِيَاغَة	formulasi	N;NOM;INDF;SG	N;SG;ACT
صياغة	penyusunan	صِيَاغَة	pensusunan	N;NOM;INDF;SG	N;SG
الغدة	kelenjar	غُدَّة	kelenjar	N;NOM;DEF;SG	N;SG
الخطر	bahaya	خَطَر	bahaya	N;NOM;DEF;SG	N;SG
الثقة	keyakinan	ثِقَة	keyakinan	N;NOM;DEF;SG	N;SG
الثقة	kepercayaan	ثِقَة	kepercayaan	N;NOM;DEF;SG	N;SG
العنصر	barang	عُنصُر	barang	N;NOM;DEF;SG	N;SG
العنصر	item	عُنصُر	item	N;NOM;DEF;SG	N
العنصر	komponen	عُنصُر	komponen	N;NOM;DEF;SG	N;SG
العنصر	unsur	عُنصُر	unsur	N;NOM;DEF;SG	N;SG
العنصر	elemen	عُنصُر	elemen	N;NOM;DEF;SG	N;SG
اتصالات	etisalat	اِتِّصَال	etisalat	N;NOM;INDF;PL	N
مبكر	dini	مُبَكِّر	dini	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مبكر	awal	مُبَكِّر	awal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
منفصلة	terpisah	مُنفَصِل	terpisah	ADJ;NOM;INDF;FEM;SG	ADJ;SG;PASS
المساهمة	kontribusi	مُسَاهَمَة	kontribusi	N;NOM;DEF;SG	N;SG
شاب	mudanya	شَابّ	muda	N;NOM;INDF;SG	N;SG
الحل	larutan	حَلّ	larutan	N;NOM;DEF;SG	N;SG
الحل	solusi	حَلّ	solusi	N;NOM;DEF;SG	N;SG
التوزيع	distribusi	تَوزِيع	distribusi	N;NOM;DEF;SG	N;SG
نصب	tugu	نَصب	tugu	N;NOM;INDF;SG	N
نصب	monumen	نَصب	monumen	N;NOM;INDF;SG	N;SG
البطن	perut	بَطن	perut	N;NOM;DEF;SG	N;SG
البطن	perut	بَطن	perut	N;NOM;DEF;SG	N;SG
كاتدرائية	katedral	كَاتِدرَائِيَّة	katedral	N;NOM;INDF;SG	N
الزوجة	isteri	زَوجَة	isteri	N;NOM;DEF;SG	N;SG
الزوجة	istrinya	زَوجَة	istri	N;NOM;DEF;SG	N;SG
الزوجة	istri	زَوجَة	istri	N;NOM;DEF;SG	N;SG
رعب	horor	رَعب	horor	N;NOM;INDF;SG	N
رعب	horror	رَعب	horror	N;NOM;INDF;SG	N
رعب	kengerian	رَعب	kengerian	N;NOM;INDF;SG	N;SG
كفاءة	efisiensi	كَفَاءَة	efisiensi	N;NOM;INDF;SG	N;SG
الحصن	benteng	حَصن	benteng	N;NOM;DEF;SG	N
الحصن	benteng	حَصن	benteng	N;NOM;DEF;SG	N
سوداء	hitam	أَسوَد	hitam	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الخطة	rencana	خُطَّة	rencana	N;NOM;DEF;SG	N;SG
استبدال	pengganti	اِستِبدَال	penganti	N;NOM;INDF;SG	N;SG
استبدال	penggantian	اِستِبدَال	pengantian	N;NOM;INDF;SG	N;SG
استبدال	pergantian	اِستِبدَال	pergantian	N;NOM;INDF;SG	N;SG
استبدال	penggantian	اِستِبدَال	pengantian	N;NOM;INDF;SG	N;SG
استبدال	substitusi	اِستِبدَال	substitusi	N;NOM;INDF;SG	N;SG
الجدار	tembok	جِدَار	tembok	N;NOM;DEF;SG	N;SG
الجدار	dinding	جِدَار	dinding	N;NOM;DEF;SG	N;SG
ثقة	keyakinan	ثِقَة	keyakinan	N;NOM;INDF;SG	N;SG
ثقة	kepercayaan	ثِقَة	kepercayaan	N;NOM;INDF;SG	N;SG
حضر	menghadiri	حَضَر	menhadiri	V;PFV;MASC;SG;3;ACT	V;SG;ACT
حضر	hadir	حَضَر	hadir	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الحديقة	taman	حَدِيقَة	taman	N;NOM;DEF;SG	N;SG
الحديقة	kebun	حَدِيقَة	kebun	N;NOM;DEF;SG	N;SG
توسيع	perluasan	تَوسِيع	perluasan	N;NOM;INDF;SG	N;SG
توسيع	ekspansi	تَوسِيع	ekspansi	N;NOM;INDF;SG	N;SG
توسيع	perluas	تَوسِيع	perluas	N;NOM;INDF;SG	N;SG;ACT
توسيع	ekspansi	تَوسِيع	ekspansi	N;NOM;INDF;SG	N;SG
دورية	patroli	دَورِيَّة	patroli	N;NOM;INDF;SG	N;SG
الزهرة	bunga	زُهرَة	bunga	N;NOM;DEF;SG	N;SG
مناخ	iklim	مُنَاخ	iklim	N;NOM;INDF;SG	N;SG
الشعور	perasaan	شُعُور	perrasaan	N;NOM;DEF;SG	N;SG
فنان	artis	فَنّ	artis	N;NOM;INDF;SG	N;SG
فنان	seniman	فَنّ	seniman	N;NOM;INDF;SG	N;SG
نقابة	guild	نِقَابَة	guild	N;NOM;INDF;SG	N
نقابة	sindikat	نِقَابَة	sindikat	N;NOM;INDF;SG	N;SG
نقابة	sindikasi	نِقَابَة	sindikasi	N;NOM;INDF;SG	N;SG
نقابة	syndicate	نِقَابَة	syndicate	N;NOM;INDF;SG	N
الفساد	korupsi	فَسَاد	korupsi	N;NOM;DEF;SG	N;SG
الورق	koran	وَرَق	koran	N;NOM;DEF;SG	N;SG
الورق	makalah	وَرَق	makalah	N;NOM;DEF;SG	N;SG
الورق	kertas	وَرَق	kertas	N;NOM;DEF;SG	N;SG
الصحفي	jurnalis	صُحُفِيّ	jurnalis	N;NOM;DEF;SG	N;SG
الصحفي	wartawan	صُحُفِيّ	wartawan	N;NOM;DEF;SG	N;SG
الحبيب	tercinta	الحبيب	tercinta	N;NOM;DEF;SG	N;SG;PASS
الحبيب	pencinta	الحبيب	pencinta	N;NOM;DEF;SG	N;SG
الحبيب	pecinta	الحبيب	pecinta	N;NOM;DEF;SG	N;SG
الحبيب	kekasih	الحبيب	kekasih	N;NOM;DEF;SG	N;SG
التخلص	pembuangan	تَخَلُّص	penbuangan	N;NOM;DEF;SG	N;SG
الاختبار	ujian	اِختِبَار	ujian	N;NOM;DEF;SG	N;SG
الاختبار	pengujian	اِختِبَار	penujian	N;NOM;DEF;SG	N;SG
الاختبار	tes	اِختِبَار	tes	N;NOM;DEF;SG	N;SG
الاختبار	pengujian	اِختِبَار	penujian	N;NOM;DEF;SG	N;SG
الاختبار	kuis	اِختِبَار	kuis	N;NOM;DEF;SG	N
السكري	diabetes	سُكَّرِيّ	diabetes	N;NOM;DEF;SG	N;SG
السكري	diabetes	سُكَّرِيّ	diabetes	N;NOM;DEF;SG	N;SG
الموظفين	staff	مُوَظَّف	staff	N;NOM;DEF;PL	N
انتخاب	pemilu	اِنتِخَاب	pemilu	N;NOM;INDF;SG	N;SG
استمرار	kelanjutan	اِستِمرَار	kelanjutan	N;NOM;INDF;SG	N;SG
بوابات	portal	بَوَّابَة	portal	N;NOM;INDF;PL	N
التقى	bertemu	اِلتَقَى	bertemu	V;PFV;MASC;SG;3;ACT	V;SG;ACT
يشار	direferensikan	أَشَار	direferensikan	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;SG;PASS
يشار	disebut	أَشَار	disebut	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;SG;PASS
يشار	dirujuk	أَشَار	dirujuk	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;SG;PASS
الفائز	pemenang	فَائِز	penmenang	N;NOM;DEF;SG	N;SG
المسابقة	kompetisi	مُسَابَقَة	kompetisi	N;NOM;DEF;SG	N;SG
المسابقة	persaingan	مُسَابَقَة	persaingan	N;NOM;DEF;SG	N;SG
المسابقة	lomba	مُسَابَقَة	lomba	N;NOM;DEF;SG	N;SG
المسابقة	kontes	مُسَابَقَة	kontes	N;NOM;DEF;SG	N;SG
دقة	ketepatan	دِقَّة	ketepatan	N;ACC;INDF;SG	N;SG
دقة	presisi	دِقَّة	presisi	N;ACC;INDF;SG	N;SG
دقة	ketelitian	دِقَّة	ketelitian	N;ACC;INDF;SG	N;SG
دقة	keakuratan	دِقَّة	keakuratan	N;ACC;INDF;SG	N;SG
دقة	ketepatan	دِقَّة	ketepatan	N;ACC;INDF;SG	N;SG
دقة	akurasi	دِقَّة	akurasi	N;ACC;INDF;SG	N;SG
دقة	ahir	دِقَّة	ahir	N;ACC;INDF;SG	N;SG
الطائفة	sekte	طَائِفَة	sekte	N;NOM;DEF;SG	N
الطائفة	pemujaan	طَائِفَة	penpujaan	N;NOM;DEF;SG	N;SG
الطائفة	kultus	طَائِفَة	kultus	N;NOM;DEF;SG	N
الطائفة	sekte	طَائِفَة	sekte	N;NOM;DEF;SG	N
الطائفة	kasta	طَائِفَة	kasta	N;NOM;DEF;SG	N
مزيد	selengkapnya	مَزِيد	selengkap	N;NOM;INDF;SG	N;SG
مزيد	lainnya	مَزِيد	lainnya	N;NOM;INDF;SG	N
الساحلية	pesisir	سَاحِلِيَّة	pesisir	N;NOM;DEF;SG	N
الميناء	pelabuhan	مِينَاء	penlabuhan	N;NOM;DEF;SG	N;SG
الميناء	dermaga	مِينَاء	dermaga	N;NOM;DEF;SG	N;SG
الميناء	pelabuhan	مِينَاء	penlabuhan	N;NOM;DEF;SG	N;SG
التوازن	keseimbangan	تَوَازُن	keseimbangan	N;NOM;DEF;SG	N;SG
التوازن	saldo	تَوَازُن	saldo	N;NOM;DEF;SG	N;SG
شائع	populer	شَائِع	populer	ADJ;NOM;INDF;MASC;SG	ADJ;SG
غادر	tinggalkan	غَادَر	tinggalkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
غادر	meninggalkan	غَادَر	mentinggalkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
مذهب	keyakinan	مذهب	keyakinan	N;NOM;INDF;SG	N;SG
مذهب	isme	مذهب	isme	N;NOM;INDF;SG	N
مذهب	doktrin	مذهب	doktrin	N;NOM;INDF;SG	N;SG
مذهب	ajaran	مذهب	ajaran	N;NOM;INDF;SG	N;SG
الزجاج	gelas	زُجَاج	gelas	N;NOM;DEF;SG	N;SG
الزجاج	kaca	زُجَاج	kaca	N;NOM;DEF;SG	N;SG
الزجاج	glass	زُجَاج	glass	N;NOM;DEF;SG	N
تخزين	penyimpanan	تَخزِين	pensimpanan	N;NOM;INDF;SG	N;SG
تخزين	simpan	تَخزِين	simpan	N;NOM;INDF;SG	N;SG;ACT
تخزين	toko	تَخزِين	toko	N;NOM;INDF;SG	N;SG
مقاتل	petarung	مَقتِل	petarung	N;NOM;INDF;SG	N;SG
مقاتل	fighter	مَقتِل	fighter	N;NOM;INDF;SG	N
مقاتل	tempur	مَقتِل	tempur	N;NOM;INDF;SG	N;SG
الاستثمار	investasi	اِستِثمَار	investasi	N;NOM;DEF;SG	N;SG
الاستثمار	investasi	اِستِثمَار	investasi	N;NOM;DEF;SG	N;SG
الرصاص	peluru	رَصَاص	peluru	N;NOM;DEF;SG	N;SG
الرصاص	prospek	رَصَاص	prospek	N;NOM;DEF;SG	N;SG
الميزانية	budget	مِيزَانِيَّة	budget	N;NOM;DEF;SG	N;SG
الميزانية	anggaran	مِيزَانِيَّة	anggaran	N;NOM;DEF;SG	N;SG
القياس	pengukuran	قِيَاس	penukuran	N;NOM;DEF;SG	N;SG
القياس	ukur	قِيَاس	ukur	N;NOM;DEF;SG	N;SG;ACT
القياس	pengukuran	قِيَاس	penukuran	N;NOM;DEF;SG	N;SG
دقيق	akurat	دَقِيق	akurat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الذيل	ekor	ذَيل	ekor	N;NOM;DEF;SG	N;SG
الذيل	ekor	ذَيل	ekor	N;NOM;DEF;SG	N;SG
معارضة	oposisi	مُعَارَضَة	oposisi	N;NOM;INDF;SG	N;SG
مساء	petang	مَسَاء	petang	N;NOM;INDF;SG	N;SG
مساء	sore	مَسَاء	sore	N;NOM;INDF;SG	N;SG
مساء	malam	مَسَاء	malam	N;NOM;INDF;SG	N;SG
مساء	sore	مَسَاء	sore	N;NOM;INDF;SG	N;SG
مساء	siang	مَسَاء	siang	N;NOM;INDF;SG	N;SG
تعاني	menderita	عَانَى	menderita	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
القمح	gandum	قَمح	gandum	N;NOM;DEF;SG	N;SG
شك	keraguan	شَكّ	keraguan	N;NOM;INDF;SG	N;SG
التوحيد	penyatuan	تَوحِيد	pensatuan	N;NOM;DEF;SG	N;SG
التوحيد	konsolidasi	تَوحِيد	konsolidasi	N;NOM;DEF;SG	N
حمراء	merah	أَحمَر	merah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الجمال	keindahan	جَمَل	keindahan	N;NOM;DEF;SG	N;SG
الجمال	cantiknya	جَمَل	cantik	N;NOM;DEF;SG	N;SG
الجمال	kecantikan	جَمَل	kecantikan	N;NOM;DEF;SG	N;SG
الشهادة	sertifikat	شَهَادَة	sertifikat	N;NOM;DEF;SG	N;SG
الشهادة	testimoni	شَهَادَة	testimoni	N;NOM;DEF;SG	N
الشهادة	kesaksian	شَهَادَة	kesaksian	N;NOM;DEF;SG	N;SG
المبكر	dini	مُبَكِّر	dini	ADJ;NOM;DEF;MASC;SG	ADJ;SG
المبكر	awal	مُبَكِّر	awal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
يوفر	menghemat	وَفَّر	menhemat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يوفر	menyimpan	وَفَّر	mensimpan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يوفر	menyediakan	وَفَّر	mensediakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يوفر	sediakan	وَفَّر	sediakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
الحساب	kalkulasi	حِسَاب	kalkulasi	N;NOM;DEF;SG	N;SG
الحساب	perhitungan	حِسَاب	perhitungan	N;NOM;DEF;SG	N;SG
الحساب	penghitungan	حِسَاب	penhitungan	N;NOM;DEF;SG	N;SG
الحساب	rekening	حِسَاب	rekening	N;NOM;DEF;SG	N;SG
الحساب	akun	حِسَاب	akun	N;NOM;DEF;SG	N;SG
الحساب	aritmetik	حِسَاب	aritmetik	N;NOM;DEF;SG	N
الحساب	aritmatika	حِسَاب	aritmatika	N;NOM;DEF;SG	N
العقلية	mentalitas	عَقلِيَّة	mentalitas	N;NOM;DEF;SG	N;SG
العقلية	mental	عَقلِيَّة	mental	N;NOM;DEF;SG	N;SG
العقلية	mindset	عَقلِيَّة	mindset	N;NOM;DEF;SG	N;SG
حاولت	mencoba	حَاوَل	mencoba	V;PFV;FEM;SG;3;ACT	V;SG;ACT
العمود	kolom	عُمُود	kolom	N;NOM;DEF;SG	N;SG
قانونية	sah	قَانُونِيّ	sah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
قانونية	legal	قَانُونِيّ	legal	ADJ;NOM;INDF;FEM;SG	ADJ;SG
شاملة	komprehensif	شَامِل	komprehensif	ADJ;NOM;INDF;FEM;SG	ADJ;SG
منافسة	kompetisi	مُنَافَسَة	kompetisi	N;NOM;INDF;SG	N;SG
منافسة	persaingan	مُنَافَسَة	persaingan	N;NOM;INDF;SG	N;SG
منافسة	lomba	مُنَافَسَة	lomba	N;NOM;INDF;SG	N;SG
نقد	kritik	نَقد	kritik	N;NOM;INDF;SG	N;SG
نقد	kas	نَقد	kas	N;NOM;INDF;SG	N;SG
نقد	tunai	نَقد	tunai	N;NOM;INDF;SG	N;SG
قبة	kubah	قبة	kubah	N;NOM;INDF;SG	N
نبذة	intisari	نبذة	intisari	N;NOM;INDF;SG	N;SG
الربع	triwulan	رُبع	triwulan	N;NOM;DEF;SG	N;SG
الربع	kuartal	رُبع	kuartal	N;NOM;DEF;SG	N;SG
مهنة	karir	مِهنَة	karir	N;NOM;INDF;SG	N;SG
مهنة	karier	مِهنَة	karier	N;NOM;INDF;SG	N;SG
مهنة	profesi	مِهنَة	profesi	N;NOM;INDF;SG	N;SG
الخلاف	kontroversi	خِلَاف	kontroversi	N;NOM;DEF;SG	N;SG
الخلاف	ketidaksetujuan	خِلَاف	cukupansetsetuan	N;NOM;DEF;SG	N;SG
الخلاف	perselisihan	خِلَاف	perselisihan	N;NOM;DEF;SG	N;SG
النائب	deputi	نَائِب	deputi	N;NOM;DEF;SG	N;SG
زار	mengunjungi	زَار	menkunjungi	V;PFV;MASC;SG;3;ACT	V;SG;ACT
زار	berkunjung	زَار	berkunjung	V;PFV;MASC;SG;3;ACT	V;SG;ACT
عميد	dekan	عَمِيد	dekan	N;NOM;INDF;SG	N;SG
حكاية	dongeng	حِكَايَة	dongeng	N;NOM;INDF;SG	N;SG
حكاية	kisah	حِكَايَة	kisah	N;NOM;INDF;SG	N;SG
حكاية	cerita	حِكَايَة	cerita	N;NOM;INDF;SG	N;SG
حكاية	berita	حِكَايَة	berita	N;NOM;INDF;SG	N;SG
حكاية	kisah	حِكَايَة	kisah	N;NOM;INDF;SG	N;SG
السرية	kerahasiaan	سِرِّيَّة	kerahasiaan	N;NOM;DEF;SG	N;SG
السرية	kerahasiaan	سِرِّيَّة	kerahasiaan	N;NOM;DEF;SG	N;SG
مترا	meter	مِتر	meter	N;ACC;INDF;SG	N;SG
المحقق	detektif	مُحَقَّق	detektif	N;NOM;DEF;SG	N;SG
اعتبر	mempertimbangkan	اِعتَبَر	menpertimbangkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
اعتبر	pertimbangkan	اِعتَبَر	pertimbangkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
اختراع	penemuan	اِختِرَاع	pentemuan	N;NOM;INDF;SG	N;SG
السماح	editan	سَمَاح	editan	N;NOM;DEF;SG	N;SG
وطني	nasional	وَطَنِيّ	nasional	ADJ;NOM;INDF;MASC;SG	ADJ;SG
شباط	februari	شُبَاط	februari	N;NOM;INDF;SG	N;SG
شباط	pebruari	شُبَاط	pebruari	N;NOM;INDF;SG	N;SG
الساق	kaki	سَاق	kaki	N;NOM;DEF;SG	N;SG
الساق	tungkai	سَاق	tungkai	N;NOM;DEF;SG	N;SG
الشهداء	martir	شَهِيد	martir	N;NOM;DEF;PL	N
يوضح	menjelaskan	أَوضَح	menjelaskan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
اللهجة	dialek	لَهجَة	dialek	N;NOM;DEF;SG	N
الظهر	siang	ظُهر	siang	N;NOM;DEF;SG	N;SG
الظهر	balik	ظُهر	balik	N;NOM;DEF;SG	N;SG;ACT
الظهر	belakang	ظُهر	belakang	N;NOM;DEF;SG	N;SG
صدور	payudara	صُدُور	payudara	N;NOM;INDF;SG	N;SG
كسر	istirahat	كَسر	istirahat	N;NOM;INDF;SG	N;SG
كسر	fraktur	كَسر	fraktur	N;NOM;INDF;SG	N
كسر	retakan	كَسر	retakan	N;NOM;INDF;SG	N;SG
صلاحية	validitas	صَلَاحِيَّة	validitas	N;NOM;INDF;SG	N;SG
صلاحية	keabsahan	صَلَاحِيَّة	keabsahan	N;NOM;INDF;SG	N;SG
