antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
horizonte	ορίζοντα	horizonte	ορίζω	N;MASC;SG	N;ACC;NEUT;SG
folclore	λαογραφία	folclorar	λαογραφία	N;MASC;SG	N;NOM;FEM;SG
prevenir	αποτρέψει	prevenir	αποτρέπω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
romántica	ρομαντικό	romántico	ρομαντικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
romántica	ρομαντική	romántico	ρομαντικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
romántica	ρομαντικός	romántico	ρομαντικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
designar	διορίσει	designar	διορίζω	V;NFIN	V;PFV;NFIN;ACT
designar	ορίσει	designar	ορίζω	V;NFIN	V;PFV;NFIN;ACT
fan	ανεμιστήρα	fan	ανεμιστήρα	N;SG	N;NOM;MASC;SG
fan	θαυμαστής	fan	θαυμαστής	N;SG	N;NOM;MASC;SG
fan	ανεμιστήρας	fan	ανεμιστήρα	N;SG	N;NOM;FEM;SG
afirmación	δήλωση	afirmación	δήλωση	N;FEM;SG	N;ACC;FEM;SG
sombras	σκιές	sombra	σκιός	N;FEM;PL	N;NOM;FEM;PL
sombras	αποχρώσεις	sombra	απόχρωση	N;FEM;PL	N;NOM;FEM;PL
violeta	μοβ	violeto	μοβ	N;FEM;SG	N
violeta	πορφυρό	violeto	πορφυρός	N;FEM;SG	N;NOM;NEUT;SG
violeta	μωβ	violeto	μωβ	N;FEM;SG	N;NOM;NEUT;SG
violeta	βιολέτα	violeto	βιολέτα	N;FEM;SG	N;NOM;FEM;SG
violeta	βάιολετ	violeto	βάιολετ	N;FEM;SG	N
ácidos	οξέα	ácido	οξέα	N;MASC;PL	N;NOM;NEUT;PL
rondas	γύρους	ronda	γύρος	N;FEM;PL	N;ACC;MASC;PL
rondas	γύροι	ronda	γύρος	N;FEM;PL	N;NOM;MASC;PL
inflorescencia	ταξιανθία	inflorescencia	ταξιανθία	N;FEM;SG	N;NOM;FEM;SG
retirar	αποσύρει	retirar	αποσύρω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
ejes	άξονες	eje	άξονας	N;MASC;PL	N;NOM;MASC;PL
ejes	αξόνων	eje	άξονας	N;MASC;PL	N;GEN;MASC;PL
ejes	φρεάτια	eje	φρεάτιο	N;MASC;PL	N;NOM;NEUT;PL
ejes	άξονες	eje	άξονας	N;MASC;PL	N;NOM;MASC;PL
militantes	αγωνιστές	militante	αγωνιστής	N;PL	N;NOM;MASC;PL
militantes	ακτιβιστές	militante	ακτιβιστής	N;PL	N;NOM;MASC;PL
alejandra	αλεχάντρα	alejandra	αλεχάντρα	N;FEM;SG	N;NOM;NEUT;SG
helicóptero	ελικόπτερο	helicóptero	ελικόπ	N;MASC;SG	N;NOM;NEUT;SG
helicóptero	ελικόπτερο	helicóptero	ελικόπ	N;MASC;SG	N;NOM;NEUT;SG
aplicada	εφαρμοζόμενη	aplicado	εφαρμοζόμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
sindicatos	σωματεία	sindicato	σωματείο	N;MASC;PL	N;NOM;NEUT;PL
sindicatos	συνδικάτα	sindicato	συνδικάτα	N;MASC;PL	N;NOM;NEUT;PL
testimonios	μαρτυρίες	testimonio	μαρτυρία	N;MASC;PL	N;NOM;FEM;PL
testimonios	μαρτυρίες	testimonio	μαρτυρία	N;MASC;PL	N;NOM;FEM;PL
determina	καθορίζει	determinar	καθορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
determina	καθορίσει	determinar	καθορίζω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FIN;ACT
incidentes	συμβάντα	incidente	συμβάντα	N;PL	N;NOM;NEUT;PL
nervioso	νευρικό	nervioso	νευρικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
nervioso	νευρική	nervioso	νευρικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nervioso	νευρικός	nervioso	νευρικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
irlandesa	ιρλανδική	irlandés	ιρλανδικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
puntas	συμβουλές	punta	συμβουλής	N;FEM;PL	N;NOM;FEM;PL
infantes	βρέφη	infante	βρέφω	N;MASC;PL	N;NOM;NEUT;PL
infantes	νεογνά	infante	νεογνό	N;MASC;PL	N;NOM;NEUT;PL
infantes	πεζοναύτες	infante	πεζοναύτης	N;MASC;PL	N;NOM;MASC;PL
denominaciones	ονομασιών	denominación	ονομασία	N;FEM;PL	N;GEN;FEM;PL
denominaciones	ονομασίες	denominación	ονομασία	N;FEM;PL	N;NOM;FEM;PL
denominaciones	ονομασίες	denominación	ονομασία	N;FEM;PL	N;NOM;FEM;PL
reflexión	αντανάκλαση	reflexión	αντανάκλαση	N;FEM;SG	N;NOM;FEM;SG
afición	χόμπι	afición	χόμπι	N;FEM;SG	N;NOM;NEUT;SG
afición	χόμπυ	afición	χόμπυ	N;FEM;SG	N;NOM;NEUT;SG
remodelación	ανάπλαση	remodelación	ανάπλαση	N;FEM;SG	N;ACC;FEM;SG
remodelación	ανακαίνιση	remodelación	ανακαίνιση	N;FEM;SG	N;NOM;FEM;SG
júpiter	δία	júpiter	δία	N;MASC;SG	N;VOC;MASC;SG
jessica	τζέσικα	jessicar	τζέσικος	N;FEM;SG	N;NOM;FEM;SG
francisca	φρανσουάζ	francisca	φρανσούμα	N;FEM;SG	N;NOM;MASC;SG
expone	εκθέτει	exponer	εκθέτω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
musulmana	μουσουλμανική	musulmán	μουσουλμανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
kings	βασιλιάδες	king	βασιλιάδα	N;MASC;PL	N;NOM;MASC;PL
kings	βασιλείς	king	βασίλης	N;MASC;PL	N;NOM;MASC;PL
kings	βασιλέων	king	βασίλει	N;MASC;PL	N;GEN;MASC;PL
raf	ραφ	raf	ραφ	N;FEM;SG	N
querer	θέλοντας	querer	θέλω	V;NFIN	V;IPFV;V.CVB;ACT
asistentes	βοηθοί	asistente	βοηθός	N;PL	N;NOM;MASC;PL
asistentes	βοηθούς	asistente	βοηθός	N;PL	N;ACC;MASC;PL
rachel	ρέιτσελ	rachel	ρέιτσελ	N;FEM;SG	N;FEM;SG
ciclos	κύκλους	ciclo	κύκλος	N;MASC;PL	N;ACC;MASC;PL
ciclos	κύκλοι	ciclo	κύκλος	N;MASC;PL	N;NOM;MASC;PL
identifica	αναγνωρίσει	identificar	αναγνωρίζω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
identifica	προσδιορίζει	identificar	προσδιορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cuero	δέρμα	cuero	δέρμα	N;MASC;SG	N;NOM;NEUT;SG
cuero	δερμα	cuero	δερμα	N;MASC;SG	N;NOM;NEUT;SG
cuero	δερμάτινο	cuero	δερματινός	N;MASC;SG	N;NOM;NEUT;SG
superando	ξεπερνώντας	superar	ξεπερνώ	V;V.MSDR	V;IPFV;V.CVB;ACT
corredores	δρομείς	corredor	δρομή	N;MASC;PL	N;NOM;MASC;PL
corredores	διάδρομοι	corredor	διάδρομος	N;MASC;PL	N;NOM;MASC;PL
corredores	διαδρόμους	corredor	διάδρομος	N;MASC;PL	N;ACC;MASC;PL
corredores	χρηματιστές	corredor	χρηματιστής	N;MASC;PL	N;NOM;MASC;PL
corredores	μεσίτες	corredor	μεσίτης	N;MASC;PL	N;NOM;MASC;PL
corredores	δρομείς	corredor	δρομή	N;MASC;PL	N;NOM;MASC;PL
tranvía	τραμ	tranvía	τραμ	N;MASC;SG	N
tranvía	τραμ	tranvía	τραμ	N;MASC;SG	N
escolta	συνοδεία	escolta	συνοδείο	N;SG	N;ACC;FEM;SG
escolta	συνοδός	escolta	συνοδός	N;SG	N;NOM;MASC;SG
desfile	παρέλαση	desfile	παρέλαση	N;MASC;SG	N;NOM;FEM;SG
masivo	μαζική	masivo	μαζικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
barras	κάγκελα	barra	κάγκελος	N;FEM;PL	N;NOM;NEUT;PL
barras	μπαρ	barra	μπαρ	N;FEM;PL	N;NOM;NEUT;PL
barras	ράβδοι	barra	ράβδος	N;FEM;PL	N;NOM;FEM;PL
barras	μπάρες	barra	μπάρα	N;FEM;PL	N;NOM;FEM;PL
artificiales	τεχνητές	artificial	τεχνητής	ADJ;PL	ADJ;NOM;FEM;PL
piscina	πισίνα	piscina	πισίνα	N;FEM;SG	N;NOM;FEM;SG
clásicas	κλασικές	clásico	κλασικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
tienden	τείνουν	tender	τείνω	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
patente	ευρεσιτεχνίας	patente	ευρεσιτεχνία	N;SG	N;GEN;FEM;SG
patente	πατέντα	patente	πατέντα	N;SG	N;NOM;FEM;SG
nacionalistas	εθνικιστές	nacionalista	εθνικιστής	N;PL	N;NOM;MASC;PL
biografías	βιογραφίες	biografía	βιογραφία	N;FEM;PL	N;NOM;FEM;PL
biografías	χρονολόγια	biografía	χρονολόγιο	N;FEM;PL	N;NOM;NEUT;PL
mundos	κόσμους	mundo	κόσμος	N;MASC;PL	N;ACC;MASC;PL
mundos	κόσμοι	mundo	κόσμος	N;MASC;PL	N;NOM;MASC;PL
office	γραφείο	office	γραφείο	N;SG	N;NOM;NEUT;SG
institutos	ινστιτούτα	instituto	ινστιτούτα	N;MASC;PL	N;NOM;NEUT;PL
marx	μαρξ	marx	μαρχ	N;MASC;SG	N;NOM;MASC;SG
plural	πληθυντικός	plural	πληθυντικός	ADJ;SG	ADJ;NOM;MASC;SG
nudos	κόμβους	nudo	κόμβος	N;MASC;PL	N;ACC;MASC;PL
nudos	κόμπους	nudo	κόμπος	N;MASC;PL	N;ACC;MASC;PL
nudos	κόμβοι	nudo	κόμβος	N;MASC;PL	N;NOM;MASC;PL
biológica	βιολογικό	biológico	βιολογικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
biológica	βιολογική	biológico	βιολογικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
biológica	βιολογικός	biológico	βιολογικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
khan	χαν	khan	χαν	N;MASC;SG	N
knight	ιππότης	knight	ιππότης	N;SG	N;NOM;MASC;SG
knight	ιππότη	knight	ιππότης	N;SG	N;NOM;MASC;SG
billetes	εισητήρια	billete	εισητήρια	N;MASC;PL	N;NOM;NEUT;PL
billetes	εισιτήρια	billete	εισιτήριο	N;MASC;PL	N;NOM;NEUT;PL
billetes	τραπεζογραμματίων	billete	τραπεζογραμμάτιος	N;MASC;PL	N;GEN;NEUT;PL
billetes	τραπεζογραμμάτια	billete	τραπεζογραμμάτιο	N;MASC;PL	N;NOM;NEUT;PL
billetes	τραπεζογραμματίων	billete	τραπεζογραμμάτιος	N;MASC;PL	N;GEN;NEUT;PL
billetes	χαρτονομίσματα	billete	χαρτονόμισμα	N;MASC;PL	N;NOM;NEUT;PL
ecuaciones	εξισώσεις	ecuación	εξίσωση	N;FEM;PL	N;NOM;FEM;PL
secret	μυστικό	secret	μυστικός	N	N;NOM;NEUT;SG
privilegios	προνόμια	privilegio	προνόμιο	N;MASC;PL	N;NOM;NEUT;PL
balada	μπαλάντα	balada	μπαλάντα	N;FEM;SG	N;NOM;FEM;SG
disfrutar	απόλαυσε	disfrutar	απολαύω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
finaliza	τελειώνει	finalizar	τελειώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
perfecta	τέλειος	perfecto	τέλειος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
perfecta	τέλειο	perfecto	τέλειο	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
perfecta	τέλεια	perfecto	τέλεια	ADJ;FEM;SG	ADJ;NOM;FEM;SG
evidencias	αποδείξεις	evidencia	απόδειξη	N;FEM;PL	N;NOM;FEM;PL
suite	σουίτα	suite	σουίτα	N;FEM;SG	N;NOM;FEM;SG
incendios	φωτιές	incendio	φωτιός	N;MASC;PL	N;NOM;FEM;PL
incendios	πυρκαγιές	incendio	πυρκαγιά	N;MASC;PL	N;NOM;FEM;PL
revolucionarios	επαναστάτες	revolucionario	επαναστάτης	N;MASC;PL	N;NOM;MASC;PL
costos	έξοδα	costo	έξοδο	N;MASC;PL	N;NOM;NEUT;PL
láser	λέιζερ	láser	λέιζερ	N;MASC;SG	N;NOM;NEUT;SG
láser	λέιζερ	láser	λέιζερ	N;MASC;SG	N;NOM;NEUT;SG
danzas	χοροί	danza	χορώ	N;FEM;PL	N;NOM;MASC;PL
danzas	χορούς	danza	χορός	N;FEM;PL	N;ACC;MASC;PL
islámico	ισλαμική	islámico	ισλαμικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
islámico	ισλαμικό	islámico	ισλαμικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vinculado	συνδεδεμένο	vinculado	συνδεδεμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
kiss	φιλί	kiss	φιλί	N	N;NOM;NEUT;SG
pirámide	πυραμίδα	pirámide	πυραμίδα	N;FEM;SG	N;NOM;FEM;SG
inscripciones	επιγραφές	inscripción	επιγραφή	N;FEM;PL	N;NOM;FEM;PL
inscripciones	εγγραφές	inscripción	εγγραφή	N;FEM;PL	N;NOM;FEM;PL
inscripciones	καταχωρίσεις	inscripción	κατάχωριση	N;FEM;PL	N;NOM;FEM;PL
eficiente	αποτελεσματική	eficiente	αποτελεσματικός	ADJ;SG	ADJ;NOM;FEM;SG
eficiente	αποτελεσματικό	eficiente	αποτελεσματικός	ADJ;SG	ADJ;NOM;NEUT;SG
eficiente	αποδοτικό	eficiente	αποδοτικός	ADJ;SG	ADJ;NOM;NEUT;SG
eficiente	αποδοτική	eficiente	αποδοτικός	ADJ;SG	ADJ;NOM;FEM;SG
