ve	oraz	ve	oraz	CONJ	CONJ
rakibi	konkurencja	rakip	konkurencja	N;NOM;SG;3	N;NOM;FEM;SG
rakibi	przeciwnik	rakip	przeciwnik	N;NOM;SG;3	N;NOM;MASC;SG
arif	arif	arif	arif		
moda	moda	moda	moda		
moda	fashion	moda	fashion		
moda	mody	moda	moda		
çince	chiny	çince	chiny		
sanatçılar	wykonawcy	sanatçı	wykonawca	N;NOM;PL;3	N;NOM;MASC;PL
sanatçılar	artyści	sanatçı	artysta	N;NOM;PL;3	N;NOM;MASC;PL
sanatçılar	wykonawcy	sanatçı	wykonawca	N;NOM;PL;3	N;NOM;MASC;PL
napolyon	napoléon	napolyon	napoléon		
napolyon	napoleon	napolyon	napoleon		
tıbbi	leczniczy	tıbbi	leczniczy		
çekirdek	jądro	çek	jądro		
çekirdek	jądro	çek	jądro		
çekirdek	jądra	çek	jądro		
çekirdek	jądro	çek	jądro		
op	buzi	op	buzia		
op	kiss	op	kiss		
dışarı	out	dışarı	out		
kanlı	krwawa	kanlı	krwawa		
sözlük	słownik	sözlük	słownik	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	słownik	sözlük	słownik	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	słownictwo	sözlük	słownictwo	N;NOM;SG;3	N;NOM;NEUT;SG
sözlük	słownik	sözlük	słownik	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	podróżowanie	yolculuk	podróżowanie	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	podróż	yolculuk	podróż	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	podróż	yolculuk	podróż	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	przejazd	yolculuk	przejazd	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	przejażdżka	yolculuk	przejażdżka	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	jazda	yolculuk	jazdać	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	podróż	yolculuk	podróż	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	wyjazd	yolculuk	wyjazd	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	wycieczka	yolculuk	wycieczka	N;NOM;SG;3	N;NOM;FEM;SG
virginia	virginia	virgini	virginia		
virginia	wirginia	virgini	wirginia		
havaalanı	lotnisko	havaalanı	lotnisko	N;NOM;SG;3	N;NOM;NEUT;SG
havaalanı	lotnisko	havaalanı	lotnisko	N;NOM;SG;3	N;NOM;NEUT;SG
katkıları	składek	katkı	składka	N;ACC;PL;3	N;ACC;FEM;PL
psikolojik	psychologicznej	psikolojik	psychologiczny	ADJ	ADJ;GEN;FEM;SG
psikolojik	psychologiczne	psikolojik	psychologiczny	ADJ	ADJ;NOM;NEUT;SG
psikolojik	psychiczne	psikolojik	psychiczny	ADJ	ADJ;NOM;NEUT;SG
psikolojik	psychologiczny	psikolojik	psychologiczny	ADJ	ADJ;NOM;MASC;SG
sony	sony	sony	sona		
ilgisi	znaczenie	ilgi	znaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
ilgisi	znaczenia	ilgi	znaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
ilgisi	przydatność	ilgi	przydatność	N;NOM;SG;3	N;NOM;FEM;SG
kol	ręka	kol	ręka		
sayısal	obliczeniowe	sayısal	obliczeniowy	ADJ	ADJ;NOM;NEUT;SG
sayısal	numeryczne	sayısal	numeryczny	ADJ	ADJ;NOM;NEUT;SG
sayısal	numeryczny	sayısal	numeryczny	ADJ	ADJ;NOM;MASC;SG
sayısal	cyfrowe	sayısal	cyfrowy	ADJ	ADJ;NOM;NEUT;SG
nihat	nihat	nihat	nihat		
sebze	warzyw	sebze	warzyw		
sebze	warzyw	sebze	warzyw		
saniye	sekund	sani	sekunda		
saniye	sek	sani	sek		
saniye	sec	sani	sec		
teklifi	propozycję	teklif	propozycja	N;ACC;SG;3	N;ACC;FEM;SG
teklifi	ofertę	teklif	oferta	N;ACC;SG;3	N;ACC;FEM;SG
direkt	bezpośredni	direkt	bezpośredni		
direkt	direct	direkt	direct		
dream	dream	dream	drwać		
kapasitesi	zdolność	kapasite	zdolność	N;NOM;SG;3	N;NOM;FEM;SG
pro	pro	pro	pro		
oyu	adv	oyu	adv		
eşcinsel	gej	eşcinsel	on		
eşcinsel	gay	eşcinsel	gać		
gordon	gordon	gor	gordon		
gordon	gordona	gor	gordon		
sevgi	love	sevgi	lova		
hit	hit	hit	hit		
gold	złota	gold	złoty		
gold	złoto	gold	złoto		
gold	gold	gold	gold		
gold	złoty	gold	złoty		
alfabesi	alfabet	alfabe	alfabet	N;NOM;SG;3	N;NOM;MASC;SG
sıralaması	ranking	sırala	ranking	N;NOM;SG;3	N;NOM;MASC;SG
kedi	kitty	kedi	kitt		
kedi	kocie	kedi	kociać		
kedi	cat	kedi	cat		
mühendisi	inżynier	mühendis	inżynier	N;NOM;SG;3	N;NOM;MASC;SG
çekici	hammer	çekici	hammer		
çekici	urocze	çekici	uroczy		
çekici	uroczy	çekici	uroczyć		
nil	nilu	nil	nil		
kuzeybatı	northwestern	kuzeybat	northwesterny		
acil	pilne	acil	pilny		
orkestrası	orkiestra	orkestra	orkiestra	N;NOM;SG;3	N;NOM;FEM;SG
august	augusta	august	augusta		
august	sierpień	august	sierpienie		
subay	oficerze	subay	oficerz		
atlético	atlético	atlético	atlético	N;NOM;SG;3	N;NOM;MASC;SG
viii	viii	viii	viii		
pdf	pdf	pdf	pdfić		
kömür	węgla	kömür	węgiel		
arkadaşlar	przyjaciele	arkadaş	przyjaciel	N;NOM;PL;3	N;NOM;MASC;PL
arkadaşlar	przyjaciółki	arkadaş	przyjaciółka	N;NOM;PL;3	N;NOM;FEM;PL
arkadaşlar	znajomi	arkadaş	znajomy	N;NOM;PL;3	N;NOM;MASC;PL
ramazan	ramadan	ramazan	ramadan		
ramazan	ramazan	ramazan	ramazan		
tanıtım	promocja	tanıtım	promocja		
okyanus	oceanic	okyanus	oceanica		
eliptik	eliptyczne	eliptik	eliptyczny	ADJ	ADJ;NOM;NEUT;SG
duyurdu	ogłosił	duyur	ogłosić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
duyurdu	ogłosiła	duyur	ogłosić	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
rahat	wygodna	rahat	wygodny	ADJ	ADJ;NOM;FEM;SG
rahat	wygodne	rahat	wygodny	ADJ	ADJ;NOM;NEUT;SG
rahat	wygodny	rahat	wygodny	ADJ	ADJ;NOM;MASC;SG
rahat	komfortowe	rahat	komfortowy	ADJ	ADJ;NOM;NEUT;SG
rahat	wygodne	rahat	wygodny	ADJ	ADJ;NOM;NEUT;SG
rahat	wygodna	rahat	wygodny	ADJ	ADJ;NOM;FEM;SG
mario	mario	mario	mario		
moore	moore	moore	moory		
endüstri	industries	endüstri	industries		
platform	platform	platform	platform		
ini	ini	in	inić		
utc+	utc+	utc+	utczeń		
anahtar	klucz	anahtar	klucz	N;NOM;SG;3	N;NOM;MASC;SG
anahtar	klawisz	anahtar	klawić	N;NOM;SG;3	N;NOM;MASC;SG
gönül	heart	gönül	heart		
harf	listy	harf	list		
robin	robin	robin	robina		
robin	robina	robin	robina		
yollar	sposoby	yol	sposób	N;NOM;PL;3	N;NOM;MASC;PL
iso	iso	iso	iso		
diş	zęba	diş	zęba		
diş	dis	diş	dis		
seven	siedmiu	sev	siedem		
seven	siedem	sev	siedem		
merceksi	soczewkowata	merceksi	soczewkowaty	ADJ	ADJ;NOM;FEM;SG
kongo	kongo	kongo	kongo		
kongo	konga	kongo	kongać		
hesap	kont	hesap	kont		
menon	menon	menon	menon		
sekizinci	ósma	sekizinci	ósma		
havacılık	lotnictwo	havacılık	lotnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
firma	firma	firma	firma	N;NOM;SG;3	N;NOM;FEM;SG
firma	kancelaria	firma	kancelaria	N;NOM;SG;3	N;NOM;FEM;SG
firma	towarzystwo	firma	towarzystwo	N;NOM;SG;3	N;NOM;NEUT;SG
firma	kompania	firma	kompania	N;NOM;SG;3	N;NOM;FEM;SG
firma	firma	firma	firma	N;NOM;SG;3	N;NOM;FEM;SG
firma	przedsiębiorstwo	firma	przedsiębiorstwo	N;NOM;SG;3	N;NOM;NEUT;SG
maliyeti	koszt	maliyet	koszt	N;NOM;SG;3	N;NOM;MASC;SG
sayfalar	strony	sayfa	strona	N;NOM;PL;3	N;NOM;FEM;PL
cat	kocie	cat	kociać		
cat	cat	cat	cat		
mod	mod	mod	mod		
yorumlar	przeglądy	yorum	przegląd	N;NOM;PL;3	N;NOM;MASC;PL
yorumlar	opinie	yorum	opinia	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	komentarze	yorum	komentarz	N;NOM;PL;3	N;NOM;MASC;PL
reis	earl	reis	earl		
komuta	dowództwo	komut	dowództwo	N;NOM;SG;3	N;NOM;NEUT;SG
komuta	polecenie	komut	polecenie	N;NOM;SG;3	N;NOM;NEUT;SG
komuta	polecenia	komut	polecenie	N;NOM;SG;3	N;NOM;NEUT;SG
sıralama	rangi	sıralama	ranga		
senato	senat	senato	senat		
kuşlar	ptaki	kuş	ptak	N;NOM;PL;3	N;NOM;MASC;PL
alçak	niska	alçak	niska		
alçak	low	alçak	low		
monte	monte	monte	monty		
maya	maj	maya	maj		
maya	maya	maya	maya		
maya	maja	maya	mieć		
maya	drożdży	maya	drożdżyć		
fındık	snowy	fındık	snowa		
fındık	nut	fındık	nut		
fındık	nuts	fındık	nuts		
arşivi	archiwa	arşivi	archiwa		
sayfaya	stronie	sayfa	strona	N;DAT;SG;3	N;DAT;FEM;SG
önlemek	zapobiec	önle	zapobiec	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
gezegen	planet	gezegen	planet		
şerif	sharif	şerif	sharif		
üçlü	trio	üçlü	trio		
üçlü	triady	üçlü	triada		
notlar	noty	not	not	N;NOM;PL;3	N;NOM;MASC;PL
notlar	notatki	not	notatek	N;NOM;PL;3	N;NOM;MASC;PL
notlar	stopnie	not	stopień	N;NOM;PL;3	N;NOM;MASC;PL
earth	earth	earth	earth		
inanç	faith	inanç	faith		
ekleme	doda	ekle	dodać		
heyeti	przedstawicielstwo	heyet	przedstawicielstwo	N;NOM;SG;3	N;NOM;NEUT;SG
heyeti	delegacja	heyet	delegacja	N;NOM;SG;3	N;NOM;FEM;SG
heyeti	przedstawicielstwa	heyet	przedstawicielstwo	N;NOM;SG;3	N;NOM;NEUT;SG
kişiliği	osobowość	kişilik	osobowość	N;NOM;SG;3	N;NOM;FEM;SG
lara	lara	None	lara		
kum	piach	kum	pie		
kum	kum	kum	kum		
ist	ist	ist	ista		
empire	imperium	empir	imperium		
empire	empire	empir	empir		
cüce	gnome	cüce	gnoma		
edit	edit	edit	edit		
edit	edytuj	edit	edytować		
ham	ham	ham	ham		
ruslar	rosjanie	rus	rosjanin	N;NOM;PL;3	N;NOM;MASC;PL
tapınağı	świątynia	tapınak	świątynia	N;NOM;SG;3	N;NOM;FEM;SG
tapınağı	temple	tapınak	temple	N;NOM;SG;3	N;NOM;NEUT;SG
elma	apple	elma	appo		
nur	light	nur	light		
gezi	trip	gez	trip		
temiz	czysto	temiz	czysto		
temiz	czysta	temiz	czysty		
muhteşem	super	muhteşem	super		
muhteşem	rewelacja	muhteşem	rewelacja		
muhteşem	boska	muhteşem	boska		
töreni	ceremonia	tören	ceremonia	N;NOM;SG;3	N;NOM;FEM;SG
töreni	uroczystość	tören	uroczystość	N;NOM;SG;3	N;NOM;FEM;SG
marc	marca	marc	marza		
yaban	wild	yaban	wild		
yaban	dziko	yaban	dziko		
yaban	dzika	yaban	dziki		
gümrük	cła	gümrük	cza		
gümrük	cło	gümrük	cło		
doğrusal	liniowe	doğrusal	liniowy	ADJ	ADJ;NOM;NEUT;SG
türler	gatunki	tür	gatunek	N;NOM;PL;3	N;NOM;MASC;PL
türler	typy	tür	typ	N;NOM;PL;3	N;NOM;MASC;PL
türler	rodzaje	tür	rodzawać	N;NOM;PL;3	N;NOM;MASC;PL
başarılar	sukcesy	başarı	sukces	N;NOM;PL;3	N;NOM;MASC;PL
başarılar	sukcesy	başarı	sukces	N;NOM;PL;3	N;NOM;MASC;PL
uyumlu	zgodna	uyumlu	zgodny	ADJ	ADJ;NOM;FEM;SG
uyumlu	zgodny	uyumlu	zgodny	ADJ	ADJ;NOM;MASC;SG
digital	cyfrowa	digital	cyfrowy		
digital	digital	digital	digital		
şeytan	demona	şeytan	demon		
şeytan	szatana	şeytan	szatan		
şeytan	zło	şeytan	zło		
şeytan	zły	şeytan	zły		
şeytan	evil	şeytan	evil		
şeytan	zła	şeytan	zły		
tatar	tatar	tat	tatar		
type	typ	type	typ		
unesco	unesco	unesco	unesco		
başlıklı	hood	başlıklı	hood		
vakıf	foundation	vakıf	foundation		
russell	russella	russell	russell		
gine	gwinei	gin	gwiny		
corporation	korporacja	corporation	korporacja	N;NOM;SG;3	N;NOM;FEM;SG
araçlar	pojazdy	araç	pojazd	N;NOM;PL;3	N;NOM;MASC;PL
araçlar	narzędzia	araç	narzędzie	N;NOM;PL;3	N;NOM;NEUT;PL
bakım	opieki	bakım	opieka		
bakım	opieka	bakım	opieka		
otel	motel	otel	motel	N;NOM;SG;3	N;NOM;MASC;SG
otel	hotel	otel	hotel	N;NOM;SG;3	N;NOM;MASC;SG
tanımı	definicja	tanım	definicja	N;NOM;SG;3	N;NOM;FEM;SG
talk	talk	talk	talk		
harika	super	harik	super		
harika	wspaniale	harik	wspaniale		
harika	super	harik	super		
harika	rewelacja	harik	rewelacja		
balina	orka	bal	orek		
prince	prince	prince	prinka		
bürokrat	biurokrata	bürokrat	biurokraty		
box	box	box	box		
matt	mat	matt	mata		
matt	matta	matt	matta		
askerlik	wojsko	askerlik	wojsko	N;NOM;SG;3	N;NOM;NEUT;SG
askerlik	wojska	askerlik	wojsko	N;NOM;SG;3	N;NOM;NEUT;SG
sahipleri	właścicieli	sahip	właściciel	N;ACC;PL;3	N;ACC;MASC;PL
çıplak	nago	çıplak	nago		
çıplak	nagie	çıplak	nagi		
çıplak	nadzy	çıplak	nadza		
çıplak	naga	çıplak	nagi		
çıplak	nago	çıplak	nago		
çıplak	nadzy	çıplak	nadza		
çıplak	naga	çıplak	nagi		
sağlıklı	zdrowo	sağlıklı	zdrowo		
sağlıklı	zdrowa	sağlıklı	zdrowy		
sağlıklı	zdrowy	sağlıklı	zdrowy		
bilge	mądrze	bilge	mądrze		
bilge	sage	bilge	sag		
oliver	olivera	oliver	oliver		
atv	atv	atv	atv		
dağlar	góry	dağ	góra	N;NOM;PL;3	N;NOM;FEM;PL
örümcek	pająk	örü	pająk	N;NOM;SG;3	N;NOM;MASC;SG
davranış	zachowanie	davranış	zachować	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	zachowania	davranış	zachowanie	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	podejście	davranış	podejść	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	postawa	davranış	postawa	N;NOM;SG;3	N;NOM;FEM;SG
davranış	nastawienie	davranış	nastawić	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	zachowanie	davranış	zachować	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	zachowania	davranış	zachowanie	N;NOM;SG;3	N;NOM;NEUT;SG
akıllı	wit	akıllı	wit		
akıllı	mądrze	akıllı	mądrze		
akıllı	mądrze	akıllı	mądrze		
akıllı	smart	akıllı	smart		
kuvvetli	mocna	kuvvetli	mocny		
akımı	strumień	akım	strumień	N;NOM;SG;3	N;NOM;MASC;SG
kütüphane	biblioteka	kütüphane	biblioteka	N;NOM;SG;3	N;NOM;FEM;SG
romalı	rzymian	romalı	rzymianin		
hugo	hugo	hugo	hugo		
kafa	head	kafa	head		
karakterleri	postacie	karakter	postać	N;NOM;PL;3	N;NOM;MASC;PL
karakterleri	znaki	karakter	znak	N;NOM;PL;3	N;NOM;MASC;PL
karakterleri	bohaterowie	karakter	bohater	N;NOM;PL;3	N;NOM;MASC;PL
sarah	saro	sarah	saro		
def	def	def	def		
organizasyon	organizacja	organizasyon	organizacja	N;NOM;SG;3	N;NOM;FEM;SG
organizasyon	organizacja	organizasyon	organizacja	N;NOM;SG;3	N;NOM;FEM;SG
nazım	nazim	nazım	nazić		
yükseklik	wysokość	yükseklik	wysokość	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	wzrost	yükseklik	wzrost	N;NOM;SG;3	N;NOM;MASC;SG
yükseklik	wysokość	yükseklik	wysokość	N;NOM;SG;3	N;NOM;FEM;SG
port	port	port	port		
global	global	global	global		
bayezid	bajazyd	bayezid	bajazyd		
blues	blues	blues	blues		
anıtı	pomnik	anıt	pomnik	N;ACC;SG;3	N;ACC;MASC;SG
kemer	arch	kemer	arch		
punk	punk	punk	punk		
geçirmek	wydać	geçir	wydać	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
geçirmek	spędzić	geçir	spędzić	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
pamuk	bawełny	pamuk	bawełna		
pamuk	cotton	pamuk	cotton		
cep	cela	cep	cela		
gary	gary	gary	gara		
adams	adamsa	adams	adams		
etkinlik	aktywność	etkinlik	aktywność	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	czynność	etkinlik	czynność	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	działalność	etkinlik	działalność	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	wydarzenie	etkinlik	wydarzenie	N;NOM;SG;3	N;NOM;NEUT;SG
etkinlik	zdarzenie	etkinlik	zdarzenie	N;NOM;SG;3	N;NOM;NEUT;SG
etkinlik	zdarzenia	etkinlik	zdarzenie	N;NOM;SG;3	N;NOM;NEUT;SG
merak	ciekawość	merak	ciekawość	N;NOM;SG;3	N;NOM;FEM;SG
merak	ciekawość	merak	ciekawość	N;NOM;SG;3	N;NOM;FEM;SG
kate	kate	kate	kat		
tarık	tarek	tarık	tarka		
tarık	tarik	tarık	tarik		
tarık	tariq	tarık	tariq		
plastik	tworzyw	plastik	tworzyw		
beta	beta	beta	bet		
cc	ccs	cc	c8ęć		
sayfayı	stronę	sayfa	strona	N;ACC;SG;3	N;ACC;FEM;SG
devriye	patrolowanie	devri	patrolować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
devriye	patrol	devri	patrol	N;NOM;SG;3	N;NOM;MASC;SG
ligue	ligue	ligue	ligue	N;NOM;SG;3	N;NOM;MASC;SG
açısı	kąt	açı	kąt	N;NOM;SG;3	N;NOM;MASC;SG
magic	magic	magic	magica		
standard	standard	standar	standard		
bradley	bradley	bradley	bradley		
sunucusu	prezenter	sunucu	prezenter	N;NOM;SG;3	N;NOM;MASC;SG
sunucusu	serwer	sunucu	serwer	N;NOM;SG;3	N;NOM;MASC;SG
endüstriyel	przemysł	endüstriyel	przemysł	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	sklep	alışveriş	sklep	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	zakup	alışveriş	zakup	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	kupno	alışveriş	kupno	N;NOM;SG;3	N;NOM;NEUT;SG
alışveriş	zakup	alışveriş	zakup	N;NOM;SG;3	N;NOM;MASC;SG
sahte	fałsz	sahte	fałsz		
sahte	wykuty	sahte	wykut		
uygulamalar	aplikacje	uygulama	aplikacja	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	wnioski	uygulama	wniosek	N;NOM;PL;3	N;NOM;MASC;PL
uygulamalar	aplikacje	uygulama	aplikacja	N;NOM;PL;3	N;NOM;FEM;PL
uç	fly	uç	fleź		
forum	forum	forum	forum		
babil	babel	babil	babel		
sistemler	systemy	sistem	system	N;NOM;PL;3	N;NOM;MASC;PL
güvenliği	bezpieczeństwa	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
güvenliği	bezpieczeństwo	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
tapınak	świątynia	tapınak	świątynia	N;NOM;SG;3	N;NOM;FEM;SG
tapınak	temple	tapınak	temple	N;NOM;SG;3	N;NOM;NEUT;SG
topraklar	ziemie	toprak	ziemia	N;NOM;PL;3	N;NOM;FEM;PL
romantik	romans	romantik	romans	N;NOM;SG;3	N;NOM;MASC;SG
bahçesi	ogród	bahçe	ogród	N;NOM;SG;3	N;NOM;MASC;SG
bahçesi	ogródek	bahçe	ogródek	N;NOM;SG;3	N;NOM;MASC;SG
ürdün	jordana	ürdün	jordać		
ürdün	jordan	ürdün	jordany		
bakanlar	ministrowie	bakan	minister	N;NOM;PL;3	N;NOM;MASC;PL
şans	chance	şans	chanka		
şans	lucky	şans	luck		
lisa	lisa	lisa	lisa		
lisa	lisie	lisa	lisa		
otobüs	autobus	otobüs	autobus	N;NOM;SG;3	N;NOM;MASC;SG
jordan	jordana	jordan	jordać		
jordan	jordan	jordan	jordany		
yeteneği	zdolność	yetenek	zdolność	N;NOM;SG;3	N;NOM;FEM;SG
yeteneği	umiejętność	yetenek	umiejętność	N;NOM;SG;3	N;NOM;FEM;SG
carlo	carlo	carlo	carlo		
yatırım	inwestowanie	yatırım	inwestować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yatırım	inwestycja	yatırım	inwestycja	N;NOM;SG;3	N;NOM;FEM;SG
yatırım	inwestycja	yatırım	inwestycja	N;NOM;SG;3	N;NOM;FEM;SG
yatırım	inwestowanie	yatırım	inwestować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yatırım	inwestycja	yatırım	inwestycja	N;NOM;SG;3	N;NOM;FEM;SG
pembe	różowy	pembe	różowy		
pembe	róż	pembe	róż		
hamdi	hamdi	hamdi	hamdia		
wild	wild	wild	wild		
wild	dziko	wild	dziko		
wild	dzika	wild	dziki		
analizi	analizy	analiz	analiza		
ted	ted	ted	ted		
taksim	taxi	taksim	taxi		
tekniği	techniki	teknik	technika	N;ACC;SG;3	N;ACC;FEM;SG
fırtına	storm	fırt	storm		
duygusal	emocjonalne	duygusal	emocjonalny	ADJ	ADJ;NOM;NEUT;SG
duygusal	emocjonalny	duygusal	emocjonalny	ADJ	ADJ;NOM;MASC;SG
duygusal	emocjonalna	duygusal	emocjonalny	ADJ	ADJ;NOM;FEM;SG
duygusal	sentymentalny	duygusal	sentymentalny	ADJ	ADJ;NOM;MASC;SG
rev	rev	rev	rev		
wright	wright	wright	wright		
haberleri	wieści	haber	wieść	N;NOM;PL;3	N;NOM;FEM;PL
girişimi	usiłowanie	girişim	usiłować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
girişimi	inicjatywa	girişim	inicjatywa	N;NOM;SG;3	N;NOM;FEM;SG
hareketli	mobile	hareketli	mobil		
dostluk	znajomość	dostluk	znajomość	N;NOM;SG;3	N;NOM;FEM;SG
dostluk	przyjaźń	dostluk	przyjaźń	N;NOM;SG;3	N;NOM;FEM;SG
true	true	tru	true		
xbox	xbox	xbox	xbox		
jazz	jazz	jazz	jazz		
jazz	jazzu	jazz	jazzen		
yapıları	struktury	yap	struktura	N;ACC;PL;3	N;ACC;FEM;PL
kennedy	kennedy	kenne	kenned		
akustik	akustyka	akustik	akustyka		
moon	księżyc	moon	księżyc	N;NOM;SG;3	N;NOM;MASC;SG
ian	lan	ian	lan		
ian	lan	ian	lan		
teori	teoria	teori	teoria	N;NOM;SG;3	N;NOM;FEM;SG
avrupalı	european	avrupalı	european		
zeytin	olive	zey	oliv		
zeytin	oliwki	zey	oliwka		
zeytin	oliwki	zey	oliwka		
otuz	trzydzieści	otuz	trzydzieści		
otuz	thirty	otuz	thirta		
aynen	dokladnie	aynen	dokladnie		
aynen	ditto	aynen	ditto		
direniş	opór	direniş	opór	N;NOM;SG;3	N;NOM;MASC;SG
yanıt	odpowiedz	yanıt	odpowiedzieć		
yanıt	odpowiedz	yanıt	odpowiedzieć		
filosu	flota	filo	flota	N;NOM;SG;3	N;NOM;FEM;SG
fotoğrafları	fotografie	fotoğraf	fotografia	N;NOM;PL;3	N;NOM;FEM;PL
fotoğrafları	zdjęcia	fotoğraf	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
sky	sky	sky	ska		
sky	nieba	sky	niebo		
kilo	waga	kilo	waga		
kilo	kilo	kilo	kilo		
sahnesi	scena	sahne	scena	N;NOM;SG;3	N;NOM;FEM;SG
sabri	sabri	sabir	sabra		
bahçe	ogrodnictwo	bahçe	ogrodnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
bahçe	ogród	bahçe	ogród	N;NOM;SG;3	N;NOM;MASC;SG
bahçe	ogródek	bahçe	ogródek	N;NOM;SG;3	N;NOM;MASC;SG
dokuzuncu	ninth	dokuzuncu	ninth		
dokuzuncu	dziewiąta	dokuzuncu	dziewiąta		
yener	bity	yene	bit		
çeşitleri	odmiany	çeşit	odmiana	N;ACC;PL;3	N;ACC;FEM;PL
kök	root	kök	root		
kök	korzeni	kök	korzenie		
üssü	base	üss	bas		
noel	święta	noel	święto		
tff	tff	tff	tff		
sözler	cytaty	söz	cytat	N;NOM;PL;3	N;NOM;MASC;PL
sözler	obietnice	söz	obietnica	N;NOM;PL;3	N;NOM;FEM;PL
sözler	słowa	söz	słowo	N;NOM;PL;3	N;NOM;NEUT;PL
sözler	teksty	söz	tekst	N;NOM;PL;3	N;NOM;MASC;PL
finansal	finansowe	finansal	finansowy	ADJ	ADJ;NOM;NEUT;SG
finansal	finansowy	finansal	finansowy	ADJ	ADJ;NOM;MASC;SG
finansal	finansowych	finansal	finansowy	ADJ	ADJ;GEN;MASC;PL
finansal	finansowa	finansal	finansowy	ADJ	ADJ;NOM;FEM;SG
marka	brand	marka	brand		
marka	marka	marka	marka		
çocukluk	dzieciństwo	çocukluk	dzieciństwo	N;NOM;SG;3	N;NOM;NEUT;SG
adsl	adsl	adsl	adsl		
ajax	ajax	aja	ajax		
kıta	continental	kıta	continental		
veriler	dane	veri	dana	N;NOM;PL;3	N;NOM;FEM;PL
kurşun	ołowiu	kurşun	ołowiek		
kurşun	kula	kurşun	kula		
kurşun	kulka	kurşun	kulka		
yatay	poziomo	yatay	poziomo		
yatay	poziomo	yatay	poziomo		
aileler	rodzice	aile	rodzic	N;NOM;PL;3	N;NOM;MASC;PL
aileler	rodziny	aile	rodzina	N;NOM;PL;3	N;NOM;FEM;PL
yöntemleri	sposoby	yöntem	sposób	N;NOM;PL;3	N;NOM;MASC;PL
salon	salon	salon	salon	N;NOM;SG;3	N;NOM;MASC;SG
salon	salon	salon	salon	N;NOM;SG;3	N;NOM;MASC;SG
salon	sala	salon	sala	N;NOM;SG;3	N;NOM;FEM;SG
üzeri	over	üzer	over		
üzeri	powyżej	üzer	powyżej		
tersine	sprzeczne	ters	sprzeczny		
fatma	fatma	fatma	fatma		
mobil	mobile	mobil	mobil		
mobil	mobil	mobil	mobil		
harvard	harvard	harvard	harvard		
çam	sosna	çam	sosna		
çam	pine	çam	pin		
çam	sosny	çam	sosna		
ejderha	smok	ejderha	smok	N;NOM;SG;3	N;NOM;MASC;SG
nefret	nienawiści	nefret	nienawiść		
nefret	nienawiści	nefret	nienawiść		
aker	aker	aker	aker		
yöneten	reżyseria	yönet	reżyser		
telekom	telecom	telekom	telec	N;NOM;SG;3	N;NOM;MASC;SG
blood	krwi	blood	krew		
blood	blood	blood	blood		
beden	body	beden	bód		
beden	nadwozia	beden	nadwóziać		
bass	bass	bass	bass		
bass	bas	bass	bas		
leyla	leyla	ley	leślić		
