من	от	مِن	от	ADP	ADP
تربية	разплод	تَربِيَة	разплод	N;NOM;INDF;SG	N;INDF;MASC;SG
تربية	размножаване	تَربِيَة	размножаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
نسخ	копиране	نُسخَة	копиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
نسخ	копие	نُسخَة	копие	N;NOM;INDF;SG	N;INDF;NEUT;SG
نسخ	копиране	نُسخَة	копиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
جهد	усилие	جَهد	усилие	N;NOM;INDF;SG	N;INDF;NEUT;SG
جهد	старание	جَهد	старание	N;NOM;INDF;SG	N;INDF;NEUT;SG
جهد	напрежение	جَهد	напрежение	N;NOM;INDF;SG	N;INDF;NEUT;SG
بدرجة	градус	بدرجة	градус	N;NOM;INDF;SG	N;INDF;MASC;SG
بدرجة	степен	بدرجة	степен	N;NOM;INDF;SG	N;INDF;FEM;SG
الترشيح	кандидатурата	تَرشِيح	кандидатура	N;NOM;DEF;SG	N;DEF;FEM;SG
الترشيح	номинацията	تَرشِيح	номинация	N;NOM;DEF;SG	N;DEF;FEM;SG
تطبيقات	приложения	تَطبِيق	приложение	N;NOM;INDF;PL	N;INDF;NEUT;PL
تطبيقات	заявления	تَطبِيق	заявление	N;NOM;INDF;PL	N;INDF;NEUT;PL
تطبيقات	молби	تَطبِيق	молба	N;NOM;INDF;PL	N;INDF;FEM;PL
تطبيقات	приложения	تَطبِيق	приложение	N;NOM;INDF;PL	N;INDF;NEUT;PL
الهيكل	корпусът	هَيكَل	корпус	N;NOM;DEF;SG	N;DEF;MASC;SG
الهيكل	корпуса	هَيكَل	корпус	N;NOM;DEF;SG	N;DEF;MASC;SG
رياضي	спортист	رِيَاضِيّ	спортист	N;NOM;INDF;SG	N;INDF;MASC;SG
رياضي	атлет	رِيَاضِيّ	атлет	N;NOM;INDF;SG	N;INDF;MASC;SG
البوابة	портата	بَوَّابَة	порта	N;NOM;DEF;SG	N;DEF;FEM;SG
تشخيص	диагностика	تَشخِيص	диагностика	N;NOM;INDF;SG	N;INDF;FEM;SG
تشخيص	диагностика	تَشخِيص	диагностика	N;NOM;INDF;SG	N;INDF;FEM;SG
تشخيص	диагноза	تَشخِيص	диагноза	N;NOM;INDF;SG	N;INDF;FEM;SG
تشخيص	диагностика	تَشخِيص	диагностика	N;NOM;INDF;SG	N;INDF;FEM;SG
عصور	възрасти	عُصُور	възраст	N;NOM;INDF;PL	N;INDF;FEM;PL
عصور	епохи	عُصُور	епоха	N;NOM;INDF;PL	N;INDF;FEM;PL
مستوطنة	сетълмент	مُستَوطَنَة	сетълмент	N;NOM;INDF;SG	N;INDF;MASC;SG
مستوطنة	уреждане	مُستَوطَنَة	уреждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
مستوطنة	селище	مُستَوطَنَة	селище	N;NOM;INDF;SG	N;INDF;NEUT;SG
محدد	специфичен	مُحَدَّد	специфичен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
محدد	специфична	مُحَدَّد	специфичен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
يملك	притежава	مَلَك	притежавам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يابانيون	японци	يَابَانِيّ	японец	N;NOM;INDF;PL	N;INDF;MASC;PL
الكمبيوتر	компютъра	كَمبيُوتِر	компютър	N;NOM;DEF;SG	N;DEF;MASC;SG
مدرب	треньор	مُدَرِّب	треньор	N;NOM;INDF;SG	N;INDF;MASC;SG
مدرب	инструктор	مُدَرِّب	инструктор	N;NOM;INDF;SG	N;INDF;MASC;SG
مدرب	треньор	مُدَرِّب	треньор	N;NOM;INDF;SG	N;INDF;MASC;SG
مصنع	фабрика	مَصنَع	фабрика	N;NOM;INDF;SG	N;INDF;FEM;SG
مصنع	завод	مَصنَع	завод	N;NOM;INDF;SG	N;INDF;MASC;SG
مصنع	производител	مَصنَع	производител	N;NOM;INDF;SG	N;INDF;MASC;SG
ضرب	ритъм	ضَرب	ритъм	N;NOM;INDF;SG	N;INDF;MASC;SG
ضرب	хит	ضَرب	хит	N;NOM;INDF;SG	N;INDF;MASC;SG
الروح	душата	رُوح	душа	N;NOM;DEF;SG	N;DEF;FEM;SG
ذاكرة	спомен	ذَاكِرَة	спомен	N;NOM;INDF;SG	N;INDF;MASC;SG
ذاكرة	памет	ذَاكِرَة	памет	N;NOM;INDF;SG	N;INDF;FEM;SG
التجربة	експериментът	تَجرِبَة	експеримент	N;NOM;DEF;SG	N;DEF;MASC;SG
التجربة	опитът	تَجرِبَة	опит	N;NOM;DEF;SG	N;DEF;MASC;SG
واجهة	интерфейс	وَاجِهَة	интерфейс	N;NOM;INDF;SG	N;INDF;MASC;SG
واجهة	фронт	وَاجِهَة	фронт	N;NOM;INDF;SG	N;INDF;MASC;SG
صعوبة	трудност	صُعُوبَة	трудност	N;NOM;INDF;SG	N;INDF;FEM;SG
صعوبة	затруднение	صُعُوبَة	затруднение	N;NOM;INDF;SG	N;INDF;NEUT;SG
غزو	инвазия	غَزو	инвазия	N;NOM;INDF;SG	N;INDF;FEM;SG
غزو	нашествие	غَزو	нашествие	N;NOM;INDF;SG	N;INDF;NEUT;SG
غزو	нахлуване	غَزو	нахлуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
غزو	завоевание	غَزو	завоевание	N;NOM;INDF;SG	N;INDF;NEUT;SG
شبكات	мрежи	شَبَكَة	мрежа	N;NOM;INDF;PL	N;INDF;FEM;PL
يجد	намира	وَجَد	намирам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يؤثر	засяга	أَثَّر	засягам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يؤثر	въздейства	أَثَّر	въздейство	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يؤثر	влияе	أَثَّر	влия-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
البقاء	оцеляването	بَقَاء	оцеляване	N;NOM;DEF;SG	N;DEF;NEUT;SG
خلية	килия	خَلِيَّة	килия	N;NOM;INDF;SG	N;INDF;FEM;SG
خلية	клетка	خَلِيَّة	клетка	N;NOM;INDF;SG	N;INDF;FEM;SG
خلية	кошер	خَلِيَّة	кошер	N;NOM;INDF;SG	N;INDF;MASC;SG
عشرين	двадесет	عِشرُون	двадесет	NUM;NOM;INDF	NUM;INDF;PL
طفل	бебе	طِفل	бебе	N;NOM;INDF;SG	N;INDF;NEUT;SG
طفل	бейби	طِفل	бейба	N;NOM;INDF;SG	N;INDF;NEUT;SG
طفل	дете	طِفل	дете	N;NOM;INDF;SG	N;INDF;NEUT;SG
توحيد	обединяване	تَوحِيد	обединяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
توحيد	обединение	تَوحِيد	обединение	N;NOM;INDF;SG	N;INDF;NEUT;SG
المواضيع	темите	مَوضُوع	тема	N;NOM;DEF;PL	N;DEF;FEM;PL
المواضيع	темите	مَوضُوع	тема	N;NOM;DEF;PL	N;DEF;FEM;PL
العضلات	мускулите	عُضلَة	мускул	N;NOM;DEF;PL	N;DEF;MASC;PL
حديد	желязо	حَدِيد	желяз	N;NOM;INDF;SG	N;INDF;NEUT;SG
كوم	ком	كوم	ком	N;NOM;INDF;SG	N;INDF;MASC;SG
حقل	поле	حقل	поле	N;NOM;INDF;SG	N;INDF;NEUT;SG
كتابات	писания	كِتَابَة	пиша	N;NOM;INDF;PL	N;INDF;NEUT;PL
الروايات	романите	رِوَايَة	роман	N;NOM;DEF;PL	N;DEF;MASC;PL
يمتلك	притежава	اِمتَلَك	притежавам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
مرتبة	матрак	مَرتَبَة	матрак	N;NOM;INDF;SG	N;INDF;MASC;SG
احتلال	професия	اِحتِلَال	професия	N;NOM;INDF;SG	N;INDF;FEM;SG
احتلال	окупация	اِحتِلَال	окупация	N;NOM;INDF;SG	N;INDF;FEM;SG
ورقة	лист	وَرَقَة	лист	N;NOM;INDF;SG	N;INDF;MASC;SG
ورقة	чаршаф	وَرَقَة	чаршаф	N;NOM;INDF;SG	N;INDF;MASC;SG
ورقة	хартия	وَرَقَة	хартия	N;NOM;INDF;SG	N;INDF;FEM;SG
ورقة	лист	وَرَقَة	лист	N;NOM;INDF;SG	N;INDF;MASC;SG
ورقة	листа	وَرَقَة	листа	N;NOM;INDF;SG	N;INDF;FEM;SG
ورقة	листо	وَرَقَة	листо	N;NOM;INDF;SG	N;INDF;NEUT;SG
غربي	западна	غَربِيّ	западна	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
غربي	западна	غَربِيّ	западна	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
الموقف	положението	مَوقِف	положение	N;NOM;DEF;SG	N;DEF;NEUT;SG
الصف	класа	صَفّ	клас	N;NOM;DEF;SG	N;DEF;MASC;SG
الحج	поклонението	حَجّ	поклонение	N;NOM;DEF;SG	N;DEF;NEUT;SG
متوسطة	средна	مُتَوَسِّط	среден	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
متوسطة	среден	مُتَوَسِّط	среден	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
اتصال	свързване	اِتِّصَال	свързване	N;NOM;INDF;SG	N;INDF;NEUT;SG
اتصال	връзка	اِتِّصَال	връзка	N;NOM;INDF;SG	N;INDF;FEM;SG
اتصال	контакт	اِتِّصَال	контакт	N;NOM;INDF;SG	N;INDF;MASC;SG
شراء	покупка	شِرَاء	покупка	N;NOM;INDF;SG	N;INDF;FEM;SG
شراء	закупуване	شِرَاء	закупуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
شراء	купуване	شِرَاء	купуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
شراء	купуване	شِرَاء	купуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تشريح	анатомия	تَشرِيح	анатомия	N;NOM;INDF;SG	N;INDF;FEM;SG
ضابط	офицер	ضَابِط	офицер	N;NOM;INDF;SG	N;INDF;MASC;SG
ضابط	полицай	ضَابِط	полицай	N;NOM;INDF;SG	N;INDF;MASC;SG
جملة	фраза	جُملَة	фраза	N;NOM;INDF;SG	N;INDF;FEM;SG
جملة	изречение	جُملَة	изречение	N;NOM;INDF;SG	N;INDF;NEUT;SG
جملة	присъда	جُملَة	присъда	N;NOM;INDF;SG	N;INDF;FEM;SG
شاشة	екран	شَاشَة	екран	N;NOM;INDF;SG	N;INDF;MASC;SG
يعاني	страда	عَانَى	страдам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الممثلة	актрисата	مُمَثَّل	актриса	N;NOM;DEF;SG	N;DEF;FEM;SG
دوائر	кръгове	دَائِرَة	кръг	N;NOM;INDF;PL	N;INDF;MASC;PL
يهودي	еврейски	يَهُودِيّ	еврейски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
بنات	момичета	بِنَة	момиче	N;NOM;INDF;PL	N;INDF;NEUT;PL
بنات	девойки	بِنَة	девойка	N;NOM;INDF;PL	N;INDF;FEM;PL
تفاصيل	детайли	تَفصِيل	детайла	N;NOM;INDF;PL	N;INDF;MASC;PL
تفاصيل	подробности	تَفصِيل	подробност	N;NOM;INDF;PL	N;INDF;FEM;PL
محرر	редактор	محرر	редактор	N;NOM;INDF;SG	N;INDF;MASC;SG
الشهرة	славата	شُهرَة	слава	N;NOM;DEF;SG	N;DEF;FEM;SG
ماذا	какво	مَاذَا	какъв	DET	DET;NEUT;SG
شرطة	полиция	شُرطَة	полиция	N;NOM;INDF;SG	N;INDF;FEM;SG
ثابتة	стабилен	ثَابِت	стабилен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
ثابتة	стабилна	ثَابِت	стабилен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
سحب	отнемане	سَحب	отнемане	N;NOM;INDF;SG	N;INDF;NEUT;SG
سحب	теглене	سَحب	теглене	N;NOM;INDF;SG	N;INDF;NEUT;SG
سحب	оттегляне	سَحب	оттегляне	N;NOM;INDF;SG	N;INDF;NEUT;SG
امتداد	разтягане	اِمتِدَاد	разтягане	N;NOM;INDF;SG	N;INDF;NEUT;SG
امتداد	продължение	اِمتِدَاد	продължение	N;NOM;INDF;SG	N;INDF;NEUT;SG
امتداد	удължаване	اِمتِدَاد	удължаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
امتداد	разширение	اِمتِدَاد	разширение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعطي	дава	أَعطَى	давам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
القادة	командирите	قَائِد	командир	N;NOM;DEF;PL	N;DEF;MASC;PL
القادة	лидерите	قَائِد	лидер	N;NOM;DEF;PL	N;DEF;MASC;PL
التحقيق	разследването	تَحقِيق	разследване	N;NOM;DEF;SG	N;DEF;NEUT;SG
السنين	годините	سَنَة	година	N;NOM;DEF;PL	N;DEF;FEM;PL
حارس	гард	حَارِس	гард	N;NOM;INDF;SG	N;INDF;MASC;SG
حارس	пазач	حَارِس	пазач	N;NOM;INDF;SG	N;INDF;MASC;SG
الرسائل	буквите	رِسَالَة	буква	N;NOM;DEF;PL	N;DEF;FEM;PL
سلوك	поведение	سُلُوك	поведение	N;NOM;INDF;SG	N;INDF;NEUT;SG
سلوك	нагласа	سُلُوك	нагласа	N;NOM;INDF;SG	N;INDF;FEM;SG
سلوك	отношение	سُلُوك	отношение	N;NOM;INDF;SG	N;INDF;NEUT;SG
سلوك	поведение	سُلُوك	поведение	N;NOM;INDF;SG	N;INDF;NEUT;SG
سلوك	поведение	سُلُوك	поведение	N;NOM;INDF;SG	N;INDF;NEUT;SG
طائر	птиче	طَائِر	птиче	N;NOM;INDF;SG	N;INDF;NEUT;SG
طائر	птичка	طَائِر	птичка	N;NOM;INDF;SG	N;INDF;FEM;SG
طائر	птица	طَائِر	птица	N;NOM;INDF;SG	N;INDF;FEM;SG
ضباط	офицери	ضَابِط	офицер	N;NOM;INDF;PL	N;INDF;MASC;PL
ضباط	полицаи	ضَابِط	полицай	N;NOM;INDF;PL	N;INDF;MASC;PL
توجيه	насоченост	تَوجِيه	насоченост	N;NOM;INDF;SG	N;INDF;FEM;SG
توجيه	ориентация	تَوجِيه	ориентация	N;NOM;INDF;SG	N;INDF;FEM;SG
توجيه	ориентиране	تَوجِيه	ориентиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
توجيه	директива	تَوجِيه	директива	N;NOM;INDF;SG	N;INDF;FEM;SG
مغني	певица	مَغِين	певица	N;NOM;INDF;SG	N;INDF;FEM;SG
مغني	сингър	مَغِين	сингър	N;NOM;INDF;SG	N;INDF;MASC;SG
مغني	певец	مَغِين	певец	N;NOM;INDF;SG	N;INDF;MASC;SG
تمثال	скулптура	تِمثَال	скулптура	N;NOM;INDF;SG	N;INDF;FEM;SG
تمثال	статуя	تِمثَال	статуя	N;NOM;INDF;SG	N;INDF;FEM;SG
تحالف	алианс	تَحَالُف	алианс	N;NOM;INDF;SG	N;INDF;MASC;SG
تحالف	съюз	تَحَالُف	съюз	N;NOM;INDF;SG	N;INDF;MASC;SG
تحالف	коалиция	تَحَالُف	коалиция	N;NOM;INDF;SG	N;INDF;FEM;SG
درب	пътека	دَرَّب	пътека	N;NOM;INDF;SG	N;INDF;FEM;SG
درب	следа	دَرَّب	следа	N;NOM;INDF;SG	N;INDF;FEM;SG
درب	диря	دَرَّب	диря	N;NOM;INDF;SG	N;INDF;FEM;SG
مهندس	инжинер	مُهَندِس	инжинер	N;NOM;INDF;SG	N;INDF;MASC;SG
مهندس	инженер	مُهَندِس	инженер	N;NOM;INDF;SG	N;INDF;MASC;SG
دعوة	покана	دَعوَة	покана	N;NOM;INDF;SG	N;INDF;FEM;SG
دعوة	покана	دَعوَة	покана	N;NOM;INDF;SG	N;INDF;FEM;SG
دائم	траен	دَائِم	траен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
دائم	трайна	دَائِم	траен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
دائم	постоянен	دَائِم	постоянен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
دائم	постоянна	دَائِم	постоянен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
بسيط	прост	بَسِيط	прост	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
بسيط	проста	بَسِيط	прост	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مغربي	марокански	مَغرِبِيّ	марокански	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
فضاء	пространство	فَضَاء	пространство	N;NOM;INDF;SG	N;INDF;NEUT;SG
فضاء	космос	فَضَاء	космос	N;NOM;INDF;SG	N;INDF;MASC;SG
صديق	приятелка	صَدِيق	приятелка	N;NOM;INDF;SG	N;INDF;FEM;SG
صديق	приятел	صَدِيق	приятел	N;NOM;INDF;SG	N;INDF;MASC;SG
محاولات	опити	مُحَاوَلَة	опит	N;NOM;INDF;PL	N;INDF;MASC;PL
الوجود	съществуването	وُجُود	съществуване	N;NOM;DEF;SG	N;DEF;NEUT;SG
دورات	цикли	دَورَة	цикла	N;NOM;INDF;PL	N;INDF;FEM;PL
معدلات	ставки	مُعَدَّل	ставка	N;NOM;INDF;PL	N;INDF;FEM;PL
حزيران	джун	حَزِيرَان	джун	N;NOM;INDF;SG	N;INDF;MASC;SG
حزيران	юни	حَزِيرَان	юни	N;NOM;INDF;SG	N;INDF;MASC;SG
الحلفاء	съюзниците	حَلِيف	съюзник	N;NOM;DEF;PL	N;DEF;MASC;PL
سيناء	синай	سِينَاء	синай	N;NOM;INDF;SG	N;INDF;MASC;SG
مغربية	марокански	مَغرِبِيّ	марокански	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
الجاذبية	гравитацията	جَاذِبِيَّة	гравитация	N;NOM;DEF;SG	N;DEF;FEM;SG
انتقال	пренасяне	اِنتِقَال	пренасяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
انتقال	прехвърляне	اِنتِقَال	прехвърляне	N;NOM;INDF;SG	N;INDF;NEUT;SG
انتقال	пренасочване	اِنتِقَال	пренасочване	N;NOM;INDF;SG	N;INDF;NEUT;SG
انتقال	преход	اِنتِقَال	преход	N;NOM;INDF;SG	N;INDF;MASC;SG
انتقال	местене	اِنتِقَال	местене	N;NOM;INDF;SG	N;INDF;NEUT;SG
انتقال	преместване	اِنتِقَال	преместване	N;NOM;INDF;SG	N;INDF;NEUT;SG
جنيه	паунд	جُنَيه	паунд	N;NOM;INDF;SG	N;INDF;MASC;SG
جنيه	кг	جُنَيه	килограм	N;NOM;INDF;SG	N;INDF;MASC;SG
تدفق	поток	تَدَفُّق	поток	N;NOM;INDF;SG	N;INDF;MASC;SG
بطاقة	карта	بِطَاقَة	карта	N;NOM;INDF;SG	N;INDF;FEM;SG
بطاقة	картичка	بِطَاقَة	картичка	N;NOM;INDF;SG	N;INDF;FEM;SG
الملف	файлът	مِلَفّ	файл	N;NOM;DEF;SG	N;DEF;MASC;SG
اهتمام	внимание	اِهتِمَام	внимание	N;NOM;INDF;SG	N;INDF;NEUT;SG
اهتمام	интерес	اِهتِمَام	интерес	N;NOM;INDF;SG	N;INDF;MASC;SG
اهتمام	лихва	اِهتِمَام	лихва	N;NOM;INDF;SG	N;INDF;FEM;SG
المؤرخين	историците	مُؤَرِّخ	историк	N;NOM;DEF;PL	N;DEF;MASC;PL
موجة	вълна	مَوجَة	вълна	N;NOM;INDF;SG	N;INDF;FEM;SG
القبيلة	племето	قَبِيلَة	племе	N;NOM;DEF;SG	N;DEF;NEUT;SG
تدريس	преподаване	تَدرِيس	преподаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
الفلسطينيين	палестинците	فِلَسطِينِيّ	палестинец	N;NOM;DEF;PL	N;DEF;MASC;PL
الباحث	търсача	بَاحِث	търсач	N;NOM;DEF;SG	N;DEF;MASC;SG
مركبة	автомобил	مَركَبَة	автомобил	N;NOM;INDF;SG	N;INDF;MASC;SG
مركبة	возило	مَركَبَة	вози	N;NOM;INDF;SG	N;INDF;NEUT;SG
سريع	бърз	سَرِيع	бърз	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صناديق	кутии	صُندُوق	кутия	N;NOM;INDF;PL	N;INDF;FEM;PL
صناديق	сандъци	صُندُوق	сандък	N;NOM;INDF;PL	N;INDF;MASC;PL
صناديق	сандъци	صُندُوق	сандък	N;NOM;INDF;PL	N;INDF;MASC;PL
النور	светлината	النور	светлина	N;NOM;DEF;SG	N;DEF;FEM;SG
غياب	отсъствие	غِيَاب	отсъствие	N;NOM;INDF;SG	N;INDF;NEUT;SG
غياب	отсъствие	غِيَاب	отсъствие	N;NOM;INDF;SG	N;INDF;NEUT;SG
غياب	липса	غِيَاب	липса	N;NOM;INDF;SG	N;INDF;FEM;SG
يهودية	еврейски	يَهُودِيّ	еврейски	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
محور	въртене	مِحوَر	въртене	N;NOM;INDF;SG	N;INDF;NEUT;SG
محور	ос	مِحوَر	ос	N;NOM;INDF;SG	N;INDF;FEM;SG
مقابلة	интервю	مُقَابَلَة	интервю	N;NOM;INDF;SG	N;INDF;NEUT;SG
فردية	индивидуален	فَردِيّ	индивидуален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
فردية	индивидуална	فَردِيّ	индивидуален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مشابهة	подобен	مُشَابِه	подобен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
مشابهة	сходен	مُشَابِه	сходен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
مشابهة	подобна	مُشَابِه	подобен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
المنازل	къщите	مَنزِل	къща	N;NOM;DEF;PL	N;DEF;FEM;PL
