この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
コンクリート	الخرسانة	コンクリート	خَرَسَانَة	N	N;NOM;DEF;SG
河口	مصب	河口	مُصِبّ	N	N;NOM;INDF;SG
エントリー	الدخول	エントリー	دُخُول	N	N;NOM;DEF;SG
エントリー	دخول	エントリー	دُخُول	N	N;NOM;INDF;SG
エントリー	مداخل	エントリー	مَدخَل	N	N;NOM;INDF;PL
エントリー	مدخلات	エントリー	مدخلات	N	N;NOM;INDF;PL
エントリー	المدخلات	エントリー	مُدخِلَة	N	N;NOM;DEF;PL
釣り	الصيد	釣り	صَيد	N	N;NOM;DEF;SG
ストア	مخزن	ストア	مَخزَن	N	N;NOM;INDF;SG
ストア	المخزن	ストア	مَخزَن	N	N;NOM;DEF;SG
ストア	المتجر	ストア	مُتَجَرِّر	N	N;NOM;DEF;SG
ストア	تخزين	ストア	تَخزِين	N	N;NOM;INDF;SG
フロー	تدفق	フロー	تَدَفُّق	N	N;NOM;INDF;SG
フロー	التدفق	フロー	تَدَفُّق	N	N;NOM;DEF;SG
センチメートル	سنتيمترات	センチメートル	سنتيمترات	N	N;NOM;INDF;PL
スクリーン	الشاشة	スクリーン	شَاشَّة	N	N;NOM;DEF;SG
スクリーン	شاشة	スクリーン	شَاشَة	N	N;NOM;INDF;SG
シェル	صدفة	シェル	صَدَفَة	N	N;NOM;INDF;SG
シェル	الصدفة	シェル	صُدفَة	N	N;NOM;DEF;SG
シェル	القذائف	シェル	قَذِيفَة	N	N;NOM;DEF;PL
シェル	قذائف	シェル	قَذِيفَة	N	N;NOM;INDF;PL
グラス	زجاج	グラス	زجاج	N	N;NOM;INDF;SG
グラス	الزجاج	グラス	زُجَاج	N	N;NOM;DEF;SG
雰囲気	الجو	雰囲気	جَوّ	N	N;NOM;DEF;SG
雰囲気	الاجواء	雰囲気	جَوّ	N	N;NOM;DEF;PL
雰囲気	اجواء	雰囲気	جَوّ	N	N;NOM;INDF;PL
恒星	نجمة	恒星	نَجمَة	N	N;NOM;INDF;SG
恒星	النجم	恒星	نَجم	N	N;NOM;DEF;SG
恒星	النجمة	恒星	نَجمَة	N	N;NOM;DEF;SG
介護	عناية	介護	عِنَايَة	N	N;NOM;INDF;SG
介護	العناية	介護	عِنَايَة	N	N;NOM;DEF;SG
介護	الرعاية	介護	رِعَايَة	N	N;NOM;DEF;SG
介護	رعاية	介護	رِعَايَة	N	N;NOM;INDF;SG
水平	افقي	水平	أُفقِيّ	N	N;NOM;INDF;SG
スカウト	كشاف	スカウト	كَشَاف	N	N;NOM;INDF;SG
スカウト	كشافة	スカウト	كَشَافَة	N	N;NOM;INDF;SG
コーン	ذرة	コーン	ذُرَّة	N	N;NOM;INDF;SG
コーン	الذرة	コーン	ذُرَة	N	N;NOM;DEF;SG
コーン	المخروط	コーン	مَخرُوط	N	N;NOM;DEF;SG
スキル	مهارات	スキル	مهارات	N	N;NOM;INDF;PL
スキル	المهارات	スキル	مَهَارَة	N	N;NOM;DEF;PL
スキル	مهارة	スキル	مَهَارَة	N	N;NOM;INDF;SG
スキル	المهارة	スキル	مَهَارَة	N	N;NOM;DEF;SG
スキル	المهارات	スキル	مَهَارَة	N	N;NOM;DEF;PL
スキル	مهارات	スキル	مهارات	N	N;NOM;INDF;PL
サイクル	دورات	サイクル	دَورَة	N	N;NOM;INDF;PL
サイクル	الدورة	サイクル	دَورَة	N	N;NOM;DEF;SG
サイクル	دورة	サイクル	دَورَة	N	N;NOM;INDF;SG
名作	تحفة	名作	حَفَص	N	N;NOM;INDF;SG
吹き替え	الدبلجة	吹き替える	دُبلَج	N	N;NOM;DEF;SG
最小	الدنيا	最小	دِنِّيَا	N	N;NOM;DEF;SG
フォーラム	المنتديات	フォーラム	مُنتَدَى	N	N;NOM;DEF;PL
フォーラム	المحافل	フォーラム	مُحَافِل	N	N;NOM;DEF;PL
フォーラム	محافل	フォーラム	مَحفِل	N	N;NOM;INDF;PL
フォーラム	منتدى	フォーラム	منتدى	N	N;NOM;INDF;SG
フォーラム	المنتدى	フォーラム	مُنتَدَى	N	N;NOM;DEF;SG
フォーラム	محفل	フォーラム	مُحفِل	N	N;NOM;INDF;SG
フォーラム	المحفل	フォーラム	مُحفِل	N	N;NOM;DEF;SG
フォーラム	الملتقى	フォーラム	مُلتَقَى	N	N;NOM;DEF;SG
勇者	شجاع	勇者	شِجَاع	N	N;NOM;INDF;SG
勇者	شجاعة	勇者	شَجَاعَة	N	N;NOM;INDF;SG
シェア	مشاركة	シェア	مُشَارَكَة	N	N;NOM;INDF;SG
シェア	المشاركة	シェア	مُشَارَكَة	N	N;NOM;DEF;SG
シェア	تقاسم	シェア	تَقَاسُم	N	N;NOM;INDF;SG
シェア	التشارك	シェア	تَشَارُك	N	N;NOM;DEF;SG
シェア	مشاركة	シェア	مُشَارَكَة	N	N;NOM;INDF;SG
シェア	المشاركة	シェア	مُشَارَكَة	N	N;NOM;DEF;SG
シェア	حصة	シェア	حِصَّة	N	N;NOM;INDF;SG
シェア	نصيب	シェア	نَصِيب	N	N;NOM;INDF;SG
シェア	مشاركات	シェア	مُشَارَكَة	N	N;NOM;INDF;PL
シェア	المشاركات	シェア	المشاركات	N	N;NOM;DEF;PL
俳句	الهايكو	俳句	الهايكو	N	N;NOM;DEF;SG
分散	تباين	分散	تَبَايُن	N	N;NOM;INDF;SG
落下	اسقط	落下	أَسقَط	V	V;PFV;MASC;SG;3;ACT
告示	الاشعار	告示	شَعَر	N	N;NOM;DEF;PL
告示	اشعار	告示	شَعر	N	N;NOM;INDF;PL
スタンダード	المعيار	スタンダード	مِعيَار	N	N;NOM;DEF;SG
スタンダード	معيار	スタンダード	مُعِير	N	N;NOM;INDF;SG
繊維	النسيج	繊維	نَسِيج	N	N;NOM;DEF;SG
繊維	الالياف	繊維	لِيف	N	N;NOM;DEF;PL
繊維	الالياف	繊維	لِيف	N	N;NOM;DEF;PL
待ち	تنتظر	待つ	اِنتَظَر	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
待ち	انتظروا	待つ	اِنتَظَر	V	V;PFV;MASC;PL;3;ACT
エンターテイメント	ترفيه	エンターテイメント	تَرفِيه	N	N;NOM;INDF;SG
エンターテイメント	للترفيه	エンターテイメント	للترفيه	N	N;GEN;DEF;SG
エンターテイメント	الترفيه	エンターテイメント	تَرفِيه	N	N;NOM;DEF;SG
エンターテイメント	تسلية	エンターテイメント	تَسلِيَة	N	N;NOM;INDF;SG
演習	التمارين	演習	تَمرِين	N	N;NOM;DEF;PL
演習	تمارين	演習	تَمرِين	N	N;NOM;INDF;PL
演習	المناورات	演習	مُنَاوَرَة	N	N;NOM;DEF;PL
演習	مناورات	演習	مُنَاوَرَة	N	N;NOM;INDF;PL
検出	كشف	検出	كَشَف	V	V;PFV;MASC;SG;3;ACT
配列	المصفوفة	配列	مَصفُوف	N	N;NOM;DEF;SG
体力	قوة	体力	قُوَّة	N	N;NOM;INDF;SG
体力	القوة	体力	قُوَّة	N	N;NOM;DEF;SG
コンテナ	حاوية	コンテナ	حَاوِيَة	N	N;NOM;INDF;SG
コンテナ	الحاوية	コンテナ	حَاوِيَة	N	N;NOM;DEF;SG
コンテナ	حاويات	コンテナ	حَاوِيَة	N	N;NOM;INDF;PL
コンテナ	حاويات	コンテナ	حَاوِيَة	N	N;NOM;INDF;PL
アンテナ	الهوائي	アンテナ	هَوَائِيّ	N	N;NOM;DEF;SG
アンテナ	هوائي	アンテナ	هوائي	N	N;NOM;INDF;SG
船体	هيكل	船体	هَيكَل	N	N;NOM;INDF;SG
船体	الهيكل	船体	هَيكَل	N	N;NOM;DEF;SG
チケット	تذاكر	チケット	تَذَاكُر	N	N;NOM;INDF;SG
チケット	التذاكر	チケット	تَذَاكُر	N	N;NOM;DEF;SG
チケット	تذكرة	チケット	تَذَكُّر	N	N;NOM;INDF;SG
チケット	التذكرة	チケット	تَذَكُّر	N	N;NOM;DEF;SG
チケット	التذاكر	チケット	تَذَاكُر	N	N;NOM;DEF;SG
幻想	الوهم	幻想	وَهم	N	N;NOM;DEF;SG
フォト	صورة	フォト	صُورَة	N	N;NOM;INDF;SG
フォト	الصورة	フォト	صُورَة	N	N;NOM;DEF;SG
石炭	الفحم	石炭	فَحم	N	N;NOM;DEF;SG
石炭	فحم	石炭	فَحم	N	N;NOM;INDF;SG
グラム	جرام	グラム	جرَام	N	N;NOM;INDF;SG
ボウ	قوس	ボウ	قَوس	N	N;NOM;INDF;SG
ボウ	القوس	ボウ	قَوس	N	N;NOM;DEF;SG
ループ	حلقة	ループ	حَلقَة	N	N;NOM;INDF;SG
ループ	الحلقة	ループ	حَلقَة	N	N;NOM;DEF;SG
開く	يفتح	開く	فَتَح	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
電圧	الجهد	電圧	جَهد	N	N;NOM;DEF;SG
電圧	جهد	電圧	جَهد	N	N;NOM;INDF;SG
喜劇	كوميدي	喜劇	كوميدي	N	N;NOM;INDF;SG
光学	بصريات	光学	بَصَرِيَّات	N	N;NOM;INDF;PL
光学	البصريات	光学	بَصَرِيَّات	N	N;NOM;DEF;PL
ライター	الكاتب	ライター	كَاتِب	N	N;NOM;DEF;SG
ライター	كاتب	ライター	كَاتِب	N	N;NOM;INDF;SG
ライター	الكاتبة	ライター	كَاتِب	N	N;NOM;DEF;SG
キット	طقم	キット	طَقم	N	N;NOM;INDF;SG
ビジュアル	مرئي	ビジュアル	مرئي	N	N;NOM;INDF;SG
歩行	المشي	歩行	مُشِيّ	N	N;NOM;DEF;SG
歩行	المشي	歩行	مُشِيّ	N	N;NOM;DEF;SG
割引	تخفيض	割引	تَخفِيض	N	N;NOM;INDF;SG
割引	التخفيض	割引	تَخفِيض	N	N;NOM;DEF;SG
割引	الخصم	割引	خَصم	N	N;NOM;DEF;SG
割引	خصومات	割引	خُصُومَة	N	N;NOM;INDF;PL
割引	تخفيضات	割引	تَخفِيض	N	N;NOM;INDF;PL
割引	خصومات	割引	خُصُومَة	N	N;NOM;INDF;PL
変数	المتغير	変数	مُتَغَيِّر	N	N;NOM;DEF;SG
影響	النفوذ	影響	نُفُوذ	N	N;NOM;DEF;SG
影響	تاثير	影響	تَأثِير	N	N;NOM;INDF;SG
影響	التاثير	影響	تَاثِير	N	N;NOM;DEF;SG
カテゴリー	الفئة	カテゴリー	فِئَة	N	N;NOM;DEF;SG
カテゴリー	فئة	カテゴリー	فِئَة	N	N;NOM;INDF;SG
カテゴリー	الفئات	カテゴリー	فِئَة	N	N;NOM;DEF;PL
カテゴリー	الاصناف	カテゴリー	إِصنَاف	N	N;NOM;DEF;PL
カテゴリー	فئات	カテゴリー	فِئَة	N	N;NOM;INDF;PL
ストレート	مباشرة	ストレート	مُبَاشَرَة	N	N;NOM;INDF;SG
フロンティア	الحدود	フロンティア	حَدّ	N	N;NOM;DEF;PL
純粋	نقية	純粋	نَقِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
役職	موقف	役職	مَوقِف	N	N;NOM;INDF;SG
役職	المنصب	役職	مَنصِب	N	N;NOM;DEF;SG
役職	الموضع	役職	مُوَضَّع	N	N;NOM;DEF;SG
役職	الموقف	役職	مَوقِف	N	N;NOM;DEF;SG
役職	العناوين	役職	عُنوَان	N	N;NOM;DEF;PL
役職	الالقاب	役職	لَقب	N	N;NOM;DEF;PL
役職	عناوين	役職	عُنوَان	N	N;NOM;INDF;PL
役職	القاب	役職	قَابّ	N	N;NOM;INDF;SG
支払	دفع	支払	دَفَع	V	V;PFV;MASC;SG;3;ACT
薬物	العقاقير	薬物	عَقَّار	N	N;NOM;DEF;PL
薬物	عقاقير	薬物	عَقَّاقِير	N	N;NOM;INDF;PL
薬物	مخدرات	薬物	مُخَدِّر	N	N;NOM;INDF;PL
薬物	المخدرات	薬物	مُخَدِّر	N	N;NOM;DEF;PL
薬物	عقار	薬物	عَقَار	N	N;NOM;INDF;SG
誘拐	خطف	誘拐	خَطَف	V	V;PFV;MASC;SG;3;ACT
誘拐	اختطف	誘拐	اِختَطَف	V	V;PFV;MASC;SG;3;PASS
誘拐	اختطفت	誘拐	اِختَطَف	V	V;PFV;FEM;SG;3;ACT
フード	القلنسوة	フード	قُلنسُوَّة	N	N;NOM;DEF;SG
踊る	يرقص	踊る	رَقَّص	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
天文台	المرصد	天文台	مَرصَد	N	N;NOM;DEF;SG
天文台	مرصد	天文台	مَرصَد	N	N;NOM;INDF;SG
ドット	النقاط	ドット	نُقطَة	N	N;NOM;DEF;PL
ドット	نقط	ドット	نَقَط	N	N;NOM;INDF;PL
ドット	نقاط	ドット	نُقطَة	N	N;NOM;INDF;PL
ドット	نقطة	ドット	نُقطَة	N	N;NOM;INDF;SG
果実	فاكهة	果実	فاكهة	N	N;NOM;INDF;SG
果実	الفاكهة	果実	فَاكِهَة	N	N;NOM;DEF;SG
果実	الفواكه	果実	فَاكِهَة	N	N;NOM;DEF;PL
果実	الفواكه	果実	فَاكِهَة	N	N;NOM;DEF;PL
果実	ثمار	果実	ثَمَر	N	N;NOM;INDF;PL
果実	الثمار	果実	ثَمَر	N	N;NOM;DEF;SG
昼間	نهارا	昼間	نَهَار	N	N;ACC;INDF;SG
昼間	النهار	昼間	نَهَار	N	N;NOM;DEF;SG
大気	الجو	大気	جَوّ	N	N;NOM;DEF;SG
大気	الاجواء	大気	جَوّ	N	N;NOM;DEF;PL
大気	اجواء	大気	جَوّ	N	N;NOM;INDF;PL
エンターテインメント	ترفيه	エンターテインメント	تَرفِيه	N	N;NOM;INDF;SG
エンターテインメント	للترفيه	エンターテインメント	للترفيه	N	N;GEN;DEF;SG
エンターテインメント	الترفيه	エンターテインメント	تَرفِيه	N	N;NOM;DEF;SG
エンターテインメント	تسلية	エンターテインメント	تَسلِيَة	N	N;NOM;INDF;SG
傑作	تحفة	傑作	حَفَص	N	N;NOM;INDF;SG
カーブ	منحنى	カーブ	منحنى	N	N;NOM;INDF;SG
アイデア	افكار	アイデア	فِكر	N	N;NOM;INDF;PL
アイデア	الافكار	アイデア	فِكر	N	N;NOM;DEF;PL
アイデア	الفكرة	アイデア	فِكرَة	N	N;NOM;DEF;SG
アイデア	فكرة	アイデア	فِكرَة	N	N;NOM;INDF;SG
弾薬	الذخيرة	弾薬	ذَخِيرَة	N	N;NOM;DEF;SG
弾薬	الذخائر	弾薬	ذَخِيرَة	N	N;NOM;DEF;PL
弾薬	ذخيرة	弾薬	ذَخِيرَة	N	N;NOM;INDF;SG
弾薬	ذخيرة	弾薬	ذَخِيرَة	N	N;NOM;INDF;SG
角度	الزاوية	角度	زَاوِيَة	N	N;NOM;DEF;SG
角度	زاوية	角度	زَاوِيَة	N	N;NOM;INDF;SG
角度	بزاوية	角度	بَزَاوِيّ	N	N;NOM;INDF;SG
エレベーター	المصاعد	エレベーター	مَصعَد	N	N;NOM;DEF;PL
エレベーター	رفع	エレベーター	رَفع	N	N;NOM;INDF;SG
エレベーター	المصعد	エレベーター	مَصعَد	N	N;NOM;DEF;SG
エレベーター	مصعد	エレベーター	مَصعَد	N	N;NOM;INDF;SG
批評家	ناقد	批評家	نَاقِد	N	N;NOM;INDF;SG
花嫁	العروس	花嫁	عَرس	N	N;NOM;DEF;SG
花嫁	العروسة	花嫁	عُرُوسَة	N	N;NOM;DEF;SG
花嫁	عروس	花嫁	عروس	N	N;NOM;INDF;SG
花嫁	عروسة	花嫁	عُرُوسَة	N	N;NOM;INDF;SG
ダート	التراب	ダート	تُرَاب	N	N;NOM;DEF;SG
音楽家	موسيقي	音楽家	مُوسِيقِيّ	N	N;NOM;INDF;SG
ソックス	الجوارب	ソックス	جَارِبَة	N	N;NOM;DEF;PL
ソックス	جوارب	ソックス	جَارِب	N	N;NOM;INDF;PL
予防	المنع	予防	مَنع	N	N;NOM;DEF;SG
予防	الوقاية	予防	وِقَايَة	N	N;NOM;DEF;SG
胴体	الجذع	胴体	جِذَّة	N	N;NOM;DEF;SG
胴体	جذع	胴体	جَذع	N	N;NOM;INDF;SG
友情	الصداقات	友情	صِدَاقَة	N	N;NOM;DEF;PL
友情	صداقات	友情	صداقات	N	N;NOM;INDF;PL
友情	الصداقة	友情	صَدَاقَة	N	N;NOM;DEF;SG
友情	صداقة	友情	صَدَاقَة	N	N;NOM;INDF;SG
機材	المعدات	機材	مُعَدَّات	N	N;NOM;DEF;PL
機材	معدات	機材	مُعَدَّات	N	N;NOM;INDF;PL
反射	انعكاس	反射	اِنعِكَاس	N	N;NOM;INDF;SG
反射	انعكاسات	反射	اِنعِكَاس	N	N;NOM;INDF;PL
小売	تجزئة	小売	تجزئة	N	N;NOM;INDF;SG
小売	التجزئة	小売	تَجزِئَة	N	N;NOM;DEF;SG
死体	الجثة	死体	جُثَّة	N	N;NOM;DEF;SG
死体	جثة	死体	جُثَّة	N	N;NOM;INDF;SG
アルファベット	الابجدية	アルファベット	أُبجَدِيّ	N	N;NOM;DEF;SG
フォーマット	التنسيق	フォーマット	تَنسِيق	N	N;NOM;DEF;SG
フォーマット	الاشكال	フォーマット	شَكل	N	N;NOM;DEF;PL
フォーマット	اشكال	フォーマット	شَكل	N	N;NOM;INDF;PL
フォーマット	نسق	フォーマット	نَسَق	N	N;NOM;INDF;SG
フォーマット	الشكل	フォーマット	شَكل	N	N;NOM;DEF;SG
フォーマット	تنسيق	フォーマット	تَنسِيق	N	N;NOM;INDF;SG
ケア	عناية	ケア	عِنَايَة	N	N;NOM;INDF;SG
ケア	العناية	ケア	عِنَايَة	N	N;NOM;DEF;SG
ケア	الرعاية	ケア	رِعَايَة	N	N;NOM;DEF;SG
ケア	رعاية	ケア	رِعَايَة	N	N;NOM;INDF;SG
アース	الارض	アース	أَرض	N	N;NOM;DEF;SG
バルブ	صمام	バルブ	صمام	N	N;NOM;INDF;SG
バルブ	الصمام	バルブ	صَمَام	N	N;NOM;DEF;SG
バルブ	الصمامات	バルブ	صَمَامَة	N	N;NOM;DEF;PL
バルブ	صمامات	バルブ	صِمَام	N	N;NOM;INDF;PL
鉱物	معادن	鉱物	مَعدِن	N	N;NOM;INDF;PL
鉱物	معدن	鉱物	مَعدِن	N	N;NOM;INDF;SG
鉱物	المعادن	鉱物	مَعدِن	N	N;NOM;DEF;PL
鉱物	معادن	鉱物	مَعدِن	N	N;NOM;INDF;PL
鉱物	المعادن	鉱物	مَعدِن	N	N;NOM;DEF;PL
幸福	سعادة	幸福	سَعَادَة	N	N;NOM;INDF;SG
幸福	السعادة	幸福	سَعَادَة	N	N;NOM;DEF;SG
振動	التذبذب	振動	تَذَبذُب	N	N;NOM;DEF;SG
振動	الاهتزاز	振動	اِهتِزَاز	N	N;NOM;DEF;SG
ピーク	قمة	ピーク	قِمَّة	N	N;NOM;INDF;SG
ピーク	ذروة	ピーク	ذُروَة	N	N;NOM;INDF;SG
ピーク	القمة	ピーク	قِمَّة	N	N;NOM;DEF;SG
ピーク	الذروة	ピーク	ذَروَة	N	N;NOM;DEF;SG
山地	جبال	山地	جَبَل	N	N;NOM;INDF;PL
山地	الجبال	山地	جَبَل	N	N;NOM;DEF;PL
症候	متلازمة	症候	مُتَلَازِم	N	N;NOM;INDF;SG
汚染	التلوث	汚染	تَلَوُّث	N	N;NOM;DEF;SG
汚染	تلوث	汚染	تَلَوُّث	N	N;NOM;INDF;SG
汚染	التلوث	汚染	تَلَوُّث	N	N;NOM;DEF;SG
汚染	تلوث	汚染	تَلَوُّث	N	N;NOM;INDF;SG
メニュー	قائمة	メニュー	قَائِمَة	N	N;NOM;INDF;SG
メニュー	القائمة	メニュー	قَائِمَة	N	N;NOM;DEF;SG
火星	المريخ	火星	مَرِيخ	N	N;NOM;DEF;SG
火星	مارس	火星	مَارِس	N	N;GEN;INDF;SG
中尉	ملازم	中尉	مَلز	N	N;NOM;INDF;SG
中尉	الملازم	中尉	مَلزَمَة	N	N;NOM;DEF;SG
民主主義	الديمقراطي	民主主義	دِيمُقرَاطِيّ	N	N;NOM;DEF;SG
民主主義	الديمقراطية	民主主義	دِيمُقرَاطِيَّة	N	N;NOM;DEF;SG
背中	الظهر	背中	ظُهر	N	N;NOM;DEF;SG
背中	العودة	背中	عَودَة	N	N;NOM;DEF;SG
背中	عودة	背中	عَودَة	N	N;NOM;INDF;SG
競合	تنازع	競合	نَازَع	V	V;PFV;MASC;SG;3;ACT
小屋	الكوخ	小屋	الكوخ	N	N;NOM;DEF;SG
キュー	الطابور	キュー	طَابُور	N	N;NOM;DEF;SG
キュー	طوابير	キュー	طَابُور	N	N;NOM;INDF;PL
元素	عناصر	元素	عُنصُر	N	N;NOM;INDF;PL
元素	العناصر	元素	عُنصُر	N	N;NOM;DEF;PL
元素	العنصر	元素	عُنصُر	N	N;NOM;DEF;SG
元素	عنصر	元素	عُنصُر	N	N;NOM;INDF;SG
性的	جنسي	性的	جِنسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
性的	جنسية	性的	جِنسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
薔薇	وردة	薔薇	وَردَة	N	N;NOM;INDF;SG
薔薇	الوردة	薔薇	وَردَة	N	N;NOM;DEF;SG
薔薇	الورود	薔薇	وُرُود	N	N;NOM;DEF;SG
薔薇	الورد	薔薇	وَرد	N	N;NOM;DEF;SG
カート	العربة	カート	عَرَبَة	N	N;NOM;DEF;SG
カート	عربة	カート	عَرَبَة	N	N;NOM;INDF;SG
技法	تقنية	技法	تَقنِيَّة	N	N;NOM;INDF;SG
技法	التقنية	技法	تَقنِيَّة	N	N;NOM;DEF;SG
王女	الاميرة	王女	أَمِيرَة	N	N;NOM;DEF;SG
王女	اميرة	王女	أَمِيرَة	N	N;NOM;INDF;SG
シンボル	رموز	シンボル	رَمز	N	N;NOM;INDF;PL
シンボル	الرموز	シンボル	رَمز	N	N;NOM;DEF;PL
シンボル	رمز	シンボル	رَمز	N	N;NOM;INDF;SG
シンボル	الرمز	シンボル	رَمز	N	N;NOM;DEF;SG
シンボル	رمزا	シンボル	رَمز	N	N;ACC;INDF;SG
情熱	الهوى	情熱	هُوَيّ	N	N;NOM;DEF;SG
情熱	العاطفة	情熱	عَاطِفَة	N	N;NOM;DEF;SG
情熱	الشغف	情熱	شَغف	N	N;NOM;DEF;SG
太鼓	الطبل	太鼓	طِبل	N	N;NOM;DEF;SG
太鼓	الطبول	太鼓	طُبُول	N	N;NOM;DEF;SG
左側	اليسار	左側	يَسَار	N	N;NOM;DEF;SG
所得	ايرادات	所得	إِيرَاد	N	N;NOM;INDF;PL
所得	الايرادات	所得	إِيرَاد	N	N;NOM;DEF;PL
所得	الدخل	所得	دَخل	N	N;NOM;DEF;SG
カタログ	كتالوجات	カタログ	كتالوجات	N	N;NOM;INDF;PL
カタログ	فهارس	カタログ	فهارس	N	N;NOM;INDF;PL
カタログ	فهرس	カタログ	فهرس	N	N;NOM;INDF;SG
カタログ	كتالوجات	カタログ	كتالوجات	N	N;NOM;INDF;PL
カタログ	فهرس	カタログ	فهرس	N	N;NOM;INDF;SG
保全	الحفظ	保全	حِفظ	N	N;NOM;DEF;SG
保全	المحافظة	保全	مُحَافَظَة	N	N;NOM;DEF;SG
保全	الحفظ	保全	حِفظ	N	N;NOM;DEF;SG
保全	الحفاظ	保全	حِفَاظ	N	N;NOM;DEF;SG
保全	المحافظة	保全	مُحَافَظَة	N	N;NOM;DEF;SG
卒業生	الخريجين	卒業生	خَرِيج	N	N;ACC;DEF;DU
卒業生	خريجي	卒業生	خِرِّيج	N	N;NOM;INDF;PL
卒業生	الخريجين	卒業生	خَرِيج	N	N;ACC;DEF;DU
有権	الناخبون	有権	نَاخِب	N	N;NOM;DEF;PL
有権	الناخبين	有権	نَاخِب	N	N;NOM;DEF;PL
有権	المصوتين	有権	مُصَوِّت	N	N;ACC;DEF;PL
焼き	احرق	焼く	أَحرَق	V	V;PFV;MASC;SG;3;ACT
婚約	خطيبة	婚約	خَطِيبَة	N	N;NOM;INDF;SG
婚約	الارتباط	婚約	اِرتِبَاط	N	N;NOM;DEF;SG
婚約	خطوبة	婚約	خُطُوبَة	N	N;NOM;INDF;SG
婚約	التفاعل	婚約	تَفَاعُل	N	N;NOM;DEF;SG
婚約	ارتباط	婚約	اِرتِبَاط	N	N;NOM;INDF;SG
婚約	الخطوبة	婚約	خُطُوبَة	N	N;NOM;DEF;SG
婚約	مخطوبة	婚約	مَخطُوب	N	N;NOM;INDF;SG
ディスプレイ	عرض	ディスプレイ	عَرض	N	N;NOM;INDF;SG
ディスプレイ	العرض	ディスプレイ	عَرض	N	N;NOM;DEF;SG
マニア	الهوس	マニア	هُوس	N	N;NOM;DEF;SG
繰り返す	كرر	繰り返す	كَرَّر	V	V;PFV;MASC;SG;3;ACT
サイエンス	العلوم	サイエンス	عِلم	N	N;NOM;DEF;PL
サイエンス	علوم	サイエンス	عِلم	N	N;NOM;INDF;PL
