for	für	for	für	ADP	ADP
selvstændigt	unabhängig	selvstændigt	unabhängig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	unabhängigen	selvstændigt	unabhängig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	selbständig	selvstændigt	selbständig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	selbstständig	selvstændigt	selbständig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	unabhängig	selvstændigt	unabhängig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	eigenständig	selvstændigt	eigenständig	ADJ;INDF;NEUT;SG	ADJ
selvstændigt	eigenständigen	selvstændigt	eigenständig	ADJ;INDF;NEUT;SG	ADJ
permanent	permanente	permanent	permanent	ADJ;INDF;SG	ADJ;NOM;FEM;SG
permanent	dauerhaft	permanent	dauerhaft	ADJ;INDF;SG	ADJ
permanent	permanent	permanent	permanent	ADJ;INDF;SG	ADJ
permanent	ständigen	permanent	ständig	ADJ;INDF;SG	ADJ
permanent	permanent	permanent	permanent	ADJ;INDF;SG	ADJ
permanent	dauerhaft	permanent	dauerhaft	ADJ;INDF;SG	ADJ
afstemning	abstimmung	afstemning	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
afstemning	abstimmung	afstemning	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
afstemning	abstimmung	afstemning	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
afstemning	meinungsumfrage	afstemning	meinungsumfrage	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mødtes	getroffen	mødes	treffen|triefen	V;IND;PST;FIN;ACT	V;V.PTCP
mødtes	traf	mødes	treffen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mødtes	erfüllt	mødes	erfüllen	V;IND;PST;FIN;ACT	V;V.PTCP
fremtiden	zukunft	fremtid	zukunft	N;DEF;MASC+FEM;SG	N
potter	töpfe	potte	töpfen	N;INDF;MASC+FEM;PL	N;NOM;PL
tur	ausflug	tur	ausflagen	N;INDF;MASC+FEM;SG	N;SG
nødvendige	notwendige	nødvendig	notwendig	ADJ;PL	ADJ;NOM;FEM;PL
nødvendige	erforderlich	nødvendig	erforderlich	ADJ;PL	ADJ
nødvendige	notwendig	nødvendig	notwendig	ADJ;PL	ADJ
nødvendige	nötig	nødvendig	nötig	ADJ;PL	ADJ
blandet	vermischt	blande	vermischen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
fremmede	fremden	fremmed	fremd	ADJ;PL	ADJ
fremmede	fremd	fremmed	fremd	ADJ;PL	ADJ
fremmede	fremder	fremmed	fremd	ADJ;PL	ADJ
fremmede	fremde	fremmed	fremd	ADJ;PL	ADJ;NOM;FEM;PL
fremmede	fremden	fremmed	fremd	ADJ;PL	ADJ
fremmede	fremder	fremmed	fremd	ADJ;PL	ADJ
fremmede	fremde	fremmed	fremd	ADJ;PL	ADJ;NOM;FEM;PL
fremmede	fremd	fremmed	fremd	ADJ;PL	ADJ
udvidelse	erweiterung	udvidelse	Erweiterung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udvidelse	ausweitung	udvidelse	ausweitung	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	ausdehnung	udvidelse	ausdehnung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udvidelse	ausbau	udvidelse	ausbau	N;INDF;MASC+FEM;SG	N
udvidelse	erweiterung	udvidelse	Erweiterung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udvidelse	ausweitung	udvidelse	ausweitung	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	ausdehnung	udvidelse	ausdehnung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udvidelse	ausbau	udvidelse	ausbau	N;INDF;MASC+FEM;SG	N
udvidelse	erweiterung	udvidelse	Erweiterung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ophørte	aufgegeben	ophøre	aufgeben	V;IND;PST;FIN;ACT	V;V.PTCP
ophørte	beendet	ophøre	beenden	V;IND;PST;FIN;ACT	V;V.PTCP
ophørte	abgebrochen	ophøre	abbrechen	V;IND;PST;FIN;ACT	V;V.PTCP
ophørte	abgesetzt	ophøre	absetzen	V;IND;PST;FIN;ACT	V;V.PTCP
ophørte	eingestellt	ophøre	einstellen	V;IND;PST;FIN;ACT	V;V.PTCP
forstå	verstehen	forstå	verstehen	V;NFIN;ACT	V;NFIN
forstå	verstehe	forstå	verstehen	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
forstå	begreifen	forstå	begreifen	V;NFIN;ACT	V;NFIN
forstå	verstanden	forstå	verstehen	V;NFIN;ACT	V;V.PTCP
høre	hört	høre	hören	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
høre	höre	høre	hören	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
høre	hören	høre	hören	V;NFIN;ACT	V;NFIN
høre	anhören	høre	anhören	V;NFIN;ACT	V;NFIN
test	test	test	test	N;INDF;MASC+FEM;SG	N
test	prüfung	test	prüfung	N;INDF;MASC+FEM;SG	N;SG
test	tests	test	tests	N;INDF;MASC+FEM;SG	N
test	test	test	test	N;INDF;MASC+FEM;SG	N
test	prüfung	test	prüfung	N;INDF;MASC+FEM;SG	N;SG
test	tests	test	tests	N;INDF;MASC+FEM;SG	N
sælge	verkaufe	sælge	verkaufen	V;NFIN;ACT	V;SG;FIN
sælge	verkaufen	sælge	verkaufen	V;NFIN;ACT	V;NFIN
sælge	verkaufe	sælge	verkaufen	V;NFIN;ACT	V;SG;FIN
sælge	verkaufen	sælge	verkaufen	V;NFIN;ACT	V;NFIN
uafhængige	selbständig	uafhængig	selbständig	ADJ;PL	ADJ
uafhængige	unabhängige	uafhængig	unabhängig	ADJ;PL	ADJ;NOM;FEM;PL
uafhængige	selbständige	uafhængig	selbständig	ADJ;PL	ADJ;NOM;FEM;PL
uafhængige	unabhängig	uafhængig	unabhängig	ADJ;PL	ADJ
uafhængige	unabhängigen	uafhængig	unabhängig	ADJ;PL	ADJ
uafhængige	selbständige	uafhængig	selbständig	ADJ;PL	ADJ;NOM;FEM;PL
uafhængige	unabhängige	uafhængig	unabhängig	ADJ;PL	ADJ;NOM;FEM;PL
uafhængige	unabhängigen	uafhængig	unabhängig	ADJ;PL	ADJ
uafhængige	unabhängiger	uafhængig	unabhängig	ADJ;PL	ADJ
hård	grob	hård	grob	ADJ;INDF;MASC+FEM;SG	ADJ
hård	hart	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	rauen	hård	rauen	ADJ;INDF;MASC+FEM;SG	ADJ
hård	rau	hård	rau	ADJ;INDF;MASC+FEM;SG	ADJ
hård	harten	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	schwer	hård	schwer	ADJ;INDF;MASC+FEM;SG	ADJ
hård	hart	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	schwierig	hård	schwierig	ADJ;INDF;MASC+FEM;SG	ADJ
hård	schwer	hård	schwer	ADJ;INDF;MASC+FEM;SG	ADJ
hård	hart	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	schwierig	hård	schwierig	ADJ;INDF;MASC+FEM;SG	ADJ
hård	harten	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	hart	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ
hård	rauen	hård	rauen	ADJ;INDF;MASC+FEM;SG	ADJ
relevant	relevant	relevant	relevant	ADJ;INDF;SG	ADJ
relevant	relevanz	relevant	relevanz	ADJ;INDF;SG	ADJ
relevant	bedeutung	relevant	bedeutung	ADJ;INDF;SG	ADJ
relevant	relevant	relevant	relevant	ADJ;INDF;SG	ADJ
relevant	relevanter	relevant	relevant	ADJ;INDF;SG	ADJ
relevant	einschlägigen	relevant	einschlägig	ADJ;INDF;SG	ADJ
relevant	anwendbar	relevant	anwendbar	ADJ;INDF;SG	ADJ
relevant	zutreffend	relevant	zutreffend	ADJ;INDF;SG	ADJ
sæde	sitz	sæde	sitz	N;INDF;NEUT;SG	N;NOM;MASC;SG
sikker	sicher	sikker	sicher	ADJ;INDF;MASC+FEM;SG	ADJ
sikker	sicher	sikker	sicher	ADJ;INDF;MASC+FEM;SG	ADJ
sikker	klar	sikker	klar	ADJ;INDF;MASC+FEM;SG	ADJ
sikker	sicher	sikker	sicher	ADJ;INDF;MASC+FEM;SG	ADJ
svarede	erwiderte	svare	erwidert	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
svarede	beantwortet	svare	beantworten	V;IND;PST;FIN;ACT	V;V.PTCP
svarede	geantwortet	svare	antworten	V;IND;PST;FIN;ACT	V;V.PTCP
svarede	antwortete	svare	antworten	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
svarede	geantwortet	svare	antworten	V;IND;PST;FIN;ACT	V;V.PTCP
svarede	antwortete	svare	antworten	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
strøm	fluss	strøm	flassen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
strøm	leistung	strøm	leistung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
strøm	stromversorgung	strøm	stromversorgung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ovenfor	oben	ovenfor	oben	ADV	ADV
ovenfor	oberhalb	ovenfor	oberhalb	ADV	ADV
ren	sauber	ren	sauber	ADJ;INDF;MASC+FEM;SG	ADJ
ren	reine	ren	rein	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
ren	rein	ren	rein	ADJ;INDF;MASC+FEM;SG	ADJ
brødrene	brüder	broder	brüder	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
adskiller	trennzeichen	adskille	trennzeichen	V;IND;PRS;FIN;ACT	V;NFIN
adskiller	trennt	adskille	trennen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
producerer	produzieren	producere	produzieren	V;IND;PRS;FIN;ACT	V;NFIN
producerer	produziert	producere	produzieren	V;IND;PRS;FIN;ACT	V;V.PTCP
slutter	endet	slutte	enden	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
slutter	enden	slutte	enden	V;IND;PRS;FIN;ACT	V;NFIN
slutter	endet	slutte	enden	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
slutter	enden	slutte	enden	V;IND;PRS;FIN;ACT	V;NFIN
omgivet	umzingelt	omgive	umzingeln	V;INDF;SG;PST;V.PTCP	V;V.PTCP
omgivet	umgeben	omgive	umgeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forståelse	verständnis	forståelse	verständnis	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forståelse	verständnis	forståelse	verständnis	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dræbe	töten	dræbe	töten	V;NFIN;ACT	V;NFIN
dræbe	tötet	dræbe	töten	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
dræbe	töten	dræbe	töten	V;NFIN;ACT	V;NFIN
dræbe	erschlagen	dræbe	erschlagen	V;NFIN;ACT	V;V.PTCP
dybt	zutiefst	dybt	zutiefst	ADV	ADV
udsigt	ansicht	udsigt	ansechen	N;INDF;MASC+FEM;SG	N
målmand	torwart	målmand	torwart	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
målmand	torwart	målmand	torwart	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
studere	studieren	studere	studieren	V;NFIN;ACT	V;NFIN
malet	gemalt	male	malen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
malet	gestrichen	male	gestrechen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
malet	malte	male	malen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
malet	bemalt	male	bemalen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
malet	lackiert	male	lackieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
initiativ	initiative	initiativ	initiativ	N;INDF;NEUT;SG	N;NOM;FEM;SG
opholdt	blieben	opholde	bleiben	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
opholdt	geblieben	opholde	bleiben	V;IND;PST;FIN;ACT	V;V.PTCP
opholdt	blieb	opholde	bleiben	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
startet	begonnen	starte	beginnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
startet	angefangen	starte	anfangen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
startet	begann	starte	beginnen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
startet	gestartet	starte	starten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
stået	stand	stå	stehen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
punkter	gegenstände	punkt	gegenständ	N;INDF;NEUT;PL	N;NOM;FEM;PL
punkter	punkten	punkt	punken	N;INDF;NEUT;PL	N;NOM;MASC;PL
punkter	punkte	punkt	punken	N;INDF;NEUT;PL	N;NOM;MASC;PL
løbende	aktuell	løbende	aktuell	ADJ	ADJ
løbende	aktuellen	løbende	aktuell	ADJ	ADJ
løbende	aktuelle	løbende	aktuell	ADJ	ADJ;NOM;FEM;PL
løbende	aktueller	løbende	aktuell	ADJ	ADJ
løbende	aktuelles	løbende	aktuell	ADJ	ADJ;NOM;NEUT;SG
løbende	laufend	løbende	laufend	ADJ	ADJ
løbende	fortlaufend	løbende	fortlaufend	ADJ	ADJ
løbende	kontinuierlich	løbende	kontinuierlich	ADJ	ADJ
løbende	ständig	løbende	ständig	ADJ	ADJ
løbende	kontinuierlich	løbende	kontinuierlich	ADJ	ADJ
løbende	kontinuierlicher	løbende	kontinuierlich	ADJ	ADJ
løbende	kontinuierliche	løbende	kontinuierlich	ADJ	ADJ;NOM;FEM;PL
løbende	ständig	løbende	ständig	ADJ	ADJ
løbende	fortlaufend	løbende	fortlaufend	ADJ	ADJ
løbende	laufende	løbende	laufend	ADJ	ADJ;NOM;FEM;SG
løbende	laufender	løbende	laufend	ADJ	ADJ
løbende	fortlaufende	løbende	fortlaufend	ADJ	ADJ;NOM;FEM;PL
løbende	fortlaufend	løbende	fortlaufend	ADJ	ADJ
kørt	getrieben	køre	treiben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kørt	angetrieben	køre	antreiben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kørt	geritten	køre	geratt	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kørt	fuhr	køre	fahren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kørt	ausführen	køre	ausführen	V;INDF;SG;PST;V.PTCP	V;NFIN
kørt	laufen	køre	laufen	V;INDF;SG;PST;V.PTCP	V;NFIN
nødvendigvis	notwendigerweise	nødvendigvis	notwendigerweise	ADV	ADV
nødvendigvis	unbedingt	nødvendigvis	unbedingt	ADV	ADV
australske	australische	australsk	australisch	ADJ;PL	ADJ;NOM;FEM;PL
instrumenter	messgeräte	instrument	meßgerät	N;INDF;NEUT;PL	N;NOM;FEM;PL
anerkendte	anerkannt	anerkende	anerkennen	V;PL;PST;V.PTCP	V;V.PTCP
belgiske	belgische	belgisk	belgisch	ADJ;PL	ADJ;NOM;FEM;PL
belgiske	belgischen	belgisk	belgisch	ADJ;PL	ADJ
sejlede	segelte	sejle	segeln	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
sejlede	abgefahren	sejle	abfahren	V;IND;PST;FIN;ACT	V;V.PTCP
sejren	sieg	sejr	seigen	N;DEF;MASC+FEM;SG	N;NOM;SG
advokat	anwalt	advokat	anwalt	N;INDF;MASC+FEM;SG	N;NOM;SG
advokat	anwalt	advokat	anwalt	N;INDF;MASC+FEM;SG	N;NOM;SG
rammer	rahmen	ramme	rahmen	V;IND;PRS;FIN;ACT	V;NFIN
rammer	fassungen	ramme	fassingen	V;IND;PRS;FIN;ACT	V;NFIN
rammer	rahmen	ramme	rahmen	V;IND;PRS;FIN;ACT	V;NFIN
rammer	rahmenbedingungen	ramme	rahmenbedingung	V;IND;PRS;FIN;ACT	V;PL
rang	rang	rang	rang	N;INDF;MASC+FEM;SG	N;SG
rang	rangliste	rang	ranglist	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fine	geldstrafe	fin	geldstrafe	ADJ;PL	ADJ
fine	fein	fin	fein	ADJ;PL	ADJ
fine	gut	fin	gut	ADJ;PL	ADJ
ansvarlig	verantwortlich	ansvarlig	verantwortlich	ADJ;INDF;MASC+FEM;SG	ADJ
ansvarlig	verantwortlicher	ansvarlig	verantwortlicher	ADJ;INDF;MASC+FEM;SG	ADJ
interesseret	interessierte	interessere	interessieren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dom	urteil	dom	urteil	N;INDF;MASC+FEM;SG	N;SG
dom	entscheidung	dom	entscheidung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forventes	erwartet	forvente	erwarten	V;IND;PRS;FIN;PASS	V;V.PTCP
hvornår	wann	hvornår	wann	ADV	ADV
østrigsk	österreichisch	østrigsk	österreichisch	ADJ;INDF;SG	ADJ
østrigsk	österreicher	østrigsk	österreicher	ADJ;INDF;SG	ADJ
østrigsk	österreichisches	østrigsk	österreichisch	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
forlænget	erweitert	forlænge	erweitern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forlænget	ausgedehnt	forlænge	ausdehnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forlænget	verlängert	forlænge	verlängern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forlænget	erweiterte	forlænge	erweitern	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
forlænget	verlängert	forlænge	verlängern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forlænget	verlängerte	forlænge	verlängern	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
irske	irische	irsk	irisch	ADJ;PL	ADJ;NOM;FEM;PL
irske	irisch	irsk	irisch	ADJ;PL	ADJ
irske	gälisch	irsk	gälisch	ADJ;PL	ADJ
sender	versendet	sende	versenden	V;IND;PRS;FIN;ACT	V;V.PTCP
sender	verschickt	sende	verschicken	V;IND;PRS;FIN;ACT	V;V.PTCP
sender	sendet	sende	senden	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sender	schickt	sende	schicken	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sender	schicken	sende	schicken	V;IND;PRS;FIN;ACT	V;NFIN
sender	senden	sende	senden	V;IND;PRS;FIN;ACT	V;NFIN
sender	schicken	sende	schicken	V;IND;PRS;FIN;ACT	V;NFIN
sender	senden	sende	senden	V;IND;PRS;FIN;ACT	V;NFIN
sender	versenden	sende	versenden	V;IND;PRS;FIN;ACT	V;NFIN
sender	abschicken	sende	abschicken	V;IND;PRS;FIN;ACT	V;NFIN
delte	geteilt	dele	teilen	V;IND;PST;FIN;ACT	V;V.PTCP
delte	teilte	dele	teilen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
organiseret	organisierte	organisere	organisieren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organiseret	veranstaltet	organisere	veranstalten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
organiseret	organisierte	organisere	organisieren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organiseret	veranstaltet	organisere	veranstalten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
organiseret	kuratiert	organisere	kuratieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
power	leistung	powe	leistung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
power	stromversorgung	powe	stromversorgung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
daglige	täglich	daglig	täglich	ADJ;PL	ADJ
daglige	tägliche	daglig	täglich	ADJ;PL	ADJ;NOM;FEM;PL
daglige	täglichen	daglig	täglich	ADJ;PL	ADJ
daglige	tägliche	daglig	täglich	ADJ;PL	ADJ;NOM;FEM;PL
daglige	täglich	daglig	täglich	ADJ;PL	ADJ
bestyrelse	vorstand	bestyrelse	vorstehen	N;INDF;MASC+FEM;SG	N;SG
passende	angemessene	passende	angemessen	ADJ	ADJ;NOM;FEM;PL
passende	geeignet	passende	geeignet	ADJ	ADJ
passende	angemessen	passende	angemessen	ADJ	ADJ
passende	angemessener	passende	angemessen	ADJ	ADJ
passende	geeignete	passende	geeignet	ADJ	ADJ;NOM;FEM;PL
passende	geeignete	passende	geeignet	ADJ	ADJ;NOM;FEM;PL
passende	passend	passende	passend	ADJ	ADJ
passende	geeignet	passende	geeignet	ADJ	ADJ
passende	angemessener	passende	angemessen	ADJ	ADJ
passende	angemessen	passende	angemessen	ADJ	ADJ
passende	angemessene	passende	angemessen	ADJ	ADJ;NOM;FEM;PL
distriktet	landkreis	distrikte	landkreis	N;DEF;NEUT;SG	N
indførte	vorgestellt	indføre	vorstellen	V;IND;PST;FIN;ACT	V;V.PTCP
indførte	eingeführt	indføre	einführen	V;IND;PST;FIN;ACT	V;V.PTCP
gyldne	goldener	gylden	golden	ADJ;PL	ADJ
gyldne	goldenen	gylden	golden	ADJ;PL	ADJ;NOM;MASC;PL
gyldne	goldene	gylden	golden	ADJ;PL	ADJ;NOM;FEM;PL
provinser	provinzen	provins	provinz	N;INDF;MASC+FEM;PL	N;NOM;PL
islandske	isländischen	islandsk	isländisch	ADJ;PL	ADJ;PL
islandske	isländische	islandsk	isländisch	ADJ;PL	ADJ;NOM;FEM;PL
myrdet	umgebracht	myrde	umbringen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
myrdet	getötet	myrde	töten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
myrdet	ermordet	myrde	ermorden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
myrdet	umgebracht	myrde	umbringen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
myrdet	tötete	myrde	töten	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
myrdet	getötet	myrde	töten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
myrdet	ermordet	myrde	ermorden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
hænder	hände	hånd	hand	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
beslutning	beschluss	beslutning	beschließen	N;INDF;MASC+FEM;SG	N
beslutning	entscheidung	beslutning	entscheidung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslutning	auflösung	beslutning	auflösung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslutning	entschließung	beslutning	Entschließung	N;INDF;MASC+FEM;SG	N;FEM;SG
forsøgt	versuchte	forsøge	versuchen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
forsøgt	versucht	forsøge	versuchen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forsøgt	versuchte	forsøge	versuchen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
forsøgt	versucht	forsøge	versuchen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forsøgt	ausprobiert	forsøge	ausprobieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
divisioner	divisionen	division	division	N;INDF;MASC+FEM;PL	N;NOM;PL
divisioner	abteilungen	division	abteilingen	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
rødt	rot	rød	rot	ADJ;INDF;NEUT;SG	ADJ
syn	anblick	syn	anblick	N;INDF;NEUT;SG	N
syn	sehvermögen	syn	sehvermögen	N;INDF;NEUT;SG	N;NOM
syn	sicht	syn	sechen	N;INDF;NEUT;SG	N;SG
syn	sehvermögen	syn	sehvermögen	N;INDF;NEUT;SG	N;NOM
forladt	aufgegeben	forlade	aufgeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forladt	verlassen	forlade	verlassen	V;INDF;SG;PST;V.PTCP	V;NFIN
forladt	stillgelegt	forlade	stilllegen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forladt	zurückgelassen	forlade	zurücklassen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indsætte	einfügen	indsætte	einfüg	V;NFIN;ACT	V;NFIN
indsætte	fügen	indsætte	fügen	V;NFIN;ACT	V;NFIN
foreslog	vorschlug	foreslå	vorschlagen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
foreslog	vorgeschlagen	foreslå	vorschlagen	V;IND;PST;FIN;ACT	V;V.PTCP
foreslog	schlug	foreslå	schlagen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
foreslog	empfohlen	foreslå	empfehlen	V;IND;PST;FIN;ACT	V;V.PTCP
flydende	schwimmende	flydende	schwimmend	ADJ	ADJ;NOM;FEM;PL
flydende	flüssige	flydende	flüssig	ADJ	ADJ;NOM;FEM;PL
flydende	flüssig	flydende	flüssig	ADJ	ADJ
flydende	flüssigkeit	flydende	flüssigkeit	ADJ	ADJ
lærte	lernte	lære	lernen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lærte	gelernt	lære	lernen	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	erlernte	lære	erlernen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lærte	beigebracht	lære	beibringen	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	gelehrt	lære	lehren	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	belehrt	lære	belehren	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	lehrte	lære	lehren	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lærte	unterrichtet	lære	unterrichten	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	lernte	lære	lernen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lærte	gelernt	lære	lernen	V;IND;PST;FIN;ACT	V;V.PTCP
lærte	erlernte	lære	erlernen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lærte	erlernt	lære	erlernen	V;IND;PST;FIN;ACT	V;V.PTCP
vind	sieg	vind	seigen	N;INDF;MASC+FEM;SG	N;NOM;SG
vind	gewinn	vind	gewinn	N;INDF;MASC+FEM;SG	N
slår	schlagen	slå	schlagen	V;IND;PRS;FIN;ACT	V;NFIN
slår	stanzen	slå	stehen	V;IND;PRS;FIN;ACT	V;NFIN
slår	schlägt	slå	schlagen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
slår	prügeln	slå	prügeln	V;IND;PRS;FIN;ACT	V;NFIN
slår	schlagen	slå	schlagen	V;IND;PRS;FIN;ACT	V;NFIN
fremad	vorwärts	fremad	vorwärts	ADV	ADV
fremad	vorwärts	fremad	vorwärts	ADV	ADV
fremad	vorwärts	fremad	vorwärts	ADV	ADV
original	ursprünglich	original	ursprünglich	ADJ;INDF;MASC+FEM;SG	ADJ
original	ursprünglichen	original	ursprünglich	ADJ;INDF;MASC+FEM;SG	ADJ;ACC;SG
original	original	original	original	ADJ;INDF;MASC+FEM;SG	ADJ
original	originell	original	originell	ADJ;INDF;MASC+FEM;SG	ADJ
original	originellen	original	originell	ADJ;INDF;MASC+FEM;SG	ADJ
slut	ende	slut	ende	N	N;ACC;NEUT;SG
finale	finale	finale	final	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
finale	abschlussprüfung	finale	abschlussprüfung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
finale	finale	finale	final	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
finale	endspiel	finale	endspiel	N;INDF;MASC+FEM;SG	N;NOM;SG
finale	endrunde	finale	endrunde	N;INDF;MASC+FEM;SG	N;SG
business	geschäft	business	schäfen	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
