for	pre	for	pre	ADP	ADP;ACC
pakistan	pakistanom	pakistan	pakistať	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
pakistan	pakistane	pakistan	pakistať	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
industri	priemysel	industri	priemysel	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
forskjell	rozdiel	forskjell	rozdiel	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
forskjell	rozdielu	forskjell	rozdiel	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
göteborg	goteborg	göteborg	goteborg	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
göteborg	göteborg	göteborg	göteborg	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
göteborg	göteborgu	göteborg	gmteborg	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
francis	františek	francis	františek	N	N;ANIM;NOM;MASC;SG
asker	asker	asker	asker	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
fullført	úplné	fullføre	úplný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG
fullført	kompletný	fullføre	kompletný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
fullført	kompletná	fullføre	kompletný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
fullført	kompletné	fullføre	kompletný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG
fullført	dokončená	fullføre	dokončený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fullført	ukončené	fullføre	ukončený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fullført	vyplnený	fullføre	vyplnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
fullført	dokončené	fullføre	dokončený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fullført	vyplnené	fullføre	vyplnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fullført	splnené	fullføre	splnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fullført	splnená	fullføre	splnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fullført	splnený	fullføre	splnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
back	chrbát	back	chrbát	N	N;INAN;NOM;MASC;SG
måned	mesiaca	måned	mesiac	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
måned	mesiac	måned	mesiac	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
samle	zozbierať	samle	zozbierať	V;NFIN	V;PFV;POS;NFIN
samle	zbierať	samle	zbierať	V;NFIN	V;IPFV;POS;NFIN
samle	zhromaždiť	samle	zhromaždiť	V;NFIN	V;PFV;POS;NFIN
samle	zhromaždiť	samle	zhromaždiť	V;NFIN	V;PFV;POS;NFIN
individuelle	jednotlivých	individuell	jednotlivý	ADJ;PL	ADJ;GEN;MASC;PL
moss	mach	moss	mach	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
sikker	bezpečné	sikker	bezpečný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
sikker	zabezpečená	sikker	zabezpečený	ADJ;INDF;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
sikker	zabezpečené	sikker	zabezpečený	ADJ;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utstyr	zariadenie	utstyr	zariadenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
utstyr	vybavenie	utstyr	vybavenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
utstyr	výstroj	utstyr	výstroj	N;INDF;NEUT;SG	N;NOM;FEM;SG
utstyr	výstroja	utstyr	výstroj	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
america	amerika	america	amerika	N;INDF;MASC;SG	N;NOM;FEM;SG
america	amerike	america	amerika	N;INDF;MASC;SG	N;DAT;FEM;SG
america	ameriku	america	amerika	N;INDF;MASC;SG	N;ACC;FEM;SG
line	riadok	line	riadok	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
line	linka	line	linko	N;INDF;FEM;SG	N;NOM;FEM;SG
line	line	line	lina	N;INDF;FEM;SG	N;NOM;FEM;SG
line	čiara	line	čiara	N;INDF;FEM;SG	N;NOM;FEM;SG
flekker	škvrny	flekke	škvrna	N;INDF;FEM;PL	N;NOM;FEM;PL
flekker	škvrny	flekke	škvrna	N;INDF;FEM;PL	N;NOM;FEM;PL
introdusert	zavedená	introdusere	zavedený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
introdusert	zavedené	introdusere	zavedený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
introdusert	zavedený	introdusere	zavedený	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
linjer	čiary	linje	čiara	N;INDF;FEM;PL	N;NOM;FEM;PL
linjer	riadkov	linje	riadok	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
linjer	linky	linje	linka	N;INDF;FEM;PL	N;NOM;FEM;PL
linjer	riadky	linje	riadok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
linjer	trate	linje	triata	N;INDF;FEM;PL	N;NOM;FEM;PL
oppgave	poslanie	oppgave	poslanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
oppgave	úloha	oppgave	úloha	N;INDF;FEM;SG	N;NOM;FEM;SG
trykk	tlač	trykk	tlač	N;INDF;NEUT;SG	N;NOM;FEM;SG
trykk	tlači	trykk	tlač	N;INDF;NEUT;SG	N;DAT;FEM;SG
trykk	tlaku	trykk	tlak	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
trykk	tlak	trykk	tlak	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
trykk	nátlak	trykk	nátlak	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
aleksander	aleksander	aleksande	aleksander	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
aleksander	alexander	aleksande	alexander	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
kurs	kurz	kurs	kurz	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tony	tonyho	tony	tonyho	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
sannsynlig	pravdepodobné	sannsynlig	pravdepodobný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sannsynlig	pravdepodobný	sannsynlig	pravdepodobný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
sannsynlig	pravdepodobný	sannsynlig	pravdepodobný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
sannsynlig	pravdepodobná	sannsynlig	pravdepodobný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sannsynlig	pravdepodobné	sannsynlig	pravdepodobný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fullførte	skončili	fullføre	skončiť	V;IND;PST;FIN	V;PFV;MASC;PL;POS;PST;V.PTCP
fullførte	skončil	fullføre	skončiť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
utmerkelser	ocenenie	utmerkelse	ocenenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
oppgaver	hádanky	oppgave	hádanka	N;INDF;FEM;PL	N;NOM;FEM;PL
oppgaver	puzzle	oppgave	puzze	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
oppgaver	skladačky	oppgave	skladačka	N;INDF;FEM;PL	N;NOM;FEM;PL
oppgaver	pridelenia	oppgave	pridelenie	N;INDF;FEM;PL	N;NOM;NEUT;PL
oppgaver	úlohy	oppgave	úloha	N;INDF;FEM;PL	N;NOM;FEM;PL
oppgaver	úlohy	oppgave	úloha	N;INDF;FEM;PL	N;NOM;FEM;PL
oppgaver	úloh	oppgave	úloha	N;INDF;FEM;PL	N;GEN;FEM;PL
markedet	trh	marked	trh	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
markedet	market	marked	market	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
markedet	trhu	marked	trh	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
advokat	právnik	advokat	právnik	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
advokat	právnika	advokat	právnik	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
advokat	advokát	advokat	advokát	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tjenester	služby	tjeneste	služba	N;INDF;FEM;PL	N;NOM;FEM;PL
tjenester	služieb	tjeneste	služba	N;INDF;FEM;PL	N;GEN;FEM;PL
opplysninger	informácie	opplysninger	informácia	N;INDF;FEM;PL	N;NOM;FEM;PL
opplysninger	podrobnosti	opplysninger	podrobnosť	N;INDF;FEM;PL	N;NOM;FEM;PL
opplysninger	detaily	opplysninger	detail	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
biler	áut	bile	auto	N;INDF;MASC;PL	N;GEN;NEUT;PL
biler	automobily	bile	automobiť	N;INDF;MASC;PL	N;NOM;FEM;PL
biler	autá	bile	auto	N;INDF;MASC;PL	N;NOM;NEUT;PL
biler	automobily	bile	automobiť	N;INDF;MASC;PL	N;NOM;FEM;PL
tropper	jednotky	troppe	jednotka	N;INDF;FEM;PL	N;NOM;FEM;PL
tropper	vojsk	troppe	vojsko	N;INDF;FEM;PL	N;GEN;FEM;PL
tropper	oddiely	troppe	oddiel	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
tropper	vojaci	troppe	vojaci	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
eva	predvečer	eva	predvečer	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
alan	alana	alan	alana	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
besøk	návšteva	besøk	návšteva	N;INDF;NEUT;SG	N;NOM;FEM;SG
besøk	návštevu	besøk	návšteva	N;INDF;NEUT;SG	N;ACC;FEM;SG
selskaper	spoločnosti	selskap	spoločnosť	N;INDF;MASC;PL	N;NOM;FEM;PL
selskaper	korporácie	selskap	korporácia	N;INDF;MASC;PL	N;NOM;FEM;PL
selskaper	korporácií	selskap	korporácia	N;INDF;MASC;PL	N;GEN;FEM;PL
selskaper	firmy	selskap	firma	N;INDF;MASC;PL	N;NOM;FEM;PL
selskaper	spoločnosti	selskap	spoločnosť	N;INDF;MASC;PL	N;NOM;FEM;PL
selskaper	spoločností	selskap	spoločnosť	N;INDF;MASC;PL	N;GEN;FEM;PL
kors	kríž	kors	kríž	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
trodde	myslel	tro	myslieť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
trodde	mysleli	tro	myslieť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
trodde	myslela	tro	myslieť	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
trodde	uverili	tro	uveriť	V;IND;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
trodde	uveril	tro	uveriť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
trodde	verili	tro	veriť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
trodde	veril	tro	veriť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
trodde	verila	tro	veriť	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
miljø	prostredie	miljø	prostredie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fysikk	fyziku	fysikk	fyzika	N;INDF;MASC;SG	N;ACC;FEM;SG
fysikk	fyzika	fysikk	fyzika	N;INDF;MASC;SG	N;NOM;FEM;SG
anledning	príležitosť	anledning	príležitosť	N;INDF;FEM;SG	N;NOM;FEM;SG
party	oslava	party	oslava	N;INDF;NEUT;SG	N;NOM;FEM;SG
party	strana	party	strana	N;INDF;NEUT;SG	N;NOM;FEM;SG
party	večierok	party	večierko	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fint	pekný	fin	pekný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
fint	pekná	fin	pekný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
fint	pekné	fin	pekný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bevegelse	návrh	bevegelse	návrh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bevegelse	návrhu	bevegelse	návrh	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
bevegelse	pohyb	bevegelse	pohyb	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bevegelse	presun	bevegelse	presun	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bevegelse	premiestňovanie	bevegelse	premiestňovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
bevegelse	pohyb	bevegelse	pohyb	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bevegelse	hnutie	bevegelse	hnutie	N;INDF;MASC;SG	N;NOM;NEUT;SG
grader	radoch	grad	rad	N;INDF;FEM;PL	N;INAN;INS;MASC;PL
grader	stupňov	grad	stupeň	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
grader	stupne	grad	stupeň	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
betale	zaplatiť	betale	zaplatiť	V;NFIN	V;PFV;POS;NFIN
betale	platiť	betale	platiť	V;NFIN	V;IPFV;POS;NFIN
real	real	real	real	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
slette	odstraňovanie	slette	odstraňovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
slette	vymazanie	slette	vymazanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
praktisk	praktické	praktisk	praktický	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
praktisk	praktický	praktisk	praktický	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
praktisk	praktická	praktisk	praktický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
praktisk	výhodné	praktisk	výhodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
praktisk	vyhovujúce	praktisk	vyhovujúci	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
praktisk	pohodlné	praktisk	pohodlný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
praktisk	šikovný	praktisk	šikovný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
konsert	koncerte	konsert	koncert	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
konsert	koncert	konsert	koncert	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
brukeren	užívateľ	bruker	užívateľ	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
brukeren	užívateľa	bruker	užívateľ	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
brukeren	používateľa	bruker	používateľ	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
brukeren	používateľ	bruker	používateľ	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
egg	vajíčko	egg	vajíčko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
egg	vajca	egg	vajce	N;INDF;NEUT;SG	N;NOM;NEUT;SG
egg	vajce	egg	vajce	N;INDF;NEUT;SG	N;NOM;NEUT;SG
preussen	prusko	preusse	prusko	N;DEF;MASC;SG	N;NOM;NEUT;SG
elver	rieky	elv	rieka	N;INDF;FEM;PL	N;NOM;FEM;PL
elver	riek	elv	rieka	N;INDF;FEM;PL	N;GEN;FEM;PL
salg	predaja	salg	predaj	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
salg	predaj	salg	predaj	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
salg	predaj	salg	predaj	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
salg	výpredaj	salg	výpredať	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kanal	kanál	kanal	kanál	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
kanal	kanála	kanal	kanál	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
fysisk	fyzikálne	fysisk	fyzikálny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fysisk	fyzické	fysisk	fyzický	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fysisk	fyzická	fysisk	fyzický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
fysisk	fyzikálne	fysisk	fyzikálny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fysisk	fyzický	fysisk	fyzický	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
presidenten	prezidentka	president	prezidentka	N;DEF;MASC;SG	N;NOM;FEM;SG
presidenten	prezident	president	prezident	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
presidenten	predseda	president	predseda	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
presidenten	prezidenta	president	prezident	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
møttes	stretla	møta	stretnúť	V;IND;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
møttes	stretol	møta	stretnúť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mengder	čiastky	mengd	čiastka	N;INDF;FEM;PL	N;NOM;FEM;PL
mengder	množstvá	mengd	množstvo	N;INDF;FEM;PL	N;NOM;NEUT;PL
mengder	sumy	mengd	suma	N;INDF;FEM;PL	N;NOM;FEM;PL
mengder	množstvá	mengd	množstvo	N;INDF;FEM;PL	N;NOM;NEUT;PL
stjerne	hviezda	stjerne	hviezda	N;INDF;FEM;SG	N;NOM;FEM;SG
stjerne	hviezdička	stjerne	hviezdička	N;INDF;FEM;SG	N;NOM;FEM;SG
gaten	ulici	gat	ulica	N;DEF;MASC;SG	N;DAT;FEM;SG
gaten	ulicu	gat	ulica	N;DEF;MASC;SG	N;ACC;FEM;SG
gaten	ulica	gat	ulica	N;DEF;MASC;SG	N;NOM;FEM;SG
yngste	najmladší	ung	mladý	ADJ;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
premiere	premiéra	premiere	premiéra	N;INDF;MASC;SG	N;NOM;FEM;SG
premiere	premiéru	premiere	premiéra	N;INDF;MASC;SG	N;ACC;FEM;SG
vekst	rast	vekst	rast	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
vekst	nárast	vekst	nárast	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
vekst	rastu	vekst	rast	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
symbol	symbol	symbol	symbol	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
beatles	beatles	beatles	beatles	N;INDF;MASC;SG	N;NOM;FEM;SG
vingene	krídla	ving	krídlo	N;DEF;MASC;PL	N;NOM;NEUT;PL
seoul	soule	seoul	souľa	N;INDF;MASC;SG	N;NOM;FEM;SG
ambassadør	veľvyslankyňa	ambassadør	veľvyslankyňa	N;INDF;MASC;SG	N;NOM;FEM;SG
ambassadør	veľvyslanec	ambassadør	veľvyslanec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
guinea	guinea	guine	guinea	N;DEF;FEM;SG	N;NOM;FEM;SG
guinea	guinei	guine	guine	N;DEF;FEM;SG	N;DAT;FEM;SG
søke	aplikovať	søk	aplikovať	V;IMP;NFIN	V;IPFV;POS;NFIN
søke	použiť	søk	použiť	V;IMP;NFIN	V;PFV;POS;NFIN
søke	uplatniť	søk	uplatniť	V;IMP;NFIN	V;PFV;POS;NFIN
utlandet	zahraničí	utland	zahraničie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
flyr	letieť	fly	letieť	V;IND;PRS;FIN	V;IPFV;POS;NFIN
flyr	letia	fly	letieť	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
flyr	lietať	fly	lietať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
velger	vybrať	velge	vybrať	V;IND;PRS;FIN	V;PFV;POS;NFIN
velger	vyberie	velge	vybrať	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
velger	vyberá	velge	vybrať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
velger	vybrať	velge	vybrať	V;IND;PRS;FIN	V;PFV;POS;NFIN
produserer	vyrábajú	produsere	vyrábať	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
produserer	vyrobiť	produsere	vyrobiť	V;IND;PRS;FIN	V;PFV;POS;NFIN
produserer	vyrábať	produsere	vyrábať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
produserer	produkovať	produsere	produkovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
produserer	vyrába	produsere	vyrábať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
produserer	vyrába	produsere	vyrábať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
produserer	produkuje	produsere	produkovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
mørk	temné	mørk	temný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
mørk	tmavá	mørk	tmavý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
mørk	tmavé	mørk	tmavý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
mørk	tmavý	mørk	tmavý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
sun	slnko	sun	slnko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fyr	majáku	fyr	maják	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
fyr	maják	fyr	maják	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
blues	blues	blues	blues	N;INDF;MASC;SG	N;NOM;NEUT;SG
johnny	johnnyho	johnny	johnny	N;INDF;MASC;SG	N;ANIM;GEN;MASC;SG
sekretær	tajomník	sekretær	tajomník	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
sekretær	sekretárka	sekretær	sekretárka	N;INDF;MASC;SG	N;NOM;FEM;SG
teori	teória	teori	teória	N;INDF;MASC;SG	N;NOM;FEM;SG
produkter	výrobky	produkt	výrobok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
produkter	produkty	produkt	produkt	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
produkter	produktov	produkt	produkt	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
bulgaria	bulharsko	bulgari	bulharsko	N;DEF;FEM;SG	N;NOM;NEUT;SG
natur	priroda	natur	priroda	N;INDF;MASC;SG	N;NOM;FEM;SG
natur	prírodu	natur	príroda	N;INDF;MASC;SG	N;ACC;FEM;SG
natur	povaha	natur	povaha	N;INDF;MASC;SG	N;NOM;FEM;SG
natur	príroda	natur	príroda	N;INDF;MASC;SG	N;NOM;FEM;SG
natur	charakter	natur	charakter	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
uvanlig	nezvyčajné	uvanlig	nezvyčajný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
uvanlig	neobvyklé	uvanlig	obvyklý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
uvanlig	nezvyčajná	uvanlig	nezvyčajný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
uvanlig	nezvyčajný	uvanlig	nezvyčajný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
uvanlig	nezvyčajné	uvanlig	nezvyčajný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
prinsesse	princezná	prinsesse	princezná	N;INDF;FEM;SG	N;NOM;FEM;SG
prinsesse	princezna	prinsesse	princezny	N;INDF;FEM;SG	N;NOM;FEM;SG
bibliotek	knižnica	bibliotek	knižnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
bibliotek	knižnici	bibliotek	knižnica	N;INDF;NEUT;SG	N;DAT;FEM;SG
bibliotek	knižnicu	bibliotek	knižnica	N;INDF;NEUT;SG	N;ACC;FEM;SG
page	stránke	page	stránka	N;INDF;MASC;SG	N;DAT;FEM;SG
page	strana	page	strana	N;INDF;MASC;SG	N;NOM;FEM;SG
page	stránka	page	stránka	N;INDF;MASC;SG	N;NOM;FEM;SG
page	stránku	page	stránka	N;INDF;MASC;SG	N;ACC;FEM;SG
forstand	rozum	forstand	rozum	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
forstand	zmysel	forstand	zmysel	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
oblast	oblasť	oblese	oblasť	N;INDF;MASC;SG	N;NOM;FEM;SG
windows	windows	windows	windows	N;INDF;MASC;SG	N;NOM;MASC;SG
grønland	grónska	grønland	grónsky	N;INDF;MASC;SG	N;NOM;FEM;SG
midlertidig	dočasné	midlertidig	dočasný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
midlertidig	dočasný	midlertidig	dočasný	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
midlertidig	dočasná	midlertidig	dočasný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
uruguay	uruguaj	uruguay	uruguaj	N;INDF;MASC;SG	N;NOM;NEUT;SG
bonus	bonus	bonus	bonus	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
skuespill	hranie	skuespill	hranie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
reklame	reklama	reklame	reklama	N;INDF;MASC;SG	N;NOM;FEM;SG
historiker	historik	historike	historik	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
tanke	myšlienka	tanke	myšlienka	N;INDF;MASC;SG	N;NOM;FEM;SG
tree	strom	tre	strom	N	N;INAN;NOM;MASC;SG
tree	stromček	tre	stromček	N	N;INAN;NOM;MASC;SG
tree	strome	tre	strom	N	N;INAN;ESS;MASC;SG
broren	bratovi	bror	brat	N;DEF;MASC;SG	N;ANIM;DAT;MASC;SG
broren	braček	bror	braček	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
broren	brat	bror	brat	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
force	sila	force	sila	N;INDF	N;NOM;FEM;SG
grønn	zelenú	grønn	zelený	N;INDF;MASC;SG	N;ACC;FEM;SG
igjennom	prostredníctvom	igjennom	prostredníctvom	ADP	ADP;GEN
igjennom	cez	igjennom	cez	ADP	ADP;ACC
tvil	pochybnosť	tvil	pochybnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
uavhengige	nezávislých	uavhengig	nezávislý	ADJ;PL	ADJ;ANIM;GEN;MASC;PL
ferdinand	ferdinand	ferdinand	ferdinand	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
eiendom	pozemok	eiendom	pozemok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
eiendom	vlastnosť	eiendom	vlastnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
eiendom	majetok	eiendom	majetok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
eiendom	nehnuteľnosť	eiendom	nehnuteľnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
beregnet	odhad	beregn	odhad	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
