css	css	css	css	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	tovornjak	vogn	tovornjak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	kamion	vogn	kamion	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
betydende	precejšnje	betydende	precejšnji	ADJ	ADJ;NOM;NEUT;SG
ski	ski	ski	ski	N;INDF;NEUT;SG	N;NOM;MASC;SG
ski	smučanje	ski	smučanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
doktorgrad	doktorat	doktorgrad	doktorat	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
atomer	atomov	atome	atomov	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
atomer	atomi	atome	atom	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gear	opremo	gear	oprema	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gear	prestav	gear	prestav	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vega	vega	vega	veg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
jordskælvet	potres	jordskælv	potres	N;DEF;NEUT;SG	N;NOM;MASC;SG
engineering	inženiring	engineering	inženiring	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
engineering	inženiringa	engineering	inženiringa	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
udsendelse	oddajanje	udsendelse	oddajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indkaldt	sklical	indkalde	sklicati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
kfum	ymca	kfum	ymca	N;INDF;NEUT;SG	N;NOM;MASC;SG
porte	pristanišča	porte	pristanišče	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
udlændinge	tujci	udlænding	tujec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udlændinge	vesoljci	udlænding	vesoljec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udlændinge	tujce	udlænding	tujec	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
udlændinge	tujci	udlænding	tujec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udlændinge	tujcev	udlænding	tujec	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
modellerne	modeli	model	model	N;DEF;NEUT;PL	N;NOM;MASC;PL
modellerne	modelov	model	model	N;DEF;NEUT;PL	N;GEN;MASC;PL
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gregor	gregory	gregor	gregory	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nordlig	severna	nordlig	severen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
øde	zapuščeno	øde	zapuščen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
aston	aston	aston	aston	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
benene	noge	ben	noga	N;DEF;NEUT;PL	N;NOM;FEM;PL
benene	nog	ben	nog	N;DEF;NEUT;PL	N;GEN;FEM;PL
benene	nogice	ben	nogica	N;DEF;NEUT;PL	N;NOM;FEM;PL
advarsel	opozorilo	advarsel	opozoriti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kollegium	fakulteta	kollegium	fakulteta	N;INDF;NEUT;SG	N;NOM;FEM;SG
kollegium	kolidž	kollegium	kolidž	N;INDF;NEUT;SG	N;NOM;MASC;SG
westminster	westminster	westminst	westminster	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
definere	opredeli	definere	opredeliti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
definere	opredeliti	definere	opredeliti	V;NFIN;ACT	V;PFV;NFIN
undgik	izognili	undgå	izogniti	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
undgik	izogibati	undgå	izogibati	V;IND;PST;FIN;ACT	V;IPFV;NFIN
undgik	izognil	undgå	izogniti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
bistand	pomoč	bistand	pomoč	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bistand	pomoči	bistand	pomoč	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
bistand	pomoč	bistand	pomoč	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
casino	igralnici	casino	igralnica	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
casino	casino	casino	casina	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
casino	igralnica	casino	igralnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
casino	kazino	casino	kazina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
telefon	telefon	telefon	telefon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
dæmningen	jez	dæmning	jez	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
retningslinjer	smernicami	retningslinje	smernica	N;INDF;MASC+FEM;PL	N;DAT;FEM;PL
retningslinjer	smernice	retningslinje	smernica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
retningslinjer	smernice	retningslinje	smernica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
brænde	gorela	brænde	gorel	V;NFIN;ACT	V;IPFV;FEM;SG;V.PTCP
brænde	zažgal	brænde	zažgati	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP
brænde	zgori	brænde	zgoriti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
utc	utc	utc	utc	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
katharina	katharina	katharina	katharina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
amalienborg	amalienborg	amalienborg	amalienborg	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
intern	notranja	intern	notranji	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
husstande	gospodinjstva	husstand	gospodinjstvo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
søværnet	mornarica	søværn	mornarica	N;DEF;NEUT;SG	N;NOM;FEM;SG
afrikansk	afriški	afrikansk	afriški	ADJ;INDF;SG	ADJ;NOM;MASC;SG
afrikansk	afriška	afrikansk	afriški	ADJ;INDF;SG	ADJ;NOM;FEM;SG
afrikansk	afriško	afrikansk	afriški	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
givne	danih	givn	dan	ADJ;PL	ADJ;GEN;MASC;PL
efterår	jesen	efterår	jesen	N;INDF;NEUT;SG	N;NOM;FEM;SG
efterår	jesen	efterår	jesen	N;INDF;NEUT;SG	N;NOM;FEM;SG
efterår	padec	efterår	padec	N;INDF;NEUT;SG	N;NOM;MASC;SG
helikopter	helikopterja	helikopter	helikopter	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
helikopter	helikopter	helikopter	helikopter	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
helikopter	helikopter	helikopter	helikopter	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
pigerne	punce	pige	punca	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
pigerne	dekleta	pige	dekle	N;DEF;MASC+FEM;PL	N;NOM;NEUT;PL
pigerne	deklice	pige	deklica	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
hindre	ovirati	hindre	ovirati	V;NFIN;ACT	V;IPFV;NFIN
hindre	ovirala	hindre	ovirati	V;NFIN;ACT	V;IPFV;FEM;SG;V.PTCP
fugtig	vlažno	fugtig	vlažen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
fugtig	vlažen	fugtig	vlažen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
fugtig	vlažna	fugtig	vlažen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fugtig	vlažno	fugtig	vlažen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stanford	stanford	stanford	stanford	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hukommelse	pomnilnik	hukommelse	pomnilnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hukommelse	spomin	hukommelse	spomin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hukommelse	spomina	hukommelse	spomin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stormen	vihar	stor	vihar	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
stormen	nevihta	stor	nevihta	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
stormen	neurje	stor	neurje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
phillips	phillips	phillips	phillips	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
løkke	zanka	løkke	zanka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
løkke	zanko	løkke	zanko	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
heide	heide	heide	heid	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nissan	nissan	nissan	nissan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kolleger	sodelavci	kollega	sodelavec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kolleger	kolegi	kollega	kolega	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kolleger	sodelavci	kollega	sodelavec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
ensemble	ansambel	ensemble	ansambel	N;INDF;NEUT;SG	N;NOM;MASC;SG
scheel	scheel	scheel	scheel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
relativ	relativno	relativ	relativno	ADV	ADV
publikationer	publikacije	publikation	publikacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kup	udar	kup	udar	N;INDF;NEUT;SG	N;NOM;MASC;SG
thrash	thrash	thrash	thrash	N;INDF;NEUT;SG	N;NOM;MASC;SG
forudgående	predhodna	forudgående	predhoden	ADJ	ADJ;NOM;FEM;SG
forudgående	predhodna	forudgående	predhoden	ADJ	ADJ;NOM;FEM;SG
forudgående	prejšnja	forudgående	prejšnji	ADJ	ADJ;NOM;FEM;SG
forudgående	predhodni	forudgående	predhoden	ADJ	ADJ;NOM;MASC;SG
forudgående	prejšnji	forudgående	prejšnji	ADJ	ADJ;NOM;MASC;SG
vice	vice	vice	vica	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vice	podpredsednik	vice	podpredsednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stød	šok	stød	šok	N;INDF;NEUT;SG	N;NOM;MASC;SG
gravid	noseča	gravid	noseča	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
weber	weber	weber	weber	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
overføre	naloži	overføre	nalož	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
opstilling	ustanova	opstilling	ustanova	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opstilling	ustanavljanje	opstilling	ustanavljanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opstilling	ustanovitev	opstilling	ustanovitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opstilling	obrat	opstilling	obrat	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
opstilling	vzpostavitev	opstilling	vzpostavitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sullivan	sullivan	sullivan	sullivan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
porten	gate	port	gata	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
propaganda	propagando	propaganda	propaganda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
propaganda	propaganda	propaganda	propaganda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
biografen	kino	biograf	kino	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
slotte	gradove	slot	grad	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
personligheder	osebnosti	personlighed	osebnost	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
unik	edinstveno	unik	edinstven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
unik	edinstven	unik	edinstven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
unik	edinstvena	unik	edinstven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
unik	enkratna	unik	enkraten	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
uklart	nejasno	uklar	nejasen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
uklart	nejasna	uklar	nejasen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
uklart	nejasen	uklar	nejasen	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
professionelt	strokovna	professionelt	strokoven	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
professionelt	poklicna	professionelt	poklicen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
professionelt	strokovni	professionelt	strokoven	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
professionelt	poklicno	professionelt	poklicen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
foredragsholder	predavatelj	foredragsholde	predavatelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sandt	resnična	sinde	resničen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
bart	bart	bart	barta	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
dækning	kritje	dækning	kritje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dækning	zajetje	dækning	zajetje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dækning	kritje	dækning	kritje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dækning	pokritost	dækning	pokritost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dækning	pokrivanje	dækning	pokrivanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dækning	pokritje	dækning	pokritje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
idræt	šport	idræt	šport	N;INDF;NEUT;SG	N;NOM;MASC;SG
idræt	sport	idræt	sport	N;INDF;NEUT;SG	N;NOM;MASC;SG
tyler	tyler	tyle	tyler	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lovet	obljubil	love	obljubiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
opstand	vstaja	opstand	vstajati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opstand	vstaja	opstand	vstajati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opstand	upor	opstand	upor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lederne	vodje	leder	vodja	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
lederne	voditelji	leder	voditelj	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
ulovligt	nezakonita	ulovlig	nezakonit	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lehmann	lehmann	lehmann	lehmann	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hertuginde	vojvodinja	hertuginde	vojvodinja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
appel	pritožba	appel	pritožba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
appel	pritožba	appel	pritožba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skærm	ekran	skærm	ekran	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skærm	zaslon	skærm	zaslon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skærm	spremljanje	skærm	spremljanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
skærm	monitor	skærm	monitor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skærm	prikaz	skærm	prikaz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
pokal	pokal	pokal	pokal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
pokal	trofeja	pokal	trofe	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
savnede	zgrešili	savne	zgrešiti	V;PL;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
serena	serena	serena	serena	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bøn	molitev	bøn	molitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
java	java	java	java	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fortiden	preteklost	fortid	preteklost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
fortiden	preteklosti	fortid	preteklost	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
mure	stene	mur	stena	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
mure	zidovi	mur	zid	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mure	sten	mur	sten	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
mure	zidov	mur	zid	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
monster	pošast	monster	pošast	N;INDF;NEUT;SG	N;NOM;FEM;SG
modstanderen	nasprotnik	modstander	nasprotnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
vildt	divja	vildt	divji	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
indgreb	posredovanja	indgreb	posredovanje	N;INDF;NEUT;SG	N;GEN;NEUT;SG
indgreb	vmešavanje	indgreb	vmešavanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
indgreb	motnja	indgreb	motnja	N;INDF;NEUT;SG	N;NOM;FEM;SG
indgreb	intervencija	indgreb	intervencija	N;INDF;NEUT;SG	N;NOM;FEM;SG
indgreb	intervencijo	indgreb	intervencija	N;INDF;NEUT;SG	N;ACC;FEM;SG
indgreb	posredovanje	indgreb	posredovanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
brænder	gorela	brænde	gorel	V;IND;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
brænder	zažgal	brænde	zažgati	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP
brænder	zgori	brænde	zgoriti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
brænder	peče	brænde	peči	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
tirsdag	torek	tirsdag	torek	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
konsekvent	dosleden	konsekvent	dosleden	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
konsekvent	dosledna	konsekvent	dosleden	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
konsekvent	skladna	konsekvent	skladen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
fiskere	ribiče	fisker	ribič	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
fiskere	ribičev	fisker	ribičev	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
fiskere	ribiči	fisker	ribič	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fiskere	ribiči	fisker	ribič	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
sekundære	sekundarne	sekundær	sekundaren	ADJ;PL	ADJ;NOM;FEM;PL
serbisk	srbsko	serbisk	srbski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
pistol	pištola	pistol	pištol	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pistol	pištola	pistol	pištol	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pistol	pištolo	pistol	pištola	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
vægge	stene	vægge	stena	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vægge	zidovi	vægge	zid	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vægge	sten	vægge	sten	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
vægge	zidov	vægge	zid	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
vitamin	vitamina	vitamin	vitamin	N;INDF;NEUT;SG	N;GEN;MASC;SG
vitamin	vitamin	vitamin	vitamin	N;INDF;NEUT;SG	N;NOM;MASC;SG
letter	olajša	lette	olajšati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
arkæologi	arheologija	arkæologi	arheologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blokeret	blokiral	blokere	blokirati	V;INDF;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
rasende	besni	rasende	besen	ADJ	ADJ;NOM;MASC;PL
rasende	besna	rasende	besen	ADJ	ADJ;NOM;FEM;SG
rasende	drzni	rasende	drzen	ADJ	ADJ;NOM;DEF;MASC;SG
bær	jagoda	bære	jagod	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blande	premeša	blande	premešati	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
hændelse	incident	hændelse	incident	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hændelse	dogodek	hændelse	dogodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hændelse	prireditev	hændelse	prireditev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hændelse	dogodka	hændelse	dogodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
redskab	orodje	redskab	orodje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
redskab	opremo	redskab	oprema	N;INDF;NEUT;SG	N;ACC;FEM;SG
vellykket	uspešen	vellykket	uspešen	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
vellykket	uspešna	vellykket	uspešen	ADJ;INDF;SG	ADJ;NOM;FEM;SG
forfølgelse	preganjanje	forfølgelse	preganjanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forfølgelse	preganjanja	forfølgelse	preganjanje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
forfølgelse	pregon	forfølgelse	pregon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forfølgelse	zasledovanje	forfølgelse	zasledovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forfølgelse	zalezovanje	forfølgelse	zalezovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
haiti	haiti	haiti	haiti	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
haiti	haitiju	haiti	haiti	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
vælgere	komponente	vælger	komponent	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vælgere	volivce	vælger	volivec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
vælgere	volivci	vælger	volivec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vælgere	volivcem	vælger	volivec	N;INDF;MASC+FEM;PL	N;DAT;MASC;PL
støv	prah	støv	prah	N;INDF;NEUT;SG	N;NOM;MASC;SG
støv	praha	støv	praha	N;INDF;NEUT;SG	N;GEN;MASC;SG
bekendtgørelse	odlok	bekendtgørelse	odlok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bekendtgørelse	obvestilo	bekendtgørelse	obvestiti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bekendtgørelse	obvestilo	bekendtgørelse	obvestiti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bekendtgørelse	odlok	bekendtgørelse	odlok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
konto	račun	konto	račun	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
roning	veslanje	roning	veslanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indian	indijanec	indian	indijanec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
laursen	laursen	laurs	laursen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kontrast	nasprotje	kontrast	nasprotje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forvirring	zmedenost	forvirring	zmedenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forvirring	zmeda	forvirring	zmeda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
