ve	ja	ve	ja	CONJ	CONJ
bağlandı	yhdistetty	bağla	yhdistää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
haberler	uutiset	haber	uutinen	N;NOM;PL;3	N;NOM;PL
haberler	tarinat	haber	tarina	N;NOM;PL;3	N;NOM;PL
nadiren	harvoin	nadiren	harvoin	ADV	ADV
nadiren	harvemmin	nadiren	harvemmin	ADV	ADV
nadiren	harvoin	nadiren	harvoin	ADV	ADV
şirketler	yhtiöt	şirket	yhtiö	N;NOM;PL;3	N;NOM;PL
şirketler	yritykset	şirket	yritys	N;NOM;PL;3	N;NOM;PL
şirketler	yhtiöt	şirket	yhtiö	N;NOM;PL;3	N;NOM;PL
şirketler	yritykset	şirket	yritys	N;NOM;PL;3	N;NOM;PL
şirketler	yritykset	şirket	yritys	N;NOM;PL;3	N;NOM;PL
programlar	ohjelmat	program	ohjelma	N;NOM;PL;3	N;NOM;PL
programlar	ohjelmat	program	ohjelma	N;NOM;PL;3	N;NOM;PL
işlevi	funktio	işlev	funktio	N;NOM;SG;3	N;NOM;SG
işlevi	toiminto	işlev	toiminto	N;NOM;SG;3	N;NOM;SG
beach	ranta	beach	ranta	N;NOM;SG;3	N;NOM;SG
beach	beach	beach	beach	N;NOM;SG;3	N;NOM;SG
düzenledi	muokattu	düzenle	muokata	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
beraberlik	tasapeli	beraberlik	tasa#peli	N;NOM;SG;3	N;NOM;SG
beraberlik	solmio	beraberlik	solmio	N;NOM;SG;3	N;NOM;SG
çalışmış	työskennellyt	çalış	työskennellä	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
çalışmış	työskenteli	çalış	työskennellä	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
çalışmış	toiminut	çalış	toimia	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
çapı	läpimitta	çapı	läpi#mitta	N;NOM;SG;3	N;NOM;SG
çapı	halkaisija	çapı	halkaisija	N;NOM;SG;3	N;NOM;SG
cinayet	murha	cinayet	murha	N;NOM;SG;3	N;NOM;SG
cinayet	murha	cinayet	murha	N;NOM;SG;3	N;NOM;SG
farklılıklar	erot	farklılık	ero	N;NOM;PL;3	N;NOM;PL
farklılıklar	erimielisyydet	farklılık	eri#mielisyys	N;NOM;PL;3	N;NOM;PL
düzenlenmiş	säännelty	düzenle	säännellä	V;PFV;NFH;IND;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
reddetti	hylättiin	reddet	hylätä	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
reddetti	hylätty	reddet	hylätä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
reddetti	kieltäytyi	reddet	kieltäytyä	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
reddetti	kieltäytynyt	reddet	kieltäytyä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
reddetti	evätty	reddet	evätä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
reddetti	kieltäytyi	reddet	kieltäytyä	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
reddetti	kieltäytynyt	reddet	kieltäytyä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
mesleği	ammatti	meslek	ammatti	N;NOM;SG;3	N;NOM;SG
mesleği	ammatti	meslek	ammatti	N;NOM;SG;3	N;NOM;SG
mesleği	miehitys	meslek	miehitys	N;NOM;SG;3	N;NOM;SG
üreticisi	valmistaja	üretici	valmistaja	N;NOM;SG;3	N;NOM;SG
kaldırılması	poistetaan	kal	poistaa	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;IND;PRS;FIN;PASS
sevilen	rakastettu	sev	rakastaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
sevilen	rakastettu	sev	rakastaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
yayınlar	julkaisut	yayın	julkaisu	N;NOM;PL;3	N;NOM;PL
danışmanı	konsultti	danışman	konsultti	N;NOM;SG;3	N;NOM;SG
danışmanı	neuvonantaja	danışman	neuvon#antaja	N;NOM;SG;3	N;NOM;SG
danışmanı	neuvos	danışman	neuvos	N;NOM;SG;3	N;NOM;SG
danışmanı	neuvonantaja	danışman	neuvon#antaja	N;NOM;SG;3	N;NOM;SG
bitkiler	kasvit	bitki	kasvi	N;NOM;PL;3	N;NOM;PL
benzerlik	samankaltaisuus	benzerlik	samankaltaisuus	N;NOM;SG;3	N;NOM;SG
kimliği	identiteetti	kimlik	identiteetti	N;NOM;SG;3	N;NOM;SG
kimliği	henkilöllisyys	kimlik	henkilöllisyys	N;NOM;SG;3	N;NOM;SG
hakaret	kunnianloukkaus	hakaret	kunnian#loukkaus	N;NOM;SG;3	N;NOM;SG
hakaret	loukkaus	hakaret	loukkaus	N;NOM;SG;3	N;NOM;SG
kurtlar	sudet	kurt	sude	N;NOM;PL;3	N;NOM;PL
karşılaştı	kohtasi	karşılaş	kohdata	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
izledi	katsoi	izle	katsoa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
izledi	katsonut	izle	katsoa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
izledi	katsottu	izle	katsoa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
izledi	katsellut	izle	katsella	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
izledi	katseli	izle	katsella	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
renault	renault	renault	renault	N;NOM;SG;3	N;NOM;SG
değerler	arvot	değer	arvo	N;NOM;PL;3	N;NOM;PL
yeğeni	veljenpoika	yeğen	veljen#poika	N;NOM;SG;3	N;NOM;SG
yeğeni	veljentytär	yeğen	veljentytär	N;NOM;SG;3	N;NOM;SG
stabilize	vakauttaa	stabilize	vakauttaa	V;PFV;IND;SG;POS;PRS	V;IND;SG;3;PRS;FIN;ACT
oturan	istuva	otur	istua	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;SG;V.PTCP;ACT
oturan	istuva	otur	istua	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;SG;V.PTCP;ACT
oturan	istuu	otur	istua	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
veriyor	antamassa	ver	antaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IN+ESS;SG;NFIN;ACT
veriyor	antaa	ver	antaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
burnu	kuono	burun	kuono	N;NOM;SG;3	N;NOM;SG
burnu	viitta	burun	viisi	N;NOM;SG;3	N;NOM;SG
burnu	nenä	burun	nenä	N;NOM;SG;3	N;NOM;SG
kaçtı	pakeni	kaç	paeta	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
kaçtı	paennut	kaç	paeta	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
kaçtı	karannut	kaç	karata	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
kaçtı	karkasi	kaç	karata	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
kaçtı	paennut	kaç	paeta	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
kaçtı	pakeni	kaç	paeta	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
renkler	värit	renk	väri	N;NOM;PL;3	N;NOM;PL
renkler	värit	renk	väri	N;NOM;PL;3	N;NOM;PL
ordular	armeijat	ordu	armeija	N;NOM;PL;3	N;NOM;PL
ilgilenen	kiinnostuneita	ilgilen	kiinnostua	V;PFV;IND;POS;PRS;V.PTCP	V;PRT;PL;V.PTCP;ACT
ilgilenen	kiinnostunut	ilgilen	kiinnostua	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;SG;V.PTCP;ACT
ilgilenen	kiinnostaa	ilgilen	kiinnostaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
ilgilenen	kiinnostuneet	ilgilen	kiinnostua	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;PL;V.PTCP;ACT
romancı	kirjailija	romancı	kirjailija	N;NOM;SG;3	N;NOM;SG
sendromu	syndrooma	sendromu	syndrooma	N;NOM;SG;3	N;NOM;SG
sendromu	oireyhtymä	sendromu	oire#yhtymä	N;NOM;SG;3	N;NOM;SG
planlanan	ajoitettu	planla	ajoittaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
planlanan	suunnitellut	planla	suunnitella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
planlanan	suunniteltu	planla	suunnitella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
geçmek	ylittää	geç	ylittää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
bekleyen	odottaen	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;INS;SG;NFIN;ACT
bekleyen	odottaa	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
bekleyen	odotetaan	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;PASS
bekleyen	odottamassa	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IN+ESS;SG;NFIN;ACT
bekleyen	odottaa	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
bekleyen	odottava	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;SG;V.PTCP;ACT
yetenekli	lahjakas	yetenekli	lahjakas	ADJ	ADJ;NOM;SG
yetenekli	taitava	yetenekli	taitava	ADJ	ADJ;NOM;SG
yetenekli	lahjakas	yetenekli	lahjakas	ADJ	ADJ;NOM;SG
yetenekli	taitava	yetenekli	taitava	ADJ	ADJ;NOM;SG
müslümanlar	muslimit	müslüman	muslimi	N;NOM;PL;3	N;NOM;PL
müslümanlar	muslimit	müslüman	muslimi	N;NOM;PL;3	N;NOM;PL
gözleri	silmät	göz	silmä	N;NOM;PL;3	N;NOM;PL
konserler	keikat	konser	keikka	N;NOM;PL;3	N;NOM;PL
binalar	kiinteistöt	bina	kiinteistö	N;NOM;PL;3	N;NOM;PL
binalar	rakennukset	bina	rakennus	N;NOM;PL;3	N;NOM;PL
namlu	piippu	namlu	piippu	N;NOM;SG;3	N;NOM;SG
namlu	tynnyri	namlu	tynnyri	N;NOM;SG;3	N;NOM;SG
tarihçiler	historioitsijat	tarihçi	historioitsija	N;NOM;PL;3	N;NOM;PL
büyüdü	kasvanut	büyü	kasvaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
büyüdü	kasvoi	büyü	kasvaa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
büyüdü	kasvanut	büyü	kasvaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
simgesi	kuvake	simge	kuvake	N;NOM;SG;3	N;NOM;SG
avukatlık	juristi	avukatlık	juristaa	N;NOM;SG;3	N;NOM;SG
avukatlık	lakimies	avukatlık	laki#mies	N;NOM;SG;3	N;NOM;SG
avukatlık	asianajaja	avukatlık	asian#ajaja	N;NOM;SG;3	N;NOM;SG
sorumlusu	vastuullinen	sorumlu	vastuullinen	ADJ;NOM;SG;3	ADJ;NOM;SG
sorumlusu	vastuuntuntoinen	sorumlu	vastuuntuntoinen	ADJ;NOM;SG;3	ADJ;NOM;SG
anlamak	ymmärtää	anla	ymmärtää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
anlamak	ymmärtää	anla	ymmärtää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
cennet	taivas	cennet	taivas	N;NOM;SG;3	N;NOM;SG
cennet	paratiisi	cennet	paratiisi	N;NOM;SG;3	N;NOM;SG
hotel	hotelli	hotel	hotelli	N;NOM;SG;3	N;NOM;SG
anlaşılır	ymmärrettävää	anlaş	ymmärrettävä	V;IPFV;IND;SG;3;POS;PASS	V;PRT;SG;V.PTCP;PASS
anlaşılır	ymmärrettävä	anlaş	ymmärtää	V;IPFV;IND;SG;3;POS;PASS	V;NOM;SG;V.PTCP;PASS
memnun	tyytyväinen	memnun	tyytyväinen	ADJ	ADJ;NOM;SG
memnun	tyytyväinen	memnun	tyytyväinen	ADJ	ADJ;NOM;SG
memnun	tyytyväisiä	memnun	tyytyväinen	ADJ	ADJ;PRT;PL
teknikleri	tekniikat	teknik	tekniikka	N;NOM;PL;3	N;NOM;PL
kavga	ottelu	kavga	ottelu	N;NOM;SG;3	N;NOM;SG
kavga	taistelu	kavga	taistelu	N;NOM;SG;3	N;NOM;SG
komedyen	koomikko	komedyen	koomikko	N;NOM;SG;3	N;NOM;SG
platformu	foorumi	platform	foorumi	N;NOM;SG;3	N;NOM;SG
platformu	laituri	platform	laituri	N;NOM;SG;3	N;NOM;SG
cerrahi	leikkaus	cerrahi	leikkaus	N;NOM;SG;3	N;NOM;SG
gözü	silmä	göz	silmä	N;NOM;SG;3	N;NOM;SG
sorumluluk	vastuu	sorumluluk	vastuu	N;NOM;SG;3	N;NOM;SG
sorumluluk	rasite	sorumluluk	rasite	N;NOM;SG;3	N;NOM;SG
sorumluluk	vastuu	sorumluluk	vastuu	N;NOM;SG;3	N;NOM;SG
sorumluluk	velvollisuus	sorumluluk	velvollisuus	N;NOM;SG;3	N;NOM;SG
sorumluluk	vastuu	sorumluluk	vastuu	N;NOM;SG;3	N;NOM;SG
aralığı	väli	aralık	väli	N;NOM;SG;3	N;NOM;SG
konut	kotipaikka	konut	koti#paikka	N;NOM;SG;3	N;NOM;SG
konut	residence	konut	residence	N;NOM;SG;3	N;NOM;SG
konut	asuinpaikka	konut	asuin#paikka	N;NOM;SG;3	N;NOM;SG
konut	oleskelu	konut	oleskelu	N;NOM;SG;3	N;NOM;SG
konut	asuminen	konut	asuminen	N;NOM;SG;3	N;NOM;SG
konut	asunto	konut	asunto	N;NOM;SG;3	N;NOM;SG
kazanılan	ansaittu	kazan	ansaita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
kazanılan	saavutetut	kazan	saavuttaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
kazanılan	hankittu	kazan	hankkia	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
öncülük	uraauurtava	öncülük	uraauurtava	N;NOM;SG;3	N;NOM;SG
kelimeler	sanat	kelime	sana	N;NOM;PL;3	N;NOM;PL
hazine	aarre	hazin	aarre	N;NOM;SG;3	N;NOM;SG
güreşçi	painija	güreşçi	painija	N;NOM;SG;3	N;NOM;SG
planet	planeetta	planet	planeetta	N;NOM;SG;3	N;NOM;SG
öğretmenlik	opettaminen	öğretmenlik	opettaminen	N;NOM;SG;3	N;NOM;SG
öğretmenlik	opetus	öğretmenlik	opetus	N;NOM;SG;3	N;NOM;SG
denizaltı	sukellusvene	denizaltı	sukellus#vene	N;NOM;SG;3	N;NOM;SG
gösteriyor	näytetään	göster	näyttää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;PASS
gösteriyor	osoittaa	göster	osoittaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
gösteriyor	näkyy	göster	näkyä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
gösteriyor	näyttää	göster	näyttää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
çoğunluk	enemmistö	çoğunluk	enemmistö	N;NOM;SG;3	N;NOM;SG
kimin	jonka	kim	joka	PRO;GEN;SG;3	PRO;GEN;SG
kimin	kenen	kim	kuka	PRO;GEN;SG;3	PRO;GEN;SG
yoğunluk	voimakkuus	yoğunluk	voimakkuus	N;NOM;SG;3	N;NOM;SG
yoğunluk	intensiteetti	yoğunluk	intensiteetti	N;NOM;SG;3	N;NOM;SG
yoğunluk	tiheys	yoğunluk	tiheys	N;NOM;SG;3	N;NOM;SG
belirlenmiş	nimetty	belirle	nimetä	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
belirlenmiş	nimetyt	belirle	nimetty	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
gelirler	tuotot	gel	tuotto	N;NOM;PL;3	N;NOM;PL
gelirler	tulot	gel	tulo	N;NOM;PL;3	N;NOM;PL
üretilmiş	valmistettu	üre	valmistaa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
üretilmiş	valmistetut	üre	valmistaa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
üretilmiş	tuotetut	üre	tuotettu	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
üretilmiş	tuotettu	üre	tuottaa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
tasarlanan	suunnitellut	tasarla	suunnitella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
tasarlanan	suunniteltu	tasarla	suunnitella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
yarattı	luotu	yarat	luoda	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
yarattı	loi	yarat	luo	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
yarattı	luonut	yarat	luoda	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
yarattı	luotiin	yarat	luoda	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
etkinlikler	toiminnat	etkinlik	toiminta	N;NOM;PL;3	N;NOM;PL
etkinlikler	toimet	etkinlik	toimi	N;NOM;PL;3	N;NOM;PL
etkinlikler	toiminnot	etkinlik	toiminto	N;NOM;PL;3	N;NOM;PL
etkinlikler	tapahtumat	etkinlik	tapahtuma	N;NOM;PL;3	N;NOM;PL
ifadeler	reaktiot	ifade	reaktio	N;NOM;PL;3	N;NOM;PL
ifadeler	lausunnot	ifade	lausunto	N;NOM;PL;3	N;NOM;PL
eksikliği	puutos	eksiklik	puutos	N;NOM;SG;3	N;NOM;SG
eksikliği	puute	eksiklik	puute	N;NOM;SG;3	N;NOM;SG
eksikliği	puute	eksiklik	puute	N;NOM;SG;3	N;NOM;SG
eksikliği	puuttuminen	eksiklik	puuttuminen	N;NOM;SG;3	N;NOM;SG
puanlar	luokitukset	puan	luokitus	N;NOM;PL;3	N;NOM;PL
puanlar	pisteet	puan	piste	N;NOM;PL;3	N;NOM;PL
puanlar	kohdat	puan	kohta	N;NOM;PL;3	N;NOM;PL
puanlar	pisteet	puan	piste	N;NOM;PL;3	N;NOM;PL
mekanizması	mekanismi	mekaniz	mekanismi	N;NOM;SG;3	N;NOM;SG
getirilmiş	tuotiin	getir	tuoda	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
güzellik	kaunotar	güzellik	kaunotar	N;NOM;SG;3	N;NOM;SG
güzellik	ihanuus	güzellik	ihanuus	N;NOM;SG;3	N;NOM;SG
güzellik	kauneus	güzellik	kauneus	N;NOM;SG;3	N;NOM;SG
müşteri	asiakas	müşteri	asiakas	N;NOM;SG;3	N;NOM;SG
müşteri	asiakas	müşteri	asiakas	N;NOM;SG;3	N;NOM;SG
ayıran	erottaa	ayır	erottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
ayıran	erottaa	ayır	erottaa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
imzalandı	allekirjoitettu	imzala	allekirjoittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
ilkesi	periaate	ilke	periaate	N;NOM;SG;3	N;NOM;SG
dostu	ystävällinen	dost	ystävällinen	ADJ;NOM;SG;3	ADJ;NOM;SG
kentsel	urban	kentsel	urba	N;NOM;SG;3	N;NOM;SG
saldırılar	hyökkäykset	sal	hyökkäys	N;NOM;PL;3	N;NOM;PL
saldırılar	iskut	sal	isku	N;NOM;PL;3	N;NOM;PL
okulları	koulut	okul	koulu	N;NOM;PL;3	N;NOM;PL
fotoğraflar	valokuvat	fotoğraf	valo#kuva	N;NOM;PL;3	N;NOM;PL
fotoğraflar	valokuvat	fotoğraf	valo#kuva	N;NOM;PL;3	N;NOM;PL
fotoğraflar	kuvat	fotoğraf	kuva	N;NOM;PL;3	N;NOM;PL
fotoğraflar	kuvat	fotoğraf	kuva	N;NOM;PL;3	N;NOM;PL
kazanmak	voittaa	kazan	voittaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
kazanmak	voittaa	kazan	voittaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
nilüfer	lotus	nilüfer	lotus	N;NOM;SG;3	N;NOM;SG
pasaport	passi	pasaport	passi	N;NOM;SG;3	N;NOM;SG
eşitlik	yhtälö	eşitlik	yhtälö	N;NOM;SG;3	N;NOM;SG
eşitlik	tasa	eşitlik	tasa	N;NOM;SG;3	N;NOM;SG
taburu	pataljoona	tabur	pataljo	N;NOM;SG;3	N;NOM;SG
öğrendi	oppinut	öğren	oppia	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
penaltı	seuraamus	penaltı	seuraamus	N;NOM;SG;3	N;NOM;SG
penaltı	rangaistus	penaltı	rangaistus	N;NOM;SG;3	N;NOM;SG
kalitesi	laatu	kalite	laatu	N;NOM;SG;3	N;NOM;SG
jüpiter	jupiter	jüpiter	jupiter	N;NOM;SG;3	N;NOM;SG
projeler	projektit	proje	projekti	N;NOM;PL;3	N;NOM;PL
projeler	hankkeet	proje	hanke	N;NOM;PL;3	N;NOM;PL
patates	peruna	patates	peruna	N;NOM;SG;3	N;NOM;SG
patates	peruna	patates	peruna	N;NOM;SG;3	N;NOM;SG
büyükelçiliği	lähetystö	büyükelçilik	lähetystö	N;NOM;SG;3	N;NOM;SG
büyükelçiliği	suurlähetystö	büyükelçilik	suur#lähetystö	N;NOM;SG;3	N;NOM;SG
etiketi	etiketti	etiket	etiketti	N;NOM;SG;3	N;NOM;SG
yaşamak	elää	yaşa	elää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
yaşamak	elävät	yaşa	elää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;3;PRS;FIN;ACT
hastalıklar	sairaudet	hastalık	sairaus	N;NOM;PL;3	N;NOM;PL
hastalıklar	taudit	hastalık	tauti	N;NOM;PL;3	N;NOM;PL
hastalıklar	taudit	hastalık	tauti	N;NOM;PL;3	N;NOM;PL
çiftlik	tila	çiftlik	tila	N;NOM;SG;3	N;NOM;SG
çiftlik	maatila	çiftlik	maa#tila	N;NOM;SG;3	N;NOM;SG
görelilik	suhteellisuus	görelilik	suhteellisuus	N;NOM;SG;3	N;NOM;SG
gemiler	veneet	gemi	vene	N;NOM;PL;3	N;NOM;PL
gemiler	laivat	gemi	laiva	N;NOM;PL;3	N;NOM;PL
gemiler	alukset	gemi	alus	N;NOM;PL;3	N;NOM;PL
gemiler	laivat	gemi	laiva	N;NOM;PL;3	N;NOM;PL
gemiler	alukset	gemi	alus	N;NOM;PL;3	N;NOM;PL
silahları	aseet	silah	ase	N;NOM;PL;3	N;NOM;PL
silahları	tykit	silah	tykki	N;NOM;PL;3	N;NOM;PL
silahları	aseet	silah	ase	N;NOM;PL;3	N;NOM;PL
takvimi	kalenteri	takvim	kalenteri	N;NOM;SG;3	N;NOM;SG
kararlar	päätökset	karar	päätös	N;NOM;PL;3	N;NOM;PL
istenilen	haluttu	iste	haluta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
istenilen	toivottu	iste	toivoa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
giderler	menot	git	meno	N;NOM;PL;3	N;NOM;PL
giderler	kulut	git	kulu	N;NOM;PL;3	N;NOM;PL
giderler	menot	git	meno	N;NOM;PL;3	N;NOM;PL
giderler	kulut	git	kulu	N;NOM;PL;3	N;NOM;PL
dayanıklı	kestävä	dayanıklı	kestävä	ADJ	ADJ;NOM;SG
dayanıklı	vankka	dayanıklı	vankka	ADJ	ADJ;NOM;SG
olimpik	olympic	ol	olympic	N;NOM;SG;3	N;NOM;SG
işlemci	suoritin	işlemci	suorittaa	N;NOM;SG;3	N;NOM;SG
işlemci	cpu	işlemci	cpu	N;NOM;SG;3	N;NOM;SG
azınlık	vähemmistö	azınlık	vähemmistö	N;NOM;SG;3	N;NOM;SG
çıkmak	tapailla	çık	tapailla	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
makaleler	artikkelit	makale	artikkeli	N;NOM;PL;3	N;NOM;PL
makaleler	artiklat	makale	artikla	N;NOM;PL;3	N;NOM;PL
danışma	neuvonta	danış	neuvonta	N;NOM;SG;3	N;NOM;SG
danışma	kuuleminen	danış	kuuleminen	N;NOM;SG;3	N;NOM;SG
danışma	neuvonta	danış	neuvonta	N;NOM;SG;3	N;NOM;SG
bağışıklık	koskemattomuus	bağışıklık	koskemattomuus	N;NOM;SG;3	N;NOM;SG
akışı	virtaus	akış	virtaus	N;NOM;SG;3	N;NOM;SG
akışı	virta	akış	virta	N;NOM;SG;3	N;NOM;SG
sorular	tutkimukset	soru	tutkimus	N;NOM;PL;3	N;NOM;PL
sorular	kysymykset	soru	kysymys	N;NOM;PL;3	N;NOM;PL
gönderir	lähettää	gönder	lähettää	V;IPFV;IND;SG;3;POS	V;SG;NFIN;ACT
araplar	arabit	arap	arabi	N;NOM;PL;3	N;NOM;PL
çiçeği	kukka	çiçek	kukka	N;NOM;SG;3	N;NOM;SG
gözler	silmät	göz	silmä	N;NOM;PL;3	N;NOM;PL
yöntemler	menetelmät	yöntem	menetelmä	N;NOM;PL;3	N;NOM;PL
denizcilik	merijalkaväki	denizcilik	meri#jalka#väki	N;NOM;SG;3	N;NOM;SG
denizcilik	sotilas	denizcilik	sotilas	N;NOM;SG;3	N;NOM;SG
balıkçılık	kalastus	balıkçılık	kalastus	N;NOM;SG;3	N;NOM;SG
balıkçılık	kalatalous	balıkçılık	kala#talous	N;NOM;SG;3	N;NOM;SG
balıkçılık	kalatalous	balıkçılık	kala#talous	N;NOM;SG;3	N;NOM;SG
balıkçılık	kalastus	balıkçılık	kalastus	N;NOM;SG;3	N;NOM;SG
balıkçılık	kalatalous	balıkçılık	kala#talous	N;NOM;SG;3	N;NOM;SG
taraftar	fani	taraf	fani	N;NOM;SG;3	N;NOM;SG
