से	vom	से	vom		
बहुमत	mehrheit	बहुमत	mehrheit	N;NOM;MASC;SG;3	N;NOM;SG
हिल	hügel	हिल	hügeln		
नैदानिक	diagnose	नैदानिक	diagnose	N;NOM;MASC;SG;3	N;NOM;FEM;SG
इकाइयों	einheiten	इकाई	einheit	N;ACC;FEM;PL;3	N;PL
तोड़	zerschlagen	तोड़	zerschlagen	V;ACT	V;V.PTCP
तोड़	zertrümmert	तोड़	zertrümmern	V;ACT	V;V.PTCP
शाखाओं	branchen	शाखा	branchen	N;ACC;FEM;PL;3	N;PL
खतरे	bedrohung	खतरा	bedrohung	N;NOM;MASC;SG;3	N;FEM;SG
खतरे	gefährdung	खतरा	gefährdung	N;NOM;MASC;SG;3	N;FEM;SG
टूर	besichtigung	टूर	Besichtigung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पाल	segeln	पाल	segeln		
पाल	segelboot	पाल	segelboot		
पाल	segel	पाल	segel		
पाल	pal	पाल	pal		
पाल	kumpel	पाल	kumpel		
बजट	haushaltsplan	बजट	haushaltsplan	N;NOM;MASC;SG;3	N
मौका	chance	मौका	chance	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आलोचकों	kritik	आलोचक	kritik	N;ACC;MASC;PL;3	N
विभक्त	geteilte	विभक्त	geteilt	ADJ	ADJ;NOM;FEM;PL
उत्तराधिकारी	erbe	उत्तराधिकारी	erben	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
उत्तराधिकारी	nachkomme	उत्तराधिकारी	nachkommen	N;NOM;MASC;SG;3	N;SG
एयरलाइंस	fluglinien	एयरलाइन	fluglini	N;NOM;FEM;PL;3	N;NOM;FEM;PL
अवैध	illegalen	अवैध	illegal	ADJ;NOM	ADJ;PL
अवैध	illegale	अवैध	illegal	ADJ;NOM	ADJ;NOM;FEM;PL
अवैध	illegaler	अवैध	illegal	ADJ;NOM	ADJ
अवैध	unerlaubte	अवैध	unerlaubt	ADJ;NOM	ADJ;NOM;FEM;PL
अवैध	ungültige	अवैध	ungültig	ADJ;NOM	ADJ;NOM;FEM;PL
अवैध	ungültiger	अवैध	ungültig	ADJ;NOM	ADJ
अवैध	ungültig	अवैध	ungültig	ADJ;NOM	ADJ
जीवाणु	bakterium	जीवाणु	bakterium	N;NOM;MASC;SG;3	N;SG
हाँ	yes	हाँ	yes		
दौड़	runs	दौड	runs		
दौड़	rasse	दौड	rassen		
दौड़	race	दौड	race		
छाया	schatten	छा	schatten	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
छाया	schatten	छा	schatten	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
छाया	schatten	छा	schatten	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
समक्ष	vordergrund	समक्ष	vordergrund	ADV;NOM;MASC;SG;3	ADV
तैयारी	aufbereitung	तैयारी	aufbereitung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तैयारी	vorbereitung	तैयारी	vorbereitung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तैयारी	zubereitung	तैयारी	zubereitung	N;NOM;FEM;SG;3	N;SG
तैयारी	vorbereitung	तैयारी	vorbereitung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तैयारी	vorbereitung	तैयारी	vorbereitung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तैयारी	vorbereitung	तैयारी	vorbereitung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पहलू	aspekt	पहलू	aspeken	N;NOM;MASC;SG;3	N;SG
रोजगार	beschäftigung	रोजगार	Beschäftigung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निबंध	abhandlung	निबंध	abhandlung	N;NOM;MASC;SG;3	N;SG
कान	ohr	कान	ohr	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कान	gehör	कान	gehör	N;NOM;MASC;SG;3	N;NOM
बनवाया	aufgebaut	बन	aufbauen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बनवाया	gebaut	बन	bauen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बनवाया	errichtet	बन	errichten	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बनवाया	erbaut	बन	erbauen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
फैल	verteilen	फैल	verteilen	V;ACT	V;NFIN
शांत	trocken	शांत	trocken	ADJ	ADJ
शांत	nüchtern	शांत	nüchtern	ADJ	ADJ
शांत	nüchternen	शांत	nüchtern	ADJ	ADJ
शांत	ruhigen	शांत	ruhig	ADJ	ADJ
शांत	ruhig	शांत	ruhig	ADJ	ADJ
शांत	ruhiger	शांत	ruhig	ADJ	ADJ
शांत	ruhige	शांत	ruhig	ADJ	ADJ;NOM;FEM;PL
शांत	ruhigen	शांत	ruhig	ADJ	ADJ
शांत	ruhig	शांत	ruhig	ADJ	ADJ
शांत	leise	शांत	leise	ADJ	ADJ
उद्घाटन	inbetriebnahme	उद्घाटन	inbetriebnahme	N;NOM;MASC;SG;3	N;NOM;FEM;SG
उद्घाटन	einweihung	उद्घाटन	einweihung	N;NOM;MASC;SG;3	N
प्रिय	lieber	प्रिय	lieb		
स्व	self	स्व	self		
वकील	juristen	वकील	juristen	N;NOM;MASC;PL;3	N;NOM;PL
वकील	anwälte	वकील	anwalten	N;NOM;MASC;PL;3	N;NOM;MASC;PL
वकील	juristen	वकील	juristen	N;NOM;MASC;PL;3	N;NOM;PL
बच	überlebte	बच	überleben	V;ACT	V;IND;SG;3;PST;FIN
बच	überlebten	बच	überleben	V;ACT	V;IND;PL;3;PST;FIN
बच	überlebt	बच	überleben	V;ACT	V;V.PTCP
बच	überstanden	बच	überstehen	V;ACT	V;V.PTCP
उर्जा	energieversorgung	उर्जा	energieversorgung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
छोड़ने	fallenlassen	छोड़	fallenlassen	V;NFIN;ACT	V;NFIN
रणनीति	strategie	रणनीति	strategie	N;NOM;FEM;SG;3	N;SG
रणनीति	strategie	रणनीति	strategie	N;NOM;FEM;SG;3	N;SG
लेन	spur	लेन	spur	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बुलाया	aufgerufen	बुला	aufrufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बुलाया	angerufen	बुला	anrufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बुलाया	rief	बुला	rufen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
बुलाया	genannt	बुला	nennen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
बुलाया	gerufen	बुला	rufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
वध	schlachtung	वध	schlachtung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बाढ़	überschwemmung	बाढ़	überschwemmung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बाढ़	überschwemmung	बाढ़	überschwemmung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
धन्यवाद	danke	धन्यवाद	danken		
बेल	belle	बेल	bellen		
बेल	klingel	बेल	klingel		
घातक	tödlicher	घातक	tödlich	ADJ	ADJ
घातक	tödliche	घातक	tödlich	ADJ	ADJ;NOM;FEM;PL
घातक	tödlich	घातक	tödlich	ADJ	ADJ
घातक	tödlichen	घातक	tödlich	ADJ	ADJ
घातक	schädlich	घातक	schädlich	ADJ	ADJ
मास्टर	meister	मास्टर	meist	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गाना	lied	गाना	lied	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आखिरी	letzte	आखिरी	letzt	ADJ	ADJ;NOM;FEM;SG
आखिरी	letzter	आखिरी	letzt	ADJ	ADJ;NOM;MASC;SG
आखिरी	letzten	आखिरी	letzt	ADJ	ADJ;PL
आखिरी	letztes	आखिरी	letzt	ADJ	ADJ;NOM;NEUT;SG
ब्याज	zinssatz	ब्याज	zinssatz	N;NOM;MASC;SG;3	N;SG
लेखा	buchführung	लेखा	buchführung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रात्रि	nacht	रात्रि	nacht	N;NOM;FEM;SG;3	N
फलन	funktion	फलन	Funktion	N;NOM;MASC;SG;3	N;SG
मानता	glaubt	मान	glauben	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
प्रोत्साहन	ansporn	प्रोत्साहन	ansporn	N;NOM;MASC;SG;3	N
प्रोत्साहन	ermutigung	प्रोत्साहन	ermutigung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निष्क्रिय	idle	निष्क्रिय	idle		
लौह	eisen	लौह	eise		
लौह	bügeleisen	लौह	bügeleisen		
आवेदन	anwendung	आवेदन	anwendung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आवेदन	antragstellung	आवेदन	antragstellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कमाई	gewinn	कमाई	gewinn	N;NOM;FEM;SG;3	N
उठाने	anheben	उठा	anheben	V;MASC;NFIN;ACT	V;NFIN
उठाने	heben	उठा	heben	V;MASC;NFIN;ACT	V;NFIN
उठाने	anheben	उठा	anheben	V;MASC;NFIN;ACT	V;NFIN
गहन	tief	गहन	tief	ADJ;NOM	ADJ
मिलान	spiel	मिलान	spielen	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मिलान	übereinstimmung	मिलान	übereinstimmung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रावधान	bestimmung	प्रावधान	bestimmung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सदस्यता	zeichnung	सदस्यता	zeichnung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
रिकार्ड	aufzeichnung	रिकार्ड	aufzeichnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
साझा	aktien	साझा	akteinen		
विफल	fehlgeschlagen	विफल	fehlschlagen	ADJ	ADJ;V.PTCP
कारोबार	geschäft	कारोबार	schäfen	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आपसी	gegenseitiger	आपसी	gegenseitig	ADJ;NOM	ADJ
आपसी	gegenseitigen	आपसी	gegenseitig	ADJ;NOM	ADJ
आपसी	gegenseitige	आपसी	gegenseitig	ADJ;NOM	ADJ;NOM;FEM;PL
छूट	ermäßigung	छूट	Ermäßigung	N;NOM;FEM;SG;3	N;NOM;SG
समतल	wohnung	समतल	wohnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
जड़	wurzel	जड़	wurzeln		
जड़	wurzel	जड़	wurzeln		
निकलता	rippen	निकल	rippen	V;IPFV;MASC;SG;V.PTCP;ACT	V;NFIN
स्वर्ग	paradies	स्वर्ग	paradies	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
व्यय	aufwand	व्यय	aufwinden	N;NOM;MASC;SG;3	N
गणतंत्र	republik	गणतंत्र	republik	N;NOM;MASC;SG;3	N;NOM;FEM;SG
तिब्बती	tibetischen	तिब्बती	tibetisch	ADJ;NOM	ADJ;NOM;PL
तिब्बती	tibetische	तिब्बती	tibetisch	ADJ;NOM	ADJ;NOM;FEM;PL
मतभेद	unterschiede	मतभेद	unterscheiden	N;NOM;MASC;PL;3	N;NOM
लें	nehmen	ले	nehmen	V;SBJV;PL;3;FIN;ACT	V;NFIN
लें	übernehmen	ले	übernehmen	V;SBJV;PL;3;FIN;ACT	V;NFIN
शानदार	brillant	शानदार	brillant	ADJ	ADJ
शानदार	glänzend	शानदार	glänzend	ADJ	ADJ
शानदार	genial	शानदार	genial	ADJ	ADJ
शानदार	fabelhafte	शानदार	fabelhaft	ADJ	ADJ;NOM;FEM;PL
शानदार	hervorragende	शानदार	hervorragend	ADJ	ADJ;NOM;FEM;SG
शानदार	ausgezeichnete	शानदार	ausgezeichnet	ADJ	ADJ;NOM;FEM;SG
शानदार	hervorragend	शानदार	hervorragend	ADJ	ADJ
डाक	mail	डाक	mail	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उठाया	angehoben	उठा	anheben	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
उठाया	großgezogen	उठा	großziehen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
उठाया	erhöht	उठा	erhöhen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
उठाया	aufgezogen	उठा	aufziehen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
उठाया	aufgewachsen	उठा	aufwachsen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
उठाया	angesprochen	उठा	ansprechen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
अंतराल	auszeit	अंतराल	auszeit	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विश्वसनीय	vertrauensvoll	विश्वसनीय	vertrauensvoll	ADJ;NOM	ADJ
विश्वसनीय	vertrauenswürdige	विश्वसनीय	vertrauenswürdig	ADJ;NOM	ADJ;NOM;FEM;PL
विश्वसनीय	vertrauenswürdig	विश्वसनीय	vertrauenswürdig	ADJ;NOM	ADJ
विश्वसनीय	zuverlässiger	विश्वसनीय	zuverlässig	ADJ;NOM	ADJ
विश्वसनीय	zuverlässige	विश्वसनीय	zuverlässig	ADJ;NOM	ADJ;NOM;FEM;PL
विश्वसनीय	zuverlässig	विश्वसनीय	zuverlässig	ADJ;NOM	ADJ
विश्वसनीय	verlässlich	विश्वसनीय	verlässlich	ADJ;NOM	ADJ
विश्वसनीय	vertraut	विश्वसनीय	vertraut	ADJ;NOM	ADJ
विश्वसनीय	vertrauenswürdig	विश्वसनीय	vertrauenswürdig	ADJ;NOM	ADJ
तत्काल	sofort	तत्काल	sofort	ADV	ADV
तत्काल	sofort	तत्काल	sofort	ADV	ADV
तत्काल	sofort	तत्काल	sofort	ADV	ADV
चित्रकला	lackierung	चित्रकला	lackierung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गेट	tor	गेट	tor	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
चैंपियनशिप	meisterschaft	चैंपियनशिप	meisterschaft	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पैदल	fußgängerzone	पैदल	fußgängerzone	ADJ	ADJ;NOM;FEM;SG
पैदल	fußgänger	पैदल	fußgänger	ADJ	ADJ
रहकर	bleiben	रह	bleiben	V;V.CVB	V;NFIN
संतान	nachkomme	संतान	nachkommen	N;NOM;FEM;SG;3	N;SG
खोला	eröffnet	खोल	eröffnen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खोला	geöffnet	खोल	öffnen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खोला	öffnete	खोल	öffnen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
तटीय	küste	तटीय	küsen	ADJ;NOM	ADJ
तटीय	küstenregionen	तटीय	küstenregion	ADJ;NOM	ADJ
तटीय	küstengebiete	तटीय	küstengebiet	ADJ;NOM	ADJ;NOM;SG
तटीय	küstengewässer	तटीय	küstengewässer	ADJ;NOM	ADJ
कोष	repositories	कोष	repositories	N;NOM;MASC;SG;3	N;NOM
पंजीकृत	registrierte	पंजीकृत	registriert	ADJ	ADJ;SG
संकल्प	beschlüsse	संकल्प	beschlüssen	N;NOM;MASC;SG;3	N;NOM;SG
बादशाह	könig	बादशाह	könig	N;NOM;MASC;SG;3	N;NOM;SG
रचनात्मक	kreativ	रचनात्मक	kreativ	ADJ	ADJ
रचनात्मक	kreatives	रचनात्मक	kreativ	ADJ	ADJ;NOM;NEUT;SG
रचनात्मक	kreativität	रचनात्मक	kreativität	ADJ	ADJ
रचनात्मक	kreative	रचनात्मक	kreativ	ADJ	ADJ;NOM;FEM;PL
मुखपृष्ठ	haus	मुखपृष्ठ	haus	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मुखपृष्ठ	heimat	मुखपृष्ठ	heimat	N;NOM;MASC;SG;3	N;FEM;SG
प्रस्तुति	vortrag	प्रस्तुति	vortragen	N;NOM;FEM;SG;3	N;SG
प्रस्तुति	darstellung	प्रस्तुति	darstellung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
धरोहर	welterbe	धरोहर	welterbe		
खतरनाक	gefährlicher	खतरनाक	gefährlich	ADJ	ADJ
खतरनाक	gefährlich	खतरनाक	gefährlich	ADJ	ADJ
खतरनाक	gefährlichen	खतरनाक	gefährlich	ADJ	ADJ
खतरनाक	gefährliche	खतरनाक	gefährlich	ADJ	ADJ;NOM;FEM;PL
त्यौहार	volksfest	त्यौहार	volksfest	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
परिमाण	ausmaß	परिमाण	ausmaß	N;NOM;MASC;SG;3	N;NOM;SG
परिमाण	kennwerte	परिमाण	kennwert	N;NOM;MASC;SG;3	N;SG
देखना	ansehen	देख	ansehen	V;MASC;NFIN;ACT	V;NFIN
देखना	beobachten	देख	beobachten	V;MASC;NFIN;ACT	V;NFIN
देखना	ansehen	देख	ansehen	V;MASC;NFIN;ACT	V;NFIN
देखना	anschauen	देख	anschauen	V;MASC;NFIN;ACT	V;NFIN
निरीक्षण	inspektion	निरीक्षण	inspektion	N;NOM;MASC;SG;3	N;NOM;SG
रंगमंच	theater	रंगमंच	theat	N;NOM;MASC;SG;3	N;NOM;SG
ऊँची	hoch	ऊँचा	hoch	ADJ;NOM;FEM;SG	ADJ
बेटा	sohn	बेटा	sohnen	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चौथा	vierter	चौथा	viert	ADJ;NOM;MASC;SG	ADJ
चौथा	vierte	चौथा	viert	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
चौथा	viertes	चौथा	viert	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
गाया	sang	गा	singen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
गाया	gesungen	गा	singen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
गाया	sangen	गा	singen	V;PFV;MASC;SG;V.PTCP;ACT	V;FIN
गोल्ड	gold	गोल्ड	gold		
भिन्नता	unterschiede	भिन्नता	unterscheiden	N;NOM;FEM;SG;3	N;NOM
सारणी	tabelle	सारणी	tabell	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अपवाद	ausnahme	अपवाद	ausnehmen		
अपवाद	ausnahme	अपवाद	ausnehmen		
लिखना	schreiben	लिख	schreiben	V;MASC;NFIN;ACT	V;NFIN
लिखना	schreibe	लिख	schreibe	V;MASC;NFIN;ACT	V;IND;SG;3;PRS;FIN
लिखना	tippen	लिख	tippen	V;MASC;NFIN;ACT	V;NFIN
गले	umarmung	गला	umarmung	N;NOM;MASC;SG;3	N;SG
जनक	eltern	जनक	eltern		
जनक	elternteil	जनक	elternteil		
स्वचालित	automatik	स्वचालित	automatik	ADJ;NOM	ADJ
स्वचालित	automatisch	स्वचालित	automatisch	ADJ;NOM	ADJ
स्वचालित	automatisch	स्वचालित	automatisch	ADJ;NOM	ADJ
स्वचालित	automatischen	स्वचालित	automatisch	ADJ;NOM	ADJ
स्वचालित	automatisches	स्वचालित	automatisch	ADJ;NOM	ADJ;NOM;NEUT;SG
स्वचालित	automatik	स्वचालित	automatik	ADJ;NOM	ADJ
स्वचालित	automatische	स्वचालित	automatisch	ADJ;NOM	ADJ;NOM;FEM;PL
स्वचालित	automatisch	स्वचालित	automatisch	ADJ;NOM	ADJ
खेत	landgut	खेत	landgut	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सेमी	halbzeug	सेमी	halbzeug		
सेमी	semi	सेमी	semi		
अपील	berufung	अपील	berufung	N;NOM;FEM;SG;3	N
अपील	einspruch	अपील	einspruch	N;NOM;FEM;SG;3	N
इनपुट	eingang	इनपुट	eingehen	N;NOM;MASC;SG;3	N;SG
इनपुट	eingabe	इनपुट	eingabe	N;NOM;MASC;SG;3	N;FEM;SG
सैकड़ों	hunderten	सैकडा	hundert	N;ACC;MASC;PL;3	N;PL
कहानियाँ	erzählungen	कहानी	erzählingen	N;NOM;FEM;PL;3	N;NOM;FEM;PL
सुविधाएं	ausstattung	सुविधा	ausstattung	N;NOM;FEM;PL;3	N
सम्पर्क	kontakt	संपर्क	kontakt	N;NOM;MASC;SG;3	N;NOM;SG
सम्पर्क	kontakt	संपर्क	kontakt	N;NOM;MASC;SG;3	N;NOM;SG
परिस्थिति	umstände	परिस्थिति	umstehen	N;NOM;FEM;SG;3	N
उपलब्धि	verwirklichung	उपलब्धि	verwirklichung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उपलब्धि	leistung	उपलब्धि	leistung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
लेबल	kennzeichnung	लेबल	kennzeichnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नीला	blau	नीला	blau	ADJ;NOM;MASC;SG	ADJ
नीला	blauen	नीला	blau	ADJ;NOM;MASC;SG	ADJ
बलों	kräfte	बल	krafen	N;ACC;MASC;PL;3	N
थोड़े	geringfügig	थोड़ा	geringfügig	ADJ;ACC;MASC;SG	ADJ
थोड़े	leicht	थोड़ा	leicht	ADJ;ACC;MASC;SG	ADJ
आलेख	satzung	आलेख	satzung	N;NOM;MASC;SG;3	N
साक्ष्य	hinweise	साक्ष्य	hinweisen	N;NOM;MASC;PL;3	N;NOM;FEM;PL
साक्ष्य	nachweis	साक्ष्य	nachweis	N;NOM;MASC;PL;3	N
साक्ष्य	beweise	साक्ष्य	Beweis	N;NOM;MASC;PL;3	N;NOM;PL
आवरण	abdeckung	आवरण	abdeckung	N;NOM;MASC;SG;3	N;NOM;SG
निकला	abgeleitet	निकल	ableiten	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
एकीकरण	einbindung	एकीकरण	einbindung	N;NOM;MASC;SG;3	N;FEM;SG
हरी	grün	हरा	grün	ADJ;NOM;FEM;SG	ADJ
हरी	grünen	हरा	grün	ADJ;NOM;FEM;SG	ADJ
बयान	statement	बयान	statement	N;NOM;MASC;SG;3	N;SG
बयान	erklärung	बयान	erklärung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विनाश	verwüstung	विनाश	verwüstung	N;NOM;MASC;SG;3	N;NOM;SG
विनाश	vernichtung	विनाश	vernichtung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
श्रेणियाँ	hauptkategorien	श्रेणी	hauptkategorien	N;NOM;FEM;PL;3	N;NOM;PL
श्रेणियाँ	kategorien	श्रेणी	kategorien	N;NOM;FEM;PL;3	N;NOM;FEM;PL
श्रेणियाँ	klassen	श्रेणी	klassen	N;NOM;FEM;PL;3	N;NOM;PL
खूब	na	खूब	na		
आतंकवादी	terroristen	आतंकवादी	terrorist	N;NOM;MASC;PL;3	N;PL
आतंकवादी	terroristen	आतंकवादी	terrorist	N;NOM;MASC;PL;3	N;PL
प्रतिबंधित	eingeschränkt	प्रतिबंधित	einschränken	ADJ	ADJ
प्रतिबंधित	beschränkt	प्रतिबंधित	beschränken	ADJ	ADJ;V.PTCP
प्रतिबंधित	begrenzt	प्रतिबंधित	begrenzen	ADJ	ADJ
प्रतिबंधित	verboten	प्रतिबंधित	verbieten	ADJ	ADJ;V.PTCP
साथियों	kolleginnen	साथी	kolleginnen	N;ACC;MASC;PL;3	N;PL
