que	你	que	你	PRO	PRO;2
cadeas	鏈	cadea	鏈	N	N
cadeas	枷鎖	cadea	枷鎖	N	N
cadeas	監獄	cadea	監獄	N	N
interesado	興趣	interesado	興趣	N	N
interesado	感	interesado	感	N	N
interesado	興趣	interesado	興趣	N	N
interesado	利息	interesado	利息	N	N
privada	私人	privado	私人	ADJ	ADJ
asegurar	確保	asegurar	確保	V	V
peirao	船塢	peirao	船塢	N	N
peirao	碼頭	peirao	碼頭	N	N
peirao	碼頭	peirao	碼頭	N	N
esquina	角落	esquina	角落	N	N
esquina	轉角	esquina	轉角	N	N
esquina	角	esquina	角	N	N
asi	就	asi	就	ADV	ADV
altas	較高	alto	較高	ADJ	ADJ
altas	更高	alto	更高	ADJ	ADJ
técnica	技術	técnica	技術	N	N
técnica	技術	técnica	技術	N	N
técnica	技巧	técnica	技巧	N	N
técnica	技術	técnica	技術	N	N
técnica	科技	técnica	科技	N	N
celebrar	慶祝	celebrar	慶祝	V	V
celebrar	慶祝	celebrar	慶祝	V	V
conseguiu	獲取	conseguir	獲取	V	V
conseguiu	獲得	conseguir	獲得	V	V
conseguiu	得到	conseguir	得到	V	V
pensalo	思維	pensalo	思維	N	N
pensalo	思考	pensalo	思考	N	N
pensalo	思想	pensalo	思想	N	N
marchamos	休假	marchar	休假	V	V
marchamos	離開	marchar	離開	V	V
almacén	倉庫	almacén	倉庫	N	N
almacén	倉儲	almacén	倉儲	N	N
almacén	店	almacén	店	N	N
almacén	商店	almacén	商店	N	N
postal	秩序	postal	秩序	N	N
postal	順序	postal	順序	N	N
postal	拉鍊	postal	拉鍊	N	N
postal	zip	postal	zip	N	N
pastel	蛋糕	pastel	蛋糕	N	N
pastel	餡	pastel	餡	N	N
pastel	燙	pastel	燙	N	N
chuvia	雨	chuvia	雨	N	N
chuvia	下雨	chuvia	下雨	N	N
chuvia	雨水	chuvia	雨水	N	N
chuvia	輻射	chuvia	輻射	N	N
data	夏娃	data	夏娃	N	N
data	日期	data	日期	N	N
data	約會	data	約會	N	N
data	資料	data	資料	N	N
nervios	神經	nervio	神經	N	N
nervios	緊張	nervio	緊張	N	N
nervios	殘骸	nervio	殘骸	N	N
porto	海港	porto	海港	N	N
porto	埠	porto	埠	N	N
porto	港口	porto	港口	N	N
porto	海濱	porto	海濱	N	N
porto	海港	porto	海港	N	N
porto	港口	porto	港口	N	N
porto	主人	porto	主人	N	N
porto	大師	porto	大師	N	N
porto	師父	porto	師父	N	N
porto	師傅	porto	師傅	N	N
cargos	收費	cargo	收費	N	N
cargos	電荷	cargo	電荷	N	N
cargos	收費	cargo	收費	N	N
saco	麻袋	saco	麻袋	N	N
saco	包包	saco	包包	N	N
saco	袋	saco	袋	N	N
saco	袋子	saco	袋子	N	N
paren	停止	parer	停止	V	V
camiños	公路	camiño	公路	N	N
camiños	道路	camiño	道路	N	N
camiños	小徑	camiño	小徑	N	N
camiños	路徑	camiño	路徑	N	N
dormitorio	臥室	dormitorio	臥室	N	N
dormitorio	臥房	dormitorio	臥房	N	N
dormitorio	寢	dormitorio	寢	N	N
dormitorio	宿舍	dormitorio	宿舍	N	N
dormitorio	房間	dormitorio	房間	N	N
dormitorio	房	dormitorio	房	N	N
dormitorio	床	dormitorio	床	N	N
dormitorio	床上	dormitorio	床上	N	N
parabéns	恭喜	parabén	恭喜	N	N
traballador	工作	traballador	工作	N	N
traballador	工人	traballador	工人	N	N
traballador	工作	traballador	工作	N	N
traballador	社會	traballador	社會	N	N
traballador	社交	traballador	社交	N	N
traballador	工人	traballador	工人	N	N
arco	彩虹	arco	彩虹	N	N
arco	弧	arco	弧	N	N
arco	弓	arco	弓	N	N
arco	射箭	arco	射箭	N	N
vítima	死者	vítima	死者	N	N
vítima	目標	vítima	目標	N	N
uniforme	軍服	uniforme	軍服	N	N
uniforme	制服	uniforme	制服	N	N
uniforme	軍裝	uniforme	軍裝	N	N
soportar	站立	soportar	站立	V	V
soportar	站	soportar	站	V	V
comisión	委員	comisión	委員	N	N
amantes	戀人	amante	戀人	N	N
amantes	愛人	amante	愛人	N	N
amantes	情侶	amante	情侶	N	N
amantes	情人	amante	情人	N	N
palacio	皇宮	palacio	皇宮	N	N
palacio	宮殿	palacio	宮殿	N	N
palacio	王宮	palacio	王宮	N	N
palacio	宮廷	palacio	宮廷	N	N
palacio	宮	palacio	宮	N	N
aparte	但	aparte	但	ADV	ADV
aparte	不過	aparte	不過	ADV	ADV
aparte	但是	aparte	但是	ADV	ADV
calar	被	calar	被	V	V;PASS
calar	被	calar	被	V	V;PASS
calar	無聲	calar	無聲	V	V
calar	將	calar	將	V	V;CAUS
administración	董事	administración	董事	N	N
barato	廉價	barato	廉價	N	N
excepto	但	excepto	但	ADV	ADV
excepto	不過	excepto	不過	ADV	ADV
excepto	但是	excepto	但是	ADV	ADV
simples	簡單	simple	簡單	ADJ	ADJ
motivos	理由	motivo	理由	N	N
motivos	原因	motivo	原因	N	N
motivos	理由	motivo	理由	N	N
motivos	理性	motivo	理性	N	N
motivos	原因	motivo	原因	N	N
motivos	原因	motivo	原因	N	N
motivos	家人	motivo	家人	N	N
motivos	家屬	motivo	家屬	N	N
motivos	家庭	motivo	家庭	N	N
paredes	牆壁	parede	牆壁	N	N
paredes	城牆	parede	城牆	N	N
paredes	牆	parede	牆	N	N
comedor	餐	comedor	餐	N	N
comedor	房間	comedor	房間	N	N
comedor	房	comedor	房	N	N
pechada	鎖定	pechada	鎖定	V	V
demostrar	展示	demostrar	展示	V	V
demostrar	顯示	demostrar	顯示	V	V
todavía	然而	todaver	然而	ADV	ADV
todavía	仍然	todaver	仍然	ADV	ADV
todavía	依然	todaver	依然	ADV	ADV
prezos	物價	prezo	物價	N	N
prezos	價格	prezo	價格	N	N
prezos	價	prezo	價	N	N
prezos	價錢	prezo	價錢	N	N
prezos	價格	prezo	價格	N	N
prezos	費用	prezo	費用	N	N
prezos	成本	prezo	成本	N	N
pobreza	貧窮	pobreza	貧窮	N	N
pobreza	貧困	pobreza	貧困	N	N
aprendizaxe	學	aprendizaxe	學	N	N
rosas	粉	rosa	粉	N	N
rosas	粉色	rosa	粉色	N	N
rosas	粉紅	rosa	粉紅	N	N
rosas	粉紅	rosa	粉紅	N	N
rosas	玫瑰	rosa	玫瑰	N	N
rosas	玫瑰	rosa	玫瑰	N	N
rosas	玫瑰	rosa	玫瑰	N	N
desaparecer	消失	desaparecer	消失	V	V
desaparecer	淡出	desaparecer	淡出	V	V
camisa	衫	camisa	衫	N	N
camisa	襯衫	camisa	襯衫	N	N
camisa	項圈	camisa	項圈	N	N
sinais	跡象	sinal	跡象	N	N
sinais	標誌	sinal	標誌	N	N
sinais	訊號	sinal	訊號	N	N
pesca	魚類	pesca	魚類	N	N
pesca	魚	pesca	魚	N	N
pesca	魚兒	pesca	魚兒	N	N
pesca	釣魚	pesca	釣魚	N	N
pesca	漁業	pesca	漁業	N	N
pesca	商用	pesca	商用	N	N
pesca	商事	pesca	商事	N	N
pesca	商業	pesca	商業	N	N
pesca	漁業	pesca	漁業	N	N
vende	賣	vende	賣	V	V
vende	出售	vende	出售	V	V
vende	銷售	vende	銷售	V	V
vende	賣	vende	賣	V	V
quilómetros	英里	quilómetros	英里	N	N
quilómetros	公里	quilómetros	公里	N	N
quilómetros	白天	quilómetros	白天	N	N
quilómetros	公里	quilómetros	公里	N	N
i	女王	i	女王	N	N
i	皇后	i	皇后	N	N
i	王后	i	王后	N	N
vaian	派	ir	派	V	V;CAUS
beizos	嘴	beizo	嘴	N	N
beizos	唇	beizo	唇	N	N
beizos	唇膏	beizo	唇膏	N	N
beizos	口紅	beizo	口紅	N	N
asento	座位	asento	座位	N	N
auténtica	真實	auténtico	真實	ADJ	ADJ
auténtica	真實	auténtico	真實	ADJ	ADJ
pintor	畫師	pintor	畫師	N	N
pintor	畫家	pintor	畫家	N	N
semellaba	喜歡	semellar	喜歡	V	V
débedas	債務	débeda	債務	N	N
débedas	債務	débeda	債務	N	N
decote	時常	decote	時常	ADV	ADV
decote	常常	decote	常常	ADV	ADV
decote	經常	decote	經常	ADV	ADV
decote	通常	decote	通常	ADV	ADV
sitios	地方	sitio	地方	N	N
sitios	地點	sitio	地點	N	N
colla	獲取	colla	獲取	V	V
colla	獲得	colla	獲得	V	V
colla	得到	colla	得到	V	V
directores	董事	director	董事	N	N
directores	導體	director	導體	N	N
tarefas	任務	tarefa	任務	N	N
tarefas	工作	tarefa	工作	N	N
malleira	節拍	malleira	節拍	N	N
fútbol	足球	fútbol	足球	N	N
fútbol	美式	fútbol	美式	N	N
fútbol	橄欖	fútbol	橄欖	N	N
fútbol	足球	fútbol	足球	N	N
balas	子	bala	子	N	N
balas	彈頭	bala	彈頭	N	N
recordos	記憶	recordo	記憶	N	N
descubrín	找到	descubrín	找到	V	V
descubrín	發現	descubrín	發現	V	V
descubrín	出局	descubrín	出局	V	V
milagre	奇蹟	milagre	奇蹟	N	N
milagre	奇跡	milagre	奇跡	N	N
viviu	直播	vivir	直播	V	V
amar	愛	amar	愛	V	V
tendas	店鋪	tenda	店鋪	N	N
tendas	商店	tenda	商店	N	N
tendas	帳篷	tenda	帳篷	N	N
tendas	往下	tenda	往下	N	N
filmar	拍攝	filmar	拍攝	V	V
filmar	拍攝	filmar	拍攝	V	V
filmar	拍	filmar	拍	V	V
fábricas	工廠	fábrica	工廠	N	N
fábricas	廠	fábrica	廠	N	N
fábricas	工廠	fábrica	工廠	N	N
lobo	狼	lobo	狼	N	N
explosión	中間	explosión	中間	N	N
feble	虛弱	feble	虛弱	ADJ	ADJ
feble	軟弱	feble	軟弱	ADJ	ADJ
feble	薄弱	feble	薄弱	ADJ	ADJ
tarxeta	名片	tarxeta	名片	N	N
tarxeta	紙牌	tarxeta	紙牌	N	N
tarxeta	卡片	tarxeta	卡片	N	N
tarxeta	紙牌	tarxeta	紙牌	N	N
tarxeta	卡片	tarxeta	卡片	N	N
tarxeta	牌	tarxeta	牌	N	N
colleita	農作	colleita	農作	N	N
colleita	作物	colleita	作物	N	N
colleita	豐收	colleita	豐收	N	N
colleita	照片	colleita	照片	N	N
colleita	像片	colleita	像片	N	N
colleita	農作	colleita	農作	N	N
colleita	作物	colleita	作物	N	N
colleita	復古	colleita	復古	N	N
revolucionario	革命	revolucionario	革命	N	N
revolucionario	革命	revolucionario	革命	N	N
munición	彈藥	munición	彈藥	N	N
munición	空白	munición	空白	N	N
abra	營業	abra	營業	V	V
abra	開啟	abra	開啟	V	V
abra	開放	abra	開放	V	V
feira	狂	feira	狂	N	N
feira	市場	feira	市場	N	N
feira	公平	feira	公平	N	N
verbo	動詞	verbo	動詞	N	N
inocentes	無辜	inocente	無辜	ADJ	ADJ
corta	削減	corta	削減	V	V
corta	剪	corta	剪	V	V
corta	割	corta	割	V	V
corta	削減	corta	削減	V	V
corta	關閉	corta	關閉	V	V
movas	右	movo	右	N	N
movas	動	movo	動	N	N
deixade	停止	deixade	停止	V	V
deixade	讓	deixade	讓	V	V;CAUS
cruz	十字	cruz	十字	N	N
cruz	十字	cruz	十字	N	N
cruz	交叉	cruz	交叉	N	N
cabra	山羊	cabra	山羊	N	N
cabra	羊	cabra	羊	N	N
precisaba	需要	precisar	需要	V	V
precisaba	需要	precisar	需要	V	V
colegas	朋友	colego	朋友	N	N
colegas	好友	colego	好友	N	N
clave	鑰匙	clave	鑰匙	N	N
clave	鍵	clave	鍵	N	N
clave	關鍵	clave	關鍵	N	N
opción	機會	opción	機會	N	N
opción	選項	opción	選項	N	N
distinta	不同	distinto	不同	ADJ	ADJ
curta	最短	curto	最短	ADJ	ADJ
curta	簡短	curto	簡短	ADJ	ADJ
tabaco	香煙	tabaco	香煙	N	N
tabaco	煙	tabaco	煙	N	N
tabaco	煙草	tabaco	煙草	N	N
tabaco	香煙	tabaco	香煙	N	N
tabaco	煙	tabaco	煙	N	N
expresar	明示	expresar	明示	V	V
chegando	抵達	chegar	抵達	V	V
gustou	喜歡	gustar	喜歡	V	V
sociedades	社會	sociedade	社會	N	N
asasinados	被	asasinar	被	V	V;PASS
operacións	手術	operación	手術	N	N
operacións	行動	operación	行動	N	N
pareza	喜歡	pareza	喜歡	V	V
pareza	看	pareza	看	V	V
farán	將	facer	將	V	V;CAUS
sofre	來	sofrer	來	V	V
sofre	受	sofrer	受	V	V
encontrar	找到	encontrar	找到	V	V
encontrar	發現	encontrar	發現	V	V
encontrar	找到	encontrar	找到	V	V
encontrar	尋找	encontrar	尋找	V	V
contén	含有	conter	含有	V	V
contén	包含	conter	包含	V	V
fiestras	窗	fiestra	窗	N	N
navalla	刀	navalla	刀	N	N
navalla	刀子	navalla	刀子	N	N
navalla	小刀	navalla	小刀	N	N
navalla	刮刀	navalla	刮刀	N	N
navalla	剃刀	navalla	剃刀	N	N
encantadora	很好	encantador	很好	ADJ	ADJ
rodas	輪椅	roda	輪椅	N	N
rodas	輪	roda	輪	N	N
rodas	車輪	roda	車輪	N	N
familiares	熟悉	familiar	熟悉	ADJ	ADJ
pasos	腳步	paso	腳步	N	N
pasos	腳步	paso	腳步	N	N
pasos	步驟	paso	步驟	N	N
pasos	台階	paso	台階	N	N
pasos	步驟	paso	步驟	N	N
pasos	步	paso	步	N	N
caixas	方	caixa	方	N	N
caixas	案例	caixa	案例	N	N
guión	劇本	guión	劇本	N	N
guión	劇本	guión	劇本	N	N
guión	編劇	guión	編劇	N	N
guión	電影	guión	電影	N	N
guión	電影	guión	電影	N	N
guión	膠片	guión	膠片	N	N
guión	影片	guión	影片	N	N
ceos	天空	ceos	天空	N	N
ceos	天國	ceos	天國	N	N
ceos	天堂	ceos	天堂	N	N
ceos	王國	ceos	王國	N	N
ceos	國度	ceos	國度	N	N
ceos	神	ceos	神	N	N
publicidade	廣告	publicidade	廣告	N	N
publicidade	宣傳	publicidade	宣傳	N	N
pesadelo	惡夢	pesadelo	惡夢	N	N
pesadelo	噩夢	pesadelo	噩夢	N	N
pesadelo	夢魘	pesadelo	夢魘	N	N
pesadelo	壞	pesadelo	壞	N	N
pesadelo	夢	pesadelo	夢	N	N
pesadelo	夢境	pesadelo	夢境	N	N
pesadelo	夢想	pesadelo	夢想	N	N
maxia	魔神	maxia	魔神	N	N
maxia	魔法	maxia	魔法	N	N
maxia	魔術	maxia	魔術	N	N
maxia	魔力	maxia	魔力	N	N
taller	白天	taller	白天	N	N
taller	購物	taller	購物	N	N
taller	店鋪	taller	店鋪	N	N
taller	店	taller	店	N	N
taller	商店	taller	商店	N	N
estúpida	笨	estúpido	笨	ADJ	ADJ
lévame	攜	lévame	攜	V	V
contos	故事	conto	故事	N	N
contos	動態	conto	動態	N	N
contos	神仙	conto	神仙	N	N
contos	仙女	conto	仙女	N	N
contos	仙子	conto	仙子	N	N
torre	塔	torre	塔	N	N
torre	塔台	torre	塔台	N	N
réxime	政權	réxime	政權	N	N
réxime	制度	réxime	制度	N	N
marcos	標記	marco	標記	N	N
marcos	標記	marco	標記	N	N
marcos	先令	marco	先令	N	N
chamarei	致電	chamar	致電	V	V
chamarei	打電	chamar	打電	V	V
chamarei	呼叫	chamar	呼叫	V	V
bala	子	bala	子	N	N
bala	彈頭	bala	彈頭	N	N
bala	命中	bala	命中	N	N
vergonza	羞	vergonza	羞	N	N
vergonza	恥辱	vergonza	恥辱	N	N
vergonza	羞恥	vergonza	羞恥	N	N
vergonza	羞愧	vergonza	羞愧	N	N
mocidade	青年	mocidade	青年	N	N
mocidade	青春	mocidade	青春	N	N
mocidade	青少	mocidade	青少	N	N
érguete	站	érguete	站	N	N
érguete	崛起	érguete	崛起	N	N
deixarei	休假	deixar	休假	V	V
deixarei	離開	deixar	離開	V	V
deixarei	讓	deixar	讓	V	V;CAUS
duque	公爵	duque	公爵	N	N
lealdade	忠心	lealdade	忠心	N	N
lealdade	忠誠	lealdade	忠誠	N	N
burguesía	階級	burguesía	階級	N	N
burguesía	類	burguesía	類	N	N
burguesía	類別	burguesía	類別	N	N
burguesía	課堂	burguesía	課堂	N	N
burguesía	班級	burguesía	班級	N	N
burguesía	資產	burguesía	資產	N	N
burguesía	中產	burguesía	中產	N	N
burguesía	資產	burguesía	資產	N	N
amodo	容易	amodo	容易	ADV	ADV
amodo	輕輕	amodo	輕輕	ADV	ADV
regresa	獲取	regresar	獲取	V	V
regresa	獲得	regresar	獲得	V	V
regresa	得到	regresar	得到	V	V
regresa	返回	regresar	返回	V	V
cola	尾巴	cola	尾巴	N	N
cola	尾	cola	尾	N	N
cola	膠	cola	膠	N	N
cola	膠水	cola	膠水	N	N
cola	黏	cola	黏	N	N
cola	可樂	cola	可樂	N	N
cola	線	cola	線	N	N
cola	線路	cola	線路	N	N
cola	佇列	cola	佇列	N	N
operación	手術	operación	手術	N	N
operación	行動	operación	行動	N	N
operación	手術	operación	手術	N	N
operación	外科	operación	外科	N	N
benestar	福利	benestar	福利	N	N
benestar	幸福	benestar	幸福	N	N
once	十一	once	十一	NUM	NUM
pegar	跳動	pegar	跳動	V	V
verá	將	ver	將	V	V;CAUS
verá	見	ver	見	V	V
patentes	專利	patente	專利	N	N
patentes	專利	patente	專利	N	N
patentes	專利	patente	專利	N	N
patentes	專利	patente	專利	N	N
artigos	文章	artigo	文章	N	N
artigos	豪華	artigo	豪華	N	N
artigos	項目	artigo	項目	N	N
artigos	論文	artigo	論文	N	N
artigos	商品	artigo	商品	N	N
artigos	產品	artigo	產品	N	N
demanda	需求	demanda	需求	N	N
demanda	申訴	demanda	申訴	N	N
demanda	委屈	demanda	委屈	N	N
ofrecer	提供	ofrecer	提供	V	V
reputación	名譽	reputación	名譽	N	N
reputación	聲譽	reputación	聲譽	N	N
reputación	名聲	reputación	名聲	N	N
reputación	信譽	reputación	信譽	N	N
reputación	聲望	reputación	聲望	N	N
vixilancia	監督	vixilancia	監督	N	N
bébedo	醉	bébedo	醉	N	N
bébedo	醉	bébedo	醉	N	N
bébedo	醉酒	bébedo	醉酒	N	N
creación	編隊	creación	編隊	N	N
pedimos	訂購	pedir	訂購	V	V
hipótese	假設	hipótese	假設	N	N
hipótese	假說	hipótese	假說	N	N
hipótese	測試	hipótese	測試	N	N
hipótese	試驗	hipótese	試驗	N	N
hipótese	測驗	hipótese	測驗	N	N
hipótese	機會	hipótese	機會	N	N
seremos	將	ser	將	V	V;CAUS
letras	信	letra	信	N	N
letras	字母	letra	字母	N	N
letras	信件	letra	信件	N	N
letras	詞語	letra	詞語	N	N
letras	字	letra	字	N	N
letras	詞	letra	詞	N	N
letras	寫作	letra	寫作	N	N
límites	邊界	límite	邊界	N	N
límites	邊框	límite	邊框	N	N
límites	邊境	límite	邊境	N	N
límites	極限	límite	極限	N	N
límites	限額	límite	限額	N	N
límites	邊界	límite	邊界	N	N
límites	界	límite	界	N	N
límites	界	límite	界	N	N
límites	上限	límite	上限	N	N
límites	極限	límite	極限	N	N
límites	限	límite	限	N	N
límites	限額	límite	限額	N	N
unido	在	unir	在	V	V
pasara	花費	pasara	花費	V	V
osíxeno	氧氣	osíxeno	氧氣	N	N
osíxeno	氧	osíxeno	氧	N	N
pano	手絹	pano	手絹	N	N
pano	手帕	pano	手帕	N	N
pano	浴巾	pano	浴巾	N	N
pano	毛巾	pano	毛巾	N	N
pano	窗簾	pano	窗簾	N	N
pano	簾幕	pano	簾幕	N	N
pano	圍巾	pano	圍巾	N	N
perde	輸	perder	輸	V	V
unicamente	只	unicamente	只	ADV	ADV
unicamente	只	unicamente	只	ADV	ADV
excelencia	卓越	excelencia	卓越	N	N
excelencia	恩典	excelencia	恩典	N	N
influencia	特效	influencia	特效	N	N
influencia	效果	influencia	效果	N	N
influencia	效應	influencia	效應	N	N
estómago	胃	estómago	胃	N	N
estómago	肚子	estómago	肚子	N	N
estómago	肚子	estómago	肚子	N	N
estómago	肚皮	estómago	肚皮	N	N
pobos	人	pobo	人	N	N
pobos	人們	pobo	人	N	N;PL
pobos	人民	pobo	人民	N	N
pobos	鄉村	pobo	鄉村	N	N
pobos	村	pobo	村	N	N
pobos	山	pobo	山	N	N
pobos	山區	pobo	山區	N	N
pobos	山地	pobo	山地	N	N
industrial	工業	industrial	工業	N	N
mercurio	水星	mercurio	水星	N	N
mercurio	水銀	mercurio	水銀	N	N
mercurio	汞	mercurio	汞	N	N
move	移動	mover	移動	V	V
saberá	將	saber	將	V	V;CAUS
letra	詞語	letra	詞語	N	N
letra	字	letra	字	N	N
letra	詞	letra	詞	N	N
letra	信	letra	信	N	N
letra	字母	letra	字母	N	N
letra	信函	letra	信函	N	N
letra	信件	letra	信件	N	N
deporte	體育	deporte	體育	N	N
deporte	運動	deporte	運動	N	N
deporte	體育	deporte	體育	N	N
deporte	運動	deporte	運動	N	N
deporte	彈	deporte	彈	N	N
deporte	比賽	deporte	比賽	N	N
deporte	遊戲	deporte	遊戲	N	N
deporte	名望	deporte	名望	N	N
deporte	名氣	deporte	名氣	N	N
fíxose	完成	fíxose	完成	V	V
foxo	洞口	foxo	洞口	N	N
muda	改變	muda	改變	V	V
muda	變更	muda	變更	V	V
muda	變動	muda	變動	V	V
muda	變化	muda	變化	V	V
muda	改變	muda	改變	V	V
muda	變更	muda	變更	V	V
muda	變	muda	變	V	V
deixen	讓	deixar	讓	V	V;CAUS
deixen	停止	deixar	停止	V	V
límite	上限	límite	上限	N	N
límite	極限	límite	極限	N	N
límite	限	límite	限	N	N
límite	限額	límite	限額	N	N
límite	線	límite	線	N	N
límite	線路	límite	線路	N	N
límite	危機	límite	危機	N	N
baseada	基	basear	基	V	V
métodos	方法	método	方法	N	N
artistas	藝術	artista	藝術	N	N
artistas	藝人	artista	藝人	N	N
artistas	藝術	artista	藝術	N	N
artistas	藝人	artista	藝人	N	N
artistas	星星	artista	星星	N	N
artistas	明星	artista	明星	N	N
artistas	星空	artista	星空	N	N
artistas	星	artista	星	N	N
artistas	恆星	artista	恆星	N	N
durmindo	睡	durmindo	睡	V	V
durmindo	睡覺	durmindo	睡覺	V	V
lóxica	邏輯	lóxica	邏輯	N	N
lóxica	邏輯	lóxica	邏輯	N	N
froita	果實	froita	果實	N	N
froita	水果	froita	水果	N	N
froita	果	froita	果	N	N
froita	果實	froita	果實	N	N
froita	水果	froita	水果	N	N
feridas	傷口	ferida	傷口	N	N
feridas	損傷	ferida	損傷	N	N
habemos	將	haber	將	V	V;CAUS
ar	空中	ar	空中	N	N
ar	航空	ar	航空	N	N
ar	空氣	ar	空氣	N	N
ar	外部	ar	外部	N	N
ar	室外	ar	室外	N	N
ar	外面	ar	外面	N	N
ar	外	ar	外	N	N
negras	黑	negro	黑	N	N
negras	黑色	negro	黑色	N	N
negras	黑人	negro	黑人	N	N
negras	耳	negro	耳	N	N
negras	耳朵	negro	耳朵	N	N
vivín	圍繞	vivir	圍繞	V	V
vivín	圍繞	vivir	圍繞	V	V
serven	服務	servir	服務	V	V
serven	發球	servir	發球	V	V
serven	利用	servir	利用	V	V
serven	使用	servir	使用	V	V
gando	牛	gando	牛	N	N
gando	牲畜	gando	牲畜	N	N
gando	畜牧	gando	畜牧	N	N
aprendeu	學習	aprender	學習	V	V
explica	解釋	explicar	解釋	V	V
plásticos	塑料	plástico	塑料	N	N
plásticos	塑膠	plástico	塑膠	N	N
aviso	警告	aviso	警告	N	N
aviso	詞	aviso	詞	N	N
aviso	單詞	aviso	單詞	N	N
aviso	字	aviso	字	N	N
aviso	單字	aviso	單字	N	N
traizón	叛國	traizón	叛國	N	N
traizón	叛國	traizón	叛國	N	N
traizón	背叛	traizón	背叛	N	N
borracho	酒鬼	borracho	酒鬼	N	N
borracho	醉鬼	borracho	醉鬼	N	N
borracho	醉	borracho	醉	N	N
borracho	醉	borracho	醉	N	N
borracho	醉酒	borracho	醉酒	N	N
cadáver	死	cadáver	死	N	N
cadáver	屍體	cadáver	屍體	N	N
cadáver	體	cadáver	體	N	N
cadáver	身體	cadáver	身體	N	N
cadáver	屍	cadáver	屍	N	N
ocupación	職業	ocupación	職業	N	N
incidente	事變	incidente	事變	N	N
incidente	事件	incidente	事件	N	N
chaqueta	外衣	chaqueta	外衣	N	N
chaqueta	外套	chaqueta	外套	N	N
chaqueta	夾克	chaqueta	夾克	N	N
chaqueta	外套	chaqueta	外套	N	N
liberar	釋出	liberar	釋出	V	V
liberar	釋放	liberar	釋放	V	V
chorando	哭	chorar	哭	V	V
chorando	哭	chorar	哭	V	V
chorando	哭	chorar	哭	V	V
chorando	流淚	chorar	流淚	V	V
poñen	設	poñer	設	V	V
poñen	設定	poñer	設定	V	V
engadir	加上	engadir	加上	V	V
fresco	新鮮	fresco	新鮮	N	N
fresco	清新	fresco	清新	N	N
fresco	酷	fresco	酷	N	N
fío	線	fío	線	N	N
fío	信任	fío	信任	N	N
fío	信託	fío	信託	N	N
cubrir	覆蓋	cubrir	覆蓋	V	V
cubrir	填寫	cubrir	填寫	V	V
cubrir	填滿	cubrir	填滿	V	V
cubrir	填充	cubrir	填充	V	V
cubrir	填補	cubrir	填補	V	V
cubrir	出局	cubrir	出局	V	V
imaxinade	想象	imaxinade	想象	N	N
imaxinade	想像	imaxinade	想像	N	N
atope	找到	atopar	找到	V	V
atope	尋找	atopar	尋找	V	V
