村	마을	村	마을	N	N
矩陣	행렬	矩陣	행렬	N	N
矩陣	행렬	矩陣	행렬	N	N
攝影	사진관	攝影	사진관	N	N
攝影	포토그래퍼	攝影	포토그래퍼	N	N
攝影	사진작가	攝影	사진작가	N	N
攝影	사진관	攝影	사진관	N	N
攝影	사진작가	攝影	사진작가	N	N
會談	회담	會談	회담	N	N
學歷	교육학	學歷	교육학	N	N
學歷	교육	學歷	교육	N	N
學歷	학력	學歷	학력	N	N
座	좌표	座	좌표	N	N
座	좌표계	座	좌표계	N	N
急性	급성	急性	급성	N	N
繩	로프	繩	로프	N	N
繩	밧줄	繩	밧줄	N	N
特技	곡예	特技	곡예	N	N
睡眠	수면	睡眠	수면	N	N
採購	조달	採購	조달	N	N
採購	구매	採購	구매	N	N
懲罰	페널티	懲罰	페널티	N	N
懲罰	처벌	懲罰	처벌	N	N
懲罰	징벌	懲罰	징벌	N	N
懲罰	처벌	懲罰	처벌	N	N
信用	크레딧	信用	크레딧	N	N
信用	신용	信用	신용	N	N
信用	신용카드	信用	신용카드	N	N
信用	크레딧	信用	크레딧	N	N
信用	학점	信用	학점	N	N
缺點	약점	缺點	약점	N	N
缺點	결함	缺點	결함	N	N
禮儀	예의	禮儀	예의	N	N
禮儀	예의	禮儀	예의	N	N
土司	토스트	土司	토스트	N	N
已婚	결혼	已婚	결혼	N	N
魔神	마술	魔神	마술	N	N
魔神	마법	魔神	마법	N	N
極度	극단	極度	극단	N	N
獲取	받기	獲取	받+기	V	V
演習	운동	演習	운동	N	N
演習	훈련	演習	훈련	N	N
攝氏	섭씨	攝氏	섭씨	N	N
匹配	일치하는	匹配	일치+하+는	V	V
匹配	일치하는	匹配	일치+하+는	V	V
匹配	일치하기	匹配	일치+하+기	V	V
匹配	일치합니다	匹配	일치+하+ㅂ니다	V	V
損害	손상	損害	손상	N	N
斷層	단층	斷層	단층	N	N
出境	끝내기	出境	끝내+기	V	V
郊區	교외	郊區	교외	N	N
郊區	교외	郊區	교외	N	N
郊區	교외	郊區	교외	N	N
郊區	교외	郊區	교외	N	N
願望	욕구	願望	욕구	N	N
貧窮	빈곤	貧窮	빈곤	N	N
君子	신사	君子	신사	N	N
生物	생물학	生物	생물학	N	N
生物	생물학	生物	생물학	N	N
債務	채무	債務	채무	N	N
債務	채무	債務	채무	N	N
光芒	글로	光芒	글+로		
跆	태권도	跆	태권도	N	N
跆	킥복싱	跆	킥복싱	N	N
題目	주제	題目	주제	N	N
題目	주제	題目	주제	N	N
評分	평가하기	評分	평가+하+기	V	V
泡沫	거품	泡沫	거품	N	N
泡沫	거품	泡沫	거품	N	N
泡沫	거품	泡沫	거품	N	N
泡沫	버블	泡沫	버블	N	N
狀元	학자	狀元	학자	N	N
倉庫	웨어하우스	倉庫	웨어하우스	N	N
埋葬	묻어	埋葬	묻+어	V	V
松鼠	다람쥐	松鼠	다람쥐	N	N
松鼠	다람쥐	松鼠	다람쥐	N	N
塵	먼지	塵	먼지	N	N
臨床	임상	臨床	임상	N	N
退伍	퇴원	退伍	퇴원	N	N
繞道	우회	繞道	우회	N	N
繞道	우회	繞道	우회	N	N
自願	자발적	自願	자발+적	N	N
方形	광장	方形	광장	N	N
愛國	애국	愛國	애국	N	N
人類	인류학	人類	인류학	N	N
陷阱	함정	陷阱	함정	N	N
遺傳	유전자	遺傳	유전자	N	N
車票	티켓	車票	티켓	N	N
車票	티켓	車票	티켓	N	N
車票	항공권	車票	항공권	N	N
射箭	양궁	射箭	양궁	N	N
糖尿	당뇨병	糖尿	당뇨병	N	N
糖尿	당뇨	糖尿	당뇨	N	N
糖尿	당뇨병	糖尿	당뇨병	N	N
鋁	알루미늄	鋁	알루미늄	N	N
鋁	알루미늄	鋁	알루미늄	N	N
師傅	마스터스	師傅	마스터스	N	N
壟斷	독점	壟斷	독점	N	N
變數	변광성	變數	변광성	N	N
變數	변수	變數	변수	N	N
變數	변수	變數	변수	N	N
語文	언어	語文	언어	N	N
語文	언어	語文	언어	N	N
鯉魚	잉어	鯉魚	잉어	N	N
老大	사장님	老大	사장님	N	N
會場	장소	會場	장소	N	N
會場	공연장	會場	공연장	N	N
塑膠	성형	塑膠	성형	N	N
連鎖	사슬	連鎖	사슬	N	N
連鎖	연쇄	連鎖	연쇄	N	N
沙灘	해변	沙灘	해변	N	N
沙灘	해변	沙灘	해변	N	N
浪潮	파동	浪潮	파동	N	N
盈利	이익	盈利	이익	N	N
盈利	수익성	盈利	수익성	N	N
戶外	야외	戶外	야외	N	N
文	수료	文	수료	N	N
脊椎	척추	脊椎	척추	N	N
空缺	공석	空缺	공석	N	N
巡邏	순찰	巡邏	순찰	N	N
巡邏	순찰	巡邏	순찰	N	N
巡邏	순찰	巡邏	순찰	N	N
扭力	토크	扭力	토크	N	N
庇護	망명	庇護	망명	N	N
恐慌	패닉	恐慌	패닉	N	N
恐慌	공황	恐慌	공황	N	N
旋風	사이클론	旋風	사이클론	N	N
殘疾	비활성화	殘疾	비활+성화	N	N
殘疾	장애	殘疾	장애	N	N
處	처형	處	처형	N	N
處	실행	處	실행	N	N
自傳	자서전	自傳	자서전	N	N
哇	우와	哇	우+와		
哇	와우	哇	와우		
病患	환자	病患	환자	N	N
病患	환자들	病患	환자+들	N	N
病患	환자	病患	환자	N	N
碳酸	탄산	碳酸	탄산	N	N
漁業	낚시	漁業	낚시	N	N
硼	붕소	硼	붕소	N	N
炭	탄소	炭	탄소	N	N
特效	영향	特效	영향	N	N
特效	효과	特效	효과	N	N
特效	영향	特效	영향	N	N
特效	효과	特效	효과	N	N
步驟	단계	步驟	단계	N	N
步驟	단계	步驟	단계	N	N
電路	회로	電路	회로	N	N
電路	서킷	電路	서킷	N	N
電路	회로	電路	회로	N	N
墓園	묘지	墓園	묘지	N	N
間	구간	間	구간	N	N
間	간격	間	간격	N	N
間	간격	間	간격	N	N
詩歌	문학	詩歌	문학	N	N
善良	종류	善良	종류	N	N
善良	친절	善良	친절	N	N
善良	친절	善良	친절	N	N
氧化物	산화물	氧化物	산화물	N	N
氧化物	산화	氧化物	산화	N	N
剪輯	편집	剪輯	편집	N	N
剪輯	수정	剪輯	수정	N	N
剪輯	클립	剪輯	클립	N	N
分級	정지	分級	정지	N	N
複數	복수형	複數	복수형	N	N
複數	복수	複數	복수	N	N
英勇	용기	英勇	용기	N	N
外貌	외모	外貌	외모	N	N
外貌	모양	外貌	모양	N	N
外貌	출연	外貌	출연	N	N
音節	음절	音節	음절	N	N
傻	멍청이	傻	멍청이		
傻	바보	傻	바보		
傻	바보	傻	바보		
測驗	테스트	測驗	테스트	N	N
測驗	시험	測驗	시험	N	N
測驗	테스트	測驗	테스트	N	N
測驗	테스트	測驗	테스트	N	N
測驗	검사	測驗	검사	N	N
測驗	시험	測驗	시험	N	N
峽谷	협곡	峽谷	협곡	N	N
峽谷	협곡	峽谷	협곡	N	N
氣壓	압력	氣壓	압력	N	N
氣壓	압박	氣壓	압박	N	N
戰區	연극	戰區	연극	N	N
戰區	극장	戰區	극장	N	N
液體	음료	液體	음료	N	N
液體	액체	液體	액체	N	N
液體	수액	液體	수액	N	N
液體	액체	液體	액체	N	N
液體	액체	液體	액체	N	N
液體	리퀴드	液體	리퀴드	N	N
住宿	숙박	住宿	숙박	N	N
住宿	숙소	住宿	숙소	N	N
住宿	숙박시설	住宿	숙박+시설	N	N
住宿	숙박	住宿	숙박	N	N
信念	신념	信念	신념	N	N
信念	신앙	信念	신앙	N	N
槍擊	촬영	槍擊	촬영	N	N
槍擊	총격	槍擊	총격	N	N
槍擊	사격	槍擊	사격	N	N
落地	착륙	落地	착륙	N	N
彈頭	총알	彈頭	총알	N	N
彈頭	탄환	彈頭	탄환	N	N
內心	내부	內心	내부	N	N
內心	내부	內心	내부	N	N
沼澤	습지	沼澤	습지	N	N
表情	표현	表情	표현	N	N
表情	표현식	表情	표현식	N	N
幻影	팬텀	幻影	팬텀	N	N
遙遠	머나먼	遙遠	머나멀+ㄴ		
塑像	동상	塑像	동상	N	N
塑像	조각상	塑像	조각상	N	N
塑像	동상	塑像	동상	N	N
塑像	조각상	塑像	조각상	N	N
牛肉	소고기	牛肉	소고기	N	N
專科	특기	專科	특기	N	N
穩	꾸준히	穩	꾸준히	ADV	ADV
會費	회비	會費	회비	N	N
動機	동기	動機	동기	N	N
動機	동기	動機	동기	N	N
動機	동기	動機	동기	N	N
軌跡	트랙	軌跡	트랙	N	N
軌跡	추적	軌跡	추적	N	N
軌跡	흔적	軌跡	흔적	N	N
軌跡	트레일	軌跡	트레일	N	N
風景	경치	風景	경치	N	N
風景	조경	風景	조경	N	N
風景	경관	風景	경관	N	N
風景	풍경	風景	풍경	N	N
微型	마이크로소프트	微型	마이크로소프트	N	N
神廟	신전	神廟	신전	N	N
神廟	사원	神廟	사원	N	N
界	경계	界	경계	N	N
日誌	학술	日誌	학술	N	N
日誌	학술지	日誌	학술지	N	N
日誌	저널	日誌	저널	N	N
喊	yell	喊	yell		
喊	소리쳐	喊	소리치+어		
花瓣	꽃잎	花瓣	꽃잎	N	N
花瓣	꽃잎	花瓣	꽃잎	N	N
蜥蜴	도마뱀	蜥蜴	도마뱀	N	N
蜥蜴	도마뱀	蜥蜴	도마뱀	N	N
總和	합계	總和	합계	N	N
熱心	열정	熱心	열정	N	N
熱心	열정	熱心	열정	N	N
平板	알약	平板	알약	N	N
肺炎	폐렴	肺炎	폐렴	N	N
波長	파장	波長	파장	N	N
波長	파장	波長	파장	N	N
親屬	친척	親屬	친척	N	N
斧	도끼	斧	도끼	N	N
焊接	용접	焊接	용접	N	N
焊接	용접	焊接	용접	N	N
偵查	정찰	偵查	정찰	N	N
視訊	비디오	視訊	비디오	N	N
侄子	조카	侄子	조카	N	N
墳	무덤	墳	무덤	N	N
資本	자본주의	資本	자본주의	N	N
資本	자본주의	資本	자본주의	N	N
慢性	만성	慢性	만성	N	N
馬達	모터	馬達	모터	N	N
馬達	전동기	馬達	전동기	N	N
自信	자신감	自信	자신감	N	N
自信	자신감	自信	자신감	N	N
寺廟	신전	寺廟	신전	N	N
寺廟	사원	寺廟	사원	N	N
寺廟	신전	寺廟	신전	N	N
寺廟	사원	寺廟	사원	N	N
鈾	우라늄	鈾	우라늄	N	N
電荷	청구	電荷	청구	N	N
電荷	충전	電荷	충전	N	N
廚房	부엌	廚房	부엌	N	N
廚房	주방	廚房	주방	N	N
紳士	신사	紳士	신사	N	N
潮汐	조류	潮汐	조류	N	N
申訴	불만	申訴	불만	N	N
申訴	불만	申訴	불만	N	N
燈塔	등대	燈塔	등대	N	N
醜聞	스캔들	醜聞	스캔들	N	N
插圖	삽화	插圖	삽화	N	N
經理	관리자	經理	관리자	N	N
堡壘	보루	堡壘	보루		
堡壘	요새	堡壘	요새		
堡壘	포트	堡壘	포트		
堡壘	요새	堡壘	요새		
工資	급여	工資	급+여	N	N
工資	월급	工資	월급	N	N
叢	번들	叢	번+들	N	N
花卉	꽃이	花卉	꽃+이	N	N
室外	바깥	室外	바깥	N	N
室外	야외	室外	야외	N	N
坐標	좌표	坐標	좌표	N	N
坐標	좌표	坐標	좌표	N	N
坐標	좌표계	坐標	좌표계	N	N
卡車	트럭	卡車	트럭	N	N
卡車	트럭	卡車	트럭	N	N
阻力	저항운동	阻力	저항+운동	N	N
阻力	저항성	阻力	저항성	N	N
阻力	저항	阻力	저항	N	N
疼痛	통증	疼痛	통증	N	N
疼痛	통증이	疼痛	통증+이	N	N
疼痛	고통	疼痛	고통	N	N
鷗	갈매기	鷗	갈매+기	N	N
約束	제약	約束	제약	N	N
清潔	깨끗하다	清潔	깨끗하+다	V	V
友誼	우정	友誼	우정	N	N
優質	화질	優質	화질	N	N
優質	화질이	優質	화질+이	N	N
船員	승무원	船員	승무원	N	N
山羊	염소자리	山羊	염소+자리	N	N
山羊	염소	山羊	염소	N	N
山羊	염소	山羊	염소	N	N
丟	던지기	丟	던지기	V	V
批量	일괄	批量	일괄	N	N
成效	효율성	成效	효율성	N	N
樹木	나무	樹木	나무	N	N
樹木	나무들	樹木	나무+들	N	N
樹木	나무	樹木	나무	N	N
陶器	도자기	陶器	도자기	N	N
租賃	임대	租賃	임대	N	N
租賃	렌트	租賃	렌트	N	N
租賃	임대	租賃	임대	N	N
租賃	임대	租賃	임대	N	N
胖	지방	胖	지방	N	N
狹窄	좁은	狹窄	좁+ㄴ	ADJ	ADJ
狹窄	좁다	狹窄	좁+다	ADJ	ADJ
磚	벽돌	磚	벽돌	N	N
磚	벽돌	磚	벽돌	N	N
利率	평가	利率	평가	N	N
利率	비율	利率	비율	N	N
水下	수중	水下	수중	N	N
進度	진행	進度	진행	N	N
情侶	커플	情侶	커플	N	N
情侶	부부	情侶	부부	N	N
情侶	커플	情侶	커플	N	N
情侶	부부	情侶	부부	N	N
情侶	연인	情侶	연인	N	N
情侶	연인들	情侶	연인+들	N	N
保全	보존	保全	보존	N	N
保全	보존	保全	보존	N	N
宮殿	궁전	宮殿	궁전	N	N
智力	지능	智力	지능	N	N
糾紛	분쟁	糾紛	분쟁	N	N
糾紛	분쟁	糾紛	분쟁	N	N
係數	계수	係數	계수	N	N
係數	계수	係數	계수	N	N
口味	취향	口味	취향	N	N
口味	맛이	口味	맛+이	N	N
人性	인류	人性	인류	N	N
失誤	실수	失誤	실수	N	N
天平	저울	天平	저우+ㄹ	N	N
腸	소시지	腸	소시지	N	N
腸	창자	腸	창자	N	N
鹼	알칼리	鹼	알칼리	N	N
液晶	액정	液晶	액정	N	N
君主	군주제	君主	군주제	N	N
君主	군주	君主	군주	N	N
幅度	범위	幅度	범위	N	N
籠	새장	籠	새장	N	N
顯示	표시하기	顯示	표시+하+기	V	V
葡萄	혈당	葡萄	혈당	N	N
鋰	리튬	鋰	리튬	N	N
徒步	하이킹	徒步	하이킹	N	N
補償	보상	補償	보상	N	N
蝙	배트맨	蝙	배트맨	N	N
肽	펩타이드	肽	펩타이드	N	N
葉子	나뭇잎	葉子	나뭇잎	N	N
葉子	나뭇잎	葉子	나뭇잎	N	N
禮拜	예배	禮拜	예배	N	N
禮拜	숭배	禮拜	숭배	N	N
交響	교향곡	交響	교향곡	N	N
聖殿	신전	聖殿	신전	N	N
聖殿	사원	聖殿	사원	N	N
空格	공간	空格	공간	N	N
空格	공백	空格	공백	N	N
郵票	우표	郵票	우표	N	N
郵票	우표	郵票	우표	N	N
冷卻	냉각	冷卻	냉각	N	N
冷卻	냉방	冷卻	냉방	N	N
皇宮	궁전	皇宮	궁전	N	N
溫和	가벼운	溫和	가볍+ㄴ	ADJ	ADJ
香料	양념	香料	양념	N	N
悲劇	비극적	悲劇	비극+적	N	N
悲劇	비극	悲劇	비극	N	N
悲劇	비극	悲劇	비극	N	N
鎖定	잠겨	鎖定	잠기+어	V	V
租金	렌탈	租金	렌탈	N	N
租金	임대	租金	임대	N	N
租金	렌트	租金	렌트	N	N
租金	임대	租金	임대	N	N
租金	임대료	租金	임대료	N	N
租金	임대	租金	임대	N	N
租金	렌트	租金	렌트	N	N
解剖	검시	解剖	검시		
手套	장갑	手套	장갑	N	N
手套	글러브	手套	글러브	N	N
手套	장갑	手套	장갑	N	N
朝代	왕조	朝代	왕조	N	N
皂	비누	皂	비누	N	N
草坪	잔디	草坪	잔디	N	N
鞭	채찍	鞭	채찍	N	N
氣溫	온도	氣溫	온도	N	N
氣溫	온도	氣溫	온도	N	N
概括	단순화	概括	단순화	N	N
彈性	유연성	彈性	유연성	N	N
彈性	탄력성	彈性	탄력성	N	N
彈性	탄성	彈性	탄성	N	N
彈性	탄성	彈性	탄성	N	N
盾牌	방패	盾牌	방패	N	N
盾牌	방패	盾牌	방패	N	N
走私	밀수	走私	밀수	N	N
走私	밀수	走私	밀수	N	N
紀念	기념비	紀念	기념비	N	N
紀念	기념관	紀念	기념관	N	N
戒指	반지	戒指	반지	N	N
戒指	소환	戒指	소환	N	N
戒指	반지	戒指	반지	N	N
祭司	성직자	祭司	성직자	N	N
繪圖	매핑	繪圖	매핑	N	N
食堂	매점	食堂	매점	N	N
損壞	손상	損壞	손상	N	N
損壞	손상	損壞	손상	N	N
專長	전문	專長	전문	N	N
專長	특기	專長	특기	N	N
專長	전문성	專長	전문성	N	N
骨架	프레임	骨架	프레임	N	N
照射	노출	照射	노출	N	N
警務	경찰	警務	경찰	N	N
警務	경찰관	警務	경찰관	N	N
歌聲	노래	歌聲	노래	N	N
症候	증후군	症候	증후군	N	N
宮廷	궁전	宮廷	궁전	N	N
想象	상상력	想象	상상력	N	N
相容	호환	相容	호환	N	N
相容	호환성	相容	호환성	N	N
廚師	주방장	廚師	주방장	N	N
廚師	셰프	廚師	셰프	N	N
天王	천왕성	天王	천왕성	N	N
營養	영양	營養	영양	N	N
營養	영양소	營養	영양소	N	N
橡膠	고무	橡膠	고무	N	N
教義	크리드	教義	크리드	N	N
教義	교리	教義	교리	N	N
區塊	차단	區塊	차단	N	N
區塊	차단	區塊	차단	N	N
招牌	간판	招牌	간판	N	N
地道	터널	地道	터널	N	N
地道	터널	地道	터널	N	N
腕	손목	腕	손목	N	N
機長	대위	機長	대위	N	N
機長	선장	機長	선장	N	N
殘餘	잔해	殘餘	잔+하+어	N	N
莖	줄기	莖	줄기	N	N
檢視	보기	檢視	보+기	V	V
檢視	보기	檢視	보+기	V	V
學說	교리	學說	교리	N	N
暴風	폭풍	暴風	폭풍	N	N
壺	화분	壺	화분	N	N
壺	물병	壺	물병	N	N
電報	전보	電報	전보	N	N
機密	기밀	機密	기밀	N	N
芭蕾	발레단	芭蕾	발레단	N	N
口腔	구강	口腔	구강	N	N
時鐘	시계	時鐘	시계	N	N
時鐘	시계	時鐘	시계	N	N
時鐘	클럭	時鐘	클럭	N	N
論點	인자	論點	인자	N	N
論點	논증	論點	논증	N	N
論點	논쟁	論點	논쟁	N	N
左邊	좌파	左邊	좌파	N	N
勇氣	용기	勇氣	용기	N	N
絕望	절망	絕望	절망	N	N
瘋	미친	瘋	미치+ㄴ		
災害	재난	災害	재난	N	N
災害	재난	災害	재난	N	N
字元	성격	字元	성격	N	N
字元	문자	字元	문자	N	N
字元	인물	字元	인물	N	N
字元	문자	字元	문자	N	N
字元	등장인물	字元	등장+인물	N	N
晚餐	저녁식사	晚餐	저녁+식사	N	N
晚餐	저녁	晚餐	저녁	N	N
濕地	습지	濕地	습지	N	N
濕地	습지	濕地	습지	N	N
獵物	먹이	獵物	먹이	N	N
鄰居	이웃들	鄰居	이웃+들	N	N
鄰居	이웃	鄰居	이웃	N	N
鄰居	이웃	鄰居	이웃	N	N
鄰居	이웃	鄰居	이웃	N	N
鄰居	이웃집	鄰居	이웃집	N	N
會	회계사	會	회계사	N	N
會	회계사	會	회계사	N	N
美式	축구	美式	축구	N	N
美式	미식축구	美式	미식+축구	N	N
美式	풋볼	美式	풋볼	N	N
方塊	정육면체	方塊	정육+면체	N	N
方塊	정육면체	方塊	정육+면체	N	N
方塊	광장	方塊	광장	N	N
均衡	밸런스	均衡	밸런스	N	N
均衡	잔액	均衡	잔액	N	N
均衡	평형	均衡	평형	N	N
慶典	축하	慶典	축하	N	N
激情	열정	激情	열정	N	N
激情	열정	激情	열정	N	N
擦音	마찰음	擦音	마찰음	N	N
門票	티켓	門票	티켓	N	N
門票	티켓	門票	티켓	N	N
門票	항공권	門票	항공권	N	N
轎車	세단	轎車	세단	N	N
獅子	사자자리	獅子	사자자리	N	N
經濟	경제학자	經濟	경제학자	N	N
經濟	경제학자	經濟	경제학자	N	N
性	성교	性	성교	N	N
性	섹스	性	섹스	N	N
性	성관계	性	성관계	N	N
性	성별	性	성별	N	N
昨天	어제	昨天	어제	N	N
兄妹	형제자매	兄妹	형제+자매	N	N
兄妹	남매	兄妹	남매	N	N
詳情	상세	詳情	상세	N	N
詳情	세부사항	詳情	세부+사항	N	N
詳情	세부사항	詳情	세부+사항	N	N
展望	아웃룩	展望	아웃룩	N	N
展望	시력	展望	시력	N	N
展望	시각	展望	시각	N	N
前景	전경	前景	전경	N	N
妄想	망상	妄想	망상	N	N
妄想	망상	妄想	망상	N	N
大炮	대포	大炮	대포	N	N
大炮	대포	大炮	대포	N	N
抽籤	그리기	抽籤	그리+기	V	V
椅	의자	椅	의자	N	N
聽眾	청취	聽眾	청취	N	N
聽眾	청취자	聽眾	청취자	N	N
蒜	마늘	蒜	마늘	N	N
居所	주택	居所	주택	N	N
優點	혜택	優點	혜택	N	N
計程	택시	計程	택시	N	N
天花	천연두	天花	천연두	N	N
小丑	광대	小丑	광대	N	N
老年	이전	老年	이전	N	N
隔離	격리	隔離	격리	N	N
隔離	고립	隔離	고립	N	N
隔離	격리	隔離	격리	N	N
隔離	고립	隔離	고립	N	N
摔	레슬링	摔	레슬링	N	N
摔	레슬링	摔	레슬링	N	N
高爾夫	골프	高爾夫	골프	N	N
證書	인증서	證書	인증서	N	N
證書	인증서	證書	인증서	N	N
證書	증명서	證書	증명서	N	N
佈局	배치	佈局	배치	N	N
日產	닛산	日產	닛산	N	N
拳擊	복싱	拳擊	복싱	N	N
青蛙	개구리	青蛙	개구리	N	N
青蛙	개구리	青蛙	개구리	N	N
面板	패널	面板	패널	N	N
商家	업체	商家	업체	N	N
商家	판매자	商家	판매자	N	N
執照	라이선스	執照	라이선스	N	N
執照	사용권	執照	사용권	N	N
執照	면허	執照	면허	N	N
執照	라이선스	執照	라이선스	N	N
執照	면허	執照	면허	N	N
執照	라이선스	執照	라이선스	N	N
執照	면허	執照	면허	N	N
脆	취약	脆	취약	N	N
脆	취약	脆	취약	N	N
脈	맥박	脈	맥박	N	N
脈	맥박	脈	맥박	N	N
脈	펄스	脈	펄스	N	N
電器	어플	電器	어플	N	N
電器	가전제품	電器	가전+제품	N	N
客房	객실	客房	객실	N	N
餐	식당	餐	식당	N	N
眼淚	눈물이	眼淚	눈물+이	N	N
電影	연극	電影	연극	N	N
電影	극장	電影	극장	N	N
電影	영화관	電影	영화관	N	N
電影	영화	電影	영화	N	N
休假	떠나기	休假	떠나+기	V	V
口音	말투	口音	말투	N	N
王座	왕좌	王座	왕좌	N	N
王座	왕위	王座	왕위	N	N
偏好	환경설정	偏好	환경+설정	N	N
山寨	오두막	山寨	오두막	N	N
範例	예시	範例	예시	N	N
範例	예제	範例	예제	N	N
範例	예제	範例	예제	N	N
範例	예시	範例	예시	N	N
切換	바꾸기	切換	바꾸+기	V	V
瘟疫	전염병	瘟疫	전염병	N	N
海邊	해변	海邊	해변	N	N
震驚	충격	震驚	충격	N	N
震驚	충격	震驚	충격	N	N
震驚	쇼크	震驚	쇼크	N	N
震驚	충격	震驚	충격	N	N
貨櫃	용기	貨櫃	용기	N	N
協作	협력	協作	협력	N	N
協作	협업	協作	협업	N	N
協作	콜라보레이션	協作	콜라보레이션	N	N
協作	협력	協作	협력	N	N
協作	협업	協作	협업	N	N
郵件	편지	郵件	편지	N	N
郵件	우편	郵件	우편	N	N
無視	무시해	無視	무시+하+어	V	V
材質	물질	材質	물질	N	N
材質	재료	材質	재료	N	N
虧損	상실	虧損	상실	N	N
虧損	손실	虧損	손실	N	N
虧損	손실	虧損	손실	N	N
熔	녹음	熔	녹음	N	N
蜜蜂	꿀벌	蜜蜂	꿀벌	N	N
療	치료법	療	치료법	N	N
療	치료	療	치료	N	N
療	치료법	療	치료법	N	N
狐狸	여우	狐狸	여우	N	N
鍋	화분	鍋	화분	N	N
職責	듀티	職責	듀티	N	N
職責	의무	職責	의무	N	N
職責	의무	職責	의무	N	N
忠誠	멤버십	忠誠	멤버십	N	N
老化	노화	老化	노화	N	N
老化	노화	老化	노화	N	N
經紀	중개인	經紀	중개인	N	N
仇恨	증오	仇恨	증오	N	N
仇恨	혐오	仇恨	혐오	N	N
仇恨	증오	仇恨	증오	N	N
仇恨	혐오	仇恨	혐오	N	N
矮人	난쟁이	矮人	난쟁+이	N	N
混沌	혼란	混沌	혼란	N	N
混沌	혼돈	混沌	혼돈	N	N
摩托	오토바이	摩托	오토바이	N	N
摩托	오토바이	摩托	오토바이	N	N
摩托	오토바이	摩托	오토바이	N	N
地雷	광산	地雷	광산	N	N
地雷	지뢰	地雷	지뢰	N	N
點數	크레딧	點數	크레딧	N	N
點數	학점	點數	학점	N	N
點數	점수	點數	점수	N	N
警示	알림	警示	알리+ㅁ	N	N
警示	경보	警示	경보	N	N
警示	알림	警示	알리+ㅁ	N	N
警示	경고	警示	경+고	N	N
潛力	잠재력	潛力	잠재력	N	N
潛力	퍼텐셜	潛力	퍼텐셜	N	N
潛力	잠재적	潛力	잠재+적	N	N
班級	클래스	班級	클래스	N	N
班級	수업	班級	수업	N	N
班級	학급	班級	학급	N	N
班級	계급	班級	계급	N	N
班級	클래스	班級	클래스	N	N
班級	수업	班級	수업	N	N
送出	보내기	送出	보내+기	V	V
聚焦	집중하기	聚焦	집중+하+기	V	V
腎	신장	腎	신장	N	N
腎	신장	腎	신장	N	N
腎	신장	腎	신장	N	N
香水	향수	香水	향수	N	N
香水	향수	香水	향수	N	N
香水	향수	香水	향수	N	N
美式	미국인	美式	미국인	N	N
大膽	대담	大膽	대담	N	N
感知	인식	感知	인식	N	N
鈣	칼슘	鈣	칼슘	N	N
民主	민주화	民主	민주화	N	N
關節	관절	關節	관절	N	N
關節	관절	關節	관절	N	N
煤礦	석탄	煤礦	석탄	N	N
學期	학기	學期	학기	N	N
學期	용어	學期	용어	N	N
官司	소송	官司	소송	N	N
後勤	물류	後勤	물류	N	N
固體	고체	固體	고체	N	N
固體	고체	固體	고체	N	N
寄宿	탑승	寄宿	탑승	N	N
芝麻	참깨	芝麻	참깨	N	N
瓷器	도자기	瓷器	도자기	N	N
特權	특권	特權	특권	N	N
漁民	어부	漁民	어부	N	N
漁民	어부	漁民	어부	N	N
痕跡	자취	痕跡	자취	N	N
痕跡	흔적	痕跡	흔적	N	N
猩猩	오랑우탄	猩猩	오랑우탄	N	N
猩猩	유인원	猩猩	유인원	N	N
證人	증인	證人	증인	N	N
證人	목격자	證人	목격자	N	N
證人	목격자	證人	목격자	N	N
證人	증인	證人	증인	N	N
證人	증언	證人	증언	N	N
