serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
konfederace	edsförbundet	konfederace	edsförbund	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
náboženský	religiöst	náboženský	religiös	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
náboženský	religiös	náboženský	religiös	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
synovec	systerson	synovec	systerson	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
synovec	brorson	synovec	brorson	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
nesmysl	strunt	nesmysl	strunt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
nesmysl	trams	nesmysl	trams	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
nesmysl	nonsens	nesmysl	nons	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
marketing	marknadsföring	marketing	marknadsföring	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
marketing	marknadsföringen	marketing	marknadsföring	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
hymna	hymn	hymna	hymn	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
rozšířená	utvidgat	rozšířený	utvidga	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozšířená	utökad	rozšířený	utöka	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rozšířená	förlängt	rozšířený	förlänga	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozšířená	utökat	rozšířený	utöka	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozšířená	utökad	rozšířený	utöka	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rozšířená	utökat	rozšířený	utöka	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
potrubí	pipeline	potrubí	pipeline	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
potrubí	rör	potrubí	röra	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
potrubí	pipe	potrubí	pipe	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
potrubí	rör	potrubí	röra	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
potrubí	pipa	potrubí	pipa	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
potrubí	rörsystem	potrubí	rörsystem	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
postupuje	avancerar	postupovat	avancera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
zatčení	gripande	zatčení	gripande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
zatčení	arrest	zatčení	arrest	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zatčení	grip	zatčení	grip	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zatčení	arrestering	zatčení	arrestering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
nutná	nödvändigt	nutný	nödvändig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
nutná	nödvändig	nutný	nödvändig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zpětně	retroaktivt	zpětně	retroaktiv	ADV;POS	ADV
opuštění	nedläggning	opuštění	nedläggning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
odborníci	yrkesutövare	odborník	yrkesutövare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
odborníci	yrkesmän	odborník	yrkesmän	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
odborníci	experter	odborník	expert	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
odborníci	specialister	odborník	specialist	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
panorama	panorama	panorama	panoram	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
panorama	skyline	panorama	skyline	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
kancléř	kanslern	kancléř	kanslern	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
kancléř	kansler	kancléř	kansla	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
mozek	hjärna	mozek	hjärna	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
mozek	hjärnan	mozek	hjärna	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
mozek	brain	mozek	brain	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
mozek	hjärna	mozek	hjärna	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zločin	kriminalitet	zločin	kriminalitet	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zločin	brottslighet	zločin	brottslighet	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zločin	brott	zločin	brott	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
zločin	crime	zločin	crime	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
převod	transfer	převod	transfer	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
převod	överlåtelse	převod	överlåtelse	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
převod	överföring	převod	överföring	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
ničení	förstörelse	ničení	förstörelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ničení	förstöring	ničení	förstöring	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ničení	destruktion	ničení	destruktion	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
cache	cache	cacho	cache	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
balet	balett	balet	bal	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
balet	baletten	balet	balett	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
bomby	bomber	bomba	bomber	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
předchůdci	föregångare	předchůdce	föregångare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
hdp	bnp	hdp	bnp	N;INAN;MASC;POS	N;NOM;INDF;MASC+FEM;SG
normálně	normalt	normálně	normal	ADV;POS	ADV
normálně	vanligtvis	normálně	vanligtvis	ADV;POS	ADV
pozemek	land	pozemek	land	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
uplatnit	tillämpa	uplatnit	tillämpa	V;POS;NFIN	V;IMP;FIN;ACT
uplatnit	applicera	uplatnit	applicera	V;POS;NFIN	V;IMP;FIN;ACT
uplatnit	gottgöra	uplatnit	gottgöra	V;POS;NFIN	V;IMP;FIN;ACT
zúčastnit	närvara	zúčastnit	närvare	V;PFV;POS;NFIN	V;IMP;FIN;ACT
kazatel	predikant	kazatel	predikant	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kazatel	präst	kazatel	präst	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
připraven	beredd	připravený	beredd	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
připraven	klar	připravený	klar	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
ostré	skarp	ostrý	skarp	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zeměpisné	geografisk	zeměpisný	geografisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zeměpisné	geografisk	zeměpisný	geografisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
drak	draken	drak	drak	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
drak	drake	drak	drake	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
drak	dragon	drak	dragon	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
dosah	avstånd	dosah	avstånd	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
dosah	range	dosah	range	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
dosah	intervall	dosah	intervall	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
dosah	räckvidden	dosah	räckvidd	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
dosah	reach	dosah	reach	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
dosah	räckvidd	dosah	räckvidd	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
překvapivě	förvånansvärt	překvapivě	förvånansvärd	ADV;POS	ADV
chemický	kemisk	chemický	kemisk	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
chemický	kemiskt	chemický	kemisk	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
sud	fat	sud	fat	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
sud	fat	sud	fat	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
filmografie	filmografi	filmografie	filmografi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
astronomie	astronomi	astronomie	astronomi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přirozený	naturlig	přirozený	naturlig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
přirozený	naturligt	přirozený	naturlig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
potkal	mötte	potkat	mötte	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
potkal	träffade	potkat	träffa	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
ramena	axlarna	rameno	axl	N;NOM;NEUT;PL;POS	N;NOM;DEF;MASC+FEM;PL
ramena	axlar	rameno	axlar	N;NOM;NEUT;PL;POS	N;NOM;INDF;MASC+FEM;PL
požadoval	krävt	požadovat	kräva	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.CVB;ACT
požadoval	krävde	požadovat	kräva	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
homosexuální	homosexuell	homosexuální	homosexuell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
buňka	cell	buňka	cell	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
buňka	cellen	buňka	cell	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
gama	gamma	gama	gamma	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zveřejnění	offentliggörande	zveřejnění	offentliggörande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
zveřejnění	offentliggörande	zveřejnění	offentliggörande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
zveřejnění	publikation	zveřejnění	publikation	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zveřejnění	publicering	zveřejnění	publicering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zveřejnění	förlag	zveřejnění	förlag	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
zveřejnění	publicering	zveřejnění	publicering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zveřejnění	utgivning	zveřejnění	utgivning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
držet	hålla	držet	hålla	V;POS;NFIN	V;NFIN;ACT
držet	inneha	držet	inneha	V;POS;NFIN	V;IMP;FIN;ACT
držet	hold	držet	hold	V;POS;NFIN	V;IMP;FIN;ACT
porazit	slå	porazit	slå	V;PFV;POS;NFIN	V;IMP;FIN;ACT
porazit	besegra	porazit	besegra	V;PFV;POS;NFIN	V;IMP;FIN;ACT
ukázky	demonstrationerna	ukázka	demonstration	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
ukázky	demonstrationer	ukázka	demonstration	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
ukázky	prover	ukázka	prov	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
porucha	oordning	porucha	oordning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
porucha	störning	porucha	störning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
schválen	godkänt	schválený	godkänna	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
schválen	godkänd	schválený	godkänd	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
léky	läkemedel	lék	läkemedel	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
léky	läkemedel	lék	läkemedel	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
léky	droger	lék	drog	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
léky	narkotika	lék	narkotika	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
léky	läkemedel	lék	läkemedel	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
léky	mediciner	lék	medicin	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
léky	mediciner	lék	medicin	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
tón	ton	tón	ton	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
tón	tonfall	tón	tonfall	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
slavík	nightingale	slavík	nightingal	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
basketbal	basket	basketbal	bask	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
basketbal	basketboll	basketbal	basketboll	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
smrk	gran	smrk	gran	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zima	förkylning	zima	förkylning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
zima	cold	zima	cold	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
zima	kyla	zima	kyla	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
zima	vintern	zima	vinter	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
zima	winter	zima	winter	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
zima	vinter	zima	vinter	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hnědý	brunt	hnědý	brunt	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
nepochybně	otvivelaktigt	nepochybně	otvivelaktig	ADV;POS	ADV
nepochybně	tveklöst	nepochybně	tveklös	ADV;POS	ADV
sporné	tvivelaktigt	sporný	tvivelaktig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
sporné	tveksam	sporný	tveksam	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
sporné	tveksamt	sporný	tveksam	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
sporné	ifrågasatt	sporný	ifrågasätta	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
extrémní	extrem	extrémní	extrem	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
vyvinutý	utvecklat	vyvinutý	utvecklad	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vyvinutý	utvecklad	vyvinutý	utvecklad	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vyvinutý	utvecklad	vyvinutý	utvecklad	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vyvinutý	utvecklat	vyvinutý	utvecklad	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
signály	signaler	signál	signal	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
signály	signalerna	signál	signal	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
dokládá	åskådliggör	dokládat	åskådliggöra	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
dokládá	illustrerar	dokládat	illustrera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
středa	onsdag	středa	onsdag	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
ideologie	ideologi	ideologie	ideologi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odhad	uppskattning	odhad	uppskattning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odhad	skattning	odhad	skattning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odhad	uppskattning	odhad	uppskattning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odhad	skattning	odhad	skattning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
irské	irländskt	irský	irländsk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
irské	irländsk	irský	irländsk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
kázání	predikan	kázání	predik	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
kázání	predikan	kázání	predik	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
prázdná	tomt	prázdný	tom	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
vystupovat	prestera	vystupovat	prestera	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
vystupovat	utföra	vystupovat	utföra	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
vystupovat	utför	vystupovat	utföra	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
osa	axeln	osa	axel	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
dvojí	dubbel	dvojí	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
převodovka	växellåda	převodovka	växellåda	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
převodovka	transmission	převodovka	transmission	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
převodovka	överföring	převodovka	överföring	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
převodovka	sändning	převodovka	sändning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
převodovka	växellåda	převodovka	växellåda	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pohřebiště	begravningsplats	pohřebiště	begravningsplats	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
pohřebiště	kyrkogård	pohřebiště	kyrkogård	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
strop	tak	strop	tak	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
zemře	avlider	zemřít	avlida	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozcestí	vägskäl	rozcestí	vägskäl	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
výdělek	vinst	výdělek	vinst	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
porozumění	förståelse	porozumění	förståelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
nabídka	öm	nabídka	öm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
nabídka	anbud	nabídka	anbud	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
nabídka	bud	nabídka	bud	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
nabídka	erbjudandet	nabídka	erbjudande	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
pomáhat	hjälper	pomáhat	hjälpa	V;IPFV;POS;NFIN	V;IND;PRS;FIN;ACT
pomáhat	hjälpa	pomáhat	hjälpa	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
nadpis	rubriken	nadpis	rubrik	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
nadpis	rubrik	nadpis	rubrik	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
nadpis	rubrik	nadpis	rubrik	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
nadpis	avd	nadpis	avd	N;INAN;NOM;MASC;SG;POS	N
nadpis	avdelning	nadpis	avdelning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
nadpis	titel	nadpis	titel	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
nadpis	rubrik	nadpis	rubrik	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
hole	klöver	hůl	klöver	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
hole	klubbar	hůl	klubb	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
hole	klubbor	hůl	klubba	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
hole	klubbarna	hůl	klubb	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
hole	pinnar	hůl	pinnar	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
hole	käppar	hůl	käpp	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
klarinet	klarinett	klarinet	klarinett	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
křižníky	kryssare	křižník	kryss	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
patent	patent	patent	patent	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
patent	patentet	patent	patente	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
absence	frånvaro	absence	frånvaro	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
absence	frånvaro	absence	frånvaro	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
sestavil	sammanställde	sestavit	sammanställa	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
koupila	köpte	koupit	köpa	V;PFV;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
opus	opus	opus	opus	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
komunisté	kommunisterna	komunista	kommunist	N;ANIM;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
komunisté	kommunister	komunista	kommunist	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
řádně	ordentligt	řádně	ordentlig	ADV;POS	ADV
proveden	utförd	provedený	utföra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
proveden	avrättad	provedený	avrätta	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
počítat	räkna	počítat	räkna	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
počítat	räknar	počítat	räkna	V;IPFV;POS;NFIN	V;IND;PRS;FIN;ACT
počítat	räkna	počítat	räkna	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
biologické	biologiskt	biologický	biologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
biologické	biologisk	biologický	biologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
děla	kanonen	dělo	kano	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
děla	kanon	dělo	kano	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
poklad	skatt	poklad	skatt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
upravuje	reglerar	upravovat	reglera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
upravuje	justerar	upravovat	justera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
regiony	regioner	region	region	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
regiony	regionerna	region	region	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
regiony	områden	region	område	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
povstalci	rebeller	povstalec	rebell	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
povstalci	rebeller	povstalec	rebell	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
povstalci	rebellerna	povstalec	rebell	N;ANIM;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
slonoviny	elfenben	slonovina	elfenb	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
vyvinut	utvecklat	vyvinutý	utvecklad	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vyvinut	utvecklad	vyvinutý	utvecklad	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
výuka	undervisning	výuka	undervisning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výuka	lärande	výuka	lärande	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
výuka	inlärning	výuka	inlärning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výuka	handledning	výuka	handledning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyrovnání	uppgörelse	vyrovnání	uppgörelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyrovnání	bosättning	vyrovnání	bosättning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
