com	مع	com	مَعَ	ADP	ADP;ACC
descobrir	يكتشف	descobrir	اِكتَشَف	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
chão	طابق	chão	طَابِق	N;MASC;SG	N;NOM;INDF;SG
chão	الطابق	chão	طَابِق	N;MASC;SG	N;NOM;DEF;SG
lagos	البحيرات	lago	بُحَيرَة	N;MASC;PL	N;NOM;DEF;PL
confiança	الثقة	confiança	ثِقَة	N;FEM;SG	N;NOM;DEF;SG
confiança	ثقة	confiança	ثِقَة	N;FEM;SG	N;NOM;INDF;SG
confiança	الثقة	confiança	ثِقَة	N;FEM;SG	N;NOM;DEF;SG
confiança	ثقة	confiança	ثِقَة	N;FEM;SG	N;NOM;INDF;SG
habilidade	مهارة	habilidade	مَهَارَة	N;FEM;SG	N;NOM;INDF;SG
habilidade	المهارة	habilidade	مَهَارَة	N;FEM;SG	N;NOM;DEF;SG
habilidade	القدرة	habilidade	قُدرَة	N;FEM;SG	N;NOM;DEF;SG
habilidade	قدرة	habilidade	قُدرَة	N;FEM;SG	N;NOM;INDF;SG
habilidade	القدره	habilidade	القدره	N;FEM;SG	N;NOM;DEF;SG
aspecto	جانب	aspecto	جَانِب	N;MASC;SG	N;NOM;INDF;SG
aspecto	الجانب	aspecto	جَانِب	N;MASC;SG	N;NOM;DEF;SG
ginástica	الجمباز	ginástica	جُمبَاز	N;FEM;SG	N;NOM;DEF;SG
sugestões	نصائح	sugestão	نَصِيحَة	N;FEM;PL	N;NOM;INDF;PL
sugestões	النصائح	sugestão	نَصِيحَة	N;FEM;PL	N;NOM;DEF;PL
sugestões	اقتراحات	sugestão	اِقتِرَاح	N;FEM;PL	N;NOM;INDF;PL
sugestões	الاقتراحات	sugestão	اِقتِرَاح	N;FEM;PL	N;NOM;DEF;PL
sugestões	المقترحات	sugestão	مُقتَرَح	N;FEM;PL	N;NOM;DEF;PL
sugestões	مقترحات	sugestão	مُقتَرَح	N;FEM;PL	N;NOM;INDF;PL
blog	مدونة	blog	مُدَوَّنَة	N;MASC;SG	N;NOM;INDF;SG
blog	المدونة	blog	مُدَوَّنَة	N;MASC;SG	N;NOM;DEF;SG
açúcar	سكر	açúcar	سُكر	N;MASC;SG	N;NOM;INDF;SG
açúcar	السكر	açúcar	سُكَّر	N;MASC;SG	N;NOM;DEF;SG
laboratório	المختبر	laboratório	مُختَبَر	N;MASC;SG	N;NOM;DEF;SG
laboratório	مختبر	laboratório	مُختَبِر	N;MASC;SG	N;NOM;INDF;SG
laboratório	المختبر	laboratório	مُختَبَر	N;MASC;SG	N;NOM;DEF;SG
laboratório	مختبر	laboratório	مُختَبِر	N;MASC;SG	N;NOM;INDF;SG
laboratório	المعمل	laboratório	مُعمَل	N;MASC;SG	N;NOM;DEF;SG
laboratório	معمل	laboratório	مُعمَل	N;MASC;SG	N;NOM;INDF;SG
enviou	ارسلت	enviar	أَرسَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;PASS
enviou	ارسل	enviar	أَرسَل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
drogas	العقاقير	droga	عَقَّار	N;FEM;PL	N;NOM;DEF;PL
drogas	عقاقير	droga	عَقَّاقِير	N;FEM;PL	N;NOM;INDF;PL
drogas	مخدرات	droga	مُخَدِّر	N;FEM;PL	N;NOM;INDF;PL
drogas	المخدرات	droga	مُخَدِّر	N;FEM;PL	N;NOM;DEF;PL
fases	المراحل	fase	مَرحَلَة	N;FEM;PL	N;NOM;DEF;PL
fases	مراحل	fase	مَرحَلَة	N;FEM;PL	N;NOM;INDF;PL
fases	اطوار	fase	طَور	N;FEM;PL	N;NOM;INDF;PL
fases	المراحل	fase	مَرحَلَة	N;FEM;PL	N;NOM;DEF;PL
fases	مراحل	fase	مَرحَلَة	N;FEM;PL	N;NOM;INDF;PL
jerusalém	القدس	jerusalém	قُدس	N;MASC;SG	N;NOM;DEF;SG
moda	الازياء	moda	زِيّ	N;FEM;SG	N;NOM;DEF;SG
moda	موضة	moda	مُوضَة	N;FEM;SG	N;NOM;INDF;SG
moda	الموضة	moda	مُوضَة	N;FEM;SG	N;NOM;DEF;SG
doutrina	المبدا	doutrina	مَبدَا	N;FEM;SG	N;NOM;DEF;SG
doutrina	العقيدة	doutrina	عَقِيدَة	N;FEM;SG	N;NOM;DEF;SG
doutrina	مذهب	doutrina	مذهب	N;FEM;SG	N;NOM;INDF;SG
doutrina	المذهب	doutrina	مَذهَب	N;FEM;SG	N;NOM;DEF;SG
eixo	المحور	eixo	مِحوَر	N;MASC;SG	N;NOM;DEF;SG
eixo	محور	eixo	مِحوَر	N;MASC;SG	N;NOM;INDF;SG
inteligência	الذكاء	inteligência	ذَكَاء	N;FEM;SG	N;NOM;DEF;SG
space	مساحة	space	مِسَاحَة	N;MASC;SG	N;NOM;INDF;SG
space	الفضاء	space	فَضَاء	N;MASC;SG	N;NOM;DEF;SG
space	فضاء	space	فَضَاء	N;MASC;SG	N;NOM;INDF;SG
space	حيز	space	حَيِّز	N;MASC;SG	N;NOM;INDF;SG
carregado	رفعت	carregar	رَفَع	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
notícia	خبر	notícia	خَبَر	N;FEM;SG	N;NOM;INDF;SG
olho	العين	olho	عَين	N;MASC;SG	N;NOM;DEF;SG
dificuldade	صعوبة	dificuldade	صُعُوبَة	N;FEM;SG	N;NOM;INDF;SG
dificuldade	الصعوبة	dificuldade	صُعُوبَة	N;FEM;SG	N;NOM;DEF;SG
opiniões	مراجعات	opinião	مُرَاجَعَة	N;FEM;PL	N;NOM;INDF;PL
opiniões	المراجعات	opinião	مُرَاجِعَة	N;FEM;PL	N;NOM;DEF;PL
opiniões	الاستعراضات	opinião	اِستِعرَاض	N;FEM;PL	N;NOM;DEF;PL
opiniões	اراء	opinião	رَأي	N;FEM;PL	N;NOM;INDF;PL
opiniões	الاراء	opinião	رَأي	N;FEM;PL	N;NOM;DEF;PL
opiniões	ملاحظات	opinião	مُلَاحَظَة	N;FEM;PL	N;NOM;INDF;PL
instalações	المرافق	instalação	مِرفَق	N;FEM;PL	N;NOM;DEF;PL
instalações	مرافق	instalação	مِرفَق	N;FEM;PL	N;NOM;INDF;PL
instalações	التسهيلات	instalação	تَسهِيل	N;FEM;PL	N;NOM;DEF;PL
instalações	المنشات	instalação	مُنشَأَة	N;FEM;PL	N;NOM;DEF;PL
instalações	منشات	instalação	مُنشَة	N;FEM;PL	N;NOM;INDF;PL
objetivos	اهداف	objetivo	هَدَف	N;MASC;PL	N;NOM;INDF;PL
objetivos	الاهداف	objetivo	هَدَف	N;MASC;PL	N;NOM;DEF;PL
objetivos	اهداف	objetivo	هَدَف	N;MASC;PL	N;NOM;INDF;PL
objetivos	الاهداف	objetivo	هَدَف	N;MASC;PL	N;NOM;DEF;PL
objetivos	الغايات	objetivo	غَايَة	N;MASC;PL	N;NOM;DEF;PL
alfredo	الفرد	alfredo	فَرد	N;MASC;SG	N;NOM;DEF;SG
parcial	جزئي	parcial	جُزئِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
parcial	جزئية	parcial	جُزئِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
aplicações	الطلبات	aplicação	طَلَب	N;FEM;PL	N;NOM;DEF;PL
aplicações	التطبيقات	aplicação	تَطبِيق	N;FEM;PL	N;NOM;DEF;PL
aplicações	تطبيقات	aplicação	تَطبِيق	N;FEM;PL	N;NOM;INDF;PL
aplicações	التطبيقات	aplicação	تَطبِيق	N;FEM;PL	N;NOM;DEF;PL
aplicações	تطبيقات	aplicação	تَطبِيق	N;FEM;PL	N;NOM;INDF;PL
graça	نعمة	graça	نعمة	N;FEM;SG	N;NOM;INDF;SG
descreve	يصف	descrever	وَصَف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
descreve	تصف	descrever	وَصَف	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
descreve	وصف	descrever	وَصَف	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
marcas	الماركات	marca	مَاركَة	N;FEM;PL	N;NOM;DEF;PL
marcas	علامات	marca	عَلَامَة	N;FEM;PL	N;NOM;INDF;PL
tarefa	المهمة	tarefa	مَهَمَّة	N;FEM;SG	N;NOM;DEF;SG
círculo	الدائرة	círculo	دَائِرَة	N;MASC;SG	N;NOM;DEF;SG
círculo	دائرة	círculo	دَائِرَة	N;MASC;SG	N;NOM;INDF;SG
alcance	النطاق	alcance	نِطَاق	N;MASC;SG	N;NOM;DEF;SG
alcance	مدى	alcance	مَدَى	N;MASC;SG	N;NOM;INDF;SG
alcance	المدى	alcance	مَدَى	N;MASC;SG	N;NOM;DEF;SG
alcance	نطاق	alcance	نِطَاق	N;MASC;SG	N;NOM;INDF;SG
alcance	الوصول	alcance	وُصُول	N;MASC;SG	N;NOM;DEF;SG
consciência	ضمير	consciência	ضَمِير	N;FEM;SG	N;NOM;INDF;SG
consciência	الضمير	consciência	ضَمِير	N;FEM;SG	N;NOM;DEF;SG
consciência	التوعية	consciência	تَوعِيَة	N;FEM;SG	N;NOM;DEF;SG
consciência	وعي	consciência	وَعي	N;FEM;SG	N;NOM;INDF;SG
consciência	الوعي	consciência	وَعي	N;FEM;SG	N;NOM;DEF;SG
consciência	وعي	consciência	وَعي	N;FEM;SG	N;NOM;INDF;SG
consciência	الوعي	consciência	وَعي	N;FEM;SG	N;NOM;DEF;SG
preço	الثمن	preço	ثَمَن	N;MASC;SG	N;NOM;DEF;SG
preço	سعر	preço	سِعر	N;MASC;SG	N;NOM;INDF;SG
preço	السعر	preço	سِعر	N;MASC;SG	N;NOM;DEF;SG
viii	الثامن	viier	ثَامِن	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
viii	ثامنا	viier	ثامنا	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
caminhos	الطرق	caminho	طَرِيقَة	N;MASC;PL	N;NOM;DEF;PL
caminhos	طرق	caminho	طَرِيقَة	N;MASC;PL	N;NOM;INDF;PL
caminhos	الطرقات	caminho	طَرِيق	N;MASC;PL	N;NOM;DEF;PL
caminhos	مسارات	caminho	مَسَار	N;MASC;PL	N;NOM;INDF;PL
caminhos	المسارات	caminho	مَسَار	N;MASC;PL	N;NOM;DEF;PL
universidades	جامعات	universidade	جَامِعَة	N;FEM;PL	N;NOM;INDF;PL
universidades	الجامعات	universidade	جَامِعَة	N;FEM;PL	N;NOM;DEF;PL
constitucional	الدستورية	constitucional	دُستُورِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
constitucional	دستورية	constitucional	دُستُورِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
constitucional	دستوري	constitucional	دُستُورِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
bases	الاسس	base	أَسَاس	N;FEM;PL	N;NOM;DEF;PL
story	قصة	story	قِصَّة	N;MASC;SG	N;NOM;INDF;SG
story	حكاية	story	حِكَايَة	N;MASC;SG	N;NOM;INDF;SG
story	القصة	story	قِصَّة	N;MASC;SG	N;NOM;DEF;SG
empate	تعادل	empate	تَعَادُل	N;MASC;SG	N;NOM;INDF;SG
empate	التعادل	empate	تَعَادُل	N;MASC;SG	N;NOM;DEF;SG
empate	رسم	empate	رَسم	N;MASC;SG	N;NOM;INDF;SG
facebook	الفيسبوك	facebook	الفيسبوك	N;MASC;SG	N;NOM;DEF;SG
areia	الرمال	areiar	رَمل	N;FEM;SG	N;NOM;DEF;SG
areia	الرمل	areiar	رَمل	N;FEM;SG	N;NOM;DEF;SG
períodos	فترات	período	فَترَة	N;MASC;PL	N;NOM;INDF;PL
períodos	الفترات	período	فَترَة	N;MASC;PL	N;NOM;DEF;PL
aprovação	الموافقة	aprovação	مُوَافَقَة	N;FEM;SG	N;NOM;DEF;SG
aceita	قبلت	aceitar	قَبِل	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;3;ACT
aceita	يقبل	aceitar	قَبِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aceita	يتقبل	aceitar	تَقَبَّل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aceita	تقبل	aceitar	قَبِل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
aceita	اقبل	aceitar	أَقبَل	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
extinção	الانقراض	extinção	اِنقِرَاض	N;FEM;SG	N;NOM;DEF;SG
lobo	الذئب	lobo	ذِئب	N;MASC;SG	N;NOM;DEF;SG
abriu	فتحت	abrir	فَتَح	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
dead	ميتا	dead	ميتا	N;MASC;SG	N;NOM;INDF;SG
vídeos	الفيديوهات	vídeo	الفيديوهات	N;MASC;PL	N;NOM;DEF;PL
vídeos	فيديوهات	vídeo	فيديوهات	N;MASC;PL	N;NOM;INDF;PL
armadas	مسلحين	armar	مُسَلَّح	N;FEM;PL	N;NOM;INDF;PL
armadas	مسلحون	armar	مُسَلَّح	N;FEM;PL	N;NOM;INDF;PL
convenção	الاتفاقية	convenção	اِتِّفَاقِيَّة	N;FEM;SG	N;NOM;DEF;SG
convenção	اتفاقية	convenção	اِتِّفَاقِيَّة	N;FEM;SG	N;NOM;INDF;SG
regimento	الفوج	regimento	فَوجَة	N;MASC;SG	N;NOM;DEF;SG
espaços	مسافات	espaço	مَسَاف	N;MASC;PL	N;NOM;INDF;PL
espaços	مساحات	espaço	مَسَّاحَة	N;MASC;PL	N;NOM;INDF;PL
espaços	المساحات	espaço	مَسَّاحَة	N;MASC;PL	N;NOM;DEF;PL
editorial	افتتاحية	editorial	اِفتِتَاحِيَّة	N;MASC;SG	N;NOM;INDF;SG
editorial	التحرير	editorial	تَحرِير	N;MASC;SG	N;NOM;DEF;SG
garota	فتاة	garota	فَتَاة	N;FEM;SG	N;NOM;INDF;SG
garota	البنت	garota	بَنت	N;FEM;SG	N;NOM;DEF;SG
garota	الفتاة	garota	فَتَاة	N;FEM;SG	N;NOM;DEF;SG
culto	الطائفة	culto	طَائِفَة	N;MASC;SG	N;NOM;DEF;SG
culto	عبادة	culto	عبادة	N;MASC;SG	N;NOM;INDF;SG
culto	طائفة	culto	طَائِفَة	N;MASC;SG	N;NOM;INDF;SG
culto	عبادة	culto	عبادة	N;MASC;SG	N;NOM;INDF;SG
culto	العبادة	culto	عِبَادَة	N;MASC;SG	N;NOM;DEF;SG
democracia	الديمقراطية	democracia	دِيمُقرَاطِيَّة	N;FEM;SG	N;NOM;DEF;SG
moral	اخلاق	moral	إِخلَاق	N;FEM;SG	N;NOM;INDF;SG
moral	اخلاق	moral	إِخلَاق	N;FEM;SG	N;NOM;INDF;SG
calor	حرارة	calor	حَرَارَة	N;MASC;SG	N;NOM;INDF;SG
calor	الحرارة	calor	حَرَارَة	N;MASC;SG	N;NOM;DEF;SG
calor	الدفء	calor	دَفء	N;MASC;SG	N;NOM;DEF;SG
provável	المحتمل	provável	مُحتَمَل	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
irmãs	الاخوات	irmã	أَخَات	N;FEM;PL	N;NOM;DEF;PL
irmãs	اخوات	irmã	اخوات	N;FEM;PL	N;NOM;INDF;PL
vítima	ضحية	vítima	ضَحِيَّة	N;FEM;SG	N;NOM;INDF;SG
vítima	الضحية	vítima	ضَحِيَّة	N;FEM;SG	N;NOM;DEF;SG
discutir	تناقش	discutir	نَاقَش	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
discutir	يناقش	discutir	نَاقَش	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
discutir	ناقش	discutir	نَاقَش	V;NFIN	V;PFV;MASC;SG;3;ACT
liberal	الليبرالي	liberal	لِيبِرَالِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
mérito	الجدارة	mérito	جِدَارَة	N;MASC;SG	N;NOM;DEF;SG
mérito	الاستحقاق	mérito	اِستِحقَاق	N;MASC;SG	N;NOM;DEF;SG
mérito	استحقاق	mérito	اِستِحقَاق	N;MASC;SG	N;NOM;INDF;SG
mérito	جدارة	mérito	جَدَارَة	N;MASC;SG	N;NOM;INDF;SG
interno	الداخلية	interno	دَاخِلِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
interno	داخلي	interno	دَاخِلِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
interno	داخلية	interno	دَاخِلِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
interno	داخليا	interno	دَاخِلِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
práticas	الممارسات	prática	مُمَارَسَة	N;FEM;PL	N;NOM;DEF;PL
práticas	ممارسات	prática	مُمَارَسَة	N;FEM;PL	N;NOM;INDF;PL
depressão	اكتئاب	depressão	اِكتِئَاب	N;FEM;SG	N;NOM;INDF;SG
depressão	الاكتئاب	depressão	اِكتِئَاب	N;FEM;SG	N;NOM;DEF;SG
depressão	الكساد	depressão	كَسَاد	N;FEM;SG	N;NOM;DEF;SG
compra	شراء	compra	شِرَاء	N;FEM;SG	N;NOM;INDF;SG
compra	الشراء	compra	شِرَاء	N;FEM;SG	N;NOM;DEF;SG
compra	شراء	compra	شِرَاء	N;FEM;SG	N;NOM;INDF;SG
computadores	حواسيب	computador	حَاسُوب	N;MASC;PL	N;NOM;INDF;PL
computadores	الحاسبات	computador	الحاسبات	N;MASC;PL	N;NOM;DEF;PL
computadores	الحواسيب	computador	حَاسُوب	N;MASC;PL	N;NOM;DEF;PL
leve	اخذ	levar	أَخذ	V;SBJV;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
conceitos	المفاهيم	conceito	مَفهُوم	N;MASC;PL	N;NOM;DEF;PL
conceitos	مفاهيم	conceito	مَفهُوم	N;MASC;PL	N;NOM;INDF;PL
dark	ظلام	dark	ظَلَام	N;MASC;SG	N;NOM;INDF;SG
dark	الظلام	dark	ظَلَام	N;MASC;SG	N;NOM;DEF;SG
alteração	التعديل	alteração	تَعدِيل	N;FEM;SG	N;NOM;DEF;SG
sun	الشمس	sun	شَمس	N;MASC;SG	N;NOM;DEF;SG
cristianismo	المسيحية	cristianismo	مَسِيحِيَّة	N;MASC;SG	N;NOM;DEF;SG
desambiguação	توضيح	desambiguação	تَوضِيح	N;FEM;SG	N;NOM;INDF;SG
revela	تكشف	revelar	كَشَف	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
revela	يكشف	revelar	كَشَف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
pensar	تفكر	pensar	فَكَّر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
trama	مؤامرة	trama	مُؤَامَرَة	N;FEM;SG	N;NOM;INDF;SG
trama	المؤامرة	trama	مُؤَامَرَة	N;FEM;SG	N;NOM;DEF;SG
revelou	كشفت	revelar	كَشَف	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
foco	التركيز	foco	تَركِيز	N;MASC;SG	N;NOM;DEF;SG
foco	تركيز	foco	تَركِيز	N;MASC;SG	N;NOM;INDF;SG
sucessos	النجاحات	sucesso	نَجَاح	N;MASC;PL	N;NOM;DEF;PL
sucessos	نجاحات	sucesso	نَجَاح	N;MASC;PL	N;NOM;INDF;PL
sucessos	الضربات	sucesso	ضَربَة	N;MASC;PL	N;NOM;DEF;PL
dimensões	الابعاد	dimensão	بُعد	N;FEM;PL	N;NOM;DEF;PL
estudante	الطالب	estudante	طَالِب	N;MASC;SG	N;NOM;DEF;SG
estudante	تلميذ	estudante	تَلمِيذ	N;MASC;SG	N;NOM;INDF;SG
estudante	طالبة	estudante	طَالِبَة	N;MASC;SG	N;NOM;INDF;SG
estudante	التلميذ	estudante	تَلمِيذ	N;MASC;SG	N;NOM;DEF;SG
amizade	الصداقة	amizade	صَدَاقَة	N;FEM;SG	N;NOM;DEF;SG
amizade	صداقة	amizade	صَدَاقَة	N;FEM;SG	N;NOM;INDF;SG
amiga	صديق	amiga	صَدِيق	N;FEM;SG	N;NOM;INDF;SG
amiga	الصديق	amiga	صَدِيق	N;FEM;SG	N;NOM;DEF;SG
vantagem	الميزة	vantagem	مِيزَة	N;FEM;SG	N;NOM;DEF;SG
vantagem	ميزة	vantagem	مِيزَة	N;FEM;SG	N;NOM;INDF;SG
vantagem	مزية	vantagem	مَزِيَّة	N;FEM;SG	N;NOM;INDF;SG
médicos	الاطباء	médico	طَبِيب	N;MASC;PL	N;NOM;DEF;PL
médicos	اطباء	médico	طَبِيب	N;MASC;PL	N;NOM;INDF;PL
modalidade	النمط	modalidade	نَمَط	N;FEM;SG	N;NOM;DEF;SG
modalidade	الوضع	modalidade	وَضع	N;FEM;SG	N;NOM;DEF;SG
modalidade	نمط	modalidade	نَمَط	N;FEM;SG	N;NOM;INDF;SG
transição	انتقال	transição	اِنتِقَال	N;FEM;SG	N;NOM;INDF;SG
transição	الانتقال	transição	اِنتِقَال	N;FEM;SG	N;NOM;DEF;SG
terror	الارهاب	terror	إِرهَاب	N;MASC;SG	N;NOM;DEF;SG
terror	ارهاب	terror	ارهاب	N;MASC;SG	N;NOM;INDF;SG
terror	الرعب	terror	رُعب	N;MASC;SG	N;NOM;DEF;SG
terror	رعب	terror	رَعب	N;MASC;SG	N;NOM;INDF;SG
durou	دام	durar	دَام	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
durou	دامت	durar	دَام	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
poemas	القصائد	poema	قَصِيدَة	N;MASC;PL	N;NOM;DEF;PL
poemas	قصائد	poema	قَصِيدَة	N;MASC;PL	N;NOM;INDF;PL
net	الشبكة	net	شَبَكَة	N;FEM;SG	N;NOM;DEF;SG
experiências	التجارب	experiência	تَجرِبَة	N;FEM;PL	N;NOM;DEF;PL
experiências	تجارب	experiência	تَجرِبَة	N;FEM;PL	N;NOM;INDF;PL
experiências	خبرات	experiência	خِبرَة	N;FEM;PL	N;NOM;INDF;PL
experiências	التجارب	experiência	تَجرِبَة	N;FEM;PL	N;NOM;DEF;PL
experiências	الخبرات	experiência	خِبرَة	N;FEM;PL	N;NOM;DEF;PL
privada	الخاص	privado	خَاصّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
privada	الخاصة	privado	خَاصّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
privada	خاص	privado	خَاصّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
privada	خاصة	privado	خَاصّ	ADJ;FEM;SG	ADJ;ACC;INDF;FEM;SG
moeda	العملة	moeda	عُملَة	N;FEM;SG	N;NOM;DEF;SG
moeda	عملة	moeda	عُملَة	N;FEM;SG	N;NOM;INDF;SG
moeda	عملة	moeda	عُملَة	N;FEM;SG	N;NOM;INDF;SG
interpretado	فسرت	interpretar	فَسَّر	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
rose	وردة	rose	وَردَة	N;FEM;SG	N;NOM;INDF;SG
rose	الوردة	rose	وَردَة	N;FEM;SG	N;NOM;DEF;SG
crescente	المتزايد	crescente	مُتَزَايِد	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
atitude	موقف	atitude	مَوقِف	N;FEM;SG	N;NOM;INDF;SG
atitude	السلوك	atitude	سُلُوك	N;FEM;SG	N;NOM;DEF;SG
atitude	سلوك	atitude	سُلُوك	N;FEM;SG	N;NOM;INDF;SG
atitude	الموقف	atitude	مَوقِف	N;FEM;SG	N;NOM;DEF;SG
feliz	سعيدة	feliz	سَعِيد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
roupas	ملابس	roupa	مَلبَس	N;FEM;PL	N;NOM;INDF;PL
roupas	الملابس	roupa	مَلبَس	N;FEM;PL	N;NOM;DEF;PL
roupas	ملابس	roupa	مَلبَس	N;FEM;PL	N;NOM;INDF;PL
roupas	الملابس	roupa	مَلبَس	N;FEM;PL	N;NOM;DEF;PL
primavera	الربيع	primavera	رَبِيع	N;FEM;SG	N;NOM;DEF;SG
popularidade	شعبية	popularidade	شَعبِيَّة	N;FEM;SG	N;NOM;INDF;SG
variação	التباين	variação	تَبَايُن	N;FEM;SG	N;NOM;DEF;SG
variação	تباين	variação	تَبَايُن	N;FEM;SG	N;NOM;INDF;SG
democrática	الديمقراطي	democrático	دِيمُقرَاطِيّ	N;FEM;SG	N;NOM;DEF;SG
dúvidas	شكوك	dúvida	شَكّ	N;FEM;PL	N;NOM;INDF;PL
dúvidas	الشكوك	dúvida	شَكّ	N;FEM;PL	N;NOM;DEF;PL
calendário	تقويم	calendário	تَقوِيم	N;MASC;SG	N;NOM;INDF;SG
calendário	التقويم	calendário	تَقوِيم	N;MASC;SG	N;NOM;DEF;SG
origens	الاصول	origem	أَصل	N;FEM;PL	N;NOM;DEF;PL
esforços	الجهود	esforço	جَهد	N;MASC;PL	N;NOM;DEF;PL
contribuição	الاسهام	contribuição	إِسهَام	N;FEM;SG	N;NOM;DEF;SG
contribuição	مساهمة	contribuição	مُسَاهَمَة	N;FEM;SG	N;NOM;INDF;SG
contribuição	المساهمة	contribuição	مُسَاهَمَة	N;FEM;SG	N;NOM;DEF;SG
decisões	القرارات	decisão	قَرَار	N;FEM;PL	N;NOM;DEF;PL
decisões	قرارات	decisão	قَرَار	N;FEM;PL	N;NOM;INDF;PL
decisões	مقررات	decisão	مُقَرَّرَات	N;FEM;PL	N;NOM;INDF;PL
decisões	المقررات	decisão	مُقَرِّر	N;FEM;PL	N;NOM;DEF;PL
aulas	الدروس	aula	دَرس	N;FEM;PL	N;NOM;DEF;PL
aulas	دروس	aula	دَرس	N;FEM;PL	N;NOM;INDF;PL
aulas	الفصول	aula	فَصل	N;FEM;PL	N;NOM;DEF;PL
aulas	صفوف	aula	صَفّ	N;FEM;PL	N;NOM;INDF;PL
aulas	الصفوف	aula	صَفّ	N;FEM;PL	N;NOM;DEF;PL
aulas	فصول	aula	فَصل	N;FEM;PL	N;NOM;INDF;PL
baby	طفل	baby	طِفل	N;MASC;SG	N;NOM;INDF;SG
juntou	انضمت	juntar	اِنضَمّ	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
definir	عرف	definir	عَرَف	V;NFIN	V;PFV;MASC;SG;3;ACT
jogando	يلعب	jogar	لَعِب	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
resultou	اسفر	resultar	أَسفَر	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
resultou	نتج	resultar	نَتَج	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
network	شبكة	network	شَبَكَة	N;MASC;SG	N;NOM;INDF;SG
network	الشبكة	network	شَبَكَة	N;MASC;SG	N;NOM;DEF;SG
chance	فرصة	chance	فُرصَة	N;FEM;SG	N;NOM;INDF;SG
chance	الفرصة	chance	فُرصَة	N;FEM;SG	N;NOM;DEF;SG
contemporânea	المعاصر	contemporâneo	مُعَاصِر	N;FEM;SG	N;NOM;DEF;SG
contemporânea	المعاصرة	contemporâneo	مُعَاصِر	N;FEM;SG	N;NOM;DEF;SG
page	صفحة	pagar	صَفحَة	N;MASC;SG	N;NOM;INDF;SG
page	الصفحة	pagar	صَفحَة	N;MASC;SG	N;NOM;DEF;SG
julgamento	محاكمة	julgamento	مُحَاكَمَة	N;MASC;SG	N;NOM;INDF;SG
julgamento	المحاكمة	julgamento	مُحَاكَمَة	N;MASC;SG	N;NOM;DEF;SG
