van	از	van	از	ADP	ADP
overeenkomst	قرارداد	overeenkomst	قرارداد	N;MASC+FEM;SG	N;SG
overeenkomst	توافق	overeenkomst	توافق	N;MASC+FEM;SG	N;SG
passagiers	مسافرین	passagier	مسافرین	N;PL	N;PL
passagiers	مسافران	passagier	مسافر	N;PL	N;PL
christendom	مسیحیت	christendom	مسیحیت	N;NEUT;SG	N;SG
geef	بده	geven	داد#ده	V;SG;PRS;FIN	V;IMP;SG;2
baker	بیکر	baker	بیکر	N;MASC+FEM;SG	N;SG
baker	نانوا	baker	نانوا	N;MASC+FEM;SG	N;SG
tram	تراموا	tram	تراموا	N;MASC+FEM;SG	N;SG
tram	تراموای	tram	تراموا	N;MASC+FEM;SG	N;SG
tram	تراموا	tram	تراموا	N;MASC+FEM;SG	N;SG
tram	اتوبوسی	tram	اتوبوسی	N;MASC+FEM;SG	N;SG
schild	شیلد	schild	شیلد	N;NEUT;SG	N;SG
schild	حفاظ	schild	حفاظ	N;NEUT;SG	N;SG
schild	سپر	schild	سپر	N;NEUT;SG	N;SG
ondersoort	زیرگونه	ondersoort	زیرگونه	N;MASC+FEM;SG	N;SG
ras	نژاد	ras	نژاد	N;NEUT;SG	N;SG
ras	ras	ras	ras	N;NEUT;SG	N;SG
ras	نژاد	ras	نژاد	N;NEUT;SG	N;SG
ras	مسابقه	ras	مسابقه	N;NEUT;SG	N;SG
amersfoort	آمرسفورت	amersfoort	آمرسفورت	N;NEUT;SG	N;SG
laura	لورا	laura	لورا	N;MASC+FEM;SG	N;SG
fischer	فیشر	fischer	فیشر	N;MASC+FEM;SG	N;SG
leftarm	leftarm	leftarm	leftarm	N;MASC+FEM;SG	N;SG
verjaardag	تولد	verjaardag	تولد	N;MASC+FEM;SG	N;SG
verjaardag	زادروز	verjaardag	زادروز	N;MASC+FEM;SG	N;SG
manieren	راهها	manier	راه	N;PL	N;PL
manieren	راههایی	manier	راه	N;PL	N;PL
manieren	راههای	manier	راه	N;PL	N;PL
manieren	روشهای	manier	روش	N;PL	N;PL
manieren	آداب	manier	None	N;PL	N;PL
communicatie	ارتباط	communicatie	ارتباط	N;MASC+FEM;SG	N;SG
communicatie	مکاتبه	communicatie	مکاتبه	N;MASC+FEM;SG	N;SG
communicatie	ارتباطی	communicatie	ارتباط	N;MASC+FEM;SG	N;SG
communicatie	مخابرات	communicatie	مخابرات	N;MASC+FEM;SG	N;SG
slachtoffer	قربانی	slachtoffer	قربانی	N;NEUT;SG	N;SG
breedte	عرض	breedte	عرض	N;MASC+FEM;SG	N;SG
platform	سکوی	platform	سکوی	N;NEUT;SG	N;SG
platform	سکو	platform	سکو	N;NEUT;SG	N;SG
diego	دیگو	diego	دیگو	N;MASC+FEM;SG	N;SG
bay	خلیج	bay	None	N;MASC+FEM;SG	N;SG
diploma	دیپلم	diploma	دیپلم	N;NEUT;SG	N;SG
eva	ایوا	eva	ایوا	N;MASC+FEM;SG	N;SG
eva	اوا	eva	اوا	N;MASC+FEM;SG	N;SG
eva	اِوا	eva	اوا	N;MASC+FEM;SG	N;SG
felix	فلیکس	felix	فلیکس	N;MASC+FEM;SG	N;SG
felix	فیلیکس	felix	فیلیکس	N;MASC+FEM;SG	N;SG
vocht	رطوبت	vocht	None	N;NEUT;SG	N;SG
mevrouw	بانوی	mevrouw	None	N;MASC+FEM;SG	N;SG
mevrouw	بانو	mevrouw	بانو	N;MASC+FEM;SG	N;SG
behoefte	نیاز	behoefte	نیاز	N;MASC+FEM;SG	N;SG
inleiding	معرفی	inleiding	معرفی	N;MASC+FEM;SG	N;SG
inleiding	مقدمه	inleiding	مقدمه	N;MASC+FEM;SG	N;SG
inleiding	آشنایی	inleiding	آشنایی	N;MASC+FEM;SG	N;SG
willy	ویلی	willy	ویلی	N;MASC+FEM;SG	N;SG
tegenstanders	مخالفان	tegenstander	مخالف	N;PL	N;PL
pedro	پدرو	pedro	پدرو	N;MASC+FEM;SG	N;SG
helder	روشن	helder	روشن	ADJ	ADJ
helder	یکدست	helder	یکدست	ADJ	ADJ
helder	درخشان	helder	None	ADJ	ADJ
klimaat	اقلیم	klimaat	اقلیم	N;NEUT;SG	N;SG
gekocht	خریدم	kopen	خریدم	V;V.PTCP	V;SG;1;PST
gekocht	خریدی	kopen	خرید#خر	V;V.PTCP	V;SG;2;PST
gekocht	خریده	kopen	None	V;V.PTCP	V;SG;3;V.PTCP
droge	خشک	droog	خشک	ADJ	ADJ
droge	خشکیده	droog	خشکیده	ADJ	ADJ;SG;3;V.PTCP
knooppunt	گره	knooppunt	None	N;NEUT;SG	N;SG
amateur	آماتور	amateur	آماتور	N;MASC+FEM;SG	N;SG
dokter	دکتری	dokter	دکتری	N;MASC+FEM;SG	N;SG
dokter	داکتر	dokter	داکتر	N;MASC+FEM;SG	N;SG
dokter	دکتر	dokter	دکتر	N;MASC+FEM;SG	N;SG
tante	عمه	tante	عمه	N;MASC+FEM;SG	N;SG
tante	خاله	tante	خاله	N;MASC+FEM;SG	N;SG
tante	عمه	tante	عمه	N;MASC+FEM;SG	N;SG
tante	خاله	tante	خاله	N;MASC+FEM;SG	N;SG
tante	عمه	tante	عمه	N;MASC+FEM;SG	N;SG
ontwikkelingen	تحولات	ontwikkeling	تحول	N;PL	N;PL
waard	شایسته	waard	شایسته	ADJ	ADJ
formatie	تشکیل	formatie	تشکیل	N;MASC+FEM;SG	N;SG
presentator	مجری	presentator	None	N;MASC+FEM;SG	N;SG
vijand	دشمن	vijand	دشمن	N;MASC+FEM;SG	N;SG
vijand	دشمنی	vijand	دشمنی	N;MASC+FEM;SG	N;SG
vijand	دشمنی	vijand	دشمنی	N;MASC+FEM;SG	N;SG
philips	فیلیپس	philips	فیلیپس	N;MASC+FEM;SG	N;SG
philips	فیلیپس	philips	فیلیپس	N;MASC+FEM;SG	N;SG
mythologie	اساطیر	mythologie	اساطیر	N;MASC+FEM;SG	N;SG
mythologie	اسطوره	mythologie	اسطوره	N;MASC+FEM;SG	N;SG
werknemers	کارمندان	werknemer	کارمند	N;PL	N;PL
werknemers	کارکنان	werknemer	کارکن	N;PL	N;PL
werknemers	کارگرها	werknemer	کارگر	N;PL	N;PL
werknemers	کارگران	werknemer	کارگر	N;PL	N;PL
feest	مهمانی	feest	مهمان	N;NEUT;SG	N;SG
feest	پارتی	feest	پارت	N;NEUT;SG	N;SG
feest	مهمونی	feest	مهمونی	N;NEUT;SG	N;SG
feest	حزب	feest	حزب	N;NEUT;SG	N;SG
feest	جشن	feest	جشن	N;NEUT;SG	N;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC+FEM;SG	N;SG
bruno	برونو	bruno	برونو	N;MASC+FEM;SG	N;SG
gilbert	گیلبرت	gilberen	گیلبرت	N;MASC+FEM;SG	N;SG
inzet	شرط	inzet	شرط	N;MASC+FEM;SG	N;SG
imagesize	imagesize	imagesize	imagesize	N;MASC+FEM;SG	N;SG
fabricius	فابریسیوس	fabricius	فابریسیوس	N;MASC+FEM;SG	N;SG
set	تنظیم	set	تنظیم	N;MASC+FEM;SG	N;SG
rapport	گزارش	rapport	گزارش	N;NEUT;SG	N;SG
benjamin	بنجامین	benjamin	بنجامین	N;MASC+FEM;SG	N;SG
benjamin	بنیامین	benjamin	بنیامین	N;MASC+FEM;SG	N;SG
muren	دیوارها	muur	دیوار	N;PL	N;PL
muren	دیوارهای	muur	دیوار	N;PL	N;PL
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC+FEM;SG	N;SG
voorjaar	بهار	voorjaar	بهار	N;NEUT;SG	N;SG
voorjaar	بهاری	voorjaar	بهاری	N;NEUT;SG	N;SG
voorjaar	اسپرینگ	voorjaar	اسپرینگ	N;NEUT;SG	N;SG
reguliere	منظم	regulier	منظم	ADJ	ADJ
billy	بیلی	billy	بیلی	N;MASC+FEM;SG	N;SG
stone	سنگ	stone	سنگ	N;MASC+FEM;SG	N;SG
stone	استون	stone	استون	N;MASC+FEM;SG	N;SG
stone	سنگی	stone	سنگی	N;MASC+FEM;SG	N;SG
stone	سنگسار	stone	سنگسار	N;MASC+FEM;SG	N;SG
smaak	مزه	smaak	مزه	N;MASC+FEM;SG	N;SG
smaak	مزه	smaak	مزه	N;MASC+FEM;SG	N;SG
tribus	tribus	tribus	tribus	N;MASC+FEM;SG	N;SG
aanduiding	نشانه	aanduiding	نشانه	N;MASC+FEM;SG	N;SG
object	شئ	object	شئ	N;NEUT;SG	N;SG
object	مفعول	object	مفعول	N;NEUT;SG	N;SG
object	شیء	object	شیء	N;NEUT;SG	N;SG
islam	اسلام	islam	اسلام	N;MASC+FEM;SG	N;SG
synoniem	مترادف	synoniem	مترادف	N;NEUT;SG	N;SG
synoniem	مترادف	synoniem	مترادف	N;NEUT;SG	N;SG
queen	queen	queen	queen	N;MASC+FEM;SG	N;SG
queen	ملکه	queen	ملکه	N;MASC+FEM;SG	N;SG
queen	بیبی	queen	بیبی	N;MASC+FEM;SG	N;SG
butler	باتلر	butler	باتلر	N;MASC+FEM;SG	N;SG
bemanning	سرنشین	bemanning	سرنشین	N;MASC+FEM;SG	N;SG
bemanning	خدمه	bemanning	خدمه	N;MASC+FEM;SG	N;SG
dateformat	dateformat	dateformat	None	N;MASC+FEM;SG	N;SG
procedure	رویه	procedure	رویه	N;MASC+FEM;SG	N;SG
procedure	روند	procedure	روند	N;MASC+FEM;SG	N;SG
partner	همکار	partner	همکار	N;MASC+FEM;SG	N;SG
partner	شریک	partner	None	N;MASC+FEM;SG	N;SG
fox	فاکس	fox	فاکس	N;MASC+FEM;SG	N;SG
fox	روباه	fox	روباه	N;MASC+FEM;SG	N;SG
challenge	چالش	challeng	چالش	N;MASC+FEM;SG	N;SG
julius	جولیوس	julius	جولیوس	N;MASC+FEM;SG	N;SG
julius	ژولیوس	julius	ژولیوس	N;MASC+FEM;SG	N;SG
poten	پاهایش	poten	پاهایش	N;PL	N;PL
poten	پاها	poten	پا	N;PL	N;PL
charlotte	شارلوت	charlotte	شارلوت	N;MASC+FEM;SG	N;SG
nova	نووا	nova	نووا	N;MASC+FEM;SG	N;SG
nova	نوا	nova	نوا	N;MASC+FEM;SG	N;SG
alice	آلیس	alice	آلیس	N;MASC+FEM;SG	N;SG
maat	میت	maat	میت	N;MASC+FEM;SG	N;SG
maat	ماته	maat	ماته	N;MASC+FEM;SG	N;SG
maat	اندازۀ	maat	اندازۀ	N;MASC+FEM;SG	N;SG
maat	اندازه	maat	اندازه	N;MASC+FEM;SG	N;SG
sánchez	سانچز	sánchez	سانچز	N;MASC+FEM;SG	N;SG
jury	منصفه	jury	None	N;MASC+FEM;SG	N;SG
echtgenoot	همسری	echtgenoot	همسری	N;MASC+FEM;SG	N;SG
echtgenoot	همسر	echtgenoot	همسر	N;MASC+FEM;SG	N;SG
echtgenoot	همسر	echtgenoot	همسر	N;MASC+FEM;SG	N;SG
echtgenoot	شوهر	echtgenoot	شوهر	N;MASC+FEM;SG	N;SG
echtgenoot	شوهری	echtgenoot	شوهر	N;MASC+FEM;SG	N;SG
echtgenoot	شوهرش	echtgenoot	شوهرش	N;MASC+FEM;SG	N;SG
weduwe	بیوه	weduwe	بیوه	N;MASC+FEM;SG	N;SG
weduwe	بیوه	weduwe	بیوه	N;MASC+FEM;SG	N;SG
stroom	جریان	stroom	جریان	N;MASC+FEM;SG	N;SG
stroom	جریانی	stroom	جریان	N;MASC+FEM;SG	N;SG
stefan	استفن	stefan	استفن	N;MASC+FEM;SG	N;SG
stefan	اشتفان	stefan	اشتف	N;MASC+FEM;SG	N;SG
stefan	stefan	stefan	None	N;MASC+FEM;SG	N;SG
stefan	استیفن	stefan	استیفن	N;MASC+FEM;SG	N;SG
federatie	فدراسیون	federatie	فدراسیون	N;MASC+FEM;SG	N;SG
donald	دونالد	donald	دونالد	N;MASC+FEM;SG	N;SG
verbindingen	اتصالات	verbinding	اتصال	N;PL	N;PL
verbindingen	ارتباطات	verbinding	ارتباط	N;PL	N;PL
effecten	تأثیرات	effect	تأثیر	N;PL	N;PL
effecten	تاثیرات	effect	تاثیر	N;PL	N;PL
effecten	اثرات	effect	اثر	N;PL	N;PL
effecten	آثار	effect	اثر	N;PL	N;PL
verdienste	لیاقت	verdienste	لیاقت	N;MASC+FEM;SG	N;SG
verdienste	شایستگی	verdienste	شایستگی	N;MASC+FEM;SG	N;SG
carter	کارتر	carter	کار	N;MASC+FEM;SG	N;SG
spellen	بازیهای	spellen	None	N;PL	N;PL
spellen	بازیها	spellen	بازی	N;PL	N;PL
deutsche	دویچه	deutsch	دویچه	N;MASC+FEM;SG	N;SG
light	سبک	light	سبک	N;MASC+FEM;SG	N;SG
light	روشنایی	light	None	N;MASC+FEM;SG	N;SG
light	نور	light	نور	N;MASC+FEM;SG	N;SG
light	نوری	light	نوری	N;MASC+FEM;SG	N;SG
predikant	واعظ	predikant	واعظ	N;MASC+FEM;SG	N;SG
predikant	پاستور	predikant	پاستور	N;MASC+FEM;SG	N;SG
grant	گرنت	grant	گرنت	N;MASC+FEM;SG	N;SG
grant	گرانت	grant	گرانت	N;MASC+FEM;SG	N;SG
grant	اعطای	grant	اعطا	N;MASC+FEM;SG	N;SG
opkomst	ظهور	opkomst	ظهور	N;MASC+FEM;SG	N;SG
opkomst	پیدایش	opkomst	None	N;MASC+FEM;SG	N;SG
opkomst	حضور	opkomst	حضور	N;MASC+FEM;SG	N;SG
oppervlak	سطح	oppervlak	سطح	N;NEUT;SG	N;SG
oppervlak	سطحی	oppervlak	سطحی	N;NEUT;SG	N;SG
kolonie	کلونی	kolonie	کلونی	N;MASC+FEM;SG	N;SG
kolonie	مستعمره	kolonie	مستعمره	N;MASC+FEM;SG	N;SG
lastig	دشوار	lastig	دشوار	ADJ	ADJ
veilig	سالم	veilig	سالم	ADJ	ADJ
onderneming	شرکت	onderneming	شرکت	N;MASC+FEM;SG	N;SG
onderneming	company	onderneming	None	N;MASC+FEM;SG	N;SG
onderneming	کمپانی	onderneming	کمپانی	N;MASC+FEM;SG	N;SG
onderneming	انترپرایز	onderneming	انترپرایز	N;MASC+FEM;SG	N;SG
onderneming	سازمانی	onderneming	None	N;MASC+FEM;SG	N;SG
bach	باخ	bach	باخ	N;MASC+FEM;SG	N;SG
patiënten	بیمارها	patiënt	بیمار	N;PL	N;PL
patiënten	بیماران	patiënt	بیمار	N;PL	N;PL
arbeid	کار	arbeid	کار	N;MASC+FEM;SG	N;SG
arbeid	کاری	arbeid	کار	N;MASC+FEM;SG	N;SG
arbeid	کارگری	arbeid	کارگر	N;MASC+FEM;SG	N;SG
arbeid	کارگر	arbeid	کارگر	N;MASC+FEM;SG	N;SG
arbeid	کارگری	arbeid	کارگر	N;MASC+FEM;SG	N;SG
arbeid	کارگر	arbeid	کارگر	N;MASC+FEM;SG	N;SG
arbeid	زایمان	arbeid	زایمان	N;MASC+FEM;SG	N;SG
bridge	پل	brieg	پل	N;MASC+FEM;SG	N;SG
bridge	پلی	brieg	پلی	N;MASC+FEM;SG	N;SG
klok	کلاک	klok	کلاک	N;MASC+FEM;SG	N;SG
klok	ساعت	klok	ساعت	N;MASC+FEM;SG	N;SG
sky	آسمان	sky	آسمان	N;MASC+FEM;SG	N;SG
sky	اسکای	sky	اسکا	N;MASC+FEM;SG	N;SG
major	ماژور	major	ماژور	N;MASC+FEM;SG	N;SG
major	سرگرد	major	سرگرد	N;MASC+FEM;SG	N;SG
duizend	هزار	duizend	هزار	NUM	NUM
est	est	est	est	N;MASC+FEM;SG	N;SG
lyon	لیون	lyon	لیون	N;MASC+FEM;SG	N;SG
lyon	لاینز	lyon	لاینز	N;MASC+FEM;SG	N;SG
vrouwtje	نسوان	vrouwtje	نسوان	N;NEUT;SG	N;SG
vrouwtje	زن	vrouwtje	زن	N;NEUT;SG	N;SG
vrouwtje	مؤنث	vrouwtje	مؤنث	N;NEUT;SG	N;SG
vrouwtje	مونث	vrouwtje	مونث	N;NEUT;SG	N;SG
vrouwtje	ماده	vrouwtje	ماده	N;NEUT;SG	N;SG
populatie	جمعیت	populatie	جمعیت	N;MASC+FEM;SG	N;SG
populatie	جمعیتی	populatie	جمعیتی	N;MASC+FEM;SG	N;SG
opmerkingen	مشاهدات	opmerking	مشاهده	N;PL	N;PL
opmerkingen	نظرات	opmerking	نظر	N;PL	N;PL
opmerkingen	نظرها	opmerking	None	N;PL	N;PL
opmerkingen	توضیحات	opmerking	توضیح	N;PL	N;PL
wolfgang	ولفگانگ	wolfgang	ولفگانگ	N;MASC+FEM;SG	N;SG
crisis	بحرانی	crisis	بحرانی	N;MASC+FEM;SG	N;SG
crisis	بحران	crisis	بحران	N;MASC+FEM;SG	N;SG
spits	استرایکر	spits	استرایکر	N;MASC+FEM;SG	N;SG
spits	مهاجم	spits	None	N;MASC+FEM;SG	N;SG
khan	khan	khan	khan	N;MASC+FEM;SG	N;SG
khan	خان	khan	خان	N;MASC+FEM;SG	N;SG
khan	هانگ	khan	هانگ	N;MASC+FEM;SG	N;SG
morgen	فردا	morgen	فردا	ADV	ADV
referenties	مراجع	referentie	مراجع	N;PL	N;PL
marokko	مراکش	marokko	مراکش	N;NEUT;SG	N;SG
constant	ثابت	constant	ثابت	ADJ	ADJ
fernando	فرناندو	fernando	فرناندو	N;MASC+FEM;SG	N;SG
spinnen	عنکبوتها	spin	عنکبوت	N;PL	N;PL
uitzending	پخش	uitzending	پخش	N;MASC+FEM;SG	N;SG
uitzending	مخابره	uitzending	None	N;MASC+FEM;SG	N;SG
keizerrijk	امپراطوری	keizerrijk	امپراطوری	N;NEUT;SG	N;SG
keizerrijk	امپایر	keizerrijk	امپایر	N;NEUT;SG	N;SG
keizerrijk	امپراتوری	keizerrijk	امپراتوری	N;NEUT;SG	N;SG
mandaat	فرمانی	mandaat	فرمانی	N;NEUT;SG	N;SG
jakob	یاکوب	jakob	یاکوب	N;MASC+FEM;SG	N;SG
jakob	یعقوب	jakob	یعقوب	N;MASC+FEM;SG	N;SG
jakob	جیکوب	jakob	جیکوب	N;MASC+FEM;SG	N;SG
jakob	یاکوب	jakob	یاکوب	N;MASC+FEM;SG	N;SG
jakob	جاکوب	jakob	جاکوب	N;MASC+FEM;SG	N;SG
poëzie	شعر	poëzie	شعر	N;MASC+FEM;SG	N;SG
chef	سرآشپز	chef	سرآشپز	N;MASC+FEM;SG	N;SG
chef	آشپز	chef	آشپز	N;MASC+FEM;SG	N;SG
html	html	html	html	N;MASC+FEM;SG	N;SG
schedel	جمجمه	schedel	جمجمه	N;MASC+FEM;SG	N;SG
ensemble	همای	ensemble	هما	N;NEUT;SG	N;SG
metalen	فلزات	metalen	فلز	N;PL	N;PL
sterker	قویتر	sterk	قویتر	ADJ;CMPR	ADJ;CMPR
ingenieur	مهندس	ingenieur	مهندس	N;MASC+FEM;SG	N;SG
ingenieur	engineer	ingenieur	engineer	N;MASC+FEM;SG	N;SG
dagblad	روزنامه	dagblad	روزنامه	N;NEUT;SG	N;SG
magazine	مجله	magazine	مجله	N;NEUT;SG	N;SG
michiel	میکائیل	michiel	میکائیل	N;MASC+FEM;SG	N;SG
michiel	مایکل	michiel	مایکل	N;MASC+FEM;SG	N;SG
gevechten	مبارزات	gevecht	مبارزه	N;PL	N;PL
gevechten	نبردهای	gevecht	نبرد	N;PL	N;PL
gezondheid	سلامت	gezondheid	سلامت	N;MASC+FEM;SG	N;SG
gezondheid	بهداشت	gezondheid	بهداشت	N;MASC+FEM;SG	N;SG
gezondheid	health	gezondheid	health	N;MASC+FEM;SG	N;SG
gezondheid	سلامتی	gezondheid	سلامتی	N;MASC+FEM;SG	N;SG
aandelen	سهام	aandeel	سهم	N;PL	N;PL
oudheid	باستان	oudheid	باستان	N;MASC+FEM;SG	N;SG
microsoft	مایکروسافت	microsoft	مایکروسافت	N;MASC+FEM;SG	N;SG
microsoft	microsoft	microsoft	microsoft	N;MASC+FEM;SG	N;SG
pad	وزغ	pad	وزغ	N;NEUT;SG	N;SG
pad	راه	pad	راه	N;NEUT;SG	N;SG
pad	مسیر	pad	مسیر	N;NEUT;SG	N;SG
conflicten	درگیریهای	conflict	درگیری	N;PL	N;PL
nederzetting	سازش	nederzetting	سازش	N;MASC+FEM;SG	N;SG
nederzetting	قرارگاه	nederzetting	قرارگاه	N;MASC+FEM;SG	N;SG
nederzetting	توافق	nederzetting	توافق	N;MASC+FEM;SG	N;SG
nuts	آجیل	nuts	None	N;MASC+FEM;SG	N;SG
muzikant	نوازنده	muzikant	نوازنده	N;MASC+FEM;SG	N;SG
muzikant	musician	muzikant	musician	N;MASC+FEM;SG	N;SG
muzikant	موسیقیدان	muzikant	موسیقید	N;MASC+FEM;SG	N;SG
monte	مونته	monte	مونته	N;MASC+FEM;SG	N;SG
flora	فلورا	flora	فلورا	N;MASC+FEM;SG	N;SG
mannetje	مذکر	mannetje	None	N;NEUT;SG	N;SG
mannetje	نر	mannetje	نر	N;NEUT;SG	N;SG
oliver	اولیور	oliver	اولیور	N;MASC+FEM;SG	N;SG
oliver	الیور	oliver	الیور	N;MASC+FEM;SG	N;SG
seine	سن	seine	سن	N;MASC+FEM;SG	N;SG
sarah	ساره	sarah	ساره	N;MASC+FEM;SG	N;SG
división	ادلانته	división	ادلانته	N;MASC+FEM;SG	N;SG
gezelschap	شرکت	gezelschap	شرکت	N;NEUT;SG	N;SG
gezelschap	company	gezelschap	None	N;NEUT;SG	N;SG
gezelschap	کمپانی	gezelschap	کمپانی	N;NEUT;SG	N;SG
klarinet	کلارینت	klarinet	کلارینت	N;MASC+FEM;SG	N;SG
pga	pga	pga	pga	N;MASC+FEM;SG	N;SG
geneeskunde	دارو	geneeskunde	دارو	N;MASC+FEM;SG	N;SG
geneeskunde	طب	geneeskunde	طب	N;MASC+FEM;SG	N;SG
geneeskunde	پزشکی	geneeskunde	پزشکی	N;MASC+FEM;SG	N;SG
mohammed	محمد	mohammed	محمد	N;MASC+FEM;SG	N;SG
mohammed	محمد	mohammed	محمد	N;MASC+FEM;SG	N;SG
activiteit	فعالیت	activiteit	فعالیت	N;MASC+FEM;SG	N;SG
account	حساب	accounen	حساب	N;NEUT;SG	N;SG
sopraan	سوپرانو	sopraan	سوپرانو	N;MASC+FEM;SG	N;SG
caroline	کرولاین	caroline	کرولاین	N;MASC+FEM;SG	N;SG
caroline	کارولین	caroline	کارولین	N;MASC+FEM;SG	N;SG
caroline	کارولاین	caroline	کارولاین	N;MASC+FEM;SG	N;SG
ross	راس	ross	None	N;MASC+FEM;SG	N;SG
bourgondië	برگندی	bourgondië	بر#گرد	N;MASC+FEM;SG	N;SG
talent	استعداد	talent	استعداد	N;NEUT;SG	N;SG
talent	ذکاوت	talent	ذکاوت	N;NEUT;SG	N;SG
lisa	لیسا	lisa	لیسا	N;MASC+FEM;SG	N;SG
lisa	لیزا	lisa	لیزا	N;MASC+FEM;SG	N;SG
jaap	جک	jaap	جک	N;MASC+FEM;SG	N;SG
wetenschappers	دانشمندان	wetenschapper	دانشمند	N;PL	N;PL
bryan	برایان	bryan	برایان	N;MASC+FEM;SG	N;SG
bryan	بریان	bryan	بریان	N;MASC+FEM;SG	N;SG
hollywood	هالیوود	hollywood	هالیوود	N;NEUT;SG	N;SG
hollywood	هالیوودی	hollywood	هالیوودی	N;NEUT;SG	N;SG
veertien	چهارده	veertien	چهارده	NUM	NUM
atlete	athlete	atlete	athlete	N;MASC+FEM;SG	N;SG
atlete	پهلوان	atlete	None	N;MASC+FEM;SG	N;SG
atlete	ورزشکار	atlete	ورزشکار	N;MASC+FEM;SG	N;SG
goden	خدایان	god	خدا	N;PL	N;PL
alpes	آلپ	alpes	آلپ	N;MASC+FEM;SG	N;SG
graham	گراهام	graham	گراهام	N;MASC+FEM;SG	N;SG
trio	trio	trio	trio	N;NEUT;SG	N;SG
olivier	الیویه	olivier	الیویه	N;MASC+FEM;SG	N;SG
romp	هال	romp	هال	N;MASC+FEM;SG	N;SG
romp	بدنه	romp	بدنه	N;MASC+FEM;SG	N;SG
romp	تنه	romp	None	N;MASC+FEM;SG	N;SG
waarden	مقادیر	waard	مقدار	N;PL	N;PL
waarden	ارزشها	waard	ارزش	N;PL	N;PL
achterzijde	عقب	achterzijde	عقب	N;MASC+FEM;SG	N;SG
scaleminor	scaleminor	scaleminor	scaleminor	N;MASC+FEM;SG	N;SG
ann	ان	ann	None	N;MASC+FEM;SG	N;SG
lópez	لوپز	lópez	لوپز	N;MASC+FEM;SG	N;SG
visie	بصیرت	visie	بصیرت	N;MASC+FEM;SG	N;SG
visie	دید	visie	دید#بین	N;MASC+FEM;SG	N;SG
visie	ویژن	visie	ویژن	N;MASC+FEM;SG	N;SG
visie	بینایی	visie	بینایی	N;MASC+FEM;SG	N;SG
populariteit	محبوبیت	populariteit	محبوبیت	N;MASC+FEM;SG	N;SG
maximale	حداکثر	maximaal	حداکثر	ADJ	ADJ
toeschouwers	تماشاچیان	toeschouwer	تماشاچی	N;PL	N;PL
toeschouwers	تماشاگران	toeschouwer	تماشاگر	N;PL	N;PL
onderkant	مفعول	onderkant	مفعول	N;MASC+FEM;SG	N;SG
onderkant	باتوم	onderkant	باتوم	N;MASC+FEM;SG	N;SG
columbia	کلمبیا	columbia	کلمبیا	N;MASC+FEM;SG	N;SG
burcht	قلعه	burcht	قلعه	N;MASC+FEM;SG	N;SG
burcht	دژ	burcht	دژ	N;MASC+FEM;SG	N;SG
dikke	ضخیم	dik	ضخیم	ADJ	ADJ
dikke	چاق	dik	چاق	ADJ	ADJ
scheiding	طلاق	scheiding	طلاق	N;MASC+FEM;SG	N;SG
scheiding	جداسازی	scheiding	جداسازی	N;MASC+FEM;SG	N;SG
scheiding	جدایی	scheiding	جدایی	N;MASC+FEM;SG	N;SG
scheiding	تفکیک	scheiding	تفکیک	N;MASC+FEM;SG	N;SG
scheiding	فراق	scheiding	فراق	N;MASC+FEM;SG	N;SG
sectie	بخش	sectie	بخش	N;MASC+FEM;SG	N;SG
medewerker	کارمند	medewerker	کارمند	N;MASC+FEM;SG	N;SG
medewerker	همتای	medewerker	همتا	N;MASC+FEM;SG	N;SG
prince	پرنس	prince	پرنس	N;MASC+FEM;SG	N;SG
prince	پرینس	prince	پرینس	N;MASC+FEM;SG	N;SG
prince	شاهزاده	prince	شاهزاده	N;MASC+FEM;SG	N;SG
beer	خرس	beer	None	N;MASC+FEM;SG	N;SG
beer	خرسی	beer	خرسی	N;MASC+FEM;SG	N;SG
brieven	حروف	brief	حرف	N;PL	N;PL
universiteiten	دانشگاههای	universiteit	دانشگاه	N;PL	N;PL
universiteiten	دانشگاهها	universiteit	دانشگاه	N;PL	N;PL
julia	جولیا	julia	جولیا	N;MASC+FEM;SG	N;SG
valencia	والنسیا	valencia	والنسیا	N;NEUT;SG	N;SG
kleding	فشن	kleding	فشن	N;MASC+FEM;SG	N;SG
kleding	مد	kleding	مد	N;MASC+FEM;SG	N;SG
kleding	fashion	kleding	None	N;MASC+FEM;SG	N;SG
kleding	مُد	kleding	مُد	N;MASC+FEM;SG	N;SG
kleding	لباس	kleding	لباس	N;MASC+FEM;SG	N;SG
kleding	پوشاک	kleding	None	N;MASC+FEM;SG	N;SG
kleding	لباس	kleding	لباس	N;MASC+FEM;SG	N;SG
pennsylvania	پنسیلوانیا	pennsylvania	None	N;NEUT;SG	N;SG
documenten	اسناد	document	سند	N;PL	N;PL
management	مدیریت	management	مدیریت	N;NEUT;SG	N;SG
bell	ناقوس	bell	ناقوس	N;MASC+FEM;SG	N;SG
bell	زنگ	bell	زنگ	N;MASC+FEM;SG	N;SG
vergelijkbare	مشابه	vergelijkbaar	مشابه	ADJ	ADJ
carlo	کارلو	carlo	کارلو	N;MASC+FEM;SG	N;SG
cel	سلول	cel	سلول	N;MASC+FEM;SG	N;SG
cel	یاخته	cel	یاخت#یاز	N;MASC+FEM;SG	N;SG
