krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
jeanne	jeanne	jeanne	jeanne	N;INDF;MASC+FEM;SG	N;FEM;SG
skovene	bosques	skov	bosque	N;DEF;MASC+FEM;PL	N;MASC;PL
medie	media	medie	media	N;INDF;NEUT;SG	N;FEM;SG
medie	medium	medie	medium	N;INDF;NEUT;SG	N
medie	médium	medie	médium	N;INDF;NEUT;SG	N;MASC;SG
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	N
gene	gen	gene	gen	N;INDF;MASC+FEM;SG	N;MASC;SG
violinist	violinista	violinist	violinista	N;INDF;MASC+FEM;SG	N;SG
fisher	pescador	fishe	pescador	N;INDF;MASC+FEM;SG	N;MASC;SG
fester	fiestas	fest	fiesta	N;INDF;MASC+FEM;PL	N;FEM;PL
boks	box	boks	box	N;INDF;MASC+FEM;SG	N
boks	caja	boks	caja	N;INDF;MASC+FEM;SG	N;FEM;SG
boks	recuadro	boks	recuadro	N;INDF;MASC+FEM;SG	N;MASC;SG
boks	casilla	boks	casilla	N;INDF;MASC+FEM;SG	N;FEM;SG
overlevet	sobrevivió	overleve	sobrevivir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
muhammad	muhammad	muhammad	muhammad	N;INDF;MASC+FEM;SG	N;MASC;SG
muhammad	mahoma	muhammad	mahomo	N;INDF;MASC+FEM;SG	N;MASC;SG
bøde	multa	bøde	multa	N;INDF;MASC+FEM;SG	N;FEM;SG
beholder	mantener	beholde	mantener	V;IND;PRS;FIN;ACT	V;NFIN
beholder	manteniendo	beholde	mantener	V;IND;PRS;FIN;ACT	V;V.MSDR
relief	socorro	relief	socorro	N;INDF;MASC+FEM;SG	N;MASC;SG
relief	relevo	relief	relevo	N;INDF;MASC+FEM;SG	N;MASC;SG
relief	relieve	relief	relieve	N;INDF;MASC+FEM;SG	N;MASC;SG
relief	alivio	relief	alivio	N;INDF;MASC+FEM;SG	N;MASC;SG
fejre	festejando	fejre	festejar	V;NFIN;ACT	V;V.MSDR
fejre	celebrando	fejre	celebrar	V;NFIN;ACT	V;V.MSDR
fejre	celebrar	fejre	celebrar	V;NFIN;ACT	V;NFIN
fejre	celebra	fejre	celebrar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
fejre	celebran	fejre	celebrar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
fejre	celebre	fejre	celebrar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
dimensioner	dimensiones	dimension	dimensión	N;INDF;MASC+FEM;PL	N;FEM;PL
severin	severin	severin	severin	N;INDF;MASC+FEM;SG	N;MASC;SG
mediawiki	mediawiki	mediawiki	mediawiki	N;INDF;NEUT;SG	N;MASC;SG
journalisten	periodista	journalist	periodista	N;DEF;MASC+FEM;SG	N;SG
radioen	radio	radio	radio	N;DEF;MASC+FEM;SG	N;FEM;SG
metallica	metallica	metallica	metallica	N;INDF;NEUT;SG	N;FEM;SG
rapporteret	informó	rapportere	informar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kalmar	kalmar	kalmar	kalmar	N;INDF;MASC+FEM;SG	N;FEM;SG
organisere	organice	organisere	organizar	V;NFIN;ACT	V;IMP;SG;3;FIN
organisere	organizan	organisere	organizar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
organisere	organizarse	organisere	organizar	V;NFIN;ACT	V;SBJV;SG;3;IPFV;FIN
organisere	organizar	organisere	organizar	V;NFIN;ACT	V;NFIN
organisere	organiza	organisere	organizar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
organisere	organizar	organisere	organizar	V;NFIN;ACT	V;NFIN
organisere	organizando	organisere	organizar	V;NFIN;ACT	V;V.MSDR
gaderne	calles	gade	calle	N;DEF;MASC+FEM;PL	N;FEM;PL
udnyttelse	explotación	udnyttelse	explotación	N;INDF;MASC+FEM;SG	N;FEM;SG
udnyttelse	utilización	udnyttelse	utilización	N;INDF;MASC+FEM;SG	N;FEM;SG
annie	annie	annie	annie	N;INDF;MASC+FEM;SG	N;FEM;SG
annie	anita	annie	anitar	N;INDF;MASC+FEM;SG	N;FEM;SG
stabile	estables	stabil	estable	ADJ;PL	ADJ;PL
kamera	camera	kamera	camera	N;INDF;NEUT;SG	N;FEM;SG
kamera	cámara	kamera	cámara	N;INDF;NEUT;SG	N;FEM;SG
kamera	camara	kamera	camara	N;INDF;NEUT;SG	N;FEM;SG
regnede	lloviendo	regne	llover	V;IND;PST;FIN;ACT	V;V.MSDR
regnede	llovió	regne	llover	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
internt	internamente	internt	internamente	ADV	ADV
melchior	melchior	melchior	melchior	N;INDF;MASC+FEM;SG	N;MASC;SG
betjent	oficial	betjene	oficial	ADJ;INDF;SG	ADJ;SG
flash	flash	flash	flash	N;INDF;MASC+FEM;SG	N;MASC;SG
flash	destello	flash	destello	N;INDF;MASC+FEM;SG	N;MASC;SG
identiske	idénticas	identisk	idéntico	ADJ;PL	ADJ;FEM;PL
identiske	idénticos	identisk	idéntico	ADJ;PL	ADJ;MASC;PL
udtrykke	expresar	udtrykke	expresar	V;NFIN;ACT	V;NFIN
udtrykke	expresa	udtrykke	expresar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
udtrykke	expresando	udtrykke	expresar	V;NFIN;ACT	V;V.MSDR
husk	recuerden	husk	recordar	V;IMP	V;IMP;PL;3;FIN
husk	recordar	husk	recordar	V;IMP	V;NFIN
husk	recuerde	husk	recordar	V;IMP	V;IMP;SG;3;FIN
rotterdam	rotterdam	rotterdam	rotterdam	N;INDF;MASC+FEM;SG	N;MASC;SG
hvile	descansar	hvile	descansar	V;NFIN;ACT	V;NFIN
hvile	descansen	hvile	descansar	V;NFIN;ACT	V;IMP;PL;3;FIN
