van	從	van	從	ADP	ADP
taalgebruik	語	taalgebruik	語	N;NEUT;SG	N
taalgebruik	語文	taalgebruik	語文	N;NEUT;SG	N
klassen	類別	klasse	類別	N;PL	N
klassen	班級	klasse	班級	N;PL	N
harmonie	和睦	harmonie	和睦	N;MASC+FEM;SG	N
strip	脫衣	strip	脫衣	N;MASC+FEM;SG	N
strip	地帶	strip	地帶	N;MASC+FEM;SG	N
verklaren	申報	verklaren	申報	V;NFIN	V
uren	小時	ure	小時	N;PL	N
verplaatsen	移動	verplaatsen	移動	V;NFIN	V
verplaatsen	感動	verplaatsen	感動	V;NFIN	V
diepte	深度	diepte	深度	N;MASC+FEM;SG	N
dichtheid	密度	dichtheid	密度	N;MASC+FEM;SG	N
grave	墳	grave	墳	N;MASC+FEM;SG	N
grave	墓	grave	墓	N;MASC+FEM;SG	N
grave	墳	grave	墳	N;MASC+FEM;SG	N
gevangengenomen	囚禁	gevangennemen	囚禁	V;V.PTCP	V
gevangengenomen	被	gevangennemen	被	V;V.PTCP	V;PASS
praten	聊	praten	聊	V;NFIN	V
regime	政權	regime	政權	N;NEUT;SG	N
regime	制度	regime	制度	N;NEUT;SG	N
vertegenwoordiger	代表	vertegenwoordiger	代表	N;MASC+FEM;SG	N
graad	等級	graad	等級	N;MASC+FEM;SG	N
graad	年級	graad	年級	N;MASC+FEM;SG	N
graad	度	graad	度	N;MASC+FEM;SG	N
graad	程度	graad	程度	N;MASC+FEM;SG	N
graad	學位	graad	學位	N;MASC+FEM;SG	N
wijzigen	變更	wijzigen	變更	V;NFIN	V
wijzigen	修改	wijzigen	修改	V;NFIN	V
wijzigen	改變	wijzigen	改變	V;NFIN	V
wijzigen	變更	wijzigen	變更	V;NFIN	V
wijzigen	變	wijzigen	變	V;NFIN	V
vijanden	仇人	vijand	仇人	N;PL	N
virus	病毒	virus	病毒	N;NEUT;SG	N
verdeling	分銷	verdeling	分銷	N;MASC+FEM;SG	N
drukken	列	drukken	列	V;NFIN	V
drukken	列	drukken	列	V;NFIN	V
spoorwegen	鐵路	spoorwegen	鐵路	N;PL	N
spoorwegen	鐵路	spoorwegen	鐵路	N;PL	N
spoorwegen	鐵道	spoorwegen	鐵道	N;PL	N
spoorwegen	鐵路	spoorwegen	鐵路	N;PL	N
spoorwegen	鐵道	spoorwegen	鐵道	N;PL	N
vervallen	到期	vervallen	到期	V;NFIN	V
vervallen	過期	vervallen	過期	V;NFIN	V
interpretatie	口譯	interpretatie	口譯	N;MASC+FEM;SG	N
invasie	侵略	invasie	侵略	N;MASC+FEM;SG	N
ondergrondse	地下	ondergrondse	地下	N;MASC+FEM;SG	N
ondergrondse	地底	ondergrondse	地底	N;MASC+FEM;SG	N
natuurkunde	物理	natuurkunde	物理	N;MASC+FEM;SG	N
natuurkunde	物理	natuurkunde	物理	N;MASC+FEM;SG	N
gaten	空白	gat	空白	N;PL	N
gaten	差距	gat	差距	N;PL	N
gaten	缺口	gat	缺口	N;PL	N
held	英雄	held	英雄	N;MASC+FEM;SG	N
jacht	遊艇	jacht	遊艇	N;MASC+FEM;SG	N
jacht	獵	jacht	獵	N;MASC+FEM;SG	N
gat	洞口	gat	洞口	N;NEUT;SG	N
verzamelen	收集	verzamelen	收集	V;NFIN	V
verzamelen	收集	verzamelen	收集	V;NFIN	V
verzamelen	聚集	verzamelen	聚集	V;NFIN	V
verzamelen	收集	verzamelen	收集	V;NFIN	V
sfeer	氛圍	sfeer	氛圍	N;MASC+FEM;SG	N
sfeer	氣氛	sfeer	氣氛	N;MASC+FEM;SG	N
sfeer	大氣	sfeer	大氣	N;MASC+FEM;SG	N
sfeer	大氣	sfeer	大氣	N;MASC+FEM;SG	N
sfeer	氛圍	sfeer	氛圍	N;MASC+FEM;SG	N
sfeer	氛圍	sfeer	氛圍	N;MASC+FEM;SG	N
handhaven	維持	handhaven	維持	V;NFIN	V
bol	球體	bol	球體	N;MASC+FEM;SG	N
materialen	物料	materiaal	物料	N;PL	N
materialen	材料	materiaal	材料	N;PL	N
oordeel	判決	oordeel	判決	N;NEUT;SG	N
oordeel	判決	oordeel	判決	N;NEUT;SG	N
oordeel	判決	oordeel	判決	N;NEUT;SG	N
degradatie	退化	degradatie	退化	N;MASC+FEM;SG	N
bed	床	bed	床	N;NEUT;SG	N
bed	床上	bed	床上	N;NEUT;SG	N
uitslagen	成果	uitslag	成果	N;PL	N
uitslagen	結果	uitslag	結果	N;PL	N
header	標題	header	標題	N;MASC+FEM;SG	N
opbouw	施工	opbouw	施工	N;MASC+FEM;SG	N
opbouw	建築	opbouw	建築	N;MASC+FEM;SG	N
zoogdieren	哺乳	zoogdier	哺乳	N;PL	N
zoogdieren	哺乳	zoogdier	哺乳	N;PL	N
geprobeerd	企圖	proberen	企圖	V;V.PTCP	V
kleinzoon	孫子	kleinzoon	孫子	N;MASC+FEM;SG	N
kleinzoon	外孫	kleinzoon	外孫	N;MASC+FEM;SG	N
inzicht	洞察	inzicht	洞察	N;NEUT;SG	N
staande	站立	staan	站立	V;V.PTCP	V
schijf	碟片	schijf	碟片	N;MASC+FEM;SG	N
schijf	碟	schijf	碟	N;MASC+FEM;SG	N
schijf	磁碟	schijf	磁碟	N;MASC+FEM;SG	N
schijf	碟片	schijf	碟片	N;MASC+FEM;SG	N
schijf	碟	schijf	碟	N;MASC+FEM;SG	N
schijf	磁碟	schijf	磁碟	N;MASC+FEM;SG	N
kantons	各州	kanton	各州	N;PL	N
berichten	訊息	bericht	訊息	N;PL	N
berichten	信件	bericht	信件	N;PL	N
ijs	冰塊	ijs	冰塊	N;NEUT;SG	N
ijs	冰	ijs	冰	N;NEUT;SG	N
woonplaats	住宅	woonplaats	住宅	N;MASC+FEM;SG	N
woonplaats	居所	woonplaats	居所	N;MASC+FEM;SG	N
woonplaats	家鄉	woonplaats	家鄉	N;MASC+FEM;SG	N
woonplaats	故鄉	woonplaats	故鄉	N;MASC+FEM;SG	N
factor	因子	factor	因子	N;MASC+FEM;SG	N
factor	因數	factor	因數	N;MASC+FEM;SG	N
diameter	直徑	diameter	直徑	N;MASC+FEM;SG	N
haren	頭髮	haar	頭髮	N;PL	N
haren	髮型	haar	髮型	N;PL	N
haren	發	haar	發	N;PL	N
hobo	遊民	hobo	遊民	N;MASC+FEM;SG	N
verantwoordelijkheid	責任	verantwoordelijkheid	責任	N;MASC+FEM;SG	N
verantwoordelijkheid	責任	verantwoordelijkheid	責任	N;MASC+FEM;SG	N
verantwoordelijkheid	問責	verantwoordelijkheid	問責	N;MASC+FEM;SG	N
metal	金屬	metal	金屬	N;MASC+FEM;SG	N
redactie	社論	redactie	社論	N;MASC+FEM;SG	N
nut	實用	nut	實用	N;NEUT;SG	N
nut	效用	nut	效用	N;NEUT;SG	N
baas	老大	baas	老大	N;MASC+FEM;SG	N
baas	老闆	baas	老闆	N;MASC+FEM;SG	N
voorwaarde	條件	voorwaard	條件	N;MASC+FEM;SG	N
voorwaarde	狀況	voorwaard	狀況	N;MASC+FEM;SG	N
ijzer	鋼鐵	ijzer	鋼鐵	N;NEUT;SG	N
creëren	創建	creer	創建	V;NFIN	V
creëren	創建	creer	創建	V;NFIN	V
scène	場景	scène	場景	N;MASC+FEM;SG	N
scène	現場	scène	現場	N;MASC+FEM;SG	N
versterkt	擴增	versterken	擴增	V;V.PTCP	V
versterkt	強化	versterken	強化	V;V.PTCP	V
versterkt	加強	versterken	加強	V;V.PTCP	V
versterkt	增強	versterken	增強	V;V.PTCP	V
gebeurtenis	事件	gebeurtenis	事件	N;MASC+FEM;SG	N
gebeurtenis	活動	gebeurtenis	活動	N;MASC+FEM;SG	N
banen	工作	baan	工作	N;PL	N
weekend	週末	weekend	週末	N;NEUT;SG	N
waarschuwing	警告	waarschuwing	警告	N;MASC+FEM;SG	N
waarschuwing	警報	waarschuwing	警報	N;MASC+FEM;SG	N
waarschuwing	警示	waarschuwing	警示	N;MASC+FEM;SG	N
gepland	排定	plannen	排定	V;V.PTCP	V
fossielen	化石	fossiel	化石	N;PL	N
deelnemende	參加	deelnemen	參加	V;V.PTCP	V
deelnemende	參與	deelnemen	參與	V;V.PTCP	V
koppel	夫妻	koppel	夫妻	N;NEUT;SG	N
koppel	情侶	koppel	情侶	N;NEUT;SG	N
koppel	夫婦	koppel	夫婦	N;NEUT;SG	N
koppel	力	koppel	力	N;NEUT;SG	N
koppel	扭矩	koppel	扭矩	N;NEUT;SG	N
koppel	扭力	koppel	扭力	N;NEUT;SG	N
schuld	債務	schuld	債務	N;MASC+FEM;SG	N
schuld	罪惡	schuld	罪惡	N;MASC+FEM;SG	N
schuld	內疚	schuld	內疚	N;MASC+FEM;SG	N
hockey	曲棍	hockey	曲棍	N;MASC+FEM;SG	N
hockey	冰球	hockey	冰球	N;MASC+FEM;SG	N
express	快車	express	快車	N;MASC+FEM;SG	N
express	特快	express	特快	N;MASC+FEM;SG	N
vangen	接住	vangen	接住	V;NFIN	V
vangen	擷取	vangen	擷取	V;NFIN	V
vangen	捕捉	vangen	捕捉	V;NFIN	V
vangen	捕獲	vangen	捕獲	V;NFIN	V
vangen	捕捉	vangen	捕捉	V;NFIN	V
vangen	捕獲	vangen	捕獲	V;NFIN	V
depressie	抑鬱	depressie	抑鬱	N;MASC+FEM;SG	N
depressie	沮喪	depressie	沮喪	N;MASC+FEM;SG	N
episode	插曲	episode	插曲	N;MASC+FEM;SG	N
episode	集	episode	集	N;MASC+FEM;SG	N
absolute	絕對	absoluut	絕對	ADJ	ADJ
gedeeld	共用	delen	共用	V;V.PTCP	V
gedeeld	共享	delen	共享	V;V.PTCP	V
gedeeld	分享	delen	分享	V;V.PTCP	V
tank	坦克	tank	坦克	N;MASC+FEM;SG	N
voertuig	車輛	voertuig	車輛	N;NEUT;SG	N
tijdschriften	期刊	tijdschrift	期刊	N;PL	N
tijdschriften	雜誌	tijdschrift	雜誌	N;PL	N
slaven	奴隸	slaven	奴隸	N;PL	N
lama	喇嘛	lama	喇嘛	N;MASC+FEM;SG	N
verschijnsel	現象	verschijnsel	現象	N;NEUT;SG	N
coalitie	聯盟	coalitie	聯盟	N;MASC+FEM;SG	N
coalitie	聯軍	coalitie	聯軍	N;MASC+FEM;SG	N
zusters	姐妹	zuster	姐妹	N;PL	N
zusters	姊妹	zuster	姊妹	N;PL	N
gesprek	對話	gesprek	對話	N;NEUT;SG	N
vlees	肉	vlees	肉	N;NEUT;SG	N
vlees	肉類	vlees	肉類	N;NEUT;SG	N
vlees	血肉	vlees	血肉	N;NEUT;SG	N
vlees	肉體	vlees	肉體	N;NEUT;SG	N
verzameld	收集	verzamelen	收集	V;V.PTCP	V
track	曲目	track	曲目	N;MASC+FEM;SG	N
track	軌道	track	軌道	N;MASC+FEM;SG	N
track	軌跡	track	軌跡	N;MASC+FEM;SG	N
nek	脖子	nek	脖子	N;MASC+FEM;SG	N
nek	頸	nek	頸	N;MASC+FEM;SG	N
nek	頸部	nek	頸部	N;MASC+FEM;SG	N
fractie	群組	fractie	群組	N;MASC+FEM;SG	N
fractie	群	fractie	群	N;MASC+FEM;SG	N
fractie	分數	fractie	分數	N;MASC+FEM;SG	N
uitgenodigd	邀請	uitnodigen	邀請	V;V.PTCP	V
uitgenodigd	受邀	uitnodigen	受邀	V;V.PTCP	V
tanks	坦克	tank	坦克	N;PL	N
velden	田間	vellen	田間	N;PL	N
velden	田地	vellen	田地	N;PL	N
velden	欄位	vellen	欄位	N;PL	N
velden	田野	vellen	田野	N;PL	N
borst	胸	borst	胸	N;MASC+FEM;SG	N
borst	胸部	borst	胸部	N;MASC+FEM;SG	N
borst	胸膛	borst	胸膛	N;MASC+FEM;SG	N
borst	胸口	borst	胸口	N;MASC+FEM;SG	N
borst	胸	borst	胸	N;MASC+FEM;SG	N
borst	胸部	borst	胸部	N;MASC+FEM;SG	N
borst	乳房	borst	乳房	N;MASC+FEM;SG	N
springen	跳躍	springen	跳躍	V;NFIN	V
springen	蹦	springen	蹦	V;NFIN	V
springen	跳躍	springen	跳躍	V;NFIN	V
kaas	乳酪	kaas	乳酪	N;MASC+FEM;SG	N
kaas	乾酪	kaas	乾酪	N;MASC+FEM;SG	N
standbeeld	雕像	standbeeld	雕像	N;NEUT;SG	N
standbeeld	雕塑	standbeeld	雕塑	N;NEUT;SG	N
standbeeld	塑像	standbeeld	塑像	N;NEUT;SG	N
concurrentie	競爭	concurrentie	競爭	N;MASC+FEM;SG	N
concurrentie	競賽	concurrentie	競賽	N;MASC+FEM;SG	N
geallieerde	盟軍	geallieerde	盟軍	N;MASC+FEM;SG	N
geallieerde	盟國	geallieerde	盟國	N;MASC+FEM;SG	N
visser	漁民	visser	漁民	N;MASC+FEM;SG	N
kat	貓咪	kat	貓咪	N;MASC+FEM;SG	N
kat	貓	kat	貓	N;MASC+FEM;SG	N
perfect	完美	perfect	完美	ADJ	ADJ
grootvader	爺爺	grootvader	爺爺	N;MASC+FEM;SG	N
grootvader	祖父	grootvader	祖父	N;MASC+FEM;SG	N
gekoppeld	配對	koppelen	配對	V;V.PTCP	V
mix	組合	mix	組合	N;MASC+FEM;SG	N
toenemende	增加	toenemen	增加	V;V.PTCP	V
voorwerp	天體	voorwerp	天體	N;NEUT;SG	N
voorwerp	物件	voorwerp	物件	N;NEUT;SG	N
captain	機長	captain	機長	N;MASC+FEM;SG	N
captain	隊長	captain	隊長	N;MASC+FEM;SG	N
vleugel	翼	vleugel	翼	N;MASC+FEM;SG	N
oever	岸	oever	岸	N;MASC+FEM;SG	N
oever	岸邊	oever	岸邊	N;MASC+FEM;SG	N
oever	海岸	oever	海岸	N;MASC+FEM;SG	N
privé	私人	privé	私人	ADJ	ADJ
belangen	興趣	belang	興趣	N;PL	N
belangen	利益	belang	利益	N;PL	N
koper	買主	koper	買主	N;MASC+FEM;SG	N
koper	銅礦	koper	銅礦	N;MASC+FEM;SG	N
koper	銅	koper	銅	N;MASC+FEM;SG	N
verdienen	掙	verdienen	掙	V;NFIN	V
verdienen	賺取	verdienen	賺取	V;NFIN	V
verdienen	賺	verdienen	賺	V;NFIN	V
fonds	基金	fonds	基金	N;NEUT;SG	N
days	日子	days	日子	N;MASC+FEM;SG	N
days	天數	days	天數	N;MASC+FEM;SG	N
geluk	幸運	geluk	幸運	N;NEUT;SG	N
geluk	幸福	geluk	幸福	N;NEUT;SG	N
geluk	運氣	geluk	運氣	N;NEUT;SG	N
gevel	外觀	gevel	外觀	N;MASC+FEM;SG	N
kaap	角	kaap	角	N;MASC+FEM;SG	N
openen	營業	openen	營業	V;NFIN	V
openen	開啟	openen	開啟	V;NFIN	V
openen	開放	openen	開放	V;NFIN	V
openen	開局	openen	開局	V;NFIN	V
openen	開幕	openen	開幕	V;NFIN	V
haan	公雞	haan	公雞	N;MASC+FEM;SG	N
haan	公雞	haan	公雞	N;MASC+FEM;SG	N
portretten	肖像	portret	肖像	N;PL	N
portretten	畫像	portret	畫像	N;PL	N
portretten	肖像	portret	肖像	N;PL	N
cover	封面	cover	封面	N;MASC+FEM;SG	N
cover	掩護	cover	掩護	N;MASC+FEM;SG	N
banken	銀行	bank	銀行	N;PL	N
ramp	災害	ramp	災害	N;MASC+FEM;SG	N
ramp	災難	ramp	災難	N;MASC+FEM;SG	N
ramp	災難	ramp	災難	N;MASC+FEM;SG	N
terugkeren	返回	terugkeren	返回	V;NFIN	V
terugkeren	回歸	terugkeren	回歸	V;NFIN	V
najaar	秋季	najaar	秋季	N;NEUT;SG	N
najaar	秋天	najaar	秋天	N;NEUT;SG	N
evenementen	事件	evenement	事件	N;PL	N
evenementen	活動	evenement	活動	N;PL	N
schieten	拍攝	schieten	拍攝	V;NFIN	V
schieten	拍	schieten	拍	V;NFIN	V
schieten	拍攝	schieten	拍攝	V;NFIN	V
verhoogd	增加	verhogen	增加	V;V.PTCP	V
ondersteunen	支援	ondersteunen	支援	V;NFIN	V
inkomsten	收益	inkomsten	收益	N;PL	N
inkomsten	稅	inkomsten	稅	N;PL	N
inkomsten	收入	inkomsten	收入	N;PL	N
inkomsten	收益	inkomsten	收益	N;PL	N
inkomsten	收入	inkomsten	收入	N;PL	N
inkomsten	收入	inkomsten	收入	N;PL	N
inkomsten	收入	inkomsten	收入	N;PL	N
moon	月球	moon	月球	N;MASC+FEM;SG	N
moon	月亮	moon	月亮	N;MASC+FEM;SG	N
moon	月	moon	月	N;MASC+FEM;SG	N
formaat	大小	formaat	大小	N;NEUT;SG	N
formaat	體積	formaat	體積	N;NEUT;SG	N
formaat	尺寸	formaat	尺寸	N;NEUT;SG	N
formaat	格式	formaat	格式	N;NEUT;SG	N
formaat	形式	formaat	形式	N;NEUT;SG	N
formaat	格式	formaat	格式	N;NEUT;SG	N
schema	綱要	schema	綱要	N;NEUT;SG	N
schema	附表	schema	附表	N;NEUT;SG	N
trams	電車	tram	電車	N;PL	N
mode	時裝	mode	時裝	N;MASC+FEM;SG	N
mode	時尚	mode	時尚	N;MASC+FEM;SG	N
mode	模式	mode	模式	N;MASC+FEM;SG	N
autoriteiten	當局	autoriteit	當局	N;PL	N
redacteur	編輯	redacteur	編輯	N;MASC+FEM;SG	N
aantallen	數字	aantal	數字	N;PL	N
abt	方丈	abt	方丈	N;MASC+FEM;SG	N
verdieping	下限	verdieping	下限	N;MASC+FEM;SG	N
verdieping	地板	verdieping	地板	N;MASC+FEM;SG	N
aanbod	優惠	aanbod	優惠	N;NEUT;SG	N
gymnasium	體育	gymnasium	體育	N;NEUT;SG	N
nul	零	nul	零	NUM	NUM
bundel	叢	bundel	叢	N;MASC+FEM;SG	N
baai	灣	baai	灣	N;MASC+FEM;SG	N
baai	灣	baai	灣	N;MASC+FEM;SG	N
baai	海灣	baai	海灣	N;MASC+FEM;SG	N
uniek	獨特	uniek	獨特	ADJ	ADJ
uniek	獨一	uniek	獨一	ADJ	ADJ
tijdperk	紀元	tijdperk	紀元	N;NEUT;SG	N
vertalen	翻譯	vertalen	翻譯	V;NFIN	V
vertalen	翻譯	vertalen	翻譯	V;NFIN	V
vertalen	翻譯	vertalen	翻譯	V;NFIN	V
politici	政界	politicus	政界	N;PL	N
politici	政客	politicus	政客	N;PL	N
politici	政治	politicus	政治	N;PL	N
vrijwilligers	義工	vrijwilliger	義工	N;PL	N
geallieerden	盟友	geallieerde	盟友	N;PL	N
geallieerden	盟軍	geallieerde	盟軍	N;PL	N
geallieerden	盟國	geallieerde	盟國	N;PL	N
geallieerden	同盟	geallieerde	同盟	N;PL	N
toerisme	旅遊	toerisme	旅遊	N;NEUT;SG	N
hills	丘陵	hill	丘陵	N;PL	N
vruchten	果實	vrucht	果實	N;PL	N
vruchten	水果	vrucht	水果	N;PL	N
vruchten	果	vrucht	果	N;PL	N
vruchten	果實	vrucht	果實	N;PL	N
vruchten	水果	vrucht	水果	N;PL	N
dik	厚厚	dik	厚厚	ADJ	ADJ
lezers	讀者	lezer	讀者	N;PL	N
zout	鹹	zout	鹹	N;NEUT;SG	N
zout	食鹽	zout	食鹽	N;NEUT;SG	N
zout	鹽	zout	鹽	N;NEUT;SG	N
boeddhisme	佛教	boeddhisme	佛教	N;NEUT;SG	N
son	兒子	son	兒子	N;MASC+FEM;SG	N
tag	標記	tag	標記	N;SG	N
tag	標籤	tag	標籤	N;SG	N
gebouwde	建	bouwen	建	V;V.PTCP	V
democratie	民主	democratie	民主	N;MASC+FEM;SG	N
hoofdkwartier	總部	hoofdkwartier	總部	N;NEUT;SG	N
stuart	司徒	stuart	司徒	N;MASC+FEM;SG	N
mol	痣	mol	痣	N;MASC+FEM;SG	N
mol	鼴鼠	mol	鼴鼠	N;MASC+FEM;SG	N
mol	痣	mol	痣	N;MASC+FEM;SG	N
mol	鼴鼠	mol	鼴鼠	N;MASC+FEM;SG	N
misbruik	濫用	misbruik	濫用	N;NEUT;SG	N
misbruik	濫用	misbruik	濫用	N;NEUT;SG	N
doek	畫布	doek	畫布	N;NEUT;SG	N
doek	帆布	doek	帆布	N;NEUT;SG	N
box	箱	box	箱	N;MASC+FEM;SG	N
box	框	box	框	N;MASC+FEM;SG	N
box	盒	box	盒	N;MASC+FEM;SG	N
box	盒子	box	盒子	N;MASC+FEM;SG	N
box	方	box	方	N;MASC+FEM;SG	N
proefschrift	論文	proefschrift	論文	N;NEUT;SG	N
proefschrift	命題	proefschrift	命題	N;NEUT;SG	N
proefschrift	論文	proefschrift	論文	N;NEUT;SG	N
gebonden	被	binden	被	V;V.PTCP	V;PASS
jurist	律師	jurist	律師	N;MASC+FEM;SG	N
slang	蛇	slang	蛇	N;MASC+FEM;SG	N
doelen	目標	doel	目標	N;PL	N
doelen	目標	doel	目標	N;PL	N
uitgaven	支出	uitgave	支出	N;PL	N
uitgaven	支出	uitgave	支出	N;PL	N
uitgaven	費用	uitgave	費用	N;PL	N
uitgaven	開支	uitgave	開支	N;PL	N
uitgaven	支出	uitgave	支出	N;PL	N
beroemd	著名	beroemd	著名	ADJ	ADJ
tekening	繪圖	tekening	繪圖	N;MASC+FEM;SG	N
tekening	圖畫	tekening	圖畫	N;MASC+FEM;SG	N
tekening	繪畫	tekening	繪畫	N;MASC+FEM;SG	N
soundtrack	配樂	soundtrack	配樂	N;MASC+FEM;SG	N
respect	尊重	respect	尊重	N;NEUT;SG	N
meneer	先生	meneer	先生	N;MASC+FEM;SG	N
bewegingen	運動	beweging	運動	N;PL	N
nintendo	任天	nintendo	任天	N;MASC+FEM;SG	N
staal	鋼鐵	staal	鋼鐵	N;NEUT;SG	N
staal	鋼	staal	鋼	N;NEUT;SG	N
complexe	複雜	complex	複雜	ADJ	ADJ
gecombineerd	結合	combineren	結合	V;V.PTCP	V
bezwaren	異議	bezwaar	異議	N;PL	N
meren	湖泊	meer	湖泊	N;PL	N
kok	廚師	kok	廚師	N;MASC+FEM;SG	N
kok	廚師	kok	廚師	N;MASC+FEM;SG	N
brigade	旅	brigade	旅	N;MASC+FEM;SG	N
leed	受	lijden	受	V;SG;PST;FIN	V
gast	花花	gast	花花	N;MASC+FEM;SG	N
gast	賓	gast	賓	N;MASC+FEM;SG	N
gast	來賓	gast	來賓	N;MASC+FEM;SG	N
gast	客人	gast	客人	N;MASC+FEM;SG	N
neus	鼻	neus	鼻	N;MASC+FEM;SG	N
neus	鼻子	neus	鼻子	N;MASC+FEM;SG	N
verlaat	休假	verlaten	休假	V;SG;PRS;FIN	V
verlaat	離開	verlaten	離開	V;SG;PRS;FIN	V
gebroken	斷裂	breken	斷裂	V;V.PTCP	V
plaatjes	圖片	plaat	圖片	N;PL	N
plaatjes	像片	plaat	像片	N;PL	N
plaatjes	圖畫	plaat	圖畫	N;PL	N
plaatjes	照片	plaat	照片	N;PL	N
scherm	螢幕	scherm	螢幕	N;NEUT;SG	N
apparaat	裝置	apparaat	裝置	N;NEUT;SG	N
apparaat	儀器	apparaat	儀器	N;NEUT;SG	N
apparaat	器械	apparaat	器械	N;NEUT;SG	N
politica	政客	politica	政客	N;MASC+FEM;SG	N
politica	政治	politica	政治	N;MASC+FEM;SG	N
zwaard	刀鋒	zwaard	刀鋒	N;NEUT;SG	N
zwaard	刀片	zwaard	刀片	N;NEUT;SG	N
zwaard	刀	zwaard	刀	N;NEUT;SG	N
zwaard	劍	zwaard	劍	N;NEUT;SG	N
zwaard	寶劍	zwaard	寶劍	N;NEUT;SG	N
noten	堅果	noten	堅果	N;PL	N
kanten	蕾絲	kant	蕾絲	N;PL	N
kanten	花邊	kant	花邊	N;PL	N
smal	狹窄	smal	狹窄	ADJ	ADJ
ondergrond	基底	ondergrond	基底	N;MASC+FEM;SG	N
ondergrond	底土	ondergrond	底土	N;MASC+FEM;SG	N
takken	分行	tak	分行	N;PL	N
takken	樹枝	tak	樹枝	N;PL	N
takken	分支	tak	分支	N;PL	N
soul	靈魂	soul	靈魂	N;MASC+FEM;SG	N
vertegenwoordigers	代表	vertegenwoordiger	代表	N;PL	N
typen	打字	typen	打字	V;NFIN	V
godin	女神	godin	女神	N;MASC+FEM;SG	N
roze	粉	roze	粉	N;MASC+FEM;SG	N
roze	粉色	roze	粉色	N;MASC+FEM;SG	N
roze	粉紅	roze	粉紅	N;MASC+FEM;SG	N
roze	粉紅	roze	粉紅	N;MASC+FEM;SG	N
hal	廳	hal	廳	N;MASC+FEM;SG	N
hal	大廳	hal	大廳	N;MASC+FEM;SG	N
rotsen	崖	rotsen	崖	N;PL	N
rotsen	懸崖	rotsen	懸崖	N;PL	N
rotsen	崖	rotsen	崖	N;PL	N
rotsen	岩	rotsen	岩	N;PL	N
rotsen	岩石	rotsen	岩石	N;PL	N
rotsen	石頭	rotsen	石頭	N;PL	N
rotsen	搖滾	rotsen	搖滾	N;PL	N
rotsen	岩	rotsen	岩	N;PL	N
rotsen	岩石	rotsen	岩石	N;PL	N
dialecten	方言	dialect	方言	N;PL	N
nomineren	提名	nomineren	提名	V;NFIN	V
associatie	協會	associatie	協會	N;MASC+FEM;SG	N
index	索引	index	索引	N;MASC+FEM;SG	N
index	指數	index	指數	N;MASC+FEM;SG	N
snap	折斷	snap	折斷	V;SG;PRS;FIN	V
schimmel	模具	schimmel	模具	N;MASC+FEM;SG	N
schimmel	真菌	schimmel	真菌	N;MASC+FEM;SG	N
schimmel	模具	schimmel	模具	N;MASC+FEM;SG	N
belasting	稅	belasting	稅	N;MASC+FEM;SG	N
belasting	稅務	belasting	稅務	N;MASC+FEM;SG	N
belasting	稅務	belasting	稅務	N;MASC+FEM;SG	N
belasting	稅	belasting	稅	N;MASC+FEM;SG	N
belasting	稅	belasting	稅	N;MASC+FEM;SG	N
belasting	稅金	belasting	稅金	N;MASC+FEM;SG	N
belasting	稅務	belasting	稅務	N;MASC+FEM;SG	N
belasting	稅	belasting	稅	N;MASC+FEM;SG	N
belasting	稅	belasting	稅	N;MASC+FEM;SG	N
belasting	稅款	belasting	稅款	N;MASC+FEM;SG	N
diplomaat	外交	diplomaat	外交	N;MASC+FEM;SG	N
vasteland	內地	vasteland	內地	N;NEUT;SG	N
vasteland	大陸	vasteland	大陸	N;NEUT;SG	N
loon	工資	loon	工資	N;NEUT;SG	N
loon	工資	loon	工資	N;NEUT;SG	N
conferentie	會議	conferentie	會議	N;MASC+FEM;SG	N
ramen	窗	raam	窗	N;PL	N
ramen	拉麵	raam	拉麵	N;PL	N
sterven	垂死	sterven	垂死	V;NFIN	V
boodschap	留言	boodschap	留言	N;MASC+FEM;SG	N
boodschap	訊息	boodschap	訊息	N;MASC+FEM;SG	N
boodschap	信件	boodschap	信件	N;MASC+FEM;SG	N
kring	圓形	kring	圓形	N;MASC+FEM;SG	N
kring	圓圈	kring	圓圈	N;MASC+FEM;SG	N
kring	迴圈	kring	迴圈	N;MASC+FEM;SG	N
kring	圈	kring	圈	N;MASC+FEM;SG	N
oproep	電話	oproep	電話	N;MASC+FEM;SG	N
oproep	通話	oproep	通話	N;MASC+FEM;SG	N
cirkel	圓形	cirkel	圓形	N;MASC+FEM;SG	N
cirkel	圓圈	cirkel	圓圈	N;MASC+FEM;SG	N
cirkel	迴圈	cirkel	迴圈	N;MASC+FEM;SG	N
cirkel	圈	cirkel	圈	N;MASC+FEM;SG	N
altaar	祭壇	altaar	祭壇	N;NEUT;SG	N
altaar	壇	altaar	壇	N;NEUT;SG	N
altaar	神社	altaar	神社	N;NEUT;SG	N
fiets	單車	fiets	單車	N;MASC+FEM;SG	N
fiets	腳踏	fiets	腳踏	N;MASC+FEM;SG	N
materieel	裝備	materieel	裝備	N;NEUT;SG	N
hoofdredacteur	編輯	hoofdredacteur	編輯	N;MASC+FEM;SG	N
kenmerk	特性	kenmerk	特性	N;NEUT;SG	N
kenmerk	特點	kenmerk	特點	N;NEUT;SG	N
kenmerk	特徵	kenmerk	特徵	N;NEUT;SG	N
kenmerk	功能	kenmerk	功能	N;NEUT;SG	N
