nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
środowisko	पर्यावरण	środowisko	पर्यावरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
fortepian	पियानो	fortepianin	पियानो	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dan	दन	dana	दन		
biorąc	लेने	brać	ले	V;IPFV;PRS;V.CVB;ACT	V;MASC;NFIN;ACT
krytyk	आलोचक	krytyk	आलोचक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wyróżnienie	अवार्ड	wyróżnienie	अवार्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyróżnienie	पुरस्कार	wyróżnienie	पुरस्कार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyróżnienie	भेद	wyróżnienie	भेद	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pseudonim	कोडनाम	pseudonić	कोडनाम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pseudonim	उपनाम	pseudonić	उपनाम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
złożone	जटिल	złożyć	जटिल	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
tysiące	हज़ारो	tysiące	हज़ारो		
tysiące	हजारो	tysiące	हजारो		
francuskie	फ्रांसीसी	francuski	फ्रांसीसी	ADJ;NOM;NEUT;SG	ADJ;NOM
drobne	नाबालिग	drobny	नाबालिग	ADJ;NOM;NEUT;SG	ADJ;NOM
zgłoszenie	अधिसूचना	zgłosić	अधिसूचना	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgłoszenie	सूचना	zgłosić	सूचना	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgłoszenie	डिक्लेरेशन	zgłosić	डिक्लेरेशन	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zgłoszenie	घोषणा	zgłosić	घोषणा	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgłoszenie	रिपोर्ट	zgłosić	रिपोर्ट	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgłoszenie	रपट	zgłosić	रपट	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
różnice	भिन्नताएं	różnica	भिन्नता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
różnice	मतभेद	różnica	मतभेद	N;NOM;FEM;PL	N;NOM;MASC;PL;3
mechanizm	यांत्रिकी	mechanizm	यांत्रिकी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
specjalny	विशेष	specjalny	विशेष	ADJ;NOM;MASC;SG	ADJ;NOM
specjalny	खास	specjalny	खास	ADJ;NOM;MASC;SG	ADJ;NOM
per	प्रति	per	प्रति		
płci	लिंग	płzcieć	लिंग		
nauczycieli	शिक्षकों	nauczyciel	शिक्षक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
mvp	mvp	mrpa	mvp		
wybrzeże	तटरेखा	wybrzeże	तटरेखा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stworzenie	निर्माण	stworzenie	निर्माण	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
stworzenie	सृष्टि	stworzenie	सृष्टि	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
stworzenie	प्राणी	stworzenie	प्राणी	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
ulice	सड़कें	ulica	सड़क	N;NOM;FEM;PL	N;NOM;FEM;PL;3
ulice	गलियां	ulica	गली	N;NOM;FEM;PL	N;NOM;FEM;PL;3
wideo	video	wideo	video		
podzielone	विभक्त	podzielić	विभक्त	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
podzielone	विभाजित	podzielić	विभाजित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
old	ओल्ड	old	ओल्ड		
rose	रोज़	rós	रोज़		
ważki	व्याध	ważka	व्याध		
tworzyć	बनाएं	tworzyć	बना	V;IPFV;NFIN;ACT	V;SBJV;PL;3;FIN;ACT
tworzyć	बनाएँ	tworzyć	बना	V;IPFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
internet	इंटरनेट	internet	इंटरनेट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
internet	इन्टरनेट	internet	इन्टरनेट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
internet	अंतरजाल	internet	अंतरजाल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przypadek	केस	przypadek	केस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przypadek	मामला	przypadek	मामला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
płynie	बहती	płynąć	बह	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
wykonuje	चलाता	wykonywać	चला	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
nadwozia	देह	nadwóziać	देह		
analiza	विश्लेषण	analiza	विश्लेषण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
analiza	analytics	analiza	analytics	N;NOM;FEM;SG	N;NOM;MASC;SG;3
analiza	विश्लेषण	analiza	विश्लेषण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
żelaza	लोहा	żelazo	लोहा		
żelaza	लौह	żelazo	लौह		
głowa	दिमाग़	głowa	दिमाग़	N;NOM;FEM;SG	N;NOM;MASC;SG;3
głowa	सिर	głowa	सिर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opowiadania	कहानियाँ	opowiadanie	कहानी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
opowiadania	कहानियां	opowiadanie	कहानी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
agencja	एजेंसी	agencja	एजेंसी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
serce	हृदय	serce	हृदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serce	हृदय	serce	हृदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serce	ह्रदय	serce	ह्रदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serce	दिल	serce	दिल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
różnica	भिन्नता	różnica	भिन्नता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
różnica	अवकल	różnica	अवकल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
naturalnych	स्वाभाविक	naturalny	स्वाभाविक	ADJ;GEN;MASC;PL	ADJ
standard	मानक	standard	मानक		
komendant	कमांडेंट	komendant	कमांडेंट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
postępowania	कार्यवाही	postępowanie	कार्यवाही	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ugrupowania	समूहीकरण	ugrupowanie	समूहीकरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wywiad	साक्षात्कार	wywiad	साक्षात्कार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wywiad	इंटरव्यू	wywiad	इंटरव्यू	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wywiad	बुद्धि	wywiad	बुद्धि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wywiad	इंटेलिजेंस	wywiad	इंटेलिजेंस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wywiad	खुफिया	wywiad	खुफिया	N;NOM;MASC;SG	N;NOM;MASC
wywiad	बुद्धिमत्ता	wywiad	बुद्धिमत्ता	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zapaśnik	पहलवान	zapaśnik	पहलवान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uznanie	सराहना	uznanie	सराहना	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
uznanie	मान्यता	uznanie	मान्यता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
biologia	जीवविज्ञान	biologia	जीवविज्ञान	N;NOM;FEM;SG	N;NOM;FEM;SG;3
krytyków	आलोचकों	krytyk	आलोचक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
nauczania	शिक्षण	nauczanie	शिक्षण	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
rzeźba	मूर्तिकला	rzeźba	मूर्तिकला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rzeźba	उत्कीर्णन	rzeźba	उत्कीर्णन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rzeźba	नक्काशी	rzeźba	नक्काशी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
urzędnik	क्लर्क	urzędnik	क्लर्क	N;NOM;MASC;SG	N;NOM;MASC;SG;3
chiny	चीनी	chiny	चीनी		
przyjaciel	मित्र	przyjaciel	मित्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przyjaciel	दोस्त	przyjaciel	दोस्त	N;NOM;MASC;SG	N;NOM;MASC;SG;3
parlament	संसद	parlament	संसद	N;NOM;MASC;SG	N;NOM;FEM;SG;3
parlament	लोकसभा	parlament	लोकसभा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
parlament	पार्लियामेंट	parlament	पार्लियामेंट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pełna	पूरा	pełny	पूरा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wsparcie	समर्थन	wesprzeć	समर्थन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wsparcie	सहायता	wesprzeć	सहायता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
wsparcie	बैकअप	wesprzeć	बैकअप	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
last	आखरी	last	आखरी		
orła	चील	orzeł	चील		
orła	ईगल	orzeł	ईगल		
dodatek	परिशिष्ट	dodatek	परिशिष्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dodatek	योगात्मक	dodatek	योगात्मक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przygotowania	तैयारी	przygotowanie	तैयारी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kult	पूजा	kult	पूजा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kult	इबादत	kult	इबादत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zielony	ग्रीन	zielony	ग्रीन		
architektura	आर्किटेक्चर	architektura	आर्किटेक्चर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
architektura	वास्तु	architektura	वास्तु	N;NOM;FEM;SG	N;NOM;MASC;SG;3
architektura	वास्तुकला	architektura	वास्तुकला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
biblii	बाइबल	biblia	बाइबल		
placówka	चौकी	placówka	चौकी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
placówka	सुविधा	placówka	सुविधा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dół	तल	dół	तल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gubernator	गवर्नर	gubernator	गवर्नर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dramat	नौटंकी	dramat	नौटंकी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dramat	ड्रामा	dramat	ड्रामा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dramat	नाटक	dramat	नाटक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozmiar	आकार	rozmiar	आकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pracownicy	कर्मचारी	pracownik	कर्मचारी	N;NOM;MASC;PL	N;NOM;MASC;PL;3
pracownicy	श्रमिकों	pracownik	श्रमिक	N;NOM;MASC;PL	N;NOM;MASC;PL;3
pracownicy	मजदूर	pracownik	मजदूर	N;NOM;MASC;PL	N;NOM;MASC;PL;3
lepsze	बेहतर	dobry	बेहतर	ADJ;NOM;CMPR;MASC;SG	ADJ
historycznej	ऐतिहासिक	historyczny	ऐतिहासिक	ADJ;GEN;FEM;SG	ADJ
znaleziono	मिली	znaleźć	मिल	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
znaleziono	मिले	znaleźć	मिल	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
znaleziono	पाये	znaleźć	पा	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
znaleziono	पाया	znaleźć	पा	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
znaleziono	मिला	znaleźć	मिल	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
zainteresowanie	रुचि	zainteresowanie	रुचि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zainteresowanie	रूचि	zainteresowanie	रूचि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zainteresowanie	ब्याज	zainteresowanie	ब्याज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
powietrze	वायु	powietrze	वायु	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
powietrze	एयर	powietrze	एयर	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ciekawe	दिलचस्प	ciekawy	दिलचस्प	ADJ;NOM;NEUT;SG	ADJ
boy	छोरा	boy	छोरा		
boy	लडका	boy	लडक		
boy	बॉय	boy	बॉय		
włączony	सक्षम	włączyć	सक्षम	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
włączony	सक्रिय	włączyć	सक्रिय	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
odpowiedzialny	उत्तरदायी	odpowiedzialny	उत्तरदायी	ADJ;NOM;MASC;SG	ADJ
odpowiedzialny	जिम्मेदार	odpowiedzialny	जिम्मेदार	ADJ;NOM;MASC;SG	ADJ
rzut	प्रक्षेप	rzut	प्रक्षेप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rzut	पिच	rzut	पिच	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lotniska	एयरपोर्ट	lotnisko	एयरपोर्ट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
indywidualny	व्यक्तिगत	indywidualny	व्यक्तिगत	ADJ;NOM;MASC;SG	ADJ
misja	मिशन	misja	मिशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
silne	मजबूत	silny	मजबूत	ADJ;NOM;NEUT;SG	ADJ
współczynnik	गुणांक	współczynnik	गुणांक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
współczynnik	कारक	współczynnik	कारक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
specjalista	एक्सपर्ट	specjalista	एक्सपर्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
relacje	रिश्ते	relacja	रिश्ता	N;NOM;FEM;PL	N;NOM;MASC;PL;3
relacje	रिश्ते	relacja	रिश्ता	N;NOM;FEM;PL	N;NOM;MASC;PL;3
urządzenie	युक्ति	urządzenie	युक्ति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
urządzenie	डिवाइस	urządzenie	डिवाइस	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
urządzenie	यंत्र	urządzenie	यंत्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
etc	etc	etc	etc		
etc	इत्यादि	etc	इत्यादि		
morskie	समुद्री	morski	समुद्री	ADJ;NOM;NEUT;SG	ADJ;NOM
dystrykt	जिला	dystrykt	जिला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dystrykt	डिस्ट्रिक्ट	dystrykt	डिस्ट्रिक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dystrykt	ज़िला	dystrykt	ज़िला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wspomnienie	स्मृति	wspomnienie	स्मृति	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wspomnienie	मेमोरी	wspomnienie	मेमोरी	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
katalog	निर्देशिका	katalog	निर्देशिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
katalog	सूचीपत्र	katalog	सूचीपत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katalog	कैटलॉग	katalog	कैटलॉग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katalog	फोल्डर	katalog	फोल्डर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katalog	फ़ोल्डर	katalog	फ़ोल्डर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katalog	सूचीपत्र	katalog	सूचीपत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katalog	कैटलॉग	katalog	कैटलॉग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gospodarstwa	खेत	gospodarstwo	खेत	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gospodarstwa	फ़ार्म	gospodarstwo	फाार्म	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gospodarstwa	फार्म	gospodarstwo	फार्म	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gospodarstwa	फ़ार्म	gospodarstwo	फाार्म	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wewnętrzne	आंतरिक	wewnętrzny	आंतरिक	ADJ;NOM;NEUT;SG	ADJ;NOM
wewnętrzne	आंतरिक	wewnętrzny	आंतरिक	ADJ;NOM;NEUT;SG	ADJ;NOM
wewnętrzne	आन्तरिक	wewnętrzny	आन्तरिक	ADJ;NOM;NEUT;SG	ADJ;NOM
popularne	लोकप्रिय	popularny	लोकप्रिय	ADJ;NOM;NEUT;SG	ADJ
popularne	चर्चित	popularny	चर्चित	ADJ;NOM;NEUT;SG	ADJ
sióstr	बहनो	siostra	बहनो		
dany	दना	dana	दना		
departament	विभाग	departament	विभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zdolność	क्षमता	zdolność	क्षमता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zdolność	क्षमता	zdolność	क्षमता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
górne	ऊपरी	górny	ऊपरी	ADJ;NOM;NEUT;SG	ADJ;NOM
autorka	रचयिता	autorka	रचयिता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
autorka	लेखक	autorka	लेखक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
operator	आपरेटर	operator	आपरेटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
operator	ऑपरेटर	operator	ऑपरेटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
utrzymanie	रखरखाव	utrzymać	रखरखाव	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
utrzymanie	मेंटेनेंस	utrzymać	मेंटेनेंस	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
metro	मैट्रो	metro	मैट्रो		
kino	सिनेमा	kino	सिनेमा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
cara	त्सार	carać	त्सार		
publiczne	सार्वजनिक	publiczny	सार्वजनिक	ADJ;NOM;NEUT;SG	ADJ
proste	सिंपल	prosty	सिंपल		
proste	सरल	prosty	सरल		
propozycja	प्रस्ताव	propozycja	प्रस्ताव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
propozycja	सुझाव	propozycja	सुझाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
test	परीक्षा	test	परीक्षा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
test	जांच	test	जांच	N;NOM;MASC;SG	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N;NOM;MASC;SG	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dostępna	उपलब्ध	dostępny	उपलब्ध	ADJ;NOM;FEM;SG	ADJ
wolno	धीमे	wolno	धीमा	V;IND;PRS;FIN	V;MASC;SG;FIN;ACT
gospodarcze	आर्थिक	gospodarczy	आर्थिक	ADJ;NOM;NEUT;SG	ADJ;NOM
zapalenie	सूजन	zapalenie	सूजन	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wolne	मुक्त	wolny	मुक्त	ADJ;NOM;NEUT;SG	ADJ
stale	लगातार	stale	लगातार	ADV	ADV
stosunek	संभोग	stosunek	संभोग	N;NOM;MASC;SG	N;NOM;FEM;SG;3
stosunek	मैथुन	stosunek	मैथुन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
połowa	हाफ	połowy	हाफ		
użytkownik	यूजर	użytkownik	यूजर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
użytkownik	प्रयोक्ता	użytkownik	प्रयोक्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
użytkownik	उपयोक्ता	użytkownik	उपयोक्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wpływy	रसीदें	wpływ	रसीद	N;NOM;MASC;PL	N;NOM;FEM;PL;3
ogień	फायर	ogień	फायर	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ogień	आग	ogień	आग	N;NOM;MASC;SG	N;NOM;FEM;SG;3
warstwy	परतों	warstwa	परत	N;ACC;FEM;PL	N;ACC;FEM;PL;3
wybrano	चुनी	wybrać	चुन	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
remont	मरम्मत	remont	मरम्मत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
remont	नवीकरण	remont	नवीकरण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poważne	गंभीर	poważny	गंभीर	ADJ;NOM;NEUT;SG	ADJ
poważne	कठोर	poważny	कठोर	ADJ;NOM;NEUT;SG	ADJ
bielsko	bielsko	bielsko	bielsko	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ślub	शादी	ślub	शादी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ślub	विवाह	ślub	विवाह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ślub	शादी	ślub	शादी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ślub	विवाह	ślub	विवाह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lew	शेर	lew	शेर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
technika	तकनीशियन	technika	तकनीशियन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
technika	तकनीक	technika	तकनीक	N;NOM;FEM;SG	N;NOM;FEM;SG;3
technika	तकनीक	technika	तकनीक	N;NOM;FEM;SG	N;NOM;FEM;SG;3
technika	प्रौद्योगिकी	technika	प्रौद्योगिकी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
obcych	एलियन	obcy	एलियन		
średnie	मध्यम	średnie	मध्यम		
średnie	मीडियम	średnie	मीडियम		
leczenie	चिकित्सक	leczenie	चिकित्सक	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
leczenie	चिकित्सा	leczenie	चिकित्सा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
leczenie	इलाज	leczenie	इलाज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
leczenie	उपचार	leczenie	उपचार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
leczenie	उपचार	leczenie	उपचार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
okna	खिड़कियाँ	okno	खिड़की	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
religijne	धार्मिक	religijny	धार्मिक	ADJ;NOM;NEUT;SG	ADJ;NOM
skrzynia	डिब्बा	skrzyniać	डिब्बा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skrzynia	बॉक्स	skrzyniać	बॉक्स	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skrzynia	बक्सा	skrzyniać	बक्सा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skrzynia	सीने	skrzyniać	सीना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jakość	क्वालिटी	jakość	क्वालिटी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
jakość	गुणवत्ता	jakość	गुणवत्ता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
jakość	विशेषता	jakość	विशेषता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
naturalne	स्वाभाविक	naturalny	स्वाभाविक	ADJ;NOM;NEUT;SG	ADJ
turystów	पर्यटकों	turysta	पर्यटक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
stulecia	centennial	stulecie	centennial	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
atlas	एटलस	atlas	एटलस		
flag	फ़्लैग	flag	फा्लैग		
flag	फ़्लैग	flag	फा्लैग		
flag	पताका	flag	पताका		
użytkownicy	प्रयोगकर्ता	użytkownik	प्रयोगकर्ता	N;NOM;MASC;PL	N;NOM;MASC;PL;3
użytkownicy	उपयोगकर्ता	użytkownik	उपयोगकर्ता	N;NOM;MASC;PL	N;NOM;MASC;PL;3
aktywny	सक्रिय	aktywny	सक्रिय	ADJ;NOM;MASC;SG	ADJ
badanie	परीक्षा	badanie	परीक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
badanie	जांच	badanie	जांच	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
badanie	जाँच	badanie	जाँच	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
badanie	परीक्षण	badanie	परीक्षण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
badanie	अध्ययन	badanie	अध्ययन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
badanie	पढ़ाई	badanie	पढ़ाई	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
badanie	परीक्षण	badanie	परीक्षण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
badanie	परीक्षा	badanie	परीक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
