les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
dure	dura	dur	dur	ADJ;FEM;SG	ADJ;FEM;SG
scrutin	enquesta	scrutin	enquesta	N;MASC;SG	N;FEM;SG
vins	vins	vin	vi	N;MASC;PL	N;MASC;PL
forum	fòrum	forum	fòrum	N;MASC;SG	N;MASC;SG
lanceur	llançadora	lanceur	llançadora	N;MASC;SG	N;FEM;SG
lanceur	llançador	lanceur	llançador	N;MASC;SG	N;MASC;SG
administrativement	administrativament	administrativement	administrativament	ADV	ADV
solaire	solar	solaire	solar	ADJ;MASC;SG	ADJ;SG
alimentation	alimentació	alimentation	alimentació	N;FEM;SG	N;FEM;SG
alimentation	nutrició	alimentation	nutrició	N;FEM;SG	N;FEM;SG
neutre	neutre	neutre	neutre	ADJ;MASC;SG	ADJ;MASC;SG
neutre	neutral	neutre	neutral	ADJ;MASC;SG	ADJ;SG
orthodoxe	ortodox	orthodoxe	ortodox	ADJ;MASC;SG	ADJ;MASC;SG
citoyens	ciutadans	citoyen	ciutadà	N;MASC;PL	N;MASC;PL
ouvriers	obrers	ouvrier	obrer	N;MASC;PL	N;MASC;PL
ouvriers	treballadors	ouvrier	treballador	N;MASC;PL	N;MASC;PL
pseudonyme	sobrenom	pseudonyme	sobrenom	N;MASC;SG	N;MASC;SG
pseudonyme	pseudònim	pseudonyme	pseudònim	N;MASC;SG	N;MASC;SG
humanité	humanitat	humanité	humanitat	N;FEM;SG	N;FEM;SG
manuscrit	manuscrit	manuscrit	manuscrit	N;MASC;SG	N;MASC;SG
déterminer	determinen	déterminer	determinar	V;NFIN	V;IND;PL;3;PRS;FIN
déterminer	determini	déterminer	determinar	V;NFIN	V;SBJV;SG;3;PRS;FIN
défaites	derrotes	défaite	derrota	N;FEM;PL	N;FEM;PL
colline	turó	colline	turó	N;FEM;SG	N;MASC;SG
divisions	divisions	division	divisió	N;FEM;PL	N;FEM;PL
gustave	gustave	gustave	gustave	N;MASC;SG	N;SG
régionales	regionals	régional	regional	ADJ;FEM;PL	ADJ;PL
continent	continent	continent	continent	N;MASC;SG	N;MASC;SG
naturelles	naturals	naturel	natural	ADJ;FEM;PL	ADJ;PL
trésor	tresor	trésor	tresor	N;MASC;SG	N;MASC;SG
trésor	tresoreria	trésor	tresoreria	N;MASC;SG	N;FEM;SG
ruines	ruïnes	ruine	ruïna	N;FEM;PL	N;FEM;PL
technologies	tecnologies	technologie	tecnologia	N;FEM;PL	N;FEM;PL
précis	precisa	précis	precisar	ADJ;MASC;SG	ADJ;FEM;SG
précis	precís	précis	precís	ADJ;MASC;SG	ADJ;MASC;SG
existent	existeixen	exister	existir	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
existent	existir	exister	existir	V;IND;PL;3;PRS;FIN	V;NFIN
picardie	picardia	picardie	picardia	N;FEM;SG	N;FEM;SG
difficulté	dificultat	difficulté	dificultat	N;FEM;SG	N;FEM;SG
désignations	denominacions	désignation	denominació	N;FEM;PL	N;FEM;PL
cousin	cosí	cousin	cosí	N;MASC;SG	N;MASC;SG
cousin	cosina	cousin	cosina	N;MASC;SG	N;FEM;SG
équipements	equipaments	équipement	equipament	N;MASC;PL	N;MASC;PL
équipements	equipaments	équipement	equipament	N;MASC;PL	N;MASC;PL
vapeur	vapor	vapeur	vapor	N;FEM;SG	N;MASC;SG
interview	entrevista	interview	entrevista	N;FEM;SG	N;FEM;SG
colonnes	columnes	colonne	columna	N;FEM;PL	N;FEM;PL
républicain	republicà	républicain	republicà	ADJ;MASC;SG	ADJ;MASC;SG
rédacteur	escriptor	rédacteur	escriptor	N;MASC;SG	N;MASC;SG
rédacteur	editor	rédacteur	editor	N;MASC;SG	N;MASC;SG
historiens	historiadors	historien	historiador	N;MASC;PL	N;MASC;PL
couvre	abasta	couvrir	abastar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
garçon	noi	garçon	noi	N;MASC;SG	N;MASC;SG
garçon	mosso	garçon	mosso	N;MASC;SG	N;MASC;SG
vérifier	verifica	vérifier	verifica	V;NFIN	V;IND;SG;3;PRS;FIN
proposer	proposen	proposer	proposar	V;NFIN	V;IND;PL;3;PRS;FIN
proposer	suggereix	proposer	suggerir	V;NFIN	V;IND;SG;3;PRS;FIN
proposer	suggerir	proposer	suggerir	V;NFIN	V;NFIN
transmission	transmissió	transmission	transmissió	N;FEM;SG	N;FEM;SG
jersey	jersei	jersey	jersei	N;MASC;SG	N;MASC;SG
sénégal	senegal	sénégal	senegal	N;MASC;SG	N;MASC;SG
option	opció	option	opció	N;FEM;SG	N;FEM;SG
pluie	pluja	pluie	pluja	N;FEM;SG	N;FEM;SG
commentaires	opinions	commentaire	opinió	N;MASC;PL	N;FEM;PL
commentaires	comentaris	commentaire	comentari	N;MASC;PL	N;MASC;PL
commentaires	observacions	commentaire	observació	N;MASC;PL	N;FEM;PL
évoque	evoca	évoquer	evocar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
automatique	automàtica	automatique	automàtic	ADJ;MASC;SG	ADJ;FEM;SG
automatique	automàtic	automatique	automàtic	ADJ;MASC;SG	ADJ;MASC;SG
automatique	automàtica	automatique	automàtic	ADJ;MASC;SG	ADJ;FEM;SG
compétences	aptituds	compétence	aptitud	N;FEM;PL	N;FEM;PL
compétences	competències	compétence	competència	N;FEM;PL	N;FEM;PL
extrêmement	extremadament	extrêmement	extremadament	ADV	ADV
commerciale	comercial	commercial	comercial	ADJ;FEM;SG	ADJ;SG
éventuellement	possiblement	éventuellement	possiblement	ADV	ADV
éventuellement	opcionalment	éventuellement	opcionalment	ADV	ADV
éventuellement	eventualment	éventuellement	eventualment	ADV	ADV
publicité	publicitat	publicité	publicitat	N;FEM;SG	N;FEM;SG
souverain	regle	souverain	regle	N;MASC;SG	N;MASC;SG
chronique	crònica	chronique	crònica	N;FEM;SG	N;FEM;SG
imposer	imposar	imposer	imposar	V;NFIN	V;NFIN
renault	renault	renault	renault	N;MASC;SG	N;MASC;SG
échecs	escacs	échec	escacs	N;MASC;PL	N;MASC;PL
frais	fresca	frais	fresc	ADJ;MASC;SG	ADJ;FEM;SG
traite	tràfic	traite	tràfic	N;FEM;SG	N;MASC;SG
pérou	perú	pérou	perú	N;MASC;SG	N;MASC;SG
judiciaire	judicial	judiciaire	judicial	ADJ;MASC;SG	ADJ;SG
indépendante	independent	indépendant	independent	ADJ;FEM;SG	ADJ;SG
peintres	pintors	peintre	pintor	N;MASC;PL	N;MASC;PL
louvre	louvre	louvre	louvre	N;MASC;SG	N;MASC;SG
amie	amistat	amie	amistat	N;FEM;SG	N;FEM;SG
amie	amic	amie	amic	N;FEM;SG	N;MASC;SG
concentration	concentració	concentration	concentració	N;FEM;SG	N;FEM;SG
intention	intenció	intention	intenció	N;FEM;SG	N;FEM;SG
intention	intencionalitat	intention	intencionalitat	N;FEM;SG	N;FEM;SG
nombres	nombres	nombre	nombre	N;MASC;PL	N;MASC;PL
nombres	números	nombre	número	N;MASC;PL	N;MASC;PL
précision	precisió	précision	precisió	N;FEM;SG	N;FEM;SG
précision	precisió	précision	precisió	N;FEM;SG	N;FEM;SG
précision	exactitud	précision	exactitud	N;FEM;SG	N;FEM;SG
passagers	passatgers	passager	passatger	N;MASC;PL	N;MASC;PL
degré	grau	degré	grau	N;MASC;SG	N;MASC;SG
puissant	poderós	puissant	poderós	ADJ;MASC;SG	ADJ;MASC;SG
puissant	potent	puissant	potent	ADJ;MASC;SG	ADJ;SG
puissant	poderosa	puissant	poderós	ADJ;MASC;SG	ADJ;FEM;SG
espagnols	espanyols	espagnol	espanyol	ADJ;MASC;PL	ADJ;MASC;PL
correspondance	correspondència	correspondance	correspondència	N;FEM;SG	N;FEM;SG
correspondance	coincidència	correspondance	coincidència	N;FEM;SG	N;FEM;SG
partiellement	parcialment	partiellement	parcialment	ADV	ADV
partiellement	parcialment	partiellement	parcialment	ADV	ADV
organismes	organitzacions	organisme	organització	N;MASC;PL	N;FEM;PL
organismes	organismes	organisme	organisme	N;MASC;PL	N;MASC;PL
organismes	organismes	organisme	organisme	N;MASC;PL	N;MASC;PL
organismes	agències	organisme	agència	N;MASC;PL	N;FEM;PL
juniors	juniors	junior	junior	N;MASC;PL	N;PL
juniors	subalterns	junior	subaltern	N;MASC;PL	N;MASC;PL
possibles	possibles	possible	possible	ADJ;MASC;PL	ADJ;PL
future	futur	futur	futur	ADJ;FEM;SG	ADJ;MASC;SG
danois	danès	danois	danès	ADJ;MASC;SG	ADJ;MASC;SG
montrer	mostra	montrer	mostrar	V;NFIN	V;IND;SG;3;PRS;FIN
conférences	xerrades	conférence	xerrada	N;FEM;PL	N;FEM;PL
conférences	conferències	conférence	conferència	N;FEM;PL	N;FEM;PL
paramètres	paràmetres	paramètre	paràmetre	N;MASC;PL	N;MASC;PL
paramètres	arranjaments	paramètre	arranjament	N;MASC;PL	N;MASC;PL
réflexion	reflexió	réflexion	reflexió	N;FEM;SG	N;FEM;SG
prononciation	pronunciació	prononciation	pronunciació	N;FEM;SG	N;FEM;SG
actualité	notícia	actualité	notícia	N;FEM;SG	N;FEM;SG
aube	aube	aube	aube	N;FEM;SG	N;MASC;SG
répertoire	directori	répertoire	directori	N;MASC;SG	N;MASC;SG
suffisamment	suficientment	suffisamment	suficientment	ADV	ADV
suffisamment	prou	suffisamment	prou	ADV	ADV
écrivains	escriptores	écrivain	escriptora	N;MASC;PL	N;FEM;PL
écrivains	escriptors	écrivain	escriptor	N;MASC;PL	N;MASC;PL
admissibilité	elegibilitat	admissibilité	elegibilitat	N;FEM;SG	N;FEM;SG
admissibilité	admissibilitat	admissibilité	admissibilitat	N;FEM;SG	N;FEM;SG
poser	suposen	poser	suposar	V;NFIN	V;IND;PL;3;PRS;FIN
traditionnel	tradicional	traditionnel	tradicional	ADJ;MASC;SG	ADJ;SG
lacs	llacs	lac	llac	N;MASC;PL	N;MASC;PL
musulmans	musulmans	musulman	musulmà	N;MASC;PL	N;MASC;PL
autorisation	autorització	autorisation	autorització	N;FEM;SG	N;FEM;SG
autorisation	autorització	autorisation	autorització	N;FEM;SG	N;FEM;SG
autorisation	permís	autorisation	permís	N;FEM;SG	N;MASC;SG
sexe	gènere	sexe	gènere	N;MASC;SG	N;MASC;SG
sexe	sexe	sexe	sexe	N;MASC;SG	N;MASC;SG
séjour	estada	séjour	estada	N;MASC;SG	N;FEM;SG
travailleurs	obrers	travailleur	obrer	N;MASC;PL	N;MASC;PL
travailleurs	treballadors	travailleur	treballador	N;MASC;PL	N;MASC;PL
appareils	càmeres	appareil	càmera	N;MASC;PL	N;PL
appareils	aparells	appareil	aparell	N;MASC;PL	N;MASC;PL
appareils	dispositius	appareil	dispositiu	N;MASC;PL	N;MASC;PL
ordinateur	ordinador	ordinateur	ordinador	N;MASC;SG	N;MASC;SG
graphique	gràfica	graphique	gràfic	ADJ;MASC;SG	ADJ;FEM;SG
graphique	gràfic	graphique	gràfic	ADJ;MASC;SG	ADJ;MASC;SG
graphique	diagrama	graphique	diagrama	ADJ;MASC;SG	ADJ;SG
repose	descansa	reposer	descansar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ligues	lligues	ligue	lliga	N;FEM;PL	N;FEM;PL
surprise	sorpresa	surprise	sorpresa	N;FEM;SG	N;FEM;SG
juif	jueu	juif	jueu	ADJ;MASC;SG	ADJ;MASC;SG
juif	jueva	juif	juevar	ADJ;MASC;SG	ADJ;FEM;SG
juif	jueu	juif	jueu	ADJ;MASC;SG	ADJ;MASC;SG
efficace	eficient	efficace	eficient	ADJ;MASC;SG	ADJ;SG
efficace	efectiu	efficace	efectiu	ADJ;MASC;SG	ADJ;MASC;SG
bulgarie	bulgària	bulgarie	bulgari	ADJ;FEM;SG	ADJ;FEM;SG
séparation	separació	séparation	separació	N;FEM;SG	N;FEM;SG
contes	contes	conte	conte	N;MASC;PL	N;MASC;PL
votes	votacions	vote	votació	N;MASC;PL	N;FEM;PL
votes	vots	vote	vot	N;MASC;PL	N;MASC;PL
tibet	tibet	tibet	tibet	N;MASC;SG	N;MASC;SG
spectateurs	espectadors	spectateur	espectador	N;MASC;PL	N;MASC;PL
spectateurs	espectadors	spectateur	espectador	N;MASC;PL	N;MASC;PL
supplémentaires	addicionals	supplémentaire	addicional	ADJ;MASC;PL	ADJ;PL
financière	financer	financier	financer	ADJ;FEM;SG	ADJ;MASC;SG
financière	financera	financier	financer	ADJ;FEM;SG	ADJ;FEM;SG
parfaitement	perfectament	parfaitement	perfectament	ADV	ADV
favorable	favorable	favorable	favorable	ADJ;MASC;SG	ADJ;SG
favorable	favorable	favorable	favorable	ADJ;MASC;SG	ADJ;SG
baroque	barroca	baroque	barroc	ADJ;MASC;SG	ADJ;FEM;SG
baroque	barroc	baroque	barroc	ADJ;MASC;SG	ADJ;MASC;SG
secteurs	sectors	secteur	sector	N;MASC;PL	N;MASC;PL
pavillon	bandera	pavillon	bandera	N;MASC;SG	N;FEM;SG
pavillon	pavelló	pavillon	pavelló	N;MASC;SG	N;MASC;SG
tournois	tornejos	tournoi	torneig	N;MASC;PL	N;MASC;PL
retirer	retirar	retirer	retirar	V;NFIN	V;NFIN
retirer	elimina	retirer	eliminar	V;NFIN	V;IND;SG;3;PRS;FIN
ateliers	tallers	atelier	taller	N;MASC;PL	N;MASC;PL
distinction	distinció	distinction	distinció	N;FEM;SG	N;FEM;SG
xviiie	divuitena	xviiie	divuitè	ADJ;MASC;SG	ADJ;FEM;SG
four	forn	four	forn	N;MASC;SG	N;MASC;SG
garder	mantén	garder	mantenir	V;NFIN	V;IND;SG;3;PRS;FIN
eure	eure	eur	eure	N;FEM;SG	N;MASC;SG
manoir	mansió	manoir	mansió	N;MASC;SG	N;FEM;SG
fournir	proveir	fournir	proveir	V;NFIN	V;NFIN
fournir	aportar	fournir	aportar	V;NFIN	V;NFIN
fournir	proporcionar	fournir	proporcionar	V;NFIN	V;NFIN
propriétaires	propietaris	propriétaire	propietari	N;MASC;PL	N;MASC;PL
efforts	gestions	effort	gestió	N;MASC;PL	N;FEM;PL
efforts	esforços	effort	esforç	N;MASC;PL	N;MASC;PL
vacances	festes	vacance	festa	N;FEM;PL	N;FEM;PL
vacances	festius	vacance	festiu	N;FEM;PL	N;MASC;PL
vacances	vacances	vacance	vacança	N;FEM;PL	N;FEM;PL
treize	tretze	treize	tretze	NUM	NUM;PL
démographique	demogràfica	démographique	demogràfic	ADJ;MASC;SG	ADJ;FEM;SG
exclusivement	exclusivament	exclusivement	exclusivament	ADV	ADV
plat	plat	plat	plat	N;MASC;SG	N;MASC;SG
azur	atzur	azur	atzur	N;MASC;SG	N;MASC;SG
reconstruction	reconstrucció	reconstruction	reconstrucció	N;FEM;SG	N;FEM;SG
bons	bones	bon	bo	ADJ;MASC;PL	ADJ;FEM;PL
choisir	escolliu	choisir	escolliu	V;NFIN	V;SBJV;SG;3;PRS;FIN
choisir	escollir	choisir	escollir	V;NFIN	V;NFIN
choisir	escull	choisir	escollir	V;NFIN	V;IND;SG;3;PRS;FIN
choisir	seleccioneu	choisir	seleccioneu	V;NFIN	V;IND;SG;1;PRS;FIN
choisir	selecciona	choisir	seleccionar	V;NFIN	V;IND;SG;3;PRS;FIN
administrateurs	directors	administrateur	director	N;MASC;PL	N;MASC;PL
administrateurs	administradors	administrateur	administrador	N;MASC;PL	N;MASC;PL
rarement	rarament	rarement	rarament	ADV	ADV
global	global	global	global	ADJ;MASC;SG	ADJ;SG
consensus	consens	consensus	consens	N;MASC;SG	N;MASC;SG
troupe	tropa	troupe	tropa	N;FEM;SG	N;FEM;SG
clip	clip	clip	clip	N;MASC;SG	N;MASC;SG
optique	òptic	optique	òptic	ADJ;MASC;SG	ADJ;MASC;SG
optique	òptica	optique	òptic	ADJ;MASC;SG	ADJ;FEM;SG
fantastique	fantàstic	fantastique	fantàstic	ADJ;MASC;SG	ADJ;MASC;SG
fantastique	fantàstica	fantastique	fantàstic	ADJ;MASC;SG	ADJ;FEM;SG
occidental	occidental	occidental	occidental	ADJ;MASC;SG	ADJ;SG
navigation	navegació	navigation	navegació	N;FEM;SG	N;FEM;SG
instant	moment	instant	moment	N;MASC;SG	N;MASC;SG
synthèse	síntesi	synthèse	síntesi	N;FEM;SG	N;FEM;SG
voyages	viatges	voyage	viatge	N;MASC;PL	N;MASC;PL
surveillance	monitoratge	surveillance	monitoratge	N;FEM;SG	N;MASC;SG
surveillance	supervisió	surveillance	supervisió	N;FEM;SG	N;FEM;SG
surveillance	vigilància	surveillance	vigilància	N;FEM;SG	N;FEM;SG
initial	inicial	initial	inicial	ADJ;MASC;SG	ADJ;SG
déplacement	desplaçament	déplacement	desplaçament	N;MASC;SG	N;MASC;SG
différente	diferent	différent	diferent	ADJ;FEM;SG	ADJ;SG
francophones	federalistes	francophone	federalista	N;MASC;PL	N;PL
revenus	ingressos	revenu	ingrés	N;MASC;PL	N;MASC;PL
désert	desert	désert	desert	N;MASC;SG	N;MASC;SG
musiques	musics	musique	music	N;FEM;PL	N;MASC;PL
naturels	naturals	naturel	natural	ADJ;MASC;PL	ADJ;PL
enseignant	mestra	enseignant	mestra	N;MASC;SG	N;FEM;SG
enseignant	professorat	enseignant	professorat	N;MASC;SG	N;MASC;SG
signes	rètols	signe	rètol	N;MASC;PL	N;MASC;PL
signes	senyals	signe	senyal	N;MASC;PL	N;MASC;PL
bourse	beca	bourse	beca	N;FEM;SG	N;FEM;SG
territoriale	territorial	territorial	territorial	ADJ;FEM;SG	ADJ;SG
dépôt	repositori	dépôt	repositori	N;MASC;SG	N;MASC;SG
dépôt	dipòsit	dépôt	dipòsit	N;MASC;SG	N;MASC;SG
exactement	exactament	exactement	exactament	ADV	ADV
théologie	teologia	théologie	teologia	N;FEM;SG	N;FEM;SG
littéraires	literàries	littéraire	literari	ADJ;MASC;PL	ADJ;FEM;PL
réputation	reputació	réputation	reputació	N;FEM;SG	N;FEM;SG
fréquemment	freqüentment	fréquemment	freqüentment	ADV	ADV
colonies	colònies	colonie	colònia	N;FEM;PL	N;FEM;PL
riches	rics	riche	ric	ADJ;MASC;PL	ADJ;MASC;PL
academy	academia	academy	academia	N;SG	N;FEM;SG
academy	acadèmia	academy	acadèmia	N;SG	N;FEM;SG
couche	capa	couche	capa	N;FEM;SG	N;FEM;SG
couche	bolquer	couche	bolquer	N;FEM;SG	N;MASC;SG
fortune	fortuna	fortune	fortuna	N;FEM;SG	N;FEM;SG
châteaux	castells	château	castell	N;MASC;PL	N;MASC;PL
animateur	moderador	animateur	moderador	N;MASC;SG	N;MASC;SG
animateur	animador	animateur	animador	N;MASC;SG	N;MASC;SG
master	mestre	master	mestre	N;MASC;SG	N;MASC;SG
autonomie	autonomia	autonomie	autonomia	N;FEM;SG	N;FEM;SG
expansion	expansió	expansion	expansió	N;FEM;SG	N;FEM;SG
dragons	dracs	dragon	drac	N;MASC;PL	N;MASC;PL
numéros	nombres	numéro	nombre	N;MASC;PL	N;MASC;PL
numéros	números	numéro	número	N;MASC;PL	N;MASC;PL
communal	comunal	communal	comunal	ADJ;MASC;SG	ADJ;SG
malheureusement	tristament	malheureusement	tristament	ADV	ADV
malheureusement	desgraciadament	malheureusement	desgraciadament	ADV	ADV
malheureusement	malauradament	malheureusement	malauradament	ADV	ADV
provisoire	temporal	provisoire	temporal	ADJ;MASC;SG	ADJ;SG
provisoire	provisional	provisoire	provisional	ADJ;MASC;SG	ADJ;SG
veuve	vídua	veuve	vídua	N;FEM;SG	N;FEM;SG
veuve	vídua	veuve	vídua	N;FEM;SG	N;FEM;SG
programmation	programació	programmation	programació	N;FEM;SG	N;FEM;SG
cameroun	camerun	cameroun	camerun	N;MASC;SG	N;MASC;SG
soins	tractaments	soin	tractament	N;MASC;PL	N;MASC;PL
linguistique	lingüística	linguistique	lingüístic	ADJ;MASC;SG	ADJ;FEM;SG
exercice	exercici	exercice	exercici	N;MASC;SG	N;MASC;SG
devenant	esdevenir	devenir	esdevenir	V;PRS;V.PTCP	V;NFIN
botanique	botànica	botanique	botànica	ADJ;MASC;SG	ADJ;FEM;SG
successivement	successivament	successivement	successivament	ADV	ADV
spécifiques	específics	spécifique	específic	ADJ;MASC;PL	ADJ;MASC;PL
virus	virus	virus	virus	N;MASC;SG	N;MASC
fermeture	tancament	fermeture	tancament	N;FEM;SG	N;MASC;SG
fermeture	zip	fermeture	zip	N;FEM;SG	N;MASC;SG
fermeture	cremallera	fermeture	cremallera	N;FEM;SG	N;MASC;SG
poursuivre	perseguir	poursuivre	perseguir	V;NFIN	V;NFIN
voile	vela	voile	vela	N;FEM;SG	N;FEM;SG
monarchie	monarquia	monarchie	monarquia	N;FEM;SG	N;FEM;SG
décisions	decisions	décision	decisió	N;FEM;PL	N;FEM;PL
remarquable	notable	remarquable	notable	ADJ;MASC;SG	ADJ;SG
remarquable	destacable	remarquable	destacable	ADJ;MASC;SG	ADJ;SG
remarquable	remarcable	remarquable	remarcable	ADJ;MASC;SG	ADJ;SG
universelle	universal	universel	universal	ADJ;FEM;SG	ADJ;SG
assassinat	atemptat	assassinat	atemptat	N;MASC;SG	N;MASC;SG
restaurant	restaurant	restaurant	restaurant	N;MASC;SG	N;MASC;SG
hebdomadaire	setmanal	hebdomadaire	setmanal	ADJ;MASC;SG	ADJ;SG
rotation	rotació	rotation	rotació	N;FEM;SG	N;FEM;SG
attitude	actitud	attitude	actitud	N;FEM;SG	N;FEM;SG
jugement	fallada	jugement	fallada	N;MASC;SG	N;FEM;SG
jugement	sentència	jugement	sentència	N;MASC;SG	N;FEM;SG
bible	bíblia	bible	bíblia	N;FEM;SG	N;FEM;SG
rayon	feix	rayon	fer	N;MASC;SG	N;MASC;SG
rayon	radi	rayon	radi	N;MASC;SG	N;MASC;SG
civils	civils	civil	civil	ADJ;MASC;PL	ADJ;PL
nécessité	necessitat	nécessité	necessitat	N;FEM;SG	N;FEM;SG
têtes	caps	tête	cap	N;FEM;PL	N;MASC;PL
immeuble	edifici	immeuble	edifici	N;MASC;SG	N;MASC;SG
immeuble	edificació	immeuble	edificació	N;MASC;SG	N;FEM;SG
métal	metall	métal	metall	N;MASC;SG	N;MASC;SG
vocation	vocació	vocation	vocació	N;FEM;SG	N;FEM;SG
facteur	factor	facteur	factor	N;MASC;SG	N;MASC;SG
matches	mistos	match	mist	N;MASC;PL	N;MASC;PL
matches	partits	match	partit	N;MASC;PL	N;MASC;PL
matches	coincidències	match	coincidència	N;MASC;PL	N;FEM;PL
rangers	rangers	ranger	ranger	N;MASC;PL	N;MASC;PL
appartenait	pertanyia	appartenir	pertànyer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
pic	pic	pic	pic	N;MASC;SG	N;MASC;SG
voisins	veïns	voisin	veí	N;MASC;PL	N;MASC;PL
voisins	veïns	voisin	veí	N;MASC;PL	N;MASC;PL
inconnue	desconegut	inconnu	desconegut	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
inconnue	desconeguda	inconnu	desconegut	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
jouant	jugant	jouer	jugar	V;PRS;V.PTCP	V;V.MSDR
progrès	progrés	progrès	progrés	N;MASC;SG	N;MASC;SG
métiers	oficis	métier	ofici	N;MASC;PL	N;MASC;PL
soixante	seixanta	soixante	seixanta	NUM	NUM;PL
tonnes	tones	tonne	tona	N;FEM;PL	N;FEM;PL
dieux	déus	dieu	déus	N;MASC;PL	N;MASC;PL
producteurs	productors	producteur	productor	N;MASC;PL	N;MASC;PL
chimique	chemical	chimique	chemical	ADJ;MASC;SG	ADJ;SG
chimique	químic	chimique	químic	ADJ;MASC;SG	ADJ;MASC;SG
ouvrir	obre	ouvrir	obrir	V;NFIN	V;IND;SG;3;PRS;FIN
pétrole	petroleum	pétrole	petroleum	N;MASC;SG	N;SG
pétrole	petroli	pétrole	petroli	N;MASC;SG	N;MASC;SG
normal	normal	normal	normal	ADJ;MASC;SG	ADJ;SG
quarts	quarts	quart	quarts	N;MASC;PL	N;MASC;PL
quarts	trimestres	quart	trimestre	N;MASC;PL	N;MASC;PL
corporation	corporació	corporation	corporació	N;FEM;SG	N;FEM;SG
gras	gras	gras	gras	ADJ;MASC;SG	ADJ;MASC;SG
médiévale	medieval	médiéval	medieval	ADJ;FEM;SG	ADJ;SG
africaine	africà	africain	africà	ADJ;FEM;SG	ADJ;MASC;SG
morceau	pista	morceau	pista	N;MASC;SG	N;FEM;SG
morceau	peça	morceau	peça	N;MASC;SG	N;SG
tenter	temptar	tenter	temptar	V;NFIN	V;NFIN
dixième	desena	dixième	desè	ADJ;MASC;SG	ADJ;FEM;SG
dixième	desè	dixième	desè	ADJ;MASC;SG	ADJ;MASC;SG
pyramide	piràmide	pyramide	piràmide	N;FEM;SG	N;FEM;SG
pasteur	predicador	pasteur	predicador	N;MASC;SG	N;MASC;SG
nintendo	nintendo	nintendo	nintendo	N;MASC;SG	N;MASC;SG
apprentissage	aprenentatge	apprentissage	aprenentatge	N;MASC;SG	N;MASC;SG
entraînement	entrenament	entraînement	entrenament	N;MASC;SG	N;MASC;SG
entraînement	formació	entraînement	formació	N;MASC;SG	N;FEM;SG
entraînement	entrenament	entraînement	entrenament	N;MASC;SG	N;MASC;SG
arrête	atura	arrêter	aturar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
plaisir	diversió	plaisir	diversió	N;MASC;SG	N;FEM;SG
plaisir	plaer	plaisir	plaer	N;MASC;SG	N;MASC;SG
époux	cònjuge	époux	cònjuge	N;MASC;SG	N;MASC;SG
époux	marit	époux	marit	N;MASC;SG	N;MASC;SG
organiser	organitzen	organiser	organitzar	V;NFIN	V;IND;PL;3;PRS;FIN
organiser	organitzi	organiser	organitzar	V;NFIN	V;SBJV;SG;3;PRS;FIN
organiser	organitzar	organiser	organitzar	V;NFIN	V;NFIN
bateaux	embarcacions	bateau	embarcació	N;MASC;PL	N;FEM;PL
bateaux	vaixells	bateau	vaixell	N;MASC;PL	N;MASC;PL
bateaux	barques	bateau	barca	N;MASC;PL	N;FEM;PL
individuel	individual	individuel	individual	ADJ;MASC;SG	ADJ;SG
anime	anime	anime	anime	N;FEM;SG	N;MASC;SG
domination	dominació	domination	dominació	N;FEM;SG	N;FEM;SG
débats	debats	débat	debat	N;MASC;PL	N;MASC;PL
moto	motocicleta	moto	motocicleta	N;FEM;SG	N;FEM;SG
curé	sacerdot	curé	sacerdot	N;MASC;SG	N;MASC;SG
tunnel	túnel	tunnel	túnel	N;MASC;SG	N;MASC;SG
échapper	escapar	échapper	escapar	V;NFIN	V;NFIN
échapper	fuga	échapper	fuga	V;NFIN	V;IND;SG;3;PRS;FIN
fenêtres	finestres	fenêtre	finestra	N;FEM;PL	N;FEM;PL
vertical	vertical	vertical	vertical	ADJ;MASC;SG	ADJ;SG
équilibre	balanç	équilibre	balanç	N;MASC;SG	N;MASC;SG
équilibre	saldo	équilibre	saldo	N;MASC;SG	N;MASC;SG
équilibre	equilibri	équilibre	equilibri	N;MASC;SG	N;MASC;SG
équilibre	balanceig	équilibre	balanceig	N;MASC;SG	N;MASC;SG
équilibre	equilibri	équilibre	equilibri	N;MASC;SG	N;MASC;SG
empêche	impedeix	empêcher	impedir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variable	variable	variable	variable	ADJ;MASC;SG	ADJ;SG
sanctuaire	santuari	sanctuaire	santuari	N;MASC;SG	N;MASC;SG
erreurs	errors	erreur	error	N;FEM;PL	N;MASC;PL
statistique	estadístic	statistique	estadístic	ADJ;MASC;SG	ADJ;MASC;SG
paramètre	paràmetre	paramètre	paràmetre	N;MASC;SG	N;MASC;SG
psychologie	psicologia	psychologie	psicologia	N;FEM;SG	N;FEM;SG
