anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
myöntänyt	toegegeven	myöntää	toegeven	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
juoma	drankje	juoma	drank	N;NOM;SG	N;NEUT;SG
juoma	drankje	juoma	drank	N;NOM;SG	N;NEUT;SG
juoma	drank	juoma	drank	N;NOM;SG	N;MASC+FEM;SG
saavutettiin	bereikte	saavuttaa	bereiken	V;IND;PST;FIN;PASS	V;SG;PST;FIN
saavutettiin	bereikt	saavuttaa	bereiken	V;IND;PST;FIN;PASS	V;V.PTCP
saavutettiin	behaald	saavuttaa	behalen	V;IND;PST;FIN;PASS	V;V.PTCP
saavutettiin	bereikte	saavuttaa	bereiken	V;IND;PST;FIN;PASS	V;SG;PST;FIN
saavutettiin	bereikt	saavuttaa	bereiken	V;IND;PST;FIN;PASS	V;V.PTCP
kaari	kromme	kaari	krom	N;NOM;SG	N;MASC+FEM;SG
kaari	curve	kaari	curve	N;NOM;SG	N;MASC+FEM;SG
kaari	arc	kaari	arc	N;NOM;SG	N;MASC+FEM;SG
kaari	arch	kaari	arch	N;NOM;SG	N;MASC+FEM;SG
kaari	boog	kaari	boog	N;NOM;SG	N;MASC+FEM;SG
elliott	elliott	elliott	ellioten	N;NOM;SG	N;MASC+FEM;SG
viikingit	vikingen	viikinki	viking	N;NOM;PL	N;PL
viikingit	vikings	viikinki	viking	N;NOM;PL	N;PL
fanit	fans	fani	fan	N;NOM;PL	N;PL
fanit	ventilatoren	fani	ventilator	N;NOM;PL	N;PL
käytettyä	besteed	käyttää	besteden	V;PRT;SG;V.PTCP;PASS	V;V.PTCP
käytettyä	bestede	käyttää	bestede	V;PRT;SG;V.PTCP;PASS	V;V.PTCP
käytettyä	uitgegeven	käyttää	uitgeven	V;PRT;SG;V.PTCP;PASS	V;V.PTCP
matematiikkaa	wiskunde	matematiikka	wiskunde	N;PRT;SG	N;MASC+FEM;SG
matematiikkaa	wiskunde	matematiikka	wiskunde	N;PRT;SG	N;MASC+FEM;SG
matematiikkaa	wiskunde	matematiikka	wiskunde	N;PRT;SG	N;MASC+FEM;SG
alueellinen	territoriale	alueellinen	territoriaal	ADJ;NOM;SG	ADJ
alueellinen	territoriaal	alueellinen	territoriaal	ADJ;NOM;SG	ADJ
alueellinen	regionale	alueellinen	regionaal	ADJ;NOM;SG	ADJ
alueellinen	regionaal	alueellinen	regionaal	ADJ;NOM;SG	ADJ
areenalla	arena	areena	arena	N;AT+ESS
;SG	N;MASC+FEM;SG
mielipiteet	adviezen	mieli#pide	advies	N;NOM;PL	N;PL
mielipiteet	meningen	mieli#pide	mening	N;NOM;PL	N;PL
mielipiteet	opinies	mieli#pide	opinie	N;NOM;PL	N;PL
valloittaa	veroveren	valloittaa	veroveren	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
valloittaa	overwinnen	valloittaa	overwinnen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
patrik	patrik	patrikku	patrik	N;NOM;SG	N;MASC+FEM;SG
patrik	patrick	patrikku	patrick	N;NOM;SG	N;MASC+FEM;SG
kadonneet	verdwenen	kadota	verdwijnen	V;NOM;PL;V.PTCP;ACT	V;V.PTCP
istuu	zit	istua	zitten	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
istuu	zittend	istua	zittend	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
istuu	zittende	istua	zitten	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
tuntea	voelen	tuntea	voelen	V;SG;NFIN;ACT	V;NFIN
tuntea	voel	tuntea	voelen	V;SG;NFIN;ACT	V;SG;PRS;FIN
tulot	opbrengsten	tulo	opbrengst	N;NOM;PL	N;PL
tulot	inkomsten	tulo	inkomsten	N;NOM;PL	N;PL
tulot	inkomsten	tulo	inkomsten	N;NOM;PL	N;PL
tulot	verdiensten	tulo	verdienste	N;NOM;PL	N;PL
tulot	inkomsten	tulo	inkomsten	N;NOM;PL	N;PL
tulot	ontvangsten	tulo	ontvangst	N;NOM;PL	N;PL
tulot	inkomsten	tulo	inkomsten	N;NOM;PL	N;PL
tulot	ontvangsten	tulo	ontvangst	N;NOM;PL	N;PL
hyödynnetään	uitbuiten	hyödyntää	uitbuiten	V;IND;PRS;FIN;PASS	V;NFIN
hyödynnetään	exploiteren	hyödyntää	exploiteren	V;IND;PRS;FIN;PASS	V;NFIN
helpoin	eenvoudigste	helppo	eenvoudig	ADJ;NOM;RL;SG	ADJ;RL
helpoin	makkelijkste	helppo	makkelijk	ADJ;NOM;RL;SG	ADJ;RL
helpoin	gemakkelijkste	helppo	makkelijk	ADJ;NOM;RL;SG	ADJ;RL
manhattan	manhattan	manhattaa	manhattan	N;NOM;SG	N;MASC+FEM;SG
gibraltarin	gibraltar	gibraltari	gibraltar	N;GEN;SG	N;MASC+FEM;SG
akateeminen	academisch	akateeminen	academisch	ADJ;NOM;SG	ADJ
akateeminen	academische	akateeminen	academisch	ADJ;NOM;SG	ADJ
glam	glam	glam	glam	N;NOM;SG	N;MASC+FEM;SG
kehittyvät	evolueren	kehittyä	evolueren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
kehittyvät	evoluerende	kehittyä	evolueren	V;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
kehittyvät	ontwikkelen	kehittyä	ontwikkelen	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
solmun	knoop	solmu	knoop	N;GEN;SG	N;MASC+FEM;SG
teollinen	industrieel	teollinen	industrieel	ADJ;NOM;SG	ADJ
teollinen	industriële	teollinen	industreel	ADJ;NOM;SG	ADJ
geneven	geneve	Geneve	geneve	N;GEN;SG	N;MASC+FEM;SG
geneven	genève	Geneve	genève	N;GEN;SG	N;NEUT;SG
hallitsijat	heersers	hallitsija	heerser	N;NOM;PL	N;PL
johdanto	inleiding	johdanto	inleiding	N;NOM;SG	N;MASC+FEM;SG
johdanto	invoering	johdanto	invoering	N;NOM;SG	N;MASC+FEM;SG
johdanto	introductie	johdanto	introductie	N;NOM;SG	N;MASC+FEM;SG
johdanto	voorwoord	johdanto	voorwoord	N;NOM;SG	N;NEUT;SG
ensisijainen	prioritair	ensisijainen	prioritair	ADJ;NOM;SG	ADJ
ensisijainen	primaire	ensisijainen	primair	ADJ;NOM;SG	ADJ
ensisijainen	primair	ensisijainen	primair	ADJ;NOM;SG	ADJ
poliitikot	politici	poliitikko	politicus	N;NOM;PL	N;PL
vapautta	freedom	vapaus	freedom	N;PRT;SG	N;MASC+FEM;SG
vapautta	vrijheid	vapaus	vrijheid	N;PRT;SG	N;MASC+FEM;SG
laajentunut	verwijd	laajentua	verwijden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
laajentunut	uitgebreid	laajentua	uitbreiden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
laajentunut	vergroot	laajentua	vergroten	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
laajentunut	uitgebreid	laajentua	uitbreiden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
polttoainetta	brandstof	poltto#aine	brandstof	N;PRT;SG	N;MASC+FEM;SG
polttoainetta	splijtstof	poltto#aine	splijtstof	N;PRT;SG	N;MASC+FEM;SG
estävät	hinderen	estää	hind	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
estävät	belemmeren	estää	belemmeren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
lääkkeitä	geneesmiddelen	lääke	geneesmiddelen	N;PRT;PL	N;PL
lääkkeitä	medicijnen	lääke	medicijn	N;PRT;PL	N;PL
lääkkeitä	medicijnen	lääke	medicijn	N;PRT;PL	N;PL
torin	tori	tori	tori	N;GEN;SG	N;MASC+FEM;SG
iris	iris	iris	iris	N;NOM;SG	N;MASC+FEM;SG
tomas	tomas	tomas	tomas	N;NOM;SG	N;MASC+FEM;SG
mittaa	meet	mitata	meet	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
mittaa	meten	mitata	meten	V;IMP;SG;2;FIN;ACT	V;NFIN
vahvaa	sterk	vahva	sterk	ADJ;PRT;SG	ADJ
vahvaa	sterke	vahva	sterk	ADJ;PRT;SG	ADJ
kerho	club	kerho	club	N;NOM;SG	N;MASC+FEM;SG
kerho	clubhuis	kerho	clubhuis	N;NOM;SG	N;NEUT;SG
rahoitus	financiering	rahoitus	financiering	N;NOM;SG	N;MASC+FEM;SG
rahoitus	financiering	rahoitus	financiering	N;NOM;SG	N;MASC+FEM;SG
tiibetin	tibet	tiibetti	tibet	N;GEN;SG	N;NEUT;SG
neutraali	neutrale	neutraali	neutraal	ADJ;NOM;SG	ADJ
neutraali	neutraal	neutraali	neutraal	ADJ;NOM;SG	ADJ
kohtuullisen	redelijk	kohtuullinen	redelijk	ADJ;GEN;SG	ADJ
kohtuullisen	matig	kohtuullinen	matig	ADJ;GEN;SG	ADJ
kohtuullisen	redelijke	kohtuullinen	redelijk	ADJ;GEN;SG	ADJ
kohtuullisen	redelijk	kohtuullinen	redelijk	ADJ;GEN;SG	ADJ
sidottu	gebonden	sidottu	binden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
sidottu	gebonden	sidottu	binden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
sidottu	vastgebonden	sidottu	vastbinden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
vastauksen	antwoord	vastaus	antwoord	N;GEN;SG	N;NEUT;SG
desmond	desmond	desmond	desmond	N;NOM;SG	N;MASC+FEM;SG
hai	hai	hai	hai	N;NOM;SG	N;MASC+FEM;SG
hai	shark	hai	shark	N;NOM;SG	N;MASC+FEM;SG
hai	haai	hai	haai	N;NOM;SG	N;MASC+FEM;SG
sylvia	sylvia	sylvä	sylvia	N;NOM;SG	N;MASC+FEM;SG
este	belemmering	este	belemmering	N;NOM;SG	N;MASC+FEM;SG
este	obstructie	este	obstructie	N;NOM;SG	N;MASC+FEM;SG
este	tegenwerking	este	tegenwerking	N;NOM;SG	N;MASC+FEM;SG
este	belemmering	este	belemmering	N;NOM;SG	N;MASC+FEM;SG
este	obstakel	este	obstakel	N;NOM;SG	N;NEUT;SG
este	hindernis	este	hindernis	N;NOM;SG	N;MASC+FEM;SG
este	horde	este	horde	N;NOM;SG	N;MASC+FEM;SG
este	versperring	este	versperring	N;NOM;SG	N;MASC+FEM;SG
este	barrier	este	barrier	N;NOM;SG	N;MASC+FEM;SG
este	barrière	este	barrière	N;NOM;SG	N;MASC+FEM;SG
poikkeuksia	uitzonderingen	poikkeus	uitzondering	N;PRT;PL	N;PL
poikkeuksia	vrijstellingen	poikkeus	vrijstelling	N;PRT;PL	N;PL
poikkeuksia	uitzonderingen	poikkeus	uitzondering	N;PRT;PL	N;PL
sherlock	sherlock	sherlock	sherlock	N;NOM;SG	N;MASC+FEM;SG
antonius	antony	antonius	antony	N;NOM;SG	N;MASC+FEM;SG
antonius	antonius	antonius	antonius	N;NOM;SG	N;MASC+FEM;SG
kori	basket	kori	basket	N;NOM;SG	N;MASC+FEM;SG
kori	mand	kori	mand	N;NOM;SG	N;MASC+FEM;SG
kori	mandje	kori	mandje	N;NOM;SG	N;NEUT;SG
kori	carrosserie	kori	carrosserie	N;NOM;SG	N;MASC+FEM;SG
nuoriso	jeugd	nuoriso	jeugd	N;NOM;SG	N;MASC+FEM;SG
gospel	gospel	gospel	gospel	N;NOM;SG	N;MASC+FEM;SG
gospel	evangelie	gospel	evangelie	N;NOM;SG	N;NEUT;SG
keramiikka	aardewerk	keramiikka	aardewerk	N;NOM;SG	N;NEUT;SG
keramiikka	keramiek	keramiikka	keramiek	N;NOM;SG	N;MASC+FEM;SG
filosofinen	filosofische	filosofinen	filosofisch	ADJ;NOM;SG	ADJ
filosofinen	filosofisch	filosofinen	filosofisch	ADJ;NOM;SG	ADJ
ehdotuksia	voorstellen	ehdotus	voorstel	N;PRT;PL	N;PL
ehdotuksia	suggesties	ehdotus	suggestie	N;PRT;PL	N;PL
signaalin	signaal	signaali	signaal	N;GEN;SG	N;NEUT;SG
käyttäjätunnus	gebruikersnaam	käyttäjä#tunnus	gebruikersnaam	N;NOM;SG	N;MASC+FEM;SG
johtajia	leiders	johtaja	leider	N;PRT;PL	N;PL
komissio	commissie	komissio	commissie	N;NOM;SG	N;MASC+FEM;SG
willy	willy	willy	willy	N;NOM;SG	N;MASC+FEM;SG
kaveri	guy	kaveri	guy	N;NOM;SG	N;MASC+FEM;SG
kaveri	kerel	kaveri	kerel	N;NOM;SG	N;MASC+FEM;SG
kaveri	maat	kaveri	maat	N;NOM;SG	N;MASC+FEM;SG
kaveri	makker	kaveri	makker	N;NOM;SG	N;MASC+FEM;SG
kaveri	maatje	kaveri	maatje	N;NOM;SG	N;NEUT;SG
kaveri	buddy	kaveri	buddy	N;NOM;SG	N;MASC+FEM;SG
kaveri	vriendin	kaveri	vriendin	N;NOM;SG	N;MASC+FEM;SG
kaveri	vriend	kaveri	vriend	N;NOM;SG	N;MASC+FEM;SG
hollanti	holland	hollanti	holland	N;NOM;SG	N;NEUT;SG
henkisen	intellectuele	henkinen	intellectueel	ADJ;GEN;SG	ADJ
henkisen	intellectueel	henkinen	intellectueel	ADJ;GEN;SG	ADJ
din	din	din	din	N;NOM;SG	N;MASC+FEM;SG
pienemmän	kleiner	pieni	klein	ADJ;GEN;CMPR;SG	ADJ;CMPR
pienemmän	kleinere	pieni	klein	ADJ;GEN;CMPR;SG	ADJ;CMPR
isis	isis	isis	isis	N;NOM;SG	N;MASC+FEM;SG
lainaa	lening	laina	lening	N;PRT;SG	N;MASC+FEM;SG
lainaa	leen	laina	leen	N;PRT;SG	N;MASC+FEM;SG
asiantuntijat	specialisten	asian#tuntija	specialist	N;NOM;PL	N;PL
asiantuntijat	experts	asian#tuntija	expert	N;NOM;PL	N;PL
asiantuntijat	experten	asian#tuntija	expert	N;NOM;PL	N;PL
avautuu	opent	avautua	openen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
täydentää	aanvullen	täydentää	aanvullen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
täydentää	voltooit	täydentää	voltooien	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
vahvat	sterk	vahva	sterk	ADJ;NOM;PL	ADJ
vahvat	sterke	vahva	sterk	ADJ;NOM;PL	ADJ
edith	edith	edith	edith	N;NOM;SG	N;MASC+FEM;SG
murto	inbraak	murto	inbraak	N;NOM;SG	N;MASC+FEM;SG
hyväksy	goedkeuren	hyväksyä	goedkeuren	V;IMP;SG;2;FIN;ACT	V;NFIN
hyväksy	accepteren	hyväksyä	accepteren	V;IMP;SG;2;FIN;ACT	V;NFIN
hyväksy	aanvaarden	hyväksyä	aanvaarden	V;IMP;SG;2;FIN;ACT	V;NFIN
hyväksy	accepteer	hyväksyä	accepteer	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
kilpailevat	concurrerende	kilpailla	concurreren	V;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
kilpailevat	concurreren	kilpailla	concurreren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
asentaa	installeren	asentaa	installeren	V;SG;NFIN;ACT	V;NFIN
asentaa	installeer	asentaa	installeer	V;SG;NFIN;ACT	V;SG;PRS;FIN
liikunta	lichaamsbeweging	liikunta	lichaamsbeweging	N;NOM;SG	N;MASC+FEM;SG
liikunta	uitoefening	liikunta	uitoefening	N;NOM;SG	N;MASC+FEM;SG
liikunta	oefening	liikunta	oefening	N;NOM;SG	N;MASC+FEM;SG
erottua	aftreden	erota	aftreden	V;SG;NFIN;ACT	V;NFIN
allas	pool	allas	pool	N;NOM;SG	N;MASC+FEM;SG
allas	zwembad	allas	zwembad	N;NOM;SG	N;NEUT;SG
ympäröivän	omringende	ympäröidä	omringen	V;GEN;SG;V.PTCP;ACT	V;V.PTCP
serena	serena	serena	serena	N;NOM;SG	N;MASC+FEM;SG
jalo	noble	jalo	noble	N;NOM;SG	N;MASC+FEM;SG
salomon	salomon	salomo	salomon	N;GEN;SG	N;MASC+FEM;SG
putin	poetin	putin	poetin	N;NOM;SG	N;MASC+FEM;SG
kersantti	sergeant	kersantti	sergeant	N;NOM;SG	N;MASC+FEM;SG
mitattu	gemeten	mitata	meten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
mitattu	afgemeten	mitata	afmeten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
metropolitan	metropolitan	metro#politta	metropolitan	N;NOM;SG	N;MASC+FEM;SG
aivot	hersenen	aivot	hersene	N;NOM;PL	N;PL
aivot	hersens	aivot	hersens	N;NOM;PL	N;PL
aivot	hersenen	aivot	hersene	N;NOM;PL	N;PL
aivot	hersens	aivot	hersens	N;NOM;PL	N;PL
munkki	monnik	munkki	monnik	N;NOM;SG	N;MASC+FEM;SG
munkki	monk	munkki	monken	N;NOM;SG	N;MASC+FEM;SG
block	blokkering	block	blokkering	N;NOM;SG	N;MASC+FEM;SG
block	blok	block	blok	N;NOM;SG	N;NEUT;SG
block	block	block	block	N;NOM;SG	N;MASC+FEM;SG
yhdistyneet	verenigde	yhdistynyt	verenigen	V;NOM;PL;V.PTCP;ACT	V;V.PTCP
yhdistyneet	verenigd	yhdistynyt	verenigen	V;NOM;PL;V.PTCP;ACT	V;V.PTCP
olentoja	wezens	olento	wezen	N;PRT;PL	N;PL
olentoja	wezens	olento	wezen	N;PRT;PL	N;PL
olentoja	schepsels	olento	schepsel	N;PRT;PL	N;PL
vaikeuttaa	complicerende	vaikeuttaa	compliceren	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vaikeuttaa	bemoeilijkt	vaikeuttaa	bemoeilijken	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
filippiineillä	filipijnen	fili#ppiine	filipijn	N;AT+ESS
;PL	N;PL
filippiineillä	filippijnen	fili#ppiine	filippijn	N;AT+ESS
;PL	N;PL
havainto	observatie	havainto	observatie	N;NOM;SG	N;MASC+FEM;SG
havainto	waarneming	havainto	waarneming	N;NOM;SG	N;MASC+FEM;SG
havainto	waarneming	havainto	waarneming	N;NOM;SG	N;MASC+FEM;SG
lin	lin	lin	lin	N;NOM;SG	N;MASC+FEM;SG
vesillä	wateren	vesi	wateren	N;AT+ESS
;PL	N;PL
nacional	nacional	nacional	nacional	N;FRML;SG	N;MASC+FEM;SG
markkinointi	marketing	markkinointi	marketing	N;NOM;SG	N;MASC+FEM;SG
markkinointi	bevordering	markkinointi	bevordering	N;NOM;SG	N;MASC+FEM;SG
markkinointi	promotie	markkinointi	promotie	N;NOM;SG	N;MASC+FEM;SG
kaasua	gas	kaasu	gas	N;PRT;SG	N;NEUT;SG
desibeli	decibel	desi#beli	decibel	N;NOM;SG	N;MASC+FEM;SG
batmanin	batman	batman	batman	N;GEN;SG	N;MASC+FEM;SG
valeri	valery	valeri	valery	N;NOM;SG	N;MASC+FEM;SG
zeus	zeus	zeus	zeus	N;NOM;SG	N;MASC+FEM;SG
syyn	reden	syy	reden	N;GEN;SG	N;MASC+FEM;SG
syyn	rede	syy	rede	N;GEN;SG	N;MASC+FEM;SG
piquet	piquet	piquet	piquet	N;NOM;SG	N;MASC+FEM;SG
sarjakuvia	strips	sarja#kuva	strip	N;PRT;PL	N;PL
sarjakuvia	stripverhalen	sarja#kuva	stripverhaal	N;PRT;PL	N;PL
sarjakuvia	stripboeken	sarja#kuva	stripboek	N;PRT;PL	N;PL
osoittautunut	bewezen	osoittautua	bewijzen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
osoittautunut	bewees	osoittautua	bewijzen	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
lennot	vluchten	lento	vlucht	N;NOM;PL	N;PL
liikkeiden	bewegingen	liike	beweging	N;GEN;PL	N;PL
liikkeiden	verplaatsingen	liike	verplaatsing	N;GEN;PL	N;PL
keittiö	keuken	keittiö	keuken	N;NOM;SG	N;MASC+FEM;SG
konsuli	consul	konsuli	consul	N;NOM;SG	N;MASC+FEM;SG
ilmailu	luchtvaart	ilmailu	luchtvaart	N;NOM;SG	N;MASC+FEM;SG
ilmailu	luchtvaart	ilmailu	luchtvaart	N;NOM;SG	N;MASC+FEM;SG
sora	grind	sora	grind	N;NOM;SG	N;NEUT;SG
todisti	bewezen	todistaa	bewijzen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
todisti	bewees	todistaa	bewijzen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
solo	solo	solo	solo	N;NOM;SG	N;MASC+FEM;SG
keksittiin	verzonnen	keksiä	verzinnen	V;IND;PST;FIN;PASS	V;V.PTCP
keksittiin	uitgevonden	keksiä	uitvinden	V;IND;PST;FIN;PASS	V;V.PTCP
ohjeen	instructie	ohje	instructie	N;GEN;SG	N;MASC+FEM;SG
amadeus	amadeus	amadeus	amadeus	N;NOM;SG	N;MASC+FEM;SG
sairauksia	ziektes	sairaus	ziekte	N;PRT;PL	N;PL
sairauksia	ziekten	sairaus	ziekte	N;PRT;PL	N;PL
kaupallista	commerciële	kaupallinen	commerciel	ADJ;PRT;SG	ADJ
kaupallista	commercieel	kaupallinen	commercieel	ADJ;PRT;SG	ADJ
työntekijän	werker	työ#tekijä	werker	N;GEN;SG	N;MASC+FEM;SG
työntekijän	werknemer	työ#tekijä	werknemer	N;GEN;SG	N;MASC+FEM;SG
työntekijän	arbeider	työ#tekijä	arbeider	N;GEN;SG	N;MASC+FEM;SG
vaarallista	gevaarlijke	vaarallinen	gevaarlijk	ADJ;PRT;SG	ADJ
vaarallista	gevaarlijk	vaarallinen	gevaarlijk	ADJ;PRT;SG	ADJ
vaarallista	gevaarlijke	vaarallinen	gevaarlijk	ADJ;PRT;SG	ADJ
vaarallista	gevaarlijk	vaarallinen	gevaarlijk	ADJ;PRT;SG	ADJ
logiikan	logica	logiikka	logica	N;GEN;SG	N;MASC+FEM;SG
eteneminen	progressie	eteneminen	progressie	N;NOM;SG	N;MASC+FEM;SG
eteneminen	voortgang	eteneminen	voortgang	N;NOM;SG	N;MASC+FEM;SG
eteneminen	voorschot	eteneminen	voorschot	N;NOM;SG	N;NEUT;SG
viholliset	vijanden	vihollinen	vijand	N;NOM;PL	N;PL
innokas	gretig	innokas	gretig	ADJ;NOM;SG	ADJ
innokas	enthousiaste	innokas	enthousiast	ADJ;NOM;SG	ADJ
innokas	enthousiast	innokas	enthousiast	ADJ;NOM;SG	ADJ
innokas	fervent	innokas	fervent	ADJ;NOM;SG	ADJ
madame	madame	madame	madame	N;NOM;SG	N;MASC+FEM;SG
kap	cape	kap	cape	N;GEN;SG	N;MASC+FEM;SG
kap	kaap	kap	kaap	N;GEN;SG	N;MASC+FEM;SG
sähköinen	elektrische	sähköinen	elektrisch	ADJ;NOM;SG	ADJ
sähköinen	elektrisch	sähköinen	elektrisch	ADJ;NOM;SG	ADJ
sähköinen	elektronisch	sähköinen	elektronisch	ADJ;NOM;SG	ADJ
sähköinen	elektrische	sähköinen	elektrisch	ADJ;NOM;SG	ADJ
sähköinen	electrische	sähköinen	electrisch	ADJ;NOM;SG	ADJ
sähköinen	elektrisch	sähköinen	elektrisch	ADJ;NOM;SG	ADJ
mona	mona	mona	mona	N;NOM;SG	N;MASC+FEM;SG
melbourne	melbourne	melbourn	melbourn	N;NOM;SG	N;MASC+FEM;SG
fabian	fabian	fabia	fabian	N;GEN;SG	N;MASC+FEM;SG
tehtaiden	fabrieken	tehdas	fabriek	N;GEN;PL	N;PL
luonnetta	personage	luonne	personage	N;PRT;SG	N;NEUT;SG
luonnetta	karakter	luonne	karakter	N;PRT;SG	N;NEUT;SG
tilaisuus	gelegenheid	tilaisuus	gelegenheid	N;NOM;SG	N;MASC+FEM;SG
tilaisuus	gelegenheid	tilaisuus	gelegenheid	N;NOM;SG	N;MASC+FEM;SG
tilaisuus	kans	tilaisuus	kans	N;NOM;SG	N;MASC+FEM;SG
orion	orion	orion	orion	N;NOM;SG	N;MASC+FEM;SG
määrät	bedragen	määrä	bedrag	N;NOM;PL	N;PL
määrät	hoeveelheden	määrä	hoeveelheid	N;NOM;PL	N;PL
romaniassa	roemenië	romania	roemenië	N;IN+ESS;SG	N;NEUT;SG
romaniassa	roemenie	romania	roemenie	N;IN+ESS;SG	N;MASC+FEM;SG
vallankumousta	revolutie	vallan#kumous	revolutie	N;PRT;SG	N;MASC+FEM;SG
vihan	boosheid	vihka	boosheid	N;GEN;SG	N;MASC+FEM;SG
vihan	kwaadheid	vihka	kwaadheid	N;GEN;SG	N;MASC+FEM;SG
vihan	toorn	vihka	toorn	N;GEN;SG	N;MASC+FEM;SG
vihan	woede	vihka	woede	N;GEN;SG	N;MASC+FEM;SG
vihan	haat	vihka	haat	N;GEN;SG	N;MASC+FEM;SG
vihan	hekel	vihka	hekel	N;GEN;SG	N;MASC+FEM;SG
vihan	haat	vihka	haat	N;GEN;SG	N;MASC+FEM;SG
vuosikirja	jaarboek	vuosi#kirja	jaarboek	N;NOM;SG	N;NEUT;SG
lex	lex	lex	lex	N;NOM;SG	N;MASC+FEM;SG
vähenee	dalende	vähetä	dalen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vähenee	afnemende	vähetä	afnemen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vähenee	dalende	vähetä	dalen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vähenee	teruglopende	vähetä	teruglopen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vähenee	afnemende	vähetä	afnemen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
selitti	toegelicht	selittää	toelichten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
selitti	uitgelegd	selittää	uitleggen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
käsittelyä	afhandeling	käsittely	afhandeling	N;PRT;SG	N;MASC+FEM;SG
käsittelyä	hantering	käsittely	hantering	N;PRT;SG	N;MASC+FEM;SG
käsittelyä	verwerking	käsittely	verwerking	N;PRT;SG	N;MASC+FEM;SG
canadiens	canadiens	canadiens	canadien	N;GEN;PL	N;PL
teräsmies	superman	teräs#mies	superman	N;NOM;SG	N;MASC+FEM;SG
veroja	belastingen	vero	belastingen	N;PRT;PL	N;PL
veroja	belastingen	vero	belastingen	N;PRT;PL	N;PL
arkiston	archief	arkisto	archief	N;GEN;SG	N;NEUT;SG
autoilija	automobilist	autoilija	automobilist	N;NOM;SG	N;MASC+FEM;SG
kopioi	gekopieerd	kopioida	kopiëren	V;IMP;SG;2;FIN;ACT	V;V.PTCP
kopioi	kopiëren	kopioida	kopier	V;IMP;SG;2;FIN;ACT	V;NFIN
kopioi	kopieer	kopioida	kopieer	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
tuttuja	kennissen	tuttu	kennis	N;PRT;PL	N;PL
tuttuja	bekenden	tuttu	bekend	N;PRT;PL	N;PL
urpo	eikel	urpo	eikel	N;NOM;SG	N;MASC+FEM;SG
yksinäinen	eenzame	yksinäinen	eenzaam	ADJ;NOM;SG	ADJ
yksinäinen	eenzaam	yksinäinen	eenzaam	ADJ;NOM;SG	ADJ
nostettu	opgegroeid	nostaa	opgroeien	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
nostettu	getogen	nostaa	tijgen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
nostettu	opgevoed	nostaa	opvoeden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
luulee	waant	luulla	waant	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
luulee	denkt	luulla	denken	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
neuvoja	adviezen	neuvo	advies	N;PRT;PL	N;PL
kivestä	steen	kivi	steen	N;IN+ABL;SG	N;MASC+FEM;SG
