catholicisme	katolilaisuus	catholicisme	katolilaisuus	N;MASC;SG	N;NOM;SG
oreilles	korvat	oreille	korva	N;FEM;PL	N;NOM;PL
oreilles	korvia	oreille	korva	N;FEM;PL	N;PRT;PL
oreilles	korvien	oreille	korva	N;FEM;PL	N;GEN;PL
patrouille	partio	patrouille	partio	N;FEM;SG	N;NOM;SG
jadis	kerran	jadis	kerran	ADV	ADV
vaud	vaud	vaud	vaud	N;MASC;SG	N;NOM;SG
fusée	soihtu	fusée	soihtua	N;FEM;SG	N;NOM;SG
fusée	raketti	fusée	raketti	N;FEM;SG	N;NOM;SG
grès	hiekkakivi	grès	hiekka#kivi	N;MASC;SG	N;NOM;SG
notation	pisteytys	notation	pisteytys	N;FEM;SG	N;NOM;SG
notation	arvio	notation	arvio	N;FEM;SG	N;NOM;SG
notation	arvostelu	notation	arvostelu	N;FEM;SG	N;NOM;SG
notation	luokitus	notation	luokitus	N;FEM;SG	N;NOM;SG
rendement	suorituskyvyn	rendement	suoritus#kyky	N;MASC;SG	N;GEN;SG
rendement	tehokkuus	rendement	tehokkuus	N;MASC;SG	N;NOM;SG
rendement	esitys	rendement	esitys	N;MASC;SG	N;NOM;SG
rendement	suoritus	rendement	suoritus	N;MASC;SG	N;NOM;SG
rendement	suorituskykyä	rendement	suoritus#kyky	N;MASC;SG	N;PRT;SG
rendement	suorituskyky	rendement	suoritus#kyky	N;MASC;SG	N;NOM;SG
rendement	tuotos	rendement	tuotos	N;MASC;SG	N;NOM;SG
rendement	tuotto	rendement	tuotto	N;MASC;SG	N;NOM;SG
rendement	tehokkuutta	rendement	tehokkuus	N;MASC;SG	N;PRT;SG
rendement	tehokkuus	rendement	tehokkuus	N;MASC;SG	N;NOM;SG
rendement	tehokkuuden	rendement	tehokkuus	N;MASC;SG	N;GEN;SG
requêtes	pyyntöjä	requête	pyyntö	N;FEM;PL	N;PRT;PL
requêtes	pyynnöt	requête	pyyntö	N;FEM;PL	N;NOM;PL
requêtes	kyselyt	requête	kysely	N;FEM;PL	N;NOM;PL
canvas	kangasta	canvas	kangas	N;MASC;SG	N;IN+ABL;SG
canvas	kangas	canvas	kangas	N;MASC;SG	N;NOM;SG
annexion	liittäminen	annexion	liittäminen	N;FEM;SG	N;NOM;SG
jolie	nätti	joli	nätti	ADJ;FEM;SG	ADJ;NOM;SG
jolie	mukavaa	joli	mukava	ADJ;FEM;SG	ADJ;PRT;SG
jolie	hieno	joli	hieno	ADJ;FEM;SG	ADJ;NOM;SG
jolie	kiva	joli	kiva	ADJ;FEM;SG	ADJ;NOM;SG
bénéfice	voittoa	bénéfice	voitto	N;MASC;SG	N;PRT;SG
bénéfice	voitto	bénéfice	voitto	N;MASC;SG	N;NOM;SG
bénéfice	tuotto	bénéfice	tuotto	N;MASC;SG	N;NOM;SG
bénéfice	etuus	bénéfice	etuus	N;MASC;SG	N;NOM;SG
bénéfice	hyötyä	bénéfice	hyöty	N;MASC;SG	N;PRT;SG
bénéfice	hyöty	bénéfice	hyöty	N;MASC;SG	N;NOM;SG
notions	käsitteet	notion	käsite	N;FEM;PL	N;NOM;PL
notions	käsitteet	notion	käsite	N;FEM;PL	N;NOM;PL
notions	käsitteitä	notion	käsite	N;FEM;PL	N;PRT;PL
bassins	altaat	bassin	allata	N;MASC;PL	N;NOM;PL
exhaustive	tyhjentävä	exhaustif	tyhjentävä	ADJ;FEM;SG	ADJ;NOM;SG
téléspectateurs	katsojat	téléspectateur	katsoja	N;MASC;PL	N;NOM;PL
téléspectateurs	katsojia	téléspectateur	katsoja	N;MASC;PL	N;PRT;PL
évangile	gospel	évangile	gospel	N;MASC;SG	N;NOM;SG
tapis	matto	tapis	matto	N;MASC;SG	N;NOM;SG
tapis	maton	tapis	matto	N;MASC;SG	N;GEN;SG
tapis	matto	tapis	matto	N;MASC;SG	N;NOM;SG
tapis	mattoa	tapis	matto	N;MASC;SG	N;PRT;SG
tapis	maton	tapis	matto	N;MASC;SG	N;GEN;SG
solides	kiinteät	solide	kiinteä	ADJ;MASC;PL	ADJ;NOM;PL
coach	valmentaja	coach	valmentaja	N;MASC;SG	N;NOM;SG
entiers	koko	entier	koko	ADJ;MASC;PL	ADJ
entiers	kokonaiset	entier	kokonainen	ADJ;MASC;PL	ADJ;NOM;PL
pratiquer	harjoitella	pratiquer	harjoitella	V;NFIN	V;SG;NFIN;ACT
pratiquer	harjoittelee	pratiquer	harjoitella	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
cahier	muistikirja	cahier	muisti#kirja	N;MASC;SG	N;NOM;SG
spécifiquement	nimenomaan	spécifiquement	nimen#omaan	ADV	ADV
spécifiquement	nimenomaisesti	spécifiquement	nimen#omaisesti	ADV	ADV
rédiger	kirjoittaa	rédiger	kirjoittaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
rédiger	kirjoita	rédiger	kirja	V;NFIN	V;IMP;SG;2;FIN;ACT
rédiger	kirjoitetaan	rédiger	kirjoittaa	V;NFIN	V;IND;PRS;FIN;PASS
permanence	pysyvyys	permanence	pysyvyys	N;FEM;SG	N;NOM;SG
hélicoptère	helikopteri	hélicoptère	heli#kopteri	N;MASC;SG	N;NOM;SG
hélicoptère	helikopteria	hélicoptère	helikopteri	N;MASC;SG	N;PRT;SG
hélicoptère	kopteri	hélicoptère	kopteri	N;MASC;SG	N;NOM;SG
déplacé	siirretty	déplacer	siirtää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
déplacé	siirrettiin	déplacer	siirtää	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
déplacé	muutti	déplacer	muuttaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
déplacé	hukannut	déplacer	hukata	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
saxophone	saksofoni	saxophone	sakso#foni	N;MASC;SG	N;NOM;SG
marron	brownin	marron	brown	N;MASC;SG	N;GEN;SG
bombes	pommit	bombe	pommi	N;FEM;PL	N;NOM;PL
bombes	pommeja	bombe	pommi	N;FEM;PL	N;PRT;PL
territorial	alueellisen	territorial	alueellinen	ADJ;MASC;SG	ADJ;GEN;SG
territorial	alueellinen	territorial	alueellinen	ADJ;MASC;SG	ADJ;NOM;SG
crédits	lainat	crédit	laina	N;MASC;PL	N;NOM;PL
battue	hakattu	battre	hakata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
battue	lyöty	battre	lyödä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
avocats	asianajajat	avocat	asian#ajaja	N;MASC;PL	N;NOM;PL
avocats	asianajajia	avocat	asian#ajaja	N;MASC;PL	N;PRT;PL
avocats	asianajajat	avocat	asian#ajaja	N;MASC;PL	N;NOM;PL
avocats	lakimiehet	avocat	laki#mies	N;MASC;PL	N;NOM;PL
avocats	asianajajia	avocat	asian#ajaja	N;MASC;PL	N;PRT;PL
cia	cia	cia	cia	N;FEM;SG	N;NOM;SG
cia	cia	cia	cia	N;FEM;SG	N;NOM;SG
cia	cla	cia	cla	N;FEM;SG	N;NOM;SG
exécuter	toteuta	exécuter	toteuttaa	V;NFIN	V;IMP;SG;2;FIN;ACT
exécuter	suorita	exécuter	suorittaa	V;NFIN	V;IMP;SG;2;FIN;ACT
exécuter	teloittaa	exécuter	teloittaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
exécuter	suorita	exécuter	suorittaa	V;NFIN	V;IMP;SG;2;FIN;ACT
exécuter	juokse	exécuter	juosta	V;NFIN	V;IMP;SG;2;FIN;ACT
illustrer	havainnollistaa	illustrer	havainnollistaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
constamment	jatkuvasti	constamment	jatkuvasti	ADV	ADV
glacier	jäätikkö	glacier	jäätikkö	N;MASC;SG	N;NOM;SG
prolongation	laajentaminen	prolongation	laajentaminen	N;FEM;SG	N;NOM;SG
prolongation	pidentäminen	prolongation	pidentäminen	N;FEM;SG	N;NOM;SG
prolongation	laajennus	prolongation	laajennus	N;FEM;SG	N;NOM;SG
prolongation	laajentamisesta	prolongation	laajentaminen	N;FEM;SG	N;IN+ABL;SG
champignons	sienet	champignon	sieni	N;MASC;PL	N;NOM;PL
champignons	sieniä	champignon	sieni	N;MASC;PL	N;PRT;PL
champignons	sienet	champignon	sieni	N;MASC;PL	N;NOM;PL
champignons	sienet	champignon	sieni	N;MASC;PL	N;NOM;PL
champignons	sieniä	champignon	sieni	N;MASC;PL	N;PRT;PL
attractions	nähtävyydet	attraction	nähtävyys	N;FEM;PL	N;NOM;PL
attractions	nähtävyyksiä	attraction	nähtävyys	N;FEM;PL	N;PRT;PL
coton	puuvillan	coton	puu#vilta	N;MASC;SG	N;GEN;SG
artois	artois	artois	artois	N;MASC;SG	N;NOM;SG
extinction	sukupuuttoon	extinction	suku#puutto	N;FEM;SG	N;IN+ALL;SG
trous	reikiä	trou	reikä	N;MASC;PL	N;PRT;PL
trous	aukkoja	trou	aukko	N;MASC;PL	N;PRT;PL
trous	reiät	trou	reikä	N;MASC;PL	N;NOM;PL
trous	aukot	trou	aukko	N;MASC;PL	N;NOM;PL
implication	osallistumista	implication	osallistuminen	N;FEM;SG	N;PRT;SG
implication	osallisuus	implication	osallisuus	N;FEM;SG	N;NOM;SG
implication	osallistumisen	implication	osallistuminen	N;FEM;SG	N;GEN;SG
implication	osallistuminen	implication	osallistuminen	N;FEM;SG	N;NOM;SG
consécutive	peräkkäisen	consécutif	peräkkäinen	ADJ;FEM;SG	ADJ;GEN;SG
grains	jyviä	grain	jyvä	N;MASC;PL	N;PRT;PL
grains	jyvät	grain	jyädä	N;MASC;PL	N;NOM;PL
grains	jyviä	grain	jyvä	N;MASC;PL	N;PRT;PL
grains	jyvät	grain	jyädä	N;MASC;PL	N;NOM;PL
sensibles	alttiita	sensible	altis	ADJ;MASC;PL	ADJ;PRT;PL
sensibles	herkät	sensible	herkkä	ADJ;MASC;PL	ADJ;NOM;PL
primes	palkkioiden	prime	palkkio	N;FEM;PL	N;GEN;PL
primes	palkkiot	prime	palkkio	N;FEM;PL	N;NOM;PL
primes	bonukset	prime	bonus	N;FEM;PL	N;NOM;PL
lame	terä	lame	terä	N;FEM;SG	N;NOM;SG
herbe	ruoho	herbe	ruoho	N;FEM;SG	N;NOM;SG
herbe	ruohoa	herbe	ruoho	N;FEM;SG	N;PRT;SG
herbe	pilveä	herbe	pilveä	N;FEM;SG	N;PRT;SG
herbe	ruohoa	herbe	ruoho	N;FEM;SG	N;PRT;SG
herbe	ruoho	herbe	ruoho	N;FEM;SG	N;NOM;SG
maximilien	maximilian	maximilien	maximili	N;MASC;SG	N;NOM;SG
manitoba	manitoba	manitoba	manitoba	N;MASC;SG	N;NOM;SG
dépendance	riippuvuus	dépendance	riippuvuus	N;FEM;SG	N;NOM;SG
dépendance	riippuvuuden	dépendance	riippuvuus	N;FEM;SG	N;GEN;SG
dépendance	riippuvuutta	dépendance	riippuvuus	N;FEM;SG	N;PRT;SG
dépendance	riippuvuus	dépendance	riippuvuus	N;FEM;SG	N;NOM;SG
dépendance	riippuvuutta	dépendance	riippuvuus	N;FEM;SG	N;PRT;SG
dépendance	riippuvuuden	dépendance	riippuvuus	N;FEM;SG	N;GEN;SG
dépendance	riippuvuus	dépendance	riippuvuus	N;FEM;SG	N;NOM;SG
dépendance	riippuvuutta	dépendance	riippuvuus	N;FEM;SG	N;PRT;SG
dépendance	riippuvuutta	dépendance	riippuvuus	N;FEM;SG	N;PRT;SG
nassau	nassau	nassau	nassaa	N;MASC;SG	N;NOM;SG
communiquer	kommunikoida	communiquer	kommunikoida	V;NFIN	V;SG;NFIN;ACT
communiquer	kommunikoi	communiquer	kommunikoida	V;NFIN	V;IND;SG;2;FIN;ACT
observateur	tarkkailija	observateur	tarkkailija	N;MASC;SG	N;NOM;SG
observateur	tarkkailijan	observateur	tarkkailija	N;MASC;SG	N;GEN;SG
substances	aineita	substance	aine	N;FEM;PL	N;PRT;PL
substances	aineet	substance	aine	N;FEM;PL	N;NOM;PL
contestation	haaste	contestation	haaste	N;FEM;SG	N;NOM;SG
contestation	mielenosoitus	contestation	mielen#osoitus	N;FEM;SG	N;NOM;SG
contestation	riitaa	contestation	riita	N;FEM;SG	N;PRT;SG
contestation	riidan	contestation	riita	N;FEM;SG	N;GEN;SG
contestation	riita	contestation	riita	N;FEM;SG	N;NOM;SG
contestation	kiista	contestation	kiista	N;FEM;SG	N;NOM;SG
investissements	investointeja	investissement	investointi	N;MASC;PL	N;PRT;PL
investissements	sijoitukset	investissement	sijoitus	N;MASC;PL	N;NOM;PL
investissements	investoinnit	investissement	investointi	N;MASC;PL	N;NOM;PL
investissements	investointeja	investissement	investointi	N;MASC;PL	N;PRT;PL
investissements	sijoitukset	investissement	sijoitus	N;MASC;PL	N;NOM;PL
investissements	investoinnit	investissement	investointi	N;MASC;PL	N;NOM;PL
interaction	vuorovaikutuksessa	interaction	vuoro#vaikutus	N;FEM;SG	N;IN+ESS;SG
interaction	yhteisvaikutus	interaction	yhteis#vaikutus	N;FEM;SG	N;NOM;SG
interaction	vuorovaikutusta	interaction	vuoro#vaikutus	N;FEM;SG	N;PRT;SG
interaction	vuorovaikutus	interaction	vuoro#vaikutus	N;FEM;SG	N;NOM;SG
trophées	palkintoja	trophée	palkinta	N;MASC;PL	N;PRT;PL
trophées	palkinnot	trophée	palkinto	N;MASC;PL	N;NOM;PL
trophées	palkintoja	trophée	palkinta	N;MASC;PL	N;PRT;PL
terrasse	terassi	terrasse	terassi	N;FEM;SG	N;NOM;SG
terrasse	terassilla	terrasse	terassi	N;FEM;SG	N;AT+ESS
;SG
élevées	kohonneet	élever	kohota	V;FEM;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
