lui	his	el	he	PRO;3	PRO;MASC;SG;3
recunoaște	acknowledges	recunoaște	acknowledge	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comerțul	trade	comerț	trade	N;DEF;MASC;SG	N;SG
armă	weapon	armă	weapon	N;INDF;FEM;SG	N;SG
armă	gun	armă	gun	N;INDF;FEM;SG	N;SG
echivalent	equivalent	echivalent	equivalent	ADJ;INDF;MASC;SG	ADJ
temporar	temporarily	temporar	temporarily	ADV	ADV
tabăra	camp	tabără	camp	N;DEF;FEM;SG	N;SG
lichid	fluid	lichid	fluid	N;INDF;MASC;SG	N;SG
lichid	liquid	lichid	liquid	N;INDF;MASC;SG	N;SG
oricine	anyone	oricine	anyone	PRO;SG;3	PRO;SG
oricine	anybody	oricine	anybody	PRO;SG;3	PRO;SG
sezoane	seasons	sezon	season	N;INDF;FEM;PL	N;PL
culturi	crops	cultură	crop	N;INDF;FEM;PL	N;PL
culturi	cultures	cultură	culture	N;INDF;FEM;PL	N;PL
fan	fan	fan	fan	N;INDF;MASC;SG	N;SG
criterii	criteria	criteriu	criterion	N;INDF;FEM;PL	N;PL
dispoziție	provision	dispoziție	provision	N;INDF;FEM;SG	N;SG
dispoziție	disposition	dispoziție	disposition	N;INDF;FEM;SG	N;SG
încasări	proceeds	încasare	proceed	N;INDF;FEM;PL	N;PL
încasări	receipts	încasare	receipt	N;INDF;FEM;PL	N;PL
povești	tales	poveste	tale	N;INDF;FEM;PL	N;PL
povești	stories	poveste	story	N;INDF;FEM;PL	N;PL
plecarea	departure	plecare	departure	N;DEF;FEM;SG	N;SG
secțiuni	sections	secțiune	section	N;INDF;FEM;PL	N;PL
principii	principles	princip	principle	N;INDF;FEM;PL	N;PL
națiuni	nations	națiune	nation	N;INDF;FEM;PL	N;PL
înțelegere	understanding	înțelegere	understanding	N;INDF;FEM;SG	N;SG
opinii	opinions	opinie	opinion	N;INDF;FEM;PL	N;PL
performanță	performance	performanță	performance	N;INDF;FEM;SG	N;SG
tratamentul	treatment	tratament	treatment	N;DEF;MASC;SG	N;SG
cerc	circle	cerc	circle	N;INDF;MASC;SG	N;SG
eseu	essay	eseu	essay	N;INDF;MASC;SG	N;SG
eseu	touchdown	eseu	touchdown	N;INDF;MASC;SG	N;SG
comportamentul	behaviour	comportament	behaviour	N;DEF;MASC;SG	N;SG
comportamentul	behavior	comportament	behavior	N;DEF;MASC;SG	N;SG
momente	moments	moment	moment	N;INDF;FEM;PL	N;PL
sosirea	arrival	sosire	arrival	N;DEF;FEM;SG	N;SG
pozitiv	positive	pozitiv	positive	ADJ;INDF;MASC;SG	ADJ
asigurarea	insurance	asigurare	insurance	N;DEF;FEM;SG	N;SG
eforturile	efforts	efort	effort	N;DEF;FEM;PL	N;PL
sexuale	sexual	sexual	sexual	ADJ;INDF;FEM;PL	ADJ
mail	mail	mail	mail	N;INDF;MASC;SG	N;SG
melodie	melody	melodie	melody	N;INDF;FEM;SG	N;SG
melodie	tune	melodie	tune	N;INDF;FEM;SG	N;SG
melodie	song	melodie	song	N;INDF;FEM;SG	N;SG
mormânt	tomb	mormânt	tomb	N;INDF;MASC;SG	N;SG
mormânt	grave	mormânt	grave	N;INDF;MASC;SG	N;SG
investiții	investments	investiție	investment	N;INDF;FEM;PL	N;PL
vânători	hunters	vânător	hunter	N;INDF;MASC;PL	N;PL
punk	punk	punk	punk	N;INDF;MASC;SG	N;SG
utilizatorilor	users	utilizator	user	N;DEF;MASC;PL	N;PL
emisar	emissary	emisar	emissary	N;INDF;MASC;SG	N;SG
dragon	dragon	dragon	dragon	N;INDF;MASC;SG	N;SG
permanentă	permanent	permanent	permanent	ADJ;INDF;FEM;SG	ADJ
austriacă	austrian	austriac	austrian	ADJ;INDF;FEM;SG	ADJ
principiile	principles	princip	principle	N;DEF;FEM;PL	N;PL
fenomenul	phenomenon	fenomen	phenomenon	N;DEF;MASC;SG	N;SG
bunicul	grandpa	bunic	grandpa	N;DEF;MASC;SG	N;SG
bunicul	grandfather	bunic	grandfather	N;DEF;MASC;SG	N;SG
înlocuibil	replaceable	înlocuibil	replaceable	ADJ;INDF;MASC;SG	ADJ
guvernare	governance	guvernare	governance	N;INDF;FEM;SG	N;SG
guvernare	government	guvernare	government	N;INDF;FEM;SG	N;SG
rata	rate	rată	rate	N;DEF;FEM;SG	N;SG
scaun	chair	scaun	chair	N;INDF;MASC;SG	N;SG
scaun	stool	scaun	stool	N;INDF;MASC;SG	N;SG
scaun	seat	scaun	seat	N;INDF;MASC;SG	N;SG
filologie	philology	filologie	philology	N;INDF;FEM;SG	N;SG
luând	taking	lua	take	V;V.MSDR	V;V.MSDR
asediul	siege	asediu	siege	N;DEF;MASC;SG	N;SG
portal	portal	portal	portal	N;INDF;MASC;SG	N;SG
pietre	stones	piatră	stone	N;INDF;FEM;PL	N;PL
pietre	rocks	piatră	rock	N;INDF;FEM;PL	N;PL
ramură	branch	ramură	branch	N;INDF;FEM;SG	N;SG
aliați	allies	aliat	ally	N;INDF;MASC;PL	N;PL
beach	beach	beach	beach	N;INDF;MASC;SG	N;SG
soț	spouse	soț	spouse	N;INDF;MASC;SG	N;SG
soț	husband	soț	husband	N;INDF;MASC;SG	N;SG
divizii	divisions	divizie	division	N;INDF;FEM;PL	N;PL
consiliu	council	consiliu	council	N;INDF;MASC;SG	N;SG
ridicarea	lifting	ridicare	lift	N;DEF;FEM;SG	N;SG
magic	magical	magic	magical	ADJ;INDF;MASC;SG	ADJ
revolta	uprising	revolta	uprising	N;DEF;FEM;SG	N;SG
revolta	revolt	revolta	revolt	N;DEF;FEM;SG	N;SG
revolta	mutiny	revolta	mutiny	N;DEF;FEM;SG	N;SG
revolta	riot	revolta	riot	N;DEF;FEM;SG	N;SG
celebru	famous	celebru	famous	ADJ;INDF;MASC;SG	ADJ
pozitive	positive	pozitiv	positive	ADJ;INDF;FEM;PL	ADJ
cetățenii	citizens	cetățean	citizen	N;DEF;MASC;PL	N;PL
recunoașterea	recognition	recunoaștere	recognition	N;DEF;FEM;SG	N;SG
păstrarea	keeping	păstrare	keeping	N;DEF;FEM;SG	N;SG
păstrarea	retention	păstrare	retention	N;DEF;FEM;SG	N;SG
reacția	reaction	reacție	reaction	N;DEF;FEM;SG	N;SG
modificare	modification	modificare	modification	N;INDF;FEM;SG	N;SG
modificare	amendment	modificare	amendment	N;INDF;FEM;SG	N;SG
turnee	tournaments	turnee	tournament	N;INDF;FEM;PL	N;PL
demisia	resignation	demisie	resignation	N;DEF;FEM;SG	N;SG
frontieră	border	frontieră	border	N;INDF;FEM;SG	N;SG
frontieră	frontier	frontieră	frontier	N;INDF;FEM;SG	N;SG
row	row	row	row	N;INDF;MASC;SG	N;SG
extinderea	expansion	extindere	expansion	N;DEF;FEM;SG	N;SG
extinderea	enlargement	extindere	enlargement	N;DEF;FEM;SG	N;SG
greutatea	weight	greutate	weight	N;DEF;FEM;SG	N;SG
inspirație	inspiration	inspirație	inspiration	N;INDF;FEM;SG	N;SG
cal	horse	cal	horse	N;INDF;MASC;SG	N;SG
albatros	albatross	albatros	albatross	N;INDF;MASC;SG	N;SG
pregătit	ready	pregăti	ready	ADJ;INDF;MASC;SG	ADJ
pregătit	prepared	pregăti	prepared	ADJ;INDF;MASC;SG	ADJ
succesiune	succession	succesiune	succession	N;INDF;FEM;SG	N;SG
icoane	icons	icon	icon	N;INDF;FEM;PL	N;PL
rețele	networks	rețea	network	N;INDF;FEM;PL	N;PL
televiziunea	television	televiziune	television	N;DEF;FEM;SG	N;SG
navele	ships	navă	ship	N;DEF;FEM;PL	N;PL
existență	existence	existență	existence	N;INDF;FEM;SG	N;SG
zice	says	zice	say	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
aliat	allied	aliat	ally	ADJ;INDF;MASC;SG	ADJ
colectiv	collective	colectiv	collective	ADJ;INDF;MASC;SG	ADJ
vehicule	vehicles	vehicul	vehicle	N;INDF;FEM;PL	N;PL
concertul	concert	concert	concert	N;DEF;MASC;SG	N;SG
războaiele	wars	război	war	N;DEF;FEM;PL	N;PL
geografic	geographic	geografic	geographic	ADJ;INDF;MASC;SG	ADJ
geografic	geographical	geografic	geographical	ADJ;INDF;MASC;SG	ADJ
timpuriu	early	timpuriu	early	ADV	ADV
coastă	rib	coastă	rib	N;INDF;FEM;SG	N;SG
coastă	coast	coastă	coast	N;INDF;FEM;SG	N;SG
formare	training	formare	training	N;INDF;FEM;SG	N;SG
democrată	democratic	democra	democratic	ADJ;INDF;FEM;SG	ADJ
produsele	products	produs	product	N;DEF;FEM;PL	N;PL
sfera	sphere	sferă	sphere	N;DEF;FEM;SG	N;SG
cancer	cancer	cancer	cancer	N;INDF;MASC;SG	N;SG
pește	fish	pește	fish	N;INDF;MASC;SG	N;SG
clasificare	categorisation	clasificare	categorisation	N;INDF;FEM;SG	N;SG
clasificare	classification	clasificare	classification	N;INDF;FEM;SG	N;SG
scrimă	fencing	scrimă	fence	N;INDF;FEM;SG	N;SG
palat	palace	palat	palace	N;INDF;MASC;SG	N;SG
law	law	law	law	N;INDF;MASC;SG	N;SG
tambon	tambon	tambon	tambon	N;INDF;MASC;SG	N;SG
premieră	premiere	premieră	premiere	N;INDF;FEM;SG	N;SG
placă	plate	placă	plate	N;INDF;FEM;SG	N;SG
placă	plaque	placă	plaque	N;INDF;FEM;SG	N;SG
oxigen	oxygen	oxigen	oxygen	N;INDF;MASC;SG	N;SG
intervenția	intervention	intervenție	intervention	N;DEF;FEM;SG	N;SG
izvoare	springs	izvor	spring	N;INDF;FEM;PL	N;PL
logică	logic	logică	logic	N;INDF;FEM;SG	N;SG
inimă	heart	inimă	heart	N;INDF;FEM;SG	N;SG
medicina	medicine	medicină	medicine	N;DEF;FEM;SG	N;SG
tenis	tennis	tenis	tennis	N;INDF;MASC;SG	N;SG
criza	crisis	criză	crisis	N;DEF;FEM;SG	N;SG
direcție	direction	direcție	direction	N;INDF;FEM;SG	N;SG
regi	kings	rege	king	N;INDF;MASC;PL	N;PL
spații	spaces	spațiu	space	N;INDF;FEM;PL	N;PL
antichitate	antique	antichitate	antique	N;INDF;FEM;SG	N;SG
antichitate	antiquity	antichitate	antiquity	N;INDF;FEM;SG	N;SG
posesia	possession	posesie	possession	N;DEF;FEM;SG	N;SG
faptele	facts	fapt	fact	N;DEF;FEM;PL	N;PL
deplasare	displacement	deplasare	displacement	N;INDF;FEM;SG	N;SG
materie	matter	materie	matter	N;INDF;FEM;SG	N;SG
evreiesc	jewish	evreiesc	jewish	ADJ;INDF;MASC;SG	ADJ
transformarea	transformation	transformare	transformation	N;DEF;FEM;SG	N;SG
cinema	cinema	cinema	cinema	N;INDF;MASC;SG	N;SG
atitudine	attitude	atitudine	attitude	N;INDF;FEM;SG	N;SG
autoritate	authority	autoritate	authority	N;INDF;FEM;SG	N;SG
oțel	steel	oțel	steel	N;INDF;MASC;SG	N;SG
baze	bases	bază	basis	N;INDF;FEM;PL	N;PL
căldură	heat	căldură	heat	N;INDF;FEM;SG	N;SG
căldură	warmth	căldură	warmth	N;INDF;FEM;SG	N;SG
diplomat	diplomat	diplomat	diplomat	N;INDF;MASC;SG	N;SG
coloană	column	coloană	column	N;INDF;FEM;SG	N;SG
decret	decree	decret	decree	N;INDF;MASC;SG	N;SG
eliminarea	disposal	eliminare	disposal	N;DEF;FEM;SG	N;SG
eliminarea	elimination	eliminare	elimination	N;DEF;FEM;SG	N;SG
băiat	boy	băiat	boy	N;INDF;MASC;SG	N;SG
selecție	selection	selecție	selection	N;INDF;FEM;SG	N;SG
studioul	studio	studio	studio	N;DEF;MASC;SG	N;SG
criticii	critics	critică	critic	N;DEF;MASC;PL	N;PL
folclor	folklore	folclor	folklore	N;INDF;MASC;SG	N;SG
întrebarea	question	întrebare	question	N;DEF;FEM;SG	N;SG
operații	operations	operație	operation	N;INDF;FEM;PL	N;PL
criză	crisis	criză	crisis	N;INDF;FEM;SG	N;SG
criză	seizure	criză	seizure	N;INDF;FEM;SG	N;SG
observații	comments	observație	comment	N;INDF;FEM;PL	N;PL
observații	observations	observație	observation	N;INDF;FEM;PL	N;PL
observații	remarks	observație	remark	N;INDF;FEM;PL	N;PL
adaptare	adaptation	adaptare	adaptation	N;INDF;FEM;SG	N;SG
turcii	turks	turc	turk	N;DEF;MASC;PL	N;PL
incendiu	fire	incendiu	fire	N;INDF;MASC;SG	N;SG
filosofia	philosophy	filosofie	philosophy	N;DEF;FEM;SG	N;SG
canale	channels	canal	channel	N;INDF;FEM;PL	N;PL
ecran	screen	ecran	screen	N;INDF;MASC;SG	N;SG
astronom	astronomer	astronom	astronomer	N;INDF;MASC;SG	N;SG
deschidere	openness	deschidere	openness	N;INDF;FEM;SG	N;SG
deschidere	opening	deschidere	opening	N;INDF;FEM;SG	N;SG
supus	submissive	supus	submissive	ADJ;INDF;MASC;SG	ADJ
voluntari	volunteers	voluntar	volunteer	N;INDF;MASC;PL	N;PL
evoluție	evolution	evoluție	evolution	N;INDF;FEM;SG	N;SG
culorile	colors	culoare	color	N;DEF;FEM;PL	N;PL
beton	concrete	beton	concrete	N;INDF;MASC;SG	N;SG
declarația	statement	declarație	statement	N;DEF;FEM;SG	N;SG
declarația	declaration	declarație	declaration	N;DEF;FEM;SG	N;SG
expresie	expression	expresie	expression	N;INDF;FEM;SG	N;SG
mănăstiri	monasteries	mănăstire	monastery	N;INDF;FEM;PL	N;PL
tetragnatha	tetragnatha	tetragnatha	tetragnatha	N;DEF;FEM;SG	N;SG
spirituală	spiritual	spiritual	spiritual	ADJ;INDF;FEM;SG	ADJ
sudic	southern	sudic	southern	ADJ;INDF;MASC;SG	ADJ
caracteristicile	characteristics	caracteristică	characteristic	N;DEF;FEM;PL	N;PL
auzit	heard	auzi	hear	V;MASC;SG;V.PTCP	V;PST;V.PTCP
strat	layer	strat	layer	N;INDF;MASC;SG	N;SG
interesat	interested	interesat	interested	ADJ;INDF;MASC;SG	ADJ
eseist	essayist	eseist	essayist	N;INDF;MASC;SG	N;SG
dispus	willing	dispus	willing	ADJ;INDF;MASC;SG	ADJ
procesele	processes	proces	process	N;DEF;FEM;PL	N;PL
probe	samples	probă	samples	N;INDF;FEM;PL	N;PL
limitat	limited	limita	limited	ADJ;INDF;MASC;SG	ADJ
operațiuni	operations	operațiune	operation	N;INDF;FEM;PL	N;PL
operațiuni	transactions	operațiune	transaction	N;INDF;FEM;PL	N;PL
traseul	route	traseu	route	N;DEF;MASC;SG	N;SG
soții	husbands	soție	husband	N;INDF;FEM;PL	N;PL
soții	spouses	soție	spouse	N;INDF;FEM;PL	N;PL
continuarea	continuation	continuare	continuation	N;DEF;FEM;SG	N;SG
continuarea	sequel	continuare	sequel	N;DEF;FEM;SG	N;SG
israelian	israeli	israelian	israeli	ADJ;INDF;MASC;SG	ADJ
introduse	introduced	introduce	introduce	V;IND;PL;3;PST;FIN	V;PST;V.PTCP
critica	criticism	critică	criticism	N;DEF;FEM;SG	N;SG
pozițiile	positions	poziție	position	N;DEF;FEM;PL	N;PL
gazdă	host	gazdă	host	N;INDF;FEM;SG	N;SG
timpurile	times	timp	time	N;DEF;FEM;PL	N;PL
declanșat	triggered	declanșa	trigger	V;MASC;SG;V.PTCP	V;PST;V.PTCP
declanșat	tripped	declanșa	trip	V;MASC;SG;V.PTCP	V;PST;V.PTCP
grupe	groups	grupă	group	N;INDF;FEM;PL	N;PL
biologie	biology	biologie	biology	N;INDF;FEM;SG	N;SG
atmosfera	atmosphere	atmosferă	atmosphere	N;DEF;FEM;SG	N;SG
institut	institute	institut	institute	N;INDF;MASC;SG	N;SG
fructe	fruits	fruct	fruit	N;INDF;FEM;PL	N;PL
adunare	gathering	adunare	gather	N;INDF;FEM;SG	N;SG
adunare	assembly	adunare	assembly	N;INDF;FEM;SG	N;SG
piele	leather	piele	leather	N;INDF;FEM;SG	N;SG
piele	skin	piele	skin	N;INDF;FEM;SG	N;SG
conferințe	conferences	conferință	conference	N;INDF;FEM;PL	N;PL
temperaturi	temperatures	temperatură	temperature	N;INDF;FEM;PL	N;PL
rachete	missiles	rachet	missile	N;INDF;FEM;PL	N;PL
rachete	rockets	rachet	rocket	N;INDF;FEM;PL	N;PL
constantă	constant	constant	constant	ADJ;INDF;FEM;SG	ADJ
definiție	definition	definiție	definition	N;INDF;FEM;SG	N;SG
colegii	colleagues	coleg	colleague	N;DEF;MASC;PL	N;PL
chimic	chemical	chimic	chemical	ADJ;INDF;MASC;SG	ADJ
particule	particles	particulă	particle	N;INDF;FEM;PL	N;PL
particule	particulates	particulă	particulate	N;INDF;FEM;PL	N;PL
titlurile	titles	titlu	title	N;DEF;FEM;PL	N;PL
expuse	exposed	expune	expose	V;IND;PL;3;PST;FIN	V;PST;V.PTCP
spunând	saying	spune	say	V;V.MSDR	V;V.MSDR
identitatea	identity	identitate	identity	N;DEF;FEM;SG	N;SG
râuri	rivers	râu	river	N;INDF;FEM;PL	N;PL
sexuală	sexual	sexual	sexual	ADJ;INDF;FEM;SG	ADJ
contesă	countess	contes	countess	N;INDF;FEM;SG	N;SG
revoluție	revolution	revoluție	revolution	N;INDF;FEM;SG	N;SG
durează	lasts	dura	last	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dimensiune	dimension	dimensiune	dimension	N;INDF;FEM;SG	N;SG
dimensiune	size	dimensiune	size	N;INDF;FEM;SG	N;SG
vânzări	sales	vânzare	sale	N;INDF;FEM;PL	N;PL
sfatul	advice	sfat	advice	N;DEF;MASC;SG	N;SG
necesitatea	necessity	necesitate	necessity	N;DEF;FEM;SG	N;SG
forum	forum	forum	forum	N;INDF;MASC;SG	N;SG
combustibil	fuel	combustibil	fuel	N;INDF;MASC;SG	N;SG
rugby	rugby	rugby	rugby	N;INDF;MASC;SG	N;SG
pădurile	forests	pădure	forest	N;DEF;FEM;PL	N;PL
firme	firms	firmă	firm	N;INDF;FEM;PL	N;PL
distins	distinguished	distins	distinguished	ADJ;INDF;MASC;SG	ADJ
patriarhul	patriarch	patriarh	patriarch	N;DEF;MASC;SG	N;SG
unelte	tools	unealtă	tool	N;INDF;FEM;PL	N;PL
distribuția	distribution	distribuție	distribution	N;DEF;FEM;SG	N;SG
propunere	proposal	propunere	proposal	N;INDF;FEM;SG	N;SG
propunere	proposition	propunere	proposition	N;INDF;FEM;SG	N;SG
nucleară	nuclear	nuclear	nuclear	ADJ;INDF;FEM;SG	ADJ
conservator	conservative	conservator	conservative	ADJ;INDF;MASC;SG	ADJ
numerele	numbers	număr	number	N;DEF;FEM;PL	N;PL
dispozitiv	device	dispozitiv	device	N;INDF;MASC;SG	N;SG
zei	gods	zeu	god	N;INDF;MASC;PL	N;PL
nota	note	notă	note	N;DEF;FEM;SG	N;SG
încercând	trying	încerca	try	V;V.MSDR	V;V.MSDR
începuturile	beginnings	început	beginnings	N;DEF;FEM;PL	N;PL
atitudinea	attitude	atitudine	attitude	N;DEF;FEM;SG	N;SG
semnarea	signing	semnare	signing	N;DEF;FEM;SG	N;SG
monografia	monograph	monografie	monograph	N;DEF;FEM;SG	N;SG
portalul	portal	portal	portal	N;DEF;MASC;SG	N;SG
dimensiunile	dimensions	dimensiune	dimension	N;DEF;FEM;PL	N;PL
limitele	boundaries	limită	boundary	N;DEF;FEM;PL	N;PL
limitele	limits	limită	limit	N;DEF;FEM;PL	N;PL
însemnat	meant	însemna	mean	ADJ;INDF;MASC;SG	ADJ
soarta	fate	soartă	fate	N;DEF;FEM;SG	N;SG
convenția	convention	convenție	convention	N;DEF;FEM;SG	N;SG
domnie	reign	domnie	reign	N;INDF;FEM;SG	N;SG
viziunea	vision	viziune	vision	N;DEF;FEM;SG	N;SG
familiile	families	familie	family	N;DEF;FEM;PL	N;PL
comunismului	communism	comunism	communism	N;DEF;MASC;SG	N;SG
unu	one	unu	one	NUM;MASC;SG	NUM
trofeul	trophy	trofeu	trophy	N;DEF;MASC;SG	N;SG
dimensiunea	dimension	dimensiune	dimension	N;DEF;FEM;SG	N;SG
dimensiunea	size	dimensiune	size	N;DEF;FEM;SG	N;SG
diferă	differs	diferi	differ	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
seară	evening	seară	evening	N;INDF;FEM;SG	N;SG
combinație	combination	combinație	combination	N;INDF;FEM;SG	N;SG
angel	angel	angel	angel	N;INDF;MASC;SG	N;SG
coada	queue	coadă	queue	N;DEF;FEM;SG	N;SG
coada	tail	coadă	tail	N;DEF;FEM;SG	N;SG
regională	regional	regional	regional	ADJ;INDF;FEM;SG	ADJ
îndoială	doubt	îndoială	doubt	N;INDF;FEM;SG	N;SG
clasele	classes	clasă	class	N;DEF;FEM;PL	N;PL
corporation	corporation	corporation	corporation	N;INDF;MASC;SG	N;SG
reprezentare	representation	reprezentare	representation	N;INDF;FEM;SG	N;SG
serios	seriously	serios	seriously	ADV	ADV
dramatic	dramatic	dramatic	dramatic	ADJ;INDF;MASC;SG	ADJ
corespunzător	appropriate	corespunzător	appropriate	ADJ;INDF;MASC;SG	ADJ
contribuție	contribution	contribuție	contribution	N;INDF;FEM;SG	N;SG
contribuțiile	contributions	contribuție	contribution	N;DEF;FEM;PL	N;PL
plata	payment	plată	payment	N;DEF;FEM;SG	N;SG
masivul	massif	masiv	massif	N;DEF;MASC;SG	N;SG
turnuri	towers	turn	tower	N;INDF;FEM;PL	N;PL
sabie	sword	sabie	sword	N;INDF;FEM;SG	N;SG
bandă	tape	bandă	tape	N;INDF;FEM;SG	N;SG
bandă	gang	bandă	gang	N;INDF;FEM;SG	N;SG
desert	dessert	desert	dessert	N;INDF;MASC;SG	N;SG
desert	desert	desert	desert	N;INDF;MASC;SG	N;SG
prime	premiums	primă	premium	N;INDF;FEM;PL	N;PL
jucătorii	players	jucător	player	N;DEF;MASC;PL	N;PL
efectiv	effectively	efectiv	effectively	ADV	ADV
dialectul	dialect	dialect	dialect	N;DEF;MASC;SG	N;SG
roci	rocks	rocă	rock	N;INDF;FEM;PL	N;PL
viata	life	viată	life	N;DEF;FEM;SG	N;SG
filozof	philosopher	filozof	philosopher	N;INDF;MASC;SG	N;SG
definește	defines	defini	define	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
politicile	policies	politică	policy	N;DEF;FEM;PL	N;PL
uniune	union	uniune	union	N;INDF;FEM;SG	N;SG
salonul	salon	salon	salon	N;DEF;MASC;SG	N;SG
încercări	trials	încercare	trial	N;INDF;FEM;PL	N;PL
încercări	tests	încercare	test	N;INDF;FEM;PL	N;PL
cărămidă	brick	cărămidă	brick	N;INDF;FEM;SG	N;SG
sexual	sexual	sexual	sexual	ADJ;INDF;MASC;SG	ADJ
diplomatice	diplomatic	diplomatic	diplomatic	ADJ;INDF;FEM;PL	ADJ
axa	axis	axa	axis	N;DEF;FEM;SG	N;SG
decizii	decisions	decizie	decision	N;INDF;FEM;PL	N;PL
grupă	group	grupă	group	N;INDF;FEM;SG	N;SG
grupă	squad	grupă	squad	N;INDF;FEM;SG	N;SG
chimist	chemist	chimist	chemist	N;INDF;MASC;SG	N;SG
diferență	difference	diferență	difference	N;INDF;FEM;SG	N;SG
sky	sky	sky	sky	N;INDF;MASC;SG	N;SG
extremitatea	extremity	extremitate	extremity	N;DEF;FEM;SG	N;SG
preț	price	preț	price	N;INDF;MASC;SG	N;SG
hrană	food	hrană	food	N;INDF;FEM;SG	N;SG
voci	voices	voce	voice	N;INDF;FEM;PL	N;PL
securitatea	security	securitate	security	N;DEF;FEM;SG	N;SG
shortsummary	shortsummary	shortsummary	shortsummary	N;INDF;MASC;SG	N;SG
produsul	product	produs	product	N;DEF;MASC;SG	N;SG
aparate	devices	apara	device	N;INDF;FEM;PL	N;PL
inițiale	initial	inițial	initial	ADJ;INDF;FEM;PL	ADJ
cuplul	couple	cuplu	couple	N;DEF;MASC;SG	N;SG
statistici	statistics	statistică	statistic	N;INDF;FEM;PL	N;PL
statistici	stats	statistică	stat	N;INDF;FEM;PL	N;PL
statistici	insights	statistică	insight	N;INDF;FEM;PL	N;PL
arabi	arabs	arab	arab	N;INDF;MASC;PL	N;PL
citate	quotes	citat	quote	N;INDF;FEM;PL	N;PL
bulgar	bulgarian	bulgar	bulgarian	ADJ;INDF;MASC;SG	ADJ
resursele	resources	resursă	resource	N;DEF;FEM;PL	N;PL
elaborat	elaborate	elabora	elaborate	ADJ;INDF;MASC;SG	ADJ
britanicii	brits	britanic	brit	N;DEF;MASC;PL	N;PL
soluția	solution	soluție	solution	N;DEF;FEM;SG	N;SG
atmosferă	atmosphere	atmosferă	atmosphere	N;INDF;FEM;SG	N;SG
bunuri	goods	bun	goods	N;INDF;FEM;PL	N;PL
comportament	behaviour	comportament	behaviour	N;INDF;MASC;SG	N;SG
comportament	behavior	comportament	behavior	N;INDF;MASC;SG	N;SG
acumulare	accumulation	acumulare	accumulation	N;INDF;FEM;SG	N;SG
laborator	laboratory	laborator	laboratory	N;INDF;MASC;SG	N;SG
laborator	lab	laborator	lab	N;INDF;MASC;SG	N;SG
egale	equal	egal	equal	ADJ;INDF;FEM;PL	ADJ
termenii	terms	termen	term	N;DEF;MASC;PL	N;PL
plantă	plant	plantă	plant	N;INDF;FEM;SG	N;SG
operator	operator	operator	operator	N;INDF;MASC;SG	N;SG
vremuri	times	vreme	time	N;INDF;FEM;PL	N;PL
magnitudinea	magnitude	magnitudine	magnitude	N;DEF;FEM;SG	N;SG
motorul	engine	motor	engine	N;DEF;MASC;SG	N;SG
consum	consumption	consum	consumption	N;INDF;MASC;SG	N;SG
perspectiva	perspective	perspectivă	perspective	N;DEF;FEM;SG	N;SG
perechi	pairs	pereche	pair	N;INDF;FEM;PL	N;PL
sumă	sum	sumă	sum	N;INDF;FEM;SG	N;SG
sumă	amount	sumă	amount	N;INDF;FEM;SG	N;SG
amintiri	memories	amintire	memory	N;INDF;FEM;PL	N;PL
hidrogen	hydrogen	hidrogen	hydrogen	N;INDF;MASC;SG	N;SG
ferestre	windows	fereastră	window	N;INDF;FEM;PL	N;PL
campaniei	campaign	campanie	campaign	N;DEF;FEM;SG	N;SG
masive	massive	masiv	massive	ADJ;INDF;FEM;PL	ADJ
motivele	reasons	motiv	reason	N;DEF;FEM;PL	N;PL
nuclear	nuclear	nuclear	nuclear	ADJ;INDF;MASC;SG	ADJ
iubire	baby	iubire	baby	N;INDF;FEM;SG	N;SG
economist	economist	economist	economist	N;INDF;MASC;SG	N;SG
romanele	novels	roman	novel	N;DEF;FEM;PL	N;PL
separată	separate	separa	separate	ADJ;INDF;FEM;SG	ADJ
financiară	financial	financiar	financial	ADJ;INDF;FEM;SG	ADJ
profesionale	professional	profesional	professional	ADJ;INDF;FEM;PL	ADJ
episcopiei	bishopric	episcopie	bishopric	N;DEF;FEM;SG	N;SG
prețul	price	preț	price	N;DEF;MASC;SG	N;SG
colaborarea	collaboration	colaborare	collaboration	N;DEF;FEM;SG	N;SG
mamifere	mammals	mamifer	mammal	N;INDF;FEM;PL	N;PL
romancier	novelist	romancier	novelist	N;INDF;MASC;SG	N;SG
galbenă	yellow	galben	yellow	ADJ;INDF;FEM;SG	ADJ
identitate	identity	identitate	identity	N;INDF;FEM;SG	N;SG
generații	generations	generație	generation	N;INDF;FEM;PL	N;PL
expediție	expedition	expediție	expedition	N;INDF;FEM;SG	N;SG
frecvente	common	frecvent	common	ADJ;INDF;FEM;PL	ADJ
ocupate	busy	ocupat	busy	ADJ;INDF;FEM;PL	ADJ
cooperare	cooperation	cooperare	cooperation	N;INDF;FEM;SG	N;SG
trimise	sent	trimite	send	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
mountain	mountain	mountain	mountain	N;INDF;MASC;SG	N;SG
zilnic	daily	zilnic	daily	ADV	ADV
altarul	altar	altar	altar	N;DEF;MASC;SG	N;SG
