progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
abuso	zneužití	abuso	zneužití	N;MASC;SG	N;NOM;NEUT;SG;POS
abuso	týrání	abuso	týrání	N;MASC;SG	N;NOM;NEUT;SG;POS
abuso	zneužívání	abuso	zneužívání	N;MASC;SG	N;NOM;NEUT;SG;POS
capolinea	terminus	capolinea	terminus	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
spiriti	destiláty	spirito	destilát	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
spiriti	lihoviny	spirito	lihovina	N;MASC;PL	N;NOM;FEM;PL;POS
spiriti	duchové	spirito	duch	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
gesuita	jezuita	gesuito	jezuita	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
linguista	lingvista	linguista	lingvista	N;SG	N;ANIM;NOM;MASC;SG;POS
joey	joeyho	joey	jo	N	N;ANIM;ACC;MASC;SG;POS
sophie	sophii	sophia	sophie	N;FEM;SG	N;NOM;FEM;SG;POS
turistico	turistická	turistico	turistický	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
rivelazione	zjevení	rivelazione	zjevení	N;FEM;SG	N;NOM;NEUT;SG;POS
rivelazione	odhalení	rivelazione	odhalení	N;FEM;SG	N;NOM;NEUT;SG;POS
sottili	tenké	sottile	tenký	ADJ;PL	ADJ;NOM;NEUT;PL;POS
spia	špión	spia	špión	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
spia	špion	spia	špion	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
becco	zobák	becco	zobák	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
combustibile	palivo	combustibile	palivo	N;MASC;SG	N;NOM;NEUT;SG;POS
viso	tvář	viso	tvář	N;MASC;SG	N;NOM;FEM;SG;POS
viso	obličej	viso	obličej	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
viso	face	viso	face	N;MASC;SG	N;NOM;MASC;SG;POS
fiamma	plamen	fiamma	plamen	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
risparmio	spoření	risparmio	spoření	N;MASC;SG	N;NOM;NEUT;SG;POS
risparmio	záchrana	risparmio	záchrana	N;MASC;SG	N;NOM;FEM;SG;POS
risparmio	ukládání	risparmio	ukládání	N;MASC;SG	N;NOM;NEUT;SG;POS
risparmio	záchranu	risparmio	záchrana	N;MASC;SG	N;ACC;FEM;SG;POS
risparmio	uložení	risparmio	uložení	N;MASC;SG	N;NOM;NEUT;SG;POS
mercanti	obchodníci	mercante	obchodník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
facebook	facebooku	facebook	facebook	N	N;INAN;DAT;MASC;SG;POS
facebook	facebook	facebook	facebook	N	N;NOM;MASC;SG;POS
motion	návrh	motion	návrh	N;MASC	N;INAN;NOM;MASC;SG;POS
motion	pohybu	motion	pohyb	N;MASC	N;INAN;GEN;MASC;SG;POS
motion	pohyb	motion	pohyb	N;MASC	N;INAN;NOM;MASC;SG;POS
fianchi	kyčle	fianco	kyčel	N;MASC;PL	N;NOM;FEM;PL;POS
fianchi	boky	fianco	bok	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
fianchi	boky	fianco	bok	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
bull	býk	bull	býk	N;MASC	N;ANIM;NOM;MASC;SG;POS
finanza	financování	finanza	financování	N;FEM;SG	N;NOM;NEUT;SG;POS
pressioni	tlaky	pressione	tlak	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
deboli	slabé	debole	slabý	ADJ;PL	ADJ;NOM;MASC;PL;POS
metalli	kovy	metallo	kov	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
metalli	kovy	metallo	kov	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
mit	mit	mit	mit	N;MASC;SG	N;MASC;SG;POS
mit	mit	mit	mit	N;MASC;SG	N;MASC;SG;POS
chirurgia	chirurgie	chirurgia	chirurgie	N;FEM;SG	N;NOM;FEM;SG;POS
chirurgia	operace	chirurgia	operace	N;FEM;SG	N;NOM;FEM;SG;POS
diminuzione	snížení	diminuzione	snížení	N;FEM;SG	N;NOM;NEUT;SG;POS
diminuzione	pokles	diminuzione	pokles	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
diminuzione	snížení	diminuzione	snížení	N;FEM;SG	N;NOM;NEUT;SG;POS
loc	loc	loc	loc	N;SG	N;INAN;NOM;MASC;SG;POS
vulcano	vulkán	vulcano	vulkaný	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
vulcano	sopka	vulcano	sopka	N;MASC;SG	N;NOM;FEM;SG;POS
vulcano	vulkán	vulcano	vulkaný	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
dialoghi	dialogy	dialogo	dialog	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
dialoghi	dialogy	dialogo	dialog	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
radiale	radiální	radiale	radiální	ADJ;SG	ADJ;NOM;MASC;SG;POS
ice	ledu	ice	led	N	N;INAN;GEN;MASC;SG;POS
ice	led	ice	led	N	N;INAN;NOM;MASC;SG;POS
molecolare	molekulární	molecolare	molekulární	ADJ;SG	ADJ;NOM;FEM;SG;POS
sepoltura	pohřeb	sepoltura	pohřeb	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cohen	cohen	cohen	cohen	N;MASC	N;ANIM;NOM;MASC;SG;POS
tumore	tumor	tumore	tumor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tumore	nádoru	tumore	nádor	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
tumore	nádor	tumore	nádor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tumore	tumor	tumore	tumor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tumore	nádoru	tumore	nádor	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
tumore	nádor	tumore	nádor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tumore	rakovina	tumore	rakovina	N;MASC;SG	N;NOM;FEM;SG;POS
tumore	rakovinu	tumore	rakovina	N;MASC;SG	N;ACC;FEM;SG;POS
cliente	zákaznice	cliente	zákaznice	N;SG	N;NOM;FEM;SG;POS
cliente	zákazník	cliente	zákazník	N;SG	N;ANIM;NOM;MASC;SG;POS
cliente	klienta	cliente	klient	N;SG	N;ANIM;ACC;MASC;SG;POS
cliente	zákazník	cliente	zákazník	N;SG	N;ANIM;NOM;MASC;SG;POS
cliente	klient	cliente	klient	N;SG	N;ANIM;NOM;MASC;SG;POS
biografico	biografické	biografico	biografický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
brevemente	stručně	brevemente	stručně	ADV	ADV;POS
brevemente	krátce	brevemente	krátce	ADV	ADV;POS
break	zlom	break	zlom	N;MASC	N;INAN;NOM;MASC;SG;POS
break	pauza	break	pauza	N;MASC	N;NOM;FEM;SG;POS
break	přestávka	break	přestávka	N;MASC	N;NOM;FEM;SG;POS
harvard	harvardu	harvard	harvarda	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
harvard	harvard	harvard	harvard	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
incoronazione	korunovaci	incoronazione	korunovace	N;FEM;SG	N;ACC;FEM;SG;POS
mantello	mys	mantello	mys	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
mantello	plášť	mantello	plášť	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
mantello	plášť	mantello	plášť	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
mantello	maskování	mantello	maskování	N;MASC;SG	N;NOM;NEUT;SG;POS
angoli	rohy	angolo	roh	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
angoli	úhly	angolo	úhel	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
edge	hraně	edgere	hrana	N	N;DAT;FEM;SG;POS
edge	okraj	edgere	okraj	N	N;INAN;NOM;MASC;SG;POS
sanità	zdraví	sanità	zdraví	N;FEM	N;NOM;NEUT;SG;POS
sanità	zdravotnictví	sanità	zdravotnictví	N;FEM	N;NOM;NEUT;SG;POS
contribuisce	přispívá	contribuire	přispívat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
contribuisce	přispět	contribuire	přispět	V;IND;SG;3;PRS;FIN	V;POS;NFIN
contribuisce	přispívat	contribuire	přispívat	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
tributo	hold	tributo	hold	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tributo	pocta	tributo	pocta	N;MASC;SG	N;NOM;FEM;SG;POS
approfondimento	prohloubení	approfondimento	prohloubení	N;MASC;SG	N;NOM;NEUT;SG;POS
imposta	sada	imposta	sada	N;FEM;SG	N;NOM;FEM;SG;POS
imposta	daň	imposta	daň	N;FEM;SG	N;NOM;FEM;SG;POS
estone	estonské	estone	estonský	ADJ;SG	ADJ;NOM;NEUT;SG;POS
split	split	split	split	N	N;INAN;NOM;MASC;SG;POS
control	ovládání	control	ovládání	N	N;NOM;NEUT;SG;POS
control	kontrola	control	kontrola	N	N;NOM;FEM;SG;POS
control	kontrolu	control	kontrola	N	N;ACC;FEM;SG;POS
miti	mýty	mito	mýtus	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
miti	mýtů	mito	mýtus	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
tigre	tygr	tigre	tygr	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
spiegazioni	vysvětlivky	spiegazione	vysvětlivka	N;FEM;PL	N;NOM;FEM;PL;POS
granata	granát	granata	granát	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
provocando	způsobuje	provocare	způsobovat	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
biblioteche	knihovny	biblioteca	knihovna	N;FEM;PL	N;NOM;FEM;PL;POS
biblioteche	knihovny	biblioteca	knihovna	N;FEM;PL	N;NOM;FEM;PL;POS
amiche	přátelé	amico	přítel	N;FEM;PL	N;ANIM;NOM;MASC;PL;POS
amiche	přátel	amico	přítel	N;FEM;PL	N;ANIM;GEN;MASC;PL;POS
amiche	kamarádi	amico	kamarád	N;FEM;PL	N;ANIM;NOM;MASC;PL;POS
amiche	přátele	amico	přítel	N;FEM;PL	N;ANIM;ACC;MASC;PL;POS
amiche	přáteli	amico	přítel	N;FEM;PL	N;ANIM;INS;MASC;PL;POS
corolla	corolla	corolla	corolla	N;FEM;SG	N;NOM;FEM;SG;POS
tales	báchorky	tales	báchorka	N;MASC	N;NOM;FEM;PL;POS
tales	povídky	tales	povídka	N;MASC	N;NOM;FEM;PL;POS
tales	příběhy	tales	příběh	N;MASC	N;INAN;NOM;MASC;PL;POS
tales	pohádky	tales	pohádka	N;MASC	N;NOM;FEM;PL;POS
mercurio	rtuť	mercurio	rtuť	N;MASC;SG	N;NOM;FEM;SG;POS
mercurio	rtuti	mercurio	rtuť	N;MASC;SG	N;NOM;FEM;SG;POS
mercurio	merkur	mercurio	merkur	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
martirio	mučednictví	martirio	mučednictví	N;MASC;SG	N;NOM;NEUT;SG;POS
piattaforme	plošiny	piattaforma	plošin	N;FEM;PL	N;NOM;FEM;PL;POS
piattaforme	platformy	piattaforma	platforma	N;FEM;PL	N;NOM;FEM;PL;POS
piattaforme	platformy	piattaforma	platforma	N;FEM;PL	N;NOM;FEM;PL;POS
fascio	paprsek	fascio	paprsek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
fascio	balík	fascio	balík	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
remake	remake	remake	remake	N;MASC	N;INAN;NOM;MASC;SG;POS
disturbo	porucha	disturbo	porucha	N;MASC;SG	N;NOM;FEM;SG;POS
burton	burton	burton	burton	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
birmingham	birminghamu	birmingham	birmingham	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
determinazione	odhodlání	determinazione	odhodlání	N;FEM;SG	N;NOM;NEUT;SG;POS
determinazione	stanovení	determinazione	stanovení	N;FEM;SG	N;NOM;NEUT;SG;POS
determinazione	určení	determinazione	určení	N;FEM;SG	N;NOM;NEUT;SG;POS
determinazione	určování	determinazione	určování	N;FEM;SG	N;NOM;NEUT;SG;POS
font	písma	font	písmo	N;MASC	N;NOM;NEUT;PL;POS
font	písmo	font	písmo	N;MASC	N;NOM;NEUT;SG;POS
berlina	sedan	berlina	sedan	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cold	zima	cold	zima	N	N;NOM;FEM;SG;POS
cold	chlad	cold	chlad	N	N;INAN;NOM;MASC;SG;POS
creek	potoka	creek	potok	N;MASC	N;INAN;NOM;MASC;SG;POS
creek	potok	creek	potok	N;MASC	N;INAN;NOM;MASC;SG;POS
creek	creek	creek	creek	N;MASC	N;INAN;NOM;MASC;SG;POS
suprema	nejvyšší	supremo	vysoký	ADJ;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
metallica	kovový	metallico	kovový	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
scartamento	obrys	scartamento	obrys	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tip	tip	tip	tip	N	N;INAN;NOM;MASC;SG;POS
occasionalmente	příležitostně	occasionalmente	příležitostně	ADV	ADV;POS
occasionalmente	občas	occasionalmente	občas	ADV	ADV
occasionalmente	příležitostně	occasionalmente	příležitostně	ADV	ADV;POS
complessità	složitosti	complessità	složitost	N;FEM	N;NOM;FEM;SG;POS
complessità	složitost	complessità	složitost	N;FEM	N;NOM;FEM;SG;POS
complessità	komplex	complessità	komplex	N;FEM	N;INAN;NOM;MASC;SG;POS
cliff	útes	cliff	útes	N;MASC	N;INAN;NOM;MASC;SG;POS
adventure	dobrodružství	adventura	dobrodružství	N	N;NOM;NEUT;SG;POS
rifiutato	odmítl	rifiutare	odmítnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
rifiutato	odmítl	rifiutare	odmítnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chirurgo	chirurg	chirurgo	chirurg	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
celebrazione	oslava	celebrazione	oslava	N;FEM;SG	N;NOM;FEM;SG;POS
celebrazione	oslavu	celebrazione	oslava	N;FEM;SG	N;ACC;FEM;SG;POS
voluta	chtěl	volere	chtít	V;FEM;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
resistere	odolat	resistere	odolat	V;NFIN	V;PFV;POS;NFIN
repubblicana	republikánské	repubblicano	republikánský	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
numerazione	číslování	numerazione	číslování	N;FEM;SG	N;NOM;NEUT;SG;POS
viterbo	viterbo	viterbo	viterbo	N;MASC;SG	N;NOM;NEUT;SG;POS
soddisfare	uspokojit	soddisfare	uspokojit	V;NFIN	V;PFV;POS;NFIN
cantieri	yardů	cantiere	Yard	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
segmento	segment	segmento	segment	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
segmento	segmentu	segmento	segment	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
ass	prdel	ass	prdel	N	N;NOM;FEM;SG;POS
ass	zadek	ass	zadek	N	N;INAN;NOM;MASC;SG;POS
ginocchio	koleno	ginocchio	koleno	N;MASC;SG	N;NOM;NEUT;SG;POS
guadagnare	vydělat	guadagnare	vydělat	V;NFIN	V;PFV;POS;NFIN
guadagnare	zasloužit	guadagnare	zasloužit	V;NFIN	V;PFV;POS;NFIN
guadagnare	vydělávat	guadagnare	vydělávat	V;NFIN	V;IPFV;POS;NFIN
guadagnare	vydělávat	guadagnare	vydělávat	V;NFIN	V;IPFV;POS;NFIN
wind	vítr	wind	vítr	N	N;INAN;NOM;MASC;SG;POS
wind	větru	wind	vítr	N	N;INAN;DAT;MASC;SG;POS
turisti	turisty	turista	turista	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
turisti	turistů	turista	turista	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
turisti	turisté	turista	turista	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
duetto	duet	duetto	duet	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
lara	lara	lara	lara	N;FEM;SG	N;NOM;FEM;SG;POS
conquistata	dobyl	conquistare	dobýt	V;FEM;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
consorte	manželka	consortire	manželka	N;SG	N;NOM;FEM;SG;POS
consorte	choť	consortire	choť	N;SG	N;NOM;FEM;SG;POS
consorte	choť	consortire	choť	N;SG	N;NOM;FEM;SG;POS
chiavi	klíče	chiave	klíč	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
chiavi	klávesy	chiave	klávesa	N;FEM;PL	N;NOM;FEM;PL;POS
chiavi	klíčky	chiave	klíček	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
chiavi	klíče	chiave	klíč	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
difensiva	obranný	difensivo	obranný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
difensiva	obranná	difensivo	obranný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
difensiva	obranné	difensivo	obranný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
celle	buňky	cella	buňka	N;FEM;PL	N;NOM;FEM;PL;POS
celle	cely	cella	cela	N;FEM;PL	N;NOM;MASC;PL;POS
celle	buňky	cella	buňka	N;FEM;PL	N;NOM;FEM;PL;POS
celle	cely	cella	cela	N;FEM;PL	N;NOM;MASC;PL;POS
parente	příbuzná	parente	příbuzná	N;SG	N;NOM;FEM;SG;POS
parente	příbuzný	parente	příbuzný	N;SG	N;ANIM;NOM;MASC;SG;POS
magnetico	magnetický	magnetico	magnetický	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
magnetico	magnetická	magnetico	magnetický	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
contribuendo	přispívá	contribuire	přispívat	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vandalismo	vandalismus	vandalismo	vandalismus	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
punizione	potrestání	punizione	potrestání	N;FEM;SG	N;NOM;NEUT;SG;POS
punizione	trest	punizione	trest	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
punizione	zadržování	punizione	zadržování	N;FEM;SG	N;NOM;NEUT;SG;POS
punizione	zadržení	punizione	zadržení	N;FEM;SG	N;NOM;NEUT;SG;POS
martello	kladivo	martello	kladivo	N;MASC;SG	N;NOM;NEUT;SG;POS
martello	martell	martello	martell	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
kingdom	království	kingdom	království	N	N;NOM;NEUT;SG;POS
