yang	זה	yang	זה	PRO	PRO;MASC;SG;3
rusak	מושחתת	rusak	מושחת	ADJ;SG	ADJ;FEM;SG
mengapa	למה	mengapa	למה	ADV	ADV
mengapa	מדוע	mengapa	מדוע	ADV	ADV
mall	קניונים	mall	קניון	N	N;MASC;PL
championship	אליפות	championship	אליפות	N	N;FEM;SG
landasan	הארקה	landasan	הארקה	N;SG	N;FEM;SG
bab	פרק	bab	פרק	N;SG	N;MASC;SG
lemah	חלש	lemah	חלש	ADJ;SG	ADJ;MASC;SG
monumen	אנדרטה	monumen	אנדרטה	N;SG	N;FEM;SG
monumen	אנדרטת	monumen	אנדרטת	N;SG	N;FEM;SG
menjawab	השיבה	menjawab	השיב	V;SG;ACT	V;FEM;SG;3;PST;ACT
menjawab	השיב	menjawab	השיב	V;SG;ACT	V;MASC;SG;3;PST;ACT
menjawab	משיבה	menjawab	משיבה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menjawab	משיב	menjawab	השיב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menjawab	תענה	menjawab	תענה	V;SG;ACT	V;FEM;SG;3;FUT
menjawab	ענה	menjawab	ענה	V;SG;ACT	V;MASC;SG;3;PST;ACT
menjawab	התשובה	menjawab	התשובה	V;SG;ACT	V;MASC;SG;3;PST
kendali	בקרה	kendali	בקרה	N;SG	N;FEM;SG
kendali	שליטה	kendali	שליטה	N;SG	N;FEM;SG
kendali	פיקוח	kendali	פיקוח	N;SG	N;MASC;SG
koran	עיתון	koran	עיתון	N;SG	N;MASC;SG
koran	נייר	koran	נייר	N;SG	N;MASC;SG
koran	עיתון	koran	עיתון	N;SG	N;MASC;SG
berlanjut	ממשיכה	berlanjut	המשיך	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berlanjut	ממשיך	berlanjut	המשיך	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
meluncurkan	משיקה	menluncurkan	משיקה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
meluncurkan	השיק	menluncurkan	השיק	V;SG;ACT	V;MASC;SG;3;PST;ACT
dimensi	מימד	dimensi	ממד	N;SG	N;MASC;SG
dimensi	ממד	dimensi	ממד	N;SG	N;MASC;SG
monster	מפלצת	monster	פילץ	N	N;FEM;SG
monster	מפלצות	monster	מפלצת	N	N;FEM;PL
signifikan	משמעותי	signifikan	משמעותי	ADJ;SG	ADJ;MASC;SG
tulis	כתבה	tulis	כתבה	N;SG;ACT	N;FEM;SG
tulis	כתב	tulis	כתב	N;SG;ACT	N;MASC;SG
penerima	הנמען	penterima	הנמען	N;SG	N;MASC;SG
identitas	זהות	identitas	זהות	N;SG	N;FEM;SG
dikelola	מנוהלת	dikelola	מנוהל	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
ancaman	איום	ancaman	איום	N;SG	N;MASC;SG
ancaman	איום	ancaman	איום	N;SG	N;MASC;SG
pengakuan	הודאה	penakuan	הודאה	N;SG	N;FEM;SG
pengakuan	הודאה	penakuan	הודאה	N;SG	N;FEM;SG
pengakuan	וידוי	penakuan	וידוי	N;SG	N;MASC;SG
pengakuan	הכרה	penakuan	הכרה	N;SG	N;FEM;SG
mahkamah	משפט	mahkamah	משפט	N;SG	N;MASC;SG
penerbit	פרסום	penterbit	פרסום	N;SG	N;MASC;SG
halus	מאופק	halus	מאופק	ADJ;SG	ADJ;MASC;SG
halus	עדין	halus	עדין	ADJ;SG	ADJ;MASC;SG
restoran	מסעדת	restoran	מסעדה	N;SG	N;FEM;SG
restoran	מסעדה	restoran	מסעדה	N;SG	N;FEM;SG
bersih	נקייה	bersih	נקי	ADJ;SG	ADJ;FEM;SG
bersih	נקי	bersih	נקי	ADJ;SG	ADJ;MASC;SG
peluru	קליע	peluru	קליע	N;SG	N;MASC;SG
peluru	כדור	peluru	כדור	N;SG	N;MASC;SG
koloni	מושבה	koloni	מושבה	N;SG	N;FEM;SG
distribusi	הפצה	distribusi	הפצה	N;SG	N;FEM;SG
distribusi	התפלגות	distribusi	התפלגות	N;SG	N;FEM;SG
cucu	הנכדה	cucu	הנכדה	N;SG	N;FEM;SG
baja	פלדה	baja	פלד	N	N;FEM;SG
keterangan	כיתוב	keterangan	כיתוב	N;SG	N;MASC;SG
keterangan	תיאור	keterangan	תיאור	N;SG	N;MASC;SG
pejuang	לוחמת	pejuang	לוחם	N;SG	N;FEM;SG
pejuang	לוחם	pejuang	לוחם	N;SG	N;MASC;SG
komposisi	הרכבה	komposisi	הרכבה	N;SG	N;FEM;SG
murni	טהורה	murni	טהור	ADJ;SG	ADJ;FEM;SG
tank	טנק	tank	טנק	N	N;MASC;SG
tank	טנקים	tank	טנק	N	N;MASC;PL
sidang	משפט	sidang	משפט	N;SG	N;MASC;SG
sidang	משפט	sidang	משפט	N;SG	N;MASC;SG
baku	גולמי	baku	גולמי	ADJ;SG	ADJ;MASC;SG
penari	רקדנית	pentari	רקדני	N;SG	N;FEM;SG
penari	רקדן	pentari	רקדן	N;SG	N;MASC;SG
memperkuat	לחזק	menperkuat	חיזק	V;SG;ACT	V;NFIN;ACT
memperkuat	מחזק	menperkuat	מחזק	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
formal	רשמי	formal	רשמי	ADJ	ADJ;MASC;SG
formal	פורמלי	formal	פורמאלי	ADJ	ADJ;MASC;SG
perlawanan	מחתרת	perlawanan	מחתרת	N;SG	N;FEM;SG
perlawanan	התנגדות	perlawanan	התנגדות	N;SG	N;FEM;SG
terbukti	הוכח	terbukti	הוכח	V;SG;PASS	V;MASC;SG;3;PST;PASS
pameran	תערוכה	pameran	תערוכה	N;SG	N;FEM;SG
pameran	תערוכה	pameran	תערוכה	N;SG	N;FEM;SG
mengungkapkan	חושף	menungkapkan	חושף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengungkapkan	מגלה	menungkapkan	גילה	V;SG;ACT	V;MASC;SG;V.PTCP
mengungkapkan	חושפת	menungkapkan	חשף	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengungkapkan	חושף	menungkapkan	חושף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengungkapkan	לחשוף	menungkapkan	חשף	V;SG;ACT	V;NFIN;ACT
mengungkapkan	חשף	menungkapkan	חשף	V;SG;ACT	V;MASC;SG;3;PST;ACT
mengungkapkan	התגלה	menungkapkan	התגלה	V;SG;ACT	V;MASC;SG;3;PST
memahami	מבינה	menpahami	מבין	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memahami	להבין	menpahami	הבין	V;SG;ACT	V;NFIN;ACT
kontribusi	תרומה	kontribusi	תרומה	N;SG	N;FEM;SG
mengenakan	לובש	menkenakan	לבש	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengenakan	לובשת	menkenakan	לבש	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
dicatat	הוקלט	dicatat	הוקלט	V;SG;PASS	V;MASC;SG;3;PST;PASS
dicatat	מוקלט	dicatat	מוקלט	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dicatat	צוין	dicatat	צוין	V;SG;PASS	V;MASC;SG;3;PST;PASS
platform	פלטפורמה	platform	פלטפורמה	N	N;FEM;SG
platform	הפלטפורמה	platform	הפלטפורמה	N	N;FEM;SG
platform	בבמות	platform	בבמות	N	N;FEM;PL
kamp	מחנה	kamp	מחנה	N;SG	N;MASC;SG
kekayaan	עושר	kekayaan	עושר	N;SG	N;MASC;SG
baris	קו	baris	קו	N;SG	N;MASC;SG
baris	שורה	baris	שורה	N;SG	N;FEM;SG
baris	שורה	baris	שורה	N;SG	N;FEM;SG
pembukaan	פתיחה	penbukaan	פתיחה	N;SG	N;FEM;SG
perbaikan	תיקון	perbaikan	תיקון	N;SG	N;MASC;SG
perbaikan	שיפור	perbaikan	שיפור	N;SG	N;MASC;SG
perbaikan	שיפור	perbaikan	שיפור	N;SG	N;MASC;SG
sayang	תינוקת	sayang	תינוק	N;SG	N;FEM;SG
sayang	בובה	sayang	בובה	N;SG	N;FEM;SG
sayang	תינוק	sayang	תינוק	N;SG	N;MASC;SG
bunuh	להרוג	bunuh	הרג	V;SG;ACT	V;NFIN;ACT
mendarat	נחתה	mendarat	נחת	V;SG;ACT	V;FEM;SG;3;PST
mendarat	נוחת	mendarat	נוחת	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
penyair	משורר	penyair	משורר	N	N;MASC;SG
penyair	משוררים	penyair	משורר	N	N;MASC;PL
pendudukan	תפוסה	pendudukan	תפוסה	N;SG	N;FEM;SG
pendudukan	עיסוק	pendudukan	עיסוק	N;SG	N;MASC;SG
pendudukan	מקצוע	pendudukan	מקצוע	N;SG	N;MASC;SG
pendudukan	כיבוש	pendudukan	כיבוש	N;SG	N;MASC;SG
institusi	מוסד	institusi	מוסד	N;SG	N;MASC;SG
konsentrasi	ריכוז	konsentrasi	ריכוז	N;SG	N;MASC;SG
pers	עיתונות	pers	עיתונות	N;SG	N;FEM;SG
mineral	מינרל	mineral	מינרל	N	N;MASC;SG
mineral	מינרלים	mineral	מינרלי	N	N;MASC;PL
mengaku	מתוודה	menkaku	התוודה	V;SG;ACT	V;MASC;SG;V.PTCP
mengaku	להתוודות	menkaku	התוודה	V;SG;ACT	V;NFIN
mengaku	התוודה	menkaku	התוודה	V;SG;ACT	V;MASC;SG;3;PST
mengaku	הודה	menkaku	הודה	V;SG;ACT	V;MASC;SG;3;PST;ACT
mengaku	הודה	menkaku	הודה	V;SG;ACT	V;MASC;SG;3;PST;ACT
mengaku	הודתה	menkaku	הודה	V;SG;ACT	V;FEM;SG;3;PST;ACT
organik	אורגני	organik	אורגן	N;SG	N;MASC;SG
organik	אורגנית	organik	אורגני	N;SG	N;FEM;SG
ujian	מבחן	ujian	מבחן	N;SG	N;MASC;SG
ujian	בדיקה	ujian	בדיקה	N;SG	N;FEM;SG
ujian	הבחינות	ujian	הבחינות	N;SG	N;FEM;SG
ujian	בחינה	ujian	בחינה	N;SG	N;FEM;SG
berguna	מועיל	berguna	מועיל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berguna	מסייע	berguna	סייע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berguna	מועיל	berguna	מועיל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berguna	מועילה	berguna	הועיל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
pengertian	הבנה	pengertian	הבנה	N;SG	N;FEM;SG
melaporkan	מדווחת	menlaporkan	מדווח	V;SG;ACT	V;FEM;SG;V.PTCP
melaporkan	מדווח	menlaporkan	דיווח	V;SG;ACT	V;MASC;SG;V.PTCP
klasifikasi	סיווג	klasifikasi	סיווג	N;SG	N;MASC;SG
menuntut	דרש	mentuntut	דרש	V;SG;ACT	V;MASC;SG;3;PST;ACT
menuntut	דורש	mentuntut	דרש	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menuntut	דורש	mentuntut	דרש	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
perumahan	דיור	penrumahan	דיור	N;SG	N;MASC;SG
bergantung	תלויה	bergantung	תלה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
akun	חשבון	akun	חשבון	N;SG	N;MASC;SG
kau	אתה	kau	הוא	PRO;SG;2;INFM	PRO;MASC;SG;2
hasilnya	התוצאות	hasil	התוצאות	N;SG	N;FEM;SG
padahal	ואילו	padahal	ואילו		
ritual	פולחן	ritual	פולחן	N	N;MASC;SG
ritual	טקס	ritual	טקס	N	N;MASC;SG
ritual	טקסים	ritual	טקס	N	N;MASC;PL
ekspedisi	משלחות	ekspedisi	משלחת	N	N;FEM;PL
ekspedisi	משלחת	ekspedisi	משלחת	N	N;FEM;SG
direncanakan	מתוכנן	direncanakan	תוכנן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
kekalahan	תבוסה	kekalahan	תבוסה	N;SG	N;FEM;SG
lingkaran	עיגול	lingkaran	עיגול	N;SG	N;MASC;SG
lingkaran	מעגל	lingkaran	מעגל	N;SG	N;MASC;SG
lingkaran	חוג	lingkaran	חוג	N;SG	N;MASC;SG
pramuka	סיירים	pramuka	סייר	N	N;MASC;PL
pramuka	צופים	pramuka	צופה	N	N;MASC;PL
paket	חבילה	paket	חבילה	N;SG	N;FEM;SG
paket	חבילה	paket	חבילה	N;SG	N;FEM;SG
paket	חבילה	paket	חבילה	N;SG	N;FEM;SG
peneliti	חוקר	penteliti	חוקר	N;SG	N;MASC;SG
derajat	דרגה	derajat	דרגה	N;SG	N;FEM;SG
derajat	תואר	derajat	תואר	N;SG	N;MASC;SG
mengganti	תחליף	menganti	החליף	V;SG;ACT	V;FEM;SG;3;FUT;ACT
kritik	ביקורת	kritik	ביקורת	N;SG	N;FEM;SG
kritik	מבקר	kritik	מבקר	N;SG	N;MASC;SG
kandang	כלוב	kandang	כלוב	N;SG	N;MASC;SG
bakat	כישרון	bakat	כישרון	N;SG	N;MASC;SG
bakat	כשרון	bakat	כישרון	N;SG	N;MASC;SG
portal	שערים	portal	שער	N	N;MASC;PL
portal	פורטל	portal	פורטל	N	N;MASC;SG
memperbaiki	מתקנת	menperbaiki	תקן	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memperbaiki	לתקן	menperbaiki	תיקן	V;SG;ACT	V;NFIN;ACT
bait	פיתיון	bait	פיתיון	N;SG	N;MASC;SG
bait	פתיון	bait	פתיון	N;SG	N;MASC;SG
menunggu	מחכה	mentunggu	חיכה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menunggu	ממתינה	mentunggu	המתין	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menunggu	ממתין	mentunggu	המתין	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menunggu	ממתין	mentunggu	המתין	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membayar	משלם	menbayar	שילם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membayar	משלמת	menbayar	משלמה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
membayar	משלמת	menbayar	משלמה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
membayar	משלם	menbayar	שילם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membayar	משתלם	menbayar	השתלם	V;SG;ACT	V;MASC;SG;V.PTCP
menghentikan	עוצרת	menhentikan	עוצר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mitra	שותפה	mitra	שותף	N;SG	N;FEM;SG
mitra	שותף	mitra	שותף	N;SG	N;MASC;SG
gerak	תנועה	gerak	תנועה	N;SG;ACT	N;FEM;SG
gerak	מחווה	gerak	מחווה	N;SG;ACT	N;FEM;SG
pengobatan	תרופה	penobatan	תרופה	N;SG	N;FEM;SG
pengobatan	טיפול	penobatan	טיפול	N;SG	N;MASC;SG
cairan	נוזל	cairan	נוזל	N;SG	N;MASC;SG
cairan	נוזל	cairan	נוזל	N;SG	N;MASC;SG
berpikir	חושבת	berpikir	חשב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berpikir	חושב	berpikir	חשב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berpikir	חשבתי	berpikir	חשב	V;SG;ACT	V;SG;1;PST
berpikir	חשבה	berpikir	חשב	V;SG;ACT	V;FEM;SG;3;PST
berpikir	לחשוב	berpikir	חשב	V;SG;ACT	V;NFIN;ACT
berpikir	תחשוב	berpikir	חשב	V;SG;ACT	V;MASC;SG;3;FUT;ACT
berpikir	חושב	berpikir	חשב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
keadilan	צדק	keadilan	צדק	N;SG	N;MASC;SG
keadilan	הגינות	keadilan	הגינות	N;SG	N;FEM;SG
wawancara	ראיון	wawancara	ראיון	N;SG	N;MASC;SG
organisme	אורגניזם	organisme	אורגניזם	N;SG	N;MASC;SG
soundtrack	פסקולים	soundtrack	פסקול	N	N;MASC;PL
kemajuan	קדמה	kemajuan	קדמה	N;SG	N;FEM;SG
kemajuan	התקדמות	kemajuan	התקדמות	N;SG	N;FEM;SG
karakteristik	המאפיין	karakteristik	המאפיין	N;SG	N;MASC;SG
tetangga	שכנות	tetangga	שכנות	N;SG	N;FEM;SG
tetangga	שכנה	tetangga	שכן	N;SG	N;FEM;SG
tetangga	שכנה	tetangga	שכן	N;SG	N;FEM;SG
gen	גן	gen	גן	N;SG	N;MASC;SG
pemukiman	הסדר	penmukiman	הסדר	N;SG	N;MASC;SG
pemukiman	יישוב	penmukiman	יישוב	N;SG	N;MASC;SG
melintasi	חוצה	menlintasi	חוצה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
persiapan	הכנה	persiapan	הכנה	N;SG	N;FEM;SG
perawatan	טיפול	penrawatan	טיפול	N;SG	N;MASC;SG
perawatan	תחזוקה	penrawatan	תחזוקה	N;SG	N;FEM;SG
perawatan	אחזקה	penrawatan	אחזקה	N;SG	N;FEM;SG
berbagi	שיתף	berbagi	שיתף	V;SG;ACT	V;MASC;SG;3;PST;ACT
berbagi	משתפת	berbagi	משתף	V;SG;ACT	V;FEM;SG;V.PTCP
berbagi	משתף	berbagi	שיתף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berbagi	לשתף	berbagi	שיתף	V;SG;ACT	V;NFIN;ACT
pembinaan	מאמן	penbinaan	מאמן	N;SG	N;MASC;SG
perkiraan	אומדן	perkiraan	אומדן	N;SG	N;MASC;SG
persamaan	שוויון	persamaan	שוויון	N;SG	N;MASC;SG
persamaan	שיוויון	persamaan	שוויון	N;SG	N;MASC;SG
persamaan	משוואה	persamaan	משוואה	N;SG	N;FEM;SG
persamaan	דמיון	persamaan	דמיון	N;SG	N;MASC;SG
insiden	תקרית	insiden	תקרית	N;SG	N;FEM;SG
evolusi	האבולוציה	evolusi	האבולוציה	N;SG	N
fase	שלב	fase	שלב	N	N;MASC;SG
peluncuran	שיגור	penluncuran	שיגור	N;SG	N;MASC;SG
fenomena	תופעה	fenomena	תופעה	N;SG	N;FEM;SG
fenomena	תופעת	fenomena	תופעה	N;SG	N;FEM;SG
fenomena	תופעה	fenomena	תופעה	N;SG	N;FEM;SG
pemandangan	תפאורה	penpandangan	תפאורה	N;SG	N;FEM;SG
pemandangan	כוונת	penpandangan	כוונה	N;SG	N;FEM;SG
kombinasi	צירוף	kombinasi	צירוף	N;SG	N;MASC;SG
kombinasi	שילוב	kombinasi	שילוב	N;SG	N;MASC;SG
infeksi	זיהום	infeksi	זיהום	N;SG	N;FEM;SG
player	שחקן	player	שחקן	N	N;MASC;SG
percobaan	ניסוי	percobaan	ניסוי	N;SG	N;MASC;SG
percobaan	נסיוני	percobaan	נסיון	N;SG	N;MASC;SG
penutup	סגירה	pentutup	סגירה	N;SG	N;FEM;SG
penutup	כיסוי	pentutup	כיסוי	N;SG	N;MASC;SG
penutup	חיפוי	pentutup	חיפוי	N;SG	N;MASC;SG
investasi	השקעה	investasi	השקעה	N;SG	N;FEM;SG
investasi	השקעה	investasi	השקעה	N;SG	N;FEM;SG
balap	מרוץ	balap	מרוץ	N;SG;ACT	N;MASC;SG
balap	מירוץ	balap	מירוץ	N;SG;ACT	N;MASC;SG
pengawasan	השגחה	penkawasan	השגחה	N;SG	N;FEM;SG
pengawasan	פיקוח	penkawasan	פיקוח	N;SG	N;MASC;SG
pengawasan	מעקב	penkawasan	מעקב	N;SG	N;MASC;SG
perikanan	דיג	perikanan	דיג	N;SG	N;MASC;SG
pakar	מומחה	pakar	מומחה	N;SG	N;MASC;SG
pakar	מומחית	pakar	מומחי	N;SG	N;FEM;SG
medis	רפואה	medis	רפואה	N;SG	N;FEM;SG
mendekati	מתקרב	mendekati	התקרב	V;SG;ACT	V;MASC;SG;V.PTCP
mendekati	מתקרבת	mendekati	התקרב	V;SG;ACT	V;FEM;SG;V.PTCP
muka	פרצוף	muka	פרצוף	N;SG	N;MASC;SG
baca	לקרוא	baca	קרא	V;SG;ACT	V;NFIN;ACT
baca	קרא	baca	קרא	V;SG;ACT	V;MASC;SG;3;PST;ACT
kriteria	קריטריון	kriteria	קריטריון	N;SG	N;MASC;SG
produsen	מפיק	produsen	מפיק	N;SG	N;MASC;SG
produsen	מפיק	produsen	מפיק	N;SG	N;MASC;SG
produsen	יצרן	produsen	יצרן	N;SG	N;MASC;SG
tembok	קיר	tembok	קיר	N;SG	N;MASC;SG
pembelajaran	לימוד	penbelajaran	לימוד	N;SG	N;MASC;SG
kebangsaan	אזרחות	kebangsaan	אזרחה	N;SG	N;FEM;SG
bursa	החלפה	bursa	החלפה	N;SG	N;FEM;SG
organ	איבר	organ	איבר	N;SG	N;MASC;SG
organ	איבר	organ	איבר	N;SG	N;MASC;SG
penambahan	תוספת	pentambahan	תוספת	N;SG	N;FEM;SG
sosialis	סוציאליזם	sosialis	סוציאליזם	N;SG	N;MASC;SG
ham	נקניק	ham	נקניק	N;SG	N;MASC;SG
coba	נסי	coba	נסי		
sadar	בהכרה	sadar	בהכרה	;SG	
sadar	פיכח	sadar	פיכח	;SG	
hits	להיטים	hits	היט	N	N;MASC;PL
disediakan	מסופק	disediakan	סופק	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
pembaca	הקוראים	penbaca	הקורא	N;SG	N
pembaca	קורא	penbaca	קורא	N;SG	N;MASC;SG
memaksa	מתעקשת	menpaksa	התעקש	V;SG;ACT	V;FEM;SG;V.PTCP
memaksa	כופה	menpaksa	כופה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memaksa	מכריח	menpaksa	הכריח	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memaksa	מאלץ	menpaksa	מאלץ	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
perasaan	הרגשה	perrasaan	הרגשה	N;SG	N;FEM;SG
perasaan	תחושה	perrasaan	תחושה	N;SG	N;FEM;SG
perkawinan	חתונה	perkawinan	חתונה	N;SG	N;FEM;SG
mekanisme	מנגנון	mekanisme	מנגנון	N;SG	N;MASC;SG
kekurangan	חוסר	kekurangan	חוסר	N;SG	N;MASC;SG
kekurangan	מחסור	kekurangan	מחסור	N;SG	N;MASC;SG
helikopter	מסוק	helikopter	מסוק	N;SG	N;MASC;SG
cincin	צלצל	cincin	צלצל	N;SG	N;MASC;SG
cincin	טבעת	cincin	טבעת	N;SG	N;FEM;SG
tiket	כרטיס	tiket	כרטיס	N;SG	N;MASC;SG
setara	שוות	setara	שווה	ADJ;SG	ADJ
sah	משפטי	sah	משפטי	ADJ;SG	ADJ;MASC;SG
kehadiran	נוכחות	kehadiran	נוכחות	N;SG	N;FEM;SG
kehadiran	נוכחות	kehadiran	נוכחות	N;SG	N;FEM;SG
tes	מבחן	tes	מבחן	N;SG	N;MASC;SG
tes	בדיקה	tes	בדיקה	N;SG	N;FEM;SG
pangkat	דרגה	pangkat	דרגה	N;SG	N;FEM;SG
memperlihatkan	מציג	menperlihatkan	הציג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
tantangan	אתגר	tantangan	אתגר	N;SG	N;MASC;SG
melepaskan	משחרר	menlepaskan	משחרר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
melepaskan	משחררת	menlepaskan	משחרר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
korupsi	שחיתות	korupsi	שחיתות	N;SG	N;FEM;SG
politisi	פוליטיקאי	politisi	פוליטיקאי	N;SG	N;MASC;SG
dimaksudkan	מיועד	dimaksudkan	יועד	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
serius	רציני	serius	רציני	ADJ;SG	ADJ;MASC;SG
cuaca	מזג	cuaca	מזג	N;SG	N;MASC;SG
kebakaran	אש	kebakaran	אש	N;SG	N;FEM;SG
kebakaran	שריפה	kebakaran	שריף	N;SG	N;FEM;SG
billboard	חוצות	billboard	חוצות	N	N;MASC;PL
julukan	כינוי	julukan	כינוי	N;SG	N;MASC;SG
kesepakatan	הסכם	kesepakatan	הסכם	N;SG	N;MASC;SG
kesepakatan	הסכמה	kesepakatan	הסכמה	N;SG	N;FEM;SG
kesepakatan	עסקה	kesepakatan	עסקה	N;SG	N;FEM;SG
kesejahteraan	רווחה	kesejahteraan	רווחה	N;SG	N;FEM;SG
pemakaman	קבורה	penmakaman	קבורה	N;SG	N;FEM;SG
pemakaman	לוויה	penmakaman	לוויה	N;SG	N;FEM;SG
pemakaman	הלוויה	penmakaman	הלוויה	N;SG	N;FEM;SG
galaksi	גלקסיה	galaksi	גלקסיה	N;SG	N;FEM;SG
galaksi	גלקסיה	galaksi	גלקסיה	N;SG	N;FEM;SG
ion	יונים	ion	יון	N	N;MASC;PL
transfer	העברה	transfer	העברה	N;SG	N;FEM;SG
design	עיצוב	design	עיצוב	N;SG	N;MASC;SG
sosok	הגזרה	sosok	הגזרה	N	N;FEM;SG
sosok	דמות	sosok	דמות	N	N;FEM;SG
parkir	חנייה	parkir	חנייה	N;SG;ACT	N;FEM;SG
parkir	חניה	parkir	חנייה	N;SG;ACT	N;FEM;SG
profesi	מקצוע	profesi	מקצוע	N;SG	N;MASC;SG
penyebaran	פיזור	pensebaran	פיזור	N;SG	N;MASC;SG
penyebaran	התפשטות	pensebaran	התפשטות	N;SG	N;FEM;SG
penyebaran	פריסה	pensebaran	פריסה	N;SG	N;FEM;SG
komisaris	ניצב	komisaris	ניצב	N;SG	N;MASC;SG
berdarah	מדממת	berdarah	מדממה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berdarah	מדמם	berdarah	דימם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berdarah	לדמם	berdarah	דימם	V;SG;ACT	V;NFIN;ACT
ketentuan	אספקה	ketentuan	אספקה	N;SG	N;FEM;SG
tahanan	אסירה	tahanan	אסירה	N;SG	N;FEM;SG
moral	המורל	moral	המורל	N;SG	N;MASC;SG
moral	מוסר	moral	מוסר	N;SG	N;MASC;SG
moral	מוסר	moral	מוסר	N;SG	N;MASC;SG
moral	מוסריות	moral	מוסרי	N;SG	N;FEM;SG
berbahaya	מזיקה	berbahaya	מזיקה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berbahaya	מזיק	berbahaya	הזיק	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
pengarang	סופרת	penarang	סופר	N;SG	N;FEM;SG
pengarang	סופר	penarang	סופר	N;SG	N;MASC;SG
memengaruhi	הושפע	memengaruhi	הושפע	V	V;MASC;SG;3;PST;PASS
memengaruhi	מושפעת	memengaruhi	הושפע	V	V;FEM;SG;V.PTCP;PASS
memengaruhi	השפיע	memengaruhi	השפיע	V	V;MASC;SG;3;PST;ACT
memengaruhi	מושפע	memengaruhi	הושפע	V	V;MASC;SG;V.PTCP;PASS
memengaruhi	משפיעה	memengaruhi	השפיע	V	V;FEM;SG;V.PTCP;ACT
memengaruhi	משפיע	memengaruhi	השפיע	V	V;MASC;SG;V.PTCP;ACT
legislatif	המחוקקת	legislatif	המחוקק	N;SG	N;FEM;SG
legislatif	המחוקקת	legislatif	המחוקק	N;SG	N;FEM;SG
perekonomian	כלכלה	perekonomian	כלכלה	N;SG	N;FEM;SG
perekonomian	כלכלת	perekonomian	כלכלה	N;SG	N;FEM;SG
mengejar	רודף	menkejar	רודף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengejar	לרדוף	menkejar	רדף	V;SG;ACT	V;NFIN;ACT
peradaban	התרבות	peradaban	התרבות	N;SG	N;FEM;SG
dimanfaatkan	מנוצל	dimanfaatkan	מנוצל	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
membahas	לדון	menbahas	דן	V;SG;ACT	V;NFIN;ACT
gawang	שער	gawang	שער	N;SG	N;MASC;SG
gawang	מטרה	gawang	מטרה	N;SG	N;FEM;SG
bumbu	תיבול	bumbu	תיבול	N;SG	N;MASC;SG
datar	דירה	datar	דירה	N;SG	N;FEM;SG
meja	שולחן	meja	שולחן	N;SG	N;MASC;SG
