vir	pre	vir	pre	ADP	ADP;ACC
slaap	spánok	slaap	spánok	N;SG	N;INAN;NOM;MASC;SG
slaap	spanie	slaap	spanie	N;SG	N;NOM;NEUT;SG
monumente	pamiatky	monument	pamiatka	N;PL	N;NOM;FEM;PL
lading	poplatok	lading	poplatok	N;SG	N;INAN;NOM;MASC;SG
nek	krk	nek	krk	N;SG	N;INAN;NOM;MASC;SG
nek	šije	nek	šiť	N;SG	N;NOM;FEM;SG
nek	krku	nek	krk	N;SG	N;INAN;GEN;MASC;SG
plate	platne	plaat	platňa	N;PL	N;NOM;FEM;PL
bemark	presadzovať	bemark	presadzovať	V;PRS	V;IPFV;POS;NFIN
bemark	propagovať	bemark	propagovať	V;PRS	V;IPFV;POS;NFIN
staal	oceľ	staal	oceľ	N;SG	N;NOM;FEM;SG
verwelkom	víta	verwelkom	vítať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
verwelkom	privítať	verwelkom	privítať	V;PRS	V;PFV;POS;NFIN
verblyf	ubytovanie	verblyf	ubytovanie	N;SG	N;NOM;NEUT;SG
stoor	uchovávať	stoor	uchovávať	V;PRS	V;IPFV;POS;NFIN
stoor	skladovať	stoor	skladovať	V;PRS	V;IPFV;POS;NFIN
geheim	secret	heim	secret	N;SG	N;NOM;FEM;SG
geheim	tajomstvo	heim	tajomstvo	N;SG	N;NOM;NEUT;SG
mensdom	ľudstvu	mensdom	ľudstvo	N;SG	N;DAT;NEUT;SG
mensdom	ľudstvo	mensdom	ľudstvo	N;SG	N;NOM;NEUT;SG
atome	atómov	atom	atóm	N;PL	N;INAN;GEN;MASC;PL
omvang	rozsah	omvang	rozsah	N;SG	N;INAN;NOM;MASC;SG
omvang	rozpätie	omvang	rozpätie	N;SG	N;NOM;NEUT;SG
omvang	rozsahu	omvang	rozsah	N;SG	N;INAN;GEN;MASC;SG
plaaslik	miestne	plaaslik	miestne	ADV	ADV
mater	mater	mater	mater	N;SG	N;NOM;FEM;SG
diepte	hĺbka	diepte	hĺbka	N;SG	N;NOM;FEM;SG
diepte	hĺbku	diepte	hĺbka	N;SG	N;ACC;FEM;SG
commons	commons	commons	commons		
tegniek	techniku	tegniek	technik	N;SG	N;ACC;FEM;SG
tegniek	technika	tegniek	technika	N;SG	N;NOM;FEM;SG
markte	trhov	mark	trh	N;PL	N;INAN;GEN;MASC;PL
markte	trhy	mark	trha	N;PL	N;INAN;NOM;MASC;PL
geïnspireer	inšpirovala	inspireer	inšpirovať	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
geïnspireer	inšpiroval	inspireer	inšpirovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
jersey	dres	jersey	dres	N;SG	N;INAN;NOM;MASC;SG
jersey	drese	jersey	dres	N;SG	N;INAN;NOM;MASC;SG
krim	krym	krim	krym	N;SG	N;INAN;NOM;MASC;SG
identifiseer	identifikovať	identifiseer	identifikovať	V;PRS	V;IPFV;POS;NFIN
armoede	chudobe	armoede	chudoba	N;SG	N;DAT;FEM;SG
armoede	chudoba	armoede	chudoba	N;SG	N;NOM;FEM;SG
armoede	chudobu	armoede	chudoba	N;SG	N;ACC;FEM;SG
seisoene	sezón	seisoen	sezón	N;PL	N;GEN;FEM;PL
moorde	vrážd	moord	vráždo	N;PL	N;GEN;FEM;PL
moorde	vraždy	moord	vražda	N;PL	N;NOM;FEM;PL
ridder	rytiera	ridder	rytier	N;SG	N;ANIM;ACC;MASC;SG
ridder	rytier	ridder	rytier	N;SG	N;ANIM;NOM;MASC;SG
ridder	jazdec	ridder	jazdec	N;SG	N;ANIM;NOM;MASC;SG
uraan	urán	uraan	urán	N;SG	N;INAN;NOM;MASC;SG
uraan	uránu	uraan	urán	N;SG	N;GEN;MASC;SG
naaswenner	bežec	naaswenner	bežec	N;SG	N;ANIM;NOM;MASC;SG
inderdaad	vskutku	inderdaad	vskutku	ADV	ADV
inderdaad	skutočne	inderdaad	skutočne	ADV	ADV
opkoms	vzostup	opkoms	vzostup	N;SG	N;INAN;NOM;MASC;SG
opkoms	nárast	opkoms	nárast	N;SG	N;INAN;NOM;MASC;SG
dubbele	dvojité	dubbel	dvojitý	ADJ;NOM	ADJ;NOM;NEUT;SG
dubbele	dvojnásobok	dubbel	dvojnásobok	ADJ;NOM	ADJ;NOM;FEM;SG
kontrak	zákazka	kontrak	zákazka	N;SG	N;NOM;FEM;SG
kontrak	kontrakt	kontrak	kontrakt	N;SG	N;INAN;NOM;MASC;SG
kontrak	zmluva	kontrak	zmluva	N;SG	N;NOM;FEM;SG
klassifikasie	zaradenie	klassifikasie	zaradenie	N;SG	N;NOM;NEUT;SG
klassifikasie	triedenie	klassifikasie	triedenie	N;SG	N;NOM;NEUT;SG
klassifikasie	zatriedenie	klassifikasie	zatriedenie	N;SG	N;NOM;NEUT;SG
klassifikasie	klasifikácia	klassifikasie	klasifikácia	N;SG	N;NOM;FEM;SG
opgelewer	vrátiť	oplewer	vrátiť	V;PST;V.PTCP	V;PFV;POS;NFIN
verken	preskúmať	verken	preskúmať	V;PRS	V;PFV;POS;NFIN
verken	skúmať	verken	skúmať	V;PRS	V;IPFV;POS;NFIN
verken	objavovať	verken	objavovať	V;PRS	V;IPFV;POS;NFIN
analise	rozbor	analise	rozbor	N;SG	N;INAN;NOM;MASC;SG
analise	analýza	analise	analýza	N;SG	N;NOM;FEM;SG
analise	analýzu	analise	analýza	N;SG	N;ACC;FEM;SG
galery	galéria	galery	galéria	N;SG	N;NOM;FEM;SG
galery	galériu	galery	galérium	N;SG	N;ACC;FEM;SG
ondergrondse	podzemné	ondergronds	podzemný	ADJ;NOM	ADJ;NOM;NEUT;SG
faktor	činiteľ	faktor	činiteľ	N;SG	N;ANIM;NOM;MASC;SG
faktor	faktor	faktor	faktor	N;SG	N;INAN;NOM;MASC;SG
blok	blokovať	blok	blokovať	V;PRS	V;IPFV;POS;NFIN
blok	zablokovať	blok	zablokovať	V;PRS	V;PFV;POS;NFIN
versier	zdobiť	versier	zdobiť	V;PRS	V;PFV;POS;NFIN
geselskap	spolok	geselskap	spolok	N;SG	N;INAN;NOM;MASC;SG
geselskap	spoločnosť	geselskap	spoločnosť	N;SG	N;NOM;FEM;SG
termyn	pojem	termyn	pojem	N;SG	N;INAN;NOM;MASC;SG
termyn	termín	termyn	termina	N;SG	N;INAN;NOM;MASC;SG
termyn	pomenovanie	termyn	pomenovanie	N;SG	N;NOM;NEUT;SG
wysigings	úpravy	wysiging	úprava	N;PL	N;NOM;FEM;PL
wysigings	aktuality	wysiging	aktualita	N;PL	N;NOM;FEM;PL
wysigings	aktualizácie	wysiging	aktualizácia	N;PL	N;NOM;FEM;PL
gedagtes	myšlienok	dagte	myšlienka	N;PL	N;GEN;FEM;PL
gedagtes	myšlienkami	dagte	myšlienka	N;PL	N;INS;FEM;PL
gedagtes	myšlienky	dagte	myšlienka	N;PL	N;NOM;FEM;PL
satelliete	satelity	satelliet	satelita	N;PL	N;NOM;FEM;PL
satelliete	satelitov	satelliet	satelit	N;PL	N;INAN;GEN;MASC;PL
kanale	kanály	kanaal	kanál	N;PL	N;INAN;NOM;MASC;PL
kanale	kanálov	kanaal	kanál	N;PL	N;INAN;GEN;MASC;PL
kwart	štvrťrok	kwart	štvrťrok	N;SG	N;INAN;NOM;MASC;SG
kwart	štvrtina	kwart	štvrtina	N;SG	N;NOM;FEM;SG
voertuig	vozidla	voertuig	vozidnúť	N;SG	N;NOM;NEUT;SG
voertuig	vozidlo	voertuig	vozidnúť	N;SG	N;NOM;NEUT;SG
grondwetlike	ústavné	grondwetlik	ústavný	ADJ;NOM	ADJ;NOM;NEUT;SG
grondwetlike	ústavný	grondwetlik	ústavný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
kontinent	kontinente	kontinent	kontinent	N;SG	N;INAN;NOM;MASC;SG
kontinent	kontinent	kontinent	kontinent	N;SG	N;INAN;NOM;MASC;SG
kontinent	kontinentu	kontinent	kontinent	N;SG	N;INAN;GEN;MASC;SG
spektrum	spektrum	spektrum	spektrum	N;SG	N;INAN;NOM;MASC;SG
swerm	kŕdeľ	swerm	kŕdeľ	N;SG	N;INAN;NOM;MASC;SG
alabama	alabama	alabama	alabama	N;SG	N;NOM;FEM;SG
toelaat	povoliť	toelaat	povoliť	V;PRS	V;PFV;POS;NFIN
toelaat	umožniť	toelaat	umožniť	V;PRS	V;PFV;POS;NFIN
sigbare	viditeľný	sigbaar	viditeľný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
sigbare	viditeľné	sigbaar	viditeľný	ADJ;NOM	ADJ;NOM;NEUT;SG
sigbare	viditeľná	sigbaar	viditeľný	ADJ;NOM	ADJ;NOM;FEM;SG
getuienis	svedka	getuienis	svedka	N;SG	N;ANIM;ACC;MASC;SG
getuienis	svedok	getuienis	svedok	N;SG	N;ANIM;NOM;MASC;SG
getuienis	dôkaz	getuienis	dôkaz	N;SG	N;INAN;NOM;MASC;SG
landgoed	panstvo	landgoed	panstvo	N;SG	N;NOM;NEUT;SG
landgoed	majetok	landgoed	majetok	N;SG	N;INAN;NOM;MASC;SG
afstande	vzdialenosti	afstande	vzdialenosť	N;PL	N;NOM;FEM;PL
tema	téma	tema	téma	N;SG	N;NOM;FEM;SG
tema	témou	tema	téma	N;SG	N;INS;FEM;SG
tema	tému	tema	téma	N;SG	N;ACC;FEM;SG
afkorting	skratka	afkorting	skratka	N;SG	N;NOM;FEM;SG
venus	venuša	venus	venuša	N;SG	N;NOM;FEM;SG
rykdom	bohatstvo	rykdom	bohatstvo	N;SG	N;NOM;NEUT;SG
presidensiële	prezidentské	presidensieel	prezidentský	ADJ;NOM	ADJ;NOM;NEUT;SG
presidensiële	prezidentský	presidensieel	prezidentský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
ingenieurswese	inžinierstvo	ingenieurswese	inžinierstvo	N;SG	N;NOM;NEUT;SG
kitaar	gitaru	kitaar	gitara	N;SG	N;ACC;FEM;SG
kitaar	gitare	kitaar	gitara	N;SG	N;DAT;FEM;SG
kitaar	gitara	kitaar	gitaer	N;SG	N;NOM;FEM;SG
verhoor	pojednávanie	verhoor	pojednávanie	N;SG	N;NOM;NEUT;SG
verhoor	súd	verhoor	súd	N;SG	N;INAN;NOM;MASC;SG
verhoor	pojednávanie	verhoor	pojednávanie	N;SG	N;NOM;NEUT;SG
verhoor	vypočúvanie	verhoor	vypočúvanie	N;SG	N;NOM;NEUT;SG
verhoor	sluch	verhoor	sluch	N;SG	N;INAN;NOM;MASC;SG
verhoor	vypočutie	verhoor	vypočutie	N;SG	N;NOM;NEUT;SG
verwydering	odstraňovanie	verwydering	odstraňovanie	N;SG	N;NOM;NEUT;SG
verwydering	odstránenie	verwydering	odstránenie	N;SG	N;NOM;NEUT;SG
akteurs	herci	akteur	herec	N;PL	N;ANIM;NOM;MASC;PL
akteurs	aktéri	akteur	aktér	N;PL	N;ANIM;NOM;MASC;PL
akteurs	aktérov	akteur	aktér	N;PL	N;ANIM;ACC;MASC;PL
akteurs	hercov	akteur	herec	N;PL	N;ANIM;ACC;MASC;PL
agentskap	agentúra	agentskap	agentúra	N;SG	N;NOM;FEM;SG
barcelona	barcelona	barcelona	barcelon	N;SG	N;INAN;GEN;MASC;SG
handtekening	podpis	handtekening	podpis	N;SG	N;INAN;NOM;MASC;SG
handtekening	podpisom	handtekening	podpisom	N;SG	N;INAN;INS;MASC;SG
ligter	ľahšia	ligter	ľahký	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
ligter	ľahší	ligter	ľahký	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
siel	duša	siel	duša	N;SG	N;NOM;FEM;SG
siel	dušu	siel	duša	N;SG	N;ACC;FEM;SG
teenstander	súper	teenstander	súper	N;SG	N;INAN;NOM;MASC;SG
teenstander	protivník	teenstander	protivník	N;SG	N;ANIM;NOM;MASC;SG
ewenaar	rovník	ewenaar	rovník	N;SG	N;INAN;NOM;MASC;SG
lidmaatskap	členstvo	lidmaatskap	členstvo	N;SG	N;NOM;NEUT;SG
gestoor	zachránil	stoor	zachrániť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gestoor	zachránili	stoor	zachrániť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mode	fashion	mode	fashion	N;SG	N;VOC;FEM;SG
mode	móda	mode	móda	N;SG	N;NOM;FEM;SG
mode	módna	mode	módny	N;SG	N;NOM;FEM;SG
platform	plošina	platform	plošina	N;SG	N;NOM;FEM;SG
platform	platforma	platform	platforma	N;SG	N;NOM;FEM;SG
platform	platformu	platform	platforma	N;SG	N;ACC;FEM;SG
torings	veže	toring	veža	N;PL	N;NOM;FEM;PL
torings	veží	toring	veža	N;PL	N;GEN;FEM;PL
herhaal	odrážať	herhaal	odrážať	V;PRS	V;IPFV;POS;NFIN
herhaal	odrážajú	herhaal	odrážať	V;PRS	V;IPFV;IND;PL;3;POS;PRS;FIN
herhaal	opakovať	herhaal	opakovať	V;PRS	V;IPFV;POS;NFIN
herhaal	opakujem	herhaal	opakovať	V;PRS	V;IPFV;IND;SG;1;POS;PRS;FIN
herhaal	zopakovať	herhaal	zopakovať	V;PRS	V;PFV;POS;NFIN
brood	chleba	brood	chlieb	N;SG	N;INAN;GEN;MASC;SG
brood	chlebík	brood	chlebík	N;SG	N;INAN;NOM;MASC;SG
brood	chlieb	brood	chlieb	N;SG	N;INAN;NOM;MASC;SG
verlig	zdôrazniť	verlig	zdôrazniť	V;PRS	V;PFV;POS;NFIN
verlig	zvýrazniť	verlig	zvýrazniť	V;PRS	V;PFV;POS;NFIN
maat	partner	maat	partner	N;SG	N;ANIM;NOM;MASC;SG
maat	partnera	maat	partner	N;SG	N;ANIM;ACC;MASC;SG
maat	partnerka	maat	partnerka	N;SG	N;NOM;FEM;SG
maat	spoločník	maat	spoločník	N;SG	N;ANIM;NOM;MASC;SG
doelwitte	ciele	doelwit	cieľ	N;PL	N;INAN;NOM;MASC;PL
doelwitte	gólov	doelwit	gól	N;PL	N;INAN;GEN;MASC;PL
doelwitte	góly	doelwit	góla	N;PL	N;NOM;FEM;PL
verbintenis	odhodlanie	verbintenis	odhodlanie	N;SG	N;NOM;NEUT;SG
verbintenis	záväzok	verbintenis	záväzok	N;SG	N;INAN;NOM;MASC;SG
verbintenis	angažovanosť	verbintenis	angažovanosť	N;SG	N;NOM;FEM;SG
kanker	karcinóm	kanker	karcin	N;SG	N;INAN;NOM;MASC;SG
kanker	rakovina	kanker	rakovina	N;SG	N;NOM;FEM;SG
kanker	rakovinu	kanker	rakovina	N;SG	N;ACC;FEM;SG
piramide	pyramídy	piramide	pyramída	N;PL	N;NOM;FEM;PL
kaas	syr	kaas	syr	N;SG	N;INAN;NOM;MASC;SG
kaas	syra	kaas	syr	N;SG	N;INAN;GEN;MASC;SG
waters	vody	waters	voda	N;PL	N;GEN;FEM;PL
waters	vôd	waters	vôd	N;PL	N;GEN;FEM;PL
verantwoordelikheid	zodpovednosť	verantwoordelikheid	zodpovednosť	N;SG	N;NOM;FEM;SG
kopiereg	kópia	kopiereg	kópia	N;SG	N;NOM;FEM;SG
taamlik	spravodlivo	taamlik	spravodlivo	ADV	ADV
wetenskappe	vied	wetenskap	vedieť	N;PL	N;GEN;FEM;PL
wetenskappe	vedy	wetenskap	veda	N;PL	N;NOM;FEM;PL
gauguin	gauguin	gauguin	gauguin	N;SG	N;ANIM;NOM;MASC;SG
skeiding	oddeľovač	skeiding	oddeľovač	N;SG	N;INAN;NOM;MASC;SG
fout	chyba	fout	chyba	N;SG	N;NOM;FEM;SG
fout	omyl	fout	omyl	N;SG	N;INAN;NOM;MASC;SG
fout	chybu	fout	chyba	N;SG	N;ACC;FEM;SG
fout	chrobák	fout	chrobák	N;SG	N;ANIM;NOM;MASC;SG
fout	chyba	fout	chyba	N;SG	N;NOM;FEM;SG
rondte	lona	rondte	lona	N;SG	N;NOM;NEUT;SG
rondte	kolo	rondte	kolo	N;SG	N;NOM;NEUT;SG
rondte	lone	rondte	lono	N;SG	N;NOM;NEUT;SG
rondte	kolo	rondte	kolo	N;SG	N;NOM;NEUT;SG
geleef	žili	leef	žiť	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
geleef	žilo	leef	žiť	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
geleef	žila	leef	žiť	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
geleef	žil	leef	žiť	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
bodem	dne	bodem	deň	N;SG	N;NOM;NEUT;SG
bodem	dno	bodem	dno	N;SG	N;NOM;NEUT;SG
bodem	spodok	bodem	spodok	N;SG	N;INAN;NOM;MASC;SG
potensiaal	potenciál	potensiaal	potenciál	N;SG	N;INAN;NOM;MASC;SG
potensiaal	potenciálu	potensiaal	potenciál	N;SG	N;INAN;GEN;MASC;SG
doeltreffende	efektívny	doeltreffend	efektívny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
doeltreffende	efektívna	doeltreffend	efektívny	ADJ;NOM	ADJ;NOM;FEM;SG
salaris	mzda	salaris	mzda	N;SG	N;NOM;FEM;SG
salaris	plat	salaris	plat	N;SG	N;INAN;NOM;MASC;SG
toestelle	spotrebiče	toestel	spotrebiče	N;PL	N;INAN;NOM;MASC;PL
toestelle	pomôcky	toestel	pomôcka	N;PL	N;NOM;FEM;PL
toestelle	prístroje	toestel	prístroj	N;PL	N;INAN;NOM;MASC;PL
toestelle	zariadenia	toestel	zariadenie	N;PL	N;NOM;NEUT;PL
nuweland	newlands	nuweland	newlands	N;SG	N;ANIM;NOM;MASC;SG
bevestiging	potvrdenie	bevestiging	potvrdenie	N;SG	N;NOM;NEUT;SG
korrek	správne	korrek	správne	ADV	ADV
vergaderings	stretnutí	vergadering	stretnutie	N;PL	N;NOM;NEUT;PL
vergaderings	zasadnutia	vergadering	zasadnutie	N;PL	N;NOM;NEUT;PL
vergaderings	stretnutia	vergadering	stretnutie	N;PL	N;NOM;NEUT;PL
vergaderings	schôdze	vergadering	schôdza	N;PL	N;NOM;FEM;PL
vergaderings	zasadania	vergadering	zasadanie	N;PL	N;NOM;NEUT;PL
vlugte	lety	vlug	let	N;PL	N;INAN;NOM;MASC;PL
vlugte	letov	vlug	let	N;PL	N;INAN;GEN;MASC;PL
oorgang	prechod	oorgang	prechod	N;SG	N;INAN;NOM;MASC;SG
ideaal	ideál	ideaal	ideál	N;SG	N;INAN;NOM;MASC;SG
wortels	korene	wortels	korene	N;PL	N;INAN;NOM;MASC;PL
wortels	koreňov	wortels	koreň	N;PL	N;INAN;GEN;MASC;PL
verbetering	zlepšenie	verbetering	zlepšenie	N;SG	N;NOM;NEUT;SG
verbetering	zlepšovanie	verbetering	zlepšovanie	N;SG	N;NOM;NEUT;SG
weier	odmietnuť	weier	odmietnuť	V;PRS	V;PFV;POS;NFIN
weier	zamietnuť	weier	zamietnuť	V;PRS	V;PFV;POS;NFIN
weier	odmietnuť	weier	odmietnuť	V;PRS	V;PFV;POS;NFIN
weier	zamietnuť	weier	zamietnuť	V;PRS	V;PFV;POS;NFIN
weier	zamietnuť	weier	zamietnuť	V;PRS	V;PFV;POS;NFIN
sekondes	sekúnd	sekonde	sekunda	N;PL	N;GEN;FEM;PL
sekondes	sekundy	sekonde	sekunda	N;PL	N;NOM;FEM;PL
winkel	obchod	winkel	obchod	N;SG	N;INAN;NOM;MASC;SG
winkel	predajňa	winkel	predajňa	N;SG	N;NOM;FEM;SG
winkel	predajňa	winkel	predajňa	N;SG	N;NOM;FEM;SG
winkel	obchod	winkel	obchod	N;SG	N;INAN;NOM;MASC;SG
legende	legendu	leg	legenda	N;SG	N;ACC;FEM;SG
legende	legenda	leg	legenda	N;SG	N;NOM;FEM;SG
bestel	objednať	bestel	objednať	V;PRS	V;PFV;POS;NFIN
atlete	športovci	atleet	športovec	N;PL	N;ANIM;NOM;MASC;PL
atlete	športovcov	atleet	športovec	N;PL	N;ANIM;ACC;MASC;PL
agteruitgang	zhoršenie	agteruitgang	zhoršenie	N;SG	N;NOM;NEUT;SG
agteruitgang	zhoršovanie	agteruitgang	zhoršovanie	N;SG	N;NOM;NEUT;SG
veiligheid	bezpečie	veiligheid	bezpečie	N;SG	N;NOM;NEUT;SG
veiligheid	bezpečnosť	veiligheid	bezpečnosť	N;SG	N;NOM;FEM;SG
myne	bane	myne	baňa	N;PL	N;NOM;FEM;PL
myne	baní	myne	baňa	N;PL	N;GEN;FEM;PL
myne	míny	myne	mína	N;PL	N;NOM;FEM;PL
aanbeveel	odporúčame	aanbeveel	odporúčať	V;PRS	V;IPFV;IND;PL;1;POS;PRS;FIN
aanbeveel	odporúča	aanbeveel	odporúčať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
aanbeveel	odporúčame	aanbeveel	odporúčať	V;PRS	V;IPFV;IND;PL;1;POS;PRS;FIN
aanbeveel	odporučiť	aanbeveel	odporučiť	V;PRS	V;PFV;POS;NFIN
aanbeveel	odporúčam	aanbeveel	odporúčať	V;PRS	V;IPFV;IND;SG;1;POS;PRS;FIN
visuele	vizuálna	visueel	vizuálny	ADJ;NOM	ADJ;NOM;FEM;SG
visuele	vizuálny	visueel	vizuálny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
woonbuurt	štvrť	woonbuurt	štvrť	N;SG	N;NOM;FEM;SG
woonbuurt	susedstvo	woonbuurt	susedstvo	N;SG	N;NOM;NEUT;SG
woonbuurt	okolie	woonbuurt	okolie	N;SG	N;NOM;NEUT;SG
woonbuurt	štvrti	woonbuurt	štvrť	N;SG	N;DAT;FEM;SG
woonbuurt	štvrť	woonbuurt	štvrť	N;SG	N;NOM;FEM;SG
woonbuurt	susedstvo	woonbuurt	susedstvo	N;SG	N;NOM;NEUT;SG
hond	psíka	hond	psík	N;SG	N;ANIM;ACC;MASC;SG
hond	psa	hond	pes	N;SG	N;INAN;NOM;MASC;SG
hond	psík	hond	psík	N;SG	N;ANIM;NOM;MASC;SG
hond	pes	hond	pes	N;SG	N;ANIM;NOM;MASC;SG
klavier	piano	klavier	piano	N;SG	N;INAN;NOM;MASC;SG
klavier	klavír	klavier	klavír	N;SG	N;INAN;NOM;MASC;SG
geluk	štastie	geluk	štastie	N;SG	N;NOM;NEUT;SG
geluk	šťastie	geluk	šťastie	N;SG	N;NOM;NEUT;SG
berei	pripraviť	berei	pripraviť	V;PRS	V;PFV;POS;NFIN
voorstelle	návrhy	voorstel	návrh	N;PL	N;INAN;NOM;MASC;PL
voorstelle	návrhov	voorstel	návrh	N;PL	N;INAN;GEN;MASC;PL
gehandhaaf	pozorovali	gehandhaaf	pozorovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
gasheer	hosť	gasheer	hosť	N;SG	N;ANIM;NOM;MASC;SG
gasheer	hostiteľa	gasheer	hostiteľ	N;SG	N;ANIM;ACC;MASC;SG
gasheer	host	gasheer	host	N;SG	N;INAN;NOM;MASC;SG
gasheer	hostiteľ	gasheer	hostiteľ	N;SG	N;ANIM;NOM;MASC;SG
gasheer	hosting	gasheer	hosting	N;SG	N;INAN;NOM;MASC;SG
dieet	diétu	dieet	diét	N;SG	N;ACC;FEM;SG
uitbarsting	erupcia	uitbarsting	erupcia	N;SG	N;NOM;FEM;SG
uitbarsting	výbuch	uitbarsting	výbuch	N;SG	N;INAN;NOM;MASC;SG
sel	bunka	sel	bunka	N;SG	N;NOM;FEM;SG
sel	bunku	sel	bunka	N;SG	N;ACC;FEM;SG
vyande	nepriateľov	vyand	nepriateľ	N;PL	N;ANIM;ACC;MASC;PL
vyande	nepriatelia	vyand	nepriateľ	N;PL	N;ANIM;NOM;MASC;PL
immigrasie	prisťahovalectvo	immigrasie	prisťahovalectvo	N;SG	N;NOM;NEUT;SG
termiese	tepelný	termies	tepelný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
termiese	tepelná	termies	tepelný	ADJ;NOM	ADJ;NOM;FEM;SG
termiese	tepelné	termies	tepelný	ADJ;NOM	ADJ;NOM;NEUT;SG
voorgestelde	odporúčané	voorstel	odporúčaný	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
voorgestelde	navrhnuté	voorstel	navrhnutý	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
voorgestelde	navrhované	voorstel	navrhovaný	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dagboek	denníku	dagboek	denník	N;SG	N;INAN;DAT;MASC;SG
dagboek	denník	dagboek	denník	N;SG	N;INAN;NOM;MASC;SG
debat	diskusia	debat	diskusi	N;SG	N;NOM;FEM;SG
debat	rozprava	debat	rozprava	N;SG	N;NOM;FEM;SG
debat	debata	debat	debata	N;SG	N;NOM;FEM;SG
assistent	asistenta	assistent	asistent	N;SG	N;ANIM;ACC;MASC;SG
assistent	asistent	assistent	asistent	N;SG	N;ANIM;NOM;MASC;SG
assistent	asistentka	assistent	asistentka	N;SG	N;NOM;FEM;SG
assistent	čarodejníka	assistent	čarodejník	N;SG	N;ANIM;ACC;MASC;SG
assistent	sprievodca	assistent	sprievodca	N;SG	N;INAN;NOM;MASC;SG
assistent	čarodejník	assistent	čarodejník	N;SG	N;ANIM;NOM;MASC;SG
straling	radiácia	straling	radiácia	N;SG	N;NOM;FEM;SG
straling	žiarenie	straling	žiarenie	N;SG	N;NOM;NEUT;SG
goedkeuring	schvaľovanie	goedkeuring	schvaľovanie	N;SG	N;NOM;NEUT;SG
goedkeuring	schválenie	goedkeuring	schválenie	N;SG	N;NOM;NEUT;SG
goedkeuring	súhlas	goedkeuring	súhlas	N;SG	N;INAN;NOM;MASC;SG
voorberei	pripraviť	voorberei	pripraviť	V;PRS	V;PFV;POS;NFIN
graan	obilie	graan	obilie	N;SG	N;NOM;NEUT;SG
graan	zrno	graan	zrno	N;SG	N;NOM;NEUT;SG
graan	zrna	graan	zrna	N;SG	N;GEN;NEUT;SG
vyftien	pätnásť	vyftien	pätnásť	NUM	NUM;NOM;NEUT;SG
verteenwoordiger	predstaviteľ	verteenwoordiger	predstaviteľ	N;SG	N;ANIM;NOM;MASC;SG
verteenwoordiger	zástupca	verteenwoordiger	zástupca	N;SG	N;ANIM;NOM;MASC;SG
koreaanse	kórejská	koreaans	kórejský	ADJ;NOM	ADJ;NOM;FEM;SG
koreaanse	kórejský	koreaans	kórejský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
liter	liter	liter	liter	N;SG	N;INAN;NOM;MASC;SG
liter	litra	liter	litra	N;SG	N;INAN;NOM;MASC;SG
liter	litra	liter	litra	N;SG	N;INAN;NOM;MASC;SG
fries	frízština	fries	frízština	N;SG	N;NOM;FEM;SG
posisies	pozície	posisie	pozícia	N;PL	N;NOM;FEM;PL
posisies	polohy	posisie	poloha	N;PL	N;NOM;FEM;PL
posisies	pozícií	posisie	pozícia	N;PL	N;GEN;FEM;PL
plaat	doska	plaat	doska	N;SG	N;NOM;FEM;SG
plaat	platňa	plaat	platňa	N;SG	N;NOM;FEM;SG
plaat	tanier	plaat	tanier	N;SG	N;INAN;NOM;MASC;SG
plaat	plech	plaat	plech	N;SG	N;INAN;NOM;MASC;SG
kampe	táboroch	kampe	tábor	N;PL	N;INAN;ESS;MASC;PL
kampe	tábory	kampe	tábor	N;PL	N;INAN;NOM;MASC;PL
kampe	táborov	kampe	tábor	N;PL	N;INAN;GEN;MASC;PL
venesië	venice	venesië	venica	N;SG	N;NOM;FEM;SG
