年	ano	年	ano	N	N
夜晚	noite	夜晚	noite	N	N
夜晚	polas	夜晚	pola	N	N
夜晚	noite	夜晚	noite	N	N
夜晚	pola	夜晚	pola	N	N
夜晚	noites	夜晚	noite	N	N
信託	confianza	信託	confianza	N	N
作物	cultivos	作物	cultivo	N	N
作物	cultivos	作物	cultivo	N	N
跳舞	baile	跳舞	baile	N	N
跳舞	danza	跳舞	danza	N	N
跳舞	baile	跳舞	baile	N	N
疫苗	vacinas	疫苗	vacina	N	N
疫苗	das	疫苗	das	N	N
精度	precisión	精度	precisión	N	N
恭喜	parabéns	恭喜	parabén	N	N
酒精	alcol	酒精	alcol	N	N
酒精	alcohol	酒精	alcohol	N	N
追擊	da	追擊	da	V	V
追擊	busca	追擊	buscar	V	V
單車	bicicleta	單車	bicicleta	N	N
單車	bicicleta	單車	bicicleta	N	N
景觀	paisaxe	景觀	paisaxe	N	N
犧牲	sacrificio	犧牲	sacrificio	N	N
實質	esencia	實質	esencia	N	N
實質	substancia	實質	substancia	N	N
午夜	noite	午夜	noite	N	N
午夜	ano	午夜	ano	N	N
午夜	reloxo	午夜	reloxo	N	N
午夜	doce	午夜	doce	N	N
午夜	media	午夜	media	N	N
午夜	á	午夜	á	N	N
塑料	plásticos	塑料	plástico	N	N
塑料	plástico	塑料	plástico	N	N
哭	chorar	哭	chorar	V	V
哭	chores	哭	chores	V	V
哭	chorando	哭	chorar	V	V
哭	choraba	哭	chorar	V	V
哭	chorar	哭	chorar	V	V
哭	choran	哭	chorar	V	V
汽油	gas	汽油	gas	N	N
汽油	gasolina	汽油	gasolina	N	N
汽油	gases	汽油	gas	N	N
汽油	gasolina	汽油	gasolina	N	N
地主	propietarios	地主	propietario	N	N
臀	hurra	臀	hurra	N	N
難民	refuxiados	難民	refuxiado	N	N
毒品	medicamentos	毒品	medicamento	N	N
毒品	fármacos	毒品	fármaco	N	N
毒品	drogas	毒品	droga	N	N
賊	ladróns	賊	ladrón	N	N
賊	ladrón	賊	ladrón	N	N
中尉	tenente	中尉	tenente	N	N
轉變	transformar	轉變	transformar	V	V
實踐	práctica	實踐	práctica	N	N
喝	beber	喝	beber	V	V
壇	altar	壇	altar	N	N
實用	práctica	實用	práctica	N	N
心靈	mente	心靈	mente	N	N
頭顱	cranio	頭顱	cranio	N	N
遺跡	ruínas	遺跡	ruína	N	N
約會	cita	約會	cita	N	N
約會	día	約會	día	N	N
約會	data	約會	data	N	N
緊張	nervios	緊張	nervio	N	N
壞	malos	壞	malo	N	N
合計	agregada	合計	agregar	V	V
囚犯	preso	囚犯	preso	N	N
囚犯	prisioneira	囚犯	prisioneira	N	N
囚犯	prisioneiro	囚犯	prisioneiro	N	N
囚犯	prisioneiros	囚犯	prisioneiro	N	N
囚犯	presos	囚犯	preso	N	N
囚犯	prisioneiros	囚犯	prisioneiro	N	N
影子	sombras	影子	sombra	N	N
影子	sombra	影子	sombra	N	N
緩慢	lento	緩慢	lento	ADJ	ADJ
緩慢	lenta	緩慢	lento	ADJ	ADJ
緩慢	lentos	緩慢	lento	ADJ	ADJ
緩慢	tranquilo	緩慢	tranquilo	ADJ	ADJ
產量	produción	產量	produción	N	N
產量	producción	產量	producción	N	N
報章	xornais	報章	xornal	N	N
報章	xornal	報章	xornal	N	N
報章	xornais	報章	xornal	N	N
報章	prensa	報章	prensa	N	N
死神	morte	死神	morte	N	N
大海	mar	大海	mar	N	N
摘要	abstracta	摘要	abstractar	N	N
檢驗	probas	檢驗	proba	N	N
火災	lume	火災	lume	N	N
火災	fogo	火災	fogo	N	N
火災	lumes	火災	lume	N	N
精確	exacto	精確	exacto	N	N
精確	exacto	精確	exacto	N	N
精確	precisión	精確	precisión	N	N
拘留	detención	拘留	detención	N	N
地板	chan	地板	chan	N	N
地板	piso	地板	piso	N	N
鬥爭	loita	鬥爭	loita	N	N
牛奶	leite	牛奶	leite	N	N
原生	terra	原生	terra	N	N
棕色	marróns	棕色	marrón	N	N
棕色	marrón	棕色	marrón	N	N
受邀	invitamos	受邀	invetar	V	V
受邀	invitoume	受邀	invitoume	V	V
受邀	invitado	受邀	invitado	V	V
受邀	convidado	受邀	convidar	V	V
受邀	convidou	受邀	convidar	V	V
氏族	clans	氏族	clan	N	N
依賴	depende	依賴	depender	V	V
手指	dedo	手指	dedo	N	N
手指	dedos	手指	dedo	N	N
面具	máscara	面具	máscara	N	N
面具	máscaras	面具	máscara	N	N
雷射	láser	雷射	láser	N	N
皇冠	coroa	皇冠	coroa	N	N
豪華	luxo	豪華	luxo	N	N
認真	serio	認真	serio	N	N
認真	serio	認真	serio	N	N
就業	traballo	就業	traballo	N	N
戀人	amantes	戀人	amante	N	N
賭	xogo	賭	xogo	N	N
賭	aposto	賭	aposto	N	N
賭	seguro	賭	seguro	N	N
太太	señora	太太	señor	N	N
太太	sra	太太	srar	N	N
翅膀	ás	翅膀	á	N	N
激素	hormona	激素	hormona	N	N
激素	hormonas	激素	hormona	N	N
男生	rapaces	男生	rapaz	N	N
男生	nenos	男生	neno	N	N
男生	mozos	男生	mozo	N	N
奴隸	escravos	奴隸	escravo	N	N
休閒	tempo	休閒	tempo	N	N
休閒	ocio	休閒	ocio	N	N
犯人	preso	犯人	preso	N	N
犯人	prisioneira	犯人	prisioneira	N	N
犯人	prisioneiro	犯人	prisioneiro	N	N
犯人	prisioneiros	犯人	prisioneiro	N	N
犯人	presos	犯人	preso	N	N
犯人	prisioneiros	犯人	prisioneiro	N	N
果實	froita	果實	froita	N	N
各州	condados	各州	condado	N	N
壽命	lonxevidade	壽命	lonxevidade	N	N
七	7	七	7	NUM	NUM
修理	reparar	修理	reparar	V	V
恐懼	medo	恐懼	medo	N	N
暴動	disturbios	暴動	disturbio	N	N
暴動	antidisturbios	暴動	antidisturbios	N	N
姊姊	irmá	姊姊	irmán	N	N
貸款	préstamo	貸款	préstamo	N	N
關卡	niveis	關卡	nivel	N	N
關卡	nivel	關卡	nivel	N	N
開心	feliz	開心	feliz	N	N
開心	felices	開心	felice	N	N
骨骼	ósos	骨骼	óso	N	N
骨骼	óso	骨骼	óso	N	N
特工	axente	特工	axente	N	N
跟	seguir	跟	seguir	V	V
跟	seguen	跟	seguir	V	V
跟	siga	跟	siga	V	V
趨勢	tendencia	趨勢	tendencia	N	N
變動	cambia	變動	cambiar	V	V
變動	muda	變動	muda	V	V
時光	momento	時光	momento	N	N
時光	tempo	時光	tempo	N	N
時光	vez	時光	vez	N	N
時光	hora	時光	hora	N	N
保衛	defender	保衛	defender	V	V
變換	transformar	變換	transformar	V	V
年紀	anos	年紀	ano	N	N
年紀	idade	年紀	idade	N	N
花費	pasar	花費	pasar	V	V
花費	pasamos	花費	pasar	V	V
花費	pasei	花費	pasei	V	V
花費	pasou	花費	pasar	V	V
花費	gastar	花費	gastar	V	V
花費	pasar	花費	pasar	V	V
漂亮	bonita	漂亮	bonita	N	N
漂亮	bonita	漂亮	bonita	N	N
災難	desastre	災難	desastre	N	N
媒介	prensa	媒介	prensa	N	N
媒介	medios	媒介	medio	N	N
媒介	comunicación	媒介	comunicación	N	N
民事	civís	民事	civir	N	N
叔叔	tío	叔叔	tío	N	N
棉花	algodón	棉花	algodón	N	N
邪惡	maldade	邪惡	maldade	N	N
業界	industria	業界	industria	N	N
肺	pulmón	肺	pulmón	N	N
肺	pulmóns	肺	pulmón	N	N
廣播	radio	廣播	radio	N	N
客觀	obxectividade	客觀	obxectividade	N	N
心理	psicoloxía	心理	psicoloxía	N	N
大氣	atmosfera	大氣	atmosfera	N	N
大氣	ambiente	大氣	ambiente	N	N
斑點	lugar	斑點	lugar	N	N
斑點	momento	斑點	momento	N	N
斑點	punto	斑點	punto	N	N
斑點	manchas	斑點	mancha	N	N
恨	odio	恨	odio	N	N
決鬥	duelo	決鬥	duelo	N	N
支出	gastos	支出	gasto	N	N
提取	extraer	提取	extraer	V	V
提取	extraen	提取	extraer	V	V
革新	innovación	革新	innovación	N	N
傍晚	tarde	傍晚	tarde	N	N
傍晚	noite	傍晚	noite	N	N
傍晚	noites	傍晚	noite	N	N
傍晚	tardes	傍晚	tarde	N	N
格局	padrón	格局	padrón	N	N
格局	patrón	格局	patrón	N	N
格局	pauta	格局	pauta	N	N
格局	patróns	格局	patrón	N	N
幽靈	pantasma	幽靈	pantasma	N	N
幽靈	espírito	幽靈	espírito	N	N
困境	dilema	困境	dilema	N	N
眼鏡	lentes	眼鏡	lente	N	N
眼鏡	gafas	眼鏡	gafo	N	N
眼鏡	vasos	眼鏡	vaso	N	N
濃度	concentración	濃度	concentración	N	N
家屬	familia	家屬	familia	N	N
老鼠	rata	老鼠	rata	N	N
微笑	sorriso	微笑	sorriso	N	N
石頭	pedra	石頭	pedra	N	N
石頭	rocha	石頭	rocha	N	N
石頭	pedra	石頭	pedra	N	N
石頭	rock	石頭	rock	N	N
魔力	maxia	魔力	maxia	N	N
金字	pirámide	金字	pirámide	N	N
橙	laranxa	橙	laranxir	N	N
飲料	copas	飲料	copa	N	N
曲線	curva	曲線	curvar	N	N
署名	asinado	署名	asinar	V	V
海灘	praia	海灘	praia	N	N
娃娃	boneca	娃娃	bonecar	N	N
專注	centramos	專注	centrar	V	V
專注	centrarme	專注	centrarme	V	V
專注	focalizar	專注	focalizar	V	V
同情	compaixón	同情	compaixón	N	N
秋天	caída	秋天	caída	N	N
秋天	outono	秋天	outono	N	N
懷孕	embarazada	懷孕	embarazar	V	V
逃離	escapar	逃離	escapar	V	V
逃離	da	逃離	da	V	V
逃離	fuxir	逃離	fuxir	V	V
細菌	bacterias	細菌	bacteria	N	N
細菌	xermes	細菌	xerme	N	N
八	8	八	8	NUM	NUM
最愛	favorito	最愛	favorito	N	N
最愛	favoritos	最愛	favorito	N	N
最愛	favorita	最愛	favoritar	N	N
最愛	preferido	最愛	preferir	N	N
顧客	cliente	顧客	cliente	N	N
顧客	clientes	顧客	cliente	N	N
炸	serea	炸	ser	N	N
公牛	touro	公牛	touro	N	N
信件	cartas	信件	carta	N	N
信件	letras	信件	letra	N	N
信件	mensaxes	信件	mensaxe	N	N
信件	carta	信件	carta	N	N
信件	letra	信件	letra	N	N
信件	correo	信件	correo	N	N
信件	mensaxe	信件	mensaxe	N	N
主機	anfitrión	主機	anfitrión	N	N
蛋白質	proteína	蛋白質	proteína	N	N
蛋白質	proteínas	蛋白質	proteína	N	N
罷工	folga	罷工	folga	N	N
罷工	ataque	罷工	ataque	N	N
罷工	folgas	罷工	folga	N	N
屋頂	teito	屋頂	teito	N	N
陰謀	conspiración	陰謀	conspiración	N	N
番	tomate	番	tomate	N	N
白天	días	白天	día	N	N
白天	día	白天	día	N	N
間	espía	間	espe	N	N
間	espías	間	espír	N	N
糧食	comida	糧食	comida	N	N
糧食	alimentos	糧食	alimento	N	N
付費	paga	付費	pagar	V	V
付費	pagar	付費	pagar	V	V
付費	pagar	付費	pagar	V	V
付費	pagou	付費	pagar	V	V
俘虜	preso	俘虜	preso	N	N
俘虜	prisioneira	俘虜	prisioneira	N	N
俘虜	prisioneiro	俘虜	prisioneiro	N	N
俘虜	prisioneiros	俘虜	prisioneiro	N	N
歲	anos	歲	ano	N	N
裙	traxes	裙	traxe	N	N
裙	roupa	裙	roupa	N	N
菩薩	buda	菩薩	buda	N	N
珊瑚	arrecifes	珊瑚	arrecife	N	N
平時	normalidade	平時	normalidade	N	N
平時	costume	平時	costume	N	N
脂	graxa	脂	graxar	N	N
脂	gorda	脂	gorda	N	N
脂	gordo	脂	gordo	N	N
脂	gordos	脂	gordo	N	N
尊敬	respectar	尊敬	respectar	V	V
十字	cruz	十字	cruz	N	N
感動	mudouse	感動	mudouse	V	V
感動	movéndose	感動	movéndose	V	V
感動	tocan	感動	tocar	V	V
感動	tocar	感動	tocar	V	V
星期	xoves	星期	xove	N	N
空白	déficits	空白	déficit	N	N
空白	valeiro	空白	valeiro	N	N
人道	humanidade	人道	humanidade	N	N
爐	forno	爐	forno	N	N
銷售	ventas	銷售	ventar	V	V
平凡	cotiáns	平凡	cotián	N	N
平凡	normais	平凡	normal	N	N
專欄	columna	專欄	columna	N	N
專欄	retagarda	專欄	retagarda	N	N
清洗	limpando	清洗	limpar	V	V
清洗	da	清洗	da	V	V
決心	determinación	決心	determinación	N	N
個案	caso	個案	caso	N	N
加冕	da	加冕	da	V	V
燃油	combustible	燃油	combustible	N	N
胃	estómago	胃	estómago	N	N
遇見	coñecín	遇見	coñecín	V	V
遇見	coñecemos	遇見	coñecer	V	V
姑娘	moza	姑娘	mozo	N	N
姑娘	rapaza	姑娘	rapaza	N	N
姑娘	nena	姑娘	nena	N	N
洞穴	das	洞穴	das	N	N
洞穴	cavernas	洞穴	caverna	N	N
洞穴	cova	洞穴	cova	N	N
洞穴	cavernas	洞穴	caverna	N	N
洞穴	covas	洞穴	cova	N	N
游泳	piscina	游泳	piscina	N	N
權威	autoridade	權威	autoridade	N	N
樣本	mostra	樣本	mostra	N	N
樣本	mostras	樣本	mostra	N	N
住房	vivenda	住房	vivenda	N	N
動物	ángeles	動物	ángele	N	N
動物	zoo	動物	zoo	N	N
本質	esencia	本質	esencia	N	N
扭曲	xiro	扭曲	xiro	N	N
也	cadra	也	cadra	ADV	ADV
也	quizais	也	quizais	ADV	ADV
也	talvez	也	talvez	ADV	ADV
村	aldeas	村	aldea	N	N
村	pobos	村	pobo	N	N
村	aldea	村	aldea	N	N
村	pobo	村	pobo	N	N
村	vila	村	vila	N	N
週六	sábado	週六	sábado	N	N
週六	onda	週六	onda	N	N
節日	vacacións	節日	vacación	N	N
共產	comunista	共產	comunista	N	N
共產	partido	共產	partido	N	N
共產	comunistas	共產	comunista	N	N
共產	comunismo	共產	comunismo	N	N
禮物	agasallo	禮物	agasallo	N	N
鋸	vino	鋸	ver	N	N
聊	falar	聊	falar	V	V
商用	anuncio	商用	anuncio	N	N
先驅	pioneiros	先驅	pioneiro	N	N
產物	produto	產物	produto	N	N
美容	beleza	美容	beleza	N	N
靴	botas	靴	bota	N	N
表決	votamos	表決	votar	V	V
表決	votan	表決	votar	V	V
表決	votar	表決	votar	V	V
表決	voten	表決	votar	V	V
航程	viaxe	航程	viaxe	N	N
適當	máis	適當	máis	ADV	ADV
貨車	camión	貨車	camión	N	N
熱情	entusiasmo	熱情	entusiasmo	N	N
熱情	paixón	熱情	paixón	N	N
天天	cotiá	天天	cotián	N	N
噪音	ruido	噪音	ruido	N	N
噪音	ruído	噪音	ruído	N	N
星期	mércores	星期	mércores	N	N
大洋	océano	大洋	océano	N	N
大洋	océanos	大洋	océano	N	N
演說	fala	演說	falar	V	V
構想	concepto	構想	concepto	N	N
帳戶	relato	帳戶	relato	N	N
帳戶	contas	帳戶	conta	N	N
帳戶	conta	帳戶	conta	N	N
靈感	inspiración	靈感	inspiración	N	N
詮釋	interpretar	詮釋	interpretar	V	V
制裁	sancións	制裁	sanción	N	N
可怕	medo	可怕	medo	N	N
替換	substituír	替換	substituír	V	V
精密	sofisticación	精密	sofisticación	N	N
精密	precisión	精密	precisión	N	N
輕鬆	sinxelo	輕鬆	sinxelo	ADJ	ADJ
輕鬆	fácil	輕鬆	fácil	ADJ	ADJ
輕鬆	doado	輕鬆	doado	ADJ	ADJ
友情	amizade	友情	amizade	N	N
引述	citar	引述	citar	V	V
周日	domingo	周日	domingo	N	N
周日	domingos	周日	domingo	N	N
周日	dominical	周日	dominical	N	N
捕捉	capturar	捕捉	capturar	V	V
捕捉	capturar	捕捉	capturar	V	V
選項	opcións	選項	opción	N	N
選項	opción	選項	opción	N	N
部族	clans	部族	clan	N	N
氣氛	atmosfera	氣氛	atmosfera	N	N
氣氛	ambiente	氣氛	ambiente	N	N
召回	lembro	召回	lembro	V	V
頻繁	frecuencia	頻繁	frecuencia	N	N
姿態	xesto	姿態	xesto	N	N
姿態	aceno	姿態	aceno	N	N
姿態	postura	姿態	postura	N	N
財富	fortuna	財富	fortuna	N	N
財富	riqueza	財富	riqueza	N	N
財富	riquezas	財富	riqueza	N	N
浪費	perder	浪費	perder	V	V
浪費	perder	浪費	perder	V	V
廢物	lixo	廢物	lixo	N	N
廢物	residuos	廢物	residuo	N	N
廢物	perda	廢物	perda	N	N
廢物	tempo	廢物	tempo	N	N
迷宮	labirinto	迷宮	labirinto	N	N
度量	medida	度量	medida	N	N
州	gobernador	州	gobernador	N	N
驚人	asombroso	驚人	asombroso	N	N
氦	helio	氦	helio	N	N
鯨魚	baleas	鯨魚	balea	N	N
鯨魚	balea	鯨魚	balea	N	N
難度	dificultades	難度	dificultade	N	N
最短	curta	最短	curto	ADJ	ADJ
結尾	fin	結尾	fin	N	N
結尾	final	結尾	final	N	N
結尾	final	結尾	final	N	N
胸部	peito	胸部	peito	N	N
胸部	peito	胸部	peito	N	N
胸部	mama	胸部	mama	N	N
精神	psicose	精神	psicose	N	N
左側	esquerda	左側	esquerda	N	N
業	dono	業	dono	N	N
海港	porto	海港	porto	N	N
攝影	fotógrafo	攝影	fotógrafo	N	N
挑選	recoller	挑選	recoller	V	V
會談	charlas	會談	charla	N	N
學歷	educación	學歷	educación	N	N
急性	aguda	急性	agudo	N	N
扭	xiro	扭	xiro	N	N
繩	corda	繩	corda	N	N
睡眠	sono	睡眠	sono	N	N
睡眠	durme	睡眠	durme	N	N
忘記	esquecer	忘記	esquecer	V	V
忘記	esquezas	忘記	esquece	V	V
懲罰	castigo	懲罰	castigo	N	N
光線	luz	光線	luz	N	N
信用	tarxetas	信用	tarxeta	N	N
信用	crédito	信用	crédito	N	N
缺點	debilidade	缺點	debilidade	N	N
農村	campo	農村	campo	N	N
報復	vingar	報復	vingar	V	V
覺醒	espertar	覺醒	espertar	V	V
塑造	modelando	塑造	modelar	V	V
手臂	brazo	手臂	brazo	N	N
魔神	maxia	魔神	maxia	N	N
演習	exercicios	演習	exercicio	N	N
演習	exercicio	演習	exercicio	N	N
損害	danos	損害	dano	N	N
損害	dano	損害	dano	N	N
斷層	culpa	斷層	culpa	N	N
願望	desexo	願望	desexo	N	N
願望	desexo	願望	desexo	N	N
貧窮	pobreza	貧窮	pobreza	N	N
君子	señor	君子	señor	N	N
君子	home	君子	home	N	N
詞語	palabras	詞語	palabra	N	N
詞語	verbas	詞語	verba	N	N
生物	bioloxía	生物	bioloxía	N	N
債務	débedas	債務	débeda	N	N
債務	débeda	債務	débeda	N	N
陣線	fronte	陣線	fronte	N	N
分化	dividen	分化	dividir	V	V
週日	domingo	週日	domingo	N	N
週日	domingos	週日	domingo	N	N
週日	dominical	週日	dominical	N	N
題目	tema	題目	tema	N	N
題目	asunto	題目	asunto	N	N
題目	temas	題目	tema	N	N
忙	negocios	忙	negocio	N	N
泡沫	escuma	泡沫	escumar	N	N
倉庫	almacén	倉庫	almacén	N	N
埋葬	soterrar	埋葬	soterrar	V	V
衫	camisa	衫	camisa	N	N
衫	camiseta	衫	camiseta	N	N
塵	po	塵	po	N	N
塵	pó	塵	pó	N	N
塵	das	塵	das	N	N
輸	perdeu	輸	perder	V	V
輸	perderon	輸	perder	V	V
輸	perdín	輸	perder	V	V
輸	perdemos	輸	perder	V	V
輸	perdido	輸	perdido	V	V
輸	perder	輸	perder	V	V
輸	perdemos	輸	perder	V	V
方形	praza	方形	praza	N	N
陷阱	trampa	陷阱	trampa	N	N
陷阱	boca	陷阱	boca	N	N
雨水	chuvia	雨水	chuvia	N	N
雨水	choiva	雨水	choiva	N	N
雨水	razas	雨水	raza	N	N
干預	intervir	干預	intervir	V	V
車票	billetes	車票	billete	N	N
車票	entradas	車票	entrada	N	N
車票	billete	車票	billete	N	N
車票	boleto	車票	boleto	N	N
訂購	pedimos	訂購	pedir	V	V
師傅	mestre	師傅	mestre	N	N
師傅	máster	師傅	máster	N	N
師傅	dono	師傅	dono	N	N
師傅	propietario	師傅	propietario	N	N
師傅	patrón	師傅	patrón	N	N
師傅	señor	師傅	señor	N	N
聰明	listo	聰明	listo	N	N
語文	idiomas	語文	idioma	N	N
語文	linguaxes	語文	linguaxe	N	N
語文	linguas	語文	lingua	N	N
語文	idioma	語文	idioma	N	N
語文	linguaxe	語文	linguaxe	N	N
語文	lingua	語文	lingua	N	N
老大	xefe	老大	xefar	N	N
老大	patrón	老大	patrón	N	N
大象	elefantes	大象	elefante	N	N
大象	elefante	大象	elefante	N	N
大象	elefante	大象	elefante	N	N
塑膠	plásticos	塑膠	plástico	N	N
塑膠	plástico	塑膠	plástico	N	N
連鎖	cadea	連鎖	cadea	N	N
連鎖	subministración	連鎖	subministración	N	N
連鎖	traballos	連鎖	traballo	N	N
企鵝	pingüín	企鵝	pingüín	N	N
沙灘	praia	沙灘	praia	N	N
每個	todo	每個	todo	DET	DET
每個	todos	每個	todo	DET	DET
每個	o	每個	o	DET	DET
每個	todo	每個	todo	DET	DET
每個	o	每個	o	DET	DET
每個	todos	每個	todo	DET	DET
戶外	aire	戶外	aire	N	N
戶外	exterior	戶外	exterior	N	N
巡邏	patrullas	巡邏	patrulla	N	N
巡邏	patrulla	巡邏	patrulla	N	N
睡	durmir	睡	durmir	V	V
睡	durmindo	睡	durmindo	V	V
睡	durmir	睡	durmir	V	V
蛋糕	torta	蛋糕	torta	N	N
蛋糕	pastel	蛋糕	pastel	N	N
對待	tratar	對待	tratar	V	V
對待	tratas	對待	tratar	V	V
恐慌	pánico	恐慌	pánico	N	N
處	execución	處	execución	N	N
病患	pacientes	病患	paciente	N	N
病患	doentes	病患	doente	N	N
病患	paciente	病患	paciente	N	N
病患	doente	病患	doente	N	N
病患	pacientes	病患	paciente	N	N
漁業	pesca	漁業	pesca	N	N
命中	éxito	命中	éxito	N	N
炭	carbono	炭	carbono	N	N
特效	efecto	特效	efecto	N	N
特效	efectos	特效	efecto	N	N
特效	efectos	特效	efecto	N	N
疑問	dúbida	疑問	dúbida	N	N
疑問	dúbidas	疑問	dúbida	N	N
步驟	paso	步驟	paso	N	N
步驟	escala	步驟	escala	N	N
步驟	pasos	步驟	paso	N	N
大洲	continente	大洲	continente	N	N
衡量	medir	衡量	medir	V	V
衡量	medindo	衡量	medir	V	V
衡量	medir	衡量	medir	V	V
衡量	medimos	衡量	medir	V	V
高興	contento	高興	contento	ADV	ADV
電路	circuíto	電路	circuíto	N	N
墓園	cemiterio	墓園	cemiterio	N	N
海岸	costa	海岸	costa	N	N
海岸	marfil	海岸	marfil	N	N
海岸	na	海岸	na	N	N
詩歌	poemas	詩歌	poema	N	N
詩歌	poesía	詩歌	poesía	N	N
善良	tipo	善良	tipo	N	N
善良	clase	善良	clase	N	N
善良	amabilidade	善良	amabilidade	N	N
善良	bondade	善良	bondade	N	N
判刑	condenados	判刑	condenado	V	V
判刑	condenado	判刑	condenar	V	V
判刑	seguido	判刑	seguir	V	V
跳躍	saltar	跳躍	saltar	V	V
測驗	proba	測驗	proba	N	N
測驗	exame	測驗	exame	N	N
測驗	probas	測驗	proba	N	N
測驗	test	測驗	test	N	N
測驗	exames	測驗	exame	N	N
測驗	exames	測驗	exame	N	N
測驗	probas	測驗	proba	N	N
測驗	tests	測驗	test	N	N
測驗	probas	測驗	proba	N	N
峽谷	canón	峽谷	canón	N	N
氣壓	presión	氣壓	presión	N	N
戰區	teatro	戰區	teatro	N	N
液體	líquido	液體	líquido	N	N
信念	fe	信念	fe	N	N
槍擊	tiro	槍擊	tiro	N	N
墓碑	busto	墓碑	busto	N	N
彈頭	bala	彈頭	bala	N	N
彈頭	cabezas	彈頭	cabeza	N	N
新鮮	fresco	新鮮	fresco	N	N
新鮮	fresca	新鮮	frescar	N	N
新鮮	frescos	新鮮	fresco	N	N
新鮮	frescas	新鮮	fresca	N	N
直立	pé	直立	pé	N	N
表情	expresión	表情	expresión	N	N
幻影	membro	幻影	membro	N	N
幻影	pantasma	幻影	pantasma	N	N
幻影	carreta	幻影	carreta	N	N
塑像	estatua	塑像	estatua	N	N
樓梯	escaleiras	樓梯	escaleira	N	N
樓梯	escaleira	樓梯	escaleira	N	N
樓梯	escaleiras	樓梯	escaleira	N	N
狩獵	cazar	狩獵	cazar	V	V
軌跡	pista	軌跡	pistar	N	N
軌跡	camiño	軌跡	camiño	N	N
軌跡	rastro	軌跡	rastro	N	N
軌跡	cambios	軌跡	cambio	N	N
軌跡	hipódromo	軌跡	hipódromo	N	N
軌跡	rastro	軌跡	rastro	N	N
軌跡	pista	軌跡	pistar	N	N
風景	paisaxe	風景	paisaxe	N	N
滴	lanzamento	滴	lanzamento	N	N
大廳	corredor	大廳	corredor	N	N
大廳	concello	大廳	concello	N	N
大廳	sede	大廳	sede	N	N
大廳	vestíbulo	大廳	vestíbulo	N	N
神廟	templo	神廟	templo	N	N
日誌	revista	日誌	revista	N	N
總和	suma	總和	suma	N	N
熱心	entusiasmo	熱心	entusiasmo	N	N
開支	gastos	開支	gasto	N	N
繁榮	prosperidade	繁榮	prosperidade	N	N
親屬	parentes	親屬	parente	N	N
視訊	vídeo	視訊	vídeo	N	N
視訊	video	視訊	video	N	N
視訊	videoxogos	視訊	videoxogos	N	N
侄子	sobriño	侄子	sobriño	N	N
墳	tumba	墳	tumbar	N	N
資本	capitalista	資本	capitalista	N	N
資本	capitalismo	資本	capitalismo	N	N
馬達	motoras	馬達	motora	N	N
馬達	motor	馬達	motor	N	N
光榮	gloria	光榮	gloria	N	N
光榮	pola	光榮	pola	N	N
自信	seguros	自信	seguro	N	N
自信	seguro	自信	seguro	N	N
自信	confianza	自信	confianza	N	N
邊疆	fronteiras	邊疆	fronteira	N	N
邊疆	fronteira	邊疆	fronteira	N	N
