το	la	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;FEM;SG
πρόσφατη	recent	πρόσφατος	recent	ADJ;NOM;FEM;SG	ADJ;SG
θηλυκά	femelles	θηλυκά	femella	N;NOM;NEUT;PL	N;FEM;PL
αρσενικό	arsènic	αρσενικός	arsènic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αρσενικό	masculí	αρσενικός	masculí	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επαγγελματίες	professionals	επαγγελματίας	professional	N;NOM;MASC;PL	N;PL
ψηφιακή	digital	ψηφιακός	digital	ADJ;NOM;FEM;SG	ADJ;SG
ηλεκτρονική	electrònica	ηλεκτρονικός	electrònic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ηλεκτρονική	electronic	ηλεκτρονικός	electronic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τεράστιο	enorme	τεράστιος	enorme	ADJ;NOM;NEUT;SG	ADJ;SG
χάνει	perd	χάνω	perdre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κατάργηση	derogació	κατάργηση	derogació	N;ACC;FEM;SG	N;FEM;SG
κατάργηση	abolició	κατάργηση	abolició	N;ACC;FEM;SG	N;FEM;SG
θεολογία	teologia	θεολογία	teologia	N;NOM;FEM;SG	N;FEM;SG
εκδοχές	versions	εκδοχή	versió	N;NOM;FEM;PL	N;FEM;PL
πρόεδροι	presidents	πρόεδρος	president	N;NOM;MASC;PL	N;MASC;PL
ερώτημα	consulta	ερώτημα	consulta	N;NOM;NEUT;SG	N;FEM;SG
σύνταξη	pensió	σύνταξη	pensió	N;NOM;FEM;SG	N;FEM;SG
τεχνικά	tècnicament	τεχνικά	tècnicament	ADV	ADV
ιδιοκτήτης	propietari	ιδιοκτήτης	propietari	N;NOM;MASC;SG	N;MASC;SG
γαλαξίες	galàxies	γαλαξία	galàxia	N;NOM;FEM;PL	N;FEM;PL
θεατρική	teatral	θεατρικός	teatral	ADJ;NOM;FEM;SG	ADJ;SG
κτήρια	edificacions	κτήριος	edificació	N;NOM;NEUT;PL	N;FEM;PL
κτήρια	edificis	κτήριος	edifici	N;NOM;NEUT;PL	N;MASC;PL
ωραία	bonic	ωραίος	bonic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τάσεις	tendències	τάση	tendència	N;NOM;FEM;PL	N;FEM;PL
εύκολο	fàcil	εύκολος	fàcil	ADJ;NOM;NEUT;SG	ADJ;SG
εκτιμήσεις	estimacions	εκτίμηση	estimació	N;NOM;FEM;PL	N;FEM;PL
μεσαιωνική	medieval	μεσαιωνικός	medieval	ADJ;NOM;FEM;SG	ADJ;SG
ισοπαλία	empat	ισοπαλία	empat	N;ACC;FEM;SG	N;MASC;SG
ισοπαλία	corbata	ισοπαλία	corbata	N;ACC;FEM;SG	N;FEM;SG
κεφαλή	capçal	κεφαλή	capçal	N;ACC;FEM;SG	N;MASC;SG
άθροισμα	sumatori	άθροισμα	sumatori	N;NOM;NEUT;SG	N;MASC;SG
φυλακές	presons	φυλακή	presó	N;NOM;FEM;PL	N;FEM;PL
ηλεκτρονικό	electronic	ηλεκτρονικός	electronic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αερίου	gas	αέριο	gas	N;GEN;NEUT;SG	N;MASC;SG
πόρων	recursos	πόρος	recurs	N;GEN;MASC;PL	N;MASC;PL
συνοικίες	districtes	συνοικία	districte	N;NOM;FEM;PL	N;MASC;PL
άσκηση	exercici	άσκηση	exercici	N;ACC;FEM;SG	N;MASC;SG
συμβολίζει	simbolitza	συμβολίζω	simbolitzar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ηλεκτρική	elèctric	ηλεκτρικός	elèctric	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ηλεκτρικό	elèctric	ηλεκτρικός	elèctric	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επιπτώσεις	conseqüències	επίπτωση	conseqüència	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	impactes	επίπτωση	impacte	N;NOM;FEM;PL	N;MASC;PL
επιπτώσεις	implicacions	επίπτωση	implicació	N;NOM;FEM;PL	N;FEM;PL
επιπτώσεις	efectes	επίπτωση	efecte	N;NOM;FEM;PL	N;MASC;PL
τίποτε	res	τίποτα	res	PRO;NOM;NEUT;SG;3	PRO;SG
διαφέρουν	difereixen	διαφέρω	diferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
τραγωδία	tragèdia	τραγωδία	tragèdia	N;ACC;FEM;SG	N;FEM;SG
πρωταθλητές	champions	πρωταθλητής	champió	N;NOM;MASC;PL	N;FEM;PL
πρωταθλητές	campions	πρωταθλητής	campió	N;NOM;MASC;PL	N;MASC;PL
μόρια	molècules	μόριο	molècula	N;NOM;NEUT;PL	N;FEM;PL
αυτόνομη	autònoma	αυτόνομος	autònom	ADJ;NOM;FEM;SG	ADJ;FEM;SG
τατουάζ	tatuatges	τατουάζ	tatuatge	N;NOM;NEUT;PL	N;MASC;PL
διαταγές	encàrrecs	διαταγή	encàrrec	N;NOM;FEM;PL	N;MASC;PL
διαταγές	comandes	διαταγή	comanda	N;NOM;FEM;PL	N;FEM;PL
διονύσιος	dionís	διονύσιος	dionís	ADJ;NOM;MASC;SG	ADJ;MASC;SG
παιδεία	educació	παιδεία	educació	N;NOM;FEM;SG	N;FEM;SG
ανοικτό	oberta	ανοιχτός	obert	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
ανοικτό	obert	ανοιχτός	obert	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
διάσταση	dimensió	διάσταση	dimensió	N;ACC;FEM;SG	N;FEM;SG
αξιολόγηση	avaluació	αξιολόγηση	avaluació	N;ACC;FEM;SG	N;FEM;SG
αντίθετο	oposat	αντίθετο	oposar	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
αντίθετο	contrari	αντίθετο	contrari	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ορολογία	terminologia	ορολογία	terminologia	N;NOM;FEM;SG	N;FEM;SG
εντολές	encàrrecs	εντολή	encàrrec	N;NOM;FEM;PL	N;MASC;PL
εντολές	comandes	εντολή	comanda	N;NOM;FEM;PL	N;FEM;PL
χειρόγραφα	manuscrits	χειρόγραφο	manuscrit	N;NOM;NEUT;PL	N;MASC;PL
κλινική	clínica	κλινικός	clínica	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κλινική	clínic	κλινικός	clínic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κάτοχος	propietari	κάτοχος	propietari	N;NOM;MASC;SG	N;MASC;SG
περιφερειακή	regional	περιφερειακός	regional	ADJ;NOM;FEM;SG	ADJ;SG
διακοπή	break	διακοπή	break	N;ACC;FEM;SG	N;MASC;SG
διακοπή	descans	διακοπή	descans	N;ACC;FEM;SG	N;MASC;SG
διακοπή	interrupció	διακοπή	interrupció	N;ACC;FEM;SG	N;FEM;SG
αποδοχή	acceptació	αποδοχή	acceptació	N;ACC;FEM;SG	N;FEM;SG
χριστιανούς	cristians	χριστιανός	cristià	N;ACC;MASC;PL	N;MASC;PL
πλεονέκτημα	avantatge	πλεονέκτημα	avantatge	N;NOM;NEUT;SG	N;MASC;SG
πληθυσμούς	poblacions	πληθυσμός	població	N;ACC;MASC;PL	N;FEM;PL
κόκκινη	roig	κόκκινος	roig	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κόκκινη	vermell	κόκκινος	vermell	ADJ;NOM;FEM;SG	ADJ;MASC;SG
επιστημονικά	científicament	επιστημονικά	científicament	ADV	ADV
μοναχός	monjo	μοναχός	monjo	N;NOM;MASC;SG	N;MASC;SG
πρόθεση	intenció	πρόθεση	intenció	N;ACC;FEM;SG	N;FEM;SG
πρόθεση	intencionalitat	πρόθεση	intencionalitat	N;ACC;FEM;SG	N;FEM;SG
ψάρια	peixos	ψάριος	peix	N;NOM;NEUT;PL	N;MASC;PL
κανονικό	normal	κανονικός	normal	ADJ;NOM;NEUT;SG	ADJ;SG
τζαμί	mesquita	τζαμί	mesquita	N;NOM;NEUT;SG	N;FEM;SG
αδυναμία	incapacitat	αδυναμία	incapacitat	N;ACC;FEM;SG	N;FEM;SG
αδυναμία	debilitat	αδυναμία	debilitat	N;ACC;FEM;SG	N;FEM;SG
αδυναμία	feblesa	αδυναμία	feblesa	N;ACC;FEM;SG	N;FEM;SG
οχυρό	fortalesa	οχυρός	fortalesa	N;NOM;NEUT;SG	N;FEM;SG
αγορές	mercats	αγορά	mercat	N;NOM;FEM;PL	N;MASC;PL
σύμπλεγμα	cúmul	σύμπλεγμα	cúmul	N;NOM;NEUT;SG	N;MASC;SG
σύμπλεγμα	clúster	σύμπλεγμα	clúster	N;NOM;NEUT;SG	N;MASC;SG
αδερφή	germana	αδερφή	germana	N;NOM;FEM;SG	N;FEM;SG
εργάτες	obrers	εργάτης	obrer	N;NOM;MASC;PL	N;MASC;PL
εργάτες	treballadors	εργάτης	treballador	N;NOM;MASC;PL	N;MASC;PL
λόγοι	motius	λόγος	motiu	N;NOM;MASC;PL	N;MASC;PL
λόγοι	raons	λόγος	raó	N;NOM;MASC;PL	N;FEM;PL
πληθυσμοί	poblacions	πληθυσμός	població	N;NOM;MASC;PL	N;FEM;PL
λύσεις	solucions	λύση	solució	N;NOM;FEM;PL	N;FEM;PL
ανεξάρτητες	independents	ανεξάρτητος	independent	ADJ;NOM;FEM;PL	ADJ;PL
πτήσεις	vols	πτήση	vol	N;NOM;FEM;PL	N;MASC;PL
νάτριο	sodi	νάτριος	sodi	N;NOM;NEUT;SG	N;MASC;SG
αποδεκτή	acceptable	αποδεκτός	acceptable	ADJ;NOM;FEM;SG	ADJ;SG
αποδεκτή	acceptada	αποδεκτός	acceptat	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
αποδεκτή	acceptat	αποδεκτός	acceptat	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
πρακτικές	pràctiques	πρακτική	pràctica	N;NOM;FEM;PL	N;FEM;PL
συντάκτες	editors	συντάκτης	editor	N;NOM;MASC;PL	N;MASC;PL
συντάκτες	redactors	συντάκτης	redactor	N;NOM;MASC;PL	N;MASC;PL
συντάκτες	autors	συντάκτης	autor	N;NOM;MASC;PL	N;MASC;PL
διαταραχή	trastorn	διαταραχή	trastorn	N;NOM;FEM;SG	N;MASC;SG
συνεισφορές	aportacions	συνεισφορά	aportació	N;NOM;FEM;PL	N;FEM;PL
συνεισφορές	contribucions	συνεισφορά	contribució	N;NOM;FEM;PL	N;FEM;PL
πόδι	cama	πόδι	cama	N;NOM;NEUT;SG	N;FEM;SG
άνθη	flors	άνθη	flor	N;NOM;NEUT;PL	N;FEM;PL
αστέρι	estrella	αστέρι	estrella	N;NOM;NEUT;SG	N;FEM;SG
δωμάτιο	sala	δωμάτιο	sala	N;NOM;NEUT;SG	N;FEM;SG
δωμάτιο	habitació	δωμάτιο	habitació	N;NOM;NEUT;SG	N;FEM;SG
γραμματεία	secretaria	γραμματείο	secretaria	N;NOM;FEM;SG	N;FEM;SG
δημόσιες	públics	δημόσιος	públic	ADJ;NOM;FEM;PL	ADJ;MASC;PL
δημόσιες	públiques	δημόσιος	públic	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ανθρώπινα	humans	ανθρώπινος	humà	ADJ;NOM;NEUT;PL	ADJ;MASC;PL
φτερά	plomes	φτερά	ploma	N;NOM;NEUT;PL	N;FEM;PL
απαγόρευση	prohibició	απαγόρευση	prohibició	N;ACC;FEM;SG	N;FEM;SG
αίθουσες	habitacions	αίθουσα	habitació	N;NOM;FEM;PL	N;FEM;PL
αίθουσες	sales	αίθουσα	sala	N;NOM;FEM;PL	N;FEM;PL
αίθουσες	salons	αίθουσα	saló	N;NOM;FEM;PL	N;MASC;PL
αίθουσες	sales	αίθουσα	sala	N;NOM;FEM;PL	N;FEM;PL
επιβάτες	passatgers	επιβάτης	passatger	N;NOM;MASC;PL	N;MASC;PL
υιός	fill	υιός	fill	N;NOM;MASC;SG	N;MASC;SG
αξιωματικοί	oficials	αξιωματικός	oficial	ADJ;NOM;MASC;PL	ADJ;PL
διάλυμα	solució	διάλυμα	solució	N;NOM;NEUT;SG	N;FEM;SG
καύσης	combustió	καύση	combustió	N;GEN;FEM;SG	N;FEM;SG
αξίες	valors	αξία	valor	N;NOM;FEM;PL	N;MASC;PL
ανατροπή	gir	ανατροπή	gir	N;NOM;FEM;SG	N;MASC;SG
επιλογές	calçots	επιλογή	calçot	N;NOM;FEM;PL	N;MASC;PL
επιλογές	opcions	επιλογή	opció	N;NOM;FEM;PL	N;FEM;PL
θεωρητικά	teòricament	θεωρητικός	teòricament	ADV	ADV
ενότητες	mòduls	ενότητα	mòdul	N;NOM;FEM;PL	N;MASC;PL
ενότητες	seccions	ενότητα	secció	N;NOM;FEM;PL	N;FEM;PL
αντιπολίτευση	oposició	αντιπολίτευση	oposició	N;NOM;FEM;SG	N;FEM;SG
υποψήφιοι	nominats	υποψήφιος	nominat	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
θρησκευτικό	religiós	θρησκευτικός	religiós	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελειώνει	finalitza	τελειώνω	finalitzar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
φορτίο	càrrega	φορτίο	càrrega	N;NOM;NEUT;SG	N;FEM;SG
φορτίο	enviament	φορτίο	enviament	N;NOM;NEUT;SG	N;MASC;SG
γαλαξίας	galàxia	γαλαξία	galàxia	N;NOM;MASC;SG	N;FEM;SG
παίζοντας	jugant	παίζω	jugar	V;IPFV;V.CVB;ACT	V;V.MSDR
συνδέσμους	enllaços	σύνδεσμος	enllaç	N;ACC;MASC;PL	N;MASC;PL
ελάχιστο	mínim	λίγο	mínim	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
ελάχιστο	mínima	λίγο	mínim	ADJ;NOM;CMPR;NEUT;SG	ADJ;FEM;SG
κεντρικός	central	κεντρικός	central	ADJ;NOM;MASC;SG	ADJ;SG
κουλτούρα	cultura	κουλτούρα	cultura	N;NOM;FEM;SG	N;FEM;SG
πτηνά	ocells	πτηνώ	ocell	N;NOM;NEUT;PL	N;MASC;PL
χαρτί	paper	χαρτί	paper	N;NOM;NEUT;SG	N;MASC;SG
προκύπτουν	sorgir	προκύπτω	sorgir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
φαραώ	faraó	φαραάνω	faraó	N;NOM;MASC;SG	N;MASC;SG
τρόφιμα	aliments	τρόφιμα	aliment	N;NOM;NEUT;PL	N;MASC;PL
χρήσιμο	útil	χρήσιμο	útil	ADJ;NOM;NEUT;SG	ADJ;SG
άλατα	sals	άλατο	sal	N;NOM;NEUT;PL	N;FEM;PL
προσδιορισμός	determinació	προσδιορισμός	determinació	N;NOM;MASC;SG	N;FEM;SG
ποταμών	rius	ποταμός	riu	N;GEN;MASC;PL	N;MASC;PL
θετική	positiu	θετικός	positiu	ADJ;NOM;FEM;SG	ADJ;MASC;SG
θετική	positiva	θετικός	positiu	ADJ;NOM;FEM;SG	ADJ;FEM;SG
παράταση	ampliació	παράταση	ampliació	N;ACC;FEM;SG	N;FEM;SG
παράταση	extensió	παράταση	extensió	N;ACC;FEM;SG	N;FEM;SG
παράταση	pròrroga	παράταση	pròrroga	N;ACC;FEM;SG	N;FEM;SG
βλάστηση	vegetació	βλάστηση	vegetació	N;NOM;FEM;SG	N;FEM;SG
εβραϊκή	hebreu	εβραϊκός	hebreu	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αποστάσεις	distàncies	απόσταση	distància	N;NOM;FEM;PL	N;FEM;PL
μεταφορών	transports	μεταφορά	transport	N;GEN;FEM;PL	N;MASC;PL
χειρόγραφο	manuscrit	χειρόγραφο	manuscrit	N;NOM;NEUT;SG	N;MASC;SG
έντομα	insectes	έντομα	insecte	N;NOM;NEUT;PL	N;MASC;PL
έντομα	fallades	έντομα	fallada	N;NOM;NEUT;PL	N;FEM;PL
έντομα	errors	έντομα	error	N;NOM;NEUT;PL	N;MASC;PL
αθλητισμός	esport	αθλητισμός	esport	N;NOM;MASC;SG	N;MASC;SG
αθλητισμός	sport	αθλητισμός	sport	N;NOM;MASC;SG	N;MASC;SG
λειτουργικό	funcional	λειτουργικός	funcional	ADJ;NOM;NEUT;SG	ADJ;SG
λειτουργικό	operatiu	λειτουργικός	operatiu	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
λειτουργικό	operativa	λειτουργικός	operatiu	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μόριο	molècula	μόριο	molècula	N;NOM;NEUT;SG	N;FEM;SG
σοβαρό	seriós	σοβαρός	seriós	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ποτάμι	riu	ποτάμι	riu	N;NOM;NEUT;SG	N;MASC;SG
θεότητα	divinitat	θεότητα	divinitat	N;ACC;FEM;SG	N;FEM;SG
θεότητα	deïtat	θεότητα	deïtar	N;ACC;FEM;SG	N;FEM;SG
εκφράζει	expressa	εκφράζω	expressar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
τραυματίες	ferits	τραυματίας	ferit	N;NOM;MASC;PL	N;MASC;PL
τραυματίες	ferits	τραυματίας	ferit	N;NOM;MASC;PL	N;MASC;PL
σμήνος	cúmul	σμήνος	cúmul	N;NOM;NEUT;SG	N;MASC;SG
σμήνος	clúster	σμήνος	clúster	N;NOM;NEUT;SG	N;MASC;SG
αναγνώστες	lectors	αναγνώστης	lector	N;NOM;MASC;PL	N;MASC;PL
απολύτως	absolutament	απόλυτα	absolutament	ADV	ADV
σαράντα	quaranta	σαράντα	quaranta	NUM;NOM;FEM;PL	NUM;PL
ασθένειες	malalties	ασθένεια	malaltia	N;NOM;FEM;PL	N;FEM;PL
αίτια	causes	αίτιο	causa	N;NOM;NEUT;PL	N;FEM;PL
εκμετάλλευση	explotació	εκμετάλλευση	explotació	N;NOM;FEM;SG	N;FEM;SG
διάσημος	celebritat	διάσημος	celebritat	N;NOM;MASC;SG	N;FEM;SG
προετοιμασία	elaboració	προετοιμασία	elaboració	N;ACC;FEM;SG	N;FEM;SG
προετοιμασία	preparació	προετοιμασία	preparació	N;ACC;FEM;SG	N;FEM;SG
τουρκικό	turc	τουρκικός	turc	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αξιοθέατα	atraccions	αξιοθέατος	atracció	N;NOM;NEUT;PL	N;FEM;PL
σύγχυση	confusió	σύγχυση	confusió	N;ACC;FEM;SG	N;FEM;SG
αεπ	pib	αεπ	pib	N	N;MASC;SG
μάρτυρες	testimonis	μάρτυρας	testimoni	N;NOM;MASC;PL	N;PL
μάρτυρες	màrtirs	μάρτυρας	màrtir	N;NOM;MASC;PL	N;PL
βιολί	violí	βιολί	violí	N;NOM;NEUT;SG	N;MASC;SG
αγάλματα	estàtues	άγαλμα	estàtue	N;NOM;NEUT;PL	N;FEM;PL
δίπλωμα	diploma	δίπλωμα	diploma	N;NOM;NEUT;SG	N;MASC;SG
δίπλωμα	llicència	δίπλωμα	llicència	N;NOM;NEUT;SG	N;FEM;SG
κόλπος	badia	κόλπος	badia	N;NOM;MASC;SG	N;FEM;SG
ιδεολογία	ideologia	ιδεολογία	ideologiar	N;NOM;FEM;SG	N;FEM;SG
οξέα	àcids	οξέα	àcid	N;NOM;NEUT;PL	N;MASC;PL
συνασπισμός	coalició	συνασπισμός	coalició	N;NOM;MASC;SG	N;FEM;SG
συντάκτης	editor	συντάκτης	editor	N;NOM;MASC;SG	N;MASC;SG
συντάκτης	autor	συντάκτης	autor	N;NOM;MASC;SG	N;MASC;SG
τρόπαιο	trofeu	τρόπαιο	trofeu	N;NOM;NEUT;SG	N;MASC;SG
αυγά	ous	αυγά	ou	N;NOM;NEUT;PL	N;MASC;PL
στρατόπεδα	campaments	στρατόπεδο	campament	N;NOM;NEUT;PL	N;MASC;PL
κεφάλαια	capítols	κεφάλαιο	capítol	N;NOM;NEUT;PL	N;MASC;PL
ζώο	animal	ζώο	animal	N;NOM;NEUT;SG	N;SG
χλωρίδα	flora	χλωρίδα	flora	N;NOM;FEM;SG	N;FEM;SG
καθορίζει	determina	καθορίζω	determinar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
καθορίζει	defineix	καθορίζω	definir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
μέταλλο	metall	μέταλλο	metall	N;NOM;NEUT;SG	N;MASC;SG
ένταξη	integració	ένταξη	integració	N;ACC;FEM;SG	N;FEM;SG
μοίρες	graus	μοίρα	grau	N;NOM;FEM;PL	N;MASC;PL
δηλώσεις	declaracions	δήλωση	declaració	N;NOM;FEM;PL	N;FEM;PL
στενό	estret	στενός	estret	N;NOM;NEUT;SG	N;MASC;SG
τόποι	llocs	τόπος	lloc	N;NOM;MASC;PL	N;MASC;PL
ελέγχει	controlar	ελέγχω	controlar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
ελαφρώς	lleugerament	ελαφρώς	lleugerament	ADV	ADV
αστρονομία	astronomia	αστρονομία	astronomia	N;NOM;FEM;SG	N;FEM;SG
κορίτσια	xiques	κορίτσι	xica	N;NOM;NEUT;PL	N;FEM;PL
κορίτσια	nenes	κορίτσι	nena	N;NOM;NEUT;PL	N;FEM;PL
κορίτσια	noies	κορίτσι	noia	N;NOM;NEUT;PL	N;FEM;PL
κορίτσια	girls	κορίτσι	girl	N;NOM;NEUT;PL	N;MASC;PL
ακόλουθες	següents	ακόλουθος	següent	ADJ;NOM;FEM;PL	ADJ;PL
τετράγωνο	plaça	τετράγωνος	plaça	N;NOM;NEUT;SG	N;FEM;SG
τετράγωνο	bloc	τετράγωνος	bloc	N;NOM;NEUT;SG	N;MASC;SG
αέρια	gasos	αέριος	gas	N;NOM;NEUT;PL	N;MASC;PL
μεταρρύθμιση	reforma	μεταρρύθμιση	reforma	N;NOM;FEM;SG	N;FEM;SG
αισθητική	estètica	αισθητικός	estètic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αισθητική	estètic	αισθητικός	estètic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ποιητική	poètic	ποιητικός	poètic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ποιητική	poètica	ποιητικός	poètica	ADJ;NOM;FEM;SG	ADJ;FEM;SG
όνειρο	somni	όνειρο	somni	N;NOM;NEUT;SG	N;MASC;SG
στόμα	desembocadura	στόμα	desembocadura	N;NOM;NEUT;SG	N;FEM;SG
νατρίου	sodi	νάτριος	sodi	N;GEN;NEUT;SG	N;MASC;SG
κατοικίες	residències	κατοικία	residència	N;NOM;FEM;PL	N;FEM;PL
δικαιοσύνη	justícia	δικαιοσύνη	justícia	N;NOM;FEM;SG	N;FEM;SG
στιγμές	moments	στιγμή	moment	N;NOM;FEM;PL	N;MASC;PL
τερματοφύλακας	porter	τερματοφύλακας	porter	N;NOM;MASC;SG	N;MASC;SG
τερματοφύλακας	arquer	τερματοφύλακας	arquer	N;NOM;MASC;SG	N;MASC;SG
περιστροφή	rotació	περιστροφή	rotació	N;NOM;FEM;SG	N;FEM;SG
περιστροφή	espín	περιστροφή	espín	N;NOM;FEM;SG	N;MASC;SG
μμε	mitjans	μμε	mitjà	N	N;MASC;PL
μμε	pime	μμε	pime	N	N;FEM;SG
μμε	pime	μμε	pime	N	N;FEM;SG
μμε	pimes	μμε	pime	N	N;FEM;PL
αρχιτέκτονες	arquitectes	αρχιτέκτονας	arquitecte	N;NOM;MASC;PL	N;MASC;PL
γραμματέα	registrador	γραμματέας	registrador	N;ACC;MASC;SG	N;MASC;SG
γραμματέα	secretària	γραμματέας	secretària	N;ACC;MASC;SG	N;FEM;SG
γραμματέα	secretari	γραμματέας	secretari	N;ACC;MASC;SG	N;MASC;SG
πυρήνας	nucli	πυρήνας	nucli	N;NOM;MASC;SG	N;MASC;SG
πυρήνας	nucli	πυρήνας	nucli	N;NOM;MASC;SG	N;MASC;SG
πυρήνας	nucli	πυρήνας	nucli	N;NOM;MASC;SG	N;MASC;SG
επανάληψη	repetició	επανάληψη	repetició	N;ACC;FEM;SG	N;FEM;SG
περιπέτειες	aventures	περιπέτεια	aventura	N;NOM;FEM;PL	N;FEM;PL
αναπαραγωγή	cria	αναπαραγωγή	cria	N;NOM;FEM;SG	N;FEM;SG
αναπαραγωγή	reproducció	αναπαραγωγή	reproducció	N;NOM;FEM;SG	N;FEM;SG
ενιαία	unificada	ενιαίος	unificat	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
εξυπηρετεί	serveix	εξυπηρίζω	servir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
οχήματα	vehicles	όχημα	vehicle	N;NOM;NEUT;PL	N;MASC;PL
λογοτεχνικό	literari	λογοτεχνικός	literari	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
λογοτεχνικό	literària	λογοτεχνικός	literari	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ταλέντο	talent	ταλέντος	talent	N;NOM;NEUT;SG	N;MASC;SG
ταλέντο	talent	ταλέντος	talent	N;NOM;NEUT;SG	N;MASC;SG
σεισμό	terratrèmol	σεισμός	terratrèmol	N;NOM;MASC;SG	N;MASC;SG
τουρισμού	turisme	τουρισμός	turisme	N;GEN;MASC;SG	N;MASC;SG
ποσοστά	percentatges	ποσοστό	percentatge	N;NOM;NEUT;PL	N;MASC;PL
ποσοστά	tarifes	ποσοστό	tarifa	N;NOM;NEUT;PL	N;FEM;PL
σήματα	senyals	σήμα	senyal	N;NOM;NEUT;PL	N;MASC;PL
ραδιόφωνο	ràdio	ραδιόφωνος	ràdio	N;NOM;NEUT;SG	N;FEM;SG
γλύπτης	escultor	γλύπτης	escultor	N;NOM;MASC;SG	N;MASC;SG
ατομική	individual	ατομικός	individual	ADJ;NOM;FEM;SG	ADJ;SG
ατομική	atòmic	ατομικός	atòmic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ατομική	atòmica	ατομικός	atòmic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
συστατικό	estri	συστατικό	estrar	N;NOM;NEUT;SG	N;MASC;SG
συστατικό	ingredient	συστατικό	ingredient	N;NOM;NEUT;SG	N;MASC;SG
κουζίνα	cuina	κουζίνα	cuina	N;NOM;FEM;SG	N;FEM;SG
