les	the	le	the	DET;DEF;PL	DET;DEF
partout	everywhere	partout	everywhere	ADV	ADV
engagé	hired	engager	hire	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
engagé	engaged	engager	engage	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
engagé	enlisted	engager	enlist	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
engagé	committed	engager	commit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
objectifs	objectives	objectif	objective	N;MASC;PL	N;PL
objectifs	goals	objectif	goal	N;MASC;PL	N;PL
écossais	scottish	écossais	scottish	ADJ;MASC;SG	ADJ
métier	profession	métier	profession	N;MASC;SG	N;SG
soirée	party	soirée	party	N;FEM;SG	N;SG
soirée	evening	soirée	evening	N;FEM;SG	N;SG
soirée	night	soirée	night	N;FEM;SG	N;SG
mélange	mixture	mélange	mixture	N;MASC;SG	N;SG
mélange	mix	mélange	mix	N;MASC;SG	N;SG
mélange	mixing	mélange	mixing	N;MASC;SG	N;SG
mélange	blend	mélange	blend	N;MASC;SG	N;SG
montée	mounted	monter	mount	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
acquis	acquired	acquérir	acquire	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
disques	discs	disque	disc	N;MASC;PL	N;PL
disques	disks	disque	disk	N;MASC;PL	N;PL
introduit	introduced	introduire	introduce	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
caractéristique	characteristic	caractéristique	characteristic	ADJ;FEM;SG	ADJ
guitariste	guitarist	guitariste	guitarist	N;MASC;SG	N;SG
évêques	bishops	évêque	bishop	N;MASC;PL	N;PL
défendre	defend	défendre	defend	V;NFIN	V;IMP;FIN
défendre	defending	défendre	defend	V;NFIN	V;V.MSDR
conséquences	implications	conséquence	implication	N;FEM;PL	N;PL
conséquences	consequences	conséquence	consequence	N;FEM;PL	N;PL
maires	mayors	maire	mayor	N;MASC;PL	N;PL
recevoir	receive	recevoir	receive	V;NFIN	V;IMP;FIN
recevoir	receiving	recevoir	receive	V;NFIN	V;V.MSDR
performances	performances	performance	performance	N;FEM;PL	N;PL
autrichien	austrian	autrichien	austrian	ADJ;MASC;SG	ADJ
pianiste	pianist	pianiste	pianist	N;MASC;SG	N;SG
étrangère	foreign	étranger	foreign	ADJ;FEM;SG	ADJ
occupé	occupied	occuper	occupy	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
archéologique	archeological	archéologique	archeological	ADJ;MASC;SG	ADJ
archéologique	archaeological	archéologique	archaeological	ADJ;MASC;SG	ADJ
musées	museums	musée	museum	N;MASC;PL	N;PL
réussi	succeeded	réussir	succeed	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
antiquité	antique	antiquité	antique	N;FEM;SG	N;SG
antiquité	antiquity	antiquité	antiquity	N;FEM;SG	N;SG
brésilien	brazilian	brésilien	brazilian	ADJ;MASC;SG	ADJ
produite	produced	produire	produce	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
doctorat	doctorate	doctorat	doctorate	N;MASC;SG	N;SG
doctorat	doctoral	doctorat	doctoral	N;MASC;SG	N;SG
doctorat	phd	doctorat	phd	N;MASC;SG	N;SG
centaines	hundreds	centaine	hundred	N;FEM;PL	N;PL
maîtrise	mastery	maîtrise	mastery	N;FEM;SG	N;SG
encyclopédique	encyclopédique	encyclopédique	encyclopédique	ADJ;MASC;SG	ADJ
réédition	reissue	réédition	reissue	N;FEM;SG	N;SG
vestiges	relics	vestige	relic	N;MASC;PL	N;PL
vestiges	vestiges	vestige	vestige	N;MASC;PL	N;PL
calcul	calculus	calcul	calculus	N;MASC;SG	N;SG
calcul	calculation	calcul	calculation	N;MASC;SG	N;SG
calcul	computation	calcul	computation	N;MASC;SG	N;SG
rêve	dream	rêve	dream	N;MASC;SG	N;SG
aspects	aspects	aspect	aspect	N;MASC;PL	N;PL
simples	simple	simple	simple	ADJ;MASC;PL	ADJ
plaque	plate	plaque	plate	N;FEM;SG	N;SG
plaque	plaque	plaque	plaque	N;FEM;SG	N;SG
fondateurs	founders	fondateur	founder	N;MASC;PL	N;PL
nez	nose	nez	nose	N;MASC;SG	N;SG
quai	dock	quai	dock	N;MASC;SG	N;SG
quai	platform	quai	platform	N;MASC;SG	N;SG
démocratie	democracy	démocratie	democracy	N;FEM;SG	N;SG
meurtre	murder	meurtre	murder	N;MASC;SG	N;SG
barre	helm	barre	helm	N;FEM;SG	N;SG
barre	bar	barre	bar	N;FEM;SG	N;SG
meilleures	better	meilleur	better	ADJ;FEM;PL	ADJ;CMPR
meilleures	best	meilleur	best	ADJ;FEM;PL	ADJ;RL
métropole	metropolis	métropole	metropolis	N;FEM;SG	N;SG
vigueur	vigor	vigueur	vigor	N;FEM;SG	N;SG
vigueur	vigour	vigueur	vigour	N;FEM;SG	N;SG
minute	minute	minute	minute	N;FEM;SG	N;SG
applications	applications	application	application	N;FEM;PL	N;PL
applications	apps	application	app	N;FEM;PL	N;PL
aîné	older	aîné	older	ADJ;MASC;SG	ADJ;CMPR
aîné	senior	aîné	senior	ADJ;MASC;SG	ADJ
verre	glass	verre	glass	N;MASC;SG	N;SG
verre	drink	verre	drink	N;MASC;SG	N;SG
équipement	equipment	équipement	equipment	N;MASC;SG	N;SG
abandon	abandonment	abandon	abandonment	N;MASC;SG	N;SG
queue	queue	queue	queue	N;FEM;SG	N;SG
queue	cock	queue	cock	N;FEM;SG	N;SG
queue	tail	queue	tail	N;FEM;SG	N;SG
partisans	partisans	partisan	partisan	N;MASC;PL	N;PL
partisans	supporters	partisan	supporter	N;MASC;PL	N;PL
design	design	design	design	N;MASC;SG	N;SG
pistes	slopes	piste	slope	N;FEM;PL	N;PL
pistes	tracks	piste	track	N;FEM;PL	N;PL
mythologie	mythology	mythologie	mythology	N;FEM;SG	N;SG
gamme	range	gamme	range	N;FEM;SG	N;SG
basilique	basilica	basilique	basilica	N;FEM;SG	N;SG
confédération	confederation	confédération	confederation	N;FEM;SG	N;SG
dessinateur	drawer	dessinateur	drawer	N;MASC;SG	N;SG
dessinateur	designer	dessinateur	designer	N;MASC;SG	N;SG
dessinateur	cartoonist	dessinateur	cartoonist	N;MASC;SG	N;SG
arrêter	quit	arrêter	quit	V;NFIN	V;IMP;FIN
arrêter	stop	arrêter	stop	V;NFIN	V;IMP;FIN
regard	gaze	regard	gaze	N;MASC;SG	N;SG
rallye	rally	rallye	rally	N;MASC;SG	N;SG
valence	valence	valence	valence	N;FEM;SG	N;SG
amitié	friendship	amitié	friendship	N;FEM;SG	N;SG
dossier	dossier	dossier	dossier	N;MASC;SG	N;SG
dossier	folder	dossier	folder	N;MASC;SG	N;SG
dossier	file	dossier	file	N;MASC;SG	N;SG
maladies	diseases	maladie	disease	N;FEM;PL	N;PL
oiseau	bird	oiseau	bird	N;MASC;SG	N;SG
maximale	maximum	maximal	maximum	ADJ;FEM;SG	ADJ
citer	cite	citer	cite	V;NFIN	V;IMP;FIN
constructeur	builder	constructeur	builder	N;MASC;SG	N;SG
constructeur	constructor	constructeur	constructor	N;MASC;SG	N;SG
constructeur	manufacturer	constructeur	manufacturer	N;MASC;SG	N;SG
péninsule	peninsula	péninsule	peninsula	N;FEM;SG	N;SG
campagnes	campaigns	campagne	campaign	N;FEM;PL	N;PL
compilation	compilation	compilation	compilation	N;FEM;SG	N;SG
compilation	compiling	compilation	compile	N;FEM;SG	N;SG
connaissances	acquaintances	connaissance	acquaintance	N;FEM;PL	N;PL
copié	copied	copié	copy	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
terrestre	earthly	terrestre	earthly	ADJ;MASC;SG	ADJ
représentations	representations	représentation	representation	N;FEM;PL	N;PL
représentations	performances	représentation	performance	N;FEM;PL	N;PL
noble	noble	noble	noble	ADJ;MASC;SG	ADJ
ambassadeur	ambassador	ambassadeur	ambassador	N;MASC;SG	N;SG
opérateur	operator	opérateur	operator	N;MASC;SG	N;SG
opérateur	trader	opérateur	trader	N;MASC;SG	N;SG
possession	possession	possession	possession	N;FEM;SG	N;SG
forteresse	stronghold	forteresse	stronghold	N;FEM;SG	N;SG
forteresse	fortress	forteresse	fortress	N;FEM;SG	N;SG
sections	sections	section	section	N;FEM;PL	N;PL
positions	positions	position	position	N;FEM;PL	N;PL
engagement	engagement	engagement	engagement	N;MASC;SG	N;SG
engagement	commitment	engagement	commitment	N;MASC;SG	N;SG
languedoc	languedoc	languedoc	languedoc	N;MASC;SG	N;SG
localités	localities	localité	locality	N;FEM;PL	N;PL
localités	resorts	localité	resort	N;FEM;PL	N;PL
inscrits	registered	inscrire	register	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
inscrits	enrolled	inscrire	enrol	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
quarante	forty	quarante	forty	NUM	NUM
hectares	hectares	hectare	hectare	N;MASC;PL	N;PL
hectares	acres	hectare	acre	N;MASC;PL	N;PL
golfe	gulf	golfe	gulf	N;MASC;SG	N;SG
seigneurie	lordship	seigneurie	lordship	N;FEM;SG	N;SG
italiens	italian	italien	italian	ADJ;MASC;PL	ADJ
navy	navy	navy	navy	N;FEM;SG	N;SG
commandeur	commander	commandeur	commander	N;MASC;SG	N;SG
supprimé	deleted	supprimer	delete	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
supprimé	removed	supprimer	remove	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
listes	lists	liste	list	N;FEM;PL	N;PL
boy	boy	boy	boy	N;MASC;SG	N;SG
arbitrage	arbitration	arbitrage	arbitration	N;MASC;SG	N;SG
lecteur	player	lecteur	player	N;MASC;SG	N;SG
lecteur	reader	lecteur	reader	N;MASC;SG	N;SG
remise	discount	remise	discount	N;FEM;SG	N;SG
remise	rebate	remise	rebate	N;FEM;SG	N;SG
établie	established	établir	establish	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
maintenir	maintain	maintenir	maintain	V;NFIN	V;IMP;FIN
maintenir	maintaining	maintenir	maintain	V;NFIN	V;V.MSDR
maintenir	keep	maintenir	keep	V;NFIN	V;IMP;FIN
réduire	minimize	réduire	minimize	V;NFIN	V;IMP;FIN
réduire	reduce	réduire	reduce	V;NFIN	V;IMP;FIN
goût	flavour	goût	flavour	N;MASC;SG	N;SG
goût	taste	goût	taste	N;MASC;SG	N;SG
morceaux	pieces	morceau	piece	N;MASC;PL	N;PL
morceaux	tracks	morceau	track	N;MASC;PL	N;PL
sélectionné	selected	sélectionner	select	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dédié	dedicated	dédier	dedicated	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
terminé	finished	terminer	finish	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
terminé	completed	terminer	complete	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
construits	built	construire	build	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
construits	constructed	construire	construct	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
ventes	sales	vente	sale	N;FEM;PL	N;PL
relative	relative	relatif	relative	ADJ;FEM;SG	ADJ
instruction	instruction	instruction	instruction	N;FEM;SG	N;SG
cancer	cancer	cancer	cancer	N;MASC;SG	N;SG
remis	surrendered	remettre	surrender	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
agents	agents	agent	agent	N;MASC;PL	N;PL
observation	observation	observation	observation	N;FEM;SG	N;SG
fréquence	frequency	fréquence	frequency	N;FEM;SG	N;SG
dure	harsh	dur	harsh	ADJ;FEM;SG	ADJ
dure	hard	dur	hard	ADJ;FEM;SG	ADJ
scrutin	poll	scrutin	poll	N;MASC;SG	N;SG
scrutin	ballot	scrutin	ballot	N;MASC;SG	N;SG
sortant	exiting	sortir	exit	V;PRS;V.PTCP	V;V.MSDR
vins	wines	vin	wine	N;MASC;PL	N;PL
forum	forum	forum	forum	N;MASC;SG	N;SG
lanceur	launcher	lanceur	launcher	N;MASC;SG	N;SG
lanceur	pitcher	lanceur	pitcher	N;MASC;SG	N;SG
administrativement	administratively	administrativement	administratively	ADV	ADV
solaire	solar	solaire	solar	ADJ;MASC;SG	ADJ
alimentation	food	alimentation	food	N;FEM;SG	N;SG
alimentation	nutrition	alimentation	nutrition	N;FEM;SG	N;SG
neutre	neutral	neutre	neutral	ADJ;MASC;SG	ADJ
tués	killed	tuer	kill	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
empêcher	prevent	empêcher	prevent	V;NFIN	V;IMP;FIN
orthodoxe	orthodox	orthodoxe	orthodox	ADJ;MASC;SG	ADJ
citoyens	citizens	citoyen	citizen	N;MASC;PL	N;PL
ouvriers	workers	ouvrier	worker	N;MASC;PL	N;PL
pseudonyme	alias	pseudonyme	alias	N;MASC;SG	N;SG
pseudonyme	nickname	pseudonyme	nickname	N;MASC;SG	N;SG
pseudonyme	pseudonym	pseudonyme	pseudonym	N;MASC;SG	N;SG
humanité	humanity	humanité	humanity	N;FEM;SG	N;SG
clé	key	clé	key	N;FEM;SG	N;SG
manuscrit	manuscript	manuscrit	manuscript	N;MASC;SG	N;SG
déterminer	determining	déterminer	determine	V;NFIN	V;V.MSDR
déterminer	determine	déterminer	determine	V;NFIN	V;IMP;FIN
défaites	defeats	défaite	defeat	N;FEM;PL	N;PL
divisions	divisions	division	division	N;FEM;PL	N;PL
dédiée	dedicated	dédier	dedicated	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
régionales	regional	régional	regional	ADJ;FEM;PL	ADJ
continent	continent	continent	continent	N;MASC;SG	N;SG
naturelles	natural	naturel	natural	ADJ;FEM;PL	ADJ
trésor	treasure	trésor	treasure	N;MASC;SG	N;SG
trésor	treasury	trésor	treasury	N;MASC;SG	N;SG
ruines	ruins	ruine	ruin	N;FEM;PL	N;PL
technologies	technologies	technologie	technology	N;FEM;PL	N;PL
précis	precise	précis	precise	ADJ;MASC;SG	ADJ
précis	accurate	précis	accurate	ADJ;MASC;SG	ADJ
difficulté	difficulty	difficulté	difficulty	N;FEM;SG	N;SG
désignations	designations	désignation	designation	N;FEM;PL	N;PL
ombre	shade	ombre	shade	N;FEM;SG	N;SG
ombre	shadow	ombre	shadow	N;FEM;SG	N;SG
ombre	ombre	ombre	ombre	N;FEM;SG	N;SG
maritimes	maritime	maritime	maritime	ADJ;MASC;PL	ADJ
cousin	cousin	cousin	cousin	N;MASC;SG	N;SG
équipements	equipments	équipement	equipment	N;MASC;PL	N;PL
équipements	facilities	équipement	facility	N;MASC;PL	N;PL
vapeur	steam	vapeur	steam	N;FEM;SG	N;SG
vapeur	vapour	vapeur	vapour	N;FEM;SG	N;SG
interview	interview	interview	interview	N;FEM;SG	N;SG
colonnes	columns	colonne	column	N;FEM;PL	N;PL
pôle	pole	pôle	pole	N;MASC;SG	N;SG
attribué	assigned	attribuer	assign	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
attribué	allocated	attribuer	allocate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
attribué	attributed	attribuer	attribute	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
attribué	awarded	attribuer	award	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
choisit	selects	choisir	select	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
rédacteur	writer	rédacteur	writer	N;MASC;SG	N;SG
rédacteur	editor	rédacteur	editor	N;MASC;SG	N;SG
muet	silent	muet	silent	ADJ;MASC;SG	ADJ
historiens	historians	historien	historian	N;MASC;PL	N;PL
garçon	boy	garçon	boy	N;MASC;SG	N;SG
garçon	waiter	garçon	waiter	N;MASC;SG	N;SG
vérifier	verify	vérifier	verify	V;NFIN	V;IMP;FIN
vérifier	check	vérifier	check	V;NFIN	V;IMP;FIN
proposer	propose	proposer	propose	V;NFIN	V;IMP;FIN
proposer	proposing	proposer	propose	V;NFIN	V;V.MSDR
proposer	suggest	proposer	suggest	V;NFIN	V;IMP;FIN
transmission	transmission	transmission	transmission	N;FEM;SG	N;SG
soldat	soldier	soldat	soldier	N;MASC;SG	N;SG
présentée	presented	présenter	present	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
canadiens	canadian	canadien	canadian	ADJ;MASC;PL	ADJ
option	option	option	option	N;FEM;SG	N;SG
pluie	rain	pluie	rain	N;FEM;SG	N;SG
commentaires	comments	commentaire	comment	N;MASC;PL	N;PL
touche	key	touche	key	N;FEM;SG	N;SG
touche	touch	touche	touch	N;FEM;SG	N;SG
évoque	evokes	évoquer	evoke	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
automatique	automatic	automatique	automatic	ADJ;MASC;SG	ADJ
compétences	competencies	compétence	competency	N;FEM;PL	N;PL
compétences	skills	compétence	skill	N;FEM;PL	N;PL
compétences	competences	compétence	competence	N;FEM;PL	N;PL
extrêmement	extremely	extrêmement	extremely	ADV	ADV
neveu	nephew	neveu	nephew	N;MASC;SG	N;SG
commerciale	commercial	commercial	commercial	ADJ;FEM;SG	ADJ
cinquante	fifty	cinquante	fifty	NUM	NUM
éventuellement	possibly	éventuellement	possibly	ADV	ADV
éventuellement	optionally	éventuellement	optionally	ADV	ADV
éventuellement	eventually	éventuellement	eventually	ADV	ADV
publicité	publicity	publicité	publicity	N;FEM;SG	N;SG
publicité	advertising	publicité	advertising	N;FEM;SG	N;SG
publicité	advertisement	publicité	advertisement	N;FEM;SG	N;SG
souverain	ruler	souverain	ruler	N;MASC;SG	N;SG
souverain	sovereign	souverain	sovereign	N;MASC;SG	N;SG
chargée	loaded	charger	load	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
chronique	column	chronique	column	N;FEM;SG	N;SG
chronique	chronic	chronique	chronic	N;FEM;SG	N;SG
charte	charter	charte	charter	N;FEM;SG	N;SG
imposer	imposing	imposer	impose	V;NFIN	V;V.MSDR
imposer	impose	imposer	impose	V;NFIN	V;IMP;FIN
arrivé	arrived	arriver	arrive	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
préface	foreword	préface	foreword	N;FEM;SG	N;SG
préface	preface	préface	preface	N;FEM;SG	N;SG
frais	fresh	frais	fresh	ADJ;MASC;SG	ADJ
traite	milking	traite	milk	N;FEM;SG	N;SG
traite	trafficking	traite	trafficking	N;FEM;SG	N;SG
bloqué	blocked	bloqué	block	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
judiciaire	judicial	judiciaire	judicial	ADJ;MASC;SG	ADJ
palette	pallet	palette	pallet	N;FEM;SG	N;SG
palette	palette	palette	palette	N;FEM;SG	N;SG
indépendante	independent	indépendant	independent	ADJ;FEM;SG	ADJ
tramway	tram	tramway	tram	N;MASC;SG	N;SG
tramway	tramway	tramway	tramway	N;MASC;SG	N;SG
peintres	painters	peintre	painter	N;MASC;PL	N;PL
offensive	offensive	offensif	offensive	ADJ;FEM;SG	ADJ
amie	friend	amie	friend	N;FEM;SG	N;SG
concentration	concentration	concentration	concentration	N;FEM;SG	N;SG
intention	intention	intention	intention	N;FEM;SG	N;SG
intention	intent	intention	intent	N;FEM;SG	N;SG
nombres	numbers	nombre	number	N;MASC;PL	N;PL
précision	precision	précision	precision	N;FEM;SG	N;SG
précision	accuracy	précision	accuracy	N;FEM;SG	N;SG
passagers	passengers	passager	passenger	N;MASC;PL	N;PL
degré	degree	degré	degree	N;MASC;SG	N;SG
puissant	powerful	puissant	powerful	ADJ;MASC;SG	ADJ
espagnols	spanish	espagnol	spanish	ADJ;MASC;PL	ADJ
correspondance	correspondence	correspondance	correspondence	N;FEM;SG	N;SG
correspondance	match	correspondance	match	N;FEM;SG	N;SG
partiellement	partly	partiellement	partly	ADV	ADV
partiellement	partially	partiellement	partially	ADV	ADV
organismes	organizations	organisme	organization	N;MASC;PL	N;PL
organismes	organisms	organisme	organisms	N;MASC;PL	N;PL
organismes	agencies	organisme	agency	N;MASC;PL	N;PL
sauver	save	sauver	save	V;NFIN	V;IMP;FIN
sauver	saving	sauver	save	V;NFIN	V;V.MSDR
juniors	juniors	junior	junior	N;MASC;PL	N;PL
visage	face	visage	face	N;MASC;SG	N;SG
possibles	possible	possible	possible	ADJ;MASC;PL	ADJ
provoque	provokes	provoquer	provoke	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
danois	danish	danois	danish	ADJ;MASC;SG	ADJ
montrer	show	montrer	show	V;NFIN	V;IMP;FIN
conférences	lectures	conférence	lecture	N;FEM;PL	N;PL
conférences	conferences	conférence	conference	N;FEM;PL	N;PL
paramètres	parameters	paramètre	parameter	N;MASC;PL	N;PL
paramètres	settings	paramètre	setting	N;MASC;PL	N;PL
réflexion	reflection	réflexion	reflection	N;FEM;SG	N;SG
prononciation	pronunciation	prononciation	pronunciation	N;FEM;SG	N;SG
actualité	news	actualité	news	N;FEM;SG	N;SG
répertoire	directory	répertoire	directory	N;MASC;SG	N;SG
écrivains	writers	écrivain	writer	N;MASC;PL	N;PL
admissibilité	eligibility	admissibilité	eligibility	N;FEM;SG	N;SG
admissibilité	admissibility	admissibilité	admissibility	N;FEM;SG	N;SG
poser	pose	poser	pose	V;NFIN	V;IMP;FIN
traditionnel	traditional	traditionnel	traditional	ADJ;MASC;SG	ADJ
lacs	lakes	lac	lake	N;MASC;PL	N;PL
suprême	supreme	suprême	supreme	ADJ;MASC;SG	ADJ
musulmans	muslims	musulman	muslim	N;MASC;PL	N;PL
autorisation	authorisation	autorisation	authorisation	N;FEM;SG	N;SG
autorisation	authorization	autorisation	authorization	N;FEM;SG	N;SG
autorisation	permission	autorisation	permission	N;FEM;SG	N;SG
échanges	exchanges	échange	exchange	N;MASC;PL	N;PL
sexe	gender	sexe	gender	N;MASC;SG	N;SG
sexe	sex	sexe	sex	N;MASC;SG	N;SG
installations	facilities	installation	facility	N;FEM;PL	N;PL
installations	installations	installation	installation	N;FEM;PL	N;PL
travailleurs	workers	travailleur	worker	N;MASC;PL	N;PL
appareils	cameras	appareil	camera	N;MASC;PL	N;PL
appareils	appliances	appareil	appliance	N;MASC;PL	N;PL
appareils	devices	appareil	device	N;MASC;PL	N;PL
ordinateur	computer	ordinateur	computer	N;MASC;SG	N;SG
graphique	graphic	graphique	graphic	ADJ;MASC;SG	ADJ
ligues	leagues	ligue	league	N;FEM;PL	N;PL
surprise	surprise	surprise	surprise	N;FEM;SG	N;SG
juif	jewish	juif	jewish	ADJ;MASC;SG	ADJ
efficace	efficient	efficace	efficient	ADJ;MASC;SG	ADJ
efficace	effective	efficace	effective	ADJ;MASC;SG	ADJ
grecs	greeks	grec	greek	N;MASC;PL	N;PL
séparation	separation	séparation	separation	N;FEM;SG	N;SG
perdre	losing	perdre	lose	V;NFIN	V;V.MSDR
perdre	lose	perdre	lose	V;NFIN	V;IMP;FIN
contes	tales	conte	tale	N;MASC;PL	N;PL
votes	votes	vote	vote	N;MASC;PL	N;PL
spectateurs	spectators	spectateur	spectator	N;MASC;PL	N;PL
spectateurs	viewers	spectateur	viewer	N;MASC;PL	N;PL
supplémentaires	additional	supplémentaire	additional	ADJ;MASC;PL	ADJ
supplémentaires	extra	supplémentaire	extra	ADJ;MASC;PL	ADJ
financière	financial	financier	financial	ADJ;FEM;SG	ADJ
relie	connects	relier	connect	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parfaitement	perfectly	parfaitement	perfectly	ADV	ADV
favorable	favourable	favorable	favourable	ADJ;MASC;SG	ADJ
favorable	favorable	favorable	favorable	ADJ;MASC;SG	ADJ
baroque	baroque	baroque	baroque	ADJ;MASC;SG	ADJ
secteurs	sectors	secteur	sector	N;MASC;PL	N;PL
pavillon	flag	pavillon	flag	N;MASC;SG	N;SG
pavillon	pavilion	pavillon	pavilion	N;MASC;SG	N;SG
tournois	tournaments	tournoi	tournament	N;MASC;PL	N;PL
gagné	earned	gagner	earn	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
gagné	won	gagner	win	V;MASC;SG;PST;V.PTCP	V;PST;FIN
retirer	withdraw	retirer	withdraw	V;NFIN	V;IMP;FIN
retirer	remove	retirer	remove	V;NFIN	V;IMP;FIN
ateliers	workshops	atelier	workshop	N;MASC;PL	N;PL
distinction	distinction	distinction	distinction	N;FEM;SG	N;SG
four	furnace	four	furnace	N;MASC;SG	N;SG
four	oven	four	oven	N;MASC;SG	N;SG
garder	keep	garder	keep	V;NFIN	V;IMP;FIN
vécu	lived	vivre	live	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
autel	altar	autel	altar	N;MASC;SG	N;SG
autel	shrine	autel	shrine	N;MASC;SG	N;SG
manoir	mansion	manoir	mansion	N;MASC;SG	N;SG
continuer	continue	continuer	continue	V;NFIN	V;IMP;FIN
fournir	provide	fournir	provide	V;NFIN	V;IMP;FIN
propriétaires	owners	propriétaire	owner	N;MASC;PL	N;PL
propriétaires	homeowners	propriétaire	homeowner	N;MASC;PL	N;PL
efforts	efforts	effort	effort	N;MASC;PL	N;PL
créés	created	créer	create	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
influencé	influenced	influencer	influence	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
vacances	holidays	vacance	holiday	N;FEM;PL	N;PL
treize	thirteen	treize	thirteen	NUM	NUM
démographique	demographic	démographique	demographic	ADJ;MASC;SG	ADJ
exclusivement	exclusively	exclusivement	exclusively	ADV	ADV
plat	dish	plat	dish	N;MASC;SG	N;SG
plat	flat	plat	flat	N;MASC;SG	N;SG
reconstruction	rebuilding	reconstruction	rebuild	N;FEM;SG	N;SG
reconstruction	reconstruction	reconstruction	reconstruction	N;FEM;SG	N;SG
bons	good	bon	good	ADJ;MASC;PL	ADJ
choisir	choose	choisir	choose	V;NFIN	V;IMP;FIN
choisir	select	choisir	select	V;NFIN	V;IMP;FIN
administrateurs	directors	administrateur	director	N;MASC;PL	N;PL
administrateurs	administrators	administrateur	administrator	N;MASC;PL	N;PL
administrateurs	admins	administrateur	admin	N;MASC;PL	N;PL
administrateurs	trustees	administrateur	trustee	N;MASC;PL	N;PL
rarement	seldom	rarement	seldom	ADV	ADV
rarement	rarely	rarement	rarely	ADV	ADV
reliant	connecting	relier	connect	V;PRS;V.PTCP	V;V.MSDR
spécialisée	specialised	spécialiser	specialise	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
spécialisée	specialized	spécialiser	specialize	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
global	global	global	global	ADJ;MASC;SG	ADJ
consensus	consensus	consensus	consensus	N;MASC;SG	N;SG
