bir	ایک.	bir	ایک.		
aşağıya	کھلی	aşağı	کھلا	ADJ;DAT;SG;3	ADJ;FEM
aşağıya	پسماندہ	aşağı	پسماندہ	ADJ;DAT;SG;3	ADJ
aşağıya	پست	aşağı	پست	ADJ;DAT;SG;3	ADJ
aşağıya	پتلی	aşağı	پتلی	ADJ;DAT;SG;3	ADJ;FEM
aşağıya	کھلی	aşağı	کھلا	ADJ;DAT;SG;3	ADJ;FEM
aşağıya	پسماندہ	aşağı	پسماندہ	ADJ;DAT;SG;3	ADJ
yükleme	لگانا	yükle	لگا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
mail	زرہ	mail	زرہ		
bak	گھورنا	bak	گھور	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
bak	گھورنا	bak	گھور	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
anı	قدر.	an	قدر.		
anı	پل.	an	پل.		
anı	قدر.	an	قدر.		
anı	پل.	an	پل.		
karın	جورو	kar	جورو		
karın	جورو	kar	جورو		
kitle	(	kitle	(		
kitle	توسیع.	kitle	توسیع.		
yapraklı	گھنا.	yapraklı	گھنا.		
gey	وارہ	gey	وارہ		
taze	باسی	taze	باسی		
yağlı	چکنا.	yağlı	چکنا.		
yağlı	(	yağlı	(		
öneri	خیال	öneri	خیال	N;NOM;SG;3	N;NOM;MASC;SG;3
öneri	خیال	öneri	خیال	N;NOM;SG;3	N;NOM;MASC;SG;3
öneri	تجویز	öneri	تجویز	N;NOM;SG;3	N;NOM;FEM;SG;3
öneri	سفارش	öneri	سفارش	N;NOM;SG;3	N;NOM;MASC;SG;3
kesim	تراشنا	kesim	تراشنا		
cesur	جلی	cesur	جلی		
büyü	اپجنا.	büy	اپجنا.		
büyü	بالغ.	büy	بالغ.		
büyü	اپجنا.	büy	اپجنا.		
büyü	بالغ.	büy	بالغ.		
yalın	محض	yalın	محض		
yalın	کھرا.	yalın	کھرا.		
denklemi	مساوی	denklem	مساوی	N;NOM;SG;3	N;NOM;MASC;SG;3
denklemi	مقابلہ	denklem	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
geçit	دہانہ.	geçit	دہانہ.		
geçit	باب.	geçit	باب.		
geçit	دہانہ.	geçit	دہانہ.		
geçit	باب.	geçit	باب.		
geçit	باب.	geçit	باب.		
ayni	that	ayni	that		
içeri	(	içeri	(		
içeri	میں.	içeri	میں.		
içeri	زمان	içeri	زمان		
içeri	(	içeri	(		
içeri	میں.	içeri	میں.		
içeri	در	içeri	در		
içeri	زمان	içeri	زمان		
denetimi	محاسبہ	denetim	محاسبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
denetimi	تنقیح	denetim	تنقیح	N;NOM;SG;3	N;NOM;MASC;SG;3
anlaşmazlık	قضیہ	anlaşmazlık	قضیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
akraba	(	akraba	(		
akraba	(	akraba	(		
akraba	مراسم	akraba	رسم		
akraba	مراسم	akraba	رسم		
mirası	ترکہ	mira	ترکہ		
edge	into	edge	into		
tavuk	بزدل	tavuk	بزدل		
binbaşı	(	binbaşı	(		
binbaşı	وقیع	binbaşı	وقیع		
binbaşı	بالغ.	binbaşı	بالغ.		
hikaye	کہانی	hika	کہانی	N;NOM;SG;3	N;NOM;FEM;SG;3
ölçü	مقیاس	ölçü	مقیاس		
ölçü	بحر.	ölçü	بحر.		
ölçü	مقیاس	ölçü	مقیاس		
ölçü	بحر.	ölçü	بحر.		
lüks	تعیش	lüks	تعیش		
dolaylı	پنہاں	dolaylı	پنہاں		
stil	طرح-	stil	طرح-		
stil	طرح-	stil	طرح-		
taban	بزدل	taban	بزدل		
taban	سفلہ	taban	سفلہ		
taban	کمینہ	taban	کمینہ		
taban	بزدل	taban	بزدل		
taban	سفلہ	taban	سفلہ		
taban	کمینہ	taban	کمینہ		
şok	(	şok	(		
fiat	حکم	fiat	حکم	N;NOM;SG;3	N;NOM;MASC;SG;3
fiat	اختیار	fiat	اختیار	N;NOM;SG;3	N;NOM;MASC;SG;3
fiat	اجارہ	fiat	اجارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
fiat	فرمان	fiat	فرمان	N;NOM;SG;3	N;NOM;MASC;SG;3
control	روک.	control	روک.		
virüs	بِس	virüs	بِس		
virüs	ذعافہ	virüs	ذعافہ		
sonbahar	برسنا	sonbahar	برسنا		
sonbahar	جھکنا.	sonbahar	جھکنا.		
sonbahar	سم.	sonbahar	سم.		
sonbahar	برسنا	sonbahar	برسنا		
sonbahar	جھکنا.	sonbahar	جھکنا.		
sonbahar	سم.	sonbahar	سم.		
depremi	زلزلہ	deprem	زلزلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
cihaz	کل.	cihaz	کل.		
cihaz	کل.	cihaz	کل.		
danışmanlık	مشیر	danışmanlık	مشیر	N;NOM;SG;3	N;NOM;MASC;SG;3
soluk	باڑ.	soluk	باڑ.		
böbrek	کلوی.	böbrek	کلوی.		
kenar	into	kenar	into		
gitmiş	غرق	git	غرق	V;PFV;NFH;IND;SG;3;POS;PST	V;ACT
ilahi	طباع	ilahi	طباع		
yazarlık	کتاب	yazarlık	کتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
yazarlık	تحریر	yazarlık	تحریر	N;NOM;SG;3	N;NOM;MASC;SG;3
yazarlık	کتاب	yazarlık	کتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
sütun	دھویں	sütun	دھواں		
sütun	دھویں	sütun	دھواں		
element	پانی	element	پانی	N;NOM;SG;3	N;NOM;MASC;SG;3
element	عنصر	element	عنصر	N;NOM;SG;3	N;NOM;MASC;SG;3
element	ٹکڑا	element	ٹکڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
unvan	mr	unvan	mr		
demo	۳-	demo	۳-		
biliyor	جاننا	bil	جان	V;PROG;IND;SG;3;POS;INFM;PRS	V;MASC;SG;NFIN;ACT
alet	کل.	alet	کل.		
alet	کل.	alet	کل.		
gram	چنا	gram	چنا		
ram	into	ram	into		
ram	at	ram	at		
ram	in	ram	in		
ram	(	ram	(		
ram	into	ram	into		
ram	at	ram	at		
ram	in	ram	in		
ram	(	ram	(		
zihinsel	وحشی	zihinsel	وحشی		
etkisiz	پھیکا	etkisiz	پھیک		
domuz	خوک	domuz	خوک		
karakteristik	امتیازی	karakteristik	امتیازی	ADJ	ADJ
karakteristik	عاری	karakteristik	عاری	ADJ	ADJ
karakteristik	طبعی	karakteristik	طبعی	ADJ	ADJ
karakteristik	منفرد	karakteristik	منفرد	ADJ	ADJ
karakteristik	مخصوص	karakteristik	مخصوص	ADJ	ADJ
tasarımcısı	فنی	tasarımcı	فنی	N;NOM;SG;3	N;NOM;MASC;SG;3
tasarımcısı	مشین	tasarımcı	مشین	N;NOM;SG;3	N;NOM;MASC;SG;3
koordinat	منضبط	koordinat	منضبط	N;NOM;SG;3	N;NOM;MASC;SG;3
tamam	مناسب	tamam	مناسب	ADJ;NOM;SG;3	ADJ
yak	چرکا	yak	چرکا		
abi	بیر.	abi	بیر.		
abi	بیر.	abi	بیر.		
elçi	مبلّغ	elçi	مبلّغ		
elçi	مبلّغ	elçi	مبلّغ		
ateşli	ضرب	ateşli	ضرب		
saygın	(	saygın	(		
saatlik	برابر.	saatlik	برابر.		
happy	مگن	happy	مگن		
sağa	to	sağ	to		
sağa	بالکل-	sağ	بالکل-		
sağa	واقعی	sağ	واقعی		
sağa	out	sağ	out		
sağa	to	sağ	to		
sağa	بالکل-	sağ	بالکل-		
sağa	واقعی	sağ	واقعی		
sağa	راست	sağ	راست		
sağa	out	sağ	out		
satır	بغدا	satır	بغدا		
station	مرتبہ	station	مرتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
niye	اعتراضاً	niye	اعتراضاً	ADV	ADV
alıntı	(	al	(		
gülen	قہقہہ.	gül	قہقہہ.		
sohbet	گفتگو	sohbet	گفتگو	N;NOM;SG;3	N;NOM;MASC;SG;3
soğan	پیاز	soğ	پیاز	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	مشین	dizayn	مشین	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	ترکیب	dizayn	ترکیب	N;NOM;SG;3	N;NOM;FEM;SG;3
dizayn	تصویر	dizayn	تصویر	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	منصوبہ	dizayn	منصوبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	مشین	dizayn	مشین	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	ترکیب	dizayn	ترکیب	N;NOM;SG;3	N;NOM;FEM;SG;3
dizayn	تصویر	dizayn	تصویر	N;NOM;SG;3	N;NOM;MASC;SG;3
dizayn	مقصد	dizayn	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
haç	out	haç	out		
haç	برہم.	haç	برہم.		
bozuk	شکستہ	bozuk	شکستہ		
birey	نفر	birey	نفر		
birey	نفر	birey	نفر		
face	مُکھ	face	مُکھ		
face	بشرہ	face	بشرہ		
face	مُکھ	face	مُکھ		
face	بشرہ	face	بشرہ		
face	رُو	face	رُو		
aniden	فوراً	aniden	فوراً	ADV	ADV
aniden	اچانک	aniden	اچانک	ADV	ADV
şüphe	if	şüphe	if		
çalışıyor	کارکردگی.	çalış	کارکردگی.	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;FIN;ACT
josh	مذاق.	josh	مذاق.		
yakınındaki	مماثل	yakınındaki	مماثل	ADJ;ESS;SG;3	ADJ
yakınındaki	مشابہ	yakınındaki	مشابہ	ADJ;ESS;SG;3	ADJ
yakınındaki	مماثل	yakınındaki	مماثل	ADJ;ESS;SG;3	ADJ
yakınındaki	مشابہ	yakınındaki	مشابہ	ADJ;ESS;SG;3	ADJ
bileşik	ملواں.	bileşik	ملواں		
bileşik	ملواں.	bileşik	ملواں		
tuhaf	رقم	tuhaf	رقم	N;NOM;SG;3	N;NOM;MASC;SG;3
tuhaf	رقم	tuhaf	رقم	N;NOM;SG;3	N;NOM;MASC;SG;3
evil	بد.	evil	بد.		
evil	قبح.	evil	قبح.		
evil	بد.	evil	بد.		
evil	قبح.	evil	قبح.		
kabilesi	گھرانہ	kabile	گھرانہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kabilesi	قبیلہ	kabile	قبیلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kabilesi	گھرانہ	kabile	گھرانہ	N;NOM;SG;3	N;NOM;MASC;SG;3
söğüt	بید	söğüt	بید		
mezarlık	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;NOM;MASC;SG;3
halı	قالین	hal	قالین	N;NOM;SG;3	N;NOM;MASC;SG;3
sıkıntısı	بیزاری	sıkıntı	بیزاری	N;NOM;SG;3	N;NOM;MASC;SG;3
sıkıntısı	کمی	sıkıntı	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
sıkıntısı	کمی	sıkıntı	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
saldırgan	(	saldırgan	(		
gotik	گنوار	gotik	گنوار		
mantar	فطر	mantar	فطر		
mantar	کاگ	mantar	کاگ		
özbek	ازبک	özbek	ازبک		
akrabalık	رشتہ	akrabalık	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
akrabalık	ربط	akrabalık	ربط	N;NOM;SG;3	N;NOM;MASC;SG;3
akrabalık	رشتہ	akrabalık	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	مناسبت	tesi	مناسبت	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	ادارہ	tesi	ادارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	سہولت	tesi	سہولت	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	دشواری	tesi	دشواری	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	آسانی	tesi	آسانی	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	مناسبت	tesi	مناسبت	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	ادارہ	tesi	ادارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	سہولت	tesi	سہولت	N;NOM;SG;3	N;NOM;MASC;SG;3
tesisi	دشواری	tesi	دشواری	N;NOM;SG;3	N;NOM;MASC;SG;3
gore	کلی.	gore	کلی.		
dilek	(	dilek	(		
dilek	on	dilek	on		
mountain	تودہ	mountain	تودہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mountain	پربت	mountain	پربت	N;NOM;SG;3	N;NOM;MASC;SG;3
mountain	تودہ	mountain	تودہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mountain	پہاڑ	mountain	پہاڑ	N;NOM;SG;3	N;NOM;MASC;SG;3
tanıtımı	بڑھوتری	tanıtım	بڑھوتری	N;NOM;SG;3	N;NOM;MASC;SG;3
tanıtımı	افزائش	tanıtım	افزائش	N;NOM;SG;3	N;NOM;MASC;SG;3
tanıtımı	ترقی	tanıtım	ترقی	N;NOM;SG;3	N;NOM;FEM;SG;3
tanıtımı	رتبہ	tanıtım	رتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tanıtımı	عمل	tanıtım	عمل	N;NOM;SG;3	N;NOM;MASC;SG;3
sevda	پیار.	sevda	پیار.		
sevda	پیار.	sevda	پیار.		
kader	مآل	kader	مآل		
çılgın	(	çılgın	(		
çılgın	بیابان	çılgın	بیابان		
çılgın	اُجاڑ.	çılgın	اُجاڑ.		
çılgın	(	çılgın	(		
çılgın	بیابان	çılgın	بیابان		
çılgın	وحشی	çılgın	وحشی		
çılgın	اُجاڑ.	çılgın	اُجاڑ.		
üstünlük	رتبے	üstünlük	رتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
üstünlük	اقتدار	üstünlük	اقتدار	N;NOM;SG;3	N;NOM;MASC;SG;3
adın	دینا.	ad	دینا.		
taktik	(	taktik	(		
geyik	ہرن	geyik	ہرن	N;NOM;SG;3	N;NOM;MASC;SG;3
uzayı	وقفہ.	uza	وقفہ.		
koltuk	چوتڑ	koltuk	چوتڑ	N;NOM;SG;3	N;NOM;MASC;SG;3
koltuk	گاڑی	koltuk	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
koltuk	نشست	koltuk	نشست	N;NOM;SG;3	N;NOM;MASC;SG;3
koltuk	چوتڑ	koltuk	چوتڑ	N;NOM;SG;3	N;NOM;MASC;SG;3
koltuk	گاڑی	koltuk	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
koltuk	نشست	koltuk	نشست	N;NOM;SG;3	N;NOM;MASC;SG;3
koltuk	صوفہ	koltuk	صوفہ	N;NOM;SG;3	N;NOM;MASC;SG;3
koltuk	صوفہ	koltuk	صوفہ	N;NOM;SG;3	N;NOM;MASC;SG;3
cehennem	دوزخ	cehenne	دوزخ	N;NOM;SG;3	N;NOM;MASC;SG;3
çarpışma	جکڑنا	çarpış	جکڑنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
çarpışma	بھڑنا	çarpış	بھڑ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
atmosfer	سماوی	atmosfer	سماوی		
kompozisyon	سعی	kompozisyon	سعی	N;NOM;SG;3	N;NOM;MASC;SG;3
kompozisyon	ساخت	kompozisyon	ساخت	N;NOM;SG;3	N;NOM;MASC;SG;3
grace	چھوٹ	grace	چھوٹ		
grace	مرحمت	grace	مرحمت		
bozukluğu	انتشار	bozukluk	انتشار	N;NOM;SG;3	N;NOM;MASC;SG;3
korsan	چھیلنے	kors	چھیل	V;PFV;SG;2;POS;PRS	V;ACC;NFIN
korsan	ادھیڑنے	kors	ادھیڑ	V;PFV;SG;2;POS;PRS	V;ACC;NFIN
korsan	پھاڑنے	kors	پھاڑ	V;PFV;SG;2;POS;PRS	V;NFIN;ACT
ot	چراگاہ.	ot	چراگاہ.		
ot	(	ot	(		
denklem	مساوی	denkle	مساوی	N;NOM;SG;3	N;NOM;MASC;SG;3
denklem	مقابلہ	denkle	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
egemenlik	برتری	egemenlik	برتری	N;NOM;SG;3	N;NOM;MASC;SG;3
egemenlik	اقتدار	egemenlik	اقتدار	N;NOM;SG;3	N;NOM;MASC;SG;3
egemenlik	اقتدار	egemenlik	اقتدار	N;NOM;SG;3	N;NOM;MASC;SG;3
özlem	ہُڑک	özlem	ہُڑک		
spin	گھمائو.	spin	گھمائو.		
spin	(	spin	(		
kaldırma	off	kaldırma	off		
kaldırma	(	kaldırma	(		
ahlak	فسق	ahlak	فسق	N;NOM;SG;3	N;NOM;MASC;SG;3
ahlak	عیب	ahlak	عیب	N;NOM;SG;3	N;NOM;MASC;SG;3
ahlak	کہاوت	ahlak	کہاوت	N;NOM;SG;3	N;NOM;MASC;SG;3
ahlak	اخلاق	ahlak	اخلاق	N;NOM;SG;3	N;NOM;MASC;SG;3
sözde	بالفرض	söz	بالفرض		
kaçak	پراں.	kaçak	پراں.		
devil	نفر	devil	نفر		
uyku	گدّا	uyku	گدّا		
uyku	ہرچن	uyku	ہرچن		
uyku	بُر	uyku	بُر		
kubbe	قصر.	kubbe	قصر.		
asil	خوب	asil	خوب		
günah	اثم	günah	اثم		
günah	اثم	günah	اثم		
duyarlı	مقابل.	duyarlı	مقابل_بیت		
duyarlı	(	duyarlı	(		
zincir	سلسلہ	zincir	سلسلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
zincir	ترتیب	zincir	ترتیب	N;NOM;SG;3	N;NOM;FEM;SG;3
zincir	چینل	zincir	چینل	N;NOM;SG;3	N;NOM;MASC;SG;3
zincir	قطار	zincir	قطار	N;NOM;SG;3	N;NOM;MASC;SG;3
depo	برتن.	depo	برتن.		
depo	برتن.	depo	برتن.		
çerçeve	جسم	çerçev	جسم	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	وضع	çerçev	وضع	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	قالب	çerçev	قالب	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	کھڑکی	çerçev	کھڑکی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	تعمیر	çerçev	تعمیر	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	گاڑی	çerçev	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	ساخت	çerçev	ساخت	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	کیفیت	çerçev	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	جسم	çerçev	جسم	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	وضع	çerçev	وضع	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	قالب	çerçev	قالب	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	کھڑکی	çerçev	کھڑکی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	تعمیر	çerçev	تعمیر	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	گاڑی	çerçev	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçeve	ساخت	çerçev	ساخت	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçeve	کیفیت	çerçev	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
artı	بمع	artı	بمع		
tanımlama	بنانے	tanımla	بنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
tanımlama	کہنے	tanımla	کہہ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
disiplin	سزا	dis	سزا	N;NOM;SG;3	N;NOM;MASC;SG;3
çeşitlilik	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;NOM;MASC;SG;3
çeşitlilik	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;NOM;MASC;SG;3
fosil	پنجر	fosil	پنجر		
fosil	فوصل.	fosil	فوصل.		
defteri	سفری	defteri	سفری	N;NOM;SG;3	N;NOM;MASC;SG;3
uzaklık	گریز	uzaklık	گریز	N;NOM;SG;3	N;NOM;MASC;SG;3
uzaklık	گریز	uzaklık	گریز	N;NOM;SG;3	N;NOM;MASC;SG;3
bıçak	دھار.	bıçak	دھار.		
diferansiyel	تمیزی	diferansiyel	تمیزی	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	روشنی	aydınlık	روشنی	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	پتلا	aydınlık	پتلا	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	چمک	aydınlık	چمک	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	کثافت	aydınlık	کثافت	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	روشنی	aydınlık	روشنی	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	پتلا	aydınlık	پتلا	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	جوت	aydınlık	جوت	N;NOM;SG;3	N;NOM;FEM;SG;3
aydınlık	چمک	aydınlık	چمک	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	چراغ	aydınlık	چراغ	N;NOM;SG;3	N;NOM;MASC;SG;3
aydınlık	کثافت	aydınlık	کثافت	N;NOM;SG;3	N;NOM;MASC;SG;3
kilit	in	kilit	in		
kilit	قفل	kilit	قفل		
kilit	in	kilit	in		
kilit	قفل	kilit	قفل		
sektörü	قطاع.	sektör	قطاع.		
tanık	to	tanık	to		
tanık	for	tanık	for		
tanık	(	tanık	(		
tanık	to	tanık	to		
tanık	for	tanık	for		
tanık	(	tanık	(		
okumak	جانچنا	oku	جانچ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
okumak	بھانپنا	oku	بھانپنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
uzmanlık	مہارت	uzmanlık	مہارت	N;NOM;SG;3	N;NOM;MASC;SG;3
uzmanlık	خصوصیت	uzmanlık	خصوصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
uzmanlık	مہارت	uzmanlık	مہارت	N;NOM;SG;3	N;NOM;MASC;SG;3
uzmanlık	اختصاص	uzmanlık	اختصاص	N;NOM;SG;3	N;NOM;MASC;SG;3
çete	جانا.	çete	جان		
key	غوزہ	key	غوزہ		
key	ثمارہ.	key	ثمارہ.		
peri	امرد	peri	امرد		
peri	امرد	peri	امرد		
yüzük	حلقہ	yüzük	حلقہ	N;NOM;SG;3	N;NOM;MASC;SG;3
sonsuza	برابر	sonsuz	برابر	ADJ;DAT;SG;3	ADJ
üçüncüsü	تیسرا	üçüncü	تیسرا	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
korkut	off	korkut	off		
korkut	off	korkut	off		
liderlik	رہنمائی	liderlik	رہنمائی	N;NOM;SG;3	N;NOM;FEM;SG;3
liderlik	ہدایت	liderlik	ہدایت	N;NOM;SG;3	N;NOM;FEM;SG;3
liderlik	قیادت	liderlik	قیادت	N;NOM;SG;3	N;NOM;MASC;SG;3
minimum	باریک	minim	باریک	N;NOM;SG;3	N;NOM;MASC;SG;3
yen	ہڑک	yen	ہڑک		
bitkisel	بقلی	bitkisel	بقلی		
bitkisel	بقولی	bitkisel	بقولی		
önerisi	خیال	öneri	خیال	N;NOM;SG;3	N;NOM;MASC;SG;3
önerisi	خیال	öneri	خیال	N;NOM;SG;3	N;NOM;MASC;SG;3
önerisi	تجویز	öneri	تجویز	N;NOM;SG;3	N;NOM;FEM;SG;3
beğeni	جھاڑ.	beğen	جھاڑ.		
meşgul	with	meşgul	with		
meşgul	with	meşgul	with		
monarşi	بادشاہت	monarşi	بادشاہت	N;NOM;SG;3	N;NOM;MASC;SG;3
kaybeder	ہارنا	kaybet	ہار	V;IPFV;IND;SG;3;POS	V;MASC;SG;NFIN;ACT
sarp	ڈھالو	sarp	ڈھالو		
sarp	(	sarp	(		
sipariş	قسم	sipariş	قسم	N;NOM;SG;3	N;NOM;MASC;SG;3
sipariş	فرمان	sipariş	فرمان	N;NOM;SG;3	N;NOM;MASC;SG;3
sipariş	ترتیب	sipariş	ترتیب	N;NOM;SG;3	N;NOM;FEM;SG;3
sipariş	قسم	sipariş	قسم	N;NOM;SG;3	N;NOM;MASC;SG;3
dolaşım	گردشی	dolaşım	گردشی		
teşhis	نشانی	teşhis	نشانی	N;NOM;SG;3	N;NOM;MASC;SG;3
teşhis	علامت	teşhis	علامت	N;NOM;SG;3	N;NOM;MASC;SG;3
tavşan	ہدف.	tavşan	ہدف.		
thunder	گرج	thunder	گرج		
iğne	پینا	iğne	پی	N;NOM;SG;3	N;NOM;MASC;SG;3
iğne	پینا	iğne	پی	N;NOM;SG;3	N;NOM;MASC;SG;3
iğne	سوزن	iğne	سوزن	N;NOM;SG;3	N;NOM;MASC;SG;3
dokuma	(	dokum	(		
eşsiz	نادر	eşsiz	نادر	ADJ	ADJ
eşsiz	نادر	eşsiz	نادر	ADJ	ADJ
ameliyat	عمل	ameliyat	عمل	N;NOM;SG;3	N;NOM;MASC;SG;3
çarpan	ضارب	çarp	ضارب		
touch	ذرا	touch	ذرا		
touch	ذرا	touch	ذرا		
discovery	تلاش	discovery	تلاش	N;NOM;SG;3	N;NOM;FEM;SG;3
takas	صراف	takas	صراف		
takas	وار	takas	وار		
dul	(	dul	(		
dul	(	dul	(		
komplo	شکل.	komplo	شکل.		
komplo	قوس	komplo	قوس		
komplo	ڈھانچا	komplo	ڈھانچا		
store	مملو	store	مملو		
store	لیس	store	لیس		
store	مملو	store	مملو		
store	لیس	store	لیس		
reaksiyon	خمار.	reaksiyon	خمارچ		
sınav	آزمائش.	sınav	آزمائش.	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	امتحان	sınav	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	جانچ	sınav	جانچ	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	آزمائش.	sınav	آزمائش.	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	امتحان	sınav	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	امتحان	sınav	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	آزمائش	sınav	آزمائش	N;NOM;SG;3	N;NOM;MASC;SG;3
sınav	امتحان	sınav	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
evcil	پالتو	evcil	پالتو	N;NOM;SG;3	N;NOM;MASC;SG;3
karesi	برابر.	kare	برابر.		
karesi	فربہ	kare	فربہ		
karesi	برابر.	kare	برابر.		
karesi	چوکور	kare	چوکور		
karesi	فربہ	kare	فربہ		
vergisi	مکلف	vergi	مکلف	N;NOM;SG;3	N;NOM;MASC;SG;3
vergisi	ٹیکس	vergi	ٹیکس	N;NOM;SG;3	N;NOM;MASC;SG;3
vergisi	مکلف	vergi	مکلف	N;NOM;SG;3	N;NOM;MASC;SG;3
vergisi	محصول	vergi	محصول	N;NOM;SG;3	N;NOM;MASC;SG;3
vergisi	ٹیکس	vergi	ٹیکس	N;NOM;SG;3	N;NOM;MASC;SG;3
bond	چپکن	bond	چپکن		
stark	اُجاڑ	stark	اُجاڑ		
stark	بیّن	stark	بیّن		
step	کھانچا	step	کھانچا		
göreceli	(	gör	(		
göreceli	(	gör	(		
masal	وقائع	masal	وقائع		
masal	قصّہ	masal	قصّہ		
masal	وقائع	masal	وقائع		
masal	قصّہ	masal	قصّہ		
eğlenceli	پُرلطف	eğlenceli	پُرلطف	ADJ	ADJ
eğlenceli	پُرلطف	eğlenceli	پُرلطف	ADJ	ADJ
seti	(	set	(		
seti	ٹکنا.	set	ٹکنا.		
seti	(	set	(		
seti	بیر.	set	بیر.		
seti	(	set	(		
seti	(	set	(		
seti	(	set	(		
