年	año	年	año	N	N;MASC;SG
立場	posicion	立場	posicion	N	N;FEM;SG
立場	posición	立場	posición	N	N;FEM;SG
豐富	abundante	豐富	abundante	ADJ	ADJ;SG
豐富	abundantes	豐富	abundante	ADJ	ADJ;PL
豐富	rico	豐富	rico	ADJ	ADJ;MASC;SG
豐富	ricas	豐富	rico	ADJ	ADJ;FEM;PL
豐富	rica	豐富	rico	ADJ	ADJ;FEM;SG
砂	arena	砂	arena	N	N;FEM;SG
砂	sand	砂	sand	N	N
男孩	muchacho	男孩	muchacho	N	N;MASC;SG
男孩	boy	男孩	boy	N	N
男孩	niño	男孩	niño	N	N;MASC;SG
男孩	chico	男孩	chico	N	N;MASC;SG
男孩	boys	男孩	boy	N	N
男孩	muchachos	男孩	muchacho	N	N;MASC;PL
男孩	chicos	男孩	chico	N	N;MASC;PL
加速	acelere	加速	aceler	V	V;IMP;SG;3;FIN
加速	acelerar	加速	acelerar	V	V;NFIN
加速	acelera	加速	acelera	V	V;IND;SG;3;PRS;FIN
感情	emoción	感情	emoción	N	N;FEM;SG
感情	parentesco	感情	parentesco	N	N;MASC;SG
感情	relación	感情	relación	N	N;FEM;SG
感情	relacion	感情	relacion	N	N;FEM;SG
感情	relaciones	感情	relación	N	N;FEM;PL
感情	emociones	感情	emoción	N	N;FEM;PL
感情	sentimientos	感情	sentimiento	N	N;MASC;PL
狐	zorro	狐	zorro	N	N;MASC;SG
狐	zorros	狐	zorro	N	N;MASC;PL
重複	duplicar	重複	duplicar	V	V;NFIN
自殺	suicidarse	自殺	suicidarse	V	V;SBJV;SG;3;IPFV;FIN
智慧	inteligencia	智慧	inteligencia	N	N;FEM;SG
智慧	sabiduria	智慧	sabiduria	N	N;FEM;SG
智慧	sabiduría	智慧	sabiduría	N	N;FEM;SG
尺寸	tamaños	尺寸	tamaño	N	N;MASC;PL
尺寸	tallas	尺寸	talla	N	N;FEM;PL
尺寸	dimensiones	尺寸	dimensión	N	N;FEM;PL
尺寸	size	尺寸	sizar	N	N
尺寸	talla	尺寸	talla	N	N;FEM;SG
尺寸	tamaño	尺寸	tamaño	N	N;MASC;SG
嫁	casarme	嫁	casarme	V	V;NFIN
嫁	casar	嫁	casar	V	V;NFIN
樂隊	band	樂隊	band	N	N;SG
樂隊	banda	樂隊	banda	N	N;FEM;SG
樂隊	bandas	樂隊	banda	N	N;FEM;PL
信徒	creyentes	信徒	creyente	N	N;PL
信徒	devotos	信徒	devoto	N	N;MASC;PL
同志	camarada	同志	camarada	N	N;SG
騎	equitación	騎	equitación	N	N;FEM;SG
騎	cabalgata	騎	cabalgata	N	N;FEM;SG
騎	ride	騎	redir	N	N
騎	paseo	騎	paseo	N	N;MASC;SG
體育	arena	體育	arena	N	N;FEM;SG
體育	estadio	體育	estadio	N	N;MASC;SG
體育	gimnasio	體育	gimnasio	N	N;MASC;SG
體育	gym	體育	gym	N	N;MASC;SG
體育	gimnasia	體育	gimnasia	N	N;FEM;SG
體育	gimnasio	體育	gimnasio	N	N;MASC;SG
體育	estadio	體育	estadio	N	N;MASC;SG
體育	stadium	體育	stadium	N	N;MASC;SG
鐘	reloj	鐘	reloj	N	N;MASC;SG
鐘	jong	鐘	jong	N	N
鐘	campana	鐘	campana	N	N;FEM;SG
鐘	timbre	鐘	timbre	N	N;MASC;SG
鐘	bell	鐘	bell	N	N;SG
分享	compartir	分享	compartir	V	V;NFIN
分享	compartiendo	分享	compartir	V	V;V.MSDR
分享	compartan	分享	compartir	V	V;IMP;PL;3;FIN
分享	comparte	分享	compartir	V	V;IND;SG;3;PRS;FIN
分享	compartir	分享	compartir	V	V;NFIN
分享	comparta	分享	compartir	V	V;IMP;SG;3;FIN
分享	comparte	分享	compartir	V	V;IND;SG;3;PRS;FIN
班機	vuelo	班機	vuelo	N	N;MASC;SG
時報	tiempos	時報	tiempo	N	N;MASC;PL
時報	veces	時報	vez	N	N;FEM;PL
時報	épocas	時報	época	N	N;FEM;PL
時報	times	時報	time	N	N
擴大	ampliando	擴大	ampliar	V	V;V.MSDR
擴大	expandiendo	擴大	expander	V	V;V.MSDR
擴大	ampliar	擴大	ampliar	V	V;NFIN
擴大	expandirse	擴大	expandir	V	V;SBJV;SG;3;PRS;FIN
擴大	expandir	擴大	expandir	V	V;NFIN
讀者	lectores	讀者	lector	N	N;MASC;PL
讀者	lectores	讀者	lector	N	N;MASC;PL
讀者	reader	讀者	reader	N	N;MASC;SG
讀者	lector	讀者	lector	N	N;MASC;SG
讀者	lectores	讀者	lector	N	N;MASC;PL
指數	index	指數	index	N	N
指數	indice	指數	indicir	N	N;MASC;SG
指數	índice	指數	índice	N	N;MASC;SG
指數	índices	指數	índice	N	N;MASC;PL
指數	índices	指數	índice	N	N;MASC;PL
猴	mono	猴	mono	N	N;MASC;SG
猴	monkey	猴	monkey	N	N
猴	monito	猴	monito	N	N;MASC;SG
猴	monos	猴	mono	N	N;MASC;PL
撰寫	escribe	撰寫	escribir	V	V;IND;SG;3;PRS;FIN
撰寫	escribo	撰寫	escribir	V	V;IND;SG;1;PRS;FIN
撰寫	escribir	撰寫	escribir	V	V;NFIN
撰寫	escriba	撰寫	escribir	V	V;IMP;SG;3;FIN
撰寫	escribiendo	撰寫	escribir	V	V;V.MSDR
撰寫	escribir	撰寫	escribir	V	V;NFIN
絕對	absolutamente	絕對	absolutamente	ADV	ADV
重點	enfoque	重點	enfoque	N	N;MASC;SG
重點	concentración	重點	concentración	N	N;FEM;SG
重點	focus	重點	focu	N	N
重點	foco	重點	foco	N	N;MASC;SG
感覺	feel	感覺	feel	N	N
感覺	sensación	感覺	sensación	N	N;FEM;SG
感覺	sentimiento	感覺	sentimiento	N	N;MASC;SG
左翼	izquierda	左翼	izquierda	N	N;FEM;SG
扁	bian	扁	bian	N	N
種族	razas	種族	raza	N	N;FEM;PL
種族	carreras	種族	carrera	N	N;FEM;PL
種族	race	種族	race	N	N
種族	carrera	種族	carrera	N	N;FEM;SG
種族	raza	種族	raza	N	N;FEM;SG
種族	etnia	種族	etnia	N	N;FEM;SG
種族	etnias	種族	etnia	N	N;FEM;PL
限	limited	限	limited	N	N
限	límite	限	límite	N	N;MASC;SG
休息	romper	休息	romper	V	V;NFIN
休息	descansando	休息	descansar	V	V;V.MSDR
休息	descansar	休息	descansar	V	V;NFIN
休息	descansen	休息	descansar	V	V;IMP;PL;3;FIN
曲目	pista	曲目	pista	N	N;FEM;SG
曲目	track	曲目	track	N	N;SG
曲目	atletismo	曲目	atletismo	N	N;MASC;SG
曲目	huellas	曲目	huella	N	N;FEM;PL
曲目	pistas	曲目	pista	N	N;FEM;PL
曲目	tracks	曲目	tracks	N	N;MASC;PL
東區	oriente	東區	oriente	N	N;MASC;SG
東區	east	東區	east	N	N;MASC;SG
定期	regularidad	定期	regularidad	N	N;FEM;SG
定期	periódico	定期	periódico	N	N;MASC;SG
殺害	matando	殺害	matar	V	V;V.MSDR
殺害	matar	殺害	matar	V	V;NFIN
席位	escaños	席位	escaño	N	N;MASC;PL
席位	asientos	席位	asiento	N	N;MASC;PL
穿越	cruzando	穿越	cruzar	V	V;V.MSDR
穿越	cruzar	穿越	cruzar	V	V;NFIN
株	cepa	株	cepa	N	N;FEM;SG
株	cepas	株	cepa	N	N;FEM;PL
管制	controla	管制	controlar	V	V;IND;SG;3;PRS;FIN
轄區	bailía	轄區	bailía	N	N;FEM;SG
咖啡	coffee	咖啡	coffear	N	N
咖啡	cafe	咖啡	cafe	N	N;SG
咖啡	cafetería	咖啡	cafetería	N	N;FEM;SG
咖啡	café	咖啡	café	N	N;MASC;SG
胸	tórax	胸	tórax	N	N;MASC;SG
胸	cofre	胸	cofre	N	N;MASC;SG
胸	pecho	胸	pecho	N	N;MASC;SG
胸	mama	胸	mama	N	N;FEM;SG
胸	pechuga	胸	pechuga	N	N;FEM;SG
胸	seno	胸	seno	N	N;MASC;SG
胸	pecho	胸	pecho	N	N;MASC;SG
眼睛	ojitos	眼睛	ojito	N	N;MASC;PL
眼睛	ojos	眼睛	ojo	N	N;MASC;PL
眼睛	eyes	眼睛	eye	N	N
眼睛	ojo	眼睛	ojo	N	N;MASC;SG
亂	lío	亂	lío	N	N;MASC;SG
亂	desorden	亂	desorden	N	N;MASC;SG
星座	constelación	星座	constelación	N	N;FEM;SG
星座	constelaciones	星座	constelación	N	N;FEM;PL
星座	constelaciones	星座	constelación	N	N;FEM;PL
星座	horóscopo	星座	horóscopo	N	N;MASC;SG
貴族	nobles	貴族	noble	N	N;PL
貴族	nobleza	貴族	nobleza	N	N;FEM;SG
殺死	matar	殺死	matar	V	V;NFIN
訊息	mensajes	訊息	mensaje	N	N;MASC;PL
訊息	mensaje	訊息	mensaje	N	N;MASC;SG
訊息	mensajes	訊息	mensaje	N	N;MASC;PL
浪漫	romance	浪漫	romance	N	N;MASC;SG
浪漫	romanticismo	浪漫	romanticismo	N	N;MASC;SG
浪漫	romances	浪漫	romance	N	N;MASC;PL
浪漫	románticos	浪漫	romántico	N	N;MASC;PL
窗	windows	窗	windows	N	N;MASC
窗	ventana	窗	ventana	N	N;FEM;SG
窗	ventanas	窗	ventana	N	N;FEM;PL
窗	ventanillas	窗	ventanilla	N	N;FEM;PL
窗	ventana	窗	ventana	N	N;FEM;SG
窗	ventanilla	窗	ventanilla	N	N;FEM;SG
窗	window	窗	window	N	N
窗	escaparate	窗	escaparate	N	N;MASC;SG
主權	soberanía	主權	soberanía	N	N;FEM;SG
主權	soberano	主權	soberano	N	N;MASC;SG
主權	soberanos	主權	soberano	N	N;MASC;PL
探索	explorar	探索	explorar	V	V;NFIN
探索	explorando	探索	explorar	V	V;V.MSDR
探索	explorar	探索	explorar	V	V;NFIN
探索	explore	探索	explorar	V	V;IMP;SG;3;FIN
探索	explora	探索	explorar	V	V;IND;SG;3;PRS;FIN
探索	descubrir	探索	descubrir	V	V;NFIN
探索	descubra	探索	descubrir	V	V;IND;SG;3;PRS;FIN
探索	descubre	探索	descubrir	V	V;IND;SG;3;PRS;FIN
探索	descubren	探索	descubrir	V	V;IND;PL;3;PRS;FIN
簽約	firmando	簽約	firmar	V	V;V.MSDR
簽約	firmar	簽約	firmar	V	V;NFIN
晚間	tardes	晚間	tarde	N	N;FEM;PL
晚間	noche	晚間	noche	N	N;FEM;SG
晚間	velada	晚間	velado	N	N;FEM;SG
手槍	pistolas	手槍	pistola	N	N;FEM;PL
手槍	pistola	手槍	pistola	N	N;FEM;SG
月份	meses	月份	mes	N	N;MASC;PL
月份	mes	月份	mes	N	N;MASC;SG
軸	ejes	軸	eje	N	N;MASC;PL
軸	hachas	軸	hacha	N	N;FEM;PL
軸	eje	軸	eje	N	N;MASC;SG
軸	ejes	軸	eje	N	N;MASC;PL
軸	eje	軸	eje	N	N;MASC;SG
軸	ejes	軸	eje	N	N;MASC;PL
內地	interior	內地	interior	N	N;MASC;SG
內地	continente	內地	continente	N	N;MASC;SG
電車	tranvía	電車	tranvía	N	N;MASC;SG
電車	carrito	電車	carrito	N	N;MASC;SG
電車	tranvía	電車	tranvía	N	N;MASC;SG
電車	tranvía	電車	tranvía	N	N;MASC;SG
電車	tranvías	電車	tranvía	N	N;MASC;PL
電車	tranvía	電車	tranvía	N	N;MASC;SG
觀光	atracciones	觀光	atracción	N	N;FEM;PL
觀光	turismo	觀光	turismo	N	N;MASC;SG
觀光	monumentos	觀光	monumento	N	N;MASC;PL
唇	labios	唇	labio	N	N;MASC;PL
唇	labio	唇	labio	N	N;MASC;SG
唇	labios	唇	labio	N	N;MASC;PL
唇	lip	唇	lip	N	N
理工	politécnico	理工	politécnico	N	N;MASC;SG
理工	politécnica	理工	politécnica	N	N;FEM;SG
特區	rae	特區	rae	N	N;FEM;SG
緊急	urgencia	緊急	urgencia	N	N;FEM;SG
適合	encajar	適合	encajar	V	V;NFIN
弟子	discípulos	弟子	discípulo	N	N;MASC;PL
弟子	discípulo	弟子	discípulo	N	N;MASC;SG
價格	precios	價格	precio	N	N;MASC;PL
價格	precios	價格	precio	N	N;MASC;PL
價格	precio	價格	precio	N	N;MASC;SG
價格	price	價格	price	N	N
銅	cobre	銅	cobre	N	N;MASC;SG
銅	bronce	銅	bronce	N	N;MASC;SG
部署	despliegues	部署	despliegues	N	N;MASC;PL
部署	despliegue	部署	despliegue	N	N;MASC;SG
部署	despliegue	部署	despliegue	N	N;MASC;SG
部署	despliegue	部署	despliegue	N	N;MASC;SG
精靈	genio	精靈	genio	N	N;MASC;SG
精靈	elfos	精靈	elfo	N	N;MASC;PL
精靈	duende	精靈	duende	N	N;MASC;SG
精靈	elf	精靈	elf	N	N;SG
精靈	elfo	精靈	elfo	N	N;MASC;SG
百年	centenario	百年	centenario	N	N;MASC;SG
事實	hechos	事實	hecho	N	N;MASC;PL
事實	verdad	事實	verdad	N	N;FEM;SG
事實	truth	事實	truth	N	N
巨人	giants	巨人	giants	N	N;MASC;PL
巨人	gigantes	巨人	gigante	N	N;PL
巨人	gigante	巨人	gigante	N	N;SG
巨人	giant	巨人	giant	N	N
巨人	gigantes	巨人	gigante	N	N;PL
無限	infinidad	無限	infinidad	N	N;FEM;SG
無限	infinity	無限	infinity	N	N
王后	queen	王后	quear	N	N;SG
王后	reina	王后	reina	N	N;FEM;SG
永遠	always	永遠	alway	N	N
永遠	forever	永遠	forever	N	N;SG
難	hard	難	hard	N	N;SG
污染	contaminación	污染	contaminación	N	N;FEM;SG
污染	polución	污染	polución	N	N;FEM;SG
污染	contaminación	污染	contaminación	N	N;FEM;SG
更高	superior	更高	superior	ADJ	ADJ;SG
戰術	táctica	戰術	táctica	N	N;FEM;SG
戰術	táctica	戰術	táctica	N	N;FEM;SG
戰術	táctica	戰術	táctica	N	N;FEM;SG
宿舍	dormitorio	宿舍	dormitorio	N	N;MASC;SG
宿舍	dormitorio	宿舍	dormitorio	N	N;MASC;SG
宿舍	dormitorios	宿舍	dormitorio	N	N;MASC;PL
宿舍	hostal	宿舍	hostal	N	N;MASC;SG
宿舍	hostel	宿舍	hostel	N	N;MASC;SG
宿舍	albergue	宿舍	albergue	N	N;MASC;SG
衛生	higiene	衛生	higiene	N	N;FEM;SG
衛生	higiene	衛生	higiene	N	N;FEM;SG
衛生	higiene	衛生	higiene	N	N;FEM;SG
衛生	saneamiento	衛生	saneamiento	N	N;MASC;SG
符號	símbolos	符號	símbolo	N	N;MASC;PL
符號	símbolo	符號	símbolo	N	N;MASC;SG
符號	signatura	符號	signatura	N	N;FEM;SG
議題	tópicos	議題	tópico	N	N;MASC;PL
議題	temas	議題	tema	N	N;MASC;PL
爵	jenn	爵	jenn	N	N;SG
規範	normativa	規範	normativa	N	N;FEM;SG
規範	normativas	規範	normativa	N	N;FEM;PL
規範	norma	規範	norma	N	N;FEM;SG
燈	luces	燈	luz	N	N;FEM;PL
燈	lights	燈	light	N	N
燈	lampara	燈	lamparar	N	N;FEM;SG
燈	lámpara	燈	lámpara	N	N;FEM;SG
交換	intercambiar	交換	intercambiar	V	V;NFIN
印象	impresión	印象	impresión	N	N;FEM;SG
印象	impresiones	印象	impresión	N	N;FEM;PL
乳	leche	乳	leche	N	N;FEM;SG
乳	milk	乳	milk	N	N
神奇	asombroso	神奇	asombroso	ADJ	ADJ;MASC;SG
神奇	sorprendente	神奇	sorprendente	ADJ	ADJ;SG
神奇	increíble	神奇	increíble	ADJ	ADJ;SG
神奇	increible	神奇	increible	ADJ	ADJ;SG
神奇	mágica	神奇	mágico	ADJ	ADJ;FEM;SG
神奇	mágico	神奇	mágico	ADJ	ADJ;MASC;SG
神奇	mágicos	神奇	mágico	ADJ	ADJ;MASC;PL
神奇	mágico	神奇	mágico	ADJ	ADJ;MASC;SG
神奇	mágica	神奇	mágico	ADJ	ADJ;FEM;SG
神奇	magico	神奇	magico	ADJ	ADJ;MASC;SG
週刊	semanario	週刊	semanario	N	N;MASC;SG
吐	escupe	吐	escupe	V	V;IND;SG;3;PRS;FIN
吐	escupir	吐	escupir	V	V;NFIN
傑出	pendiente	傑出	pendiente	ADJ	ADJ;SG
傑出	excepcional	傑出	excepcional	ADJ	ADJ;SG
外圍	periféricos	外圍	periférico	N	N;MASC;PL
外圍	periferia	外圍	periferia	N	N;FEM;SG
日子	días	日子	día	N	N;MASC;PL
日子	jornadas	日子	jornada	N	N;FEM;PL
日子	dias	日子	dia	N	N;MASC;PL
日子	days	日子	day	N	N
種子	semilla	種子	semilla	N	N;FEM;SG
種子	semillas	種子	semilla	N	N;FEM;PL
種子	semilla	種子	semilla	N	N;FEM;SG
種子	semillas	種子	semilla	N	N;FEM;PL
樂園	paraiso	樂園	paraiso	N	N;MASC;SG
樂園	paraíso	樂園	paraíso	N	N;MASC;SG
樂園	paradise	樂園	paradise	N	N;SG
標本	espécimen	標本	espécimen	N	N;MASC;SG
標本	especímenes	標本	especimen	N	N;MASC;PL
標本	ejemplares	標本	ejemplar	N	N;MASC;PL
瀑布	cataratas	瀑布	catarata	N	N;FEM;PL
瀑布	cascadas	瀑布	cascado	N	N;FEM;PL
瀑布	catarata	瀑布	catarata	N	N;FEM;SG
瀑布	cascadas	瀑布	cascado	N	N;FEM;PL
瀑布	falls	瀑布	falls	N	N;MASC;PL
瀑布	cataratas	瀑布	catarata	N	N;FEM;PL
呈現	presentando	呈現	presentar	V	V;V.MSDR
呈現	presentamos	呈現	presentar	V	V;IND;PL;1;PRS;FIN
維護	manutención	維護	manutención	N	N;FEM;SG
維護	mantenimiento	維護	mantenimiento	N	N;MASC;SG
搜尋	busqueda	搜尋	busqueda	N	N;FEM;SG
搜尋	búsqueda	搜尋	búsqueda	N	N;FEM;SG
搜尋	buscador	搜尋	buscador	N	N;MASC;SG
答	respuesta	答	respuesta	N	N;FEM;SG
鼓勵	animar	鼓勵	animar	V	V;NFIN
鼓勵	alentar	鼓勵	alentar	V	V;NFIN
鼓勵	animo	鼓勵	animo	V	V;IND;SG;1;PRS;FIN
鼓勵	alentando	鼓勵	alentar	V	V;V.MSDR
鼓勵	alentar	鼓勵	alentar	V	V;NFIN
鼓勵	animo	鼓勵	animo	V	V;IND;SG;1;PRS;FIN
氪	krypton	氪	krypton	N	N;MASC;SG
考試	exámenes	考試	examen	N	N;MASC;PL
考試	reconocimientos	考試	reconocimiento	N	N;MASC;PL
考試	examen	考試	examen	N	N;MASC;SG
考試	exámenes	考試	examen	N	N;MASC;PL
考試	examen	考試	examen	N	N;MASC;SG
考試	exámen	考試	exámen	N	N;MASC;SG
考試	exámenes	考試	examen	N	N;MASC;PL
展覽	exhibición	展覽	exhibición	N	N;FEM;SG
展覽	exposición	展覽	exposición	N	N;FEM;SG
展覽	exposiciones	展覽	exposición	N	N;FEM;PL
展覽	exhibición	展覽	exhibición	N	N;FEM;SG
展覽	exposición	展覽	exposición	N	N;FEM;SG
展覽	exposiciones	展覽	exposición	N	N;FEM;PL
展覽	exhibiciones	展覽	exhibición	N	N;FEM;PL
展覽	exposiciones	展覽	exposición	N	N;FEM;PL
展覽	exhibiciones	展覽	exhibición	N	N;FEM;PL
輸入	entrar	輸入	entrar	V	V;NFIN
輸入	entra	輸入	entrar	V	V;IND;SG;3;PRS;FIN
輸入	ingresar	輸入	ingresar	V	V;NFIN
輸入	ingresa	輸入	ingresar	V	V;IND;SG;3;PRS;FIN
保守	conservadora	保守	conservador	ADJ	ADJ;FEM;SG
保守	conservadoras	保守	conservador	ADJ	ADJ;FEM;PL
保守	conservador	保守	conservador	ADJ	ADJ;MASC;SG
真人	masato	真人	masato	N	N;MASC;SG
幫忙	ayudar	幫忙	ayudar	V	V;NFIN
金剛	vajra	金剛	vajro	N	N;SG
競賽	concursos	競賽	concurso	N	N;MASC;PL
競賽	competencias	競賽	competencia	N	N;FEM;PL
競賽	oposiciones	競賽	oposición	N	N;FEM;PL
競賽	competiciones	競賽	competición	N	N;FEM;PL
競賽	race	競賽	race	N	N
競賽	carrera	競賽	carrera	N	N;FEM;SG
競賽	raza	競賽	raza	N	N;FEM;SG
競賽	concurso	競賽	concurso	N	N;MASC;SG
競賽	competición	競賽	competición	N	N;FEM;SG
競賽	competencia	競賽	competencia	N	N;FEM;SG
競賽	concurso	競賽	concurso	N	N;MASC;SG
競賽	certamen	競賽	certamen	N	N;MASC;SG
場地	lugar	場地	lugar	N	N;MASC;SG
場地	sedes	場地	sede	N	N;FEM;PL
首歌	canto	首歌	canto	N	N;MASC;SG
首歌	cancion	首歌	cancionar	N	N;FEM;SG
首歌	canción	首歌	canción	N	N;FEM;SG
神話	mitos	神話	mito	N	N;MASC;PL
神話	mitología	神話	mitología	N	N;FEM;SG
神話	mito	神話	mito	N	N;MASC;SG
神話	mitos	神話	mito	N	N;MASC;PL
超人	supermán	超人	supermár	N	N;MASC;SG
超人	superman	超人	supermar	N	N;MASC;SG
股票	saldos	股票	saldo	N	N;MASC;PL
股票	poblaciones	股票	población	N	N;FEM;PL
股票	stocks	股票	stocks	N	N;MASC;PL
股票	acciones	股票	acción	N	N;FEM;PL
股票	existencias	股票	existencia	N	N;FEM;PL
股票	caldo	股票	caldo	N	N;MASC;SG
股票	acciones	股票	acción	N	N;FEM;PL
股票	existencias	股票	existencia	N	N;FEM;PL
實現	logrando	實現	lograr	V	V;V.MSDR
實現	lograr	實現	lograr	V	V;NFIN
實現	lograr	實現	lograr	V	V;NFIN
平等	igualdad	平等	igualdad	N	N;FEM;SG
平等	equal	平等	equal	N	N
價	precios	價	precio	N	N;MASC;PL
價	precio	價	precio	N	N;MASC;SG
價	price	價	price	N	N
困難	dificultad	困難	dificultad	N	N;FEM;SG
困難	dificultades	困難	dificultad	N	N;FEM;PL
困難	dificultad	困難	dificultad	N	N;FEM;SG
困難	dificultades	困難	dificultad	N	N;FEM;PL
機車	scooter	機車	scooter	N	N;MASC;SG
機車	motocicleta	機車	motocicleta	N	N;FEM;SG
機車	motos	機車	moto	N	N;FEM;PL
機車	moto	機車	moto	N	N;FEM;SG
機車	locomotoras	機車	locomotor	N	N;FEM;PL
機車	locomotora	機車	locomotora	N	N;FEM;SG
危險	peligro	危險	peligro	N	N;MASC;SG
強大	strong	強大	strong	N	N
技巧	trucos	技巧	truco	N	N;MASC;PL
技巧	habilidades	技巧	habilidad	N	N;FEM;PL
技巧	habilidad	技巧	habilidad	N	N;FEM;SG
技巧	destreza	技巧	destreza	N	N;FEM;SG
技巧	tecnica	技巧	tecnicar	N	N;FEM;SG
技巧	técnica	技巧	técnica	N	N;FEM;SG
外國	extranjeros	外國	extranjero	N	N;MASC;PL
外國	extranjero	外國	extranjero	N	N;MASC;SG
外國	foreign	外國	foreign	N	N
帽	tapa	帽	tapa	N	N;FEM;SG
帽	pac	帽	pac	N	N;MASC;SG
帽	gorra	帽	gorra	N	N;FEM;SG
帽	gorro	帽	gorro	N	N;MASC;SG
帽	sombrero	帽	sombrero	N	N;MASC;SG
帽	hat	帽	haber	N	N
帽	gorra	帽	gorra	N	N;FEM;SG
帽	gorras	帽	gorra	N	N;FEM;PL
帽	gorros	帽	gorro	N	N;MASC;PL
公寓	plano	公寓	plano	N	N;MASC;SG
公寓	piso	公寓	piso	N	N;MASC;SG
公寓	condominios	公寓	condominio	N	N;MASC;PL
公寓	condominio	公寓	condominio	N	N;MASC;SG
公寓	apartamento	公寓	apartamento	N	N;MASC;SG
公寓	piso	公寓	piso	N	N;MASC;SG
公寓	departamento	公寓	departamento	N	N;MASC;SG
公寓	apartamentos	公寓	apartamento	N	N;MASC;PL
公寓	apartamentos	公寓	apartamento	N	N;MASC;PL
公寓	pisos	公寓	piso	N	N;MASC;PL
聯絡	contactar	聯絡	contactar	V	V;NFIN
聯絡	contacta	聯絡	contacta	V	V;IND;SG;3;PRS;FIN
下載	bajar	下載	bajar	V	V;NFIN
下載	descargar	下載	descargar	V	V;NFIN
下載	descargue	下載	descargar	V	V;IMP;SG;3;FIN
下載	descargando	下載	descargar	V	V;V.MSDR
獅子	león	獅子	león	N	N;MASC;SG
獅子	lions	獅子	lion	N	N;MASC;PL
獅子	leones	獅子	león	N	N;MASC;PL
梯	escalera	梯	escalera	N	N;FEM;SG
租借	arrendamiento	租借	arrendamiento	N	N;MASC;SG
租借	leasing	租借	leasing	N	N;MASC;SG
租借	arrendamiento	租借	arrendamiento	N	N;MASC;SG
釋放	liberando	釋放	liberar	V	V;V.MSDR
釋放	soltando	釋放	soltar	V	V;V.MSDR
登記	inscribirse	登記	inscribirse	V	V;SBJV;SG;3;FIN
登記	registrarse	登記	registrar	V	V;SBJV;SG;3;IPFV;FIN
提案	propuesta	提案	propuesta	N	N;FEM;SG
提案	proposición	提案	proposición	N	N;FEM;SG
學士	licenciatura	學士	licenciatura	N	N;FEM;SG
學士	bachelor	學士	bachelor	N	N;MASC;SG
學士	bachiller	學士	bachiller	N	N;MASC;SG
學士	soltero	學士	soltero	N	N;MASC;SG
批判	críticas	批判	crítica	N	N;FEM;PL
批判	criticas	批判	critica	N	N;FEM;PL
批判	crítica	批判	crítica	N	N;FEM;SG
批判	críticos	批判	crítico	N	N;MASC;PL
批判	crítica	批判	crítica	N	N;FEM;SG
傀儡	marionetas	傀儡	marioneta	N	N;FEM;PL
傀儡	títeres	傀儡	títere	N	N;MASC;PL
傀儡	títeres	傀儡	títere	N	N;MASC;PL
傀儡	títere	傀儡	títere	N	N;MASC;SG
傀儡	marioneta	傀儡	marioneta	N	N;FEM;SG
馬力	potencia	馬力	potencia	N	N;FEM;SG
馬力	malik	馬力	malik	N	N;SG
熟悉	familiar	熟悉	familiar	ADJ	ADJ;SG
熟悉	familiarizado	熟悉	familiarizado	ADJ	ADJ;MASC;SG;V.PTCP
熟悉	familiarizados	熟悉	familiarizado	ADJ	ADJ;MASC;PL;V.PTCP
直徑	diámetro	直徑	diámetro	N	N;MASC;SG
直徑	diámetros	直徑	diámetro	N	N;MASC;PL
村民	paisanos	村民	paisano	N	N;MASC;PL
村民	aldeanos	村民	aldeano	N	N;MASC;PL
拱	arco	拱	arco	N	N;MASC;SG
拱	arch	拱	arch	N	N
寶貝	bebe	寶貝	beber	N	N;MASC;SG
寶貝	nena	寶貝	nena	N	N;FEM;SG
寶貝	bebé	寶貝	bebé	N	N;MASC;SG
寶貝	nene	寶貝	nene	N	N;MASC;SG
寶貝	baby	寶貝	baby	N	N
公會	gremio	公會	gremio	N	N;MASC;SG
地質	geología	地質	geología	N	N;FEM;SG
政委	comisario	政委	comisario	N	N;MASC;SG
實力	fortaleza	實力	fortaleza	N	N;FEM;SG
實力	fuerza	實力	fuerza	N	N;FEM;SG
獎金	bonos	獎金	bono	N	N;MASC;PL
獎金	bonus	獎金	bonu	N	N
獎金	bono	獎金	bono	N	N;MASC;SG
獎金	bonificación	獎金	bonificación	N	N;FEM;SG
獎金	bonificaciones	獎金	bonificación	N	N;FEM;PL
獎金	primas	獎金	prima	N	N;FEM;PL
獎金	bonos	獎金	bono	N	N;MASC;PL
營業	abrir	營業	abrir	V	V;NFIN
營業	abre	營業	abrir	V	V;IND;SG;3;PRS;FIN
營業	abra	營業	abrir	V	V;IMP;SG;3;FIN
閱讀	lectura	閱讀	lectura	N	N;FEM;SG
閱讀	reading	閱讀	reading	N	N
閱讀	lectura	閱讀	lectura	N	N;FEM;SG
閱讀	lecturas	閱讀	lectura	N	N;FEM;PL
檢查	comprobando	檢查	comprobar	V	V;V.MSDR
檢查	compruebe	檢查	compruebir	V	V;IMP;SG;3;FIN
檢查	comprobar	檢查	comprobar	V	V;NFIN
聲稱	reclamando	聲稱	reclamar	V	V;V.MSDR
聲稱	alegando	聲稱	alegar	V	V;V.MSDR
聲稱	reclamó	聲稱	reclamar	V	V;IND;SG;3;PST;FIN
聲稱	alegó	聲稱	alegar	V	V;IND;SG;3;PST;FIN
恐	terror	恐	terror	N	N;MASC;SG
恐	terrorismo	恐	terrorismo	N	N;MASC;SG
