kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
nahrávky	nagrania	nahrávka	nagranie	N;NOM;FEM;PL	N;NOM;NEUT;PL
pamäť	pamięć	pamäť	pamięć	N;NOM;FEM;SG	N;NOM;FEM;SG
pamäť	wspomnienie	pamäť	wspomnienie	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
rozdelená	podzielona	rozdelený	podzielić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rozdelená	dzielone	rozdelený	dzielić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozdelená	podzielone	rozdelený	podzielić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozdelená	podzielony	rozdelený	podzielić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tabule	tablice	tabule	tablica	N;NOM;FEM;PL	N;NOM;FEM;PL
niekde	gdzieś	niekde	gdzieś	ADV	ADV
spôsobené	spowodowane	spôsobený	spowodować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spôsobené	wywołane	spôsobený	wywołać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
riadi	zarządza	riadiť	zarządzać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
riadi	kieruje	riadiť	kierować	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pokusy	procesy	pokus	proces	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pokusy	eksperymenty	pokus	eksperyment	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
určiť	określić	určiť	określić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
určiť	wyznaczyć	určiť	wyznaczyć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
výrobca	wytwórca	výrobca	wytwórcać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výrobca	wytwórca	výrobca	wytwórcać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ekonomika	ekonomia	ekonomika	ekonomia	N;NOM;FEM;SG	N;NOM;FEM;SG
ekonomika	gospodarka	ekonomika	gospodarka	N;NOM;FEM;SG	N;NOM;FEM;SG
ekonomika	ekonomia	ekonomika	ekonomia	N;NOM;FEM;SG	N;NOM;FEM;SG
žila	mieszkał	žiť	mieszkać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žila	żyła	žiť	żyć	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
žila	żył	žiť	żyć	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žila	żył	žiť	żyć	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žila	żyła	žiť	żyć	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
rímska	rzymski	rímsky	rzymski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
rímska	rzymskie	rímsky	rzymski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
etapa	etap	etap	etap	N;NOM;FEM;SG	N;NOM;MASC;SG
etapa	scena	etap	scena	N;NOM;FEM;SG	N;NOM;FEM;SG
etapa	faza	etap	faza	N;NOM;FEM;SG	N;NOM;FEM;SG
maximálne	maksymalnie	maximálne	maksymalnie	ADV	ADV
definície	definicje	definícia	definicja	N;NOM;FEM;PL	N;NOM;FEM;PL
definície	definicje	definícia	definicja	N;NOM;FEM;PL	N;NOM;FEM;PL
vracia	zwraca	vracať	zwracać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vracia	powraca	vracať	powracać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
výzbroj	zbroja	výzbroj	zbrój	N;NOM;FEM;SG	N;NOM;FEM;SG
výzbroj	pancerz	výzbroj	pancerz	N;NOM;FEM;SG	N;NOM;MASC;SG
výzbroj	uzbrojenie	výzbroj	uzbrojenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
výzbroj	uzbrojenie	výzbroj	uzbrojenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
začať	zacznij	začať	zacząć	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
začať	rozpocząć	začať	rozpocząć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
vojak	żołnierz	vojak	żołnierz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pokračovanie	kontynuacja	pokračovanie	kontynuacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
pokračovanie	kontynuacja	pokračovanie	kontynuacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
pokračovanie	kontynuowanie	pokračovanie	kontynuować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pokračovanie	kontynuacja	pokračovanie	kontynuacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
pokračovanie	sequel	pokračovanie	sequel	N;NOM;NEUT;SG	N;NOM;MASC;SG
pokračovanie	kontynuacja	pokračovanie	kontynuacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
hitler	hitler	hitler	hitler	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
snaha	nakład	snaha	nakład	N;NOM;FEM;SG	N;NOM;MASC;SG
jednoznačne	zdecydowanie	jednoznačne	zdecydowanie	ADV	ADV
jednoznačne	wyraźnie	jednoznačne	wyraźnie	ADV	ADV
rádio	radio	rádio	radio	N;NOM;NEUT;SG	N;NOM;NEUT;SG
chorvátska	chorwacki	chorvátsky	chorwacki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
široký	szeroki	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
široký	szeroka	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
široký	szerokie	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
široký	szeroka	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
široký	szerokie	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
široký	szeroki	široký	szeroki	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
majstri	mistrzowie	majster	mistrz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
majstri	mistrzowie	majster	mistrz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
parameter	parametr	parameter	parametr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
maďarská	węgierskie	maďarský	węgierski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
maďarská	węgierski	maďarský	węgierski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
maďarská	węgierska	maďarský	węgierski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
erectus	erectus	erectus	erectus	N;NOM;NEUT;SG	N;NOM;MASC;SG
príspevky	stanowiska	príspevok	stanowisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
príspevky	posty	príspevok	post	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príspevky	dotacje	príspevok	dotacja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
príspevky	opowiadania	príspevok	opowiadanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
príspevky	składki	príspevok	składka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
príspevky	wkłady	príspevok	wkład	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
títo	te	tento	ten	DET;ANIM;NOM;MASC;PL	DET;NOM;MASC;PL
správcu	administratora	správca	administrator	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
vesmír	wszechświat	vesmír	wszechświat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
konferencie	konferencje	konferencia	konferencja	N;NOM;FEM;PL	N;NOM;FEM;PL
konferencie	konferencje	konferencia	konferencja	N;NOM;FEM;PL	N;NOM;FEM;PL
oceán	ocean	oceán	ocean	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pozorovať	obserwować	pozorovať	obserwować	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
pozorovať	obserwuję	pozorovať	obserwować	V;IPFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pozorovať	obserwuje	pozorovať	obserwować	V;IPFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
opustiť	zostaw	opustiť	zostawić	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
opustiť	porzucić	opustiť	porzucić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
opustiť	opuścić	opustiť	opuścić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
sloboda	swoboda	sloboda	swoboda	N;NOM;FEM;SG	N;NOM;FEM;SG
sloboda	wolność	sloboda	wolność	N;NOM;FEM;SG	N;NOM;FEM;SG
maďarské	węgierskie	maďarský	węgierski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
maďarské	węgierski	maďarský	węgierski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
maďarské	węgierska	maďarský	węgierski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dané	podane	daný	podać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dané	podana	daný	podać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zabil	zabił	zabiť	zabić	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
lesov	lasów	les	las	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
rodičov	rodziców	rodič	rodzic	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
fyzikálne	fizyczne	fyzikálny	fizyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
fyzikálne	fizyczna	fyzikálny	fizyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
fyzikálne	fizyczny	fyzikálny	fizyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
výcvik	kształcenie	výcvik	kształcenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
výcvik	szkolenia	výcvik	szkolić	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
výcvik	trening	výcvik	trening	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výcvik	szkolenie	výcvik	szkolenie	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
disku	dysk	disko	dysk	N;NOM;NEUT;SG	N;NOM;MASC;SG
disku	płyta	disko	płyta	N;NOM;NEUT;SG	N;NOM;FEM;SG
disku	dysk	disko	dysk	N;NOM;NEUT;SG	N;NOM;MASC;SG
server	serwer	server	serwer	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vyrobené	wyprodukowane	vyrobený	wyprodukować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	wyprodukowany	vyrobený	wyprodukować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vyrobené	produkowane	vyrobený	produkować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	wyprodukowane	vyrobený	wyprodukować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	wytworzone	vyrobený	wytworzyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	wyprodukowany	vyrobený	wyprodukować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vyrobené	produkowane	vyrobený	produkować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	wykonane	vyrobený	wykonać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyrobené	zrobione	vyrobený	zrobić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verejne	publicznie	verejne	publicznie	ADV	ADV
vidiek	wieś	vidiek	wieś	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
hospodárstvo	ekonomia	hospodárstvo	ekonomia	N;NOM;NEUT;SG	N;NOM;FEM;SG
hospodárstvo	gospodarka	hospodárstvo	gospodarka	N;NOM;NEUT;SG	N;NOM;FEM;SG
hospodárstvo	ekonomia	hospodárstvo	ekonomia	N;NOM;NEUT;SG	N;NOM;FEM;SG
súborov	plików	súbor	plik	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
typický	typowe	typický	typowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
typický	typowa	typický	typowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
typický	typowy	typický	typowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
kovov	metale	kov	metal	N;NOM;FEM;PL	N;NOM;MASC;PL
kovov	metale	kov	metal	N;NOM;FEM;PL	N;NOM;MASC;PL
priamy	bezpośrednia	priamy	bezpośredni	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
priamy	bezpośrednie	priamy	bezpośrednie	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vonkajšie	odkryty	vonkajší	odkryć	ADJ;NOM;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vonkajšie	zewnętrzne	vonkajší	zewnętrzny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vonkajšie	zewnętrzna	vonkajší	zewnętrzny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vonkajšie	zewnętrzne	vonkajší	zewnętrzny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
napísané	napisane	napísaný	napisać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
napísané	pisemne	napísaný	pisemny	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
napísané	zapisane	napísaný	zapisać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
palivo	paliwo	palivo	paliwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tajomník	sekretarz	tajomník	sekretarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tajomník	sekretarz	tajomník	sekretarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tajomník	sekretarka	tajomník	sekretarka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
slúžiť	służyć	slúžiť	służyć	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
slúžiť	służyć	slúžiť	służyć	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
byt	mieszkanie	byt	mieszkanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
miestnosti	pokoje	miestnosť	pokój	N;NOM;FEM;PL	N;NOM;MASC;PL
vybavenie	wyposażenie	vybavenie	wyposażenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
špecialista	specjalista	špecialista	specjalista	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vzájomne	wzajemnie	vzájomne	wzajemnie	ADV	ADV
moment	moment	moment	moment	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
moment	chwila	moment	chwila	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
ukončená	zakończony	ukončený	zakończyć	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
čistý	czysty	čistý	czysty	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
čistý	czyste	čistý	czysty	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
čistý	czysty	čistý	czysty	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
čistý	czyste	čistý	czysty	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ona	ona	ona	on	PRO;NOM;FEM;SG;3	PRO;NOM;FEM;SG;3
ram	baran	ram	baranin	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hala	salon	hať	salon	N;NOM;FEM;SG	N;NOM;MASC;SG
hala	sala	hať	sala	N;NOM;FEM;SG	N;NOM;FEM;SG
dvere	drzwi	dvere	drzwi	N;NOM;FEM;PL	N;NOM;NEUT;PL
dvere	drzwi	dvere	drzwi	N;NOM;FEM;PL	N;NOM;NEUT;PL
demokratická	demokratyczny	demokratický	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
demokratická	demokratyczna	demokratický	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
demokratická	demokratyczne	demokratický	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
získava	uzyskuje	získavať	uzyskiwać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
získava	otrzymuje	získavať	otrzymywać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
získava	nabywa	získavať	nabywać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
zmes	mieszanka	zmes	mieszanka	N;NOM;FEM;SG	N;NOM;FEM;SG
zmes	mieszanka	zmes	mieszanka	N;NOM;FEM;SG	N;NOM;FEM;SG
zmes	mieszanina	zmes	mieszanina	N;NOM;FEM;SG	N;NOM;FEM;SG
zmes	mieszanka	zmes	mieszanka	N;NOM;FEM;SG	N;NOM;FEM;SG
sieň	sala	sieň	sala	N;NOM;FEM;SG	N;NOM;FEM;SG
nasadenie	rozmieszczenie	nasadenie	rozmieszczenie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
konfederácia	konfederacja	konfederácia	konfederacja	N;NOM;FEM;SG	N;NOM;FEM;SG
rozpätie	zasięg	rozpätie	zasięg	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozpätie	zakres	rozpätie	zakres	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozpätie	przedział	rozpätie	przedział	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozpätie	marża	rozpätie	marżyć	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozpätie	margines	rozpätie	margines	N;NOM;NEUT;SG	N;NOM;MASC;SG
rímske	rzymski	rímsky	rzymski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
rímske	rzymskie	rímsky	rzymski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rozšírený	rozszerzone	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozšírený	rozszerzona	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rozšírený	rozszerzony	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rozšírený	przedłużony	rozšírený	przedłużyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rozšírený	rozszerzone	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozšírený	rozszerzony	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rozšírený	rozszerzona	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rozšírený	powiększone	rozšírený	powiększyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozšírený	rozszerzona	rozšírený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
cyklu	cyklu	cyklus	cykl	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
mužské	męskie	mužský	męski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
mužské	męski	mužský	męski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
mužské	męski	mužský	męski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
miestny	miejscowa	miestny	miejscowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
miestny	lokalny	miestny	lokalny	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
miestny	lokalna	miestny	lokalny	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
miestny	lokalne	miestny	lokalny	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
miestny	miejscowy	miestny	miejscowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
ukázalo	ujawniono	ukázať	ujawnić	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ukázalo	wykazało	ukázať	wykazać	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázalo	ujawnił	ukázať	ujawnić	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ukázalo	ujawniła	ukázať	ujawnić	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
ukázalo	ujawniło	ukázať	ujawnić	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázalo	pokazało	ukázať	pokazać	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázalo	pokazał	ukázať	pokazać	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ukázalo	wykazało	ukázať	wykazać	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázalo	pokazała	ukázať	pokazać	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
moje	mój	môj	mój	DET;NOM;NEUT;SG;1	DET;NOM;MASC;SG;1
predchádzajúci	poprzedni	predchádzajúci	poprzedni	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;NOM;MASC;SG
tank	zbiornik	tank	zbiornik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rýchle	szybkie	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rýchle	szybki	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
rýchle	szybkie	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rýchle	szybkie	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rýchle	szybki	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
rýchle	szybka	rýchly	szybki	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
festivalu	festiwalu	festival	festiwal	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
obrovský	ogromny	obrovský	ogromny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obrovský	ogromna	obrovský	ogromny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
obrovský	ogromne	obrovský	ogromny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
obrovský	olbrzymi	obrovský	olbrzymi	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
radšej	lepsza	rád	dobry	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
radšej	lepsze	rád	dobry	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
radšej	preferowany	rád	preferować	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
pracovné	pracujący	pracovný	pracować	ADJ;NOM;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
uznanie	wdzięczność	uznanie	wdzięczność	N;NOM;NEUT;SG	N;NOM;FEM;SG
uznanie	uznanie	uznanie	uznanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
uznanie	uznanie	uznanie	uznanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
uznanie	rozpoznanie	uznanie	rozpoznać	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
uznanie	rozpoznawanie	uznanie	rozpoznawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uznanie	uznawanie	uznanie	uznawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
trvala	nalegał	trvať	nalegać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
trvala	nalegała	trvať	nalegać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
trvala	trwało	trvať	trwać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
trvala	trwała	trvať	trwać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
dôraz	podkreślenie	dôraz	podkreślenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dôraz	nacisk	dôraz	nacisk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sprievodný	towarzyszący	sprievodný	towarzyszący	ADJ;ANIM;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
