का	de	का	de	ADP;NOM;MASC;SG	ADP
भ्रष्टाचार	corrupción	भ्रष्टाचार	corrupción	N;NOM;MASC;SG;3	N
चलचित्र	película	चलचित्र	película	N;NOM;MASC;SG;3	N
चलचित्र	filme	चलचित्र	filme	N;NOM;MASC;SG;3	N
चलचित्र	cine	चलचित्र	cinir	N;NOM;MASC;SG;3	N
चलचित्र	cinema	चलचित्र	cinema	N;NOM;MASC;SG;3	N
बहुमत	maioría	बहुमत	maioría	N;NOM;MASC;SG;3	N
इकाइयों	unidades	इकाई	unidade	N;ACC;FEM;PL;3	N
दशकों	décadas	दशक	década	N;NOM;MASC;PL;3	N
खतरे	ameazas	खतरा	ameaza	N;NOM;MASC;SG;3	N
खतरे	perigo	खतरा	perigo	N;NOM;MASC;SG;3	N
टूर	xira	टूर	xira	N;NOM;MASC;SG;3	N
मौका	oportunidade	मौका	oportunidade	N;NOM;MASC;SG;3	N
मौका	posibilidade	मौका	posibilidade	N;NOM;MASC;SG;3	N
खबर	noticias	खबर	noticia	N;NOM;FEM;SG;3	N
खबर	noticia	खबर	noticia	N;NOM;FEM;SG;3	N
स्कूलों	escolas	स्कूल	escola	N;ACC;MASC;PL;3	N
कणों	partículas	कण	partícula	N;NOM;MASC;PL;3	N
तकनीकों	técnicas	तकनीक	técnica	N;ACC;FEM;PL;3	N
जीवाणु	bacterias	जीवाणु	bacteria	N;NOM;MASC;SG;3	N
कार्यकर्ता	traballador	कार्यकर्ता	traballador	N;NOM;MASC;PL;3	N
कार्यकर्ता	obreiro	कार्यकर्ता	obreiro	N;NOM;MASC;PL;3	N
कार्यकर्ता	obreiros	कार्यकर्ता	obreiro	N;NOM;MASC;PL;3	N
कार्यकर्ता	parado	कार्यकर्ता	parado	N;NOM;MASC;PL;3	N
पहलू	lados	पहलू	lado	N;NOM;MASC;SG;3	N
पहलू	bandos	पहलू	bando	N;NOM;MASC;SG;3	N
पहलू	caras	पहलू	cara	N;NOM;MASC;SG;3	N
पहलू	aspecto	पहलू	aspecto	N;NOM;MASC;SG;3	N
रोजगार	traballo	रोजगार	traballo	N;NOM;MASC;SG;3	N
कान	ouvido	कान	ouvido	N;NOM;MASC;SG;3	N
कान	orella	कान	orellar	N;NOM;MASC;SG;3	N
कान	orellas	कान	orella	N;NOM;MASC;SG;3	N
बनवाया	construida	बन	construida	V;PFV;MASC;SG;V.PTCP;ACT	V
बनवाया	construíu	बन	construír	V;PFV;MASC;SG;V.PTCP;ACT	V
बनवाया	construín	बन	construír	V;PFV;MASC;SG;V.PTCP;ACT	V
बनवाया	construímos	बन	construír	V;PFV;MASC;SG;V.PTCP;ACT	V
परिवारों	familias	परिवार	familia	N;ACC;MASC;PL;3	N
फैल	estendeu	फैल	estender	V;ACT	V
मेले	feira	मेला	feira	N;NOM;MASC;SG;3	N
शांत	tranquila	शांत	tranquila	ADJ	ADJ
शांत	tranquilo	शांत	tranquilo	ADJ	ADJ
सौंदर्य	beleza	सौंदर्य	beleza	N;NOM;MASC;SG;3	N
चीज़	queixo	चीज़	queixo	N;NOM;FEM;SG;3	N
प्रोग्रामिंग	programación	प्रोग्रामिंग	programación	N;NOM;FEM;SG;3	N
वकील	avogados	वकील	avogado	N;NOM;MASC;PL;3	N
वकील	avogado	वकील	avogado	N;NOM;MASC;PL;3	N
यूनियन	unión	यूनियन	unión	N;NOM;FEM;SG;3	N
यूनियन	sindicato	यूनियन	sindicato	N;NOM;FEM;SG;3	N
यूनियन	sindicalista	यूनियन	sindicalista	N;NOM;FEM;SG;3	N
यूनियन	sindical	यूनियन	sindical	N;NOM;FEM;SG;3	N
भावनाओं	emocións	भावना	emoción	N;ACC;FEM;PL;3	N
उर्जा	enerxía	उर्जा	enerxía	N;NOM;FEM;SG;3	N
उर्जा	consumo	उर्जा	consumo	N;NOM;FEM;SG;3	N
सोसायटी	sociedade	सोसायटी	sociedade	N;NOM;FEM;SG;3	N
यौगिकों	compostos	यौगिक	composto	N;ACC;MASC;PL;3	N
रणनीति	estratexias	रणनीति	estratexia	N;NOM;FEM;SG;3	N
रणनीति	estratexia	रणनीति	estratexia	N;NOM;FEM;SG;3	N
बुलाया	chamada	बुला	chamar	V;PFV;MASC;SG;V.PTCP;ACT	V
बुलाया	chamado	बुला	chamar	V;PFV;MASC;SG;V.PTCP;ACT	V
बुलाया	chámase	बुला	chámase	V;PFV;MASC;SG;V.PTCP;ACT	V
बुलाया	chamou	बुला	chamar	V;PFV;MASC;SG;V.PTCP;ACT	V
एक्शन	acción	एक्शन	acción	N;NOM;MASC;SG;3	N
घातक	mortal	घातक	mortal	ADJ	ADJ
मास्टर	mestre	मास्टर	mestre	N;NOM;MASC;SG;3	N
मास्टर	máster	मास्टर	máster	N;NOM;MASC;SG;3	N
मास्टर	dono	मास्टर	dono	N;NOM;MASC;SG;3	N
मास्टर	propietario	मास्टर	propietario	N;NOM;MASC;SG;3	N
मास्टर	patrón	मास्टर	patrón	N;NOM;MASC;SG;3	N
मास्टर	señor	मास्टर	señor	N;NOM;MASC;SG;3	N
तस्वीर	foto	तस्वीर	foto	N;NOM;FEM;SG;3	N
तस्वीर	imaxe	तस्वीर	imaxe	N;NOM;FEM;SG;3	N
तस्वीर	fotografía	तस्वीर	fotografía	N;NOM;FEM;SG;3	N
सच	verdade	सच	verdade	N;NOM;MASC;SG;3	N
सच	verdade	सच	verdade	N;NOM;MASC;SG;3	N
पाउंड	libra	पाउंड	libra	N;NOM;MASC;SG;3	N
पाउंड	kg	पाउंड	kg	N;NOM;MASC;SG;3	N
पाउंड	quilos	पाउंड	quilo	N;NOM;MASC;SG;3	N
पाउंड	kilos	पाउंड	kilo	N;NOM;MASC;SG;3	N
पाउंड	libras	पाउंड	libra	N;NOM;MASC;SG;3	N
पाउंड	tonelada	पाउंड	tonelada	N;NOM;MASC;SG;3	N
पाउंड	toneladas	पाउंड	tonelada	N;NOM;MASC;SG;3	N
प्राधिकरण	autoridades	प्राधिकरण	autoridade	N;NOM;MASC;SG;3	N
प्राधिकरण	autoridade	प्राधिकरण	autoridade	N;NOM;MASC;SG;3	N
कीट	insectos	कीट	insecto	N;NOM;MASC;SG;3	N
गाना	canta	गाना	canta	N;NOM;MASC;SG;3	N
गाना	canción	गाना	canción	N;NOM;MASC;SG;3	N
गाना	cantiga	गाना	cantiga	N;NOM;MASC;SG;3	N
धातुओं	metais	धातुा	metal	N;ACC;MASC;PL;3	N
वेतन	soldo	वेतन	soldo	N;NOM;MASC;SG;3	N
वेतन	salario	वेतन	salario	N;NOM;MASC;SG;3	N
वाणिज्य	comercio	वाणिज्य	comercio	N;NOM;MASC;SG;3	N
आखिरी	último	आखिरी	último	ADJ	ADJ
आखिरी	últimos	आखिरी	último	ADJ	ADJ
आखिरी	pasado	आखिरी	pasado	ADJ	ADJ
आखिरी	última	आखिरी	último	ADJ	ADJ
धूम्रपान	cigarros	धूम्रपान	cigarro	N;NOM;MASC;SG;3	N
ब्याज	interese	ब्याज	interese	N;NOM;MASC;SG;3	N
दीवारों	paredes	दीवार	parede	N;ACC;FEM;PL;3	N
दीवारों	muros	दीवार	muro	N;ACC;FEM;PL;3	N
दीवारों	defensas	दीवार	defensa	N;ACC;FEM;PL;3	N
ऊतक	tecido	ऊतक	tecido	N;NOM;MASC;SG;3	N
रात्रि	noite	रात्रि	noite	N;NOM;FEM;SG;3	N
रात्रि	pola	रात्रि	pola	N;NOM;FEM;SG;3	N
रात्रि	noites	रात्रि	noite	N;NOM;FEM;SG;3	N
बेस	base	बेस	base	N;NOM;MASC;SG;3	N
फलन	función	फलन	función	N;NOM;MASC;SG;3	N
मानता	cre	मान	crer	V;IPFV;MASC;SG;V.PTCP;ACT	V
ऊष्मा	calefacción	ऊष्मा	calefacción	N;NOM;FEM;SG;3	N
ऊष्मा	calor	ऊष्मा	calor	N;NOM;FEM;SG;3	N
ऊष्मा	calor	ऊष्मा	calor	N;NOM;FEM;SG;3	N
कारों	coches	कार	coche	N;ACC;FEM;PL;3	N
कारों	coche	कार	coche	N;ACC;FEM;PL;3	N
कारों	autos	कार	auto	N;ACC;FEM;PL;3	N
रेस	carreira	रेस	carreira	N;NOM;MASC;SG;3	N
रेस	raza	रेस	raza	N;NOM;MASC;SG;3	N
प्रोत्साहन	incentivos	प्रोत्साहन	incentivo	N;NOM;MASC;SG;3	N
मामला	caso	मामला	caso	N;NOM;MASC;SG;3	N
गायन	canta	गायन	canta	N;NOM;MASC;SG;3	N
आवेदन	aplicación	आवेदन	aplicación	N;NOM;MASC;SG;3	N
आवेदन	aplicacións	आवेदन	aplicación	N;NOM;MASC;SG;3	N
विश्वविद्यालयों	universidades	विश्वविद्यालय	universidade	N;ACC;MASC;PL;3	N
विश्वविद्यालयों	universidade	विश्वविद्यालय	universidade	N;ACC;MASC;PL;3	N
विश्वविद्यालयों	universidades	विश्वविद्यालय	universidade	N;ACC;MASC;PL;3	N
गहन	profundo	गहन	profundo	ADJ;NOM	ADJ
बाघ	tigre	बाघ	tigre	N;NOM;MASC;SG;3	N
टिकट	billetes	टिकट	billete	N;NOM;MASC;SG;3	N
टिकट	entradas	टिकट	entrada	N;NOM;MASC;SG;3	N
टिकट	billete	टिकट	billete	N;NOM;MASC;SG;3	N
टिकट	boleto	टिकट	boleto	N;NOM;MASC;SG;3	N
पैरों	metros	पैर	metro	N;ACC;MASC;PL;3	N
पैरों	pés	पैर	pés	N;ACC;MASC;PL;3	N
पैरों	pé	पैर	pé	N;ACC;MASC;PL;3	N
पैरों	patas	पैर	pata	N;ACC;MASC;PL;3	N
पैरों	pernas	पैर	perna	N;ACC;MASC;PL;3	N
सड़कों	estradas	सड़क	estrada	N;ACC;FEM;PL;3	N
सड़कों	camiños	सड़क	camiño	N;ACC;FEM;PL;3	N
जाल	rede	जाल	rede	N;NOM;MASC;SG;3	N
मिलान	mistos	मिलान	misto	N;NOM;MASC;SG;3	N
मिलान	partidos	मिलान	partido	N;NOM;MASC;SG;3	N
रिकार्ड	disco	रिकार्ड	disco	N;NOM;MASC;SG;3	N
स्वतन्त्रता	independencia	स्वतन्त्रता	independencia	N;NOM;FEM;SG;3	N
सापेक्ष	parente	सापेक्ष	parente	N;NOM;MASC;SG;3	N
संदेह	dúbida	संदेह	dúbida	N;NOM;MASC;SG;3	N
संदेह	dúbidas	संदेह	dúbida	N;NOM;MASC;SG;3	N
आग्रह	petición	आग्रह	petición	N;NOM;MASC;SG;3	N
कारोबार	negocios	कारोबार	negocio	N;NOM;MASC;SG;3	N
कारोबार	negocio	कारोबार	negocio	N;NOM;MASC;SG;3	N
कारोबार	asunto	कारोबार	asunto	N;NOM;MASC;SG;3	N
कारोबार	traballo	कारोबार	traballo	N;NOM;MASC;SG;3	N
रिंग	anel	रिंग	anel	N;NOM;FEM;SG;3	N
ऑपरेशन	operación	ऑपरेशन	operación	N;NOM;MASC;SG;3	N
समतल	plano	समतल	plano	N;NOM;MASC;SG;3	N
समतल	avión	समतल	avión	N;NOM;MASC;SG;3	N
बस्ती	cidade	बस्ती	cidade	N;NOM;FEM;SG;3	N
बस्ती	pobo	बस्ती	pobo	N;NOM;FEM;SG;3	N
बस्ती	vila	बस्ती	vila	N;NOM;FEM;SG;3	N
बस्ती	aldea	बस्ती	aldea	N;NOM;FEM;SG;3	N
कठिनाई	dificultades	कठिनाई	dificultade	N;NOM;FEM;SG;3	N
स्वर्ग	ceo	स्वर्ग	ceo	N;NOM;MASC;SG;3	N
स्वर्ग	deus	स्वर्ग	daus	N;NOM;MASC;SG;3	N
स्वर्ग	ceos	स्वर्ग	ceos	N;NOM;MASC;SG;3	N
स्वर्ग	paraíso	स्वर्ग	paraíso	N;NOM;MASC;SG;3	N
गणतंत्र	república	गणतंत्र	república	N;NOM;MASC;SG;3	N
आत्महत्या	suicidio	आत्महत्या	suicidio	N;NOM;FEM;SG;3	N
मतभेद	diferenzas	मतभेद	diferenza	N;NOM;MASC;PL;3	N
शानदार	brillante	शानदार	brillante	ADJ	ADJ
शानदार	fabuloso	शानदार	fabuloso	ADJ	ADJ
डाक	correo	डाक	correo	N;NOM;FEM;SG;3	N
कविताओं	poemas	कविता	poema	N;ACC;FEM;PL;3	N
उठाया	criados	उठा	criar	V;PFV;MASC;SG;V.PTCP;ACT	V
उठाया	criamos	उठा	criar	V;PFV;MASC;SG;V.PTCP;ACT	V
पेटेंट	patentes	पेटेंट	patente	N;NOM;MASC;SG;3	N
पेटेंट	zapatos	पेटेंट	zapato	N;NOM;MASC;SG;3	N
विश्वसनीय	fiables	विश्वसनीय	fiable	ADJ;NOM	ADJ
विश्वसनीय	fiable	विश्वसनीय	fiable	ADJ;NOM	ADJ
तत्काल	inmediatamente	तत्काल	inmediatamente	ADV	ADV
तत्काल	axiña	तत्काल	axiña	ADV	ADV
चित्रकला	cadro	चित्रकला	cadro	N;NOM;FEM;SG;3	N
चित्रकला	pintura	चित्रकला	pintura	N;NOM;FEM;SG;3	N
रहकर	quedar	रह	quedar	V;V.CVB	V
रहकर	quedará	रह	quedar	V;V.CVB	V
जर्नल	revista	जर्नल	revista	N;NOM;MASC;SG;3	N
लाखों	millóns	लाख	millón	N;ACC;MASC;PL;3	N
लाखों	milleiros	लाख	milleiro	N;ACC;MASC;PL;3	N
शैक्षणिक	educativo	शैक्षणिक	educativo	ADJ;NOM	ADJ
शैक्षणिक	educativas	शैक्षणिक	educativo	ADJ;NOM	ADJ
खोला	abrimos	खोल	abrimo	V;PFV;MASC;SG;V.PTCP;ACT	V
खोला	abriu	खोल	abriu	V;PFV;MASC;SG;V.PTCP;ACT	V
गलती	erro	गलती	erro	N;NOM;FEM;SG;3	N
गलती	erro	गलती	erro	N;NOM;FEM;SG;3	N
राग	melodía	राग	melodía	N;NOM;MASC;SG;3	N
तटीय	costeira	तटीय	costeiro	ADJ;NOM	ADJ
बादशाह	xurxo	बादशाह	xurxo	N;NOM;MASC;SG;3	N
रचनात्मक	creativo	रचनात्मक	creativo	ADJ	ADJ
रचनात्मक	creativos	रचनात्मक	creativo	ADJ	ADJ
रचनात्मक	creativa	रचनात्मक	creativo	ADJ	ADJ
रचनात्मक	creativas	रचनात्मक	creativo	ADJ	ADJ
मुखपृष्ठ	fogar	मुखपृष्ठ	fogar	N;NOM;MASC;SG;3	N
मुखपृष्ठ	casa	मुखपृष्ठ	casa	N;NOM;MASC;SG;3	N
मुखपृष्ठ	á	मुखपृष्ठ	á	N;NOM;MASC;SG;3	N
मुखपृष्ठ	na	मुखपृष्ठ	na	N;NOM;MASC;SG;3	N
ट्रस्ट	confianza	ट्रस्ट	confianza	N;NOM;MASC;SG;3	N
सरकारों	gobernos	सरकार	goberno	N;ACC;FEM;PL;3	N
खतरनाक	perigoso	खतरनाक	perigoso	ADJ	ADJ
खतरनाक	perigosos	खतरनाक	perigoso	ADJ	ADJ
खतरनाक	perigosa	खतरनाक	perigosa	ADJ	ADJ
खतरनाक	perigosas	खतरनाक	perigoso	ADJ	ADJ
देखना	ver	देख	ver	V;MASC;NFIN;ACT	V
देखना	mirade	देख	mirade	V;MASC;NFIN;ACT	V
देखना	ten	देख	ter	V;MASC;NFIN;ACT	V
अवसरों	ocasións	अवसर	ocasión	N;ACC;MASC;PL;3	N
माँग	demanda	माँग	demanda	N;NOM;FEM;SG;3	N
महारानी	raíña	महारानी	raíña	N;NOM;FEM;SG;3	N
निरीक्षण	inspección	निरीक्षण	inspección	N;NOM;MASC;SG;3	N
जिम्मेदारी	responsabilidade	जिम्मेदारी	responsabilidade	N;NOM;FEM;SG;3	N
रंगमंच	teatro	रंगमंच	teatro	N;NOM;MASC;SG;3	N
भारतीयों	indios	भारतीय	indio	N;ACC;MASC;PL;3	N
त्रुटि	erro	त्रुटि	erro	N;NOM;MASC;SG;3	N
ऊँची	alto	ऊँचा	alto	ADJ;NOM;FEM;SG	ADJ
ऊँची	alta	ऊँचा	alto	ADJ;NOM;FEM;SG	ADJ
बेटा	fillo	बेटा	fillo	N;NOM;MASC;SG;3	N
चौथा	cuarto	चौथा	cuarto	ADJ;NOM;MASC;SG	ADJ
चौथा	cuarta	चौथा	cuarto	ADJ;NOM;MASC;SG	ADJ
पड़ोसी	veciños	पड़ोसी	veciño	N;NOM;MASC;SG;3	N
भ्रम	confusión	भ्रम	confusión	N;NOM;MASC;SG;3	N
भ्रम	ilusión	भ्रम	ilusión	N;NOM;MASC;SG;3	N
राजनेता	políticos	राजनेता	político	N;NOM;MASC;PL;3	N
हमने	que	हम	que	PRO;PL;1	PRO
भिन्नता	diferenza	भिन्नता	diferenza	N;NOM;FEM;SG;3	N
भिन्नता	diferenzas	भिन्नता	diferenza	N;NOM;FEM;SG;3	N
भिन्नता	diferencia	भिन्नता	diferencia	N;NOM;FEM;SG;3	N
सारणी	mesa	सारणी	mesa	N;NOM;FEM;SG;3	N
नाभिकीय	nuclear	नाभिकीय	nuclear	N;NOM;MASC	N
लिखना	escribir	लिख	escribir	V;MASC;NFIN;ACT	V
लिखना	escribía	लिख	escribir	V;MASC;NFIN;ACT	V
लिखना	facendo	लिख	facer	V;MASC;NFIN;ACT	V
लिखना	escrita	लिख	escribir	V;MASC;NFIN;ACT	V
लिखना	escribe	लिख	escribir	V;MASC;NFIN;ACT	V
पाप	pecado	पाप	pecado	N;NOM;MASC;SG;3	N
खेत	granxa	खेत	granxa	N;NOM;MASC;SG;3	N
खेत	campo	खेत	campo	N;NOM;MASC;SG;3	N
खेत	leira	खेत	leira	N;NOM;MASC;SG;3	N
खेत	casa	खेत	casa	N;NOM;MASC;SG;3	N
खेत	reserva	खेत	reserva	N;NOM;MASC;SG;3	N
दर्शक	espectador	दर्शक	espectador	N;NOM;MASC;PL;3	N
दर्शक	audiencia	दर्शक	audiencia	N;NOM;MASC;PL;3	N
दर्शक	auditorio	दर्शक	auditorio	N;NOM;MASC;PL;3	N
दर्शक	espectadores	दर्शक	espectador	N;NOM;MASC;PL;3	N
दर्शक	audiencia	दर्शक	audiencia	N;NOM;MASC;PL;3	N
सैकड़ों	centos	सैकडा	cento	N;ACC;MASC;PL;3	N
कहानियाँ	historias	कहानी	historia	N;NOM;FEM;PL;3	N
सुविधाएं	instalacións	सुविधा	instalación	N;NOM;FEM;PL;3	N
सम्पर्क	contacto	संपर्क	contacto	N;NOM;MASC;SG;3	N
दृश्यों	escenas	दृश्य	escena	N;ACC;MASC;PL;3	N
आतंकवाद	terrorismo	आतंकवाद	terrorismo	N;NOM;MASC;SG;3	N
परिस्थिति	situación	परिस्थिति	situación	N;NOM;FEM;SG;3	N
लोकतंत्र	democracia	लोकतंत्र	democracia	N;NOM;MASC;SG;3	N
उपलब्धि	logro	उपलब्धि	logro	N;NOM;FEM;SG;3	N
लेबल	etiqueta	लेबल	etiqueta	N;NOM;MASC;SG;3	N
फैशन	moda	फैशन	modo	N;NOM;MASC;SG;3	N
पोर्ट	porto	पोर्ट	porto	N;NOM;MASC;SG;3	N
विधेयक	billete	विधेयक	billete	N;NOM;MASC;SG;3	N
विधेयक	conta	विधेयक	conta	N;NOM;MASC;SG;3	N
विधेयक	dereitos	विधेयक	dereito	N;NOM;MASC;SG;3	N
विधेयक	contrato	विधेयक	contrato	N;NOM;MASC;SG;3	N
बलों	forzas	बल	forza	N;ACC;MASC;PL;3	N
स्टील	aceiro	स्टील	aceiro	N;NOM;FEM;SG;3	N
स्टील	ferro	स्टील	ferro	N;NOM;FEM;SG;3	N
स्टील	raís	स्टील	raes	N;NOM;FEM;SG;3	N
आलेख	artigo	आलेख	artigo	N;NOM;MASC;SG;3	N
आलेख	artigos	आलेख	artigo	N;NOM;MASC;SG;3	N
साक्ष्य	probas	साक्ष्य	proba	N;NOM;MASC;PL;3	N
साक्ष्य	evidencia	साक्ष्य	evidencia	N;NOM;MASC;PL;3	N
साक्ष्य	evidencias	साक्ष्य	evidencia	N;NOM;MASC;PL;3	N
कहाँ	onde	कहाँ	onde	PRO	PRO
आंकड़े	estatísticas	आंकड़ा	estatística	N;NOM;MASC;PL;3	N
आंकड़े	figuras	आंकड़ा	figura	N;NOM;MASC;PL;3	N
उपदेश	sermón	उपदेश	sermón	N;NOM;MASC;SG;3	N
फोटो	foto	फोटो	foto	N;NOM;FEM;SG;3	N
फोटो	fotos	फोटो	foto	N;NOM;FEM;SG;3	N
फोटो	fotografías	फोटो	fotografía	N;NOM;FEM;SG;3	N
फोटो	foto	फोटो	foto	N;NOM;FEM;SG;3	N
चोरी	datos	चोरी	dato	N;NOM;FEM;SG;3	N
चोरी	roubo	चोरी	roubo	N;NOM;FEM;SG;3	N
शरण	refuxio	शरण	refuxio	N;NOM;FEM;SG;3	N
परिकल्पना	hipótese	परिकल्पना	hipótese	N;NOM;FEM;SG;3	N
बयान	declaración	बयान	declaración	N;NOM;MASC;SG;3	N
मुंह	boca	मुँह	boca	N;NOM;MASC;SG;3	N
