ini	इस	ini	यह	DET	DET;ACC;SG;3
perumahan	आवास	penrumahan	आवास	N;SG	N;NOM;MASC;SG;3
perumahan	एस्टेट	penrumahan	एस्टेट	N;SG	N;NOM;MASC;SG;3
rider	राइडर	rider	राइडर	N	N;NOM;MASC;SG;3
akun	खाते	akun	खाता	N;SG	N;NOM;MASC;SG;3
hasilnya	रिजल्ट	hasil	रिजल्ट	N;SG	N;NOM;MASC;SG;3
ritual	अनुष्ठान	ritual	अनुष्ठान	N	N;NOM;MASC;SG;3
ritual	कर्मकांड	ritual	कर्मकांड	N	N;NOM;MASC;SG;3
ritual	कर्मकाण्ड	ritual	कर्मकाण्ड	N	N;NOM;MASC;SG;3
ritual	संस्कार	ritual	संस्कार	N	N;NOM;MASC;SG;3
robot	रोबोटिक्स	robot	रोबोटिक्स	N;SG	N;NOM;MASC;SG;3
robot	रोबोटिक	robot	रोबोटिक	N;SG	N;NOM;MASC;SG;3
kekalahan	हार	kekalahan	हार	N;SG	N;NOM;FEM;SG;3
kekalahan	शिकस्त	kekalahan	शिकस्त	N;SG	N;NOM;FEM;SG;3
lingkaran	वृत्त	lingkaran	वृत्त	N;SG	N;NOM;MASC;SG;3
lingkaran	सर्किल	lingkaran	सर्किल	N;SG	N;NOM;MASC;SG;3
lingkaran	घेरा	lingkaran	घेरा	N;SG	N;NOM;MASC;SG;3
lingkaran	वृत	lingkaran	वृत	N;SG	N;NOM;MASC;SG;3
lingkaran	वृत्त	lingkaran	वृत्त	N;SG	N;NOM;MASC;SG;3
rawa	आर्द्रभूमि	rawa	आर्द्रभूमि	N;SG	N;NOM;FEM;SG;3
rawa	दलदल	rawa	दलदल	N;SG	N;NOM;MASC;SG;3
pramuka	स्काउट	pramuka	स्काउट	N	N;NOM;MASC;SG;3
pramuka	स्काउट	pramuka	स्काउट	N	N;NOM;MASC;SG;3
paket	पैकेज	paket	पैकेज	N;SG	N;NOM;MASC;SG;3
paket	बंडल	paket	बंडल	N;SG	N;NOM;MASC;SG;3
paket	पैकेट	paket	पैकेट	N;SG	N;NOM;MASC;SG;3
paket	पैकेज	paket	पैकेज	N;SG	N;NOM;MASC;SG;3
paket	पैक	paket	पैक	N;SG	N;NOM;MASC;SG;3
derajat	डिग्री	derajat	डिग्री	N;SG	N;NOM;FEM;SG;3
derajat	डिग्री	derajat	डिग्री	N;SG	N;NOM;FEM;SG;3
derajat	उपाधि	derajat	उपाधि	N;SG	N;NOM;FEM;SG;3
mengganti	बदलें	menganti	बदल	V;SG;ACT	V;SBJV;SG;FIN;ACT
kritik	आलोचना	kritik	आलोचना	N;SG	N;NOM;FEM;SG;3
kritik	आलोचक	kritik	आलोचक	N;SG	N;NOM;MASC;SG;3
kandang	पिंजरे	kandang	पिंजरा	N;SG	N;NOM;MASC;SG;3
kandang	पिंजरे	kandang	पिंजरा	N;SG	N;NOM;MASC;SG;3
bakat	प्रतिभा	bakat	प्रतिभा	N;SG	N;NOM;FEM;SG;3
bakat	हुनर	bakat	हुनर	N;SG	N;NOM;MASC;SG;3
bakat	फ्लेयर	bakat	फ्लेयर	N;SG	N;NOM;MASC;SG;3
portal	पोर्टल	portal	पोर्टल	N	N;NOM;MASC;SG;3
monarki	बादशाही	monarki	बादशाही	N;SG	N;NOM;MASC;SG;3
monarki	राजशाही	monarki	राजशाही	N;SG	N;NOM;MASC;SG;3
monarki	राजतंत्र	monarki	राजतंत्र	N;SG	N;NOM;MASC;SG;3
monarki	साम्राज्य	monarki	साम्राज्य	N;SG	N;NOM;MASC;SG;3
mitra	साझेदार	mitra	साझेदार	N;SG	N;NOM;MASC;SG;3
mitra	साथी	mitra	साथी	N;SG	N;NOM;MASC;SG;3
mitra	पार्टनर	mitra	पार्टनर	N;SG	N;NOM;MASC;SG;3
mitra	साझेदार	mitra	साझेदार	N;SG	N;NOM;MASC;SG;3
mitra	संगी	mitra	संगा	N;SG	N;NOM;MASC;SG;3
gerak	गति	gerak	गति	N;SG;ACT	N;NOM;FEM;SG;3
gerak	भाव	gerak	भाव	N;SG;ACT	N;NOM;MASC;SG;3
pengobatan	दवा	penobatan	दवा	N;SG	N;NOM;FEM;SG;3
pengobatan	इलाज	penobatan	इलाज	N;SG	N;NOM;MASC;SG;3
pengobatan	उपचार	penobatan	उपचार	N;SG	N;NOM;MASC;SG;3
barisan	लाइनअप	barisan	लाइनअप	N;SG	N;NOM;MASC;SG;3
cairan	तरल	cairan	तरल	N;SG	N;NOM;MASC;SG;3
cairan	द्रव	cairan	द्रव	N;SG	N;NOM;MASC;SG;3
cairan	तरल	cairan	तरल	N;SG	N;NOM;MASC;SG;3
cairan	द्रव	cairan	द्रव	N;SG	N;NOM;MASC;SG;3
berpikir	सोच	berpikir	सोच	V;SG;ACT	V;SG;FIN;ACT
berpikir	सोचा	berpikir	सोच	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
keadilan	न्याय	keadilan	न्याय	N;SG	N;NOM;MASC;SG;3
keadilan	निष्पक्षता	keadilan	निष्पक्षता	N;SG	N;NOM;FEM;SG;3
dna	dna	dna	dna	N;SG	N;NOM;MASC;SG;3
wawancara	साक्षात्कार	wawancara	साक्षात्कार	N;SG	N;NOM;MASC;SG;3
wawancara	इंटरव्यू	wawancara	इंटरव्यू	N;SG	N;NOM;MASC;SG;3
wawancara	साक्षात्कार	wawancara	साक्षात्कार	N;SG	N;NOM;MASC;SG;3
organisme	जीव	organisme	जीव	N;SG	N;NOM;MASC;SG;3
amat	अत्यधिक	amat	अत्यधिक		
soundtrack	साउंडट्रैक	soundtrack	साउंडट्रैक	N	N;NOM;MASC;SG;3
kemajuan	प्रगति	kemajuan	प्रगति	N;SG	N;NOM;FEM;SG;3
tetangga	पड़ोसी	tetangga	पड़ोसी	N;SG	N;NOM;MASC;SG;3
tetangga	पड़ोसी	tetangga	पड़ोसी	N;SG	N;NOM;MASC;SG;3
tetangga	पड़ोसी	tetangga	पड़ोसी	N;SG	N;NOM;MASC;SG;3
tetangga	पड़ोसी	tetangga	पड़ोसी	N;SG	N;NOM;MASC;SG;3
gen	जीन	gen	जीन	N;SG	N;NOM;MASC;SG;3
soeharto	सुहार्तो	soeharto	सुहार्तो	N	N;NOM;MASC;SG;3
pemukiman	आवासीय	penmukiman	आवासीय	N;SG	N;NOM
pemukiman	अधिवास	penmukiman	अधिवास	N;SG	N;NOM;MASC;SG;3
pemukiman	निपटान	penmukiman	निपटान	N;SG	N;NOM;MASC;SG;3
pemukiman	उपनिवेश	penmukiman	उपनिवेश	N;SG	N;NOM;MASC;SG;3
persiapan	तैयारी	persiapan	तैयारी	N;SG	N;NOM;FEM;SG;3
persiapan	तैयारी	persiapan	तैयारी	N;SG	N;NOM;FEM;SG;3
perawatan	उपचार	penrawatan	उपचार	N;SG	N;NOM;MASC;SG;3
perawatan	इलाज	penrawatan	इलाज	N;SG	N;NOM;MASC;SG;3
perawatan	उपचार	penrawatan	उपचार	N;SG	N;NOM;MASC;SG;3
perawatan	रखरखाव	penrawatan	रखरखाव	N;SG	N;NOM;MASC;SG;3
perawatan	मेंटेनेंस	penrawatan	मेंटेनेंस	N;SG	N;NOM;MASC;SG;3
perawatan	केयर	penrawatan	केयर	N;SG	N;NOM;FEM;SG;3
perawatan	परवाह	penrawatan	परवाह	N;SG	N;NOM;FEM;SG;3
pembinaan	कोचिंग	penbinaan	कोचिंग	N;SG	N;NOM;FEM;SG;3
bambu	बांस	bambu	बाँस	N	N;NOM;MASC;SG;3
bambu	बाँस	bambu	बाँस	N	N;NOM;MASC;SG;3
pengikut	अनुसरणकर्ता	penikut	अनुसरणकर्ता	N;SG	N;NOM;MASC;SG;3
pengikut	अनुसरणकर्ता	penikut	अनुसरणकर्ता	N;SG	N;NOM;MASC;SG;3
perkiraan	एस्टीमेट	perkiraan	एस्टीमेट	N;SG	N;NOM;MASC;SG;3
perkiraan	अनुमान	perkiraan	अनुमान	N;SG	N;NOM;MASC;SG;3
persamaan	समानता	persamaan	समानता	N;SG	N;NOM;FEM;SG;3
persamaan	समीकरण	persamaan	समीकरण	N;SG	N;NOM;MASC;SG;3
kebiasaan	आदत	kebiasaan	आदत	N;SG	N;NOM;FEM;SG;3
insiden	घटना	insiden	घटना	N;SG	N;NOM;FEM;SG;3
evolusi	एवोल्यूशन	evolusi	एवोल्यूशन	N;SG	N;NOM;MASC;SG;3
bunyi	ध्वनि	bunyi	ध्वनि	N;SG	N;NOM;FEM;SG;3
peluncuran	लॉन्च	penluncuran	लॉन्च	N;SG	N;NOM;MASC;SG;3
peluncuran	शुरूआत	penluncuran	शुरूआत	N;SG	N;NOM;FEM;SG;3
peluncuran	लांच	penluncuran	लांच	N;SG	N;NOM;MASC;SG;3
peluncuran	लॉन्च	penluncuran	लॉन्च	N;SG	N;NOM;MASC;SG;3
berturut	लगातार	berturut	लगातार	ADV;SG;ACT	ADV
fenomena	घटना	fenomena	घटना	N;SG	N;NOM;FEM;SG;3
semesta	ब्रह्माण्ड	semesta	ब्रह्माण्ड	N;SG	N;NOM;MASC;SG;3
semesta	ब्रह्मांड	semesta	ब्रह्मांड	N;SG	N;NOM;MASC;SG;3
pemandangan	नजारा	penpandangan	नजारा	N;SG	N;NOM;MASC;SG;3
infeksi	संक्रमण	infeksi	संक्रमण	N;SG	N;NOM;MASC;SG;3
player	खिलाड़ी	player	खिलाडी	N	N;NOM;MASC;SG;3
percobaan	प्रयोग	percobaan	प्रयोग	N;SG	N;NOM;MASC;SG;3
percobaan	प्रयोग	percobaan	प्रयोग	N;SG	N;NOM;MASC;SG;3
percobaan	प्रयोगात्मक	percobaan	प्रयोगात्मक	N;SG	N;NOM;MASC;SG;3
percobaan	प्रायोगिक	percobaan	प्रायोगिक	N;SG	N;NOM;MASC;SG;3
maksud	मतलब	maksud	मतलब	N;SG	N;NOM;MASC;SG;3
maksud	औसत	maksud	औसत	N;SG	N;NOM;MASC;SG;3
penutup	आवरण	pentutup	आवरण	N;SG	N;NOM;MASC;SG;3
investasi	निवेश	investasi	निवेश	N;SG	N;NOM;MASC;SG;3
investasi	निवेश	investasi	निवेश	N;SG	N;NOM;MASC;SG;3
investasi	निवेश	investasi	निवेश	N;SG	N;NOM;MASC;SG;3
malaikat	फ़रिश्ते	malaikat	फारिश्ता	N;SG	N;NOM;MASC;SG;3
malaikat	देवदूत	malaikat	देवदूत	N;SG	N;NOM;MASC;SG;3
hadits	हदीस	hadits	हदीस	N	N;NOM;FEM;SG;3
balap	रेसिंग	balap	रेसिंग	N;SG;ACT	N;NOM;MASC;SG;3
pengawasan	निगरानी	penkawasan	निगरानी	N;SG	N;NOM;FEM;SG;3
perikanan	फ़िशिंग	perikanan	फ़िशिंग	N;SG	N;NOM;FEM;SG;3
pakar	एक्सपर्ट	pakar	एक्सपर्ट	N;SG	N;NOM;MASC;SG;3
medis	मेडिकल	medis	मेडिकल	N;SG	N;NOM;MASC;SG;3
medis	चिकित्सा	medis	चिकित्सा	N;SG	N;NOM;FEM;SG;3
pemegang	होल्डर	penpegang	होल्डर	N;SG	N;NOM;MASC;SG;3
meriam	तोप	meriam	तोप	N;SG	N;NOM;FEM;SG;3
mulut	मुह	mulut	मुह	N;SG	N;NOM;MASC;SG;3
mulut	मुंह	mulut	मुँह	N;SG	N;NOM;MASC;SG;3
mulut	मुँह	mulut	मुँह	N;SG	N;NOM;MASC;SG;3
muka	चेहरा	muka	चेहरा	N;SG	N;NOM;MASC;SG;3
baca	पढ़े	baca	पढ़े	V;SG;ACT	V;PFV;MASC;SG;FIN;ACT
baca	पढ़ा	baca	पढ	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
kriteria	मानदंड	kriteria	मानदंड	N;SG	N;NOM;MASC;SG;3
kriteria	मापदंड	kriteria	मापदंड	N;SG	N;NOM;MASC;SG;3
kriteria	मापदण्ड	kriteria	मापदण्ड	N;SG	N;NOM;MASC;SG;3
produsen	निर्माता	produsen	निर्माता	N;SG	N;NOM;MASC;SG;3
produsen	उत्पादक	produsen	उत्पादक	N;SG	N;NOM;MASC;SG;3
produsen	निर्माता	produsen	निर्माता	N;SG	N;NOM;MASC;SG;3
produsen	उत्पादक	produsen	उत्पादक	N;SG	N;NOM;MASC;SG;3
produsen	निर्माता	produsen	निर्माता	N;SG	N;NOM;MASC;SG;3
tembok	दीवार	tembok	दीवार	N;SG	N;NOM;FEM;SG;3
tembok	वॉल	tembok	वॉल	N;SG	N;NOM;MASC;SG;3
kebangsaan	राष्ट्रीयता	kebangsaan	राष्ट्रीयता	N;SG	N;NOM;FEM;SG;3
kebangsaan	राष्ट्रीयता	kebangsaan	राष्ट्रीयता	N;SG	N;NOM;FEM;SG;3
bursa	स्टाक	bursa	स्टाक	N;SG	N;NOM;MASC;SG;3
bursa	स्टॉक	bursa	स्टॉक	N;SG	N;NOM;MASC;SG;3
bursa	भण्डार	bursa	भण्डार	N;SG	N;NOM;MASC;SG;3
bursa	विनिमय	bursa	विनिमय	N;SG	N;NOM;MASC;SG;3
bursa	एक्सचेंज	bursa	एक्सचेंज	N;SG	N;NOM;MASC;SG;3
organ	अंग	organ	अंग	N;SG	N;NOM;MASC;SG;3
gratis	निशुल्क	gratis	निशुल्क	N;SG	N;NOM;MASC;SG;3
gratis	मुफ्त	gratis	मुफ्त	N;SG	N;NOM;MASC;SG;3
penambahan	परिवर्धन	pentambahan	परिवर्धन	N;SG	N;NOM;MASC;SG;3
listclass	listclass	listclass	listclass	N;SG	N;NOM;MASC;SG;3
anggur	अंगूर	anggur	अंगूर	N;SG	N;NOM;MASC;SG;3
anggur	शराब	anggur	शराब	N;SG	N;NOM;FEM;SG;3
hits	हिट्स	hits	हिट्स	N	N;NOM;MASC;SG;3
jurnal	पत्रिका	jurnal	पत्रिका	N;SG	N;NOM;FEM;SG;3
jurnal	जर्नल	jurnal	जर्नल	N;SG	N;NOM;MASC;SG;3
pasien	रोगी	pasien	रोगी	N;SG	N;NOM;MASC;SG;3
pembaca	रीडर	penbaca	रीडर	N;SG	N;NOM;MASC;SG;3
perasaan	अनुभूति	perrasaan	अनुभूति	N;SG	N;NOM;FEM;SG;3
perasaan	भावना	perrasaan	भावना	N;SG	N;NOM;FEM;SG;3
perasaan	अहसास	perrasaan	अहसास	N;SG	N;NOM;MASC;SG;3
perasaan	जज्बात	perrasaan	जज्बात	N;SG	N;NOM;MASC;SG;3
perkawinan	शादी	perkawinan	शादी	N;SG	N;NOM;FEM;SG;3
perkawinan	विवाह	perkawinan	विवाह	N;SG	N;NOM;MASC;SG;3
mekanisme	यांत्रिकी	mekanisme	यांत्रिकी	N;SG	N;NOM;FEM;SG;3
walau	यद्यपि	walau	यद्यपि		
pelukis	चित्रकार	penlukis	चित्रकार	N;SG	N;NOM;MASC;SG;3
pelukis	पेंटर	penlukis	पेंटर	N;SG	N;NOM;MASC;SG;3
pelukis	चित्रकार	penlukis	चित्रकार	N;SG	N;NOM;MASC;SG;3
kekurangan	कमी	kekurangan	कमी	N;SG	N;NOM;FEM;SG;3
helikopter	हेलीकॉप्टर	helikopter	हेलीकॉप्टर	N;SG	N;NOM;MASC;SG;3
helikopter	हैलीकॉप्टर	helikopter	हैलीकॉप्टर	N;SG	N;NOM;MASC;SG;3
helikopter	हेलीकाप्टर	helikopter	हेलीकाप्टर	N;SG	N;NOM;MASC;SG;3
telekomunikasi	दूरसंचार	telekomunikasi	दूरसंचार	N	N;NOM;MASC;SG;3
telekomunikasi	दूरसंचार	telekomunikasi	दूरसंचार	N	N;NOM;MASC;SG;3
tropis	उष्ण	tropis	उष्ण	N;SG	N;NOM;MASC;SG;3
cincin	रिंग	cincin	रिंग	N;SG	N;NOM;FEM;SG;3
tiket	टिकट	tiket	टिकट	N;SG	N;NOM;MASC;SG;3
tiket	टिकट	tiket	टिकट	N;SG	N;NOM;MASC;SG;3
perserikatan	संघ	perserikatan	संघ	N;SG	N;NOM;MASC;SG;3
sah	कानूनी	sah	कानूनी	ADJ;SG	ADJ;NOM
kehadiran	उपस्थिति	kehadiran	उपस्थिति	N;SG	N;NOM;FEM;SG;3
kehadiran	मौजूदगी	kehadiran	मौजूदगी	N;SG	N;NOM;FEM;SG;3
kehadiran	उपस्थिति	kehadiran	उपस्थिति	N;SG	N;NOM;FEM;SG;3
tes	परीक्षा	tes	परीक्षा	N;SG	N;NOM;FEM;SG;3
tes	जांच	tes	जांच	N;SG	N;NOM;FEM;SG;3
tes	जाँच	tes	जाँच	N;SG	N;NOM;FEM;SG;3
tes	परीक्षण	tes	परीक्षण	N;SG	N;NOM;MASC;SG;3
tes	जाँच	tes	जाँच	N;SG	N;NOM;FEM;SG;3
tes	परीक्षण	tes	परीक्षण	N;SG	N;NOM;MASC;SG;3
pelindung	संरक्षक	penlindung	संरक्षक	N;SG	N;NOM;MASC;SG;3
pangkat	पद	pangkat	पद	N;SG	N;NOM;MASC;SG;3
pangkat	दर्जा	pangkat	दर्जा	N;SG	N;NOM;MASC;SG;3
tantangan	चुनौती	tantangan	चुनौती	N;SG	N;NOM;FEM;SG;3
korupsi	भ्रष्टाचार	korupsi	भ्रष्टाचार	N;SG	N;NOM;MASC;SG;3
politisi	राजनीतिज्ञ	politisi	राजनीतिज्ञ	N;SG	N;NOM;MASC;SG;3
serius	गंभीर	serius	गंभीर	ADJ;SG	ADJ
idola	मूर्ति	idola	मूर्ति	N	N;NOM;FEM;SG;3
cuaca	मौसम	cuaca	मौसम	N;SG	N;NOM;MASC;SG;3
kebakaran	फायर	kebakaran	फायर	N;SG	N;NOM;FEM;SG;3
kebakaran	आग	kebakaran	आग	N;SG	N;NOM;FEM;SG;3
julukan	उपनाम	julukan	उपनाम	N;SG	N;NOM;MASC;SG;3
kesepakatan	अनुबंध	kesepakatan	अनुबंध	N;SG	N;NOM;MASC;SG;3
kesepakatan	सौदा	kesepakatan	सौदा	N;SG	N;NOM;MASC;SG;3
pemakaman	संस्कार	penmakaman	संस्कार	N;SG	N;NOM;MASC;SG;3
pemakaman	अंत्येष्टि	penmakaman	अंत्येष्टि	N;SG	N;NOM;FEM;SG;3
pemakaman	कब्रिस्तान	penmakaman	कब्रिस्तान	N;SG	N;NOM;MASC;SG;3
biro	ब्यूरो	biro	ब्यूरो	N;SG	N;NOM;MASC;SG;3
galaksi	गैलेक्सी	galaksi	गैलेक्सी	N;SG	N;NOM;MASC;SG;3
galaksi	आकाशगंगा	galaksi	आकाशगंगा	N;SG	N;NOM;FEM;SG;3
ion	आयन	ion	आयन	N	N;NOM;MASC;SG;3
instrumen	यंत्र	instrumen	यंत्र	N;SG	N;NOM;MASC;SG;3
instrumen	यंत्र	instrumen	यंत्र	N;SG	N;NOM;MASC;SG;3
transfer	ट्रांसफर	transfer	ट्रांसफर	N;SG	N;NOM;MASC;SG;3
transfer	स्थानांतरण	transfer	स्थानांतरण	N;SG	N;NOM;MASC;SG;3
transfer	हस्तांतरण	transfer	हस्तांतरण	N;SG	N;NOM;MASC;SG;3
transfer	ट्रांसफ़र	transfer	ट्रांसफ़र	N;SG	N;NOM;MASC;SG;3
transfer	हस्तांतरण	transfer	हस्तांतरण	N;SG	N;NOM;MASC;SG;3
design	डिजाइन	design	डिजाइन	N;SG	N;NOM;MASC;SG;3
design	डिज़ाइन	design	डिज़ाइन	N;SG	N;NOM;MASC;SG;3
sosok	आकृति	sosok	आकृति	N	N;NOM;FEM;SG;3
pengajar	ट्यूटर	penajar	ट्यूटर	N;SG	N;NOM;MASC;SG;3
parkir	पार्किंग	parkir	पार्किंग	N;SG;ACT	N;NOM;FEM;SG;3
profesi	व्यवसाय	profesi	व्यवसाय	N;SG	N;NOM;MASC;SG;3
profesi	वृत्ति	profesi	वृत्ति	N;SG	N;NOM;FEM;SG;3
profesi	व्यवसायिक	profesi	व्यवसायिक	N;SG	N;NOM;MASC;SG;3
penyebaran	प्रसार	pensebaran	प्रसार	N;SG	N;NOM;MASC;SG;3
penyebaran	स्प्रेड	pensebaran	स्प्रेड	N;SG	N;NOM;MASC;SG;3
otot	पेशी	otot	पेशी	N;SG	N;NOM;FEM;SG;3
otot	मांसपेशी	otot	मांसपेशी	N;SG	N;NOM;FEM;SG;3
presenter	प्रस्तुतकर्ता	presenter	प्रस्तुतकर्ता	N	N;NOM;MASC;SG;3
komisaris	आयुक्त	komisaris	आयुक्त	N;SG	N;NOM;MASC;SG;3
komisaris	कमिश्नर	komisaris	कमिश्नर	N;SG	N;NOM;MASC;SG;3
kutub	डंडे	kutub	डंडा	N;SG	N;NOM;MASC;SG;3
ketentuan	प्रावधान	ketentuan	प्रावधान	N;SG	N;NOM;MASC;SG;3
tahanan	क़ैदी	tahanan	क़ैदी	N;SG	N;NOM;MASC;SG;3
tahanan	हिरासत	tahanan	हिरासत	N;SG	N;NOM;FEM;SG;3
tahanan	कस्टडी	tahanan	कस्टडी	N;SG	N;NOM;FEM;SG;3
moral	मनोबल	moral	मनोबल	N;SG	N;NOM;MASC;SG;3
moral	नैतिकता	moral	नैतिकता	N;SG	N;NOM;FEM;SG;3
moral	नैतिकता	moral	नैतिकता	N;SG	N;NOM;FEM;SG;3
pengarang	रचयिता	penarang	रचयिता	N;SG	N;NOM;MASC;SG;3
pengarang	लेखक	penarang	लेखक	N;SG	N;NOM;MASC;SG;3
pengarang	रचयिता	penarang	रचयिता	N;SG	N;NOM;MASC;SG;3
pengarang	लेखक	penarang	लेखक	N;SG	N;NOM;MASC;SG;3
sehat	स्वस्थ	sehat	स्वस्थ	ADJ;SG	ADJ
enzim	एंजाइम	enzim	एंजाइम	N;SG	N;NOM;MASC;SG;3
legislatif	विधायिका	legislatif	विधायिका	N;SG	N;NOM;FEM;SG;3
legislatif	विधानमंडल	legislatif	विधानमंडल	N;SG	N;NOM;MASC;SG;3
legislatif	विधान	legislatif	विधान	N;SG	N;NOM;MASC;SG;3
auto	ऑटो	auto	ऑटो	N;SG	N;NOM;MASC;SG;3
perekonomian	अर्थव्यवस्था	perekonomian	अर्थव्यवस्था	N;SG	N;NOM;FEM;SG;3
peradaban	सभ्यता	peradaban	सभ्यता	N;SG	N;NOM;FEM;SG;3
pinggiran	किनारे	pinggiran	किनारा	N;SG	N;NOM;MASC;SG;3
gawang	गोल	gawang	गोल	N;SG	N;NOM;MASC;SG;3
gawang	ध्येय	gawang	ध्येय	N;SG	N;NOM;MASC;SG;3
gawang	लक्ष्य	gawang	लक्ष्य	N;SG	N;NOM;MASC;SG;3
