lui	그의	el	그+의	PRO;3	PRO
fonduri	자금	fond	자금	N;INDF;FEM;PL	N
fonduri	펀드	fond	펀드	N;INDF;FEM;PL	N
fonduri	자금	fond	자금	N;INDF;FEM;PL	N
legenda	전설	legendă	전설	N;DEF;FEM;SG	N
legenda	자막	legendă	자막	N;DEF;FEM;SG	N
legenda	문구	legendă	문구	N;DEF;FEM;SG	N
legenda	설명	legendă	설명	N;DEF;FEM;SG	N
legenda	전설	legendă	전설	N;DEF;FEM;SG	N
ghid	가이드	ghid	가이드	N;INDF;MASC;SG	N
ghid	안내	ghid	안내	N;INDF;MASC;SG	N
heart	하트	heart	하트		
dragostea	사랑	dragoste	사랑	N;DEF;FEM;SG	N
universitate	대학교	universitate	대학교	N;INDF;FEM;SG	N
universitate	대학	universitate	대학	N;INDF;FEM;SG	N
circulatie	순환	circulatie	순환	N;INDF;FEM;SG	N
circulatie	순환	circulatie	순환	N;INDF;FEM;SG	N
dedicata	헌신	dedicat	헌신	N;DEF;FEM;SG	N
alfabetul	알파벳	alfabet	알파벳	N;DEF;MASC;SG	N
alfabetul	문자	alfabet	문자	N;DEF;MASC;SG	N
speranta	희망	sperant	희망	N;DEF;FEM;SG	N
speranta	희망	sperant	희망	N;DEF;FEM;SG	N
speranta	희망	sperant	희망	N;DEF;FEM;SG	N
comentarii	댓글	comentariu	댓글	N;INDF;FEM;PL	N
comentarii	댓글	comentariu	댓글	N;INDF;FEM;PL	N
scopuri	목적	scop	목적	N;INDF;FEM;PL	N
albastra	청색	albastra	청색	N;DEF;FEM;SG	N
periodic	주기적으로	periodic	주기+적+으로	ADV	ADV
pasageri	승객	pasager	승객	N;INDF;MASC;PL	N
pasageri	여객	pasager	여객	N;INDF;MASC;PL	N
pasageri	승객	pasager	승객	N;INDF;MASC;PL	N
cantitate	금액	cantitate	금액	N;INDF;FEM;SG	N
cantitate	수량	cantitate	수량	N;INDF;FEM;SG	N
teza	문장	teză	문장	N;DEF;FEM;SG	N
hotararea	판결	hotarare	판결	N;DEF;FEM;SG	N
hotararea	판단력	hotarare	판단력	N;DEF;FEM;SG	N
hotararea	심판	hotarare	심판	N;DEF;FEM;SG	N
lingvistica	언어학	lingvistică	언어학	N;DEF;FEM;SG	N
scrisori	편지	scrisoare	편지	N;INDF;FEM;PL	N
diametru	직경	diametru	직경	N;INDF;MASC;SG	N
light	라이트	light	라이트		
light	가벼움	light	가벼움		
proprietar	소유자	proprietar	소유자	N;INDF;MASC;SG	N
cantitatea	수량	cantitate	수량	N;DEF;FEM;SG	N
misiuni	할당	misiune	할당	N;INDF;FEM;PL	N
randurile	계급	rand	계급	N;DEF;FEM;PL	N
player	재생기	player	재생기	N;INDF;MASC;SG	N
player	선수	player	선수	N;INDF;MASC;SG	N
actorul	배우	actor	배우	N;DEF;MASC;SG	N
politia	경찰	politie	경찰	N;DEF;FEM;SG	N
politia	경찰관	politie	경찰관	N;DEF;FEM;SG	N
politia	경찰	politie	경찰	N;DEF;FEM;SG	N
politia	경찰관	politie	경찰관	N;DEF;FEM;SG	N
conflicte	갈등	conflict	갈등	N;INDF;FEM;PL	N
conflicte	분쟁	conflict	분쟁	N;INDF;FEM;PL	N
conflicte	갈등	conflict	갈등	N;INDF;FEM;PL	N
conflicte	갈등이	conflict	갈등+이	N;INDF;FEM;PL	N
conflicte	충돌	conflict	충돌	N;INDF;FEM;PL	N
conflicte	분쟁	conflict	분쟁	N;INDF;FEM;PL	N
compozitia	합성	compozitie	합성	N;DEF;FEM;SG	N
compozitia	작곡	compozitie	작곡	N;DEF;FEM;SG	N
compozitia	합성	compozitie	합성	N;DEF;FEM;SG	N
compozitia	작곡	compozitie	작곡	N;DEF;FEM;SG	N
trecere	건널목	trecere	건널목	N;INDF;FEM;SG	N
atacurile	공격	atac	공격	N;DEF;FEM;PL	N
rev	레브	rev	레브		
alternativ	대체	alternativ	대체	ADV	ADV
arhiepiscop	주교	arhiepiscop	주교	N;INDF;MASC;SG	N
arhiepiscop	대주교	arhiepiscop	대주교	N;INDF;MASC;SG	N
aeriana	공중	aerian	공중	N;DEF;FEM;SG	N
aeriana	항공기	aerian	항공기	N;DEF;FEM;SG	N
reforma	종교개혁	reformă	종교+개혁	N;DEF;FEM;SG	N
reforma	개혁개방	reformă	개혁+개방	N;DEF;FEM;SG	N
reforma	개혁	reformă	개혁	N;DEF;FEM;SG	N
reforma	개혁개방	reformă	개혁+개방	N;DEF;FEM;SG	N
reforma	개혁	reformă	개혁	N;DEF;FEM;SG	N
sarcina	임신	sarcină	임신	N;DEF;FEM;SG	N
sarcina	임신	sarcină	임신	N;DEF;FEM;SG	N
sarcina	로딩	sarcină	로딩	N;DEF;FEM;SG	N
sarcina	작업	sarcină	작업	N;DEF;FEM;SG	N
raspunsul	대응	raspuns	대응	N;DEF;MASC;SG	N
raspunsul	반응	raspuns	반응	N;DEF;MASC;SG	N
raspunsul	응답	raspuns	응답	N;DEF;MASC;SG	N
avionul	비행기	avion	비행기	N;DEF;MASC;SG	N
agentia	에이전시	agentie	에이전시	N;DEF;FEM;SG	N
agentia	대행사	agentie	대행사	N;DEF;FEM;SG	N
agentia	대리점	agentie	대리점	N;DEF;FEM;SG	N
agentia	에이전시	agentie	에이전시	N;DEF;FEM;SG	N
agentia	대행사	agentie	대행사	N;DEF;FEM;SG	N
agentia	대리점	agentie	대리점	N;DEF;FEM;SG	N
onoarea	명예	onoare	명예	N;DEF;FEM;SG	N
onoarea	명예	onoare	명예	N;DEF;FEM;SG	N
filosof	철학자	filosof	철학자	N;INDF;MASC;SG	N
filosof	철학	filosof	철학	N;INDF;MASC;SG	N
absolvirea	졸업식	absolvire	졸업식	N;DEF;FEM;SG	N
absolvirea	졸업	absolvire	졸업	N;DEF;FEM;SG	N
baterie	전지	baterie	전지	N;INDF;FEM;SG	N
baterie	배터리	baterie	배터리	N;INDF;FEM;SG	N
crime	범죄	crimă	범죄	N;INDF;FEM;PL	N
capela	예배당	capela	예배당	N;DEF;FEM;SG	N
capela	예배당	capela	예배당	N;DEF;FEM;SG	N
test	테스트	test	테스트	N;INDF;MASC;SG	N
test	시험	test	시험	N;INDF;MASC;SG	N
brigada	여단	brigadă	여단	N;DEF;FEM;SG	N
brigada	여단	brigadă	여단	N;DEF;FEM;SG	N
portret	초상화	portret	초상화	N;INDF;MASC;SG	N
portret	인물	portret	인물	N;INDF;MASC;SG	N
calatorii	여행	calator	여행	N;INDF;FEM;PL	N
calatorii	여행객	calator	여행객	N;INDF;FEM;PL	N
empire	제국	empire	제국	N;INDF;MASC;SG	N
frontiera	국경	frontieră	국경	N;DEF;FEM;SG	N
frontiera	경계	frontieră	경계	N;DEF;FEM;SG	N
frontiera	국경	frontieră	국경	N;DEF;FEM;SG	N
frontiera	경계	frontieră	경계	N;DEF;FEM;SG	N
erou	영웅	erou	영웅	N;INDF;MASC;SG	N
argument	논증	argument	논증	N;INDF;MASC;SG	N
argument	논쟁	argument	논쟁	N;INDF;MASC;SG	N
cercetatori	연구자	cercetator	연구자	N;INDF;MASC;PL	N
cercetatori	연구원	cercetator	연구원	N;INDF;MASC;PL	N
cercetatori	과학자	cercetator	과학자	N;INDF;MASC;PL	N
cercetatori	연구자	cercetator	연구자	N;INDF;MASC;PL	N
cercetatori	연구원	cercetator	연구원	N;INDF;MASC;PL	N
imprumut	융자	imprumut	융자	N;INDF;MASC;SG	N
imprumut	대출	imprumut	대출	N;INDF;MASC;SG	N
utilizatorul	사용자	utilizator	사용자	N;DEF;MASC;SG	N
buget	예산	buget	예산	N;INDF;MASC;SG	N
comertul	무역	comert	무역	N;DEF;MASC;SG	N
comertul	상거래	comert	상거래	N;DEF;MASC;SG	N
comertul	상업	comert	상업	N;DEF;MASC;SG	N
arma	무기	armă	무기	N;DEF;FEM;SG	N
arma	무기	armă	무기	N;DEF;FEM;SG	N
tata	아버지	tată	아버지	N;DEF;MASC;SG	N
tata	아버지	tată	아버지	N;DEF;MASC;SG	N
temporar	일시적으로	temporar	일시+적+으로	ADV	ADV
lichid	수액	lichid	수액	N;INDF;MASC;SG	N
lichid	액체	lichid	액체	N;INDF;MASC;SG	N
lichid	액체	lichid	액체	N;INDF;MASC;SG	N
lichid	리퀴드	lichid	리퀴드	N;INDF;MASC;SG	N
sezoane	계절	sezon	계절	N;INDF;FEM;PL	N
culturi	농작물이	cultură	농작물+이	N;INDF;FEM;PL	N
culturi	농작물	cultură	농작물	N;INDF;FEM;PL	N
culturi	곡물	cultură	곡물	N;INDF;FEM;PL	N
culturi	문화	cultură	문화	N;INDF;FEM;PL	N
criterii	기준	criteriu	기준	N;INDF;FEM;PL	N
dispozitie	기질	dispozitie	기질	N;INDF;FEM;SG	N
incasari	정산	incasar	정산	N;INDF;MASC;PL	N
incasari	영수증	incasar	영수증	N;INDF;MASC;PL	N
povesti	스토리	povesti	스토리	N;INDF;FEM;PL	N
povesti	소식	povesti	소식	N;INDF;FEM;PL	N
povesti	스토리	povesti	스토리	N;INDF;FEM;PL	N
povesti	소식	povesti	소식	N;INDF;FEM;PL	N
plecarea	출발	plecare	출발	N;DEF;FEM;SG	N
plecarea	출국	plecare	출국	N;DEF;FEM;SG	N
sectiuni	섹션	sectiune	섹션	N;INDF;FEM;PL	N
principii	원칙	princip	원칙	N;INDF;FEM;PL	N
principii	원리	princip	원리	N;INDF;FEM;PL	N
intelegere	이해	intelegere	이해	N;INDF;FEM;SG	N
intelegere	이해	intelegere	이해	N;INDF;FEM;SG	N
opinii	의견	opinie	의견	N;INDF;FEM;PL	N
performanta	공연	performant	공연	N;DEF;FEM;SG	N
performanta	성능	performant	성능	N;DEF;FEM;SG	N
performanta	공연	performant	공연	N;DEF;FEM;SG	N
performanta	성능	performant	성능	N;DEF;FEM;SG	N
performanta	공연	performant	공연	N;DEF;FEM;SG	N
performanta	성능	performant	성능	N;DEF;FEM;SG	N
tratamentul	시술	tratament	시술	N;DEF;MASC;SG	N
tratamentul	치료	tratament	치료	N;DEF;MASC;SG	N
comportamentul	행동	comportament	행동	N;DEF;MASC;SG	N
comportamentul	행동	comportament	행동	N;DEF;MASC;SG	N
comportamentul	동작	comportament	동작	N;DEF;MASC;SG	N
comportamentul	행위	comportament	행위	N;DEF;MASC;SG	N
momente	순간	moment	순간	N;INDF;FEM;PL	N
sosirea	입국	sosire	입국	N;DEF;FEM;SG	N
sosirea	도착	sosire	도착	N;DEF;FEM;SG	N
asigurarea	보험	asigurare	보험	N;DEF;FEM;SG	N
eforturile	노력	efort	노력	N;DEF;FEM;PL	N
massachusetts	매사추세츠	massachusetts	매사+세리츠	N;INDF;MASC;SG	N
dec	적위	dec	적위	N;INDF;MASC	N
mail	편지	mail	편지	N;INDF;MASC;SG	N
mail	우편	mail	우편	N;INDF;MASC;SG	N
melodie	노래	melodie	노래	N;INDF;FEM;SG	N
mormant	무덤	mormant	무덤	N;INDF;MASC;SG	N
mormant	무덤	mormant	무덤	N;INDF;MASC;SG	N
mormant	무덤	mormant	무덤	N;INDF;MASC;SG	N
mormant	무덤	mormant	무덤	N;INDF;MASC;SG	N
investitii	투자	investitii	투자	N;INDF;FEM;PL	N
investitii	투자	investitii	투자	N;INDF;FEM;PL	N
investitii	투자	investitii	투자	N;INDF;FEM;PL	N
investitii	투자	investitii	투자	N;INDF;FEM;PL	N
vanatori	사냥꾼	vanator	사냥꾼	N;INDF;MASC;PL	N
vanatori	사냥꾼	vanator	사냥꾼	N;INDF;MASC;PL	N
punk	펑크	punk	펑크	N;INDF;MASC;SG	N
utilizatorilor	사용자	utilizator	사용자	N;DEF;MASC;PL	N
emisar	특사	emisar	특사	N;INDF;MASC;SG	N
principiile	원칙	princip	원칙	N;DEF;FEM;PL	N
principiile	원리	princip	원리	N;DEF;FEM;PL	N
fenomenul	현상	fenomen	현상	N;DEF;MASC;SG	N
guvernare	정부	guvernare	정부	N;INDF;FEM;SG	N
rata	평가	rată	평가	N;DEF;FEM;SG	N
rata	비율	rată	비율	N;DEF;FEM;SG	N
rata	평가	rată	평가	N;DEF;FEM;SG	N
rata	비율	rată	비율	N;DEF;FEM;SG	N
jupiter	목성	jupiter	목성	N;INDF;MASC;SG	N
jupiter	목성의	jupiter	목성+의	N;INDF;MASC;SG	N
raza	반지름	rază	반지름	N;DEF;FEM;SG	N
raza	반지름	rază	반지름	N;DEF;FEM;SG	N
scaun	의자	scaun	의자	N;INDF;MASC;SG	N
scaun	변이	scaun	변+이	N;INDF;MASC;SG	N
scaun	좌석	scaun	좌석	N;INDF;MASC;SG	N
asediul	포위전	asediu	포위전	N;DEF;MASC;SG	N
hop	힙합	hop	힙합	N;INDF;MASC;SG	N
portal	포털	portal	포털	N;INDF;MASC;SG	N
beach	해변	beach	해변	N;INDF;MASC;SG	N
sot	배우자	sot	배우+자		
divizii	분열	divizie	분열	N;INDF;FEM;PL	N
consiliu	협의회	consiliu	협의회	N;INDF;MASC;SG	N
consiliu	평의회	consiliu	평의회	N;INDF;MASC;SG	N
revolta	폭동	revolta	폭동	N;DEF;FEM;SG	N
revolta	봉기	revolta	봉기	N;DEF;FEM;SG	N
revolta	반란	revolta	반란	N;DEF;FEM;SG	N
revolta	반란	revolta	반란	N;DEF;FEM;SG	N
revolta	폭동	revolta	폭동	N;DEF;FEM;SG	N
revolta	폭동	revolta	폭동	N;DEF;FEM;SG	N
revolta	봉기	revolta	봉기	N;DEF;FEM;SG	N
revolta	반란	revolta	반란	N;DEF;FEM;SG	N
revolta	반란	revolta	반란	N;DEF;FEM;SG	N
revolta	폭동	revolta	폭동	N;DEF;FEM;SG	N
cetatenii	시민	cetatenie	시민	N;DEF;MASC;PL	N
cetatenii	시민들	cetatenie	시민+들	N;DEF;MASC;PL	N
recunoasterea	인식	recunoastere	인식	N;DEF;FEM;SG	N
reactia	반응	reactie	반응	N;DEF;FEM;SG	N
reactia	공감	reactie	공감	N;DEF;FEM;SG	N
turnee	토너먼트	turnee	토너먼트	N;INDF;FEM;PL	N
rasa	품종	rasă	품종	N;DEF;FEM;SG	N
rasa	인종	rasă	인종	N;DEF;FEM;SG	N
rasa	경쟁	rasă	경쟁	N;DEF;FEM;SG	N
rasa	품종	rasă	품종	N;DEF;FEM;SG	N
rasa	인종	rasă	인종	N;DEF;FEM;SG	N
rasa	경쟁	rasă	경쟁	N;DEF;FEM;SG	N
demisia	사직	demisie	사직	N;DEF;FEM;SG	N
extinderea	팽창	extindere	팽창	N;DEF;FEM;SG	N
extinderea	급팽창	extindere	급팽창	N;DEF;FEM;SG	N
extinderea	전개	extindere	전개	N;DEF;FEM;SG	N
extinderea	확장	extindere	확장	N;DEF;FEM;SG	N
greutatea	몸무게	greutate	몸무+게	N;DEF;FEM;SG	N
greutatea	몸무게가	greutate	몸무게+가	N;DEF;FEM;SG	N
greutatea	체중	greutate	체중	N;DEF;FEM;SG	N
temple	신전	templu	신전	N;INDF;FEM;PL	N
temple	사원	templu	사원	N;INDF;FEM;PL	N
inspiratie	영감	inspiratie	영감	N;INDF;FEM;SG	N
inspiratie	영감을	inspiratie	영감+을	N;INDF;FEM;SG	N
inspiratie	영감	inspiratie	영감	N;INDF;FEM;SG	N
inspiratie	영감을	inspiratie	영감+을	N;INDF;FEM;SG	N
icoane	아이콘	icon	아이콘	N;INDF;FEM;PL	N
televiziunea	텔레비전	televiziune	텔레비전	N;DEF;FEM;SG	N
wild	야생	wild	야생	N;INDF;MASC;SG	N
vehicule	차량	vehicul	차량	N;INDF;FEM;PL	N
totalul	총액	total	총액	N;DEF;MASC;SG	N
totalul	전체	total	전체	N;DEF;MASC;SG	N
concertul	연주회	concert	연주회	N;DEF;MASC;SG	N
concertul	콘서트	concert	콘서트	N;DEF;MASC;SG	N
razboaiele	전쟁	razboi	전쟁	N;DEF;FEM;PL	N
timpuriu	일찍	timpuriu	일찍	ADV	ADV
formare	훈련	formare	훈련	N;INDF;FEM;SG	N
formare	트레이닝	formare	트레이닝	N;INDF;FEM;SG	N
democrata	민주당	democrata	민주당	N;DEF;FEM;SG	N
produsele	상품	produs	상품	N;DEF;FEM;PL	N
produsele	제품	produs	제품	N;DEF;FEM;PL	N
clasificare	분류법	clasificare	분류법	N;INDF;FEM;SG	N
clasificare	분류	clasificare	분류	N;INDF;FEM;SG	N
scrima	펜싱	scrimă	펜싱	N;DEF;FEM;SG	N
palat	궁전	palat	궁전	N;INDF;MASC;SG	N
law	법칙	law	법칙	N;INDF;MASC;SG	N
law	법률	law	법률	N;INDF;MASC;SG	N
law	법학	law	법학	N;INDF;MASC;SG	N
placa	접시	placă	접시	N;DEF;FEM;SG	N
oxigen	산소	oxigen	산소	N;INDF;MASC;SG	N
interventia	간섭	interventie	간섭	N;DEF;FEM;SG	N
interventia	개입	interventie	개입	N;DEF;FEM;SG	N
logica	논리적	logică	논리+적	N;DEF;FEM;SG	N
logica	논리학	logică	논리학	N;DEF;FEM;SG	N
logica	논리	logică	논리	N;DEF;FEM;SG	N
logica	논리학	logică	논리학	N;DEF;FEM;SG	N
logica	논리	logică	논리	N;DEF;FEM;SG	N
tenis	테니스	tenis	테니스	N;INDF;MASC;SG	N
criza	위기	criză	위기	N;DEF;FEM;SG	N
criza	위기	criză	위기	N;DEF;FEM;SG	N
criza	발작	criză	발작	N;DEF;FEM;SG	N
directie	방향	directie	방향	N;INDF;FEM;SG	N
directie	스티어링	directie	스티어링	N;INDF;FEM;SG	N
directie	핸들링	directie	핸들링	N;INDF;FEM;SG	N
directie	방향	directie	방향	N;INDF;FEM;SG	N
spatii	공간	spate	공간	N;INDF;FEM;PL	N
spatii	공백	spate	공백	N;INDF;FEM;PL	N
spatii	공간	spate	공간	N;INDF;FEM;PL	N
spatii	공백	spate	공백	N;INDF;FEM;PL	N
antichitate	골동품	antichitate	골동품	N;INDF;FEM;SG	N
antichitate	고대	antichitate	고대	N;INDF;FEM;SG	N
raspunde	답장	raspunde	답장		
raspunde	답글	raspunde	답글		
faptele	사실	fapt	사실	N;DEF;FEM;PL	N
deplasare	변위	deplasare	변위	N;INDF;FEM;SG	N
materie	물질	materie	물질	N;INDF;FEM;SG	N
transformarea	변신	transformare	변신	N;DEF;FEM;SG	N
transformarea	변환	transformare	변환	N;DEF;FEM;SG	N
transformarea	변형	transformare	변형	N;DEF;FEM;SG	N
cinema	영화	cinema	영화	N;INDF;MASC;SG	N
linux	리눅스	linux	리눅스	N;INDF;MASC;SG	N
autoritate	권위	autoritate	권위	N;INDF;FEM;SG	N
otel	강철	otel	강철	N;INDF;MASC;SG	N
otel	스틸	otel	스틸	N;INDF;MASC;SG	N
otel	강철	otel	강철	N;INDF;MASC;SG	N
otel	스틸	otel	스틸	N;INDF;MASC;SG	N
caldura	더위	caldura	더위	N;DEF;FEM;SG	N
caldura	더위	caldura	더위	N;DEF;FEM;SG	N
caldura	더위	caldura	더위	N;DEF;FEM;SG	N
apus	일몰	apus	일몰	N;INDF;MASC;SG	N
diplomat	외교관	diplomat	외교관	N;INDF;MASC;SG	N
decret	법령	decret	법령	N;INDF;MASC;SG	N
baiat	소년	baiat	소년	N;INDF;MASC;SG	N
baiat	남자아이	baiat	남자아+이	N;INDF;MASC;SG	N
baiat	소년	baiat	소년	N;INDF;MASC;SG	N
baiat	남자아이	baiat	남자아+이	N;INDF;MASC;SG	N
selectie	선택	selectie	선택	N;INDF;FEM;SG	N
criticii	비평가	critică	비평가	N;DEF;MASC;PL	N
folclor	민속	folclor	민속	N;INDF;MASC;SG	N
intrebarea	질문	intrebare	질문	N;DEF;FEM;SG	N
operatii	작전	operat	작전	N;INDF;FEM;PL	N
operatii	운영	operat	운영	N;INDF;FEM;PL	N
xxi	xxi	xxi	xxi		
locuinte	주택	locuint	주택	N;INDF;FEM;PL	N
locuinte	숙소	locuint	숙소	N;INDF;FEM;PL	N
locuinte	주택	locuint	주택	N;INDF;FEM;PL	N
locuinte	숙소	locuint	숙소	N;INDF;FEM;PL	N
observatii	댓글	observat	댓글	N;INDF;FEM;PL	N
observatii	관찰	observat	관찰	N;INDF;FEM;PL	N
observatii	관측	observat	관측	N;INDF;FEM;PL	N
observatii	발언	observat	발언	N;INDF;FEM;PL	N
fair	공정	fair	공정	N;INDF;MASC;SG	N
fair	박람회	fair	박람회	N;INDF;MASC;SG	N
adaptare	적응	adaptare	적응	N;INDF;FEM;SG	N
turcii	터키인	turc	터키인	N;DEF;MASC;PL	N
incendiu	화재	incendiu	화재	N;INDF;MASC;SG	N
incendiu	불화	incendiu	불화	N;INDF;MASC;SG	N
filosofia	철학	filosofie	철학	N;DEF;FEM;SG	N
canale	채널	canal	채널	N;INDF;FEM;PL	N
ecran	화면	ecran	화면	N;INDF;MASC;SG	N
astronom	천문학자	astronom	천문학자	N;INDF;MASC;SG	N
deschidere	오프닝	deschidere	오프닝	N;INDF;FEM;SG	N
deschidere	개봉	deschidere	개봉	N;INDF;FEM;SG	N
voluntari	자원봉사자	voluntar	자원+봉사자	N;INDF;MASC;PL	N
voluntari	자원봉사	voluntar	자원+봉사	N;INDF;MASC;PL	N
voluntari	봉사자	voluntar	봉사자	N;INDF;MASC;PL	N
evolutie	진화	evolutie	진화	N;INDF;FEM;SG	N
evolutie	진화론	evolutie	진화론	N;INDF;FEM;SG	N
culorile	색깔	culoare	색깔	N;DEF;FEM;PL	N
declaratia	성명서	declaratie	성명서	N;DEF;FEM;SG	N
declaratia	진술	declaratie	진술	N;DEF;FEM;SG	N
declaratia	선언	declaratie	선언	N;DEF;FEM;SG	N
expresie	표현	expresie	표현	N;INDF;FEM;SG	N
expresie	표현식	expresie	표현식	N;INDF;FEM;SG	N
manastiri	수도원	manastire	수도원	N;INDF;FEM;PL	N
scoate	지우기	scoate	지우+기	V;IND;SG;3;PRS;FIN	V
scoate	삭제하기	scoate	삭제+하+기	V;IND;SG;3;PRS;FIN	V
caracteristicile	특성	caracteristică	특성	N;DEF;FEM;PL	N
caracteristicile	특징	caracteristică	특징	N;DEF;FEM;PL	N
prince	왕자	prince	왕자	N;INDF;MASC;SG	N
strat	계층	strat	계층	N;INDF;MASC;SG	N
semi	세미	semi	세미		
plastic	성형	plastic	성형	N;INDF;MASC;SG	N
procesele	프로세스	proces	프로세스	N;DEF;FEM;PL	N
probe	샘플	probă	샘플	N;INDF;FEM;PL	N
probe	증거	probă	증거	N;INDF;FEM;PL	N
operatiuni	작전	operatiune	작전	N;INDF;FEM;PL	N
operatiuni	운영	operatiune	운영	N;INDF;FEM;PL	N
operatiuni	거래	operatiune	거래	N;INDF;FEM;PL	N
operatiuni	트랜잭션	operatiune	트랜잭션	N;INDF;FEM;PL	N
operatiuni	작전	operatiune	작전	N;INDF;FEM;PL	N
operatiuni	운영	operatiune	운영	N;INDF;FEM;PL	N
traseul	노선	traseu	노선	N;DEF;MASC;SG	N
mile	마일	milă	마일		
mile	마일스	milă	마일스		
mile	마일리지	milă	마일리+지		
mile	마일	milă	마일		
mile	마일리	milă	마일리		
mile	마일즈	milă	마일즈		
sotii	남편	sot	남편	N;DEF;MASC;PL	N
sotii	남편	sot	남편	N;DEF;MASC;PL	N
sotii	아내	sot	아내	N;DEF;MASC;PL	N
pozitiile	직위	pozitie	직위	N;DEF;FEM;PL	N
pozitiile	입장	pozitie	입장	N;DEF;FEM;PL	N
pozitiile	포지션	pozitie	포지션	N;DEF;FEM;PL	N
gazda	주최	gazdă	주최	N;DEF;FEM;SG	N
gazda	주최	gazdă	주최	N;DEF;FEM;SG	N
gazda	승무원	gazdă	승무원	N;DEF;FEM;SG	N
pan	냄비	pan	냄비		
biologie	생물학	biologie	생물학	N;INDF;FEM;SG	N
sarba	세르비아인	sarbă	세르비아인	N;DEF;FEM;SG	N
atmosfera	대기	atmosferă	대기	N;DEF;FEM;SG	N
atmosfera	대기	atmosferă	대기	N;DEF;FEM;SG	N
institut	연구소	institut	연구소	N;INDF;MASC;SG	N
adunare	수집	adunare	수집	N;INDF;FEM;SG	N
adunare	모임	adunare	모임	N;INDF;FEM;SG	N
piele	피부	piele	피부	N;INDF;FEM;SG	N
temperaturi	온도	temperatură	온도	N;INDF;FEM;PL	N
rachete	미사일	rachet	미사+이+ㄹ	N;INDF;FEM;PL	N
rachete	로켓	rachet	로켓	N;INDF;FEM;PL	N
colegii	동료들	coleg	동료+들	N;DEF;MASC;PL	N
particule	입자	particulă	입자	N;INDF;FEM;PL	N
particule	입자	particulă	입자	N;INDF;FEM;PL	N
titlurile	제목	titlu	제목	N;DEF;FEM;PL	N
dif	차이점	dif	차이점		
identitatea	정체성	identitate	정체성	N;DEF;FEM;SG	N
revolutie	혁명	revolutie	혁명	N;INDF;FEM;SG	N
revolutie	혁명	revolutie	혁명	N;INDF;FEM;SG	N
dimensiune	차원	dimensiune	차원	N;INDF;FEM;SG	N
vanzari	매출	vanzar	매출	N;INDF;MASC;PL	N
vanzari	영업	vanzar	영업	N;INDF;MASC;PL	N
vanzari	판매	vanzar	판매	N;INDF;MASC;PL	N
vanzari	판매	vanzar	판매	N;INDF;MASC;PL	N
vanzari	매출	vanzar	매출	N;INDF;MASC;PL	N
vanzari	영업	vanzar	영업	N;INDF;MASC;PL	N
vanzari	판매	vanzar	판매	N;INDF;MASC;PL	N
sfatul	조언	sfat	조언	N;DEF;MASC;SG	N
combustibil	연료	combustibil	연료	N;INDF;MASC;SG	N
rugby	럭비	rugby	럭비	N;INDF;MASC;SG	N
unelte	도구	unealtă	도구	N;INDF;FEM;PL	N
distributia	분포	distributie	분포	N;DEF;FEM;SG	N
distributia	분배	distributie	분배	N;DEF;FEM;SG	N
distributia	배포	distributie	배포	N;DEF;FEM;SG	N
distributia	배포판	distributie	배포판	N;DEF;FEM;SG	N
distributia	분포	distributie	분포	N;DEF;FEM;SG	N
distributia	분배	distributie	분배	N;DEF;FEM;SG	N
distributia	배포	distributie	배포	N;DEF;FEM;SG	N
distributia	배포판	distributie	배포판	N;DEF;FEM;SG	N
propunere	제안	propunere	제안	N;INDF;FEM;SG	N
numerele	숫자	număr	숫자	N;DEF;FEM;PL	N
dispozitiv	기기	dispozitiv	기기	N;INDF;MASC;SG	N
dispozitiv	단말기	dispozitiv	단말기	N;INDF;MASC;SG	N
dispozitiv	장치	dispozitiv	장치	N;INDF;MASC;SG	N
adoptata	채택	adopta	채택	N;DEF;FEM;SG	N
adoptata	입양	adopta	입양	N;DEF;FEM;SG	N
semnarea	서명	semnare	서명	N;DEF;FEM;SG	N
portalul	포털	portal	포털	N;DEF;MASC;SG	N
dimensiunile	차원	dimensiune	차원	N;DEF;FEM;PL	N
limitele	경계	limită	경계	N;DEF;FEM;PL	N
limitele	한계	limită	한계	N;DEF;FEM;PL	N
limitele	제한	limită	제한	N;DEF;FEM;PL	N
soarta	운명	soartă	운명	N;DEF;FEM;SG	N
soarta	운명	soartă	운명	N;DEF;FEM;SG	N
conventia	조약	conventia	조약	N;DEF;FEM;SG	N
conventia	협약	conventia	협약	N;DEF;FEM;SG	N
domnie	통치	domnie	통치	N;INDF;FEM;SG	N
viziunea	시력	viziune	시력	N;DEF;FEM;SG	N
viziunea	시각	viziune	시각	N;DEF;FEM;SG	N
comunismului	공산주의	comunism	공산주의	N;DEF;MASC;SG	N
dimensiunea	차원	dimensiune	차원	N;DEF;FEM;SG	N
mini	미니	min	미니		
combinatie	조합	combinatie	조합	N;INDF;FEM;SG	N
combinatie	조합	combinatie	조합	N;INDF;FEM;SG	N
angel	천사	angel	천사	N;INDF;MASC;SG	N
alternativa	대안	alternativă	대안	N;DEF;FEM;SG	N
alternativa	대안	alternativă	대안	N;DEF;FEM;SG	N
